johannes	johannes	johanne	johannes	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
vērtīga	dragocene	vērtīga	dragocen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
lielgabali	topove	lielgabals	top	N;NOM;MASC;PL	N;ACC;MASC;PL
lielgabali	topov	lielgabals	top	N;NOM;MASC;PL	N;GEN;MASC;PL
toni	toni	tonis	ton	N;ACC;MASC;SG	N;NOM;MASC;PL
toni	tona	tonis	tona	N;ACC;MASC;SG	N;NOM;MASC;DU
toni	ton	tonis	tona	N;ACC;MASC;SG	N;NOM;MASC;SG
toni	tone	tonis	tona	N;ACC;MASC;SG	N;NOM;MASC;SG
sabrukšanas	razpad	sabrukšana	razpad	N;NOM;FEM;PL	N;NOM;MASC;SG
emocijas	čustvo	emocija	čustvo	N;NOM;FEM;PL	N;NOM;NEUT;SG
emocijas	čustev	emocija	čustvo	N;NOM;FEM;PL	N;GEN;NEUT;PL
audzināšanas	starševstvo	audzināšana	starševstvo	N;NOM;FEM;PL	N;NOM;NEUT;SG
palestīnā	palestini	palestīna	palestina	PROPN;ESS;FEM;SG	N;DAT;FEM;SG
izlaist	skip	izlaist	skip	V;POS;NFIN	N;NOM;MASC;SG
atklājumi	odkritij	atklājums	odkritje	N;NOM;MASC;PL	N;GEN;NEUT;PL
misūri	missouri	misūri	missori	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
gatava	pripravljeni	gatava	pripravljen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
apstrāde	predelavo	apstrāde	predelava	N;NOM;FEM;SG	N;ACC;FEM;SG
apstrāde	zdravljenja	apstrāde	zdravljenje	N;NOM;FEM;SG	N;GEN;NEUT;SG
profesionālais	profesionalno	profesionāls	profesionalen	ADJ;NOM;MASC;SG	ADV
profesionālais	strokovno	profesionāls	strokovno	ADJ;NOM;MASC;SG	ADV
profesionālais	poklicne	profesionāls	poklicen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
ķirurģijas	kirurški	ķirurģija	kirurški	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
ķirurģijas	kirurško	ķirurģija	kirurški	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
silva	silva	silva	silva	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
fib	fbi	fib	fbiti	PROPN	PROPN;NOM;MASC;SG
kampaņā	kampanje	kampaņa	kampanja	N;ESS;FEM;SG	N;NOM;FEM;PL
kampaņā	kampanjo	kampaņa	kampanja	N;ESS;FEM;SG	N;ACC;FEM;SG
kampaņā	kampanja	kampaņa	kampanja	N;ESS;FEM;SG	N;NOM;FEM;SG
ziņots	poročali	ziņot	poročati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
ziņots	prijavljenih	ziņot	prijavljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
galerijas	galerija	galerija	galerija	N;NOM;FEM;PL	N;NOM;FEM;SG
galerijas	galerijo	galerija	galerija	N;NOM;FEM;PL	N;ACC;FEM;SG
alise	alise	alise	alise	N;NOM;FEM;SG	
cukuru	sladkorja	cukurs	sladkor	N;ACC;MASC	N;GEN;MASC;SG
cukuru	sladkor	cukurs	sladkor	N;ACC;MASC	N;NOM;MASC;SG
bojājumi	lezij	bojājums	lezija	N;NOM;MASC;PL	N;GEN;FEM;PL
uzlabojumi	izboljšanje	uzlabojums	izboljšanje	N;NOM;MASC;PL	N;NOM;NEUT;SG
uzlabojumi	izboljševanje	uzlabojums	izboljševanje	N;NOM;MASC;PL	N;NOM;NEUT;SG
bruņas	oklep	bruņas	oklep	N;NOM;FEM	N;NOM;MASC;SG
bruņas	oklep	bruņas	oklep	N;NOM;FEM	N;NOM;MASC;SG
eksports	izvozi	eksports	izvoziti	N;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
melodija	melodijo	melodija	melodija	N;NOM;FEM;SG	N;ACC;FEM;SG
čīle	čilu	čīle	čilo	PROPN;NOM;FEM;SG	N;DAT;NEUT;SG
čīle	čile	čīle	čiti	PROPN;NOM;FEM;SG	PROPN;NOM;NEUT;SG
čīle	čila	čīle	čiti	PROPN;NOM;FEM;SG	N;NOM;NEUT;SG
īstenībā	pravzaprav	īstenība	pravzaprav	N;ESS;FEM;SG	PART
īstenībā	dejansko	īstenība	dejansko	N;ESS;FEM;SG	ADV
atļaujas	dovoljenj	atļauties	dovoljenje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;GEN;NEUT;PL
atļaujas	dovoljenja	atļauties	dovoljenje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;PL
atļaujas	dovoljenja	atļauties	dovoljenje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;PL
zosu	gos	zoss	gos	N;ACC;MASC;SG	N;NOM;MASC;SG
zosu	gosi	zoss	gositi	N;ACC;MASC;SG	N;NOM;MASC;PL
partneris	partnerja	partneris	partner	N;NOM;MASC;SG	N;NOM;MASC;DU
studio	atelje	studio	atelj		N;NOM;MASC;SG
studio	studio	studio	studio		N;NOM;MASC;SG
dūmu	dim	dūmi	dim	N;ACC;MASC;SG	N;NOM;MASC;SG
dūmu	kadite	dūmi	kaditi	N;ACC;MASC;SG	V;IPFV;IMP;PL;2;FIN
dūmu	dima	dūmi	dimati	N;ACC;MASC;SG	N;GEN;MASC;SG
dūmu	kadi	dūmi	kada	N;ACC;MASC;SG	N;NOM;FEM;SG
dūmu	kajenje	dūmi	kajenje	N;ACC;MASC;SG	N;NOM;NEUT;SG
pensijā	upokojitev	pensija	upokojitev	N;ESS;FEM;SG	N;NOM;FEM;SG
pensijā	upokojeni	pensija	upokojen	N;ESS;FEM;SG	ADJ;NOM;DEF;MASC;SG
pensijā	upokojen	pensija	upokojen	N;ESS;FEM;SG	ADJ;NOM;INDF;MASC;SG
pensijā	upokojil	pensija	upokojiti	N;ESS;FEM;SG	V;PFV;MASC;SG;V.PTCP
piesārņojums	kontaminacije	piesārņojums	kontaminacija	N;NOM;MASC;SG	N;NOM;FEM;PL
piesārņojums	kontaminacijo	piesārņojums	kontaminacija	N;NOM;MASC;SG	N;ACC;FEM;SG
polis	polis	polis	polis	PROPN;NOM;MASC;SG	N;NOM;FEM;PL
polis	pole	polis	poledati	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
polis	drog	polis	droga	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
polis	tečaj	polis	tečaj	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
taivānas	tajvana	taivāna	tajvan	PROPN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
taivānas	tajvan	taivāna	tajvan	PROPN;NOM;FEM;PL	
kombinācijas	kombinacij	kombinācija	kombinacija	N;NOM;FEM;PL	N;GEN;FEM;PL
kaza	kozo	kaza	koza	N;NOM;FEM;SG	N;ACC;FEM;SG
shēmu	shema	shēma	shema	N;ACC;FEM;SG	N;NOM;FEM;SG
neue	neue	neuet	neue		
klīniskā	klinični	klīnisks	kliničen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
zunda	sunda	zunds	sunda	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
modelēšanas	modeliranja	modelēšana	modeliranje	N;NOM;FEM;SG	N;NOM;NEUT;PL
sūnu	mah	sūns	meh	N;ACC;MASC;SG	
sūnu	moss	sūns	moss	N;ACC;MASC;SG	N;NOM;MASC;SG
organizēts	organizirani	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
organizēts	organizirano	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
organizēts	organiziran	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
organizēts	organizirana	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
organizēts	organizirane	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
organizēts	organizirani	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
organizēts	organizirano	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
organizēts	organiziran	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
organizēts	organizirana	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
organizēts	organizirane	organizēt	organiziran	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
kļūdaini	lažno	kļūdaini	lažen	ADV	ADJ;NOM;NEUT;SG
hormonu	hormona	hormons	hormon	N;ACC;MASC;SG	N;NOM;MASC;SG
hormonu	hormon	hormons	hormon	N;ACC;MASC;SG	N;NOM;MASC;SG
alenia	alenia	alenia	alenia		N;NOM;FEM;SG
iekaisuma	vnetnih	iekaisums	vneten	N;GEN;MASC;SG	ADJ;GEN;MASC;PL
alma	alma	alma	alma	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
luksemburgā	luksemburg	luksemburga	luksemburg	N;ESS;FEM;SG	N;NOM;MASC;SG
ierobežots	omejena	ierobežot	omejen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
ierobežots	omejene	ierobežot	omejen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
ierobežots	omejen	ierobežot	omejen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ierobežots	omejeno	ierobežot	omejen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
ierobežots	omejeni	ierobežot	omejen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
ierobežots	omejen	ierobežot	omejen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ierobežots	omejena	ierobežot	omejen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
ierobežots	omejeno	ierobežot	omejen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
ierobežots	omejeni	ierobežot	omejen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
mika	mika	miks	mik	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
nometnēm	taborišča	nometne	taborišče	N;DAT;FEM;PL	N;NOM;NEUT;PL
nometnēm	taboriščih	nometne	taborišče	N;DAT;FEM;PL	N;ESS;NEUT;PL
apģērbs	obleke	apģērbs	obleka	N;NOM;MASC;SG	N;NOM;FEM;PL
apģērbs	oblačil	apģērbs	oblačilo	N;NOM;MASC;SG	N;GEN;NEUT;PL
apģērbs	oblačila	apģērbs	oblačilo	N;NOM;MASC;SG	N;NOM;NEUT;PL
apģērbs	obleke	apģērbs	obleka	N;NOM;MASC;SG	N;NOM;FEM;PL
apģērbs	oblačila	apģērbs	oblačilo	N;NOM;MASC;SG	N;NOM;NEUT;PL
internets	internetni	internets	interneten	N;NOM;MASC	ADJ;NOM;DEF;MASC;SG
internets	internetno	internets	interneten	N;NOM;MASC	ADJ;NOM;NEUT;SG
internets	internet	internets	internet	N;NOM;MASC	N;NOM;MASC;SG
tieslietas	pravosodje	tieslietas	pravosodje	N;NOM;FEM;PL	N;NOM;NEUT;SG
tieslietas	pravičnost	tieslietas	pravičnost	N;NOM;FEM;PL	N;NOM;FEM;SG
tieslietas	pravica	tieslietas	pravica	N;NOM;FEM;PL	N;NOM;FEM;SG
tieslietas	pravo	tieslietas	pravo	N;NOM;FEM;PL	N;NOM;NEUT;SG
tieslietas	zakon	tieslietas	zakon	N;NOM;FEM;PL	N;NOM;MASC;SG
taisnība	res	taisnība	res	N;NOM;FEM;SG	ADV
taisnība	resnično	taisnība	resnično	N;NOM;FEM;SG	ADV
taisnība	resnična	taisnība	resničen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
mūki	menihov	mūki	menih	N;NOM;MASC;PL	N;GEN;MASC;PL
mūki	meniha	mūki	menih	N;NOM;MASC;PL	N;ACC;MASC;SG
procedūru	postopek	procedūra	postopek	N;ACC;FEM;SG	N;NOM;MASC;SG
apsolīja	obljubljeno	apsolīt	obljubljen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
datoram	računalnik	dators	računalnik	N;DAT;MASC;SG	N;NOM;MASC;SG
datoram	računalniško	dators	računalniški	N;DAT;MASC;SG	ADJ;NOM;NEUT;SG
datoram	računalniška	dators	računalniški	N;DAT;MASC;SG	ADJ;NOM;FEM;SG
atzīmēts	označena	atzīmēt	označen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atzīmēts	označeni	atzīmēt	označen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atzīmēts	označen	atzīmēt	označen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
atzīmēts	označene	atzīmēt	označen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
atzīmēts	označeno	atzīmēt	označen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atzīmēts	označena	atzīmēt	označen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
atzīmēts	označeni	atzīmēt	označen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
atzīmēts	označene	atzīmēt	označen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
atzīmēts	označeno	atzīmēt	označen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
atpūšas	počitek	atpūsties	počitek	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;MASC;SG
nbc	nbc	nbc	nbce		PROPN;NOM;MASC;SG
potenciāls	potencialno	potenciāls	potencialen	ADJ;NOM;MASC;SG	ADV
potenciāls	potencial	potenciāls	potencial	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
billijs	billy	billijs	billy	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
alternatīva	alternative	alternatīva	alternativa	N;NOM;FEM;SG	N;NOM;FEM;PL
alternatīva	alternativni	alternatīva	alternativen	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
alternatīva	alternativno	alternatīva	alternativen	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
proyears	proyears	proyears	proyears	N;NOM;MASC;SG	
palmas	dlan	palma	dlan	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
palmas	dlani	palma	dlan	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
palmas	palm	palma	palm	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
palmas	dlaneh	palma	dlan	PROPN;NOM;FEM;SG	N;ESS;FEM;PL
palmas	dlani	palma	dlan	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
iznīcina	uničena	iznīcināt	uničen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
iznīcina	uničeni	iznīcināt	uničen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
iznīcina	uničene	iznīcināt	uničen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
iznīcina	uničen	iznīcināt	uničen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
iznīcina	uničeno	iznīcināt	uničen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
karla	carla	karls	carel	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
bruņurupucis	želve	bruņurupucis	želva	N;NOM;MASC;SG	N;NOM;FEM;PL
stabila	stabilni	stabila	stabilen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
stabila	hlev	stabila	hlev	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
sākts	začeto	sākt	začeti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;ACC;FEM;SG
obj	obj	obt	obje		N;NOM;MASC;SG
izpildīta	izpolnjen	izpildīt	izpolnjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
izpildīta	izpolnjeno	izpildīt	izpolnjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
izpildīta	izpolnjena	izpildīt	izpolnjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
izpildīta	izpolnjene	izpildīt	izpolnjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
izpildīta	izpolnjeni	izpildīt	izpolnjen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
izpildīta	doseženo	izpildīt	dosežen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
pētījuma	študija	pētījums	študij	N;GEN;MASC;SG	N;NOM;FEM;SG
psiholoģija	psihologijo	psiholoģija	psihologija	N;NOM;FEM;SG	N;ACC;FEM;SG
musulmaņiem	muslimani	musulmanis	musliman	N;DAT;MASC;PL	N;NOM;MASC;PL
musulmaņiem	muslimanov	musulmanis	musliman	N;DAT;MASC;PL	N;GEN;MASC;PL
volejbola	odbojko	volejbols	odbojek	N;GEN;MASC;SG	N;ACC;FEM;SG
iejaukšanās	posegi	iejaukšanās	poseg	N;NOM;FEM;SG	N;NOM;MASC;PL
iejaukšanās	posredovanja	iejaukšanās	posredovanje	N;NOM;FEM;SG	N;GEN;NEUT;SG
iejaukšanās	intervencije	iejaukšanās	intervencija	N;NOM;FEM;SG	N;NOM;FEM;PL
iejaukšanās	vmešavanja	iejaukšanās	vmešavanje	N;NOM;FEM;SG	N;NOM;NEUT;PL
iejaukšanās	motnje	iejaukšanās	motnja	N;NOM;FEM;SG	N;NOM;FEM;PL
iejaukšanās	intervencijo	iejaukšanās	intervencija	N;NOM;FEM;SG	N;ACC;FEM;SG
iejaukšanās	intervencije	iejaukšanās	intervencija	N;NOM;FEM;SG	N;NOM;FEM;PL
garša	okusi	garša	okusiti	N;NOM;FEM;SG	N;NOM;MASC;PL
būtība	bistva	būtība	bistvo	N;NOM;FEM;SG	N;GEN;NEUT;SG
kobe	kobe	kobe	koba	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
instruktoru	inštruktorji	instruktors	inštruktor	N;ACC;MASC;SG	N;NOM;MASC;PL
iegūtā	pridobljena	iegūt	pridobljen	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
iegūtā	pridobljen	iegūt	pridobljen	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
iegūtā	pridobljene	iegūt	pridobljen	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
iegūtā	pridobljeno	iegūt	pridobljen	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
iegūtā	pridobljena	iegūt	pridobljen	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
iegūtā	pridobljen	iegūt	pridobljen	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
iegūtā	pridobljeno	iegūt	pridobljen	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
ameriku	ameriki	amerika	amerika	N;ACC;FEM;SG	N;DAT;FEM;SG
ameriku	amerika	amerika	amerika	N;ACC;FEM;SG	N;NOM;FEM;SG
ameriku	america	amerika	america	N;ACC;FEM;SG	N;NOM;FEM;SG
ideoloģija	ideologije	ideoloģija	ideologija	N;NOM;FEM;SG	N;NOM;FEM;PL
sadales	razdelitev	sadale	razdelitev	N;NOM;FEM;PL	N;NOM;FEM;SG
sadales	porazdelitev	sadale	porazdelitev	N;NOM;FEM;PL	N;NOM;FEM;SG
sadales	distribucija	sadale	distribucija	N;NOM;FEM;PL	N;NOM;FEM;SG
sadales	razdeljevanje	sadale	razdeljevanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
sadales	razporeditev	sadale	razporeditev	N;NOM;FEM;PL	N;NOM;FEM;SG
vesela	cele	vesela	cel	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
nils	nils	nils	nils	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
nils	neil	nils	neiti	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
brālim	bratec	brālis	bratec	N;DAT;MASC;SG	N;NOM;MASC;SG
brālim	brat	brālis	brat	N;DAT;MASC;SG	N;NOM;MASC;SG
win	zmaga	win	zmaga		N;NOM;FEM;SG
win	zmagala	win	zmagati		V;PFV;FEM;SG;V.PTCP
win	zmagal	win	zmagati		V;PFV;MASC;SG;V.PTCP
win	zmago	win	zmaga		N;ACC;FEM;SG
desmitgades	desetletjih	desmitgade	desetletje	N;NOM;FEM;PL	N;ESS;NEUT;PL
desmitgades	desetletij	desmitgade	desetletje	N;NOM;FEM;PL	N;GEN;NEUT;PL
desmitgades	desetletju	desmitgade	desetletje	N;NOM;FEM;PL	N;DAT;NEUT;SG
desmitgades	desetletje	desmitgade	desetletje	N;NOM;FEM;PL	N;NOM;NEUT;SG
ilgstošu	trajen	ilgt	trajen	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
ilgstošu	trajna	ilgt	trajen	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG
ilgstošu	trajni	ilgt	trajen	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
ilgstošu	trajne	ilgt	trajen	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;PL
briz	briz	brizēt	briz	N	
konstitucionālā	ustavne	konstiocionāla	ustaven	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
maķedonija	makedonijo	maķedonija	makedonija	N;NOM;FEM;SG	N;ACC;FEM;SG
frankfurtē	frankfurtu	frankfurte	frankfurt	PROPN;ESS;FEM;SG	N;DAT;MASC;SG
frankfurtē	frankfurt	frankfurte	frankfurt	PROPN;ESS;FEM;SG	N;NOM;MASC;SG
plain	navadna	plain	navaden		ADJ;NOM;FEM;SG
bavārijā	bavarska	bavārija	bavarski	PROPN;ESS;FEM;SG	ADJ;NOM;FEM;SG
pilnas	poln	pilna	poln	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
pilnas	full	pilna	full	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
pilnas	polno	pilna	polno	ADJ;NOM;FEM;PL	ADV
pilnas	polna	pilna	poln	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
morāli	moralno	morāli	moralen	ADV	ADJ;NOM;NEUT;SG
morāli	morale	morāli	morati	ADV	V;IPFV;FEM;PL;V.PTCP
morāli	moralo	morāli	morati	ADV	V;IPFV;NEUT;SG;V.PTCP
morāli	morale	morāli	morati	ADV	V;IPFV;FEM;PL;V.PTCP
morāli	moralo	morāli	morati	ADV	V;IPFV;NEUT;SG;V.PTCP
morāli	morala	morāli	morati	ADV	V;IPFV;FEM;SG;V.PTCP
pilota	pilotni	pilots	piloten	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
pilota	pilot	pilots	pilot	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
litru	liter	litrs	liter	N;ACC;MASC;SG	N;NOM;MASC;SG
litru	liter	litrs	liter	N;ACC;MASC;SG	N;NOM;MASC;SG
litru	litrov	litrs	liter	N;ACC;MASC;SG	N;GEN;MASC;PL
virtuves	kuhinjo	virtuve	kuhinja	N;NOM;FEM;PL	N;ACC;FEM;SG
virtuves	kuhinja	virtuve	kuhinja	N;NOM;FEM;PL	N;NOM;FEM;SG
virtuves	kuhinji	virtuve	kuhinja	N;NOM;FEM;PL	N;NOM;FEM;SG
anti	anti	ants	anta		N;NOM;MASC;SG
mārciņu	funtov	mārciņa	funt	N;ACC;FEM;SG	N;GEN;MASC;PL
mārciņu	kilogramov	mārciņa	kilogram	N;ACC;FEM;SG	N;GEN;MASC;PL
hotspur	hotspur	hotspur	hotspur		N;NOM;MASC;SG
hello	pozdravljeni	hella	pozdravljen		ADJ;NOM;MASC;PL;V.PTCP
arhīvā	arhiv	arhīvs	arhiv	N;ESS;MASC;SG	N;NOM;MASC;SG
uzsvēra	poudarjeno	uzsvērt	poudarjen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
uzsvēra	poudarjeno	uzsvērt	poudarjen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
ilgstoša	trajen	ilgt	trajen	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
ilgstoša	trajna	ilgt	trajen	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG
ilgstoša	trajni	ilgt	trajen	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
ilgstoša	trajne	ilgt	trajen	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;PL
arhangeļskas	arhangelska	arhangeļska	arhangelski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
zālīte	trave	zālīte	trava	N;NOM;FEM;SG	N;NOM;FEM;PL
zālīte	travo	zālīte	trava	N;NOM;FEM;SG	N;ACC;FEM;SG
zvērestu	prisegel	zvērests	priseči	N;ACC;MASC;SG	V;PFV;MASC;SG;V.PTCP
zvērestu	zaobljuba	zvērests	zaobljuba	N;ACC;MASC;SG	N;NOM;FEM;SG
zvērestu	prisega	zvērests	prisegati	N;ACC;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
amatpersona	uradna	amatpersons	uraden	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
amatpersona	uradno	amatpersons	uradno	N;NOM;FEM;SG	ADV
amatpersona	uradni	amatpersons	uraden	N;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
