der	the	der	the	DET;NOM;DEF;MASC;SG	PROPN
fuchs	fox	fachsen	fox	PROPN;NOM;SG	PROPN
fuchs	rubah	fachsen	rubah	PROPN;NOM;SG	N
zusammenschluss	konsentrasi	zusammenschlussen	konsentrasi	ADJ	N;SG
zusammenschluss	jurusan	zusammenschlussen	jurusan	ADJ	N;SG
verdient	merit	verdienen	merit	V;V.PTCP	PROPN
verdient	layak	verdienen	layak	V;V.PTCP	ADJ;SG
beobachten	amati	beobachten	amati	V;NFIN	
beobachten	watch	beobachten	watch	V;NFIN	PROPN
beobachten	watching	beobachten	watching	V;NFIN	PROPN
block	blok	block	blok		N;SG
block	blok	block	blok		N;SG
block	block	block	block		PROPN
block	blokir	block	blokir		PROPN;SG;ACT
dokumentarfilm	dokumenter	dokumentarfilm	dokumenter	PROPN	N;SG
dokumentarfilm	dokumenter	dokumentarfilm	dokumenter	PROPN	N;SG
sammeln	gathering	sammeln	gathering	V;NFIN	PROPN
sammeln	kumpul	sammeln	kumpul	V;NFIN	PROPN
sammeln	pengumpulan	sammeln	penkumpulan	V;NFIN	N;SG
dauerhaft	permanent	dauerhaft	permanent	ADJ	PROPN
angriffe	menyerang	angreifen	menserang	N;NOM;PL	V;SG;ACT
angriffe	serangan	angreifen	serangan	N;NOM;PL	N;SG
angriffe	penyerangan	angreifen	penserangan	N;NOM;PL	N;SG
durchschnittliche	avg	durchschnittlich	avg	ADJ;NOM;FEM;PL	PROPN
urheber	pengarang	urheber	penarang		N;SG
urheber	penulis	urheber	pentulis		N;SG
urheber	pembuat	urheber	penbuat		N;SG
urheber	pencipta	urheber	pencipta		N;SG
urheber	creator	urheber	creator		PROPN
urheber	copyright	urheber	copyright		PROPN
jens	jens	jens	jens	PROPN;NOM;MASC;SG	PROPN
gebäuden	bangunan	gebäuden	bangunan	V;NFIN	N;SG
gebäuden	gedung	gebäuden	gedung	V;NFIN	N;SG
hell	hell	hell	hell	ADJ	PROPN
hell	neraka	hell	neraka	ADJ	PROPN;SG
hell	bright	hell	bright	ADJ	PROPN
non	non	non	non		PART;NEG
zufällig	random	zufällig	random	ADJ	PROPN
zufällig	disengaja	zufällig	disengaja	ADJ	V
ausgewiesen	deportasi	ausweisen	deportasi	V;V.PTCP	N
schnelle	ngakak	schnell	ngakak	ADJ;NOM;FEM;PL	N
schnelle	cepat	schnell	cepat	ADJ;NOM;FEM;PL	ADJ;SG
schnelle	speedy	schnell	speedy	ADJ;NOM;FEM;PL	N
schnelle	rapid	schnell	rapid	ADJ;NOM;FEM;PL	PROPN
schnelle	fast	schnell	fast	ADJ;NOM;FEM;PL	PROPN
schnelle	cepat	schnell	cepat	ADJ;NOM;FEM;PL	ADJ;SG
schnelle	puasa	schnell	puasa	ADJ;NOM;FEM;PL	PROPN;SG
wörterbuch	leksikon	wörterbuch	leksikon	ADJ	N
wörterbuch	kamus	wörterbuch	kamus	ADJ	N
wörterbuch	kosakata	wörterbuch	kosakata	ADJ	N
wörterbuch	kamus	wörterbuch	kamus	ADJ	N
abgeordnete	kongres	abgeordnet	kongres	ADJ;NOM;FEM;PL	N;SG
abgeordnete	congressman	abgeordnet	congressman	ADJ;NOM;FEM;PL	N
abgeordnete	mep	abgeordnet	mep	ADJ;NOM;FEM;PL	PROPN
abgeordnete	mps	abgeordnet	mps	ADJ;NOM;FEM;PL	PROPN
abgeordnete	diperbantukan	abgeordnet	diperbantukan	ADJ;NOM;FEM;PL	V;SG;PASS
aktionen	promosi	aktion	promosi	V;NFIN	N;SG
aktionen	tindakan	aktion	tindakan	V;NFIN	N;SG
aktionen	aksi	aktion	aksi	V;NFIN	N;SG
aktionen	kampanye	aktion	kampanye	V;NFIN	N;SG
aktionen	tindakan	aktion	tindakan	V;NFIN	N;SG
aktionen	aksi	aktion	aksi	V;NFIN	N;SG
ralf	ralf	ralfen	ralf	PROPN;NOM;MASC;SG	PROPN
gordon	gordon	gordon	gordon	PROPN;NOM;MASC;SG	PROPN
papier	koran	papier	koran		N;SG
papier	makalah	papier	makalah		N;SG
papier	paper	papier	paper		PROPN
papier	kertas	papier	kertas		N;SG
stift	stylus	stefen	stylus		N
stift	pensil	stefen	pensil		N
stift	pencil	stefen	pencil		PROPN
stift	pen	stefen	pen		PROPN
stift	pulpen	stefen	pulpen		N
stift	pena	stefen	pena		PROPN;SG
stift	pin	stefen	pin		PROPN
maurice	maurice	maurice	maurice	PROPN;NOM;MASC;SG	PROPN
wahr	true	wahr	true	ADJ	PROPN
halb	semi	halb	semi	ADJ	PROPN
halb	setengahnya	halb	setengah	ADJ	N;SG
halb	half	halb	half	ADJ	PROPN
überzeugt	menyakinkan	überzeugt	mennyakinkan	ADJ	V;SG;ACT
überzeugt	meyakinkan	überzeugt	menyakinkan	ADJ	V;SG;ACT
überzeugt	meyakinkan	überzeugt	menyakinkan	ADJ	V;SG;ACT
überzeugt	diyakinkan	überzeugt	diyakinkan	ADJ	V;SG;PASS
überzeugt	membujuk	überzeugt	menbujuk	ADJ	V;SG;ACT
überzeugt	dibujuk	überzeugt	dibujuk	ADJ	V;SG;PASS
missouri	missouri	missouri	missouri	PROPN;NOM;MASC;SG	PROPN
abfluss	menguras	abfließen	menuras	N;SG	V;SG;ACT
freundschaft	persahabatan	freundschaft	persahabatan		N;SG
freundschaft	pertemanan	freundschaft	pertemanan		N;SG
stärke	kekuatan	stark	kekuatan		N;SG
stärke	potensinya	stark	potensi		N;SG
stärke	ketebalan	stark	ketebalan		N;SG
stärke	pati	stark	pati		PROPN
konkreten	beton	konkret	beton		N;SG
elizabeth	elizabeth	elizabeth	elizabeth	PROPN;SG	PROPN
genügend	kecukupan	genügend	kecukupan	ADV	N;SG
fred	fred	fred	fred	PROPN;NOM;SG	PROPN
beenden	finish	beenden	finish	V;NFIN	PROPN
beenden	end	beenden	end	V;NFIN	PROPN
beenden	akhir	beenden	akhir	V;NFIN	N;SG
beenden	exit	beenden	exit	V;NFIN	PROPN
johnny	johnny	johnny	johnny	PROPN;NOM;MASC;SG	PROPN
testament	kehendaki	testament	kehendaki	ADJ	;SG
testament	wills	testament	wills	ADJ	PROPN
testament	wasiat	testament	wasiat	ADJ	N;SG
dei	dei	dei	dei	PROPN;NOM;SG	PROPN
formation	pembentukan	formation	penbentukan	ADJ	N;SG
formation	formasi	formation	formasi	ADJ	N;SG
wand	wall	wand	wall	N;NOM;FEM;SG	PROPN
abgrenzung	demarkasi	abgrenzung	demarkasi	ADJ	N;SG
arm	poor	arm	poor	ADJ	PROPN
arm	kasihan	arm	kasihan	ADJ	N
arm	miskin	arm	miskin	ADJ	N;SG
arm	malang	arm	malang	ADJ	PROPN
arm	lengan	arm	lengan	ADJ	N;SG
arm	arm	arm	arm	ADJ	PROPN
arm	lengannya	arm	lengan	ADJ	N;SG
samen	sperma	samen	sperma	V;NFIN	N
samen	semen	samen	semen	V;NFIN	N
samen	biji	samen	biji	V;NFIN	N;SG
samen	benih	samen	benih	V;NFIN	N;SG
samen	bibit	samen	bibit	V;NFIN	N;SG
kontakte	hubungi	kontakt	hubungi	ADJ	N;SG;ACT
kontakte	kontak	kontakt	kontak	ADJ	PROPN;SG
kontakte	contact	kontakt	contact	ADJ	PROPN
kontakte	kontak	kontakt	kontak	ADJ	PROPN;SG
glocken	lonceng	glock	lonceng	N;NOM;PL	N;SG
glocken	belle	glock	belle	N;NOM;PL	PROPN
glocken	bel	glock	bel	N;NOM;PL	PROPN;SG
glocken	bell	glock	bell	N;NOM;PL	PROPN
glocken	lonceng	glock	lonceng	N;NOM;PL	N;SG
glocken	bells	glock	bells	N;NOM;PL	PROPN
unterscheidung	diferensiasi	unterscheidung	diferensiasi	ADJ	N;SG;PASS
unterscheidung	perbedaan	unterscheidung	perbedaan	ADJ	N;SG
unterscheidung	membedakan	unterscheidung	menbedakan	ADJ	V;SG;ACT
unesco	unesco	unesco	unesco		N
peking	beijing	peking	beijing	PROPN;NOM;MASC;SG	PROPN
peking	peking	peking	peking	PROPN;NOM;MASC;SG	PROPN
florian	florian	florian	florian	PROPN;NOM;MASC;SG	PROPN
erforschung	penjelajahan	erforschung	penjelajahan	ADJ	N;SG
erforschung	eksplorasi	erforschung	eksplorasi	ADJ	N;SG
salzburger	salzburger	salzburger	salzburger	ADJ	PROPN
hits	hits	hits	hits	PROPN;NOM	N
hits	hantaman	hits	hantaman	PROPN;NOM	N;SG
pflege	kepedulian	pfleg	kepedulian		N;SG
pflege	peduli	pfleg	peduli		ADJ;SG
pflege	grooming	pfleg	grooming		PROPN
pflege	keperawatan	pfleg	keperawatan		N;SG
pflege	perawat	pfleg	penrawat		N;SG
pflege	menyusui	pfleg	mensusui		PROPN;SG;ACT
pflege	nursing	pfleg	nursing		PROPN
pflege	pemeliharaan	pfleg	penpeliharaan		N;SG
pflege	perawatan	pfleg	penrawatan		N;SG
pflege	peduli	pfleg	peduli		ADJ;SG
pflege	perawatan	pfleg	penrawatan		N;SG
pflege	care	pfleg	care		PROPN
durchbruch	terobosan	durchbruchen	terobosan	V;IND;SG;3;FIN	N;SG
durchbruch	terobosan	durchbruchen	terobosan	V;IND;SG;3;FIN	N;SG
hanau	hanau	hanau	hanau	PROPN;NOM;MASC;SG	PROPN
typischen	tipikal	typisch	tipikal	ADJ	N
wirklichkeit	kepastiannya	wirklichkeit	kepastian	ADJ	N;SG
wirklichkeit	realitas	wirklichkeit	realitas	ADJ	N;SG
wirklichkeit	realita	wirklichkeit	realita	ADJ	N;SG
wirklichkeit	kenyataan	wirklichkeit	kenyataan	ADJ	N;SG
wirklichkeit	realitas	wirklichkeit	realitas	ADJ	N;SG
wirklichkeit	reality	wirklichkeit	reality	ADJ	PROPN
wirklichkeit	realita	wirklichkeit	realita	ADJ	N;SG
corporation	perusahaan	corporation	perusahaan	PROPN	N;SG
corporation	corporation	corporation	corporation	PROPN	PROPN
corporation	korporasi	corporation	korporasi	PROPN	N;SG
corporation	corp	corporation	corp	PROPN	PROPN
bene	bene	bene	bene	PROPN;NOM;SG	PROPN
hochzeit	marriage	hochzeit	marriage	N;NOM;FEM;SG	PROPN
hochzeit	wedding	hochzeit	wedding	N;NOM;FEM;SG	PROPN
sechsten	keenam	sechst	keenam	ADJ;ACC;MASC;SG	NUM
sechsten	sixth	sechst	sixth	ADJ;ACC;MASC;SG	PROPN
kolonie	koloni	kolonie	koloni	ADJ	N;SG
studios	studios	studios	studios	PROPN	N
studios	studio	studios	studio	PROPN	N;SG
hms	hms	hms	hms	PROPN;NOM;MASC;SG	PROPN
ltd	ltd	ltd	ltd	PROPN;NOM;SG	PROPN
bbc	bbc	bbc	bbc	PROPN;NOM;SG	PROPN
jänner	januari	jann	januari		N;SG
personal	personil	personal	personil	ADJ	N;SG
personal	personalia	personal	personalia	ADJ	N;SG
personal	personel	personal	personel	ADJ	N;SG
personal	staf	personal	staf	ADJ	N;SG
personal	staff	personal	staff	ADJ	N
wissenschaftlich	scientific	wissenschaftlich	scientific	ADJ	PROPN
netzwerk	jaringan	netzwerk	jaringan	PROPN	N;SG
netzwerk	jejaring	netzwerk	jejaring	PROPN	N;SG
netzwerk	jaringan	netzwerk	jaringan	PROPN	N;SG
netzwerk	jaringannya	netzwerk	jaringan	PROPN	N;SG
netzwerk	network	netzwerk	network	PROPN	PROPN
netzwerk	jaringan	netzwerk	jaringan	PROPN	N;SG
netzwerk	jaringannya	netzwerk	jaringan	PROPN	N;SG
netzwerk	networks	netzwerk	networks	PROPN	PROPN
erziehung	mengasuh	erziehung	menasuh	N;NOM;FEM;SG	V;SG;ACT
erziehung	mengedukasi	erziehung	menedukasi	N;NOM;FEM;SG	V;SG;ACT
erziehung	mendidik	erziehung	mendidik	N;NOM;FEM;SG	V;SG;ACT
vorwurf	tuduhan	vorwerfen	tuduhan	ADV	N;SG
vorwurf	mencela	vorwerfen	mencela	ADV	V;SG;ACT
verbände	asosiasi	verbänden	asosiasi	N;NOM;PL	N;SG
verbände	perban	verbänden	perban	N;NOM;PL	N;SG
norwegischen	norwegia	norwegisch	norwegia	ADJ	PROPN
gesamtwertung	klasemen	gesamtwertung	klasemen	ADJ	N;SG
vizepräsident	vice	vizepräsident	vice	ADJ	PROPN
reihen	peringkat	reih	peringkat	V;NFIN	N;SG
reihen	pangkat	reih	pangkat	V;NFIN	N;SG
reihen	barisan	reih	barisan	V;NFIN	N;SG
reihen	jajaran	reih	jajaran	V;NFIN	N;SG
reihen	deret	reih	deret	V;NFIN	N;SG
reihen	series	reih	series	V;NFIN	PROPN
reihen	seri	reih	seri	V;NFIN	N;SG
reihen	baris	reih	baris	V;NFIN	N;SG
neumann	neumann	neumann	neumann	PROPN;NOM;SG	N
festschrift	festschrift	festschreifen	festschrift		N
komplette	melengkapi	komplett	menlengkapi	ADJ;NOM;FEM;PL	V;SG;ACT
komplette	lengkapi	komplett	lengkapi	ADJ;NOM;FEM;PL	V;SG;ACT
komplette	selesaikan	komplett	selesaikan	ADJ;NOM;FEM;PL	V;SG;ACT
komplette	komplit	komplett	komplit	ADJ;NOM;FEM;PL	ADJ;SG
komplette	lengkap	komplett	lengkap	ADJ;NOM;FEM;PL	ADJ;SG
technologie	tek	technologie	tek	PROPN;SG	PROPN
technologie	tech	technologie	tech	PROPN;SG	PROPN
technologie	teknologi	technologie	teknologi	PROPN;SG	N;SG
technologie	teknologi	technologie	teknologi	PROPN;SG	N;SG
georgia	georgia	georgia	georgia	PROPN;NOM;MASC;SG	PROPN
dänischer	denmark	dänisch	denmark	ADJ	PROPN
hilfreich	berguna	hilfreich	berguna	ADJ	V;SG;ACT
hilfreich	bermanfaat	hilfreich	bermanfaat	ADJ	V;SG;ACT
hilfreich	menolong	hilfreich	mentolong	ADJ	V;SG;ACT
hilfreich	berguna	hilfreich	berguna	ADJ	V;SG;ACT
hilfreich	bermanfaat	hilfreich	bermanfaat	ADJ	V;SG;ACT
hilfreich	membantu	hilfreich	menbantu	ADJ	V;SG;ACT
konkrete	beton	konkret	beton	ADJ;NOM;FEM;PL	N;SG
wittenberg	wittenberg	wittenberg	wittenberg	PROPN;NOM;SG	PROPN
unterseite	bawah	unterseite	bawah	ADJ	N;SG
unterseite	terbawah	unterseite	terbawah	ADJ	ADP;RL;SG
unterseite	bottom	unterseite	bottom	ADJ	PROPN
nachricht	pesan	nachrecht	pesan	ADJ	N;SG
redakteur	penyunting	redakteur	penyunting	ADJ	N
redakteur	redaksi	redakteur	redaksi	ADJ	PROPN
redakteur	editor	redakteur	editor	ADJ	N
bmw	bmw	bmw	bmw	PROPN;NOM	PROPN
schlagzeug	perkusi	schlagzeug	perkusi	ADJ	N
schlagzeug	genderang	schlagzeug	genderang	ADJ	N;SG
schlagzeug	drum	schlagzeug	drum	ADJ	N
schlagzeug	genderang	schlagzeug	genderang	ADJ	N;SG
schlagzeug	drum	schlagzeug	drum	ADJ	N
schlagzeug	gendang	schlagzeug	gendang	ADJ	N
ansichten	kepercayaan	ansichten	kepercayaan	V;PL;FIN	N;SG
ansichten	keyakinan	ansichten	keyakinan	V;PL;FIN	N;SG
ansichten	dilihat	ansichten	dilihat	V;PL;FIN	V;SG;PASS
ansichten	tayangan	ansichten	tayangan	V;PL;FIN	N;SG
ansichten	tampilan	ansichten	tampilan	V;PL;FIN	N;SG
infobox	infobox	infobox	infobox		PROPN
gefangen	tawanan	fangen	tawanan	V;V.PTCP	N;SG
gefangen	tahanan	fangen	tahanan	V;V.PTCP	N;SG
gefangen	tawan	fangen	tawan	V;V.PTCP	PROPN;SG
gefangen	tawanan	fangen	tawanan	V;V.PTCP	N;SG
gefangen	ketahuan	fangen	ketahuan	V;V.PTCP	
gregor	gregory	gregor	gregory	PROPN;NOM;MASC;SG	PROPN
gregor	gregorius	gregor	gregorius	PROPN;NOM;MASC;SG	PROPN
gregor	gregor	gregor	gregor	PROPN;NOM;MASC;SG	PROPN
ausgesprochen	diucapkan	ausgesprochen	diucapkan	ADJ	V;SG;PASS
jugendlichen	pemuda	jugendlich	pemuda	ADJ	N;SG
jugendlichen	remaja	jugendlich	remaja	ADJ	N;SG
jugendlichen	pemuda	jugendlich	pemuda	ADJ	N;SG
jugendlichen	remaja	jugendlich	remaja	ADJ	N;SG
extra	kelebihan	extra	kelebihan		N;SG
extra	ekstra	extra	ekstra		N;SG
extra	tambahan	extra	tambahan		N;SG
extra	extra	extra	extra		PROPN
gruss	salam	graß	salam	;SG	PROPN;SG
brachten	dibawa	bringen	dibawa	V;IND;PL;3;PST;FIN	V;SG;PASS
axel	axel	axel	axel	PROPN;NOM;MASC;SG	PROPN
abraham	ibrahim	abraham	ibrahim	PROPN;NOM;MASC;SG	PROPN;SG
abraham	abraham	abraham	abraham	PROPN;NOM;MASC;SG	PROPN;SG
verzeichnis	direktori	verzeichnis	direktori		N;SG
verzeichnis	map	verzeichnis	map		PROPN
verzeichnis	folder	verzeichnis	folder		PROPN
verzeichnis	daftar	verzeichnis	daftar		N;SG
verzeichnis	list	verzeichnis	list		N
inhaber	owner	inhaber	owner	ADV	PROPN
inhaber	pemilik	inhaber	penmilik	ADV	N;SG
inhaber	pemiliknya	inhaber	penpilik	ADV	N;SG
inhaber	pemegang	inhaber	penpegang	ADV	N;SG
inhaber	pemilik	inhaber	penmilik	ADV	N;SG
inhaber	pemiliknya	inhaber	penpilik	ADV	N;SG
inhaber	pemegang	inhaber	penpegang	ADV	N;SG
inhaber	holder	inhaber	holder	ADV	PROPN
sobald	once	sobald	once	ADV	PROPN
synonym	sinonim	synonym	sinonim	ADJ	N
synonym	sinonim	synonym	sinonim	ADJ	N
demokratische	demokratik	demokratisch	demokratik	ADJ;NOM;FEM;PL	N;SG
demokratische	demokratis	demokratisch	demokratis	ADJ;NOM;FEM;PL	N;SG
demokratische	demokrat	demokratisch	demokrat	ADJ;NOM;FEM;PL	N;SG
demokratische	demokrasi	demokratisch	demokrasi	ADJ;NOM;FEM;PL	N;SG
kommentare	comment	kommentar	comment	ADJ;NOM;FEM;SG	PROPN
kommentare	komen	kommentar	komen	ADJ;NOM;FEM;SG	N
kommentare	komentari	kommentar	komentari	ADJ;NOM;FEM;SG	N;SG
kommentare	komentar	kommentar	komentar	ADJ;NOM;FEM;SG	N;SG
kommentare	komentari	kommentar	komentari	ADJ;NOM;FEM;SG	N;SG
kommentare	komentar	kommentar	komentar	ADJ;NOM;FEM;SG	N;SG
kommentare	komentar	kommentar	komentar	ADJ;NOM;FEM;SG	N;SG
hahn	hahn	hahn	hahn		PROPN
hahn	rooster	hahn	rooster		PROPN
erwartet	diduga	erwarten	diduga	V;V.PTCP	ADP;SG;PASS
gewässer	water	gewässer	water		PROPN
gewässer	air	gewässer	air		N;SG
gewässer	waters	gewässer	waters		PROPN
gewässer	perairan	gewässer	perairan		N;SG
gewässer	air	gewässer	air		N;SG
erzeugen	buat	erzeugen	buat	V;NFIN	
erzeugen	buat	erzeugen	buat	V;NFIN	
quasi	kuasi	quasi	kuasi	ADV	N;SG
meinungen	ulasan	meinungen	ulasan	V;NFIN	N;SG
meinungen	review	meinungen	review	V;NFIN	PROPN
meinungen	resensi	meinungen	resensi	V;NFIN	N;SG
meinungen	tinjauan	meinungen	tinjauan	V;NFIN	N;SG
meinungen	opini	meinungen	opini	V;NFIN	N;SG
meinungen	pendapat	meinungen	pendapat	V;NFIN	N;SG
meinungen	tayangan	meinungen	tayangan	V;NFIN	N;SG
meinungen	tampilan	meinungen	tampilan	V;NFIN	N;SG
flüsse	aliran	flüssen	aliran	N;NOM;MASC;PL	N;SG
flüsse	stream	flüssen	stream	N;NOM;MASC;PL	PROPN
flüsse	sungai	flüssen	sungai	N;NOM;MASC;PL	PROPN;SG
flüsse	rivers	flüssen	rivers	N;NOM;MASC;PL	PROPN
kämpfe	berkelahi	kämpfen	berkelahi		V;SG;ACT
kämpfe	perkelahian	kämpfen	perkelahian		N;SG
kämpfe	pertempuran	kämpfen	pertempuran		N;SG
kämpfe	berjuang	kämpfen	berjuang		V;SG;ACT
kämpfe	berkelahi	kämpfen	berkelahi		V;SG;ACT
kämpfe	fighting	kämpfen	fighting		PROPN
kämpfe	bertarung	kämpfen	bertarung		V;SG;ACT
kämpfe	bertarung	kämpfen	bertarung		V;SG;ACT
kämpfe	berkelahi	kämpfen	berkelahi		V;SG;ACT
kämpfe	fight	kämpfen	fight		PROPN
kämpfe	lawan	kämpfen	lawan		N;SG;ACT
kämpfe	melawan	kämpfen	menlawan		ADP;SG;ACT
kämpfe	berjuang	kämpfen	berjuang		V;SG;ACT
million	million	Million	million	NUM	PROPN
million	jutaan	Million	jutaan	NUM	N;SG
million	berjuta	Million	berjuta	NUM	PROPN;SG;ACT
dänische	denmark	dänisch	denmark	ADJ;NOM;FEM;PL	PROPN
abenteuer	bertualang	abenteuer	bertualang		V;SG;ACT
abenteuer	adventure	abenteuer	adventure		N
abenteuer	petualangan	abenteuer	petualangan		N;SG
abenteuer	bertualang	abenteuer	bertualang		V;SG;ACT
abenteuer	adventures	abenteuer	adventures		PROPN
abenteuer	petualangan	abenteuer	petualangan		N;SG
haft	penahanan	haft	pentahanan	ADJ	N;SG
haft	pengurungan	haft	penurungan	ADJ	N;SG
haft	hukuman	haft	hukuman	ADJ	N;SG
haft	penahanan	haft	pentahanan	ADJ	N;SG
enden	ending	enden	ending	V;NFIN	PROPN
jugoslawien	yugoslavia	jugoslawien	yugoslavia	PROPN;NOM;SG	PROPN
könige	kings	könig	kings	ADJ;NOM;FEM;PL	PROPN
nato	nato	nato	nato	PROPN;NOM;SG	PROPN
hauptbahnhof	hauptbahnhof	hauptbahnhof	hauptbahnhof	ADJ	N
erhaltene	diterima	erhalten	diterima	ADJ;NOM;FEM;PL	V;SG;PASS
verkaufen	jual	verkaufen	jual	V;NFIN	N;SG;ACT
verkaufen	sell	verkaufen	sell	V;NFIN	PROPN
verkaufen	jual	verkaufen	jual	V;NFIN	N;SG;ACT
kreise	circle	kreis	circle		PROPN
kreise	lingkaran	kreis	lingkaran		N;SG
kreise	lingkar	kreis	lingkar		N;SG;ACT
kreise	circle	kreis	circle		PROPN
kreise	lingkaran	kreis	lingkaran		N;SG
kreise	kabupaten	kreis	kabupaten		N;SG
kroatien	dubrovnik	kroatien	dubrovnik	PROPN	PROPN
kroatien	kroasia	kroatien	kroasia	PROPN	PROPN
giuseppe	giuseppe	giuseppe	giuseppe	PROPN;NOM;MASC;SG	PROPN
territorium	wilayah	territorium	wilayah	ADJ	N;SG
territorium	teritori	territorium	teritori	ADJ	N;SG
territorium	wilayah	territorium	wilayah	ADJ	N;SG
territorium	teritori	territorium	teritori	ADJ	N;SG
kärnten	kärnten	kärnen	kärnten	PROPN	N
wurzeln	root	wurzeln	root	V;NFIN	PROPN
wurzeln	akar	wurzeln	akar	V;NFIN	N;SG
wurzeln	akar	wurzeln	akar	V;NFIN	N;SG
sammlungen	koleksi	sammlung	koleksi	N;NOM;FEM;PL	N;SG
sammlungen	koleksi	sammlung	koleksi	N;NOM;FEM;PL	N;SG
grande	grande	grand	grande	PROPN;NOM;SG	PROPN
thailand	thailand	thailand	thailand	PROPN;NOM;MASC;SG	PROPN
schlechten	bad	schlecht	bad	ADJ	PROPN
steine	bata	stein	bata	N	PROPN;SG
steine	stone	stein	stone	N	PROPN
steine	rocks	stein	rocks	N	PROPN
racing	balapan	racing	balapan	PROPN	N;SG
racing	balap	racing	balap	PROPN	N;SG;ACT
racing	racing	racing	racing	PROPN	N
racing	membalap	racing	menbalap	PROPN	V;SG;ACT
grundriss	layout	grundrissen	layout	ADJ	N
entscheidend	menentukan	entscheidend	mententukan	ADJ	V;SG;ACT
luise	luise	luesen	luise	PROPN;NOM;FEM;SG	PROPN
luise	louise	luesen	louise	PROPN;NOM;FEM;SG	PROPN
markiert	ditandai	markieren	ditandai	ADJ;V.PTCP	V;SG;PASS
markiert	tanda	markieren	tanda	ADJ;V.PTCP	N;SG
markiert	tag	markieren	tag	ADJ;V.PTCP	PROPN
markiert	ditandai	markieren	ditandai	ADJ;V.PTCP	V;SG;PASS
markiert	ditandai	markieren	ditandai	ADJ;V.PTCP	V;SG;PASS
neckar	neckar	neckar	neckar		PROPN
historisches	bersejarah	historisch	bersejarah	ADJ;NOM;NEUT;SG	N;SG;ACT
historisches	historis	historisch	historis	ADJ;NOM;NEUT;SG	N
historisches	bersejarah	historisch	bersejarah	ADJ;NOM;NEUT;SG	N;SG;ACT
historisches	sejarah	historisch	sejarah	ADJ;NOM;NEUT;SG	N;SG
instrumente	instrumen	instrument	instrumen	ADJ;PL	N;SG
instrumente	perkakas	instrument	perkakas	ADJ;PL	N;SG
instrumente	alat	instrument	alat	ADJ;PL	N;SG
instrumente	peralatan	instrument	peralatan	ADJ;PL	N;SG
instrumente	tools	instrument	tools	ADJ;PL	N
instrumente	instrumentasi	instrument	instrumentasi	ADJ;PL	N
bischöfe	uskup	bischöf	uskup		N;SG
bischöfe	bishop	bischöf	bishop		PROPN
bischöfe	uskup	bischöf	uskup		N;SG
verluste	kerugian	verlust	kerugian	ADJ	N;SG
verluste	kehilangan	verlust	kehilangan	ADJ	N;SG
verluste	rugi	verlust	rugi	ADJ	N;SG
verluste	kerugian	verlust	kerugian	ADJ	N;SG
verluste	korban	verlust	korban	ADJ	N;SG
schwach	pingsan	schwach	pingsan	ADJ	N
prince	pangeran	prince	pangeran	PROPN;NOM;SG	N;SG
prince	prince	prince	prince	PROPN;NOM;SG	PROPN
two	dua	two	dua	PROPN;SG	NUM
two	two	two	two	PROPN;SG	PROPN
tätigkeiten	kegiatan	tätigkeit	kegiatan	V;NFIN	N;SG
tätigkeiten	aktifitas	tätigkeit	aktifitas	V;NFIN	N;SG
tätigkeiten	aktivitas	tätigkeit	aktivitas	V;NFIN	PROPN;SG
clark	clark	clark	clark	PROPN;NOM;SG	PROPN
zusätzlichen	tambahan	zusätzlich	tambahan	ADJ	N;SG
zusätzlichen	kelebihan	zusätzlich	kelebihan	ADJ	N;SG
zusätzlichen	ekstra	zusätzlich	ekstra	ADJ	N;SG
zusätzlichen	tambahan	zusätzlich	tambahan	ADJ	N;SG
zusätzlichen	extra	zusätzlich	extra	ADJ	PROPN
sterne	star	stern	star		PROPN
sterne	bintang	stern	bintang		N;SG
sterne	bintang	stern	bintang		N;SG
sterne	stars	stern	stars		PROPN
gefällt	sukai	gefallen	sukai	V;IND;SG;3;PRS;FIN	ADJ;SG
gefällt	seperti	gefallen	seperti	V;IND;SG;3;PRS;FIN	ADP
gefällt	like	gefallen	like	V;IND;SG;3;PRS;FIN	PROPN
gefällt	sukanya	gefallen	suka	V;IND;SG;3;PRS;FIN	N;SG
gefällt	kesukaan	gefallen	kesukaan	V;IND;SG;3;PRS;FIN	N;SG
gallen	empedu	gallen	empedu	PROPN;NOM	PROPN
gallen	gallen	gallen	gallen	PROPN;NOM	PROPN
vorstellen	imagine	vorstellen	imagine	V;NFIN	PROPN
anwesen	mansion	anwesen	mansion		N
anwesen	manor	anwesen	manor		PROPN
anwesen	perkebunan	anwesen	perkebunan		N;SG
anwesen	perumahan	anwesen	penrumahan		N;SG
anwesen	estate	anwesen	estate		N
elektrischen	listrik	elektrisch	listrik	ADJ;NOM;MASC;PL	N;SG
elektrischen	elektrik	elektrisch	elektrik	ADJ;NOM;MASC;PL	N;SG
elektrischen	electric	elektrisch	electric	ADJ;NOM;MASC;PL	PROPN
breisgau	breisgau	breisgau	breisgau	PROPN;NOM;SG	PROPN
benedikt	benedict	benediken	benedict	PROPN;SG	PROPN
benedikt	benediktus	benediken	benediktus	PROPN;SG	N
benedikt	benedikt	benediken	benedikt	PROPN;SG	PROPN
erreichbar	diakses	erreichbar	diakses	ADJ	V;SG;PASS
erreichbar	dijangkau	erreichbar	dijangkau	ADJ	V;SG;PASS
heirat	marriage	heirat	marriage		PROPN
