και	और	και	और	CONJ	
συναισθήματα	भावनाओं	συναίσθημα	भावना	N;NOM;NEUT;PL	N;ACC;FEM;PL;3
συναισθήματα	भाव	συναίσθημα	भाव	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
συναισθήματα	जज्बात	συναίσθημα	जज्बात	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
πράγας	प्राग	πράγα	प्राग	PROPN;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
παραμένοντας	शेष	παραμένω	शेष	V;IPFV;V.CVB;ACT	ADJ
παραμένοντας	बाकी	παραμένω	बाकी	V;IPFV;V.CVB;ACT	ADJ
φούτμπολ	फुटबॉल	φούτμπολ	फुटबॉल		N;NOM;MASC;SG;3
φούτμπολ	फुटबाल	φούτμπολ	फुटबाल		N;NOM;FEM;SG;3
φούτμπολ	फ़ुटबॉल	φούτμπολ	फ़ुटबॉल		N;NOM;MASC;SG;3
σλοβακίας	स्लोवाकिया	σλοβακία	स्लोवाकिया	PROPN;GEN;FEM;SG	N;NOM;MASC;SG;3
σλοβακίας	स्लोवाक	σλοβακία	स्लोवाक	PROPN;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
λίστες	प्लेलिस्ट	λίστας	प्लेलिस्ट	N;NOM;FEM;PL	N;NOM;MASC;SG;3
λίστες	सूची	λίστας	सूची	N;NOM;FEM;PL	N;NOM;FEM;SG;3
σωτηρία	मुक्ति	σωτηρία	मुक्ति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
σωτηρία	मोक्ष	σωτηρία	मोक्ष	N;ACC;FEM;SG	N;NOM;MASC;SG;3
λάμψη	फ़्लैश	λάμψη	फ़्लैश	N;ACC;FEM;SG	N;NOM;MASC;SG;3
λάμψη	फ्लैश	λάμψη	फ्लैश	N;ACC;FEM;SG	N;NOM;MASC;SG;3
έκτο	छठी	έκτος	छठा	NUM;NOM;NEUT;SG	ADJ;NOM;FEM;SG
έκτο	छठा	έκτος	छठा	NUM;NOM;NEUT;SG	ADJ;NOM;MASC;SG
έκτο	छठे	έκτος	छठा	NUM;NOM;NEUT;SG	ADJ;ACC;MASC;SG
σαουδική	सऊदी	σαουδικός	सऊदी	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
έκπληξη	सरप्राइज़	έκπληξη	सरप्राइज़	N;ACC;FEM;SG	
έκπληξη	आश्चर्य	έκπληξη	आश्चर्य	N;ACC;FEM;SG	N;NOM;MASC;SG;3
παραμέτρους	परिमाण	παράμετρος	परिमाण	N;NOM;FEM;PL	N;NOM;MASC;SG;3
παραμέτρους	पैरामीटर	παράμετρος	पैरामीटर	N;NOM;FEM;PL	N;NOM;MASC;SG;3
κύτταρο	कक्ष	κύτταρο	कक्ष	N;NOM;NEUT;SG	
άστρα	तारों	άστρα	तारा	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
άστρα	तारे	άστρα	तारा	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
άστρα	सितारे	άστρα	सितारा	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
άστρα	तारें	άστρα	तारा	N;NOM;NEUT;PL	V;SBJV;PL;3;FIN;ACT
άστρα	सितारों	άστρα	सितारा	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
απόγονος	वंशज	απόγονος	वंशज	N;NOM;MASC;SG	N;NOM;MASC;PL;3
αεροδρόμια	एयरपोर्ट	αεροδρόμιο	एयरपोर्ट	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
ξένο	अजनबी	ξένος	अजनबी	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
ξένο	विदेश	ξένος	विदेश	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
ξένο	विदेशी	ξένος	विदेशी	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
ιδιοκτήτες	मालिकों	ιδιοκτήτης	मालिक	N;NOM;MASC;PL	N;ACC;MASC;PL;3
ιδιοκτήτες	स्वामी	ιδιοκτήτης	स्वामी	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
αντρέι	andrej	αντρέι	andrej	PROPN;NOM;MASC;SG	
αντρέι	आंद्रेई	αντρέι	आंद्रेई	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γουίλιαμς	विलियम्स	γουίλιαμ	विलियम्स	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μαγνητικό	चुम्बकीय	μαγνητικός	चुम्बकीय	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
οργή	गुस्से	οργή	गुस्सा	N;ACC;FEM;SG	V;SG;FIN;ACT
οργή	क्रोध	οργή	क्रोध	N;ACC;FEM;SG	N;NOM;MASC;SG;3
οργή	गुस्सा	οργή	गुस्सा	N;ACC;FEM;SG	N;NOM;MASC;SG;3
οργή	फ़्यूरी	οργή	फ़्यूरी	N;ACC;FEM;SG	PROPN;NOM;FEM;SG;3
οργή	प्रकोप	οργή	प्रकोप	N;ACC;FEM;SG	N;NOM;MASC;SG;3
οργή	क्रोध	οργή	क्रोध	N;ACC;FEM;SG	N;NOM;MASC;SG;3
οργή	रेज	οργή	रेज	N;ACC;FEM;SG	
συνεντεύξεις	साक्षात्कार	σύνεντευξη	साक्षात्कार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
αλυσίδες	जंजीरों	αλυσίδα	जंजीर	N;NOM;FEM;PL	N;ACC;MASC;PL;3
αλυσίδες	चेन	αλυσίδα	चेन	N;NOM;FEM;PL	N;NOM;FEM;SG;3
αλυσίδες	चैन	αλυσίδα	चैन	N;NOM;FEM;PL	
αλυσίδες	chain	αλυσίδα	chain	N;NOM;FEM;PL	
αλυσίδες	कड़ी	αλυσίδα	कडा	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
πιστός	वफ़ादार	πιστός	वफ़ादार	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
πιστός	ईमानवालों	πιστός	ईमानवाला	ADJ;NOM;MASC;SG	N;ACC;MASC;PL;3
πιστός	वफादार	πιστός	वफादार	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
πιστός	आस्तिक	πιστός	आस्तिक	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
ασθενή	मरीज	ασθενής	मरीज	ADJ;NOM;MASC;SG	N;NOM;MASC;PL;3
ασθενή	रोगी	ασθενής	रोगी	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
λόφους	हिल्स	λόφος	हिल	N;ACC;MASC;PL	N;NOM;FEM;PL;3
λόφους	पहाड़ियाँ	λόφος	पहाड़ी	N;ACC;MASC;PL	N;NOM;FEM;PL;3
βρήκα	पाये	βρήκα	पा	V;PFV;IND;SG;1;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
βρήκα	mile	βρήκα	mile	V;PFV;IND;SG;1;PST;FIN;ACT	
εξοπλισμός	उपकरण	εξοπλισμός	उपकरण	N;NOM;MASC;SG	N;NOM;MASC;PL;3
λιγότερα	कम	λίγο	कम	ADV;CMPR	DET
λιγότερα	कम	λίγο	कम	ADV;CMPR	DET
ράγκμπι	रग्बी	ράγκμπι	रग्बी		PROPN;NOM;FEM;SG;3
χαρτονομίσματα	banknotes	χαρτονόμισμα	banknotes	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
χαρτονομίσματα	बिल्स	χαρτονόμισμα	बिल्स	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
φίτζι	फिजी	φίτζι	फिजी	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ρον	रॉन	ρον	रॉन		PROPN;NOM;MASC;SG;3
φιλαδέλφεια	फिली	φιλαδέλφεια	फिली	N;NOM;FEM;SG	
φιλαδέλφεια	फिलाडेल्फिया	φιλαδέλφεια	फिलाडेल्फिया	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
πορτ	पोर्ट	πορτ	पोर्ट		N;NOM;MASC;SG;3
πορτ	बंदरगाह	πορτ	बंदरगाह		N;NOM;MASC;SG;3
πορτ	बंदरगाहों	πορτ	बंदरगाह		N;ACC;MASC;PL;3
μαδαγασκάρης	मेडागास्कर	μαδαγασκάρης	मेडागास्कर	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
μαδαγασκάρης	मालागासी	μαδαγασκάρης	मालागासी	N;GEN;FEM;SG	PROPN;NOM;MASC;SG;3
πεποίθηση	मान्यता	πεποίθηση	मान्यता	N;ACC;FEM;SG	N;NOM;FEM;SG;3
πεποίθηση	विश्वास	πεποίθηση	विश्वास	N;ACC;FEM;SG	N;NOM;MASC;SG;3
καλωδιακή	केबल	καλωδιακός	केबल	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
τζιν	जिन	τζεν	जो	N;NOM;NEUT;SG	DET;ACC;PL;3
τζιν	जींस	τζεν	जींस	N;NOM;NEUT;SG	PROPN;NOM;FEM;SG;3
τζιν	जिन	τζεν	जो	N;NOM;NEUT;SG	DET;ACC;PL;3
τζιν	जाँ	τζεν	जा	N;NOM;NEUT;SG	
τζιν	जां	τζεν	जा	N;NOM;NEUT;SG	V;SG;FIN;ACT
ράσελ	रसेल	ράσελ	रसेल		PROPN;NOM;MASC;SG;3
συμβάσεις	अनुबंध	σύμβαση	अनुबंध	N;NOM;FEM;PL	N;NOM;MASC;SG;3
συμβάσεις	प्रथाओं	σύμβαση	प्रथा	N;NOM;FEM;PL	N;ACC;MASC;PL;3
αντρέα	एंड्रिया	αντρέα	एंड्रिया	N;MASC;SG	PROPN;NOM;MASC;SG;3
ταιριάζει	फ़िट	ταιριάζω	फािट	V;IPFV;IND;SG;1;PRS;FIN;ACT	
ταιριάζει	अनुरूप	ταιριάζω	अनुरूप	V;IPFV;IND;SG;1;PRS;FIN;ACT	CONJ
έχτισε	निर्मित	χτίζω	निर्मित	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
εμπλοκή	उलझाव	εμπλοκή	उलझाव	N;ACC;FEM;SG	N;NOM;MASC;SG;3
εμπλοκή	engagement	εμπλοκή	engagement	N;ACC;FEM;SG	V;MASC;SG;V.PTCP;ACT
εμπλοκή	सहभागिता	εμπλοκή	सहभागिता	N;ACC;FEM;SG	N;NOM;FEM;SG;3
εμπλοκή	सगाई	εμπλοκή	सगा	N;ACC;FEM;SG	N;NOM;FEM;SG;3
εμπλοκή	भागीदारी	εμπλοκή	भागीदारी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
παπούα	पापुआ	παπώ	पापुआ	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
σρι	श्री	σρι	श्री		N;NOM;MASC;SG;3
δεξαμενή	धारक	δεξαμενή	धारक	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
δεξαμενή	संग्राहक	δεξαμενή	संग्राहक	N;NOM;FEM;SG	
δεξαμενή	टंकी	δεξαμενή	टंकी	N;NOM;FEM;SG	
βόμβα	बमों	βόμβα	बम	N;NOM;FEM;SG	N;ACC;MASC;PL;3
μοντέρνα	आधुनिक	μοντέρνα	आधुनिक	N;NOM;FEM;PL	ADJ
νεολαία	जवानी	νεολαία	जवानी	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
νεολαία	युवाओं	νεολαία	युवा	N;NOM;FEM;SG	N;ACC;MASC;PL;3
μπους	बुश	μπου	बुश		PROPN;NOM;MASC;SG;3
οντότητα	एंटिटी	οντότητα	एंटिटी	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
πλαγιά	ढाल	πλαγιά	ढाल	N;NOM;FEM;SG	
εξαιρέσεις	अपवाद	εξαίρεση	अपवाद	N;NOM;FEM;PL	
εξαιρέσεις	छूटों	εξαίρεση	छूट	N;NOM;FEM;PL	N;ACC;MASC;PL;3
σάρα	सारा	σάρα	सारा	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;SG
σάρα	sara	σάρα	sara	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
σάρα	सारा	σάρα	सारा	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;SG
ανώτερος	सुपीरियर	άνω	सुपीरियर	ADJ;NOM;MASC;SG	PROPN;NOM
ανώτερος	श्रेष्ठ	άνω	श्रेष्ठ	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ανώτερος	वरिष्ठ	άνω	वरिष्ठ	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
υπο	sub	υπο	sub	N	
ανταπόκριση	प्रतिक्रिया	ανταπόκριση	प्रतिक्रिया	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ανταπόκριση	अनुक्रिया	ανταπόκριση	अनुक्रिया	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ανταπόκριση	जवाब	ανταπόκριση	जवाब	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αμπντούλ	अब्दुल	αμπντούλ	अब्दुल		PROPN;NOM;MASC;SG;3
ελσίνκι	हेलसिंकी	ελσίνκι	हेलसिंकी	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
εσθονία	एस्टोनिया	εσθονία	एस्टोनिया	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τυνησία	ट्यूनीशिया	τυνησία	ट्यूनीशिया	PROPN;ACC;FEM;SG	N;NOM;MASC;SG;3
οργανωμένη	संगठित	οργανωμένος	संगठित	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ
οργανωμένη	संगठित	οργανωμένος	संगठित	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ
οργανωμένη	व्यवस्थित	οργανωμένος	व्यवस्थित	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ
ουζμπεκιστάν	उज़्बेकिस्तान	ουζμπεκιστάν	उज़्बेकिसिसान		PROPN;NOM;MASC;SG;3
κλιπ	क्लिप्स	κλιπ	क्लिप		N;NOM;MASC;SG;3
κλιπ	क्लिप	κλιπ	क्लिप		N;NOM;MASC;SG;3
κλιπ	काटें	κλιπ	काट		V;SBJV;PL;3;FIN;ACT
νβα	एनबीए	νβα	एनबीए		PROPN;NOM;MASC;SG;3
διοργανώτρια	प्लानर	διοργανώτρια	प्लानर	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
αρμοδιότητα	अधिकारिता	αρμοδιότητα	अधिकारिता	N;ACC;FEM;SG	N;NOM;FEM;SG;3
αρμοδιότητα	क्षेत्राधिकार	αρμοδιότητα	क्षेत्राधिकार	N;ACC;FEM;SG	N;NOM;MASC;SG;3
λεόνε	लिओन	λέγω	लिओन		PROPN;NOM;MASC;SG;3
πρωτοπόρος	अग्रगामी	πρωτοπόρος	अग्रगामी	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
πρωτοπόρος	पायोनियर	πρωτοπόρος	पायोनियर	ADJ;NOM;MASC;SG	
πανκ	पंक	πανκ	पंक		PROPN;NOM;MASC;SG;3
αυτο	ये	αυτός	यह	PRO;NOM;NEUT;SG;3	PRO;NOM;PL;3
αυτο	यह	αυτός	यह	PRO;NOM;NEUT;SG;3	PRO;NOM;SG;3
αυτο	इस	αυτός	यह	PRO;NOM;NEUT;SG;3	DET;ACC;SG;3
λίρες	पाउंड	λίρος	पाउंड	N;NOM;FEM;PL	N;NOM;MASC;SG;3
μουράτ	मूरत	μουράτ	मूरत	N;NOM;MASC;SG	
σκεπτικό	युक्तिसंगत	σκεπτικός	युक्तिसंगत	N;NOM;NEUT;SG	ADV
κεφαλής	दिमाग़	κεφαλής	दिमाग़	N;GEN;FEM;SG	N;NOM;MASC;SG;3
κεφαλής	सिर	κεφαλής	सिर	N;GEN;FEM;SG	N;NOM;MASC;SG;3
κουβέιτ	कुवैत	κουβέιτ	कुवैत		PROPN;NOM;MASC;SG;3
κουβέιτ	कुवैती	κουβέιτ	कुवैती		PROPN;NOM;MASC;SG;3
άνεμος	पवन	άνεμος	पवन	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υποβρύχια	भाटे	υποβρύχιο	भाटा	N;NOM;NEUT;PL	V;MASC;SG;FIN;ACT
ζιμπάμπουε	जिम्बाब्वे	ζιμπάμπω	जिम्बाब्वे	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ζιμπάμπουε	ज़िम्बाब्वे	ζιμπάμπω	ज़िम्बाब्वे	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
επαναστατικό	क्रांतिकारी	επαναστατικό	क्रांतिकारी	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
έμμεσα	अप्रत्यक्ष	έμμεσα	अप्रत्यक्ष	ADV	PROPN;NOM;MASC;SG;3
πιστοί	ईमानवालों	πιστός	ईमानवाला	ADJ;NOM;MASC;PL	N;ACC;MASC;PL;3
πιστοί	वफ़ादार	πιστός	वफ़ादार	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
πιστοί	ईमानवालों	πιστός	ईमानवाला	ADJ;NOM;MASC;PL	N;ACC;MASC;PL;3
πιστοί	वफादार	πιστός	वफादार	ADJ;NOM;MASC;PL	N;NOM;MASC;SG;3
ρολόι	देखिये	ρολός	देखिया	N;NOM;NEUT;SG	V;IND;SG;3;FIN;ACT
ρολόι	देखना	ρολός	देख	N;NOM;NEUT;SG	V;MASC;NFIN;ACT
ρολόι	देखें	ρολός	देख	N;NOM;NEUT;SG	V;SBJV;PL;FIN;ACT
ρολόι	क्लॉक	ρολός	क्लॉक	N;NOM;NEUT;SG	
γραφικά	ग्राफ़िक	γραφικά	ग्राफ़िक	ADV	N;NOM;MASC;SG;3
γραφικά	ग्राफिक	γραφικά	ग्राफिक	ADV	N;NOM;MASC;SG;3
γραφικά	ग्राफिक्स	γραφικά	ग्राफिक्स	ADV	N;NOM;MASC;SG;3
διάλογο	संवाद	διάλογος	संवाद	N;ACC;MASC;SG	
απόβαση	अवतरण	απόβαση	अवतरण	N;ACC;FEM;SG	N;NOM;MASC;SG;3
διανομής	वितरण	διανομή	वितरण	N;GEN;FEM;SG	N;NOM;MASC;SG;3
εκδότη	प्रकाशक	εκδότης	प्रकाशक	N;VOC;MASC;SG	N;NOM;MASC;SG;3
εκδότη	संपादक	εκδότης	संपादक	N;VOC;MASC;SG	N;NOM;MASC;SG;3
εκδότη	एडिटर	εκδότης	एडिटर	N;VOC;MASC;SG	N;NOM;MASC;SG;3
εκδότη	जारीकर्ता	εκδότης	जारीकर्ता	N;VOC;MASC;SG	N;NOM;MASC;SG;3
αναστασία	अनास्तासिया	αναστασία	अनास्तासिया	PROPN;NOM;FEM;SG	N;NOM;FEM;SG;3
μαγνητική	चुम्बकीय	μαγνητικός	चुम्बकीय	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
μαγνητική	mri	μαγνητικός	mri	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
δημοτικότητα	लोकप्रियता	δημοτικότητα	लोकप्रियता	N;ACC;FEM;SG	N;NOM;FEM;SG;3
ζωρζ	जॉर्जेस	ζωρζ	जॉर्जेस		N;NOM;MASC;SG;3
ελαφρύ	प्रकाश	ελαφρύ	प्रकाश	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ελαφρύ	हल्का	ελαφρύ	हल्का	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
πράσινη	हरित	πράσινος	हरित	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
πράσινη	हरा	πράσινος	हरा	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
πράσινη	ग्रीन	πράσινος	ग्रीन	ADJ;NOM;FEM;SG	
μπλουζ	ब्लेक	μπλουζ	ब्लेक		PROPN;NOM;MASC;SG;3
μπλουζ	ब्लू	μπλουζ	ब्लू		PROPN;NOM;MASC;SG;3
μπλουζ	ब्लूज़	μπλουζ	ब्लूज़		PROPN;NOM;MASC;SG;3
πτυχές	पहलुओं	πτυχή	पहलू	N;NOM;FEM;PL	N;ACC;MASC;PL;3
μεσοπολέμου	interwar	μεσοπόλεμο	interwar	N;GEN;MASC;SG	N;NOM;MASC;SG;3
συνέδρια	सम्मेलनों	συνέδριο	सम्मेलन	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
συνέδρια	प्रथाओं	συνέδριο	प्रथा	N;NOM;NEUT;PL	N;ACC;MASC;PL;3
γκάρι	गैरी	γκάρι	गैरी		PROPN;NOM;MASC;SG;3
γκάρι	गैरी	γκάρι	गैरी		PROPN;NOM;MASC;SG;3
γκάρι	गेरी	γκάρι	गेरी		PROPN;NOM;MASC;SG;3
μουσολίνι	मुसोलिनी	μουσολίνι	मुसोलिनी	N;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
ερευνητής	शोधकर्ता	ερευνητής	शोधकर्ता	N;NOM;MASC;SG	N;NOM;MASC;PL;3
σεντ	ced	σεντ	ced		
γραμμένα	लिखी	γραμμένος	लिख	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP;ACT
γραμμένα	लिखा	γραμμένος	लिख	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP;ACT
ιδιοκτήτη	स्वामी	ιδιοκτήτης	स्वामी	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
ιδιοκτήτη	मालिक	ιδιοκτήτης	मालिक	N;ACC;MASC;SG	N;NOM;MASC;SG;3
όροφο	फर्श	όροφος	फर्श	N;ACC;MASC;SG	N;NOM;MASC;SG;3
όροφο	तल	όροφος	तल	N;ACC;MASC;SG	N;NOM;MASC;SG;3
όροφο	मंजिल	όροφος	मंजिल	N;ACC;MASC;SG	N;NOM;FEM;SG;3
αίσθημα	feeling	αίσθημα	feeling	N;NOM;NEUT;SG	
σάντος	सैंटोस	σάντος	सैंटोस		PROPN;NOM;MASC;SG;3
ήχους	आवाजें	ήχος	आवाज	N;ACC;MASC;PL	N;NOM;FEM;PL;3
ήχους	ध्वनियाँ	ήχος	ध्वनी	N;ACC;MASC;PL	N;NOM;FEM;PL;3
ήχους	ध्वनि	ήχος	ध्वनि	N;ACC;MASC;PL	N;NOM;FEM;SG;3
συνομιλίες	वार्ता	συνομιλία	वार्ता	N;NOM;FEM;PL	N;NOM;FEM;SG;3
συνομιλίες	बाते	συνομιλία	बाते	N;NOM;FEM;PL	
