から	від	から	від	CONJ	ADP;GEN
ボウル	миска	ボウル	миска	PROPN	N;INAN;NOM;FEM;SG
クローバー	конюшина	クローバー	конюшина	PROPN	N;ANIM;NOM;FEM;SG
フランチェスコ	франческо	フランチェスコ	франческо	PROPN	PROPN;ANIM;NOM;FEM;SG
預金	скидає	預金	скидати	N	V;IPFV;IND;SG;3;PRS;FIN
捕食	здобич	捕食	здобич	V	N;ANIM;NOM;FEM;SG
捕食	хижацтво	捕食	хижацтво	V	N;INAN;NOM;NEUT;SG
捕食	хижак	捕食	хижак	V	N;ANIM;NOM;MASC;SG
抽象	абстрактний	抽象	абстрактний	N	ADJ;NOM;MASC;SG
スルー	thru	スルー	thru	PROPN	
スルー	крізь	スルー	крізь	PROPN	
スルー	наскрізь	スルー	наскрізь	PROPN	ADV
スルー	через	スルー	через	PROPN	ADP;ACC
スルー	передивився	スルー	передивитися	PROPN	V;PFV;MASC;IND;SG;PST;FIN
フィリップス	philips	フィリップス	philips	PROPN	
フィリップス	філліпс	フィリップス	філліпс	PROPN	PROPN;ANIM;NOM;MASC;SG
ケニア	кенії	ケニア	кенія	PROPN	PROPN;INAN;NOM;FEM;SG
ケニア	кенія	ケニア	кенія	PROPN	N;INAN;NOM;FEM;SG
ケニア	кенійський	ケニア	кенійський	PROPN	ADJ;NOM;MASC;SG
寄生	паразит	寄生	паразит	V	N;ANIM;NOM;MASC;SG
浸水	затоплених	浸水	затоплений	V	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
弾道	балістична	弾道	балістичний	N	ADJ;NOM;FEM;SG
デフォルト	типові	デフォルト	тип	PROPN	ADJ;NOM;PL
デフォルト	типова	デフォルト	типовий	PROPN	ADJ;NOM;FEM;SG
デフォルト	типовий	デフォルト	типовий	PROPN	ADJ;NOM;MASC;SG
デフォルト	типові	デフォルト	тип	PROPN	ADJ;NOM;PL
ベット	бетт	ベット	бетт	N	PROPN;ANIM;NOM;FEM;SG
ベット	веселої	ベット	веселий	N	ADJ;GEN;FEM;SG
ユネスコ	юнеско	ユネスコ	юнеско	N	
ナノ	нано	ナノ	нано	PROPN	
コスプレ	косплей	コスプレ	коспля	N	
茶色	браун	茶色	брауна	N	PROPN;ANIM;NOM;MASC;SG
茶色	коричневі	茶色	коричнівий	N	ADJ;NOM;PL
茶色	brown	茶色	brown	N	
茶色	коричневий	茶色	коричневий	N	ADJ;NOM;MASC;SG
解像	resolution	解像	resolution	N	
初	дебютував	初	дебютувати	N	V;IPFV;MASC;IND;SG;PST;FIN
ロドリゲス	родрігес	ロドリゲス	родрігес	PROPN	PROPN;ANIM;NOM;MASC;SG
ラオス	лаосу	ラオス	лаос	PROPN	PROPN;INAN;GEN;MASC;SG
デュオ	duo	デュオ	duo	PROPN	
リビア	лівії	リビア	лівія	PROPN	PROPN;INAN;GEN;FEM;SG
ジェネレーション	створення	ジェネレーション	створення	PROPN	N;INAN;NOM;NEUT;SG
ジェネレーション	generation	ジェネレーション	generation	PROPN	
ジェネレーション	покоління	ジェネレーション	покоління	PROPN	N;INAN;NOM;NEUT;SG
ジェネレーション	генерація	ジェネレーション	генерація	PROPN	N;INAN;NOM;FEM;SG
ランス	різак	ランス	різак	PROPN	N;INAN;NOM;MASC;SG
クイン	квінн	クイン	квінний	PROPN	PROPN;ANIM;NOM;MASC;SG
真珠	перл	真珠	перл	N	
マカオ	макао	マカオ	макао	PROPN	PROPN;INAN;NOM;MASC;SG
音頭	ондо	音頭	ондо	N	
醤油	сої	醤油	сей	N	
アイン	ань	アイン	ань	PROPN	
アイン	германії	アイン	германія	PROPN	PROPN;INAN;NOM;FEM;SG
マシュー	матвія	マシュー	матвія	PROPN	PROPN;ANIM;NOM;FEM;SG
マシュー	матвій	マシュー	матвій	PROPN	PROPN;ANIM;NOM;MASC;SG
マシュー	метью	マシュー	меть	PROPN	PROPN;ANIM;NOM;FEM;SG
チャリティー	благодійна	チャリティー	благодійний	N	ADJ;NOM;FEM;SG
チャリティー	благодійний	チャリティー	благодійний	N	ADJ;NOM;MASC;SG
ウェルズ	веллс	ウェルズ	веллс	PROPN	PROPN;ANIM;NOM;MASC;SG
ジェファーソン	джефферсон	ジェファーソン	джефферсон	PROPN	PROPN;INAN;NOM;MASC;SG
ウィスコンシン	вісконсин	ウィスコンシン	вісконсина	PROPN	PROPN;INAN;NOM;MASC;SG
カタカナ	катакана	カタカナ	катакан	PROPN	N;ANIM;NOM;MASC;SG
投げる	молота	投げる	молота	V	N;INAN;NOM;NEUT;SG
シュトラウス	штраус	シュトラウス	штраус	PROPN	PROPN;ANIM;NOM;MASC;SG
親戚	відносно	親戚	відносно	N	ADV
親戚	відносна	親戚	відносний	N	ADJ;NOM;FEM;SG
親戚	відносний	親戚	відносний	N	ADJ;NOM;MASC;SG
親戚	рідня	親戚	рідній	N	ADJ;NOM;FEM;SG
乱れ	турбулентність	乱れる	турбулентність	V	N;INAN;NOM;FEM;SG
乱れ	хвилювання	乱れる	хвилювання	V	N;INAN;NOM;NEUT;SG
シモン	симон	シモン	симон	PROPN	PROPN;ANIM;NOM;MASC;SG
シモン	сімон	シモン	сімон	PROPN	PROPN;ANIM;NOM;MASC;SG
シモン	саймон	シモン	саймон	PROPN	PROPN;ANIM;NOM;MASC;SG
イルカ	dolphin	イルカ	dolphin	N	
バーク	берк	バーク	берк	PROPN	PROPN;ANIM;NOM;MASC;SG
アンサンブル	хоткевича	アンサンブル	хоткевич	N	PROPN;ANIM;NOM;FEM;SG
ホープ	надії	ホープ	надія	PROPN	N;INAN;NOM;FEM;PL
ホープ	надія	ホープ	надія	PROPN	N;INAN;NOM;FEM;SG
ホープ	надіюсь	ホープ	надіясь	PROPN	V;IPFV;IND;SG;1;PRS;FIN
アームストロング	армстронг	アームストロング	армстронг	PROPN	N;ANIM;NOM;MASC;SG
皮肉	іронічно	皮肉	іронічно	ADJ	ADV
皮肉	сарказм	皮肉	сарказма	ADJ	N;INAN;NOM;MASC;SG
皮肉	іронія	皮肉	іронія	ADJ	N;INAN;NOM;FEM;SG
テクニカル	технічні	テクニカル	технічний	PROPN	ADJ;NOM;PL
テクニカル	технічна	テクニカル	технічний	PROPN	ADJ;NOM;FEM;SG
テクニカル	технічний	テクニカル	технічний	PROPN	ADJ;NOM;MASC;SG
蝦夷	едзо	蝦夷	едзо		PROPN;INAN;NOM;MASC;SG
ルル	lulu	ルル	lulu	PROPN	
アクセル	аксель	アクセル	аксель	PROPN	PROPN;ANIM;NOM;MASC;SG
清掃	прибирання	清掃	прибирання	V	N;INAN;NOM;NEUT;SG
清掃	очищення	清掃	очищення	V	N;INAN;NOM;NEUT;SG
ダコタ	дакота	ダコタ	дакота	PROPN	PROPN;INAN;NOM;FEM;SG
ヘレン	гелен	ヘレン	гелен	PROPN	PROPN;ANIM;NOM;FEM;SG
ヘレン	хелен	ヘレン	хелен	PROPN	PROPN;ANIM;NOM;FEM;SG
立案	вибірка	立案	вибірка	V	N;INAN;NOM;FEM;SG
ウリ	диня	ウリ	диній		N;INAN;NOM;FEM;SG
ウリ	дині	ウリ	диний		N;INAN;NOM;MASC;PL
ウリ	улі	ウリ	улий		
天候	погода	天候	погода	V	N;INAN;NOM;FEM;SG
シド	сід	シド	сід	PROPN	PROPN;ANIM;NOM;MASC;SG
バロン	баррон	バロン	баррон	PROPN	
挑発	провокація	挑発	провокація	V	N;INAN;NOM;FEM;SG
挑発	провокацію	挑発	провокація	V	N;INAN;ACC;FEM;SG
バルカン	vulcan	バルカン	vulcan	PROPN	
バルカン	балканський	バルカン	балканський	PROPN	ADJ;NOM;MASC;SG
承諾	згоду	承諾	згоду	V	N;INAN;ACC;FEM;SG
承諾	згода	承諾	згода	V	N;INAN;NOM;FEM;SG
承諾	погодження	承諾	погодження	V	N;INAN;NOM;NEUT;SG
承諾	згоди	承諾	згоди	V	N;INAN;NOM;FEM;PL
承諾	визнання	承諾	визнання	V	N;INAN;NOM;NEUT;SG
添付	приєднання	添付	приєднання	V	N;INAN;NOM;NEUT;SG
添付	долучення	添付	долучення	V	N;INAN;NOM;NEUT;SG
添付	вкладення	添付	вкладення	V	N;INAN;NOM;NEUT;SG
添付	долучення	添付	долучення	V	N;INAN;NOM;NEUT;SG
添付	долучення	添付	долучення	V	N;INAN;NOM;NEUT;SG
ポーズ	отримає	ポーズ	отримати	N	V;IPFV;IND;SG;3;PRS;FIN
ルック	подивитися	ルック	подивитися	N	V;PFV;NFIN
ルック	дивіться	ルック	дивитися	N	V;IPFV;IMP;PL;2;FIN
ルック	дивися	ルック	дитися	N	V;IPFV;IMP;SG;2;FIN
ルック	дивись	ルック	дивися	N	V;IPFV;IMP;SG;2;FIN
迂回	відволікти	迂回	відволікт	V	N;INAN;NOM;FEM;PL
和歌	waka	和歌	waka	PROPN	
ジュリア	юлія	ジュリア	юлія	PROPN	PROPN;ANIM;NOM;FEM;SG
ジュリア	джулія	ジュリア	джулія	PROPN	N;ANIM;NOM;FEM;SG
プリメーラ	primera	プリメーラ	primera	PROPN	
コソボ	косова	コソボ	косовий	PROPN	PROPN;INAN;NOM;FEM;SG
コソボ	косово	コソボ	косово	PROPN	PROPN;INAN;NOM;NEUT;SG
ジャッキー	джекі	ジャッキー	джекі	PROPN	PROPN;ANIM;NOM;MASC;SG
マディソン	медісон	マディソン	медісон	PROPN	PROPN;ANIM;NOM;MASC;SG
サビ	rust	サビ	rust	N	
おもちゃ	іграшковий	おもちゃ	іграшковий	N	ADJ;NOM;MASC;SG
イヴ	єва	イヴ	єва	PROPN	PROPN;ANIM;NOM;FEM;SG
イヴ	єву	イヴ	бва	PROPN	PROPN;ANIM;VOC;FEM;SG
イヴ	переддень	イヴ	переддення	PROPN	N;INAN;NOM;NEUT;SG
イヴ	ів	イヴ	ів.	PROPN	
イヴ	єви	イヴ	ява	PROPN	PROPN;ANIM;NOM;FEM;SG
ケイト	kate	ケイト	kate	PROPN	
ケイト	кейт	ケイト	кейт	PROPN	PROPN;ANIM;NOM;FEM;SG
メーター	метр	メーター	метр	N	
リンダ	лінда	リンダ	лінд	PROPN	PROPN;ANIM;NOM;FEM;SG
組み立て	зборів	組み立てる	збір	V	N;INAN;GEN;MASC;PL
組み立て	збори	組み立てる	збори	V	N;INAN;NOM
有名人	celebrity	有名人	celebrity	N	
ハーバー	гавань	ハーバー	гавання	PROPN	N;INAN;NOM;FEM;SG
ホリデー	святкова	ホリデー	святковий	PROPN	ADJ;NOM;FEM;SG
ホリデー	свято	ホリデー	свято	PROPN	N;INAN;NOM;NEUT;SG
ミルウォーキー	мілуокі	ミルウォーキー	мілуокий	PROPN	PROPN;INAN;NOM;MASC;SG
キリスト教徒	християнський	キリスト教徒	християнський	N	ADJ;NOM;MASC;SG
キリスト教徒	християнська	キリスト教徒	християнський	N	ADJ;NOM;FEM;SG
リヴァプール	ліверпуль	リヴァプール	ліверпуль	PROPN	PROPN;INAN;NOM;MASC;SG
児島	кодзіма	児島	кодзім	PROPN	N;INAN;NOM;FEM;SG
制裁	санкція	制裁	санкція	V	N;INAN;NOM;FEM;SG
制裁	санкції	制裁	санкція	V	N;INAN;NOM;FEM;PL
バックアップ	резервування	バックアップ	резервування	V	N;INAN;NOM;NEUT;SG
ステファン	стефан	ステファン	стефан	PROPN	PROPN;ANIM;NOM;MASC;SG
ステファン	штефан	ステファン	штефан	PROPN	PROPN;ANIM;NOM;MASC;SG
ステファン	стефан	ステファン	стефан	PROPN	PROPN;ANIM;NOM;MASC;SG
ステファン	штефан	ステファン	штефан	PROPN	PROPN;ANIM;NOM;MASC;SG
スーダン	судан	スーダン	судан	PROPN	PROPN;INAN;NOM;MASC;SG
スーダン	судану	スーダン	суданий	PROPN	PROPN;INAN;GEN;MASC;SG
スーダン	суданський	スーダン	суданський	PROPN	ADJ;NOM;MASC;SG
エキス	витягнути	エキス	витягнути	N	V;PFV;NFIN
キッズ	діти	キッズ	дитина	PROPN	N;ANIM;NOM;FEM;PL
キッズ	дітям	キッズ	дитина	PROPN	N;ANIM;DAT;FEM;PL
キッズ	дітьми	キッズ	дитина	PROPN	N;ANIM;INS;FEM;PL
キッズ	дітлахи	キッズ	дітлах	PROPN	N;ANIM;INS;MASC;PL
キッズ	дітки	キッズ	дитка	PROPN	N;ANIM;NOM;MASC;PL
ねじ	плювати	ねじ	плювати	N	V;IPFV;NFIN
ねじ	грається	ねじ	гратися	N	V;IPFV;IND;SG;3;PRS;FIN
バースト	широкі	バースト	широкий	N	ADJ;NOM;PL
母方	материнська	母方	материнський	N	ADJ;NOM;FEM;SG
諸	lords	諸	lords	N	
トンプソン	томпсон	トンプソン	томпсон	PROPN	PROPN;ANIM;NOM;MASC;SG
キプロス	кіпр	キプロス	кіпр	PROPN	PROPN;INAN;NOM;FEM;SG
キプロス	кіпрі	キプロス	кіпра	PROPN	PROPN;INAN;NOM;MASC;SG
キプロス	кіпру	キプロス	кіпра	PROPN	PROPN;INAN;NOM;MASC;SG
キプロス	кіпрський	キプロス	кіпрський	PROPN	ADJ;NOM;MASC;SG
ナイジェリア	квартету	ナイジェリア	квартет	PROPN	N;INAN;GEN;MASC;SG
ナイジェリア	нігерія	ナイジェリア	нігерія	PROPN	PROPN;INAN;NOM;FEM;SG
ナイジェリア	нігерії	ナイジェリア	нігерія	PROPN	PROPN;INAN;NOM;FEM;SG
ターナー	тернер	ターナー	тернер	PROPN	PROPN;ANIM;NOM;MASC;SG
調和	гармонія	調和	гармонія	V	N;INAN;NOM;FEM;SG
調和	harmony	調和	harmony	V	
タニア	таню	タニア	танюй	PROPN	PROPN;ANIM;ACC;FEM;SG
笑う	сміх	笑う	смісти	V	N;INAN;NOM;MASC;SG
アゼルバイジャン	азербайджану	アゼルバイジャン	азербайджаний	PROPN	PROPN;INAN;GEN;MASC;SG
アゼルバイジャン	азербайджанський	アゼルバイジャン	азербайджанський	PROPN	ADJ;NOM;MASC;SG
アゼルバイジャン	азербайджан	アゼルバイジャン	азербайджан	PROPN	PROPN;INAN;NOM;MASC;SG
サントス	сантос	サントス	сантос	PROPN	PROPN;ANIM;NOM;MASC;SG
支出	витратами	支出	витрата	V	N;INAN;INS;FEM;PL
支出	зняття	支出	зняття	V	N;INAN;NOM;NEUT;SG
マインド	mind	マインド	mind	N	
ベオグラード	белграда	ベオグラード	белграда	PROPN	PROPN;INAN;GEN;MASC;SG
ミゲル	мігель	ミゲル	мігель	PROPN	PROPN;ANIM;NOM;MASC;SG
元老院	сенат	元老院	сенат	PROPN	N;INAN;NOM;MASC;SG
銘柄	brand	銘柄	brand	N	
見通し	prospect	見通し	prospect	N	
クジラ	кит	クジラ	кит	N	
レーニン	леніна	レーニン	леніна	PROPN	PROPN;ANIM;NOM;FEM;SG
レーニン	ленін	レーニン	ленін	PROPN	N;INAN;NOM;MASC;SG
叫び	вигуки	叫ぶ	вигук	V	N;INAN;NOM;MASC;PL
叫び	крик	叫ぶ	крик	V	N;INAN;NOM;MASC;SG
ヴュルテンベルク	вюртемберг	ヴュルテンベルク	вюртемберг	PROPN	N;INAN;NOM;MASC;SG
ゼット	зед	ゼット	зед	PROPN	
ソプラノ	сопрано	ソプラノ	сопрано	PROPN	N;INAN;NOM;FEM;SG
知人	знайомі	知人	знайомий	N	ADJ;NOM;PL
知人	знайомі	知人	знайомий	N	ADJ;NOM;PL
知人	знайомих	知人	знайомий	N	ADJ;ANIM;ACC;PL
北京市	пекін	北京市	пекін	PROPN	
ムード	настрій	ムード	настрій		N;INAN;NOM;MASC;SG
山岡	ямаока	山岡	ямаока	PROPN	N;INAN;NOM;FEM;SG
ジョヴァンニ	джованні	ジョヴァンニ	джовання	PROPN	N;INAN;NOM;NEUT;SG
カラス	corvus	カラス	corvus	N	
カラス	crow	カラス	crow	N	
模倣	імітація	模倣	імітація	V	N;INAN;NOM;FEM;SG
ウォルト	уолт	ウォルト	уолт	PROPN	N;ANIM;NOM;MASC;SG
発酵	бродіння	発酵	бродіння	V	N;INAN;NOM;NEUT;SG
楽しい	забава	楽しい	забава	ADJ	N;INAN;NOM;FEM;SG
楽しい	веселощі	楽しい	веселощий	ADJ	N;INAN;NOM;MASC;PL
楽しい	весело	楽しい	весело	ADJ	ADV
英明	мудра	英明	мудра	PROPN	ADJ;NOM;FEM;SG
英明	мудрі	英明	мудрий	PROPN	ADJ;NOM;PL
英明	мудрий	英明	мудрий	PROPN	ADJ;NOM;MASC;SG
英明	розумно	英明	розумно	PROPN	ADV
英明	мудрим	英明	мудрий	PROPN	ADJ;INS;MASC;SG
流す	злив	流す	злив	V	N;INAN;NOM;MASC;SG
エステル	естер	エステル	естра	PROPN	PROPN;ANIM;NOM;FEM;SG
エステル	естель	エステル	естель	PROPN	PROPN;ANIM;NOM;FEM;SG
ラルフ	ральф	ラルフ	ральф	PROPN	PROPN;ANIM;NOM;MASC;SG
ノーマル	звичайна	ノーマル	звичайний	N	ADJ;NOM;FEM;SG
ノーマル	нормальний	ノーマル	нормальний	N	ADJ;NOM;MASC;SG
ノーマル	нормальні	ノーマル	нормальний	N	ADJ;NOM;PL
ノーマル	звичайний	ノーマル	звичайний	N	ADJ;NOM;MASC;SG
ノーマル	звичайне	ノーマル	звичайний	N	ADJ;NOM;NEUT;SG
布施	запобіжник	布施	запобіжник	PROPN	N;INAN;NOM;MASC;SG
ナチュラル	натуральний	ナチュラル	натуральний	N	ADJ;NOM;MASC;SG
ナチュラル	натуральна	ナチュラル	натуральний	N	ADJ;NOM;FEM;SG
ナチュラル	натуральні	ナチュラル	натуральний	N	ADJ;NOM;PL
ナチュラル	природний	ナチュラル	природний	N	ADJ;NOM;MASC;SG
ナチュラル	природні	ナチュラル	природний	N	ADJ;NOM;PL
ボヘミア	bohemia	ボヘミア	bohemia	PROPN	
ディアス	діас	ディアス	діас	PROPN	
ディアス	діаз	ディアス	діаз	PROPN	
ディアス	діас	ディアス	діас	PROPN	
チャイナ	china	チャイナ	china	N	
チャイナ	китаї	チャイナ	китай	N	PROPN;INAN;NOM;MASC;SG
チャイナ	китаю	チャイナ	китати	N	PROPN;INAN;ACC;FEM;SG
チャイナ	китай	チャイナ	китай	N	PROPN;INAN;NOM;MASC;SG
こだわり	одержимість	こだわる	одержимість	V	N;INAN;NOM;FEM;SG
こだわり	нав	こだわる	нав.	V	
入国	імміграція	入国	імміграція	V	N;INAN;NOM;FEM;SG
ドリル	бур	ドリル	бур	N	
話し合い	дискусії	話し合い	дискусія	V	N;INAN;NOM;FEM;PL
話し合い	дискусія	話し合い	дискусія	V	N;INAN;NOM;FEM;SG
話し合い	обговорення	話し合い	обговорення	V	N;INAN;NOM;NEUT;SG
スターリング	стерлінг	スターリング	стерлінг	PROPN	PROPN;INAN;NOM;MASC;SG
スターリング	стерлінг	スターリング	стерлінг	PROPN	PROPN;INAN;NOM;MASC;SG
ヘルシンキ	гельсінкі	ヘルシンキ	гельсінка	PROPN	PROPN;INAN;NOM;FEM;SG
