med	med	med	med	ADP	N;NOM;MASC;SG
litteraturen	literature	litteratur	literatura	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
åsa	asa	åsa	asa	PROPN;NOM	N;NOM;MASC;SG
erfarenhet	iskustva	erfarenhet	iskustvo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
euro	eura	euro	euro	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
euro	eura	euro	euro	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
karolinska	karolinska	karolinsk	karolinski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
vanua	vanua	vanua	vanua	PROPN;NOM	N;NOM;MASC;SG
know	znati	know	znati	N;NOM;INDF;MASC+FEM;SG	V;NFIN
know	znaj	know	znaj	N;NOM;INDF;MASC+FEM;SG	INTJ
china	kine	chin	kina	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
china	kinu	chin	kin	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
china	kini	chin	kina	N;NOM;INDF;NEUT;SG	PROPN;DAT;FEM;SG
matthew	matthew	matthew	matthew	PROPN;NOM	N;NOM;MASC;SG
matthew	matej	matthew	matej	PROPN;NOM	PROPN;NOM;MASC;SG
cayo	cayo	cayo	cayo	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
flytande	pluta	flyta	plut	ADJ;NOM;PRS;V.PTCP	N;NOM;MASC;SG
flytande	lebdi	flyta	lebdi	ADJ;NOM;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
flytande	tekućina	flyta	tekućina	ADJ;NOM;PRS;V.PTCP	N;NOM;FEM;SG
skandinavien	skandinaviji	skandinavien	skandinav	PROPN;NOM	N;DAT;FEM;SG
skandinavien	skandinavski	skandinavien	skandinavski	PROPN;NOM	ADJ;NOM;DEF;MASC;SG
institutioner	institucija	institution	institucija	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
wallace	wallace	wallace	wallac	PROPN;NOM	N;NOM;MASC;SG
kön	seksa	kön	seks	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
utsedd	imenovao	utse	imenovati	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
slovakien	slovačka	slovakien	slovački	PROPN;NOM	ADJ;NOM;DEF;FEM;SG
after	nakon	after	nakon	N;NOM;INDF;MASC+FEM;SG	ADP;GEN
after	poslije	after	poslije	N;NOM;INDF;MASC+FEM;SG	ADV
tres	tres	tres	tres	N;NOM;INDF;NEUT;SG	ADP
katherine	katherine	katherine	katherina	PROPN;NOM	N;NOM;FEM;SG
katherine	katarina	katherine	katarina	PROPN;NOM	N;NOM;FEM;SG
abra	abra	abra	abra	N;NOM;INDF;NEUT;SG	
tänkte	misao	tänka	misao	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
tänkte	razmišljam	tänka	razmišljati	V;IND;PST;FIN;ACT	V;IND;SG;1;PRS;FIN
tänkte	razmišljanje	tänka	razmišljanje	V;IND;PST;FIN;ACT	N;NOM;NEUT;SG
tänkte	misleći	tänka	misliti	V;IND;PST;FIN;ACT	ADV;RL;V.CVB
revolution	revoluciju	revolution	revolucija	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
playa	playa	playa	play	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
båtar	brodove	båta	brod	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
lettland	latviji	lettland	latvija	PROPN;NOM	N;DAT;FEM;SG
she	ona	she	on	V;IMP;FIN;ACT	PRO;NOM;FEM;SG;3
australisk	australski	australisk	australski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
byggnaderna	zgrade	byggnad	zgrada	N;NOM;DEF;MASC+FEM;PL	N;NOM;FEM;SG
hav	oceani	hav	ocean	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
hav	oceane	hav	ocean	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
hav	morem	hav	more	N;NOM;INDF;NEUT;SG	N;INS;NEUT;SG
hav	moru	hav	more	N;NOM;INDF;NEUT;SG	N;DAT;NEUT;SG
string	tange	string	tanga	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
six	šest	six	šest	PROPN;NOM	NUM
warszawa	varšavi	warszawa	varšava	PROPN;NOM	PROPN;DAT;FEM;SG
sovjetisk	sovjetski	sovjetisk	sovjetski	ADJ;NOM;INDF;MASC+FEM;SG	ADV
sovjetisk	sovjetska	sovjetisk	sovjetski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
della	della	della	della	PROPN;NOM	ADP
peterson	peterson	peterson	peterson	PROPN;NOM	PROPN;NOM;MASC;SG
percy	percy	percy	percy	PROPN;NOM	PROPN;NOM;MASC;SG
nye	nye	ny	nye	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;MASC;SG
styrelseordförande	predsjedavajući	styrelseordförande	predsjedavajući	N;NOM;INDF;NEUT;SG	ADV;RL
varor	robu	vara	roba	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
varor	roba	vara	roba	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
varor	roba	vara	roba	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
alfa	alpha	alfa	alpha	PROPN;NOM	ADP
alfa	alfa	alfa	alfa	PROPN;NOM	N;NOM;MASC;SG
alfa	alfa	alfa	alfa	PROPN;NOM	N;NOM;MASC;SG
kyrkogården	groblju	kyrkogård	groblje	N;NOM;DEF;MASC+FEM;SG	N;DAT;NEUT;SG
extremt	ekstremna	extrem	ekstreman	ADV	ADJ;NOM;DEF;FEM;SG
extremt	ekstremni	extrem	ekstreman	ADV	ADJ;NOM;DEF;MASC;SG
lundgren	lundgren	lundgr	lundgren	PROPN;NOM	N;NOM;MASC;SG
muslimska	muslimanski	muslimsk	muslimanski	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
muslimska	muslimani	muslimsk	musliman	ADJ;NOM;PL	N;NOM;MASC;PL
muslimska	muslimana	muslimsk	musliman	ADJ;NOM;PL	N;GEN;MASC;PL
muslimska	musliman	muslimsk	musliman	ADJ;NOM;PL	N;NOM;MASC;SG
sjunga	pjevaj	sjung	pjevaj	V;IMP;FIN;ACT	N;NOM;FEM;SG
sjunga	pjevanje	sjung	pjevanje	V;IMP;FIN;ACT	N;NOM;NEUT;SG
sjunga	pjevam	sjung	pjevati	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
sjunga	pjevajući	sjung	pjevati	V;IMP;FIN;ACT	ADV;RL
sjunga	peva	sjung	pevati	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
sjunga	pjeva	sjung	pjevati	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
emanuel	emanuel	emanuel	emanuel	PROPN;NOM	N;NOM;MASC;SG
luer	luer	luer	luer	N;NOM;INDF;MASC+FEM;SG	
set	postavi	se	postav	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
set	postavlja	se	postavljati	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
set	seta	se	set	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
hittat	našao	hitta	naći	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
hittat	pronađeni	hitta	pronaći	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
hittat	pronađena	hitta	pronaći	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
föreståndare	upravitelj	föreståndare	upravitelj	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
föreståndare	menadžer	föreståndare	menadžer	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
föreståndare	voditelj	föreståndare	voditelj	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
experiment	eksperiment	experiment	eksperiment	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
experiment	pokus	experiment	pokus	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG
ungersk	mađarski	ungersk	mađarski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
självständiga	nezavisno	självständig	nezavisno	ADJ;NOM;PL	ADV
självständiga	neovisna	självständig	neovisan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
självständiga	neovisno	självständig	neovisno	ADJ;NOM;PL	ADV
självständiga	samostalna	självständig	samostalan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
winter	zime	winter	zima	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
winter	zimi	winter	zim	N;NOM;INDF;NEUT;SG	ADV
vin	vina	vin	vino	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;PL
facebook	facebooku	facebook	Facebook	N;NOM;INDF;NEUT;SG	N;DAT;MASC;SG
montreal	montrealu	montreal	montreal	PROPN;NOM	N;DAT;MASC;SG
montreal	montreal	montreal	montreal	PROPN;NOM	PROPN;NOM;MASC;SG
spridning	disperzije	spridning	disperzija	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mendoza	mendoza	mendoza	mendoza	PROPN;NOM	PROPN;NOM;MASC;SG
teologi	teologiju	teologi	teologija	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
placerad	stavljena	placera	staviti	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
phillips	phillips	phillips	phillips	PROPN;NOM	PROPN;NOM;MASC;SG
kreta	kreti	kreta	kret	PROPN;NOM	PROPN;DAT;FEM;SG
agnes	agnes	agnes	agnes	PROPN;NOM	N;NOM;FEM;SG
bart	bart	bart	bart	PROPN;NOM	PROPN;NOM;MASC;SG
bart	barta	bart	bart	PROPN;NOM	N;NOM;MASC;SG
drogs	izvukao	dra	izvući	V;IND;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
drogs	povukao	dra	povući	V;IND;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
nivåer	razina	nivå	razina	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
britt	britt	bri	britt	PROPN;NOM	N;NOM;FEM;SG
mod	hrabrosti	mod	hrabrost	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
motorväg	autoceste	motorväg	autocesta	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
motorväg	autoputu	motorväg	autoputa	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
vackra	predivno	vacker	predivno	ADJ;NOM;PL	ADJ;NOM;DEF;NEUT;SG
vackra	prelijepo	vacker	prelijepo	ADJ;NOM;PL	ADJ;NOM;DEF;NEUT;SG
vackra	lijepa	vacker	lijep	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
vackra	prekrasna	vacker	prekrasan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
vackra	predivna	vacker	predivan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
tillverkare	proizvođač	tillverkare	proizvođač	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
popularitet	popularnosti	popularitet	popularnost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
madison	madison	madison	madison	PROPN;NOM	PROPN;NOM;MASC;SG
khan	khan	khan	khan	PROPN;NOM	PROPN;NOM;MASC;SG
khan	kan	khan	kan	PROPN;NOM	N;NOM;MASC;SG
elongata	elongata	elongat	elongat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;ACC;MASC;SG
inc	inc	inc	inc	PROPN;NOM	ADP
jämförelse	usporedbu	jämförelse	usporedba	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
jämförelse	usporedbe	jämförelse	usporedba	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
jämförelse	diff	jämförelse	diff	N;NOM;INDF;MASC+FEM;SG	
närke	närke	närke	nkrka	PROPN;NOM	
riau	riau	riau	ria	ADJ;NOM;DEF;SG	N;NOM;MASC;SG
richardson	richardson	richardson	richardson	PROPN;NOM	PROPN;NOM;MASC;SG
verkstad	radionice	verkstad	radionica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
verkstad	radionicu	verkstad	radionica	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
organiserade	organiziran	organiserad	organizirati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
organiserade	organizirano	organiserad	organizirati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
organiserade	organizirana	organiserad	organizirati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
organiserade	organiziran	organiserad	organizirati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
organiserade	organizirano	organiserad	organizirati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
organiserade	organizirana	organiserad	organizirati	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
sharp	oštar	sharp	oštar	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
sharp	oštri	sharp	oštar	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
sharp	oštro	sharp	oštro	N;NOM;INDF;MASC+FEM;SG	ADV
sharp	oštra	sharp	oštar	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
sharp	sharp	sharp	sharp	N;NOM;INDF;MASC+FEM;SG	ADP
läs	pročitaj	läsa	pročitaj	V;IMP;FIN;ACT	INTJ
läs	čitaj	läsa	čitaj	V;IMP;FIN;ACT	N;NOM;MASC;SG
läs	naučite	läsa	naučiti	V;IMP;FIN;ACT	V;IND;PL;2;PRS;FIN
läs	učite	läsa	učiti	V;IMP;FIN;ACT	V;IND;PL;2;PRS;FIN
läs	uči	läsa	učiti	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
kai	kai	kai	kai	PROPN;NOM	PROPN;NOM;MASC;SG
flitigt	marljiv	flitig	marljiv	ADV	ADJ;NOM;INDF;MASC;SG
presenterade	predstavljen	presentera	predstaviti	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
presenterade	predstavio	presentera	predstaviti	ADJ;NOM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
presenterade	uveo	presentera	uvesti	ADJ;NOM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
presenterade	uvela	presentera	uvesti	ADJ;NOM;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
presenterade	predstavio	presentera	predstaviti	ADJ;NOM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
oak	oak	oak	oak	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
oak	hrasta	oak	hrast	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
liberal	liberalne	liberal	liberalan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
liberal	liberalni	liberal	liberalan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
liberal	liberalna	liberal	liberalan	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
guam	guam	guam	guam	PROPN;NOM	N;NOM;MASC;SG
palatset	palači	palats	palača	N;NOM;DEF;NEUT;SG	N;DAT;FEM;SG
ball	loptu	ball	lopta	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
ball	ball	ball	ball	N;NOM;INDF;MASC+FEM;SG	ADP
dallas	dallas	dalla	dallas	PROPN;NOM	PROPN;NOM;MASC;SG
juridiska	pravni	juridisk	pravan	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
juridiska	pravna	juridisk	pravan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
juridiska	pravno	juridisk	pravan	ADJ;NOM;PL	ADV
juridiska	legalno	juridisk	legalno	ADJ;NOM;PL	ADV
skillnader	razlika	skillnad	razlika	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
klotter	grafite	klott	grafiti	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
augusta	augusta	august	augusta	PROPN;NOM	N;NOM;MASC;SG
reichenbach	reichenbach	reichenbach	reichenbach	PROPN;NOM	N;NOM;MASC;SG
edit	uredi	edit	ured	N;NOM;INDF;MASC+FEM;SG	
sittande	sjedeći	sitta	sjedeći	ADJ;NOM;PRS;V.PTCP	ADV;PRS;V.CVB
sittande	sjedenje	sitta	sjedenje	ADJ;NOM;PRS;V.PTCP	N;NOM;NEUT;SG
nytta	korist	nytta	korist	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
norfolk	norfolku	norfolk	norfolka	PROPN;NOM	N;DAT;MASC;SG
johns	johns	john	johns	PROPN;NOM	PROPN;NOM;MASC;SG
ovanstående	iznad	ovanstående	iznad	ADJ;NOM	ADP;GEN
laura	laura	laumal	laura	PROPN;NOM	N;NOM;FEM;SG
laura	lauri	laumal	laura	PROPN;NOM	N;NOM;MASC;SG
laura	lora	laumal	lor	PROPN;NOM	N;NOM;FEM;SG
luke	luke	luke	luka	PROPN;NOM	N;NOM;FEM;PL
deltagarna	sudionika	deltagare	sudionik	N;NOM;DEF;MASC+FEM;PL	N;GEN;MASC;PL
deltagarna	sudionike	deltagare	sudionik	N;NOM;DEF;MASC+FEM;PL	N;ACC;MASC;PL
sevilla	sevilla	sevill	sevilla	PROPN;NOM	PROPN;NOM;FEM;SG
sevilla	seville	sevill	sevilla	PROPN;NOM	PROPN;NOM;FEM;SG
döptes	kršten	döpa	kršten	V;IND;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
skulpturer	skulptura	skulptur	skulptura	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
pelle	pelle	pelle	pella	PROPN;NOM	ADP
felaktigt	netočno	felaktig	netočan	ADJ;NOM;INDF;NEUT;SG	ADV
bobby	bobi	bobby	boba	PROPN;NOM	N;NOM;MASC;SG
bobby	bobby	bobby	bobby	PROPN;NOM	PROPN;NOM;MASC;SG
positivt	pozitivni	positiv	pozitivan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
positivt	pozitivna	positiv	pozitivan	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
positivt	pozitivno	positiv	pozitivno	ADJ;NOM;INDF;NEUT;SG	ADV
nassau	nassau	nassau	nassati	PROPN;NOM	N;NOM;MASC;SG
gap	gap	gap	gap	N;NOM;INDF;NEUT;SG	PROPN;NOM;MASC;SG
markus	markus	markus	markus	PROPN;NOM	N;NOM;MASC;SG
lägsta	najniže	låg	mnogo	ADJ;NOM;DEF;RL	ADV;RL
specifika	specifično	specifik	specifičan	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
specifika	specifičan	specifik	specifičan	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
specifika	specifična	specifik	specifičan	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
dahl	dahl	dahl	dahl	PROPN;NOM	PROPN;NOM;MASC;SG
navarra	navarre	navarra	navarra	ADJ;NOM;DEF;SG	N;NOM;FEM;SG
dresden	dresden	dresd	dresditi	PROPN;NOM	N;NOM;MASC;SG
tillåter	dopuštajući	tillåta	dopuštati	V;IND;PRS;FIN;ACT	ADV;RL
elektrisk	električna	elektrisk	električan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
elektrisk	električni	elektrisk	električan	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
varierande	varijabla	variera	varijabati	ADJ;NOM;PRS;V.PTCP	N;NOM;FEM;SG
varierande	varijable	variera	varijable	ADJ;NOM;PRS;V.PTCP	N;NOM;FEM;PL
blivande	budućnosti	blivande	budućnost	ADJ;NOM;PRS;V.PTCP	N;INS;FEM;SG
blivande	budućnost	blivande	budućnost	ADJ;NOM;PRS;V.PTCP	N;NOM;FEM;SG
lämplig	primjereno	lämplig	primjereno	ADJ;NOM;INDF;MASC+FEM;SG	ADV
lämplig	prikladno	lämplig	prikladno	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
lämplig	prigodno	lämplig	prigodno	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
lämplig	pogodno	lämplig	pogodno	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
lämplig	prikladno	lämplig	prikladno	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;NEUT;SG
äta	jedemo	äta	jesti	V;IMP;FIN;ACT	V;IND;PL;1;PRS;FIN
äta	jede	äta	jese	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
äta	jedi	äta	jeda	V;IMP;FIN;ACT	INTJ
nepal	nepalu	nepal	nepala	PROPN;NOM	N;NOM;MASC;SG
piau	piauí	piau	piauí	ADJ;NOM;INDF;MASC+FEM;SG	
clinton	clinton	clinton	clinton	PROPN;NOM	PROPN;NOM;MASC;SG
square	trgu	square	trg	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
félix	félix	félix	félix	PROPN;NOM	PROPN;NOM;MASC;SG
pablo	pablo	pablo	pablo	PROPN;NOM	PROPN;NOM;MASC;SG
schweizisk	švicarski	schweizisk	švicarski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
schweizisk	švicarske	schweizisk	švicarski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
rasmus	rasmus	rasmus	rasmus	PROPN;NOM	N;NOM;MASC;SG
drottningen	queen	drottning	queen	N;NOM;DEF;MASC+FEM;SG	ADP
drottningen	kraljice	drottning	kraljica	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
cedar	cedar	ceda	cedar	PROPN;NOM	N;NOM;MASC;SG
separata	odvoji	separat	odvojiti	ADJ;NOM;PL	V;IND;SG;3;PRS;FIN
separata	odvojeno	separat	odvojeno	ADJ;NOM;PL	ADV
separata	razdvoji	separat	razdvojiti	ADJ;NOM;PL	V;IND;SG;3;PRS;FIN
medicinsk	medicinski	medicinsk	medicinski	ADJ;NOM;INDF;MASC+FEM;SG	ADV
medicinsk	medicinska	medicinsk	medicinski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
årliga	godišnje	årlig	godišnje	ADJ;NOM;PL	ADV
årliga	godišnje	årlig	godišnje	ADJ;NOM;PL	ADV
årliga	godišnja	årlig	godišnji	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
årliga	godišnji	årlig	godišnji	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
leone	leone	leone	leone	PROPN;NOM	N;NOM;MASC;SG
försvarare	branitelj	försvarare	branitelj	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
family	obitelji	family	obitelj	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
newton	newton	newton	newton	PROPN;NOM	N;NOM;MASC;SG
gibson	gibsona	gibson	gibson	PROPN;NOM	N;ANIM;ACC;MASC;SG
gibson	gibson	gibson	gibson	PROPN;NOM	N;NOM;MASC;SG
kunglig	plemstvo	kunglig	plemstvo	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kunglig	royal	kunglig	royal	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
kunglig	kraljevski	kunglig	kraljevski	ADJ;NOM;INDF;MASC+FEM;SG	ADV
kunglig	kraljevska	kunglig	kraljevski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
devils	vragovi	devils	vrag	PROPN;NOM	N;NOM;MASC;PL
klimat	klime	klima	klima	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
uppväxt	odgojen	uppväxt	odgojen	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
uppväxt	podignuta	uppväxt	podići	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
gottlieb	gottlieb	gottlieb	gottlieb	PROPN;NOM	N;NOM;MASC;SG
lès	lès	lès	lès	N;NOM;INDF;MASC+FEM;SG	
höjden	visine	höjd	visina	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
accra	accri	accra	accra	PROPN;NOM	N;DAT;FEM;SG
joachim	joachim	joachim	joachim	PROPN;NOM	PROPN;NOM;MASC;SG
terry	terry	terry	terry	PROPN;NOM	PROPN;NOM;MASC;SG
birch	birch	birch	birch	PROPN;NOM	ADP
mar	mar	mar	mar	NUM;NOM	PROPN;NOM;MASC;SG
himlen	raja	himle	raj	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
himlen	nebu	himle	nebo	N;NOM;DEF;MASC+FEM;SG	N;DAT;MASC;SG
himlen	sky	himle	sky	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
julian	julian	julian	julian	PROPN;NOM	PROPN;NOM;MASC;SG
kiev	kijev	kiev	kijev	PROPN;NOM	PROPN;NOM;MASC;SG
odlas	porastao	odla	porasti	V;NFIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
odlas	narastao	odla	narastati	V;NFIN;PASS	V;MASC;SG;PST;V.PTCP;ACT
odlas	narasla	odla	narasti	V;NFIN;PASS	V;FEM;SG;PST;V.PTCP;ACT
odlas	porasla	odla	porasti	V;NFIN;PASS	V;FEM;SG;PST;V.PTCP;ACT
odlas	njegovali	odla	njegovati	V;NFIN;PASS	V;MASC;PL;PST;V.PTCP;ACT
ellis	ellis	ellis	ellis	PROPN;NOM	N;NOM;MASC;SG
minskat	smanjena	minska	smanjiti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
minskat	smanjena	minska	smanjiti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
minskat	suzio	minska	suziti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
minskat	smanjene	minska	smanjiti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
minskat	smanjena	minska	smanjiti	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
känslor	emocija	känsla	emocija	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
känslor	emocija	känsla	emocija	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
känslor	osjećaje	känsla	osjećati	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
albin	albin	albin	albin	PROPN;NOM	PROPN;NOM;MASC;SG
judisk	židovski	judisk	židovski	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
judisk	židov	judisk	židov	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
perdita	perdita	perdita	perdit	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
