castle	замок	cast	замка		N;INAN;NOM;MASC;SG
çamur	бруд	çamur	бруд		N;INAN;NOM;MASC;SG
çamur	глина	çamur	глина		N;INAN;NOM;FEM;SG
çamur	клей	çamur	клей		N;INAN;NOM;MASC;SG
koşu	виконання	koşu	виконання		N;INAN;NOM;NEUT;SG
koşu	виконується	koşu	виконуватися		V;IPFV;IND;SG;3;PRS;FIN
koşu	працює	koşu	працювати		V;IPFV;IND;SG;3;PRS;FIN
koşu	біг	koşu	бігти		V;IPFV;MASC;IND;SG;PST;FIN
sürümleri	версії	sürüm	версія	N;ACC;PL;3	N;INAN;NOM;FEM;PL
sürümleri	версій	sürüm	версія	N;ACC;PL;3	N;INAN;GEN;FEM;PL
davut	дауд	davut	дауд		N;ANIM;NOM;MASC;SG
davut	давід	davut	давід		PROPN;ANIM;NOM;MASC;SG
davut	девід	davut	девід		PROPN;ANIM;NOM;MASC;SG
davut	давид	davut	давид		PROPN;ANIM;NOM;MASC;SG
modu	режим	modu	режим		N;INAN;NOM;MASC;SG
modu	лад	modu	лад		N;INAN;NOM;MASC;SG
modu	mode	modu	mode		
kit	кіт	kit	кіт		N;ANIM;NOM;MASC;SG
kit	kit	kit	kit		
juniors	хуніорс	juniors	хуніорс	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
veliaht	dauphin	veliaht	dauphin		
korece	корейська	korece	корейський		ADJ;NOM;FEM;SG
çimento	закріпити	çimento	закріпити		V;PFV;NFIN
katedral	собор	katedral	собор	N;ESS;SG;3	N;INAN;NOM;MASC;SG
katedral	соборна	katedral	соборний	N;ESS;SG;3	ADJ;NOM;FEM;SG
katedral	кафедра	katedral	кафедра	N;ESS;SG;3	N;INAN;NOM;FEM;SG
manken	модель	manken	модель		N;INAN;NOM;FEM;SG
manken	моделі	manken	модель		N;INAN;NOM;FEM;PL
manken	манекен	manken	манекен		N;INAN;NOM;MASC;SG
kaos	хаос	kaos	хаос		N;INAN;NOM;MASC;SG
paylaşım	поширити	paylaşım	поширити	N;NOM;SG;3	V;PFV;NFIN
paylaşım	поділитися	paylaşım	поділитися	N;NOM;SG;3	V;PFV;NFIN
paylaşım	поділитись	paylaşım	поділитися	N;NOM;SG;3	V;PFV;NFIN
paylaşım	публікувати	paylaşım	публікувати	N;NOM;SG;3	V;IPFV;NFIN
etkiledi	чинив	etkile	чинити	V;PFV;IND;SG;3;POS;PST	V;IPFV;MASC;IND;SG;PST;FIN
savaştı	билися	savaş	битися		V;IPFV;IND;PL;PST;FIN
savaştı	бився	savaş	битися		V;IPFV;MASC;IND;SG;PST;FIN
savaştı	воював	savaş	воювати		V;IPFV;MASC;IND;SG;PST;FIN
savaştı	боролися	savaş	боротися		V;IPFV;IND;PL;PST;FIN
savaştı	воювали	savaş	воювати		V;IPFV;IND;PL;PST;FIN
kaçınılmaz	неминуче	kaçınılmaz	неминуче	ADJ	ADV
kalkış	стартувати	kalkış	стартувати	N;NOM;SG;3	V;PFV;NFIN
kalkış	відправлення	kalkış	відправлення	N;NOM;SG;3	N;INAN;NOM;NEUT;PL
kalkış	зльоту	kalkış	зліт	N;NOM;SG;3	N;INAN;GEN;MASC;SG
kıbrıslı	кіпрський	kıbrıslı	кіпрський		ADJ;NOM;MASC;SG
dişli	спорядження	dişli	спорядження		N;INAN;NOM;NEUT;SG
dişli	gear	dişli	gear		
dişli	gears	dişli	gears		
dişli	зуби	dişli	зуб		N;INAN;NOM;MASC;PL
aids	снід	aids	снід		N;INAN;NOM;MASC;SG
aids	снід	aids	снід		N;INAN;NOM;MASC;SG
anders	андерс	anders	андерс		PROPN;ANIM;NOM;MASC;SG
marilyn	мерилін	marilyn	мерилін		PROPN;ANIM;NOM;FEM;SG
talepleri	вимагає	talep	вимагати	N;NOM;PL;3	V;IPFV;IND;SG;3;PRS;FIN
sıkıntılar	незручності	sıkıntı	незручність	N;NOM;PL;3	N;INAN;ACC;FEM;PL
çalı	буш	çalı	бути		
çalı	кущ	çalı	кущ		N;INAN;NOM;MASC;SG
azalan	низом	azal	низом		N;INAN;INS;MASC;SG
laik	вікова	laik	віковий		N;INAN;NOM;FEM;SG
laik	вікові	laik	вік		ADJ;NOM;PL
hamburger	burger	hamburger	burger		
hamburger	гамбургер	hamburger	гамбургер		N;INAN;NOM;MASC;SG
olgu	явище	olgu	явище		N;INAN;NOM;NEUT;SG
olgu	феномен	olgu	феномен		N;INAN;NOM;MASC;SG
darth	дарт	darth	дарта		N;ANIM;NOM;MASC;SG
sapma	відхилення	sap	відхилення		N;INAN;NOM;NEUT;SG
sapma	відволікання	sap	відволікання		N;INAN;NOM;NEUT;SG
küp	кубик	küp	кубик		N;INAN;NOM;MASC;SG
küp	куб	küp	куб		
küp	кубики	küp	кубик		N;INAN;NOM;MASC;PL
küp	кубічна	küp	кубічний		ADJ;NOM;FEM;SG
küp	кубічний	küp	кубічний		ADJ;NOM;MASC;SG
asgari	мінімальна	asgari	мінімальний		ADJ;NOM;FEM;SG
asgari	мінімальний	asgari	мінімальний		ADJ;NOM;MASC;SG
asgari	мінімум	asgari	мінім		N;INAN;NOM;MASC;SG
asgari	мінімально	asgari	мінімально		ADV
asgari	мінімальне	asgari	мінімальний		ADJ;NOM;NEUT;SG
asgari	мінімальна	asgari	мінімальний		ADJ;NOM;FEM;SG
asgari	мінімальне	asgari	мінімальний		ADJ;NOM;NEUT;SG
metz	мец	metz	мець	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
memeli	mammalian	memel	mammalian		
memeli	ссавці	memel	ссавець		N;ANIM;NOM;MASC;PL
memeli	ссавців	memel	ссавець		N;ANIM;ACC;MASC;PL
bekliyorum	очікування	bekle	очікування	V;PROG;IND;SG;1;POS;INFM;PRS	N;INAN;NOM;NEUT;SG
bekliyorum	чекаю	bekle	чекати	V;PROG;IND;SG;1;POS;INFM;PRS	V;IPFV;IND;SG;1;PRS;FIN
medici	медічі	medici	медіч		PROPN;ANIM;NOM;FEM;SG
aria	арія	aria	арія	PROPN;NOM;SG;3	N;ANIM;NOM;FEM;SG
girdiler	вхідні	gir	вхідний	V;PFV;IND;PL;3;POS;PST	ADJ;NOM;PL
girdiler	записів	gir	запис	V;PFV;IND;PL;3;POS;PST	N;INAN;GEN;MASC;PL
girdiler	пункти	gir	пункт	V;PFV;IND;PL;3;POS;PST	N;INAN;NOM;MASC;PL
girdiler	записи	gir	запис	V;PFV;IND;PL;3;POS;PST	N;INAN;NOM;MASC;PL
girdiler	елементи	gir	елемент	V;PFV;IND;PL;3;POS;PST	N;INAN;NOM;MASC;PL
çekilme	зняття	çek	зняття	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;INAN;NOM;NEUT;SG
gökyüzü	небом	gökyüzü	небо		N;INAN;INS;NEUT;SG
gökyüzü	небо	gökyüzü	небо		N;INAN;NOM;NEUT;SG
gökyüzü	небо	gökyüzü	небо		N;INAN;NOM;NEUT;SG
ala	ала	ala	ала		
tüneli	тунель	tüneli	тунель	N;ACC;SG;3	N;INAN;NOM;MASC;SG
alto	альто	alto	альто		
aranan	шукаючи	ara	шукати		V;IPFV;PRS;V.CVB
aranan	хотів	ara	хотіти		V;IPFV;MASC;IND;SG;PST;FIN
aranan	захотіли	ara	захотіти		V;PFV;IND;PL;PST;FIN
aranan	хотіли	ara	хотіти		V;IPFV;IND;PL;PST;FIN
aranan	хотіла	ara	хотіти		V;IPFV;FEM;IND;SG;PST;FIN
yenileme	скинути	yenilem	скинути		V;PFV;NFIN
yenileme	відновити	yenilem	відновити		V;PFV;NFIN
yenileme	скидати	yenilem	скидати		V;IPFV;NFIN
yenileme	відновлення	yenilem	відновлення		N;INAN;NOM;NEUT;SG
yenileme	реставрація	yenilem	реставрація		N;INAN;NOM;FEM;SG
yenileme	реконструкція	yenilem	реконструкція		N;INAN;NOM;FEM;SG
alfonso	альфонсо	alfonso	альфонсо	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
nottingham	ноттінгем	nottingham	ноттінг	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
davranışlar	поведінка	davranış	поведінка	N;NOM;PL;3	N;INAN;NOM;FEM;SG
davranışlar	поведінка	davranış	поведінка	N;NOM;PL;3	N;INAN;NOM;FEM;SG
davranışlar	поведінка	davranış	поведінка	N;NOM;PL;3	N;INAN;NOM;FEM;SG
joyce	джойс	joyce	джойс		PROPN;ANIM;NOM;MASC;SG
cromwell	кромвель	cromwell	кромвель	PROPN;NOM;SG;3	N;INAN;NOM;MASC;SG
finanse	фінансування	finanse	фінансування		N;INAN;NOM;NEUT;SG
finanse	фінанси	finanse	фінанса		N;INAN;NOM;MASC;PL
finanse	фінансується	finanse	фінансуватися		V;IPFV;IND;SG;3;PRS;FIN
finanse	фінансування	finanse	фінансування		N;INAN;NOM;NEUT;SG
anya	аня	anya	аня		N;ANIM;NOM;FEM;SG
taksi	таксі	taksi	таксі		INTJ
taksi	таксі	taksi	таксі		INTJ
mönchengladbach	менхенгладбах	mönchengladbach	менхенгладба	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
demiryolları	залізниця	demiryol	залізниця	N;NOM;PL;3	N;INAN;NOM;FEM;SG
mülteci	біженців	mülteci	біженець		N;ANIM;ACC;MASC;PL
mülteci	біженців	mülteci	біженець		N;ANIM;ACC;MASC;PL
soyuz	союз	soyuz	союз		N;INAN;NOM;MASC;SG
mafya	мафія	mafya	мафія		N;INAN;NOM;FEM;SG
liberty	свобода	liberty	свобода	PROPN;NOM;SG;3	N;INAN;NOM;FEM;SG
carmen	кармен	carmen	кармен	PROPN;NOM;SG;3	N;ANIM;NOM;FEM;SG
mozambik	мозамбіку	mozambik	мозамбіка	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
dogg	dogg	dogg	dogg		
faso	фасо	faso	фасо		
carroll	керролл	carroll	керролл	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
pavel	павел	pavel	павелти		PROPN;ANIM;NOM;MASC;SG
pavel	павел	pavel	павелти		PROPN;ANIM;NOM;MASC;SG
pavel	павло	pavel	павий		PROPN;ANIM;NOM;MASC;SG
derby	дербі	derby	дербий		PROPN;INAN;NOM;MASC;SG
içecek	напої	iç	напій	V;PFV;IND;POS;FUT	N;INAN;NOM;MASC;PL
içecek	пити	iç	пити	V;PFV;IND;POS;FUT	V;IPFV;NFIN
içecek	напій	iç	напій	V;PFV;IND;POS;FUT	N;INAN;NOM;MASC;SG
içecek	напої	iç	напій	V;PFV;IND;POS;FUT	N;INAN;NOM;MASC;PL
içecek	напої	iç	напій	V;PFV;IND;POS;FUT	N;INAN;NOM;MASC;PL
içecek	алкоголю	iç	алкоголь	V;PFV;IND;POS;FUT	N;INAN;GEN;MASC;SG
içecek	напої	iç	напій	V;PFV;IND;POS;FUT	N;INAN;NOM;MASC;PL
nar	нар	nar	нар		
nar	гранат	nar	гранат		N;INAN;GEN;FEM;PL
nar	граната	nar	граната		N;INAN;NOM;FEM;SG
sine	синус	sin	синутися		N;INAN;NOM;MASC;SG
ithaf	рішучість	ithaf	рішучість		N;INAN;NOM;FEM;SG
ithaf	присвятити	ithaf	присвятити		V;PFV;NFIN
spiral	спіраль	spiral	спіраль		N;INAN;NOM;FEM;SG
çarpma	множення	çarp	множення		N;INAN;NOM;NEUT;SG
çarpma	вплив	çarp	вплив		N;INAN;NOM;MASC;SG
ellis	елліс	ellis	елліс		PROPN;ANIM;NOM;MASC;SG
enstitü	інститут	enstit	інститут		N;INAN;NOM;MASC;SG
enstitü	установа	enstit	установий		N;INAN;NOM;FEM;SG
enstitü	інститут	enstit	інститут		N;INAN;NOM;MASC;SG
enstitü	установи	enstit	установа		N;INAN;NOM;FEM;PL
anal	анальний	anal	анальний		ADJ;NOM;MASC;SG
haz	ласки	haz	ласка		N;INAN;NOM;FEM;PL
haz	задоволенням	haz	задоволення		N;INAN;INS;NEUT;SG
haz	задоволення	haz	задоволення		N;INAN;NOM;NEUT;SG
aylar	місяці	ay	місяць		N;INAN;NOM;MASC;PL
aylar	місяцями	ay	місяцями		N;INAN;INS;MASC;PL
aylar	місяців	ay	місяць		N;INAN;GEN;MASC;PL
aylar	супутники	ay	супутник		N;ANIM;NOM;MASC;PL
tahminen	імовірно	tahmin	імовірно		ADV
bildiri	декларація	bildiri	декларація		N;INAN;NOM;FEM;SG
bildiri	оголошення	bildiri	оголошення		N;INAN;NOM;NEUT;SG
mao	мао	mao	мао		
lokomotiv	локомотив	lokomotiv	локомомоти		N;INAN;NOM;MASC;SG
doi	doi	doi	doi		
çizgiler	рядками	çizgi	рядок	N;NOM;PL;3	N;INAN;INS;MASC;PL
çizgiler	рядків	çizgi	рядок	N;NOM;PL;3	N;INAN;GEN;MASC;PL
çizgiler	лініями	çizgi	лінія	N;NOM;PL;3	N;INAN;INS;FEM;PL
mülkiyet	властивості	mülkiyet	властивість	N;NOM;SG;3	N;INAN;NOM;FEM;PL
mülkiyet	майна	mülkiyet	майна	N;NOM;SG;3	N;INAN;GEN;MASC;SG
mülkiyet	власники	mülkiyet	власник	N;NOM;SG;3	N;ANIM;NOM;MASC;PL
hyundai	hyundai	hyundai	hyundai	N;NOM;SG;3	
tramvay	трамваї	tramvay	трамвай	N;NOM;SG;3	N;INAN;NOM;MASC;PL
tramvay	general	tramvay	general	N;NOM;SG;3	
ithal	імпортовано	ithal	імпортувати		V;PFV;IND;0;FIN
ithal	імпортовані	ithal	імпортований		ADJ;PFV;NOM;PL;V.PTCP;PASS
ithal	імпорт	ithal	імпорт		N;INAN;NOM;MASC;SG
ithal	імпорт	ithal	імпорт		N;INAN;NOM;MASC;SG
monako	монако	monako	монако	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
romanlar	roma	roman	roma	N;NOM;PL;3	
romanlar	рома	roman	рома	N;NOM;PL;3	PROPN;ANIM;NOM;MASC;SG
romanlar	романів	roman	роман	N;NOM;PL;3	N;INAN;GEN;MASC;PL
iafd	iafd	iafd	iafd		
scooby	скубі	Scooby	скуба		N;ANIM;NOM;MASC;SG
tedarik	надати	tedarik	надати	N;NOM;SG;3	V;PFV;NFIN
tedarik	закупівлю	tedarik	закупівити	N;NOM;SG;3	N;INAN;ACC;FEM;SG
tedarik	закупівлі	tedarik	закупівля	N;NOM;SG;3	N;INAN;NOM;FEM;PL
luna	луна	li	луна		N;INAN;NOM;FEM;SG
faiz	відсотки	faiz	відсоток		N;INAN;NOM;MASC;PL
faiz	зацікавлення	faiz	зацікавлення		N;INAN;NOM;NEUT;SG
faiz	відсоткова	faiz	відсотковий		ADJ;NOM;FEM;SG
faiz	інтерес	faiz	інтерес		N;INAN;NOM;MASC;SG
faiz	вигода	faiz	вигода		N;INAN;NOM;FEM;SG
çalışanları	працівники	çalışan	працівник	N;ACC;PL;3	N;ANIM;NOM;MASC;PL
namibya	намібія	namibya	намібія	PROPN;NOM;SG;3	N;INAN;NOM;FEM;SG
liège	льєж	liège	льєж	PROPN;NOM;SG;3	PROPN;INAN;NOM;MASC;SG
vie	ві	vie	ві		
survivor	survivor	survivor	survivor	N;NOM;SG;3	
mon	мон	mon	мон		
mon	mon	mon	mon		
döviz	валюту	döviz	валюта	N;NOM;SG;3	N;INAN;ACC;FEM;SG
döviz	валюти	döviz	валюти	N;NOM;SG;3	N;INAN;NOM;FEM;PL
döviz	forex	döviz	forex	N;NOM;SG;3	
şer	зла	şer	зло		N;INAN;NOM;NEUT;SG
şer	злом	şer	злом		N;INAN;INS;MASC;SG
şer	evil	şer	evil		
şer	зло	şer	зло		N;INAN;NOM;NEUT;SG
yakalanan	зловили	yakala	зловити	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN
yakalanan	спіймав	yakala	спіймати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
yakalanan	полон	yakala	полон	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;INAN;NOM;MASC;SG
yakalanan	спіймав	yakala	спіймати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
yakalanan	захопили	yakala	захопити	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN
yakalanan	захоплені	yakala	захоплений	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
çikolata	цукерок	çikolata	цукерка		N;INAN;GEN;FEM;PL
çikolata	шоколад	çikolata	шоколад		N;INAN;NOM;MASC;SG
kenarları	краї	kenar	край	ADJ;NOM;PL;3	N;INAN;NOM;MASC;PL
kayıpları	втрат	kayıp	втрата	N;ACC;PL;3	N;INAN;GEN;FEM;PL
kayıpları	збитки	kayıp	збиток	N;ACC;PL;3	N;INAN;NOM;MASC;PL
kayıpları	програш	kayıp	програш	N;ACC;PL;3	N;INAN;NOM;MASC;SG
yap	make	yap	make	V;PFV;IMP;SG;2;POS;PRS	
balta	осі	balta	осо		N;INAN;NOM;FEM;PL
balta	сокира	balta	сокира		N;INAN;NOM;FEM;SG
izi	друк	izi	друк		N;INAN;NOM;MASC;SG
izi	надрукувати	izi	надрукувати		V;PFV;NFIN
izi	друкувати	izi	друкувати		V;IPFV;NFIN
wang	ван	wang	ван		
ortası	середня	orta	середній		ADJ;NOM;FEM;SG
ortası	посередині	orta	посередина		ADV
ortası	середньої	orta	середній		ADJ;GEN;FEM;SG
ortası	середина	orta	середина		N;INAN;NOM;FEM;SG
ortası	середній	orta	середній		ADJ;NOM;MASC;SG
ortası	середина	orta	середина		N;INAN;NOM;FEM;SG
ortası	середини	orta	середина		N;INAN;NOM;FEM;PL
vakum	вакуум	vakum	вакуум		N;INAN;NOM;MASC;SG
mainz	mainz	mainz	mainz	PROPN;NOM;SG;3	
minogue	міноуг	minogue	міноуга		PROPN;ANIM;NOM;FEM;SG
jeanne	іванна	Teanne	іванний		PROPN;ANIM;NOM;FEM;SG
jeanne	джоан	Teanne	джоан		PROPN;ANIM;NOM;FEM;SG
jeanne	жанна	Teanne	жанний		PROPN;ANIM;NOM;FEM;SG
içeriğe	контент	içerik	контент	N;DAT;SG;3	N;INAN;NOM;MASC;SG
içeriğe	вміст	içerik	вміст	N;DAT;SG;3	N;INAN;NOM;MASC;SG
içeriğe	зміст	içerik	зміст	N;DAT;SG;3	N;INAN;NOM;MASC;SG
içeriğe	матеріали	içerik	матеріал	N;DAT;SG;3	N;INAN;NOM;MASC;PL
rütbe	вартості	rütbe	вартість	N;NOM;SG;3	N;INAN;GEN;FEM;PL
dürüst	відвертий	dürüst	відвертий		ADJ;NOM;MASC;SG
dürüst	чесне	dürüst	чесний		ADJ;NOM;NEUT;SG
dürüst	чесна	dürüst	чесний		ADJ;NOM;FEM;SG
dürüst	чесний	dürüst	чесний		ADJ;NOM;MASC;SG
dürüst	щире	dürüst	щирий		ADJ;NOM;NEUT;SG
giorgio	джорджо	giorgio	джорджо	PROPN;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
stan	стан	stan	стан		N;INAN;NOM;MASC;SG
stan	стен	stan	стен		
nuh	ной	nuh	ной		N;ANIM;NOM;MASC;SG
nuh	ноя	nuh	мій		
pilav	рис	pilav	риса	N;NOM;SG;3	N;INAN;GEN;FEM;PL
pilav	рису	pilav	риса	N;NOM;SG;3	N;INAN;ACC;FEM;SG
vida	плювати	vida	плювати		V;IPFV;NFIN
vida	віда	vida	віда		
vida	vida	vida	vida		
vida	грається	vida	гратися		V;IPFV;IND;SG;3;PRS;FIN
andrey	андрій	andrey	андрій		PROPN;ANIM;NOM;MASC;SG
andrey	кириченко	andrey	кириченко		PROPN;ANIM;NOM;FEM;SG
montpellier	монпельє	montpelli	монпельє	PROPN;NOM;SG;3	PROPN;INAN;NOM;NEUT;SG
mediawiki	mediawiki	mediawik	mediawiki	N;NOM;SG;3	
böcekler	комах	böcek	комаха	N;NOM;PL;3	N;ANIM;ACC;FEM;PL
böcekler	жуків	böcek	жук	N;NOM;PL;3	N;ANIM;ACC;MASC;PL
böcekler	вад	böcek	вад	N;NOM;PL;3	N;INAN;GEN;FEM;PL
elliott	еліот	elliott	еліот		PROPN;ANIM;NOM;MASC;SG
geleceğin	майбутнє	gelecek	майбутнє	ADJ;GEN;SG;3	ADJ;NOM;NEUT;SG
şapka	капелюхи	şapka	капелюха		N;INAN;NOM;MASC;PL
şapka	шапочки	şapka	шапочка		N;INAN;NOM;FEM;PL
şapka	шапка	şapka	шапка		N;INAN;NOM;FEM;SG
şapka	кап	şapka	кап		
şapka	шапка	şapka	шапка		N;INAN;NOM;FEM;SG
şapka	капелюх	şapka	капелюю		N;INAN;NOM;MASC;SG
maine	мен	maine	я	PROPN;NOM;SG;3	
hapishane	тюрмах	hapishan	тюрма		N;INAN;ESS;FEM;PL
hapishane	тюрму	hapishan	тюрма		N;INAN;ACC;FEM;SG
hapishane	ґрати	hapishan	ґрати		N;INAN;NOM;MASC;PL
hapishane	тюрма	hapishan	тюрма		N;INAN;NOM;FEM;SG
hapishane	тюрми	hapishan	тюрма		N;INAN;NOM;FEM;PL
yakınlığı	близькості	yakınlık	близькість	N;NOM;SG;3	N;INAN;DAT;FEM;SG
karakol	станція	karakol	станція		N;INAN;NOM;FEM;SG
karakol	станції	karakol	станція		N;INAN;NOM;FEM;PL
karakol	вокзал	karakol	вокзал		N;INAN;NOM;MASC;SG
karakol	форпост	karakol	форпост		N;INAN;NOM;MASC;SG
lastik	гумові	lastik	гумовий		ADJ;NOM;PL
lastik	шини	lastik	шина		N;INAN;NOM;FEM;PL
lastik	шина	lastik	шина		N;INAN;NOM;FEM;SG
lastik	колесо	lastik	колесо		N;INAN;NOM;NEUT;SG
encyclopædia	encyclopædia	encyclopori	encyclopædia	N;ESS;SG;3	
nickelodeon	nickelodeon	nickelodeon	nickelodeon	N;NOM;SG;3	
chen	чен	chen	чен		
chen	чень	chen	чень		
unutulmaz	незабутні	unut	незабутній	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;NOM;PL
unutulmaz	незабутній	unut	незабутній	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;NOM;MASC;SG
korosu	приспів	koro	присп	N;NOM;SG;3	
korosu	шевченка	koro	шевченко	N;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
lily	лілі	lily	ліль		PROPN;ANIM;NOM;FEM;SG
lily	лілія	lily	лілія		N;ANIM;NOM;FEM;SG
limit	границі	limit	границя		N;INAN;NOM;FEM;PL
limit	межі	limit	межа		N;INAN;NOM;FEM;PL
limit	обмеження	limit	обмеження		N;INAN;NOM;NEUT;SG
limit	ліміт	limit	ліміт		N;INAN;NOM;MASC;SG
limit	межа	limit	межа		N;INAN;NOM;FEM;SG
limit	обмежити	limit	обмежити		V;PFV;NFIN
limit	обмеження	limit	обмеження		N;INAN;NOM;NEUT;SG
private	приватні	privat	приватний	N;NOM;SG;3	ADJ;NOM;PL
private	приватна	privat	приватний	N;NOM;SG;3	ADJ;NOM;FEM;SG
private	особисте	privat	особистий	N;NOM;SG;3	ADJ;NOM;NEUT;SG
