relativity	relativnost	relativita	relativnost	N;NOM;FEM;PL	N;NOM;FEM;SG
summer	poletno	summer	poleten	INTJ	ADJ;NOM;NEUT;SG
summer	poleti	summer	poleti	INTJ	ADV
summer	poletje	summer	poletje	INTJ	N;NOM;NEUT;SG
edmonton	edmonton	edmonton	edmonton	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
spomenúť	omenjen	spomenúť	omenjen	V;PFV;POS;NFIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
potvrdené	potrjeni	potvrdený	potrjen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
komerčné	trgovina	komerčný	trgovina	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
komerčné	komercialne	komerčný	komercialen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
komerčné	reklama	komerčný	reklama	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
komerčné	komercialno	komerčný	komercialen	ADJ;NOM;NEUT;SG	ADV
ohlas	resonance	ohlas	resonanca	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
povie	pripoveduje	povedať	pripovedovati	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
spôsobov	načine	spôsob	način	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
spôsobov	načini	spôsob	način	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
vietnam	vietnam	vieton	vieten	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
fasáda	fasado	fasád	fasada	N;NOM;FEM;SG	N;ACC;FEM;SG
fasáda	fasade	fasád	fasada	N;NOM;FEM;SG	N;NOM;FEM;PL
cudzie	tuje	cudzí	tuj	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
cudzie	tuji	cudzí	tuj	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
stratégie	strategij	stratégia	strategija	N;NOM;FEM;PL	N;GEN;FEM;PL
stratégie	strategijo	stratégia	strategija	N;NOM;FEM;PL	N;ACC;FEM;SG
stratégie	strategija	stratégia	strategija	N;NOM;FEM;PL	N;NOM;FEM;SG
výrobné	izdelava	výrobný	izdelava	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
výrobné	proizvodnja	výrobný	proizvodnja	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
jednotlivca	individualna	jednotlivec	individualen	N;ANIM;ACC;MASC;SG	ADJ;NOM;FEM;SG
jednotlivca	posamezna	jednotlivec	posamezen	N;ANIM;ACC;MASC;SG	ADJ;NOM;FEM;SG
jednotlivca	posamezno	jednotlivec	posamezno	N;ANIM;ACC;MASC;SG	ADJ;NOM;NEUT;SG
jednotlivca	individualno	jednotlivec	individualno	N;ANIM;ACC;MASC;SG	ADV
jednotlivca	posamezni	jednotlivec	posamezen	N;ANIM;ACC;MASC;SG	ADJ;NOM;MASC;PL
jednotlivca	posameznik	jednotlivec	posameznik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
gravitácia	gravitacijo	gravitácia	gravitacija	N;NOM;FEM;SG	N;ACC;FEM;SG
hotela	hotel	hotel	hoteti	N;INAN;GEN;MASC;SG	V;IPFV;MASC;SG;V.PTCP
jazykovej	jezikovno	jazykový	jezikoven	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
zátvorkách	oklepaju	zátvorka	oklepaj	N;GEN;FEM;PL	N;DAT;MASC;SG
zátvorkách	nosilci	zátvorka	nosilec	N;GEN;FEM;PL	N;NOM;MASC;PL
zátvorkách	oklepajih	zátvorka	oklepaj	N;GEN;FEM;PL	N;ESS;MASC;PL
tag	označi	tag	označiti		V;PFV;IND;SG;3;PRS;FIN
tag	oznaka	tag	oznakati		N;NOM;FEM;SG
gen	gen	gen	gen		N;NOM;MASC;SG
konflikty	navzkrižje	konflikt	navzkrižje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
konflikty	spor	konflikt	spor	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
konflikty	konflikt	konflikt	konflikt	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
konflikty	spopad	konflikt	spopad	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
oto	otto	oto	otto	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
joachim	joachim	joachi	joach	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
pokračovalo	nadaljevanje	pokračovať	nadaljevanje	V;IPFV;NEUT;SG;POS;PST;V.PTCP	N;NOM;NEUT;SG
stretla	izpolnjeni	stretnúť	izpolnjen	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
stretla	met	stretnúť	met	V;PFV;FEM;SG;POS;PST;V.PTCP	
fasády	fasad	fasáda	fasada	N;NOM;FEM;PL	N;GEN;FEM;PL
zla	zlobna	zlo	zloben	N;GEN;NEUT;SG	ADJ;NOM;FEM;SG
zla	zlo	zlo	zlo	N;GEN;NEUT;SG	
zla	hudoben	zlo	hudoben	N;GEN;NEUT;SG	ADJ;NOM;INDF;MASC;SG
zla	zloben	zlo	zloben	N;GEN;NEUT;SG	ADJ;NOM;INDF;MASC;SG
zla	zlobno	zlo	zlobno	N;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
hnedý	rjavi	hnedý	rjav	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
hnedý	rjave	hnedý	rjav	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
vedený	vodeni	vedený	voden	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL
vedený	voden	vedený	voden	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG
emeritný	emeritus	emeritný	emeritus	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
príspevkov	prispevki	príspevok	prispevek	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
príspevkov	objave	príspevok	objava	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
ring	prstan	ring	prstan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ring	ring	ring	ring	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ring	obroč	ring	obroč	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ron	rona	ron	rona	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
ron	ron	ron	ron	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
taiwan	tajvana	taiwan	tajvan	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
taiwan	tajvan	taiwan	tajvan	N;INAN;NOM;MASC;SG	
sfarbenie	barvil	sfarbenie	barvilo	N;NOM;NEUT;SG	N;GEN;NEUT;PL
spravodlivosť	poštenosti	spravodlivosť	poštenost	N;NOM;FEM;SG	N;GEN;FEM;SG
naživo	živi	naživo	živeti	ADV	V;IPFV;IND;SG;3;PRS;FIN
naživo	živeti	naživo	živeti	ADV	V;IPFV;NFIN
naživo	živel	naživo	živeti	ADV	V;IPFV;MASC;SG;V.PTCP
naživo	live	naživo	liva	ADV	N;NOM;FEM;SG
naživo	živeli	naživo	živeti	ADV	V;IPFV;MASC;PL;V.PTCP
naživo	živela	naživo	živeti	ADV	V;IPFV;FEM;SG;V.PTCP
nájdený	najdeno	nájdený	najden	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;RL;NEUT;SG
nájdený	najdeni	nájdený	najden	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;RL;MASC;PL
nájdený	najdena	nájdený	najden	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;RL;FEM;SG
miro	miro	miro	mira	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
sprievodné	spremljevalne	sprievodný	spremljevalen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
svätec	sveti	svätec	svet	N;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
svätec	saint	svätec	saint	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
slobodná	enotnega	slobodný	enoten	ADJ;NOM;FEM;SG	ADJ;GEN;NEUT;SG
slobodná	single	slobodný	singla	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
slobodná	samski	slobodný	samski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
stoviek	sto	stovka	sto	N;GEN;FEM;PL	NUM;NOM;PL
stoviek	stotine	stovka	stotina	N;GEN;FEM;PL	N;NOM;FEM;SG
osvetlenie	osvetlitve	osvetlenie	osvetlitev	N;NOM;NEUT;SG	N;NOM;FEM;PL
osvetlenie	razsvetljavo	osvetlenie	razsvetljava	N;NOM;NEUT;SG	N;ACC;FEM;SG
ein	ein	ein	ein	PROPN;ANIM;NOM;MASC;SG	
vyvinutá	razvite	vyvinutý	razvit	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL
vyvinutá	razviti	vyvinutý	razviti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NFIN
alpách	alp	alpa	alp	N;GEN;FEM;PL	PROPN;NOM;FEM;SG
alpách	alpe	alpa	alpa	N;GEN;FEM;PL	N;NOM;MASC;SG
alpách	alpah	alpa	alpah	N;GEN;FEM;PL	N;ESS;FEM;PL
fish	ribi	fish	riba	PROPN;ANIM;VOC;MASC;SG	N;NOM;FEM;SG
fish	riba	fish	riba	PROPN;ANIM;VOC;MASC;SG	N;NOM;FEM;SG
fish	ribe	fish	riba	PROPN;ANIM;VOC;MASC;SG	N;NOM;FEM;PL
fish	ribice	fish	ribica	PROPN;ANIM;VOC;MASC;SG	N;NOM;FEM;PL
fish	ribo	fish	riba	PROPN;ANIM;VOC;MASC;SG	N;ACC;FEM;SG
štandardné	privzeta	štandardný	privzet	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
štandardné	privzeto	štandardný	privzet	ADJ;NOM;NEUT;SG	ADV
štandardné	standard	štandardný	standard	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
sobáš	poroke	sobáš	poroka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
sobáš	poroko	sobáš	poroka	N;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
tance	plese	tanec	plesti	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
tance	pleše	tanec	pleš	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
johanna	ivana	johanna	ivan	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
johanna	johanna	johanna	johanna	N;ANIM;ACC;MASC;SG	ADJ;NOM;FEM;SG
temple	svetišče	templo	svetišče	PROPN;NOM;FEM;SG	N;NOM;NEUT;SG
temple	tempelj	templo	tempelj	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
temple	hram	templo	hrama	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
temple	temple	templo	temple	PROPN;NOM;FEM;SG	
oslo	oslo	oslo	oslo	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
užívateľov	uporabniki	užívateľ	uporabnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
mladšieho	mlajši	mladý	mlad	ADJ;GEN;CMPR;NEUT;SG	ADJ;NOM;DEF;CMPR;MASC;SG
mladšieho	mlajša	mladý	mlad	ADJ;GEN;CMPR;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
mladšieho	mlajše	mladý	mlad	ADJ;GEN;CMPR;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
got	dobil	got	dobiti		V;PFV;MASC;SG;V.PTCP
got	got	got	got		N;NOM;MASC;SG
greg	grega	greg	grega	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
greg	greg	greg	greg	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pasažierov	potniki	pasažier	potnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
príjmy	prihodek	príjmy	prihodek	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
príjmy	dohodek	príjmy	dohodek	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
príjmy	dohodka	príjmy	dohodek	N;INAN;NOM;MASC;PL	N;GEN;MASC;SG
príjmy	prihodek	príjmy	prihodek	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
vírus	virusa	vírus	virus	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
vírus	virusi	vírus	virus	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
partner	partnerja	partner	partner	N;ANIM;NOM;MASC;SG	N;NOM;MASC;DU
dokončené	zaključene	dokončený	zaključen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
dokončené	končala	dokončený	končati	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP
závislé	odvisni	závislý	odvisen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
závislé	vzdrževani	závislý	vzdrževan	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
závislé	odvisnosti	závislý	odvisnost	ADJ;NOM;NEUT;SG	N;GEN;FEM;SG
italia	italia	italia	italia	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
baláž	balazs	baláž	balazs	PROPN;ANIM;NOM;MASC;SG	
oblečenie	oblačila	oblečenie	oblačilo	N;NOM;NEUT;SG	N;NOM;NEUT;PL
oblečenie	obleke	oblečenie	obleka	N;NOM;NEUT;SG	N;NOM;FEM;PL
oblečenie	oblačil	oblečenie	oblačilo	N;NOM;NEUT;SG	N;GEN;NEUT;PL
oblečenie	oblačila	oblečenie	oblačilo	N;NOM;NEUT;SG	N;NOM;NEUT;PL
oblečenie	obleke	oblečenie	obleka	N;NOM;NEUT;SG	N;NOM;FEM;PL
oblečenie	oblačila	oblečenie	oblačilo	N;NOM;NEUT;SG	N;NOM;NEUT;PL
zima	mrzlo	zima	mrzel	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zima	hladno	zima	hladen	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zima	mrzla	zima	mrzel	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
zima	mrzel	zima	mrzel	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
zima	zimska	zima	zimski	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
zima	zimsko	zima	zimski	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zima	zimo	zima	zima	N;NOM;FEM;SG	N;ACC;FEM;SG
dennis	dennis	dennis	dennis	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
dennis	denis	dennis	denis	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
mpeg	mpeg	mpeg	mpeg		N;NOM;MASC;SG
povstalcov	uporniki	povstalec	upornik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
kresťania	kristjane	kresťanie	kristjan	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
kresťania	kristjanov	kresťanie	kristjan	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
jednotné	enotnega	jednotný	enoten	ADJ;NOM;NEUT;SG	ADJ;GEN;NEUT;SG
jednotné	single	jednotný	singla	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
jednotné	samski	jednotný	samski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
jednotné	uniforma	jednotný	uniforma	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
jednotné	uniformo	jednotný	uniforma	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG
spôsobená	povzročila	spôsobený	povzročiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;V.PTCP
spôsobená	povzročil	spôsobený	povzročiti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
parsons	parsons	parsons	parsons	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
železné	železo	železný	želez	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
železné	železov	železný	želez	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
železné	železo	železný	želez	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
železné	železov	železný	želez	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
železné	železa	železný	železo	ADJ;NOM;NEUT;SG	N;GEN;NEUT;SG
pen	pen	pen	pen	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pen	pero	pen	peri	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
jadrá	zrnju	jadrý	zrnje	N;NOM;NEUT;PL	N;DAT;NEUT;SG
campo	campo	campo	campo	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
suché	suhe	suchý	suh	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
suché	posuši	suchý	posušiti	ADJ;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
suché	suho	suchý	suh	ADJ;NOM;NEUT;SG	ADV
opraviť	popravila	opraviť	popravilo	V;PFV;POS;NFIN	N;NOM;NEUT;PL
opraviť	popravilo	opraviť	popravilo	V;PFV;POS;NFIN	N;NOM;NEUT;SG
opraviť	fix	opraviť	fix	V;PFV;POS;NFIN	N;NOM;MASC;SG
opraviť	pravilno	opraviť	pravilno	V;PFV;POS;NFIN	ADV
opraviť	pravilna	opraviť	pravilen	V;PFV;POS;NFIN	ADJ;NOM;FEM;SG
opraviť	pravilen	opraviť	pravilen	V;PFV;POS;NFIN	ADJ;NOM;INDF;MASC;SG
opraviť	pravilni	opraviť	pravilen	V;PFV;POS;NFIN	ADJ;NOM;MASC;PL
snehu	sneg	sneh	sneg	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
gaga	gaga	gaga	gaga	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
známu	znana	známy	znan	N;ACC;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
známu	znane	známy	znan	N;ACC;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
známu	znan	známy	znan	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
známu	znani	známy	znan	N;ACC;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
známu	znano	známy	znan	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
známu	poznan	známy	poznan	N;ACC;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
url	url	url	url		N;NOM;MASC;SG
civilistov	civilisti	civilista	civilist	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
závody	dirk	závod	dirka	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
závody	dirkah	závod	dirka	N;INAN;NOM;MASC;PL	N;ESS;FEM;PL
bruseli	bruselj	brusieť	bruselj	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG
zimy	zime	zim	zima	N;NOM;FEM;PL	N;NOM;FEM;SG
zimy	winters	zim	winters	N;NOM;FEM;PL	
stratu	izguba	strata	izguba	N;ACC;FEM;SG	N;NOM;FEM;SG
blake	blake	blak	blak	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
teoretický	teoretično	teoretický	teoretično	ADJ;ANIM;NOM;MASC;SG	ADV
teoretický	teoretični	teoretický	teoretičen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
trofej	pokal	trofej	pokal	N;ACC;FEM;SG	N;NOM;MASC;SG
trofej	trofeja	trofej	trofe	N;ACC;FEM;SG	N;NOM;FEM;SG
jeruzaleme	jeruzalem	jeruzalem	jeruzalem	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
kultúr	kulture	kultúra	kultura	N;GEN;FEM;PL	N;NOM;FEM;PL
plná	full	plný	full	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
plná	polno	plný	polno	ADJ;NOM;FEM;SG	ADV
plná	polni	plný	poln	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
stavali	zgrajeno	stavať	zgrajen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
stavali	zgrajen	stavať	zgrajen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
stavali	zgrajeni	stavať	zgrajen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
stavali	zgradil	stavať	zgraditi	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
stavali	zgrajena	stavať	zgrajen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
námorníctvo	mornariška	námorníctvo	mornariški	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
námorníctvo	mornariški	námorníctvo	mornariški	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
námorníctvo	mornarice	námorníctvo	mornarica	N;NOM;NEUT;SG	N;NOM;FEM;PL
riadiť	vodeni	riadiť	voden	V;IPFV;POS;NFIN	ADJ;NOM;MASC;PL
riadiť	vodeno	riadiť	voden	V;IPFV;POS;NFIN	ADJ;NOM;NEUT;SG
riadiť	vodena	riadiť	voden	V;IPFV;POS;NFIN	ADJ;NOM;FEM;SG
riadiť	voden	riadiť	voden	V;IPFV;POS;NFIN	N;NOM;MASC;SG
riadiť	krmilo	riadiť	krmilo	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
mladšie	mlajši	mladý	mlad	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
mladšie	mlajša	mladý	mlad	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
mladšie	mlajše	mladý	mlad	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
pivo	piva	pivo	pivo	N;NOM;NEUT;SG	N;GEN;NEUT;SG
pivo	ale	pivo	ale	N;NOM;NEUT;SG	
jednotný	uniforma	jednotný	uniforma	ADJ;INAN;NOM;MASC;SG	N;NOM;FEM;SG
jednotný	uniformo	jednotný	uniforma	ADJ;INAN;NOM;MASC;SG	N;ACC;FEM;SG
jednotný	enotnega	jednotný	enoten	ADJ;INAN;NOM;MASC;SG	ADJ;GEN;NEUT;SG
jednotný	single	jednotný	singla	ADJ;INAN;NOM;MASC;SG	N;NOM;MASC;SG
jednotný	samski	jednotný	samski	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL
pripojený	priloženi	pripojený	priložen	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
pripojený	povezani	pripojený	povezan	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
pripojený	online	pripojený	onliniti	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG
stiahnuť	prenos	stiahnuť	prenos	V;PFV;POS;NFIN	N;NOM;MASC;SG
obľúbený	priljubljeno	obľúbený	priljubljen	ADJ;ANIM;NOM;MASC;SG	ADV
obľúbený	najljubša	obľúbený	uljub	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;RL;FEM;SG
obľúbený	najljubši	obľúbený	ujub	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
obľúbený	priljubljeni	obľúbený	priljubljen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
obľúbený	priljubljeno	obľúbený	priljubljen	ADJ;ANIM;NOM;MASC;SG	ADV
obľúbený	najljubša	obľúbený	uljub	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;RL;FEM;SG
obľúbený	najljubši	obľúbený	ujub	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
craig	craig	craig	craig	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
kvalitné	kakovost	kvalitný	kakovost	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
kvalitné	kvaliteta	kvalitný	kvaliteta	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
kvalitné	kakovosti	kvalitný	kakovost	ADJ;NOM;NEUT;SG	N;GEN;FEM;SG
pozemky	ploskev	pozemok	ploskv	N;INAN;NOM;MASC;PL	N;GEN;MASC;SG
pozemky	dežela	pozemok	dežela	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
pozemky	kopno	pozemok	kopno	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
pozemky	zemljišče	pozemok	zemljišče	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
pozemky	zemljo	pozemok	zemlja	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
pozemky	parcel	pozemok	parcel	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
kov	kovinska	kov	kovinski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
kov	kovine	kov	kovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
kov	kovinsko	kov	kovinski	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
kov	kovinski	kov	kovinski	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
kov	kovin	kov	kovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
písania	tipkanje	písanie	tipkanje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
pečene	jeter	pečen	jetra	N;NOM;MASC;SG	N;GEN;NEUT;PL
pečene	jetra	pečen	jetra	N;NOM;MASC;SG	N;NOM;NEUT;PL
pečene	jeter	pečen	jetra	N;NOM;MASC;SG	N;GEN;NEUT;PL
pečene	jetra	pečen	jetra	N;NOM;MASC;SG	N;NOM;NEUT;PL
pete	pete	pet	peti	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
pozorovaná	opaženi	pozorovaný	opažen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
pozorovaná	opažene	pozorovaný	opažen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
stupnice	tehtnica	stupnica	tehtnica	N;NOM;FEM;PL	N;NOM;FEM;SG
brať	jemanje	brať	jemanje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
brať	vzemite	brať	vzeti	V;IPFV;POS;NFIN	V;PFV;IMP;PL;2;FIN
brať	vzemi	brať	vzeme	V;IPFV;POS;NFIN	V;PFV;IMP;SG;2;FIN
kvalifikáciu	kvalifikacij	kvalifikácia	kvalifikacija	N;ACC;FEM;SG	N;GEN;FEM;PL
kvalifikáciu	usposobljenost	kvalifikácia	usposobljenost	N;ACC;FEM;SG	N;NOM;FEM;SG
kvalifikáciu	kvalifikacije	kvalifikácia	kvalifikacija	N;ACC;FEM;SG	N;NOM;FEM;PL
reforiem	reforme	reforma	reforma	N;GEN;FEM;PL	N;NOM;FEM;PL
vstúpiť	vstop	vstúpiť	vstop	V;PFV;POS;NFIN	N;NOM;MASC;SG
klein	klein	klein	klein	PROPN;ANIM;NOM;MASC;SG	
telefóny	telefone	telefón	telefon	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
vonkajšia	zunanje	vonkajší	zunanji	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
cruz	cruz	cruz	cruz	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
dobytok	živine	dobytok	živina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
