til	pour	til	pour	ADV	ADP
forsvundet	disparue	forsvinde	disparu	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
forsvundet	disparus	forsvinde	disparu	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
vedvarende	soutenue	vedvarende	soutenir	ADJ	V;FEM;SG;PST;V.PTCP
vedvarende	soutenu	vedvarende	soutenir	ADJ	V;MASC;SG;PST;V.PTCP
udarbejdet	compilés	udarbejde	compiler	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
udarbejdet	compilées	udarbejde	compiler	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
milan	milan	milan	milan	PROPN	PROPN
embedsmand	officielles	embedsmand	officiel	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
embedsmand	officiels	embedsmand	officiel	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
embedsmand	officielle	embedsmand	officiel	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
embedsmand	officiel	embedsmand	officiel	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
erstatte	remplacement	erstatte	remplacement	V;NFIN;ACT	N;MASC;SG
tivoli	tivoli	tivoli	tivoli	N;INDF;MASC+FEM;SG	PROPN
medarbejder	employé	medarbejder	employer	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
medarbejder	associé	medarbejder	associer	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
medarbejder	associés	medarbejder	associer	N;INDF;MASC+FEM;SG	V;MASC;PL;PST;V.PTCP
medarbejder	associée	medarbejder	associer	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
medarbejder	associer	medarbejder	associer	N;INDF;MASC+FEM;SG	V;NFIN
dollar	dollars	dollar	dollar	N;INDF;MASC+FEM;SG	N;MASC;PL
dollar	dollars	dollar	dollar	N;INDF;MASC+FEM;SG	N;MASC;PL
mount	monter	mount	monter		V;NFIN
mount	mont	mount	mont		N;MASC;SG
mount	monture	mount	monture		N;FEM;SG
dansker	danois	dansker	danois	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
dansker	dane	dansker	dane	N;INDF;MASC+FEM;SG	PROPN
bakterier	bactériennes	bakterie	bactérien	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
bakterier	bactérienne	bakterie	bactérien	N;INDF;MASC+FEM;PL	ADJ;FEM;SG
bakterier	bactérie	bakterie	bactérie	N;INDF;MASC+FEM;PL	N;FEM;SG
forgæves	vain	forgæves	vain	V;NFIN;PASS	ADJ;MASC;SG
forgæves	vains	forgæves	vain	V;NFIN;PASS	ADJ;MASC;PL
forgæves	vaine	forgæves	vain	V;NFIN;PASS	ADJ;FEM;SG
forgæves	vaniteux	forgæves	vaniteux	V;NFIN;PASS	ADJ;MASC;SG
eksisteret	existait	eksistere	exister	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
eksisteret	existaient	eksistere	exister	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;IPFV;FIN
neutral	neutres	neutral	neutre	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
neutral	neutralité	neutral	neutralité	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
besætningen	équipages	besætning	équipage	N;DEF;MASC+FEM;SG	N;MASC;PL
hogan	hogan	hogan	hogan		PROPN
rené	rené	rené	rendre	N;INDF;MASC+FEM;SG	PROPN
rené	rené	rené	rendre	N;INDF;MASC+FEM;SG	PROPN
zur	zur	zur	zur		PROPN
fyrste	liège	fyrste	liège	N;INDF;MASC+FEM;SG	PROPN
invasionen	envahir	invasion	envahir	N;DEF;MASC+FEM;SG	V;NFIN
invasionen	invasions	invasion	invasion	N;DEF;MASC+FEM;SG	N;FEM;PL
napoli	naples	napoli	naple		PROPN
napoli	naples	napoli	naple		PROPN
napoli	napoli	napoli	napoli		PROPN
jeff	jeff	jeff	jeff	PROPN	PROPN
bevis	preuves	bevis	preuve	N;INDF;NEUT;SG	N;FEM;PL
bevis	justificatif	bevis	justificatif	N;INDF;NEUT;SG	ADJ;MASC;SG
bevis	preuves	bevis	preuve	N;INDF;NEUT;SG	N;FEM;PL
eksil	exilé	eksil	exiler	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
eksil	exilés	eksil	exiler	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
vendt	tournés	vende	tourner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
mick	mick	mick	mick	PROPN	PROPN
bull	bull	bull	bull	N;INDF;MASC+FEM;SG	PROPN
bull	taureaux	bull	taureau	N;INDF;MASC+FEM;SG	N;MASC;PL
marx	marx	marx	marx		PROPN
tyrkisk	turques	tyrkisk	turc	ADJ;INDF;SG	ADJ;FEM;PL
tyrkisk	turcs	tyrkisk	turc	ADJ;INDF;SG	N;MASC;PL
senior	seniors	senior	senior	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
senior	aîné	senior	aîné	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
liberal	libéral	liberal	libéral	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
liberal	libérale	liberal	libéral	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
liberal	libéraux	liberal	libéral	N;INDF;MASC+FEM;SG	N;MASC;PL
liberal	libérales	liberal	libéral	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
reserve	réserver	reserve	réserver	N;INDF;MASC+FEM;SG	V;NFIN
kunstnerisk	artistiques	kunstnerisk	artistique	ADV	ADJ;MASC;PL
kunstnerisk	artistique	kunstnerisk	artistique	ADV	ADJ;MASC;SG
fæstningen	forteresses	fæstning	forteresse	N;DEF;MASC+FEM;SG	N;FEM;PL
økonomien	economique	økonomi	economique	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
blad	feuilles	blad	feuille	N;INDF;NEUT;SG	N;FEM;PL
mose	mose	mose	mose	N;INDF;MASC+FEM;SG	PROPN
mose	marsh	mose	marsh	N;INDF;MASC+FEM;SG	PROPN
ulrich	ulrich	ulrich	ulrich		PROPN
dødsfald	décès	dødsfald	décès	N;INDF;NEUT;PL	N;MASC;SG
dødsfald	death	dødsfald	death	N;INDF;NEUT;PL	PROPN
dødsfald	mort	dødsfald	mourir	N;INDF;NEUT;PL	V;MASC;SG;PST;V.PTCP
dødsfald	décès	dødsfald	décès	N;INDF;NEUT;PL	N;MASC;SG
dødsfald	morts	dødsfald	mourir	N;INDF;NEUT;PL	V;MASC;PL;PST;V.PTCP
dødsfald	décès	dødsfald	décès	N;INDF;NEUT;PL	N;MASC;SG
militært	armée	militært	armée	ADJ;INDF;NEUT;SG	N;FEM;SG
militært	militaires	militært	militaire	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
militært	militairement	militært	militairement	ADJ;INDF;NEUT;SG	ADV
presse	appuyez	presse	appuyer	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
claude	claude	claude	claude		N;MASC;SG
afledt	dérivées	aflede	dériver	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
brændt	brûlés	brænde	brûler	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
brændt	brûlées	brænde	brûler	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
brændt	brûlés	brænde	brûler	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
brændt	brûlées	brænde	brûler	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
brændt	rôti	brænde	rôti	V;INDF;SG;PST;V.PTCP	N;MASC;SG
brændt	rôtis	brænde	rôti	V;INDF;SG;PST;V.PTCP	N;MASC;PL
brændt	grillées	brænde	griller	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
anført	listés	anføre	lister	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
anført	énumérés	anføre	énumérer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
anført	répertoriés	anføre	répertorier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
manuskriptet	manuscrits	manuskript	manuscrit	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
kendetegnet	caractérisés	kendetegn	caractériser	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
nil	nil	nil	nil		N;MASC;SG
sigurd	sigurd	sigurd	sigurd	N;INDF;MASC+FEM;SG	PROPN
mtv	mtv	mtv	mtv	N;INDF;MASC+FEM;SG	PROPN
bobby	bobby	bobby	bobby		PROPN
syge	ill	syg	ill	ADJ;PL	
syge	malade	syg	malade	ADJ;PL	ADJ;MASC;SG
syge	malades	syg	malade	ADJ;PL	N;MASC;PL
syge	malades	syg	malade	ADJ;PL	N;MASC;PL
syge	malade	syg	malade	ADJ;PL	ADJ;MASC;SG
chan	chan	chan	chan		PROPN
warner	warner	warner	warner	N;INDF;MASC+FEM;SG	PROPN
konkurs	faillites	konkurs	faillite	N;INDF;MASC+FEM;SG	N;FEM;PL
beslutter	décidez	beslutte	décider	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
salzburg	salzbourg	salzburg	salzbourg	N;INDF;MASC+FEM;SG	PROPN
salzburg	salzburg	salzburg	salzburg	N;INDF;MASC+FEM;SG	PROPN
fænomen	phénomènes	fænomen	phénomène	N;INDF;NEUT;SG	N;MASC;PL
nice	sympa	nice	sympa		ADJ;MASC;SG
nice	gentil	nice	gentil		ADJ;MASC;SG
nice	joli	nice	joli		ADJ;MASC;SG
nice	jolie	nice	joli		ADJ;FEM;SG
nice	nice	nice	nice		PROPN
medicinsk	médicaux	medicinsk	médical	ADV	ADJ;MASC;PL
medicinsk	médicale	medicinsk	médical	ADV	ADJ;FEM;SG
medicinsk	médical	medicinsk	médical	ADV	ADJ;MASC;SG
adolph	adolph	adolph	adolph	N;INDF;MASC+FEM;SG	PROPN
tiderne	fois	tid	fois	N;DEF;MASC+FEM;PL	N;FEM;SG
hills	collines	hills	colline	N;INDF;MASC+FEM;SG	N;FEM;PL
kommunale	municipale	kommunal	municipal	ADJ;PL	ADJ;FEM;SG
pension	pensions	pension	penser	N;INDF;MASC+FEM;SG	N;MASC;PL
pension	retraites	pension	retraite	N;INDF;MASC+FEM;SG	N;FEM;PL
pension	pensions	pension	penser	N;INDF;MASC+FEM;SG	N;MASC;PL
fremgang	progresser	fremgang	progresser	N;INDF;MASC+FEM;SG	V;NFIN
sara	sara	sara	saro		N;FEM;SG
socialt	socialement	socialt	socialement	ADJ;INDF;NEUT;SG	ADV
socialt	sociaux	socialt	social	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
partner	associé	partner	associer	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
partner	associée	partner	associer	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
partner	partenaires	partner	partenaire	N;INDF;MASC+FEM;SG	N;MASC;PL
barbara	barbara	barbara	barbara		PROPN
danser	danses	danse	danse	V;IND;PRS;FIN;ACT	N;FEM;PL
danser	danseuse	danse	danseur	V;IND;PRS;FIN;ACT	N;FEM;SG
danser	danseur	danse	danseur	V;IND;PRS;FIN;ACT	N;MASC;SG
danser	dancer	danse	dancer	V;IND;PRS;FIN;ACT	N;MASC;SG
danser	danse	danse	danse	V;IND;PRS;FIN;ACT	N;FEM;SG
danser	danses	danse	danse	V;IND;PRS;FIN;ACT	N;FEM;PL
dybe	profond	dyb	profond	ADJ;PL	ADJ;MASC;SG
dybe	deep	dyb	deep	ADJ;PL	PROPN
dybe	profonde	dyb	profond	ADJ;PL	ADJ;FEM;SG
overraskende	étonnamment	overraske	étonnamment	V;PRS;V.PTCP	ADV
overraskende	étonnement	overraske	étonnement	V;PRS;V.PTCP	N;MASC;SG
overraskende	surprenantes	overraske	surprenant	V;PRS;V.PTCP	ADJ;FEM;PL
overraskende	étonnant	overraske	étonner	V;PRS;V.PTCP	ADJ;MASC;SG
overraskende	surprenant	overraske	surprenant	V;PRS;V.PTCP	ADJ;MASC;SG
overraskende	surprenants	overraske	surprenant	V;PRS;V.PTCP	ADJ;MASC;PL
overraskende	surprenante	overraske	surprenant	V;PRS;V.PTCP	ADJ;FEM;SG
illustreret	illustrées	illustrere	illustrer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
illustreret	illustrés	illustrere	illustrer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
retter	vaisselle	ret	vaisselle	N;INDF;MASC+FEM;PL	N;FEM;SG
embedsmænd	officiels	embedsmand	officiel	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
fin	nageoire	fin	nageoire	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
fin	fin	fin	fin	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
bosnien	bosnie	bosni	bosnie	N;DEF;MASC+FEM;SG	PROPN
erfaringer	expérience	erfaring	expérience	N;INDF;MASC+FEM;PL	N;FEM;SG
kaas	kaas	kaas	kaas		PROPN
belgisk	belges	belgisk	belge	ADJ;INDF;SG	N;MASC;PL
harris	harris	harris	harris		PROPN
fjenden	ennemies	fjende	ennemi	N;DEF;MASC+FEM;SG	ADJ;FEM;PL
fjenden	ennemis	fjende	ennemi	N;DEF;MASC+FEM;SG	ADJ;MASC;PL
fjenden	ennemie	fjende	ennemi	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
lawrence	laurent	lawrence	laurer		PROPN
lawrence	lawrence	lawrence	lawrence		PROPN
rigt	riches	rigt	riche	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
rigt	rich	rigt	rich	ADJ;INDF;NEUT;SG	PROPN
indfødte	indigènes	indføde	indigène	V;PL;PST;V.PTCP	ADJ;MASC;PL
indfødte	natifs	indføde	natif	V;PL;PST;V.PTCP	ADJ;MASC;PL
indfødte	indigènes	indføde	indigène	V;PL;PST;V.PTCP	ADJ;MASC;PL
indfødte	indigène	indføde	indigène	V;PL;PST;V.PTCP	ADJ;MASC;SG
indfødte	autochtone	indføde	autochtone	V;PL;PST;V.PTCP	ADJ;MASC;SG
indfødte	indigènes	indføde	indigène	V;PL;PST;V.PTCP	ADJ;MASC;PL
indfødte	natif	indføde	natif	V;PL;PST;V.PTCP	ADJ;MASC;SG
indfødte	indigène	indføde	indigène	V;PL;PST;V.PTCP	ADJ;MASC;SG
indfødte	autochtone	indføde	autochtone	V;PL;PST;V.PTCP	ADJ;MASC;SG
grove	grove	grov	grove	ADJ;PL	PROPN
grove	bosquet	grov	bosquet	ADJ;PL	N;MASC;SG
grove	grossier	grov	grossier	ADJ;PL	ADJ;MASC;SG
grove	grossière	grov	grossier	ADJ;PL	ADJ;FEM;SG
eddie	eddie	eddie	eddie		PROPN
eddie	eddy	eddie	eddy		PROPN
fest	parti	fest	partir	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
fest	célébrations	fest	célébration	N;INDF;MASC+FEM;SG	N;FEM;PL
olympisk	olympic	olympisk	olympic	ADJ;INDF;SG	PROPN
olympisk	olympiques	olympisk	olympique	ADJ;INDF;SG	ADJ;MASC;PL
matematisk	mathématique	matematisk	mathématique	ADV	ADJ;MASC;SG
matematisk	mathématiques	matematisk	mathématique	ADV	N;FEM;PL
matematisk	mathématiques	matematisk	mathématique	ADV	N;FEM;PL
bush	brousse	bush	brousse	PROPN	N;FEM;SG
bush	bush	bush	bush	PROPN	PROPN
bush	buissons	bush	buisson	PROPN	N;MASC;PL
bush	buisson	bush	buisson	PROPN	N;MASC;SG
kunder	clientèle	kunde	clientèle	N;INDF;MASC+FEM;PL	N;FEM;SG
peru	pérou	peru	pérou	PROPN	N;MASC;SG
uppsala	uppsala	uppsala	uppsaler	N;INDF;NEUT;SG	PROPN
wolfgang	wolfgang	wolfgang	wolfgang	N;INDF;MASC+FEM;SG	PROPN
simonsen	simonsen	simonsen	simonsen	N;DEF;MASC+FEM;SG	PROPN
ingeborg	ingeborg	ingeborg	ingeborg	N;INDF;MASC+FEM;SG	PROPN
udskiftet	remplacées	udskifte	remplacer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
udskiftet	remplacés	udskifte	remplacer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
havne	port	havne	port	N;INDF;MASC+FEM;PL	N;MASC;SG
klein	klein	klein	klein	N;INDF;MASC+FEM;SG	PROPN
asp	asp	asp	asp		N;MASC;SG
bekræftet	confirmées	bekræfte	confirmé	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
bekræftet	confirmés	bekræfte	confirmer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
bekræftet	vérifiés	bekræfte	vérifier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
bekræftet	vérifiées	bekræfte	vérifier	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
ekstremt	extrêmement	ekstremt	extrêmement	ADJ;INDF;SG	ADV
ekstremt	extrêmes	ekstremt	extrême	ADJ;INDF;SG	ADJ;MASC;PL
ekstremt	extreme	ekstremt	extrême	ADJ;INDF;SG	N;MASC;SG
landene	pays	land	pays	N;DEF;NEUT;PL	N;MASC;SG
sværd	épées	sværd	épée	N;INDF;NEUT;SG	N;FEM;PL
sværd	sabres	sværd	sabre	N;INDF;NEUT;SG	N;MASC;PL
processer	processus	processe	processus	N;INDF;MASC+FEM;PL	N;MASC;SG
eriksen	eriksen	erikse	eriksen	N;DEF;MASC+FEM;SG	PROPN
dyrkede	cultivé	dyrke	cultiver	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dyrkede	cultivée	dyrke	cultiver	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
dyrkede	cultivé	dyrke	cultiver	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
alm	alm	al	alm		
sportsgrene	sport	sportsgen	sport	N;DEF;NEUT;PL	N;MASC;SG
mikael	mikael	mikael	mikael		PROPN
præster	clergé	præste	clergé	N;INDF;MASC+FEM;PL	N;MASC;SG
alperne	alpin	alperne	alpin	N;DEF;MASC+FEM;PL	N;MASC;SG
alperne	alpins	alperne	alpin	N;DEF;MASC+FEM;PL	ADJ;MASC;PL
alperne	alpine	alperne	alpin	N;DEF;MASC+FEM;PL	ADJ;FEM;SG
stopper	arrêts	stoppe	arrêt	V;IND;PRS;FIN;ACT	N;MASC;PL
olympic	olympic	olympic	olympic		PROPN
olympic	olympique	olympic	olympique		ADJ;MASC;SG
olympic	olympiques	olympic	olympique		ADJ;MASC;PL
nødvendig	nécessaires	nødvendig	nécessaire	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
nødvendig	nécessaires	nødvendig	nécessaire	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
nødvendig	besoin	nødvendig	besoin	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
nødvendig	requis	nødvendig	requérir	ADJ;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
mellemrum	interligne	mellemrum	interligner	N;INDF;NEUT;PL	N;MASC;SG
mellemrum	espacement	mellemrum	espacement	N;INDF;NEUT;PL	N;MASC;SG
mellemrum	espace	mellemrum	espace	N;INDF;NEUT;PL	N;MASC;SG
russerne	russes	russer	russe	N;DEF;MASC+FEM;PL	ADJ;MASC;PL
glad	heureuses	glad	heureux	ADJ;INDF;SG	ADJ;FEM;PL
guadalcanal	guadalcanal	guadalcanal	guadalcanal	N;INDF;NEUT;SG	PROPN
pilot	pilot	pilot	pilot	N;INDF;MASC+FEM;SG	PROPN
pilot	pilotes	pilot	pilote	N;INDF;MASC+FEM;SG	N;MASC;PL
deltagende	participer	deltagende	participer	ADJ	V;NFIN
deltagende	participant	deltagende	participer	ADJ	V;PRS;V.PTCP
antarktis	antarctique	antarktis	antarctique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
antarktis	antarctique	antarktis	antarctique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
interne	interne	interne	interne	ADJ;PL	ADJ;MASC;SG
pas	passeports	pas	passeport	N;INDF;NEUT;SG	N;MASC;PL
pas	passeports	pas	passeport	N;INDF;NEUT;SG	N;MASC;PL
nordre	nordre	nordre	nordre	N;INDF;MASC+FEM;SG	PROPN
bonde	paysanne	bond	paysan	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
giovanni	giovanni	giovanni	giovanni		PROPN
foreslår	suggérez	foreslå	suggérer	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
schweiziske	suisses	schweizisk	suisse	ADJ;PL	N;MASC;PL
schweiziske	suisse	schweizisk	suisse	ADJ;PL	ADJ;MASC;SG
indsatte	détenue	indsætte	détenir	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
indsatte	détenu	indsætte	détenir	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
indsatte	prisonnier	indsætte	prisonnier	V;PL;PST;V.PTCP	N;MASC;SG
indsatte	prisonnières	indsætte	prisonnier	V;PL;PST;V.PTCP	ADJ;FEM;PL
indsatte	prisonniers	indsætte	prisonnier	V;PL;PST;V.PTCP	N;MASC;PL
bryan	bryan	bryan	bryan		PROPN
württemberg	wurtemberg	württemberg	wurtemberg		N;MASC;SG
rosa	rosa	rosa	rosa		PROPN
lyon	lyonnais	lyon	lyonnais		N;MASC;SG
lyon	lyon	lyon	lyon		PROPN
lyon	lyonnais	lyon	lyonnais		N;MASC;SG
lyon	lyons	lyon	lyon		PROPN
bowl	gamelle	bowl	gamelle		N;FEM;SG
bowl	cuvette	bowl	cuvette		N;FEM;SG
bowl	bol	bowl	bol		N;MASC;SG
behandlet	traitées	behandle	traiter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
behandlet	traités	behandle	traiter	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
behandlet	traitées	behandle	traiter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
behandlet	transformés	behandle	transformer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
stadigvæk	still	stadigvæk	still	ADV	PROPN
input	intrants	input	intrant	N;INDF;NEUT;SG	N;MASC;PL
input	apports	input	apport	N;INDF;NEUT;SG	N;MASC;PL
midlertidigt	provisoire	midlertidigt	provisoire	ADV	ADJ;MASC;SG
midlertidigt	temporaires	midlertidigt	temporaire	ADV	ADJ;MASC;PL
midlertidigt	temporaire	midlertidigt	temporaire	ADV	ADJ;MASC;SG
ortodokse	orthodoxe	ortodokse	orthodoxe	ADJ;PL	ADJ;MASC;SG
ortodokse	orthodoxie	ortodokse	orthodoxie	ADJ;PL	N;FEM;SG
köln	cologne	köln	cologne		PROPN
köln	köln	köln	köln		PROPN
efterladt	abandonnés	efterlade	abandonner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
efterladt	abandonnées	efterlade	abandonner	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
cover	couvrir	cove	couvrir	N;INDF;MASC+FEM;SG	V;NFIN
portugisiske	portugaise	portugisk	portugais	ADJ;PL	ADJ;FEM;SG
portugisiske	portugais	portugisk	portugais	ADJ;PL	ADJ;MASC;SG
vejledning	didacticiels	vejledning	didacticiel	N;INDF;MASC+FEM;SG	N;MASC;PL
vejledning	instructif	vejledning	instructif	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
vejledning	consignes	vejledning	consigne	N;INDF;MASC+FEM;SG	N;FEM;PL
vejledning	instructions	vejledning	instruction	N;INDF;MASC+FEM;SG	N;FEM;PL
miller	miller	mille	miller	N;INDF;MASC+FEM;SG	PROPN
sofie	sofia	sofie	sofia		PROPN
sofie	sofie	sofie	sofie		N;FEM;SG
uss	uss	uss	uss		N;MASC;SG
carlo	carlo	carlo	carlo		PROPN
middelalder	médiévale	middelalde	médiéval	N;INDF;NEUT;SG	ADJ;FEM;SG
middelalder	médiévales	middelalde	médiéval	N;INDF;NEUT;SG	ADJ;FEM;PL
middelalder	médiéval	middelalde	médiéval	N;INDF;NEUT;SG	ADJ;MASC;SG
middelalder	médiévaux	middelalde	médiéval	N;INDF;NEUT;SG	ADJ;MASC;PL
bidraget	contribution	bidrage	contribution	V;INDF;SG;PST;V.PTCP	N;FEM;SG
bidraget	cotisation	bidrage	cotisation	V;INDF;SG;PST;V.PTCP	N;FEM;SG
effektivt	efficaces	effektiv	efficace	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
effektivt	efficacement	effektiv	efficacement	ADJ;INDF;NEUT;SG	ADV
effektivt	efficaces	effektiv	efficace	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
effektivt	efficacement	effektiv	efficacement	ADJ;INDF;NEUT;SG	ADV
lyse	brillant	lyse	brillant	ADJ;PL	ADJ;MASC;SG
lyse	bright	lyse	bright	ADJ;PL	PROPN
lyse	lumineux	lyse	lumineux	ADJ;PL	ADJ;MASC;SG
organismer	organisme	organisme	organisme	N;INDF;MASC+FEM;PL	N;MASC;SG
fortid	passées	fortid	passer	N;INDF;MASC+FEM;SG	V;FEM;PL;PST;V.PTCP
fortid	passée	fortid	passer	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
fortid	passé	fortid	passer	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
fortid	passés	fortid	passer	N;INDF;MASC+FEM;SG	V;MASC;PL;PST;V.PTCP
brudt	broken	bryde	broken	V;INDF;SG;PST;V.PTCP	N;SG
andres	andres	anden	andre	DET;GEN;PL	PROPN
andres	andrés	anden	andré	DET;GEN;PL	PROPN
begrænsede	limitée	begrænse	limiter	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
begrænsede	limité	begrænse	limiter	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
bach	bach	bach	bach		PROPN
steven	stéphane	stev	stéphane	PROPN	PROPN
steven	steven	stev	steven	PROPN	PROPN
regner	rains	regne	rain	V;IND;PRS;FIN;ACT	PROPN
regner	pluies	regne	pluie	V;IND;PRS;FIN;ACT	N;FEM;PL
mobile	mobile	mobil	mobile		ADJ;MASC;SG
mobile	portable	mobil	portable		ADJ;MASC;SG
three	trois	thre	trois		NUM
three	three	thre	three		PROPN
inkl	incl	inkl	incl	V;IMP	N;MASC;SG
four	quatre	four	quatre		NUM
family	familiale	family	familial		ADJ;FEM;SG
family	famille	family	famille		N;FEM;SG
family	familles	family	famille		N;FEM;PL
fakta	faits	fakta	faire	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
thailand	thaïlande	thailand	thaïlande		N;FEM;SG
thailand	thailande	thailand	thailande		N;FEM;SG
mister	mister	miste	mister	V;IND;PRS;FIN;ACT	N;MASC;SG
mister	monsieur	miste	Monsieur	V;IND;PRS;FIN;ACT	N;MASC;SG
mister	perdez	miste	perdre	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
fødevarer	alimentaire	fødevare	alimentaire	N;INDF;MASC+FEM;PL	ADJ;MASC;SG
fødevarer	nourriture	fødevare	nourriture	N;INDF;MASC+FEM;PL	N;FEM;SG
fødevarer	alimentation	fødevare	alimentation	N;INDF;MASC+FEM;PL	N;FEM;SG
channel	canal	channel	canal		N;MASC;SG
channel	chaîne	channel	chaîne		N;FEM;SG
channel	chenal	channel	chenal		N;MASC;SG
channel	channel	channel	channel		N;MASC;SG
square	carré	square	carré		N;MASC;SG
square	carrés	square	carré		N;MASC;PL
square	square	square	square		N;MASC;SG
square	carrées	square	carrée		ADJ;FEM;PL
beboet	habitées	bebo	habiter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
