til	בשביל	til	בשביל	ADV	ADP
cape	כף	cape	כף	N;INDF;MASC+FEM;SG	
tempel	מקדש	tempel	מקדש	N;INDF;NEUT;SG	PROPN
tempel	המקדש	tempel	המקדש	N;INDF;NEUT;SG	PROPN
ordrer	פקודה	ordre	פקודה	N;INDF;MASC+FEM;PL	N;FEM;SG
soundtrack	פסקול	soundtrack	פסקול	N;INDF;NEUT;SG	PROPN
hovedkontor	המפקדה	hovedkontor	המפקד	N;INDF;NEUT;SG	PROPN
camilla	קמילה	camilla	קמילה		PROPN
farlige	מסוכנת	farlig	מסוכן	ADJ;PL	ADJ;FEM;SG
farlige	מסוכן	farlig	מסוכן	ADJ;PL	ADJ;MASC;SG
magiske	קסם	magisk	קסם	ADJ;PL	
magiske	קסמים	magisk	קסם	ADJ;PL	N;MASC;PL
magiske	קסומים	magisk	קסומים	ADJ;PL	N;MASC;PL
magiske	קסום	magisk	קסום	ADJ;PL	
magiske	קסומה	magisk	קסומה	ADJ;PL	ADV
karin	קארין	karin	קארין		PROPN
granit	גרניט	granit	גרניט	N;INDF;NEUT;SG	PROPN
forenet	יונייטד	forenet	יונייטד	V;INDF;SG;PST;V.PTCP	PROPN
forenet	מאוחדים	forenet	אוחד	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP;PASS
velhavende	אמידים	velhavende	אמיד	ADJ	N;MASC;PL
delta	דלתא	delta	דלתא		PROPN
delta	דלתה	delta	דלת		PROPN
sen	מאחרת	sen	מאחרת	ADJ;INDF;MASC+FEM;SG	
sen	איחור	sen	איחור	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
sen	באיחור	sen	באיחור	ADJ;INDF;MASC+FEM;SG	PROPN
sen	מאוחר	sen	מאוחר	ADJ;INDF;MASC+FEM;SG	ADV
sen	סאן	sen	סאן	ADJ;INDF;MASC+FEM;SG	PROPN
sen	סן	sen	סן	ADJ;INDF;MASC+FEM;SG	PROPN
streng	שרוך	streng	שרוך	ADJ;INDF;MASC+FEM;SG	PROPN
streng	מיתר	streng	מיתר	ADJ;INDF;MASC+FEM;SG	
streng	מחרוזת	streng	מחרוזת	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
opfyldt	הגשמת	opfylde	הגשמה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
opfyldt	נפגשו	opfylde	נפגש	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
rolf	ראלף	rolf	ראלף		PROPN
rolf	רולף	rolf	רולף		PROPN
val	ואל	vælle	ואל	N;INDF;MASC+FEM;SG	
tina	טינה	tina	טינה		N;FEM;SG
ronald	רונלד	ronald	רונלד		PROPN
nøgle	מקש	nøgen	מקש	N;INDF;MASC+FEM;SG	PROPN
nøgle	המפתח	nøgen	המפתח	N;INDF;MASC+FEM;SG	PROPN
kopier	עותק	kopie	עותק	N;INDF;MASC+FEM;PL	N;MASC;SG
kopier	העתק	kopie	העתק	N;INDF;MASC+FEM;PL	
kopier	העתקה	kopie	העתקה	N;INDF;MASC+FEM;PL	N;FEM;SG
vegas	וגאס	vegas	וגאס		PROPN
vegas	ווגאס	vegas	ווגאס		PROPN
tillid	לבטוח	tillid	בטח	N;INDF;MASC+FEM;SG	V;NFIN;ACT
bundesliga	בונדסליגה	bundesliga	הבונדסליגה	N;INDF;MASC+FEM;SG	PROPN
johansson	יוהנסן	johansson	יוהנסן	N;INDF;MASC+FEM;SG	PROPN
fylder	מילוי	fylde	מילוי	V;IND;PRS;FIN;ACT	N;MASC;SG
nintendo	נינטנדו	nintendo	נינטנדו		PROPN
svampe	פטריות	svampe	פטריות	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
svampe	פטרייה	svampe	פטרייה	N;INDF;MASC+FEM;PL	N;FEM;SG
svampe	פטריות	svampe	פטריות	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
svampe	פטריות	svampe	פטריות	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
svampe	ספוגים	svampe	ספג	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
vancouver	ונקובר	vancouver	ונקובר	N;INDF;MASC+FEM;SG	PROPN
benz	בנץ	benz	בנץ		PROPN
points	נקודות	points	נקודה		N;FEM;PL
anholdt	נעצרו	anholde	נעצר	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
brændstof	הדלק	brændstof	הדלק	N;INDF;NEUT;SG	
sandheden	האמת	sandhed	האמה	N;DEF;MASC+FEM;SG	ADV
effektive	יעילות	effektiv	יעילות	ADJ;PL	N;FEM;SG
effektive	יעיל	effektiv	יעיל	ADJ;PL	ADJ;MASC;SG
effektive	יעילה	effektiv	יעיל	ADJ;PL	ADJ;FEM;SG
effektive	אפקטיבי	effektiv	אפקטיבי	ADJ;PL	ADJ;MASC;SG
effektive	יעילות	effektiv	יעילות	ADJ;PL	N;FEM;SG
effektive	יעיל	effektiv	יעיל	ADJ;PL	ADJ;MASC;SG
effektive	יעילה	effektiv	יעיל	ADJ;PL	ADJ;FEM;SG
flyvende	עפה	flyvende	עפה	ADJ	PROPN
flyvende	טיסה	flyvende	טיסה	ADJ	N;FEM;SG
forbrydelser	פשע	forbrydelse	פשע	N;INDF;MASC+FEM;PL	N;MASC;SG
undervisningen	מלמד	undervisning	לימד	N;DEF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
undervisningen	מלמדת	undervisning	לימד	N;DEF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
dateret	מיום	dateret	מיום	V;INDF;SG;PST;V.PTCP	
ukrainske	אוקראיני	ukrainsk	אוקראיני	ADJ;PL	PROPN
heiberg	הייברג	heiberg	הייברג	N;INDF;MASC+FEM;SG	PROPN
forbedringer	שיפור	forbedring	שיפור	N;INDF;MASC+FEM;PL	N;MASC;SG
forbedringer	שיפור	forbedring	שיפור	N;INDF;MASC+FEM;PL	N;MASC;SG
sind	אכפת	sind	אכפת	N;INDF;NEUT;SG	
sind	מחשבות	sind	מחשבה	N;INDF;NEUT;SG	N;FEM;PL
sind	מוחות	sind	מוח	N;INDF;NEUT;SG	
brune	בראון	brune	בראון	ADJ;PL	PROPN
brune	חומה	brune	חומה	ADJ;PL	PROPN
brune	חומות	brune	חומה	ADJ;PL	N;FEM;PL
brune	חום	brune	חום	ADJ;PL	
falske	זיוף	falsk	זיוף	ADJ;PL	N;MASC;SG
falske	שווא	falsk	שווא	ADJ;PL	
falske	שקרי	falsk	שקר	ADJ;PL	ADJ;MASC;SG
falske	שקר	falsk	שקר	ADJ;PL	
falske	זיופים	falsk	זיוף	ADJ;PL	N;MASC;PL
falske	מזויף	falsk	מזויף	ADJ;PL	V;MASC;SG;V.PTCP;PASS
falske	מזוייף	falsk	הזויף	ADJ;PL	V;MASC;SG;V.PTCP;PASS
falske	מזויפת	falsk	זויף	ADJ;PL	V;FEM;SG;V.PTCP;PASS
falske	זיוף	falsk	זיוף	ADJ;PL	N;MASC;SG
falske	מזויפות	falsk	הזויף	ADJ;PL	V;FEM;PL;V.PTCP;PASS
båret	שחוק	bære	שחוק	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
rør	מגע	røre	מגע	V;IMP	N;MASC;SG
rør	נגיעה	røre	נגיעה	V;IMP	N;FEM;SG
rør	מקטרת	røre	קיטר	V;IMP	N;FEM;SG
rør	צינור	røre	צינור	V;IMP	N;MASC;SG
rør	צינור	røre	צינור	V;IMP	N;MASC;SG
rør	צינורות	røre	צינור	V;IMP	N;MASC;PL
rør	צנרת	røre	צנרת	V;IMP	N;FEM;SG
rør	צינורות	røre	צינור	V;IMP	N;MASC;PL
orleans	אורלינס	orlean	אורלינס		PROPN
sean	שון	sean	שון		PROPN
annonceret	שפורסם	annoncere	שפורסם	V;INDF;SG;PST;V.PTCP	PROPN
cruz	קרוז	cruz	קרוז		PROPN
dokumentation	התיעוד	dokumentation	התיעוד	N;INDF;MASC+FEM;SG	PROPN
dokumentation	תיעוד	dokumentation	תיעוד	N;INDF;MASC+FEM;SG	
hal	האי	hal	האי		
hal	הל	hal	הל		
hal	האל	hal	האל		
hal	הול	hal	הול		PROPN
thy	thy	thy	thy	N;INDF;MASC+FEM;SG	
krateret	מכתש	kratere	מכתש	N;DEF;NEUT;SG	PROPN
dømte	מורשע	dømme	הורשע	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
dømte	הורשע	dømme	הורשע	V;PL;PST;V.PTCP	V;MASC;SG;3;PST;PASS
dømte	נידון	dømme	נידון	V;PL;PST;V.PTCP	V;MASC;SG;PST;MID
dømte	נידון	dømme	נידון	V;PL;PST;V.PTCP	V;MASC;SG;PST;MID
årgang	בציר	årgang	בציר	N;INDF;MASC+FEM;SG	
phoenix	הפניקס	phoenix	הפניקס		PROPN
phoenix	פניקס	phoenix	פניקס		PROPN
phoenix	פיניקס	phoenix	פיניקס		PROPN
besøger	ביקור	besøge	ביקור	V;IND;PRS;FIN;ACT	N;MASC;SG
besøger	מבקר	besøge	מבקר	V;IND;PRS;FIN;ACT	N;MASC;SG
etnisk	אתני	etnisk	אתני	ADJ;INDF;SG	N;MASC;SG
skjulte	מוסתרת	skjule	מוסתר	V;PL;PST;V.PTCP	V;FEM;SG;V.PTCP;PASS
skjulte	נסתר	skjule	נסתר	V;PL;PST;V.PTCP	
skjulte	נסתרת	skjule	נסתר	V;PL;PST;V.PTCP	V;FEM;SG;V.PTCP;MID
skjulte	חבוי	skjule	חבוי	V;PL;PST;V.PTCP	ADJ;MASC;SG
skjulte	מוסתר	skjule	הוסתר	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
skjulte	הסתיר	skjule	הסתיר	V;PL;PST;V.PTCP	V;MASC;SG;3;PST
skjulte	החביא	skjule	החביא	V;PL;PST;V.PTCP	V;MASC;SG;3;PST;ACT
randy	רנדי	randy	רנדי	PROPN	PROPN
reklamer	פירסום	reklame	פירסום	N;INDF;MASC+FEM;PL	N;MASC;SG
reklamer	פרסום	reklame	פרסום	N;INDF;MASC+FEM;PL	N;MASC;SG
forbedrede	השתפר	forbedre	השתפר	V;PL;PST;V.PTCP	V;MASC;SG;3;PST
forbedrede	שיפור	forbedre	שיפור	V;PL;PST;V.PTCP	N;MASC;SG
forbedrede	משופר	forbedre	שופר	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
forbedrede	השתפרה	forbedre	השתפר	V;PL;PST;V.PTCP	V;FEM;SG;3;PST
aaron	אהרון	aaron	אהרון		PROPN
aaron	ארון	aaron	ארון		N;MASC;SG
aaron	אהרן	aaron	אהרן		PROPN
clemens	קלמנס	cleme	קלמנס	N;INDF;MASC+FEM;SG	PROPN
flyder	צף	flyde	צף	V;IND;PRS;FIN;ACT	
flyder	צפה	flyde	צפה	V;IND;PRS;FIN;ACT	PROPN
mekanisk	מכני	mekanisk	מכאני	ADV	PROPN
mekanisk	מכנית	mekanisk	מכנית	ADV	N;FEM;SG
miami	מיאמי	miami	מיאמי		PROPN
curling	קרלינג	curling	קרלינג	N;INDF;MASC+FEM;SG	PROPN
involverede	מעורבת	involvere	מעורב	V;PL;PST;V.PTCP	ADJ;FEM;SG
involverede	מעורב	involvere	מעורב	V;PL;PST;V.PTCP	ADJ;MASC;SG
tegne	מנוי	tegne	מנוי	V;NFIN;ACT	PROPN
tegne	שלוף	tegne	שלוף	V;NFIN;ACT	
tegne	צייר	tegne	צייר	V;NFIN;ACT	PROPN
tegne	תיקו	tegne	תיקו	V;NFIN;ACT	N;MASC;SG
tegne	ציור	tegne	ציור	V;NFIN;ACT	N;MASC;SG
selvbiografi	האוטוביוגרפיה	selvbiografi	האוטוביוגרפיה	N;INDF;MASC+FEM;SG	PROPN
besøge	בקרי	besøge	בקר	V;NFIN;ACT	
besøge	ביקור	besøge	ביקור	V;NFIN;ACT	N;MASC;SG
introduktion	מבוא	introduktion	מבוא	N;INDF;MASC+FEM;SG	
introduktion	הקדמה	introduktion	הקדמה	N;INDF;MASC+FEM;SG	PROPN
introduktion	מציג	introduktion	הציג	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
introduktion	מציגים	introduktion	הציג	N;INDF;MASC+FEM;SG	V;MASC;PL;V.PTCP;ACT
introduktion	מבוא	introduktion	מבוא	N;INDF;MASC+FEM;SG	
introduktion	הקדמה	introduktion	הקדמה	N;INDF;MASC+FEM;SG	PROPN
forstærkninger	תגבורת	forstærkning	תגבורת	N;INDF;MASC+FEM;PL	N;FEM;SG
forstærkninger	חיזוק	forstærkning	חיזוק	N;INDF;MASC+FEM;PL	N;MASC;SG
svag	חלשים	svag	חלש	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
svag	חלשה	svag	חלש	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
løve	אריה	løve	אריה	N;INDF;MASC+FEM;SG	PROPN
løve	האריה	løve	האריה	N;INDF;MASC+FEM;SG	PROPN
sejler	שט	sejle	שט	V;IND;PRS;FIN;ACT	
sejler	הפלגה	sejle	הפלגה	V;IND;PRS;FIN;ACT	N;FEM;SG
sejler	שיט	sejle	שיט	V;IND;PRS;FIN;ACT	N;MASC;SG
sejler	שייט	sejle	שייט	V;IND;PRS;FIN;ACT	N;MASC;SG
roma	רומא	roma	רומא		PROPN
hebraisk	עברית	hebraisk	עברית	ADJ;INDF;SG	PROPN
hebraisk	בעברית	hebraisk	בעברית	ADJ;INDF;SG	
operationen	המבצע	operation	המבצע	N;DEF;MASC+FEM;SG	PROPN
spænding	ריגושים	spænding	ריגוש	N;INDF;MASC+FEM;SG	N;MASC;PL
spænding	ריגוש	spænding	ריגוש	N;INDF;MASC+FEM;SG	
løsladt	שוחררו	løsladt	שוחרר	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;PASS
lloyd	לויד	lloyd	לויד		PROPN
planlægning	מתכנן	planlægning	תכנן	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
planlægning	מתכננת	planlægning	תכנן	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
made	עשה	made	עשה		V;MASC;SG;3;PST;ACT
made	הכין	made	הכין		V;MASC;SG;3;PST;ACT
fløjte	לשרוק	fløjte	שרק	N;INDF;MASC+FEM;SG	V;NFIN;ACT
fløjte	חליל	fløjte	חליל	N;INDF;MASC+FEM;SG	PROPN
romantiske	רומנטיקן	romantisk	רומנטיקן	ADJ;PL	PROPN
romantiske	רומנטיות	romantisk	רומנטי	ADJ;PL	N;FEM;PL
romantiske	רומנטית	romantisk	רומנטי	ADJ;PL	N
romantiske	רומנטיקה	romantisk	רומנטיקה	ADJ;PL	N
delstater	הנחתת	delstat	הנחתה	N;INDF;MASC+FEM;PL	N;PSSD;FEM;SG
tykke	שמנמן	tyk	שמנמן	ADJ;PL	PROPN
tykke	עבה	tyk	עבה	ADJ;PL	
tykke	עבות	tyk	עבה	ADJ;PL	
tykke	שומן	tyk	שומן	ADJ;PL	N;MASC;SG
ball	כדור	ball	כדור		N;MASC;SG
tel	תל	tel	תל		N;MASC;SG
tel	טל	tel	טל		PROPN
sammenlægning	מיזוג	sammenlægning	מיזוג	N;INDF;MASC+FEM;SG	
kenya	קנייה	kenya	קנייה	PROPN	N;FEM;SG
kenya	קניה	kenya	קניה	PROPN	PROPN
opbakning	מגבה	opbakning	מגבה	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
indsigt	תובנות	indsigt	תבן	N;INDF;MASC+FEM;SG	N;FEM;PL
blåt	כחולה	blå	כחול	ADJ;INDF;NEUT;SG	ADV
blåt	בלו	blå	בלו	ADJ;INDF;NEUT;SG	PROPN
blåt	כחול	blå	כחול	ADJ;INDF;NEUT;SG	
glemt	שכחה	glemme	שכחה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
glemt	שכחה	glemme	שכחה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
scottish	סקוטית	scottish	סקוטי		PROPN
scottish	סקוטי	scottish	סקוטי		PROPN
meddelelser	התראות	meddelelse	התראה	N;INDF;MASC+FEM;PL	N;FEM;SG
meddelelser	תקשורת	meddelelse	תקשורת	N;INDF;MASC+FEM;PL	N;FEM;SG
kings	המלכים	kings	המלך		N;MASC;PL
kings	מלכים	kings	מלך		N;MASC;PL
larry	לארי	larry	לארי		PROPN
tynde	סקיני	tynd	סקין	ADJ;PL	
tynde	רזות	tynd	רזות	ADJ;PL	
tynde	רזה	tynd	רזה	ADJ;PL	
tynde	דקים	tynd	דקים	ADJ;PL	N;MASC;PL
tynde	דק	tynd	None	ADJ;PL	
tynde	רזה	tynd	רזה	ADJ;PL	
luke	לוק	luke	לוק	N;INDF;MASC+FEM;SG	PROPN
måne	מון	måne	מון	N;INDF;MASC+FEM;SG	PROPN
måne	ירח	måne	ירח	N;INDF;MASC+FEM;SG	PROPN
måne	הירח	måne	הירח	N;INDF;MASC+FEM;SG	PROPN
regn	גשם	regn	גשם	N;INDF;MASC+FEM;SG	
nedbør	משקעים	nedbør	משקע	N;INDF;MASC+FEM;SG	N;MASC;PL
nedbør	משקע	nedbør	משקע	N;INDF;MASC+FEM;SG	
strækninger	נמתח	strækning	נמתח	N;INDF;MASC+FEM;PL	V;MASC;SG;3;PST;MID
strækninger	קווי	strækning	קו	N;INDF;MASC+FEM;PL	
malta	מלטה	malta	מלט	N;INDF;MASC+FEM;SG	PROPN
glasgow	גלזגו	glasgow	גלז	PROPN	PROPN
secret	סודית	secret	סודית		ADV
secret	סוד	secret	סוד		
secret	סודיות	secret	סודיות		N;FEM;SG
secret	סודי	secret	סודי		N;MASC;SG
kulturel	תרבותית	kulturel	תרבותי	ADJ;INDF;MASC+FEM;SG	ADV
dagbog	יומן	dagbog	יומן	N;INDF;MASC+FEM;SG	PROPN
dagbog	יומני	dagbog	יומני	N;INDF;MASC+FEM;SG	PROPN
dagbog	יומן	dagbog	יומן	N;INDF;MASC+FEM;SG	PROPN
nevø	אחיין	nevø	אחיין	N;INDF;MASC+FEM;SG	
nevø	אחיינו	nevø	אחיין	N;INDF;MASC+FEM;SG	PROPN
mikhail	מיכאיל	mikhail	מיכאיל	PROPN	PROPN
poesi	שירה	poesi	שירה	N;INDF;MASC+FEM;SG	
sektion	מקטע	sektion	מקטע	N;INDF;MASC+FEM;SG	
stan	סטאן	stan	סטאן	N;INDF;MASC+FEM;SG	PROPN
stan	סטן	stan	סטן	N;INDF;MASC+FEM;SG	PROPN
mil	מייל	mil	מייל	N;INDF;MASC+FEM;SG	PROPN
mil	מיילס	mil	מיילס	N;INDF;MASC+FEM;SG	PROPN
mil	קילומטרים	mil	קילומטר	N;INDF;MASC+FEM;SG	N;MASC;PL
mil	מיילים	mil	יילה	N;INDF;MASC+FEM;SG	V;MASC;PL;V.PTCP;ACT
mil	מיל	mil	מיל	N;INDF;MASC+FEM;SG	PROPN
installeret	התקין	installere	התקין	V;INDF;SG;PST;V.PTCP	
varmt	הוט	varm	הוט	ADJ;INDF;NEUT;SG	
varmt	חם	varm	חם	ADJ;INDF;NEUT;SG	
varmt	חמה	varm	חם	ADJ;INDF;NEUT;SG	PROPN
varmt	שווה	varm	שווה	ADJ;INDF;NEUT;SG	PROPN
varmt	חמים	varm	חם	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
varmt	חם	varm	חם	ADJ;INDF;NEUT;SG	
varmt	חמה	varm	חם	ADJ;INDF;NEUT;SG	PROPN
passere	מסירה	passere	מסירה	V;NFIN;ACT	N;FEM;SG
wrestlemania	רסלמניה	wrestlemania	רסלמניה	N;INDF;MASC+FEM;SG	PROPN
colorado	קולורדו	colorado	קולורדו		PROPN
udvalget	הוועדה	udvalg	הוועד	N;DEF;NEUT;SG	PROPN
udvalget	הוועד	udvalg	הוועד	N;DEF;NEUT;SG	
væske	נוזלים	væske	נוזל	N;INDF;MASC+FEM;SG	N;MASC;PL
væske	נוזלי	væske	נוזלי	N;INDF;MASC+FEM;SG	PROPN
mursten	לבנים	mursten	לבן	N;DEF;MASC+FEM;SG	N;MASC;PL
mursten	בריק	mursten	בריק	N;DEF;MASC+FEM;SG	PROPN
mursten	לבנה	mursten	לבן	N;DEF;MASC+FEM;SG	
forfatningen	החוקה	forfatning	החוקה	N;DEF;MASC+FEM;SG	ADV
monica	מוניקה	monica	מוניקה		PROPN
lejr	קאמפ	lejr	קאמפ	N;INDF;MASC+FEM;SG	PROPN
inkluderede	כולל	inkludere	כלל	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
inkluderede	כלול	inkludere	כלול	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
stødte	נתקלה	stod	נתקלה	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;MID
stødte	נתקל	stod	נתקל	V;IND;PST;FIN;ACT	V;MASC;SG;3;PST;MID
stødte	נתקלו	stod	נתקל	V;IND;PST;FIN;ACT	V;PL;3;PST;MID
sum	הסכום	sum	הסכום	N;INDF;MASC+FEM;SG	
unikke	ייחודית	unik	ייחודי	ADJ;PL	ADV
unikke	ייחודי	unik	ייחודי	ADJ;PL	ADJ;MASC;SG
banks	בנקים	banks	בנק	N;INDF;MASC+FEM;SG	N;MASC;PL
banks	בנקס	banks	בנקס	N;INDF;MASC+FEM;SG	PROPN
tove	חבלים	tov	חבל	N;INDF;MASC+FEM;SG	N;MASC;PL
tove	החבלים	tov	החבל	N;INDF;MASC+FEM;SG	N;MASC;PL
jupiter	צדק	jupiter	צדק		N;MASC;SG
xbox	xbox	xbox	xbox	N;INDF;MASC+FEM;SG	PROPN
skygge	צללים	skygge	צל	N;INDF;MASC+FEM;SG	N;MASC;PL
skygge	הצללים	skygge	הצלל	N;INDF;MASC+FEM;SG	N;MASC;PL
skygge	הצל	skygge	הצל	N;INDF;MASC+FEM;SG	
skygge	שאדו	skygge	שאדו	N;INDF;MASC+FEM;SG	PROPN
skygge	צל	skygge	צל	N;INDF;MASC+FEM;SG	
skygge	צל	skygge	צל	N;INDF;MASC+FEM;SG	
passage	חוצה	passage	חוצה	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
passage	חציית	passage	חצייה	N;INDF;MASC+FEM;SG	N;PSSD;FEM;SG
passage	מעבר	passage	מעבר	N;INDF;MASC+FEM;SG	
videoen	וידאו	videoen	וידאו	N;DEF;MASC+FEM;SG	PROPN
torv	סקוור	torv	סקוור	N;INDF;NEUT;SG	PROPN
torv	כיכר	torv	כיכר	N;INDF;NEUT;SG	PROPN
torv	ריבוע	torv	ריבוע	N;INDF;NEUT;SG	PROPN
torv	מרובע	torv	מרובע	N;INDF;NEUT;SG	PROPN
anhalt	אנהלט	anhalt	אנהלט	N;INDF;MASC+FEM;SG	PROPN
betty	בטי	betty	ביט		PROPN
levet	חיו	leve	חי	V;INDF;SG;PST;V.PTCP	PROPN
afslører	גלה	afsløre	גל	V;IND;PRS;FIN;ACT	PROPN
eksperimenter	ניסוי	eksperiment	ניסוי	N;INDF;MASC+FEM;PL	N;MASC;SG
måler	מדידת	måle	מדידה	V;IND;PRS;FIN;ACT	N;PSSD;FEM;SG
måler	מדידה	måle	מדידה	V;IND;PRS;FIN;ACT	N;FEM;SG
måler	מטר	måle	מטר	V;IND;PRS;FIN;ACT	PROPN
atlantic	האטלנטי	atlantic	האטלנטי		PROPN
atlantic	אטלנטיק	atlantic	אטלנטיק		PROPN
helena	הלנה	helena	הלנה	N;DEF;MASC+FEM;SG	PROPN
helena	הלן	helena	הלן	N;DEF;MASC+FEM;SG	PROPN
dick	דיק	dick	שדיק		PROPN
spiser	אכילה	spise	אכילה	V;IND;PRS;FIN;ACT	N;FEM;SG
spiser	תאכל	spise	איכל	V;IND;PRS;FIN;ACT	V;MASC;SG;2;FUT;ACT
spiser	תאכלו	spise	אכל	V;IND;PRS;FIN;ACT	V;PL;1;FUT
skift	המשמרת	skift	המשמרת	N;INDF;NEUT;SG	PROPN
skift	מתג	skift	מתג	N;INDF;NEUT;SG	
skift	החלף	skift	החלף	N;INDF;NEUT;SG	
skift	מפסק	skift	פיסק	N;INDF;NEUT;SG	PROPN
skift	להחליף	skift	החליף	N;INDF;NEUT;SG	V;NFIN;ACT
skift	עודף	skift	עודף	N;INDF;NEUT;SG	
skift	משמרות	skift	משמרת	N;INDF;NEUT;SG	N;FEM;PL
ordning	סידורים	ordning	סידור	N;INDF;MASC+FEM;SG	N;MASC;PL
ordning	המערכת	ordning	המערך	N;INDF;MASC+FEM;SG	
klint	קליף	klint	קליף	N;INDF;MASC+FEM;SG	PROPN
klint	צוק	klint	צוק	N;INDF;MASC+FEM;SG	
spin	ספין	spin	ספין	N;INDF;NEUT;SG	PROPN
boris	בוריס	boris	בוריס		PROPN
output	פלט	output	פלט	N;INDF;NEUT;SG	
output	תפוקות	output	תפוקה	N;INDF;NEUT;SG	N;FEM;PL
düsseldorf	דיסלדורף	düsseldorf	דיסלדורף	N;INDF;MASC+FEM;SG	PROPN
düsseldorf	דיסלדורף	düsseldorf	דיסלדורף	N;INDF;MASC+FEM;SG	PROPN
highway	כביש	highway	כביש	N;INDF;NEUT;SG	PROPN
montreal	מונטריאול	montreal	מונטריאול		PROPN
overskud	הרווח	overskud	הרווח	N;INDF;NEUT;SG	
overskud	רווח	overskud	רווח	N;INDF;NEUT;SG	PROPN
overskud	עודף	overskud	עודף	N;INDF;NEUT;SG	
overskud	עודפים	overskud	עודף	N;INDF;NEUT;SG	N;MASC;PL
overskud	רווחים	overskud	רווח	N;INDF;NEUT;SG	N;MASC;PL
krydse	חציית	krydse	חצייה	V;NFIN;ACT	N;PSSD;FEM;SG
krydse	צלב	krydse	צלב	V;NFIN;ACT	N;MASC;SG
krydse	קרוס	krydse	קרוס	V;NFIN;ACT	PROPN
krydse	הצלב	krydse	הצלב	V;NFIN;ACT	N;MASC;SG
organisk	אורגני	organisk	אורגן	ADV	N;MASC;SG
organisk	אורגניות	organisk	אורגני	ADV	N;FEM;PL
organisk	אורגניים	organisk	אורגני	ADV	ADJ;MASC;PL
organisk	אורגנית	organisk	אורגני	ADV	N;FEM;SG
ris	רייס	ris	רייס	N;INDF;MASC+FEM;SG	PROPN
ris	אורז	ris	אורז	N;INDF;MASC+FEM;SG	PROPN
julian	וליאן	julian	וליאן		PROPN
biologisk	הביולוגי	biologisk	הביולוגי	ADV	PROPN
biologisk	ביולוגי	biologisk	ביולוגי	ADV	N
biologisk	ביולוגית	biologisk	ביולוגית	ADV	N
barnebarn	נכדה	barnebarn	נכדה	N;INDF;NEUT;SG	
barnebarn	נכד	barnebarn	נכד	N;INDF;NEUT;SG	PROPN
barnebarn	נכד	barnebarn	נכד	N;INDF;NEUT;SG	PROPN
barnebarn	הנכד	barnebarn	הנכד	N;INDF;NEUT;SG	
henderson	הנדרסון	henderson	הנדרסון	N;INDF;MASC+FEM;SG	PROPN
paulo	פאולו	paulo	פאול	PROPN	PROPN
nyligt	אחרונות	nyligt	אחרון	ADV	N;FEM;PL
nyligt	אחרונים	nyligt	אחרון	ADV	ADJ;MASC;PL
mexicanske	מקסיקני	mexicansk	מקסיקני	ADJ;PL	PROPN
mexicanske	מקסיקנית	mexicansk	מקסיקני	ADJ;PL	PROPN
skarpt	שארפ	skarpt	שארפ	ADV	PROPN
skarpt	חדה	skarpt	חד	ADV	
skarpt	חדות	skarpt	חד	ADV	N;FEM;PL
skarpt	בחדות	skarpt	בחדות	ADV	
forstæder	הפרברים	forståde	הפרבר	N;INDF;MASC+FEM;PL	PROPN
forstæder	מהפרברים	forståde	מהפרבר	N;INDF;MASC+FEM;PL	PROPN
nederlaget	התבוסה	nederlag	התבוסה	N;DEF;NEUT;SG	V;FEM;SG;3;PST
nederlaget	להביס	nederlag	הביס	N;DEF;NEUT;SG	V;NFIN;ACT
forandring	עודף	forandring	עודף	N;INDF;MASC+FEM;SG	
