valoroase	قيمة	valoros	قِيمَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
lup	الذئب	lup	ذِئب	N;INDF;MASC;SG	N;NOM;DEF;SG
lup	ذئب	lup	ذَابّ	N;INDF;MASC;SG	
lup	ولف	lup	ولف	N;INDF;MASC;SG	
lup	وولف	lup	وولف	N;INDF;MASC;SG	
audi	اودي	audi	أَودَى	N;INDF;MASC	
riga	ريغا	riga	ريغا	PROPN	
hidrografic	الهيدروغرافية	hidrografic	هِيدرُوغرَافِيَّة	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
remus	ريموس	remus	رِيمُوس	PROPN	
câmpuri	الحقول	câmp	حَقل	N;INDF;FEM;PL	N;NOM;DEF;PL
câmpuri	الميادين	câmp	مَيدَان	N;INDF;FEM;PL	N;NOM;DEF;PL
romantică	رومانسية	romantic	رُومَانسِيَّة	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
romantică	رومنسي	romantic	رُومنسِي	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
romantică	رومانسي	romantic	رُومَانسِيّ	ADJ;INDF;FEM;SG	
favorabilă	مواتية	favorabil	مُوَاتِي	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
favorabilă	موات	favorabil	مَوَّة	ADJ;INDF;FEM;SG	
costul	الكلفة	cost	كُلفَة	N;DEF;MASC;SG	N;NOM;DEF;SG
costul	التكلفة	cost	تَكلِفَة	N;DEF;MASC;SG	N;NOM;DEF;SG
costul	التكاليف	cost	تَكلِيف	N;DEF;MASC;SG	N;NOM;DEF;PL
costul	تكلفة	cost	تَكلِفَة	N;DEF;MASC;SG	N;NOM;INDF;SG
electroni	الالكترونات	electron	الالكترونات	N;INDF;MASC;PL	N;NOM;DEF;PL
diviziune	شعبة	diviziune	شُعبَة	N;INDF;FEM;SG	N;NOM;INDF;SG
diviziune	الشعبة	diviziune	شُعبَة	N;INDF;FEM;SG	N;NOM;DEF;SG
comic	الهزلية	comic	هُزلِيَّة	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
comic	هزلي	comic	هُزَل	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
nebraska	نبراسكا	nebraska	نبراسكا	PROPN	
capelă	شابل	capelă	شَابِل	N;INDF;FEM;SG	
eticheta	تاغ	etichetă	تاغ	N;DEF;FEM;SG	
eticheta	تسمية	etichetă	تَسمِيَة	N;DEF;FEM;SG	N;NOM;INDF;SG
eticheta	التسمية	etichetă	تَسمِيَة	N;DEF;FEM;SG	N;NOM;DEF;SG
campionate	البطولات	campiona	البطولات	N;INDF;FEM;PL	N;NOM;DEF;PL
contribuind	الاسهام	contribui	إِسهَام	V;V.MSDR	N;NOM;DEF;SG
amândouă	كلاهما	amândoi	كلاهما	NUM;FEM;PL	
curtis	كيرتيس	curtis	كيرتيس	PROPN	
solul	تربة	sol	تَربَة	N;DEF;MASC;SG	N;NOM;INDF;SG
solul	التربة	sol	تَرَبَّة	N;DEF;MASC;SG	N;NOM;DEF;SG
sweet	حلو	sweet	حُلُوّ	N;INDF;MASC;SG	
sweet	حلوة	sweet	حَلوَة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
sweet	الحلو	sweet	الحلو	N;INDF;MASC;SG	
moschee	جامع	moschee	جَامِع	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
moschee	مسجد	moschee	مَسجِد	N;INDF;FEM;SG	N;NOM;INDF;SG
moschee	المسجد	moschee	مَسجِد	N;INDF;FEM;SG	N;NOM;DEF;SG
moschee	الجامع	moschee	جَامِع	N;INDF;FEM;SG	N;NOM;DEF;SG
vânzările	المبيعات	vânzare	مَبِيعَات	N;DEF;FEM;PL	N;NOM;DEF;PL
vânzările	مبيعات	vânzare	مَبِيعَات	N;DEF;FEM;PL	N;NOM;INDF;PL
vânzările	البيع	vânzare	بَيع	N;DEF;FEM;PL	N;NOM;DEF;SG
christoph	كريستوف	christoph	كرِيستُوف	PROPN	
curaj	الشجاعة	curaj	شَجَاعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
vârfuri	القمم	vârf	قِمَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
kreis	kr	kreis	هُوَ	N;INDF;MASC;SG	
grace	جريس	grac	جَرِيس	PROPN	
grace	نعمة	grac	نعمة	PROPN	N;NOM;INDF;SG
grace	غريس	grac	غرِيس	PROPN	
grace	غرايس	grac	غرَايس	PROPN	
spionaj	تتجسس	spionaj	تَجَسَّس	N;INDF;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
spionaj	التجسس	spionaj	تَجَسُّس	N;INDF;MASC;SG	N;NOM;DEF;SG
lanțuri	السلاسل	lanț	سَلسَلَة	N;INDF;FEM;PL	N;NOM;DEF;PL
chestiuni	المسائل	chestiune	مَسأَلَة	N;INDF;FEM;PL	N;NOM;DEF;PL
chestiuni	القضايا	chestiune	قَضِيَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
moale	ناعمة	moale	نَاعِمَة		ADJ;NOM;INDF;FEM;SG
moale	الناعمة	moale	نَاعِمَة		N;NOM;DEF;SG
moale	لينة	moale	لَينَة		ADJ;NOM;INDF;FEM;SG
moale	ناعم	moale	نَاعِم		
expansiunea	التوسع	expansiune	تَوَسُّع	N;DEF;FEM;SG	N;NOM;DEF;SG
expansiunea	التوسيع	expansiune	تَوسِيع	N;DEF;FEM;SG	N;NOM;DEF;SG
expansiunea	توسع	expansiune	تَوَسُّع	N;DEF;FEM;SG	N;NOM;INDF;SG
expansiunea	توسيع	expansiune	تَوسِيع	N;DEF;FEM;SG	N;NOM;INDF;SG
cota	مشاركة	cotă	مُشَارَكَة	N;DEF;FEM;SG	N;NOM;INDF;SG
cota	المشاركة	cotă	مُشَارَكَة	N;DEF;FEM;SG	N;NOM;DEF;SG
cota	حصة	cotă	حِصَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
cota	نصيب	cotă	نَصِيب	N;DEF;FEM;SG	N;NOM;INDF;SG
cota	شارك	cotă	شَارَك	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
cota	الحصة	cotă	حِصَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
cota	الحصص	cotă	حِصَّة	N;DEF;FEM;SG	N;NOM;DEF;PL
autobuze	حافلات	autobuz	حافلات	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;PL
autobuze	الحافلات	autobuz	حَافِل	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
evacuarea	اجلاء	evacuare	إِجلَاء	N;DEF;FEM;SG	N;NOM;INDF;SG
evacuarea	اخلاء	evacuare	إِخلَاء	N;DEF;FEM;SG	N;NOM;INDF;SG
tipurile	انواع	tip	نَوع	N;DEF;FEM;PL	N;NOM;INDF;PL
tipurile	الانواع	tip	نَوع	N;DEF;FEM;PL	N;NOM;DEF;PL
expansiune	التوسع	expansiune	تَوَسُّع	N;INDF;FEM;SG	N;NOM;DEF;SG
expansiune	التوسيع	expansiune	تَوسِيع	N;INDF;FEM;SG	N;NOM;DEF;SG
expansiune	توسع	expansiune	تَوَسُّع	N;INDF;FEM;SG	N;NOM;INDF;SG
expansiune	توسيع	expansiune	تَوسِيع	N;INDF;FEM;SG	N;NOM;INDF;SG
nominalizată	رشح	nominaliza	رَشَح	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
nominalizată	رشحت	nominaliza	رشحت	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
lagăre	المعسكرات	lagăr	مُعَسكَر	N;INDF;FEM;PL	N;NOM;DEF;PL
lagăre	المخيمات	lagăr	مُخَيَّم	N;INDF;FEM;PL	N;NOM;DEF;PL
matematica	رياضيات	matematică	رياضيات	N;DEF;FEM;SG	N;NOM;INDF;PL
matematica	الرياضيات	matematică	رِيَاضِيّ	N;DEF;FEM;SG	N;NOM;DEF;PL
matematica	رياضيات	matematică	رياضيات	N;DEF;FEM;SG	N;NOM;INDF;PL
matematica	الرياضيات	matematică	رِيَاضِيّ	N;DEF;FEM;SG	N;NOM;DEF;PL
melbourne	ملبورن	melbournă	ملبورن	N;INDF;MASC;SG	
trans	ترانس	trans	رَانَس		
montaj	المونتاج	montaj	مُونتَاج	N;INDF;MASC;SG	N;NOM;DEF;SG
vizite	الزيارات	vizită	زِيَارَة	N;INDF;FEM;PL	N;NOM;DEF;PL
coca	الكوكا	coca	الكوكا	N;DEF;FEM;SG	
coca	كوكا	coca	كُوكَا	N;DEF;FEM;SG	
rabin	الحاخام	rabin	حَاخَام	N;INDF;MASC;SG	N;NOM;DEF;SG
rabin	رابين	rabin	رَابِين	N;INDF;MASC;SG	
norvegiană	النرويجية	norvegian	نُروِيجِيّ	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
norvegiană	النرويج	norvegian	نُرُويج	ADJ;INDF;FEM;SG	
obligatorie	الزامية	obligatoriu	زَامِي	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
obligatorie	الالزامية	obligatoriu	إِلزَامِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
obligatorie	الزام	obligatoriu	زَام	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
obligatorie	الزامية	obligatoriu	زَامِي	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
obligatorie	الالزامية	obligatoriu	إِلزَامِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
obligatorie	الزامية	obligatoriu	زَامِي	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
jucate	لعبت	juca	لَعِب	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
sume	المبالغ	sumă	مَبلَغ	N;INDF;FEM;PL	N;NOM;DEF;PL
sume	مبالغ	sumă	مَبلَغ	N;INDF;FEM;PL	N;NOM;INDF;SG
sume	المبالغ	sumă	مَبلَغ	N;INDF;FEM;PL	N;NOM;DEF;PL
sume	مبالغ	sumă	مَبلَغ	N;INDF;FEM;PL	N;NOM;INDF;SG
tensiunea	توتر	tensiune	تُوتِر	N;DEF;FEM;SG	N;NOM;INDF;SG
tensiunea	التوتر	tensiune	تَوَتُّر	N;DEF;FEM;SG	N;NOM;DEF;SG
tensiunea	الجهد	tensiune	جَهد	N;DEF;FEM;SG	N;NOM;DEF;SG
tensiunea	جهد	tensiune	جَهد	N;DEF;FEM;SG	N;NOM;INDF;SG
sheriff	شريف	sheriff	شريف	N;INDF;MASC;SG	
sheriff	الشريف	sheriff	الشريف	N;INDF;MASC;SG	
sheriff	عمدة	sheriff	عُمدَة	N;INDF;MASC;SG	
democratică	ديمقراطي	democratică	دِيمُقرَاطِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
democratică	ديمقراطية	democratică	دِيمُقرَاطِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
democratică	الديمقراطي	democratică	دِيمُقرَاطِيّ	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
măsurare	القياس	măsurare	قِيَاس	N;INDF;FEM;SG	N;NOM;DEF;SG
măsurare	قياس	măsurare	قِيَاس	N;INDF;FEM;SG	N;NOM;INDF;SG
măsurare	القياس	măsurare	قِيَاس	N;INDF;FEM;SG	N;NOM;DEF;SG
măsurare	قياس	măsurare	قِيَاس	N;INDF;FEM;SG	N;NOM;INDF;SG
maiorul	رائد	maior	رائد	N;DEF;MASC;SG	
maiorul	ماجور	maior	ماجور	N;DEF;MASC;SG	
maiorul	الرائد	maior	رَائِد	N;DEF;MASC;SG	N;NOM;DEF;SG
steel	الفولاذ	steel	فُولَاذ	N;INDF;MASC;SG	N;NOM;DEF;SG
steel	ستيل	steel	سَتِيل	N;INDF;MASC;SG	
steel	الصلب	steel	صُلب	N;INDF;MASC;SG	N;NOM;DEF;SG
baie	حمام	baie	حمام	N;INDF;FEM;SG	N;NOM;INDF;SG
baie	الحمام	baie	حَمَام	N;INDF;FEM;SG	N;NOM;DEF;SG
baie	مام	baie	مَام	N;INDF;FEM;SG	
baie	حمام	baie	حمام	N;INDF;FEM;SG	N;NOM;INDF;SG
baie	الحمام	baie	حَمَام	N;INDF;FEM;SG	N;NOM;DEF;SG
baie	باث	baie	بَاثِي	N;INDF;FEM;SG	
ruine	الخراب	ruină	خَرَاب	N;INDF;FEM;PL	N;NOM;DEF;SG
ruine	خراب	ruină	خراب	N;INDF;FEM;PL	N;NOM;INDF;SG
galileo	غاليليو	galileo	غَالِيلِيُو	PROPN	
editarea	التعديل	editare	تَعدِيل	N;DEF;FEM;SG	N;NOM;DEF;SG
editarea	تحرير	editare	تَحرِير	N;DEF;FEM;SG	N;NOM;INDF;SG
editarea	التحرير	editare	تَحرِير	N;DEF;FEM;SG	N;NOM;DEF;SG
mărimi	القياسات	mărime	قِيَاسَة	N;INDF;FEM;PL	N;NOM;DEF;PL
mărimi	المقاسات	mărime	مَقَاس	N;INDF;FEM;PL	N;NOM;DEF;PL
hussain	حسين	hussain	حسين	N;INDF;MASC;SG	
celulelor	الخلايا	celulă	خَلِيَّة	N;DEF;FEM;PL	N;NOM;DEF;PL
celulelor	الزنزانات	celulă	زِنزَان	N;DEF;FEM;PL	N;NOM;DEF;PL
celulelor	خلايا	celulă	خَلِيَّة	N;DEF;FEM;PL	N;NOM;INDF;PL
ada	ادا	adă	أَدَّا		CONJ
mia	ميا	mi	ميا		
birouri	المكاتب	birou	مَكتَب	N;INDF;FEM;PL	N;NOM;DEF;PL
grupare	التجميع	grupare	تَجمِيع	N;INDF;FEM;SG	N;NOM;DEF;SG
grupare	تجميع	grupare	تَجمِيع	N;INDF;FEM;SG	N;NOM;INDF;SG
reprezentantul	تمثيلية	reprezentant	تَمثِيلِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
reprezentantul	الممثل	reprezentant	مُمَثِّل	N;DEF;MASC;SG	N;NOM;DEF;SG
reprezentantul	ممثل	reprezentant	مُمَثِّل	N;DEF;MASC;SG	N;NOM;INDF;SG
grosime	سميك	grosime	سميك	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
grosime	سميكة	grosime	سمِيكَة	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
aparentă	ظاهر	aparent	ظاهر	ADJ;INDF;FEM;SG	
aparentă	الظاهر	aparent	الظاهر	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
rachetă	صاروخ	rachetă	صَارُوخ	N;INDF;FEM;SG	N;NOM;INDF;SG
rachetă	روكيت	rachetă	روكيت	N;INDF;FEM;SG	
rachetă	الصاروخ	rachetă	صَارُوخ	N;INDF;FEM;SG	N;NOM;DEF;SG
rachetă	صاروخ	rachetă	صَارُوخ	N;INDF;FEM;SG	N;NOM;INDF;SG
rachetă	الصاروخ	rachetă	صَارُوخ	N;INDF;FEM;SG	N;NOM;DEF;SG
rachetă	القذيفة	rachetă	قَذِيفَة	N;INDF;FEM;SG	N;NOM;DEF;SG
rachetă	قذيفة	rachetă	قَذِيفَة	N;INDF;FEM;SG	N;NOM;INDF;SG
hardware	العتاد	hardware	عِتَاد	N;INDF;MASC	N;NOM;DEF;SG
hardware	الاجهزة	hardware	جِهَاز	N;INDF;MASC	N;NOM;DEF;PL
tiger	تايجر	tiger	تايجر	N;INDF;MASC;SG	
tiger	النمر	tiger	نَمَر	N;INDF;MASC;SG	N;NOM;DEF;SG
tiger	نمر	tiger	نمر	N;INDF;MASC;SG	
verticale	الراسي	vertical	رَاسِي	ADJ;INDF;FEM;PL	
verticale	راسي	vertical	راسي	ADJ;INDF;FEM;PL	
verticale	عمودي	vertical	عمودي	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
verticale	عمودية	vertical	عمودية	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
încorporat	اسست	încorporat	أَسَاس	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;PASS
încorporat	المضمنة	încorporat	مَضمَنَة	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
încorporat	مدمج	încorporat	مدمج	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
ten	العشرة	ten	عَشَرَة	N;INDF;MASC;SG	NUM;NOM;DEF;MASC
ten	t	ten	t	N;INDF;MASC;SG	
ten	عشرة	ten	عَشَرَة	N;INDF;MASC;SG	NUM;MASC
ten	عشر	ten	عَشَرَة	N;INDF;MASC;SG	NUM;MASC
ten	العاشرة	ten	عَاشِر	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
print	برنس	print	برنس	N;INDF;MASC;SG	
print	برينس	print	برِينس	N;INDF;MASC;SG	
print	الامير	print	أَمِير	N;INDF;MASC;SG	N;NOM;DEF;SG
polo	بولو	polo	بُولُو	N;INDF;MASC;SG	
pisică	القط	pisică	قَطّ	N;INDF;FEM;SG	
pisică	قطة	pisică	قُطَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
pisică	قط	pisică	قَطّ	N;INDF;FEM;SG	
pisică	القطة	pisică	قُطَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
pisică	كات	pisică	كَات	N;INDF;FEM;SG	
plăcere	سرور	plăcere	سرور	N;INDF;FEM;SG	
centrala	مركزية	centrală	مَركَزِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
centrala	سنترال	centrală	سنترال	ADJ;DEF;FEM;SG	
centrala	الوسطى	centrală	أَوسَط	ADJ;DEF;FEM;SG	N;NOM;DEF;SG
centrala	وسط	centrală	وَسط	ADJ;DEF;FEM;SG	N;NOM;INDF;SG
centrala	مركزي	centrală	مركزي	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
datorate	المستحقة	datorat	مُستَحِقّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
minsk	مينسك	minsk	مينسك	PROPN	
plaja	شاطئ	plajă	شَاطِئ	N;DEF;FEM;SG	N;NOM;INDF;SG
plaja	شاطيء	plajă	شَاطِيّ	N;DEF;FEM;SG	N;NOM;INDF;SG
plaja	الشاطئ	plajă	شَاطِئ	N;DEF;FEM;SG	N;NOM;DEF;SG
plaja	بيتش	plajă	بيتش	N;DEF;FEM;SG	
plaja	الشاطيء	plajă	شَاطِيء	N;DEF;FEM;SG	N;NOM;DEF;SG
definirea	التعريف	definire	تَعرِيف	N;DEF;FEM;SG	N;NOM;DEF;SG
definirea	تعريف	definire	تَعرِيف	N;DEF;FEM;SG	N;NOM;INDF;SG
antrenament	التدريب	antrenament	تَدرِيب	N;INDF;MASC;SG	N;NOM;DEF;SG
antrenament	التمرين	antrenament	تَمرِين	N;INDF;MASC;SG	N;NOM;DEF;SG
antrenament	تمارين	antrenament	تَمرِين	N;INDF;MASC;SG	N;NOM;INDF;PL
găsirea	العثور	găsire	عُثُور	N;DEF;FEM;SG	N;NOM;DEF;SG
găsirea	ايجاد	găsire	إِيجَاد	N;DEF;FEM;SG	N;NOM;INDF;SG
restrâns	ضاقت	restrâns	ضَاق	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
machiavelli	مكيافيلي	machiavell	مكيافيلي		
posibilitate	احتمال	posibilitate	اِحتِمَال	N;INDF;FEM;SG	N;NOM;INDF;SG
posibilitate	احتمالية	posibilitate	اِحتِمَالِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
posibilitate	الاحتمال	posibilitate	اِحتِمَال	N;INDF;FEM;SG	N;NOM;DEF;SG
posibilitate	امكانية	posibilitate	إِمكَانِيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
tokio	طوكيو	tokio	طُوكِيُو	PROPN	
castello	ca	castello	هُوَ	PROPN	
plajă	شاطئ	plajă	شَاطِئ	N;INDF;FEM;SG	N;NOM;INDF;SG
plajă	شاطيء	plajă	شَاطِيّ	N;INDF;FEM;SG	N;NOM;INDF;SG
plajă	الشاطئ	plajă	شَاطِئ	N;INDF;FEM;SG	N;NOM;DEF;SG
plajă	بيتش	plajă	بيتش	N;INDF;FEM;SG	
plajă	الشاطيء	plajă	شَاطِيء	N;INDF;FEM;SG	N;NOM;DEF;SG
cultivate	كبرت	cultivat	كَبَّر	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
cultivate	المزروعة	cultivat	مَزرُوع	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
salvează	حفظ	salva	حِفظ	V;IND;3;PRS;FIN	
salvează	انقاذ	salva	إِنقَاذ	V;IND;3;PRS;FIN	N;NOM;INDF;SG
salvează	احفظ	salva	أَحفَظ	V;IND;3;PRS;FIN	
asiatice	الاسيوي	asiatic	آسِيَوِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
asiatice	اسيا	asiatic	آسِيَا	ADJ;INDF;FEM;PL	
asiatice	الاسيوية	asiatic	آسِيَوِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
supreme	العليا	suprem	العليا		
add	يضاف	add	أَضَاف		V;IPFV;MASC;IND;SG;3;FIN;ACT
add	add	add	صَذَث		
add	اضف	add	اضف		N;NOM;INDF;SG
add	اضافة	add	إِضَافَة		N;NOM;INDF;SG
add	نضيف	add	أَضَاف		V;IPFV;MASC;IND;PL;1;FIN;ACT
bizantini	البيزنطيون	bizantină	بِيزنطِيُون	ADJ;INDF;MASC;PL	N;NOM;DEF;PL
semnele	العلامات	semn	عَلَامَة	N;DEF;FEM;PL	N;NOM;DEF;PL
semnele	علامات	semn	عَلَامَة	N;DEF;FEM;PL	N;NOM;INDF;PL
dovada	الادلة	dovadă	دِلَة	N;DEF;FEM;SG	N;NOM;DEF;SG
dovada	دليل	dovadă	دَلِيل	N;DEF;FEM;SG	N;NOM;INDF;SG
dovada	الدليل	dovadă	دَلِيل	N;DEF;FEM;SG	N;NOM;DEF;SG
dovada	ادلة	dovadă	دَلِيل	N;DEF;FEM;SG	N;NOM;INDF;PL
dovada	برهان	dovadă	بُرهَان	N;DEF;FEM;SG	
dovada	دليل	dovadă	دَلِيل	N;DEF;FEM;SG	N;NOM;INDF;SG
dovada	اثبات	dovadă	إِثبَات	N;DEF;FEM;SG	N;NOM;INDF;SG
dovada	البرهان	dovadă	بَرهَان	N;DEF;FEM;SG	N;NOM;DEF;SG
experiențe	التجارب	experiență	تَجرِبَة	N;INDF;FEM;PL	N;NOM;DEF;PL
experiențe	الخبرات	experiență	خِبرَة	N;INDF;FEM;PL	N;NOM;DEF;PL
intelectual	الفكرية	intelectual	فِكرِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
ipoteză	فرضية	ipoteză	فَرضِيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
ipoteză	الفرضية	ipoteză	فَرضِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
mongolia	منغوليا	mongolie	مُنغُولِيَا	N;DEF;FEM;SG	
centrele	مراكز	centru	مَركَز	N;DEF;FEM;PL	N;NOM;INDF;PL
centrele	المراكز	centru	مَركَز	N;DEF;FEM;PL	N;NOM;DEF;PL
moartă	ميتة	mort	مَيتَة	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
moartă	ميتا	mort	ميتا	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
moartă	ميت	mort	ميت	ADJ;INDF;FEM;SG	
consecințele	النتائج	consecință	نَتِيجَة	N;DEF;FEM;PL	N;NOM;DEF;PL
consecințele	العواقب	consecință	عَاقِبَة	N;DEF;FEM;PL	N;NOM;DEF;PL
consecințele	التبعات	consecință	تَبَعُّس	N;DEF;FEM;PL	N;NOM;DEF;PL
consecințele	عواقب	consecință	عَاقِبَة	N;DEF;FEM;PL	N;NOM;INDF;PL
balcanice	البلقان	balcanic	بَلَق	ADJ;INDF;FEM;PL	
producătorii	المنتجون	producător	مُنتِج	N;DEF;MASC;PL	N;NOM;DEF;PL
producătorii	منتجين	producător	مُنتِج	N;DEF;MASC;PL	ADJ;NOM;INDF;MASC;PL
producătorii	المنتجين	producător	مُنتِج	N;DEF;MASC;PL	N;NOM;DEF;PL
producătorii	المصنعين	producător	مُصَنِّع	N;DEF;MASC;PL	N;NOM;DEF;PL
revizuită	المنقح	revizui	مُنَقَّح	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
revizuită	منقحة	revizui	مُنَقَّحَة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
revizuită	استعرض	revizui	اِستَعرَض	ADJ;INDF;FEM;SG	
victimele	الضحايا	victimă	ضَحِيَّة	N;DEF;FEM;PL	N;NOM;DEF;PL
victimele	ضحايا	victimă	ضَحِيَّة	N;DEF;FEM;PL	N;NOM;INDF;PL
guatemala	غواتيمالا	guatemală	غُوَاتِيمَالَا	PROPN	
flotă	الاسطول	flotă	أُسطُول	N;INDF;FEM;SG	N;NOM;DEF;SG
flotă	اسطول	flotă	أُسطُول	N;INDF;FEM;SG	N;NOM;INDF;SG
clinic	السريرية	clinic	سَرِيرِيّ	ADJ;INDF;MASC;SG	
nevoile	احتياجات	nevoie	اِحتِيَاج	N;DEF;FEM;PL	N;NOM;INDF;PL
nevoile	يحتاج	nevoie	اِحتَاج	N;DEF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
nevoile	الاحتياجات	nevoie	اِحتِيَاج	N;DEF;FEM;PL	N;NOM;DEF;PL
nevoile	حاجات	nevoie	حَاجَة	N;DEF;FEM;PL	N;NOM;INDF;PL
nevoile	الحاجات	nevoie	حَاجَة	N;DEF;FEM;PL	N;NOM;DEF;PL
capabili	قادر	capabil	قَادِر	V;IND;PL;2;IPFV;FIN	ADJ;NOM;INDF;MASC;SG
capabili	قادرة	capabil	قَادِر	V;IND;PL;2;IPFV;FIN	ADJ;NOM;INDF;FEM;SG
capabili	قادرين	capabil	قَادِر	V;IND;PL;2;IPFV;FIN	ADJ;NOM;INDF;MASC;PL
extraterestră	اجنبي	extraterestră	أَجنَبِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
extraterestră	الاجنبي	extraterestră	أَجنَبِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
extraterestră	فضائي	extraterestră	فَضَائِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
difuzare	بث	difuzare	بَثّ	N;INDF;FEM;SG	N;NOM;INDF;SG
difuzare	البث	difuzare	بَثّ	N;INDF;FEM;SG	N;NOM;DEF;SG
difuzare	النشر	difuzare	نَشر	N;INDF;FEM;SG	N;NOM;DEF;SG
stînga	اليسار	stângă	يَسَار	N;DEF;FEM;SG	N;NOM;DEF;SG
stînga	يسار	stângă	سَار	N;DEF;FEM;SG	
giacomo	جياكومو	giacomo	جياكومو	PROPN	
localnicii	المحليون	localnic	مَحَلِّيّ	N;DEF;MASC;PL	N;NOM;DEF;PL
vittorio	فيتوريو	vittorio	فيتوريو	PROPN	
macedoneană	مقدونيا	macedonean	مَقدُونِيَا	ADJ;INDF;FEM;SG	
macedoneană	المقدونية	macedonean	مَقدُونِيّ	ADJ;INDF;FEM;SG	
macedoneană	مقدوني	macedonean	مَقدُونِيّ	ADJ;INDF;FEM;SG	
metalic	المعدن	metalic	مَعدِن	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
metalic	معادن	metalic	مَعدِن	ADJ;INDF;MASC;SG	N;NOM;INDF;PL
metalic	معدن	metalic	مَعدِن	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
metalic	المعادن	metalic	مَعدِن	ADJ;INDF;MASC;SG	N;NOM;DEF;PL
maro	اسمر	maro	أَسمَر	N;INDF;MASC;SG	
maro	البني	maro	بَنِّيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
