par	pour	par	pour		ADP
nesenā	récents	nesens	récent	ADV	ADJ;MASC;PL
nesenā	récent	nesens	récent	ADV	ADJ;MASC;SG
nesenā	récentes	nesens	récent	ADV	ADJ;FEM;PL
nesenā	récente	nesens	récent	ADV	ADJ;FEM;SG
apstiprināta	confirmées	apstiprināt	confirmé	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
apstiprināta	confirmés	apstiprināt	confirmer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
apstiprināta	approuvés	apstiprināt	approuver	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
apstiprināta	approuvées	apstiprināt	approuver	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
priedes	pine	priede	pine	N;NOM;FEM;PL	N;FEM;SG
priedes	pin	priede	pin	N;NOM;FEM;PL	N;MASC;SG
balsot	vote	balsot	vote	V;POS;NFIN	N;MASC;SG
floyd	floyd	floyd	floyd		PROPN
adw	adw	adw	adw		PROPN
lsd	lsd	lūdēt	lsd	PROPN	N;MASC;SG
kalgari	calgary	kalgars	calgary		PROPN
rojas	rojas	roja	roja	PROPN;NOM;FEM;PL	PROPN
mākoņu	nuage	mākonis	nuage	N;GEN;MASC;PL	N;MASC;SG
mākoņu	cloud	mākonis	cloud	N;GEN;MASC;PL	N;MASC;SG
iļja	ilya	iļja	ilya	PROPN;NOM;FEM;SG	PROPN
tims	tim	tims	tim	PROPN;NOM;MASC;SG	PROPN
asu	asu	ass	asu	ADJ;ACC;MASC;SG	PROPN
asu	tranchant	ass	tranchant	ADJ;ACC;MASC;SG	V;PRS;V.PTCP
asu	sharp	ass	sharp	ADJ;ACC;MASC;SG	PROPN
amatpersonas	officiels	amatpersona	officiel	N;NOM;FEM;PL	ADJ;MASC;PL
sastāvdaļas	ingrédient	sastāvdaļa	ingrédient	N;NOM;FEM;PL	N;MASC;SG
deep	profond	deep	profond		ADJ;MASC;SG
deep	profonds	deep	profond		ADJ;MASC;PL
deep	deep	deep	deep		PROPN
deep	profonde	deep	profond		ADJ;FEM;SG
ekspress	exprès	ekspress	exprès	N;NOM;MASC;SG	INTJ
ekspress	exprimer	ekspress	exprimer	N;NOM;MASC;SG	V;NFIN
ekspress	expresse	ekspress	expresser	N;NOM;MASC;SG	ADJ;FEM;SG
ierašanās	arrivée	ierašanās	arriver	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
ierašanās	arriver	ierašanās	arriver	N;NOM;FEM;SG	V;NFIN
ierašanās	arrivées	ierašanās	arriver	N;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
fišers	fisher	fišers	fisher	PROPN;NOM;MASC;SG	PROPN
fišers	pêcheur	fišers	pêcheur	PROPN;NOM;MASC;SG	N;MASC;SG
nomainīts	remplacées	nomainīt	remplacer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
nomainīts	remplacés	nomainīt	remplacer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
zenit	zenit	zenit	zenir	PROPN	N;MASC;SG
gothards	gotthard	gothards	gotthard	PROPN;NOM;MASC;SG	N;MASC;SG
mlb	mlb	mlb	mlb	N	PROPN
vairākumu	majoritaire	vairākums	majoritaire	N;ACC;MASC;SG	ADJ;MASC;SG
vairākumu	majoritaires	vairākums	majoritaire	N;ACC;MASC;SG	ADJ;MASC;PL
vēlmi	désirs	vēlme	désir	N;ACC;FEM;SG	N;MASC;PL
vēlmi	désirer	vēlme	désirer	N;ACC;FEM;SG	V;NFIN
jaroslavs	jaroslav	jaroslavs	jaroslav	PROPN;NOM;MASC;SG	PROPN
veiksmīga	réussi	veiksmīga	réussir	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
veiksmīga	succes	veiksmīga	succe	ADJ;NOM;FEM;SG	N;MASC;SG
veiksmīga	succès	veiksmīga	succès	ADJ;NOM;FEM;SG	N;MASC;SG
veiksmīga	réussite	veiksmīga	réussite	ADJ;NOM;FEM;SG	N;FEM;SG
pēcnācēji	descendance	pēcnācējs	descendance	N;NOM;MASC;PL	N;FEM;SG
pēcnācēji	progéniture	pēcnācējs	progéniture	N;NOM;MASC;PL	N;FEM;SG
pēcnācēji	descendance	pēcnācējs	descendance	N;NOM;MASC;PL	N;FEM;SG
pēcnācēji	progéniture	pēcnācējs	progéniture	N;NOM;MASC;PL	N;FEM;SG
pēcnācēji	descendance	pēcnācējs	descendance	N;NOM;MASC;PL	N;FEM;SG
ierobežojumi	restriction	ierobežojums	restriction	N;NOM;MASC;PL	N;FEM;SG
ierobežojumi	limitation	ierobežojums	limitation	N;NOM;MASC;PL	N;FEM;SG
ierobežojumi	limite	ierobežojums	limite	N;NOM;MASC;PL	N;FEM;SG
ierobežojumi	restriction	ierobežojums	restriction	N;NOM;MASC;PL	N;FEM;SG
opel	opel	opelt	opel		N;MASC;SG
izslēgts	off	izslēgt	off	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
izslēgts	hors	izslēgt	hors	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADP
izslēgts	exclus	izslēgt	exclure	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
izslēgts	exclues	izslēgt	exclure	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
gsm	gar	gūt	gar	N	
mūks	monk	mūks	monk	N;NOM;MASC;SG	PROPN
bloku	bloquer	bloka	bloquer	N;ACC;MASC;SG	V;NFIN
bloku	block	bloka	block	N;ACC;MASC;SG	PROPN
jeļena	elena	jeļena	elena	PROPN;NOM;FEM;SG	PROPN
jeļena	jelena	jeļena	jelena	PROPN;NOM;FEM;SG	PROPN
tornī	tower	tornis	tower	N;ESS;MASC;SG	PROPN
bin	bin	bin	bin		
bin	poubelle	bin	poubelle		N;FEM;SG
smaržu	parfums	smarža	parfum	N;ACC;FEM;SG	N;MASC;PL
vaira	myrtle	vaira	myrtle	PROPN;NOM;FEM;SG	PROPN
sīlis	jay	sīlis	jay	N;NOM;MASC;SG	PROPN
reinas	rhin	reina	rhin	N;NOM;FEM;PL	N;MASC;SG
paliekas	détritus	palikties	détritu	N;NOM;FEM	N;MASC;PL
paliekas	ordures	palikties	ordure	N;NOM;FEM	N;FEM;PL
paliekas	poubelle	palikties	poubelle	N;NOM;FEM	N;FEM;SG
fēlikss	felix	fēlikss	felix	PROPN;NOM;MASC;SG	PROPN
fēlikss	félix	fēlikss	félix	PROPN;NOM;MASC;SG	PROPN
biroju	bureaux	birojs	bureau	N;ACC;MASC;SG	N;MASC;PL
proporcionāli	proportionnels	proporcionāli	proportionnel	ADV	ADJ;MASC;PL
proporcionāli	proportionné	proporcionāli	proportionner	ADV	V;MASC;SG;PST;V.PTCP
proporcionāli	proportionnel	proporcionāli	proportionnel	ADV	ADJ;MASC;SG
proporcionāli	proportionnelle	proporcionāli	proportionnel	ADV	ADJ;FEM;SG
kopīga	partagées	kopīga	partager	ADJ;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
kopīga	partagée	kopīga	partager	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
kopīga	partagé	kopīga	partager	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
kopīga	joint	kopīga	joindre	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
kontrolēt	contrôle	kontrolēt	contrôle	V;POS;NFIN	N;MASC;SG
pīles	canard	pīle	canard	N;NOM;FEM;PL	N;MASC;SG
pīles	duck	pīle	duck	N;NOM;FEM;PL	PROPN
iekšā	interieur	iekšā	interieur	ADV	ADJ;MASC;SG
iekšā	inside	iekšā	inside	ADV	
iekšā	intérieur	iekšā	intérieur	ADV	N;MASC;SG
vīne	vienne	vīne	venir	PROPN;NOM;FEM;SG	ADJ;FEM;SG
cunami	tsunamis	cunams	tsunamis	N;NOM;MASC;SG	N;MASC;PL
cunami	tsunamis	cunams	tsunamis	N;NOM;MASC;SG	N;MASC;PL
nopirkts	achetées	nopirkt	acheter	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
nopirkts	achetés	nopirkt	acheter	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
klasisko	classiques	klasiska	classique	ADJ;ACC;MASC;SG	ADJ;MASC;PL
plastmasas	plastique	plastmasa	plastique	N;NOM;FEM;PL	ADJ;MASC;SG
plastmasas	plastiques	plastmasa	plastique	N;NOM;FEM;PL	ADJ;MASC;PL
plastmasas	plastique	plastmasa	plastique	N;NOM;FEM;PL	ADJ;MASC;SG
plastmasas	plastiques	plastmasa	plastique	N;NOM;FEM;PL	ADJ;MASC;PL
palīdzība	aides	palīdzība	aide	N;NOM;FEM;SG	N;FEM;PL
palīdzība	aidez	palīdzība	aider	N;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
palīdzība	aider	palīdzība	aider	N;NOM;FEM;SG	V;NFIN
ārējais	extérieurs	ārējs	extérieur	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ārējais	extérieur	ārējs	extérieur	ADJ;NOM;MASC;SG	N;MASC;SG
ārējais	externes	ārējs	externe	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ārējais	extérieurs	ārējs	extérieur	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ārējais	extérieur	ārējs	extérieur	ADJ;NOM;MASC;SG	N;MASC;SG
ārējais	extérieures	ārējs	extérieur	ADJ;NOM;MASC;SG	ADJ;FEM;PL
atbildīgs	responsables	atbildīgs	responsable	ADJ;NOM;MASC;SG	ADJ;MASC;PL
militāra	armée	militāra	armée	ADJ;NOM;FEM;SG	N;FEM;SG
militāra	militaires	militāra	militaire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
#ffffff	#ffffff	#ffffff	#ffffff		
pretestība	résistant	pretestība	résistant	N;NOM;FEM;SG	V;PRS;V.PTCP
pretestība	résistants	pretestība	résistant	N;NOM;FEM;SG	ADJ;MASC;PL
pretestība	résistances	pretestība	résistance	N;NOM;FEM;SG	N;FEM;PL
smago	heavy	smags	heavy	ADJ;ACC;MASC;SG	N;MASC;SG
smago	lourds	smags	lourd	ADJ;ACC;MASC;SG	ADJ;MASC;PL
anas	anas	ana	anas	N;NOM;MASC;SG	PROPN
ronalds	ronald	ronalds	ronald	PROPN;NOM;MASC;SG	PROPN
niksons	nixon	niksons	nixon	PROPN;NOM;MASC;SG	PROPN
whois	whois	whois	whois		N;MASC;SG
apvērsums	bouleversements	apvērsums	bouleversement	N;NOM;MASC;SG	N;MASC;PL
fotogrāfiju	photographier	fotogrāfija	photographier	N;ACC;FEM;SG	V;NFIN
stambulā	istanbul	stambuls	istanbul	N;ESS;MASC;SG	PROPN
morāvijas	moravie	morāvija	moravie	N;NOM;FEM;PL	PROPN
morāvijas	moravie	morāvija	moravie	N;NOM;FEM;PL	PROPN
tbilisi	tbilissi	tbilisis	tbilissi		PROPN
deg	brûlure	degt	brûlure	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;SG
deg	burns	degt	bur	V;FH;IND;3;POS;PRS;FIN;ACT	PROPN
deg	brûlures	degt	brûlure	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
deg	brûlés	degt	brûler	V;FH;IND;3;POS;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
jaudas	puissance	jauda	puissance	N;NOM;FEM;PL	N;FEM;SG
jaudas	pouvoir	jauda	pouvoir	N;NOM;FEM;PL	V;NFIN
dziedāja	sang	dziedāt	sang	V;FH;IND;3;POS;PST;FIN;ACT	N;MASC;SG
dziedāja	chantait	dziedāt	chanter	V;FH;IND;3;POS;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
raķete	roquettes	raķete	roquette	N;NOM;FEM;SG	N;FEM;PL
raķete	fusées	raķete	fusée	N;NOM;FEM;SG	N;FEM;PL
bils	bill	bils	bill	PROPN;NOM;MASC;SG	PROPN
bils	facture	bils	facture	PROPN;NOM;MASC;SG	N;FEM;SG
bils	facturer	bils	facturer	PROPN;NOM;MASC;SG	V;NFIN
bērzu	birch	bērzs	birch	N;ACC;MASC;SG	PROPN
sēņu	champignon	sēne	champignon	N;GEN;FEM;PL	N;MASC;SG
suomen	suomen	suomen	suomen		PROPN
zīdītājiem	mammifère	zīdītājs	mammifère	N;DAT;MASC;PL	N;MASC;SG
geo	géo	geo	géo		N;MASC;SG
geo	geo	geo	geo		
vita	vita	vita	vita	PROPN;NOM;FEM;SG	N;FEM;SG
tradicionālo	traditionnelles	tradicionālo	traditionnel	ADJ;ACC;MASC;SG	ADJ;FEM;PL
tradicionālo	traditionnels	tradicionālo	traditionnel	ADJ;ACC;MASC;SG	ADJ;MASC;PL
pieejas	approches	pieeja	approche	N;NOM;FEM	N;FEM;PL
programmatūru	logiciels	programmatūra	logiciel	N;ACC;FEM;SG	N;MASC;PL
slepkavības	assassiner	slepkavība	assassiner	N;NOM;FEM;PL	V;NFIN
slepkavības	meurtre	slepkavība	meurtre	N;NOM;FEM;PL	N;MASC;SG
slepkavības	assassinat	slepkavība	assassinat	N;NOM;FEM;PL	N;MASC;SG
slepkavības	assassiner	slepkavība	assassiner	N;NOM;FEM;PL	V;NFIN
slepkavības	assassinat	slepkavība	assassinat	N;NOM;FEM;PL	N;MASC;SG
desmitiem	rte	desmits	rte	NUM;DAT;MASC;PL	N;MASC;SG
desmitiem	dizaines	desmits	dizaine	NUM;DAT;MASC;PL	N;FEM;PL
desmitiem	douzaine	desmits	douzaine	NUM;DAT;MASC;PL	N;FEM;SG
desmitiem	dizaines	desmits	dizaine	NUM;DAT;MASC;PL	N;FEM;PL
desmitiem	douzaines	desmits	douzaine	NUM;DAT;MASC;PL	N;FEM;PL
paziņojums	énoncé	paziņojums	énoncer	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
samazinot	décroissante	samazināt	décroissant	V;V.CVB	ADJ;FEM;SG
sicīlijas	sicile	sicīlija	sicile	PROPN;NOM;FEM;SG	ADJ;FEM;SG
sicīlijas	sicilien	sicīlija	sicilien	PROPN;NOM;FEM;SG	ADJ;MASC;SG
sicīlijas	sicilienne	sicīlija	sicilien	PROPN;NOM;FEM;SG	ADJ;FEM;SG
pieres	front	piere	front	N;NOM;FEM;PL	N;MASC;SG
ērika	erica	ērika	ericer	N;NOM;FEM;SG	PROPN
kuba	cubique	kuba	cubique	N;NOM;MASC;SG	ADJ;MASC;SG
kuba	cuba	kuba	cuba	N;NOM;MASC;SG	PROPN
izpildījumā	dépeint	izpildījums	dépeindre	N;ESS;MASC;SG	V;MASC;SG;PST;V.PTCP
izpildījumā	représenté	izpildījums	représenter	N;ESS;MASC;SG	V;MASC;SG;PST;V.PTCP
pakļauts	subalterne	pakļauts	subalterner	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
pakļauts	subordonnés	pakļauts	subordonner	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
ninja	ninja	ninja	ninja	PROPN;NOM;FEM;SG	N;MASC;SG
ninja	ninjas	ninja	ninja	PROPN;NOM;FEM;SG	N;MASC;PL
tīģeris	tiger	tīģeris	tiger	N;NOM;MASC;SG	PROPN
tīģeris	tigres	tīģeris	tigre	N;NOM;MASC;SG	N;MASC;PL
eksperimentu	expérimenter	eksperiments	expérimenter	N;ACC;MASC;SG	V;NFIN
ilgas	désir	ilgas	désir	N;NOM;FEM;PL	N;MASC;SG
garīgā	spirituelles	garīga	spirituel	ADJ;NOM;FEM;SG	ADJ;FEM;PL
vēlme	désirs	vēlme	désir	N;NOM;FEM;SG	N;MASC;PL
vēlme	désirer	vēlme	désirer	N;NOM;FEM;SG	V;NFIN
vēlme	souhaite	vēlme	souhaiter	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
vēlme	souhaiter	vēlme	souhaiter	N;NOM;FEM;SG	V;NFIN
vēlme	vouloir	vēlme	vouloir	N;NOM;FEM;SG	V;NFIN
vēlme	voulant	vēlme	vouloir	N;NOM;FEM;SG	V;PRS;V.PTCP
reģionālā	régionales	reģionāla	régional	ADJ;NOM;FEM;SG	ADJ;FEM;PL
reģionālā	régionaux	reģionāla	régional	ADJ;NOM;FEM;SG	ADJ;MASC;PL
nomainīt	remplacement	nomainīt	remplacement	V;POS;NFIN	N;MASC;SG
analīzi	analyses	analīze	analyse	N;ACC;FEM;SG	N;FEM;PL
lidostā	aéroports	lidosta	aéroport	N;ESS;FEM;SG	N;MASC;PL
miljardus	billion	miljards	billion	N;ACC;MASC;PL	PROPN
ierēdnis	officielles	ierēdnis	officiel	N;NOM;MASC;SG	ADJ;FEM;PL
ierēdnis	officiels	ierēdnis	officiel	N;NOM;MASC;SG	ADJ;MASC;PL
ierēdnis	officielle	ierēdnis	officiel	N;NOM;MASC;SG	ADJ;FEM;SG
ierēdnis	officiel	ierēdnis	officiel	N;NOM;MASC;SG	ADJ;MASC;SG
veiksmīgs	réussi	veiksmīgs	réussir	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
wikibase	wikibase	wikibase	wikibase	N;NOM;FEM;PL	PROPN
prasmes	compétence	prasme	compétence	N;NOM;FEM;PL	N;FEM;SG
prasmes	habileté	prasme	habileté	N;NOM;FEM;PL	N;FEM;SG
gatavs	prêtes	gatavs	prêt	ADJ;NOM;MASC;SG	ADJ;FEM;PL
gatavs	prêts	gatavs	prêt	ADJ;NOM;MASC;SG	ADJ;MASC;PL
sīki	détaillées	sīki	détailler	ADV	V;FEM;PL;PST;V.PTCP
sīki	détaillée	sīki	détailler	ADV	V;FEM;SG;PST;V.PTCP
sīki	détaillé	sīki	détailler	ADV	V;MASC;SG;PST;V.PTCP
sīki	détails	sīki	détail	ADV	N;MASC;PL
sīki	détail	sīki	détail	ADV	N;MASC;SG
igauņi	estoniens	igaunis	estonien	N;NOM;MASC;PL	ADJ;MASC;PL
automobilis	voitures	automobilis	voiture	N;NOM;MASC;SG	N;FEM;PL
attieksmi	attitudes	attieksme	attitude	N;ACC;FEM;SG	N;FEM;PL
attieksmi	mentalités	attieksme	mentalité	N;ACC;FEM;SG	N;FEM;PL
laboratorijā	laboratoires	laboratorija	laboratoire	N;ESS;FEM;SG	N;MASC;PL
piespiedu	forcé	piespiest	forcer	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
piespiedu	obligé	piespiest	obliger	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
piespiedu	contraint	piespiest	contraindre	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
piespiedu	forcée	piespiest	forcé	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
vista	vista	vists	vista	N;NOM;FEM;SG	PROPN
vista	poulets	vists	poulet	N;NOM;FEM;SG	N;MASC;PL
kandidāti	nominés	kandidāts	nominer	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
kandidāti	candidate	kandidāts	candidat	N;NOM;MASC;PL	N;FEM;SG
kandidāti	candidat	kandidāts	candidat	N;NOM;MASC;PL	N;MASC;SG
teodora	teodora	teodors	teodora	N;GEN;MASC;SG	PROPN
personāls	effectifs	personāls	effectif	N;NOM;MASC;SG	N;MASC;PL
iznīcināti	détruite	iznīcināt	détruire	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
iznīcināti	détruit	iznīcināt	détruire	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
miega	dormir	miegs	dormir	N;GEN;MASC;SG	V;NFIN
miega	dors	miegs	dors	N;GEN;MASC;SG	INTJ
nepatīk	aversion	nepatikt	aversion	V;FH;IND;3;NEG;PRS;FIN;ACT	N;FEM;SG
zigfrīds	siegfried	zigfrīds	siegfried	PROPN;NOM;MASC;SG	PROPN
atbrīvot	release	atbrīvot	releaser	V;POS;NFIN	N;FEM;SG
atbrīvot	libération	atbrīvot	libération	V;POS;NFIN	N;FEM;SG
marmora	marbres	marmors	marbre	N;GEN;MASC;SG	N;MASC;PL
kritums	refuser	kritums	refuser	N;NOM;MASC;SG	V;NFIN
kritums	décliner	kritums	décliner	N;NOM;MASC;SG	V;NFIN
kritums	tomber	kritums	tomber	N;NOM;MASC;SG	V;NFIN
kritums	fall	kritums	fall	N;NOM;MASC;SG	INTJ
lija	harrier	līt	harrier	V;FH;IND;3;POS;PST;FIN;ACT	N;MASC;SG
dzeltena	jaunes	dzeltena	jaune	ADJ;NOM;FEM;SG	ADJ;MASC;PL
privilēģijas	privilège	privilēģija	privilège	N;NOM;FEM;PL	N;MASC;SG
aizbēga	fuit	aizbēgt	fuir	V;FH;IND;3;POS;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
pablo	pablo	pabla	pablo	PROPN	PROPN
lauris	lauris	lauris	lauris	PROPN;NOM;MASC;SG	PROPN
atsauksmes	rétroaction	atsauksme	rétroaction	N;NOM;FEM;PL	N;FEM;SG
tautību	nationalités	tautība	nationalité	N;ACC;FEM;SG	N;FEM;PL
ben	ben	ben	ben		N;MASC;SG
esa	ase	būt	ase		PROPN
esa	esa	būt	être		N;MASC;SG
jevgeņijs	evgeny	jevgeņijs	evgeny	PROPN;NOM;MASC;SG	PROPN
vilnas	laine	vilna	laine	N;NOM;FEM;PL	N;FEM;SG
disciplīna	discipliné	disciplīna	discipliné	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
reģionālais	régionales	reģionāls	régional	ADJ;NOM;MASC;SG	ADJ;FEM;PL
reģionālais	régionaux	reģionāls	régional	ADJ;NOM;MASC;SG	ADJ;MASC;PL
aleja	alley	aleja	alley	N;NOM;FEM;SG	PROPN
aleja	allée	aleja	aller	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
lauki	campagne	lauki	campagne	N;NOM;MASC;PL	N;FEM;SG
intervija	entrevues	intervija	entrevue	N;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
etniskā	ethniques	etnisks	ethnique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
prez	prez	prez	prez		PROPN
atbildēja	répondait	atbildēt	répondre	V;FH;IND;3;POS;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
šovs	shaw	šovs	shaw	N;NOM;MASC;SG	PROPN
deja	danser	deja	danser	N;NOM;FEM;SG	V;NFIN
zaudēts	perdues	zaudēt	perdre	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
zaudēts	lost	zaudēt	lost	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	PROPN
zaudēts	perdus	zaudēt	perdre	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
amatnieku	artisans	amatnieks	artisan	N;ACC;MASC;SG	N;MASC;PL
vertikāli	verticales	vertikāli	vertical	ADV	ADJ;FEM;PL
vertikāli	verticaux	vertikāli	vertical	ADV	ADJ;MASC;PL
vertikāli	vertical	vertikāli	vertical	ADV	ADJ;MASC;SG
vertikāli	verticale	vertikāli	vertical	ADV	ADJ;FEM;SG
zivs	poissons	zivs	poisson	N;NOM;FEM;SG	N;MASC;PL
zivs	pêcher	zivs	pêcher	N;NOM;FEM;SG	V;NFIN
izplatās	propagation	izplatīties	propagation	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;SG
izplatās	étalement	izplatīties	étalement	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;MASC;SG
izplatās	épandage	izplatīties	épandage	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;MASC;SG
izplatās	écarts	izplatīties	écart	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;MASC;PL
smagas	heavy	smaga	heavy	ADJ;NOM;FEM;PL	N;MASC;SG
smagas	lourde	smaga	lourd	ADJ;NOM;FEM;PL	ADJ;FEM;SG
smagas	lourd	smaga	lourd	ADJ;NOM;FEM;PL	ADJ;MASC;SG
smagas	grave	smaga	grave	ADJ;NOM;FEM;PL	ADJ;MASC;SG
smagas	sévère	smaga	sévère	ADJ;NOM;FEM;PL	ADJ;MASC;SG
pilsonis	citoyenne	pilsonis	citoyen	N;NOM;MASC;SG	ADJ;FEM;SG
franz	franz	franz	franz		PROPN
rudzu	seigle	rudzi	seigle	N;ACC;MASC	N;MASC;SG
negaidīti	inattendue	negaidīti	inattendu	ADV	ADJ;FEM;SG
negaidīti	inattendu	negaidīti	inattendu	ADV	ADJ;MASC;SG
negaidīti	imprévisible	negaidīti	imprévisible	ADV	ADJ;MASC;SG
negaidīti	imprévu	negaidīti	imprévu	ADV	ADJ;MASC;SG
negaidīti	imprévus	negaidīti	imprévu	ADV	ADJ;MASC;PL
als	sla	als	sla	PROPN;NOM;MASC;SG	N;FEM;SG
als	als	als	al	PROPN;NOM;MASC;SG	
deviņi	nine	deviņi	nine	NUM;NOM;MASC;PL	N;MASC;SG
spilgti	brillant	spilgti	brillant	ADV	ADJ;MASC;SG
spilgti	bright	spilgti	bright	ADV	PROPN
spilgti	lumineux	spilgti	lumineux	ADV	ADJ;MASC;SG
fiziski	physique	fiziski	physique	ADV	ADJ;MASC;SG
fiziski	physiques	fiziski	physique	ADV	ADJ;MASC;PL
noved	prospects	novest	prospect	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
vispārējā	généraux	vispārējs	général	ADJ;NOM;FEM;SG	ADJ;MASC;PL
vispārējā	généralités	vispārējs	généralité	ADJ;NOM;FEM;SG	N;FEM;PL
vispārējā	général	vispārējs	général	ADJ;NOM;FEM;SG	N;MASC;SG
villa	willa	villa	willa	N;NOM;FEM;SG	PROPN
nova	nowa	nova	nowa		PROPN
nova	nova	nova	nova		PROPN
nova	nová	nova	nová		PROPN
nulles	zero	nulle	zero	N;NOM;FEM;PL	PROPN
nulles	zéro	nulle	zéro	N;NOM;FEM;PL	NUM
nulles	nul	nulle	nul	N;NOM;FEM;PL	PRO
nulles	null	nulle	null	N;NOM;FEM;PL	
nulles	nuls	nulle	nul	N;NOM;FEM;PL	ADJ;MASC;PL
nulles	nulle	nulle	nul	N;NOM;FEM;PL	ADJ;FEM;SG
nulles	nulles	nulle	nul	N;NOM;FEM;PL	ADJ;FEM;PL
tīri	pures	tīri	pur	ADV	ADJ;FEM;PL
tīri	purs	tīri	pur	ADV	ADJ;MASC;PL
tīri	pur	tīri	pur	ADV	ADJ;MASC;SG
tīri	pure	tīri	pur	ADV	ADJ;FEM;SG
nieru	rénal	niers	rénal	N;ACC;MASC	ADJ;MASC;SG
nieru	rénales	niers	rénal	N;ACC;MASC	ADJ;FEM;PL
nieru	rénale	niers	rénal	N;ACC;MASC	ADJ;FEM;SG
zaļš	vertes	zaļš	vert	ADJ;NOM;MASC;SG	ADJ;FEM;PL
novi	nowy	novi	nowy		PROPN
novi	novi	novi	novi		PROPN
ierocis	arme	ierokt	arme	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
ierocis	fusil	ierokt	fusil	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;MASC;SG
ierocis	pistolet	ierokt	pistolet	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;MASC;SG
ierocis	arme	ierokt	arme	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;FEM;SG
