月	moon	月	moon	N	
搬遷	udsættelser	搬遷	udsættelse	V	N;INDF;MASC+FEM;PL
搬遷	udflytning	搬遷	udflytning	V	N;INDF;MASC+FEM;SG
搬遷	flytning	搬遷	flytning	V	N;INDF;MASC+FEM;SG
連勝	streak	連勝	streak	V	
平時	sædvanligt	平時	sædvanligt	N	ADV
平時	sædvanlige	平時	sædvanlig	N	ADJ;PL
平時	sædvanlig	平時	sædvanlig	N	ADJ;INDF;MASC+FEM;SG
核准	godkendelser	核准	godkendelse	V	N;INDF;MASC+FEM;PL
核准	godkendelse	核准	godkendelse	V	N;INDF;MASC+FEM;SG
中野	nakano	中野	nakano	PROPN	
脂	fed	脂	fed	N	ADJ;INDF;MASC+FEM;SG
脂	fedt	脂	fedt	N	ADJ;INDF;NEUT;SG
脂	fede	脂	fed	N	ADJ;PL
尊敬	respekt	尊敬	respekt	V	N;INDF;MASC+FEM;SG
十字	cross	十字	cross	N	
十字	krydse	十字	krydse	N	V;NFIN;ACT
十字	krydser	十字	krydse	N	V;IND;PRS;FIN;ACT
感動	berøring	感動	berøring	V	N;INDF;MASC+FEM;SG
感動	rørende	感動	rørende	V	ADJ
感動	flytning	感動	flytning	V	N;INDF;MASC+FEM;SG
住	opholdssted	住	opholdssted	V	N;INDF;NEUT;SG
住	ophold	住	ophold	V	N;INDF;NEUT;SG
住	bopæl	住	bopæl	V	N;INDF;MASC+FEM;SG
住	bolig	住	bolig	V	N;INDF;MASC+FEM;SG
住	bopæl	住	bopæl	V	N;INDF;MASC+FEM;SG
單人	enkelt	單人	enkelt	N	ADJ;INDF;SG
單人	enlige	單人	enlig	N	ADJ;PL
單人	enlig	單人	enlig	N	ADJ;INDF;MASC+FEM;SG
大門	gate	大門	gate	N	
大門	port	大門	port	N	
空白	tomme	空白	tom	N	ADJ;PL
空白	tomt	空白	tom	N	ADJ;INDF;NEUT;SG
空白	tom	空白	tom	N	
空白	tomt	空白	tom	N	ADJ;INDF;NEUT;SG
空白	blankt	空白	blankt	N	ADJ;INDF;NEUT;SG
空白	blanke	空白	blanke	N	ADJ;PL
空白	blank	空白	blank	N	ADJ;INDF;MASC+FEM;SG
紀念	mindesmærke	紀念	mindesmærke	V	N;INDF;NEUT;SG
紀念	mindehøjtidelighed	紀念	mindehøjtidelighed	V	N;INDF;MASC+FEM;SG
紀念	memorial	紀念	memorial	V	
紀念	monumenter	紀念	monument	V	N;INDF;NEUT;PL
紀念	mindesmærker	紀念	mindesmærke	V	N;INDF;NEUT;PL
紀念	monument	紀念	monument	V	N;INDF;NEUT;SG
人道	humane	人道	humane	N	ADJ;PL
人道	humant	人道	humant	N	ADJ;INDF;NEUT;SG
人道	human	人道	human	N	
驗證	verifikation	驗證	verifikation	V	N;INDF;MASC+FEM;SG
驗證	verificering	驗證	verificering	V	N;INDF;MASC+FEM;SG
驗證	validering	驗證	validering	V	N;INDF;MASC+FEM;SG
相鄰	tilstødende	相鄰	tilstødende	V	ADJ
相鄰	tilstødende	相鄰	tilstødende	V	ADJ
山姆	sam	山姆	sam	PROPN	
票價	billetpriser	票價	billetpris	N	ADV
亞當	adam	亞當	adam	PROPN	N;INDF;MASC+FEM;SG
偵察	rekognoscering	偵察	rekognoscering	V	N;INDF;MASC+FEM;SG
偵察	rekognoscering	偵察	rekognoscering	V	N;INDF;MASC+FEM;SG
銷售	salget	銷售	salg	V	N;DEF;NEUT;SG
銷售	salg	銷售	salg	V	N;INDF;NEUT;SG
侮辱	fornærmelse	侮辱	fornærmelse	V	N;INDF;MASC+FEM;SG
侮辱	fornærmelser	侮辱	fornærmelse	V	N;INDF;MASC+FEM;PL
侮辱	fornærmelse	侮辱	fornærmelse	V	N;INDF;MASC+FEM;SG
侮辱	fornærmelse	侮辱	fornærmelse	V	N;INDF;MASC+FEM;SG
境外	offshore	境外	offshore	N	
鰈	skrubbe	鰈	skrubbe	N	V;NFIN;ACT
平凡	ordinært	平凡	ordinær	N	ADJ;INDF;NEUT;SG
平凡	ordinær	平凡	ordinær	N	ADJ;INDF;MASC+FEM;SG
見證	vidne	見證	vidne	V	N;INDF;NEUT;SG
見證	vidner	見證	vidne	V	N;INDF;NEUT;PL
洲際	interkontinentale	洲際	interkontinentale	PROPN	ADJ;PL
音響	stereo	音響	stereo	N	
聚合	polymer	聚合	polyme	V	N;INDF;MASC+FEM;SG
聚合	polymerer	聚合	polymere	V	N;INDF;MASC+FEM;PL
未	mindreårig	未	mindreårig	ADV;NEG	ADJ;INDF;MASC+FEM;SG
未	mindreårige	未	mindreårig	ADV;NEG	ADJ;PL
未	mindreårige	未	mindreårig	ADV;NEG	ADJ;PL
未	mindreårig	未	mindreårig	ADV;NEG	ADJ;INDF;MASC+FEM;SG
清洗	udrensning	清洗	udrensning	V	N;INDF;MASC+FEM;SG
清洗	rengøring	清洗	rengøring	V	N;INDF;MASC+FEM;SG
清洗	rensning	清洗	rensning	V	N;INDF;MASC+FEM;SG
清洗	udrensning	清洗	udrensning	V	N;INDF;MASC+FEM;SG
必	nødvendig	必	nødvendig	V	ADJ;INDF;MASC+FEM;SG
必	nødvendige	必	nødvendig	V	ADJ;PL
必	nødvendigt	必	nødvendig	V	ADJ;INDF;NEUT;SG
控告	tiltale	控告	tiltale	V	N;INDF;MASC+FEM;SG
控告	anklage	控告	anklag	V	N;INDF;MASC+FEM;SG
天主	katolsk	天主	katolsk	PROPN	ADJ;INDF;SG
天主	katolske	天主	katolsk	PROPN	ADJ;PL
天主	katolik	天主	katolik	PROPN	N;INDF;MASC+FEM;SG
天主	katolikker	天主	katolik	PROPN	N;INDF;MASC+FEM;PL
決心	løse	決心	løse	N	V;NFIN;ACT
安東	anton	安東	anton	PROPN	N;INDF;MASC+FEM;SG
加冕	kroning	加冕	kroning	V	N;INDF;MASC+FEM;SG
太古	swire	太古	swire	PROPN	
炒	stegt	炒	stege	N	V;INDF;SG;PST;V.PTCP
炒	stegte	炒	stege	N	V;PL;PST;V.PTCP
鞏固	konsolidering	鞏固	konsolidering	V	N;INDF;MASC+FEM;SG
鞏固	konsolidering	鞏固	konsolidering	V	N;INDF;MASC+FEM;SG
降水	nedbør	降水	nedbør	V	N;INDF;MASC+FEM;SG
宜昌	yichang	宜昌	yichang	PROPN	
遇見	met	遇見	met	V	
姑娘	girl	姑娘	girl	N	
北	nordiske	北	nordisk	N	ADJ;PL
北	norden	北	norden	N	
北	nordisk	北	nordisk	N	ADJ;INDF;SG
北	nordic	北	nordic	N	
北	skandinavisk	北	skandinavisk	N	ADJ;INDF;SG
北	skandinavien	北	skandinavien	N	
北	skandinaviske	北	skandinavisk	N	ADJ;PL
千	chitose	千	chitose	NUM	
次郎	jiro	次郎	jiro	PROPN	
印度尼西亞	indonesien	印度尼西亞	indonesie	PROPN	
貝拉	bella	貝拉	bella	PROPN	N;INDF;MASC+FEM;SG
權威	autoritativ	權威	autoritativ	N	ADJ;INDF;MASC+FEM;SG
樣本	prøve	樣本	prøve	N	V;NFIN;ACT
樣本	prøver	樣本	prøve	N	V;IND;PRS;FIN;ACT
接納	optagelse	接納	optagelse	V	N;INDF;MASC+FEM;SG
接納	indrejsetilladelse	接納	indrejsetilladelse	V	N;INDF;MASC+FEM;SG
接納	indrejse	接納	indrejse	V	N;INDF;MASC+FEM;SG
惡意	ondsindede	惡意	ondsinde	N	ADJ;PL
惡意	skadelig	惡意	skadelig	N	ADJ;INDF;MASC+FEM;SG
發放	udstedelse	發放	udstedelse	V	N;INDF;MASC+FEM;SG
發放	udstedelsen	發放	udstedelse	V	N;DEF;MASC+FEM;SG
敵軍	fjendtlig	敵軍	fjendtlig	N	ADJ;INDF;MASC+FEM;SG
動物	zoologiske	動物	zoologisk	N	ADJ;PL
本質	iboende	本質	iboende	N	V;PRS;V.PTCP
扭曲	fordrejet	扭曲	fordreje	N	V;INDF;SG;PST;V.PTCP
扭曲	forskruet	扭曲	forskrue	N	ADJ;INDF;SG
村	village	村	villag	N	
約定	pagt	約定	pagt	V	N;INDF;MASC+FEM;SG
約定	pagten	約定	pagt	V	N;DEF;MASC+FEM;SG
週六	sat	週六	sætte	N	V;INDF;SG;PST;V.PTCP
週六	siddet	週六	sidde	N	V;INDF;SG;PST;V.PTCP
週六	sad	週六	sidde	N	V;IND;PST;FIN;ACT
預告	teaser	預告	tease	V	N;INDF;MASC+FEM;SG
預告	campingvogn	預告	campingvogn	V	N;INDF;MASC+FEM;SG
預告	påhængskøretøj	預告	påhængskøretøj	V	N;INDF;NEUT;SG
預告	trailer	預告	trail	V	N;INDF;MASC+FEM;SG
節日	holiday	節日	holiday	N	
固有	iboende	固有	iboende	N	V;PRS;V.PTCP
固有	iboende	固有	iboende	N	V;PRS;V.PTCP
地層	strata	地層	strata	N	
重疊	overlapninger	重疊	overlapning	ADJ	N;INDF;MASC+FEM;PL
重疊	overlapper	重疊	overlappe	ADJ	V;IND;PRS;FIN;ACT
重疊	overlapning	重疊	overlapning	ADJ	N;INDF;MASC+FEM;SG
重疊	dobbeltarbejde	重疊	dobbeltarbejde	ADJ	N;INDF;MASC+FEM;SG
重疊	overlapning	重疊	overlapning	ADJ	N;INDF;MASC+FEM;SG
重疊	overlapninger	重疊	overlapning	ADJ	N;INDF;MASC+FEM;PL
重疊	overlapper	重疊	overlappe	ADJ	V;IND;PRS;FIN;ACT
重疊	overlappende	重疊	overlappe	ADJ	V;PRS;V.PTCP
重疊	overlapning	重疊	overlapning	ADJ	N;INDF;MASC+FEM;SG
重疊	overlapninger	重疊	overlapning	ADJ	N;INDF;MASC+FEM;PL
重疊	overlappe	重疊	overlappe	ADJ	V;NFIN;ACT
共產	kommunistiske	共產	kommunistisk	N	ADJ;PL
共產	kommunistisk	共產	kommunistisk	N	ADV
候補	suppleant	候補	suppleant	V	N;INDF;MASC+FEM;SG
候補	alternativt	候補	alternativt	V	ADV
候補	alternativ	候補	alternativ	V	N;INDF;NEUT;SG
守門	målmand	守門	målmand	V	N;INDF;MASC+FEM;SG
守門	målmand	守門	målmand	V	N;INDF;MASC+FEM;SG
愛好	entusiast	愛好	entusiast	V	ADJ;INDF;SG
愛好	entusiaster	愛好	entusiast	V	N;INDF;MASC+FEM;PL
傳承	nedarvede	傳承	nedarvet	V	ADJ;PL
傳承	arven	傳承	arv	V	N;DEF;MASC+FEM;SG
傳承	arv	傳承	arv	V	N;INDF;MASC+FEM;SG
傳承	eftermæle	傳承	eftermæle	V	N;INDF;NEUT;SG
史前	forhistoriske	史前	forhistorisk	N	ADJ;PL
侵入	indfald	侵入	indfald	V	N;INDF;NEUT;SG
虐待	mishandling	虐待	mishandling	V	N;INDF;MASC+FEM;SG
虐待	misbrug	虐待	misbrug	V	N;INDF;NEUT;SG
虐待	overgreb	虐待	overgreb	V	N;INDF;NEUT;SG
可	gennemførlig	可	gennemførlig	V	
可	gennemførligt	可	gennemførligt	V	ADV
逆	omvendt	逆	omvendt	N	ADJ;INDF;SG
逆	vendt	逆	vende	N	V;INDF;SG;PST;V.PTCP
平反	oprejsning	平反	oprejsning	V	N;INDF;MASC+FEM;SG
工藝	craft	工藝	craft	N	
描繪	afbildning	描繪	afbildning	V	N;INDF;MASC+FEM;SG
聊	chat	聊	chat	V	N;INDF;MASC+FEM;SG
聊	tale	聊	tale	V	N;INDF;MASC+FEM;SG
聊	snak	聊	snak	V	N;INDF;MASC+FEM;SG
門檻	tærskel	門檻	tærskel	PROPN	N;INDF;MASC+FEM;SG
商用	kommerciel	商用	kommerciel	N	ADJ;INDF;MASC+FEM;SG
商用	kommercielt	商用	kommercielt	N	ADV
商用	kommercielle	商用	kommerciel	N	ADJ;PL
先驅	herald	先驅	herald	N	
先驅	pionerer	先驅	pionere	N	V;IND;PRS;FIN;ACT
挑	vælg	挑	vælg		V;IMP
挑	pick	挑	pick		N;INDF;MASC+FEM;SG
撤離	evakueringen	撤離	evakuering	V	N;DEF;MASC+FEM;SG
撤離	evakuering	撤離	evakuering	V	N;INDF;MASC+FEM;SG
估算	skøn	估算	skøn	V	ADJ;INDF;MASC+FEM;SG
估算	estimering	估算	estimering	V	N;INDF;MASC+FEM;SG
美容	beauty	美容	beauty	N	
克	overvinder	克	overvinde	PROPN	V;IND;PRS;FIN;ACT
克	overvinde	克	overvinde	PROPN	V;NFIN;ACT
克	overvindelse	克	overvindelse	PROPN	N;INDF;MASC+FEM;SG
克	overvinder	克	overvinde	PROPN	V;IND;PRS;FIN;ACT
克	overvinde	克	overvinde	PROPN	V;NFIN;ACT
克	overvundet	克	overvund	PROPN	V;INDF;SG;PST;V.PTCP
克	overvindelse	克	overvindelse	PROPN	N;INDF;MASC+FEM;SG
邁阿密	miami	邁阿密	miami	PROPN	
寒冷	fryser	寒冷	fryse	ADJ	V;IND;PRS;FIN;ACT
寒冷	kulde	寒冷	kulde	ADJ	N;INDF;MASC+FEM;SG
靴	boot	靴	boot	N	
手冊	manuel	手冊	manuel	N	
手冊	manuelt	手冊	manuel	N	ADJ;INDF;SG
致死	dødelig	致死	dødelig	V	ADJ;INDF;MASC+FEM;SG
致死	dødelige	致死	dødelig	V	ADJ;PL
致死	dødeligt	致死	dødelig	V	ADJ;INDF;NEUT;SG
瑞安	ryan	瑞安	ryan	PROPN	PROPN
馬尼拉	manila	馬尼拉	manila	PROPN	
預防	forebyggelse	預防	forebyggelse	V	N;INDF;MASC+FEM;SG
表決	afstemning	表決	afstemning	V	N;INDF;MASC+FEM;SG
表決	stemme	表決	stemme	V	N;INDF;MASC+FEM;SG
表決	afstemningen	表決	afstemning	V	N;DEF;MASC+FEM;SG
表決	afstemninger	表決	afstemning	V	N;INDF;MASC+FEM;PL
表決	afstemning	表決	afstemning	V	N;INDF;MASC+FEM;SG
阿爾巴尼亞	albanien	阿爾巴尼亞	albanie	PROPN	PROPN
濫用	mishandlet	濫用	mishandle	N	V;INDF;SG;PST;V.PTCP
濫用	misbrugt	濫用	misbrugt	N	V;INDF;SG;PST;V.PTCP
濫用	misbrugte	濫用	misbrugt	N	V;PST;V.PTCP
濫用	stødende	濫用	støde	N	V;PRS;V.PTCP
濫用	krænkende	濫用	krænkende	N	V;PRS;V.PTCP
好	hollywood	好	hollywood	PART	N;INDF;MASC+FEM;SG
犁	pløje	犁	pløje	N	V;NFIN;ACT
犁	pløje	犁	pløje	N	V;NFIN;ACT
黃昏	twilight	黃昏	twilight	N	
演變	evolution	演變	evolution	V	N;INDF;MASC+FEM;SG
演變	udviklingen	演變	udvikling	V	N;DEF;MASC+FEM;SG
演變	udvikling	演變	udvikling	V	N;INDF;MASC+FEM;SG
辣	krydret	辣	krydre	N	V;INDF;SG;PST;V.PTCP
適當	passende	適當	passende	ADV	ADJ
某人	nogen	某人	nogen	N	PRO;MASC+FEM;SG
階層	strata	階層	strata	N	
貨車	van	貨車	van	N	
天天	daglige	天天	daglig	N	ADJ;PL
手動	manuel	手動	manuel	V	
手動	manuelt	手動	manuel	V	ADJ;INDF;SG
手動	manual	手動	manual	V	N;INDF;MASC+FEM;SG
手動	håndbog	手動	håndbog	V	N;INDF;MASC+FEM;SG
噪音	lyde	噪音	lyde	N	V;NFIN;ACT
未定	urolig	未定	urolig		ADJ;INDF;MASC+FEM;SG
評論	kritikerne	評論	kritiker	V	N;DEF;MASC+FEM;PL
評論	kritikere	評論	kritiker	V	N;INDF;MASC+FEM;PL
評論	kritiker	評論	kritik	V	N;INDF;MASC+FEM;SG
尿	tisse	尿	tis	N	V;NFIN;ACT
尿	pisse	尿	pis	N	ADJ
大洋	ocean	大洋	ocean	N	
演說	tale	演說	tale	V	N;INDF;MASC+FEM;SG
演說	indlæg	演說	indlæg	V	N;INDF;NEUT;SG
演說	talen	演說	tale	V	N;DEF;MASC+FEM;SG
侯	marquis	侯	marquis	PROPN	
德克薩斯	texas	德克薩斯	texas	PROPN	PROPN
可	rentabilitet	可	rentabilitet	V	N;INDF;MASC+FEM;SG
可	levedygtighed	可	levedygtighed	V	N;INDF;MASC+FEM;SG
主修	majoren	主修	major	V	N;DEF;MASC+FEM;SG
主修	major	主修	major	V	
東洋	toyo	東洋	toyo	PROPN	
靈感	inspirerede	靈感	inspirere	N	V;PL;PST;V.PTCP
靈感	inspireret	靈感	inspirere	N	V;INDF;SG;PST;V.PTCP
太田	ota	太田	ota	PROPN	
計算	computeren	計算	computer	V	N;DEF;MASC+FEM;SG
計算	computer	計算	compute	V	N;INDF;MASC+FEM;SG
計算	computere	計算	computere	V	N;INDF;MASC+FEM;PL
計算	datamater	計算	datamat	V	N;INDF;MASC+FEM;PL
買賣	trading	買賣	trading	V	
買賣	udsalg	買賣	udsalg	V	N;INDF;NEUT;SG
買賣	salg	買賣	salg	V	N;INDF;NEUT;SG
改正	korrektion	改正	korrektion	V	N;INDF;MASC+FEM;SG
改正	rettelse	改正	rettelse	V	N;INDF;MASC+FEM;SG
改正	berigtigelse	改正	berigtigelse	V	N;INDF;MASC+FEM;SG
改正	berigtigelse	改正	berigtigelse	V	N;INDF;MASC+FEM;SG
改正	udbedring	改正	udbedring	V	N;INDF;MASC+FEM;SG
可怕	uhyggelig	可怕	uhyggelig	N	ADJ;INDF;MASC+FEM;SG
可怕	uhyggeligt	可怕	uhyggelig	N	ADJ;INDF;NEUT;SG
可怕	skræmmende	可怕	skræmme	N	V;PRS;V.PTCP
櫻井	sakurai	櫻井	sakurai		
外面	udenfor	外面	udenfor	N	ADV
外面	udvendig	外面	udvendig	N	ADJ;INDF;MASC+FEM;SG
外面	udvendigt	外面	udvendig	N	ADV
替換	udskiftning	替換	udskiftning	V	N;INDF;MASC+FEM;SG
替換	afløsning	替換	afløsning	V	N;INDF;MASC+FEM;SG
替換	afløser	替換	afløser	V	N;INDF;MASC+FEM;SG
替換	erstatning	替換	erstatning	V	N;INDF;MASC+FEM;SG
純粹	rene	純粹	ren	ADV	ADJ;PL
純粹	ren	純粹	ren	ADV	ADJ;INDF;MASC+FEM;SG
純粹	rent	純粹	ren	ADV	ADJ;INDF;NEUT;SG
創始	grundlæggere	創始	grundlægger	V	N;INDF;MASC+FEM;PL
創始	grundlæggerne	創始	grundlægge	V	N;DEF;MASC+FEM;PL
創始	stifter	創始	stift	V	N;INDF;MASC+FEM;PL
創始	grundlægger	創始	grundlægge	V	N;INDF;MASC+FEM;SG
精密	sofistikerede	精密	sofistikere	N	V;PL;PST;V.PTCP
精密	sofistikeret	精密	sofistikere	N	V;INDF;SG;PST;V.PTCP
沙特	saudi	沙特	saudi	PROPN	
引述	citat	引述	citat	V	N;INDF;NEUT;SG
引述	citater	引述	citat	V	N;INDF;NEUT;PL
引述	anførselstegn	引述	anførselstegn	V	N;INDF;MASC+FEM;SG
萬里	miles	萬里	mile	PROPN	N;GEN;INDF;MASC+FEM;SG
萬里	kilometer	萬里	kilometer	PROPN	N;INDF;MASC+FEM;PL
萬里	km	萬里	kilometer	PROPN	N;INDF;MASC+FEM;PL
萬里	mil	萬里	mil	PROPN	N;INDF;MASC+FEM;SG
反正	alligevel	反正	alligevel		ADV
繼承	arving	繼承	arving	V	N;INDF;MASC+FEM;SG
繼承	arvinger	繼承	arving	V	N;INDF;MASC+FEM;PL
導航	navigere	導航	naviger	N	V;NFIN;ACT
導航	navigere	導航	naviger	N	V;NFIN;ACT
鵰	eagle	鵰	eagel	N	
退化	degraderet	退化	degradere	N	V;INDF;SG;PST;V.PTCP
退化	nedbrudt	退化	nedbrudt	N	V;INDF;SG;PST;V.PTCP
退化	forringet	退化	forringe	N	V;INDF;SG;PST;V.PTCP
退化	degenereret	退化	degenerere	N	V;INDF;SG;PST;V.PTCP
季度	kvart	季度	kvart	N	ADJ;INDF;SG
周日	sunday	周日	sunday	N	
向	down	向	down	ADP	
向	ned	向	ned	ADP	ADV
向	nede	向	nede	ADP	ADV
佛羅里達	florida	佛羅里達	florida	PROPN	
尼泊爾	nepal	尼泊爾	nepal	PROPN	PROPN
雙	double	雙	doubel	NUM	
雙	dobbelt	雙	dobbel	NUM	ADJ;INDF;NEUT;SG
雙	dobbelt	雙	dobbel	NUM	ADJ;INDF;NEUT;SG
吞	sluger	吞	sluge		V;IND;PRS;FIN;ACT
吞	sluge	吞	sluge		V;NFIN;ACT
吞	synk	吞	synk		V;IMP
吞	synke	吞	synke		V;NFIN;ACT
捕捉	fang	捕捉	fang	V	
捕捉	opsamling	捕捉	opsamling	V	N;INDF;MASC+FEM;SG
冶金	metallurgiske	冶金	metallurgisk	N	ADJ;PL
代數	algebraisk	代數	algebraisk	N	ADV
降雨	nedbør	降雨	nedbør	V	N;INDF;MASC+FEM;SG
貴州	guizhou	貴州	guizhou	PROPN	
部族	stammer	部族	stamme	N	V;IND;PRS;FIN;ACT
召回	tilbagekaldelse	召回	tilbagekaldelse	V	N;INDF;MASC+FEM;SG
頻繁	hyppigt	頻繁	hyppigt	N	ADV
頻繁	tit	頻繁	tit	N	ADV
頻繁	ofte	頻繁	ofte	N	ADV
頻繁	hyppigt	頻繁	hyppigt	N	ADV
頻繁	hyppige	頻繁	hyppig	N	ADJ;PL
頻繁	hyppig	頻繁	hyppig	N	ADJ;INDF;MASC+FEM;SG
保密	fortrolighed	保密	fortrolighed	V	N;INDF;MASC+FEM;SG
保密	tavshedspligt	保密	tavshedspligt	V	N;INDF;MASC+FEM;SG
保密	fortroligt	保密	fortrolig	V	ADJ;INDF;NEUT;SG
保密	fortrolige	保密	fortrolig	V	ADJ;PL
保密	fortrolig	保密	fortrolig	V	ADJ;INDF;MASC+FEM;SG
保密	hemmeligholdelse	保密	hemmeligholdelse	V	N;INDF;MASC+FEM;SG
保密	tavshedspligt	保密	tavshedspligt	V	N;INDF;MASC+FEM;SG
保密	hemmelighed	保密	hemmelighed	V	N;INDF;MASC+FEM;SG
保密	hemmelighedskræmmeri	保密	hemmelighedskræmmeri	V	N;INDF;NEUT;PL
渡輪	ferries	渡輪	ferrie	N	V;NFIN;PASS
轉化	omdannelse	轉化	omdannelse	V	N;INDF;MASC+FEM;SG
轉化	forvandling	轉化	forvandling	V	N;INDF;MASC+FEM;SG
轉化	transformation	轉化	transformation	V	N;INDF;MASC+FEM;SG
浪費	affald	浪費	affald	V	N;INDF;NEUT;SG
浪費	spild	浪費	spild	V	N;INDF;NEUT;SG
蕉	banana	蕉	banana	N	
性	sexy	性	sexy	N	
性	sexet	性	sexet	N	ADJ;INDF;SG
性	sexede	性	sexe	N	ADJ;PL
存取	adgang	存取	adgang	V	N;INDF;MASC+FEM;SG
初級	primære	初級	primær	N	ADJ;PL
初級	primært	初級	primært	N	ADV
香蕉	banana	香蕉	banana	N	
大乘	mahayana	大乘	mahayana	N	
度量	måle	度量	måle	N	V;NFIN;ACT
省略	udeladelser	省略	udeladelse	V	N;INDF;MASC+FEM;PL
省略	udeladelse	省略	udeladelse	V	N;INDF;MASC+FEM;SG
省略	undladelse	省略	undladelse	V	N;INDF;MASC+FEM;SG
驚人	fantastisk	驚人	fantastisk	N	ADJ;INDF;SG
驚人	fantastiske	驚人	fantastisk	N	ADJ;PL
驚人	utroligt	驚人	utrolig	N	ADJ;INDF;NEUT;SG
伽利略	galileo	伽利略	galileo	PROPN	N;INDF;MASC+FEM;SG
金沙	sand	金沙	sand	PROPN	N;INDF;MASC+FEM;SG
金沙	sands	金沙	sand	PROPN	N;INDF;MASC+FEM;SG
利比亞	libyen	利比亞	liby	PROPN	N;DEF;MASC+FEM;SG
利比亞	libyens	利比亞	libye	PROPN	N;GEN;DEF;MASC+FEM;SG
告白	skriftemål	告白	skriftemål	V	N;INDF;MASC+FEM;SG
告白	bekendelse	告白	bekendelse	V	N;INDF;MASC+FEM;SG
告白	tilståelse	告白	tilståelse	V	N;INDF;MASC+FEM;SG
告白	tilståelser	告白	tilståelse	V	N;INDF;MASC+FEM;PL
不列顛	storbritannien	不列顛	storbritannie	PROPN	PROPN
不列顛	britannia	不列顛	britannia	PROPN	N;INDF;MASC+FEM;SG
攔截	skæring	攔截	skæring	V	N;INDF;MASC+FEM;SG
攔截	aflytning	攔截	aflytning	V	N;INDF;MASC+FEM;SG
海事	maritime	海事	maritim	N	ADJ;PL
減輕	lette	減輕	let	V	ADJ;PL
減輕	lindring	減輕	lindring	V	N;INDF;MASC+FEM;SG
視	udsyn	視	udsyn	V	N;INDF;NEUT;SG
視	synet	視	syn	V	N;DEF;NEUT;SG
視	syn	視	syn	V	N;INDF;NEUT;SG
視	vision	視	vision	V	N;INDF;MASC+FEM;SG
視	visioner	視	vision	V	N;INDF;MASC+FEM;PL
結尾	slutter	結尾	slutte	N	V;IND;PRS;FIN;ACT
二郎	jiro	二郎	jiro	PROPN	
左側	venstre	左側	venstre	N	ADJ
業	ejer	業	eje	N	V;IND;PRS;FIN;ACT
喜好	foretrukket	喜好	foretrukke	N	V;INDF;SG;PST;V.PTCP
小泉	koizumi	小泉	koizumi	PROPN	
海港	harbor	海港	harbor	N	
渴望	længsel	渴望	længsel	V	N;INDF;MASC+FEM;SG
渴望	ivrig	渴望	ivrig	V	ADJ;INDF;MASC+FEM;SG
渴望	ivrige	渴望	ivrig	V	ADJ;PL
渴望	trangen	渴望	trange	V	N;DEF;MASC+FEM;SG
渴望	begær	渴望	begær	V	N;INDF;NEUT;SG
渴望	trang	渴望	trang	V	N;INDF;MASC+FEM;SG
渴望	længsel	渴望	længsel	V	N;INDF;MASC+FEM;SG
挑選	udvælgelse	挑選	udvælgelse	V	N;INDF;MASC+FEM;SG
挑選	markering	挑選	markering	V	N;INDF;MASC+FEM;SG
挑選	valg	挑選	valg	V	N;INDF;NEUT;SG
挑選	udvalg	挑選	udvalg	V	N;INDF;NEUT;SG
挑選	pick	挑選	pick	V	N;INDF;MASC+FEM;SG
聖誕	juleaften	聖誕	juleaften	PROPN	N;INDF;MASC+FEM;SG
聖誕	jule	聖誕	jule	PROPN	N;INDF;MASC+FEM;SG
聖誕	julen	聖誕	jul	PROPN	N;DEF;MASC+FEM;SG
聖誕	jul	聖誕	jul	PROPN	N;INDF;MASC+FEM;SG
聖誕	christmas	聖誕	christmas	PROPN	
塔吉克	tadsjikistan	塔吉克	tadsjikistan	PROPN	
急性	akutte	急性	akutte	N	ADJ;PL
超	supersonisk	超	supersonisk	PART	ADV
睡眠	sover	睡眠	sove	N	V;IND;PRS;FIN;ACT
睡眠	sove	睡眠	sove	N	V;NFIN;ACT
睡眠	sov	睡眠	sove	N	V;IND;PST;FIN;ACT
效忠	troskab	效忠	troskab	V	N;INDF;MASC+FEM;SG
建構	konstruktioner	建構	konstruktion	V	N;INDF;MASC+FEM;PL
建構	bygværker	建構	bygværker	V	N;INDF;NEUT;PL
離職	adskillelse	離職	adskillelse	V	N;INDF;MASC+FEM;SG
離職	separation	離職	separation	V	N;INDF;MASC+FEM;SG
對	sammenligning	對	sammenligning	ADP	N;INDF;MASC+FEM;SG
對	sammenligninger	對	sammenligning	ADP	N;INDF;MASC+FEM;PL
對	kontrasten	對	kontrast	ADP	N;DEF;MASC+FEM;SG
對	modsætning	對	modsætning	ADP	N;INDF;MASC+FEM;SG
對	kontrast	對	kontrast	ADP	N;INDF;MASC+FEM;SG
圍繞	omkring	圍繞	omkring	V	ADV
光線	tænd	光線	tænd	N	V;IMP
光線	light	光線	light	N	
光線	let	光線	let	N	ADJ;INDF;SG
信用	credits	信用	credits	N	
重生	genfødsel	重生	genfødsel	V	N;INDF;MASC+FEM;SG
裁撤	afskaffelse	裁撤	afskaffelse	V	N;INDF;MASC+FEM;SG
裁撤	ophævelse	裁撤	ophævelse	V	N;INDF;MASC+FEM;SG
申請	ansøger	申請	ansøger	V	N;INDF;MASC+FEM;SG
申請	ansøgeren	申請	ansøger	V	N;DEF;MASC+FEM;SG
申請	sagsøgeren	申請	sagsøger	V	N;DEF;MASC+FEM;SG
申請	ansøgerne	申請	ansøger	V	N;DEF;MASC+FEM;PL
