til	برای	til	برای	ADV	ADP
frivilligt	داوطلبانه	frivilligt	داوطلبانه	ADV	ADJ
frivilligt	اختیاری	frivilligt	اختیار	ADV	N;SG
frivilligt	داوطلب	frivilligt	داوطلب	ADV	N;SG
estiske	استونی	estisk	استونی	ADJ;PL	N;SG
server	کارساز	server	کارساز	N;INDF;MASC+FEM;SG	ADJ
ladet	بارگذاری	lade	بارگذاری	V;INDF;SG;PST;V.PTCP	N;SG
aktier	سهم	aktie	سهم	N;INDF;MASC+FEM;PL	N;SG
aktier	اشتراک	aktie	اشتراک	N;INDF;MASC+FEM;PL	N;SG
anslået	برآورد	anslå	برآورد	V;INDF;SG;PST;V.PTCP	N;SG
anslået	تخمین	anslå	تخمین	V;INDF;SG;PST;V.PTCP	N;SG
opret	ایجاد	opre	ایجاد	V;IMP	N;SG
tomme	اینچ	tom	اینچ	ADJ;PL	N;SG
tomme	خالی	tom	خالی	ADJ;PL	N;SG
tomme	تهی	tom	تهی	ADJ;PL	N;SG
afspejler	اندیشه	afspejle	اندیشه	V;IND;PRS;FIN;ACT	N;SG
afspejler	منعکس	afspejle	منعکس	V;IND;PRS;FIN;ACT	ADJ
afspejler	ازای	afspejle	ازا	V;IND;PRS;FIN;ACT	N;SG
afspejler	تاثیری	afspejle	تاثیری	V;IND;PRS;FIN;ACT	N;SG
marseille	مارسی	marseille	مارسی		N;SG
marseille	مارسی	marseille	مارسی		N;SG
opposition	مخالفین	opposition	مخالف	N;INDF;MASC+FEM;SG	N;PL
uci	uci	uci	uci	PROPN	N;SG
besejre	شکست	besejre	شکست	V;NFIN;ACT	N;SG
knuth	knuth	knuth	knuth	PROPN	
oplevet	تجربه	opleve	تجربه	V;INDF;SG;PST;V.PTCP	N;SG
urban	شهری	urban	شهر		N;SG
urban	urban	urban	urban		N;SG
urban	اوربان	urban	اوربان		N;SG
isoleret	منزوی	isolere	منزوی	V;INDF;SG;PST;V.PTCP	N;SG
isoleret	ایزوله	isolere	ایزوله	V;INDF;SG;PST;V.PTCP	N;SG
grønt	گرین	grøn	گرین	ADJ;INDF;NEUT;SG	N;SG
ltd	ltd	ltd	ltd		
ken	کن	ken	کرد#کن		V;IMP;SG;2
dallas	دالاس	dallas	دالاس		N;SG
forsvarer	مدافع	forsvare	مدفعه	V;IND;PRS;FIN;ACT	N;PL
protestantiske	پروتستان	protestantisk	پروتستان	ADJ;PL	N;SG
protester	تظاهرات	protest	تظاهرات	N;INDF;MASC+FEM;PL	N;SG
protester	اعتراض	protest	اعتراض	N;INDF;MASC+FEM;PL	N;SG
protester	اعتراضی	protest	اعتراض	N;INDF;MASC+FEM;PL	N;SG
marco	مارکو	marco	مارکو	PROPN	N;SG
fastlagt	مصمم	fastlægge	مصمم	V;INDF;SG;PST;V.PTCP	ADJ
irish	ایرلند	irish	ایرلند		N;SG
irish	ایرلندی	irish	ایرلندی		N;SG
skadet	مجروح	skad	مجروح	V;INDF;SG;PST;V.PTCP	N;SG
skadet	مصدوم	skad	مصدوم	V;INDF;SG;PST;V.PTCP	N;SG
skadet	زخمی	skad	None	V;INDF;SG;PST;V.PTCP	N;SG
skadet	صدمه	skad	صدمه	V;INDF;SG;PST;V.PTCP	N;SG
skadet	آزار	skad	آزار	V;INDF;SG;PST;V.PTCP	N;PL
skadet	زخمی	skad	None	V;INDF;SG;PST;V.PTCP	N;SG
watson	واتسون	watson	واتسون		N;SG
hjul	فرمون	hjul	فرمون	N;INDF;NEUT;PL	N;SG
hjul	چرخ	hjul	چرخ	N;INDF;NEUT;PL	N;SG
hjul	چرخ	hjul	چرخ	N;INDF;NEUT;PL	N;SG
sørge	غمگین	sørge	غمگین	V;NFIN;ACT	N;SG
sørge	غمخوار	sørge	غمخوار	V;NFIN;ACT	N;SG
sørge	عزاداری	sørge	عزاداری	V;NFIN;ACT	N;SG
sørge	ماتم	sørge	ماتم	V;NFIN;ACT	N;SG
elleve	eleven	elleve	None	NUM	N;SG
udtale	تلفظ	udtale	تلفظ	V;NFIN;ACT	N;SG
udtale	تلفظ	udtale	تلفظ	V;NFIN;ACT	N;SG
campbell	کمپل	campbell	کمپل		N;SG
campbell	کمپبل	campbell	کمپبل		N;SG
campbell	کمبل	campbell	کمبل		N;SG
nigeria	نیجریه	nigeria	نیجریه		N;SG
nul	صفر	nul	صفر	N;INDF;NEUT;SG	NUM
islamisk	مسلمانها	islamisk	مسلمان	ADJ;INDF;SG	N;PL
etiopien	حبشه	etiopie	حبشه	PROPN	N;SG
etiopien	اتیوپی	etiopie	اتیوپی	PROPN	N;SG
behandlingen	درمانش	behandling	درمانش	N;DEF;MASC+FEM;SG	
vrede	عصبانیت	vred	عصبانیت	ADJ;PL	N;SG
vrede	غضب	vred	غضب	ADJ;PL	N;SG
vrede	خشم	vred	خشم	ADJ;PL	N;SG
vrede	خشمگین	vred	خشمگین	ADJ;PL	N;SG
vrede	خشمناک	vred	خشمناک	ADJ;PL	N;SG
vrede	غضب	vred	غضب	ADJ;PL	N;SG
vrede	خشم	vred	خشم	ADJ;PL	N;SG
akademiske	دانشگاهی	akademisk	دانشگاهی	ADJ;PL	N;SG
akademiske	آکادمیک	akademisk	آکادمیک	ADJ;PL	N;SG
akademiske	تحصیلی	akademisk	تحصیلی	ADJ;PL	N;SG
køber	بخرم	købe	خرم	V;IND;PRS;FIN;ACT	V;SBJV;SG;1;PRS
køber	خرید	købe	خرید	V;IND;PRS;FIN;ACT	N;SG
køber	بخرید	købe	رسید#خر	V;IND;PRS;FIN;ACT	V;SBJV;PL;2;PRS
køber	خریدار	købe	خریدار	V;IND;PRS;FIN;ACT	N;SG
køber	خریدن	købe	خریدن	V;IND;PRS;FIN;ACT	N;SG
køber	خرید	købe	خرید	V;IND;PRS;FIN;ACT	N;SG
nova	نووا	nova	نووا		N;SG
nova	نوا	nova	نوا		N;SG
row	سطر	row	سطر		N;SG
tilstedeværelse	حضار	tilstedeværelse	حضار	N;INDF;MASC+FEM;SG	N;PL
voksen	بزرگسال	voksen	بزرگسال	ADJ;INDF;MASC+FEM;SG	N;SG
voksen	بزرگسالان	voksen	بزرگسال	ADJ;INDF;MASC+FEM;SG	N;PL
abu	ابو	abu	None	PROPN	N;SG
dean	دین	dean	دین		N;SG
mind	ذهن	mind	ذهن		N;SG
mind	mind	mind	mind		N;SG
ordrer	فرمان	ordre	فرمان	N;INDF;MASC+FEM;PL	N;SG
ordrer	دستور	ordre	دستور	N;INDF;MASC+FEM;PL	N;SG
camilla	کامیلا	camilla	کامیلا		N;SG
farlige	خطرناکی	farlig	خطرناک	ADJ;PL	N;SG
magiske	جادویی	magisk	جادویی	ADJ;PL	N;SG
magiske	جادو	magisk	None	ADJ;PL	N;SG
magiske	سحر	magisk	سحر	ADJ;PL	N;SG
magiske	جادوی	magisk	جادوی	ADJ;PL	N;SG
magiske	جادویی	magisk	جادویی	ADJ;PL	N;SG
karin	کارین	karin	کارین		N;SG
forenet	یکپارچه	forenet	یکپارچه	V;INDF;SG;PST;V.PTCP	ADJ
forenet	یونایتد	forenet	یونایت#یونا	V;INDF;SG;PST;V.PTCP	N;SG
forenet	متحد	forenet	None	V;INDF;SG;PST;V.PTCP	N;SG
velhavende	ثروتمندان	velhavende	ثروتمند	ADJ	N;PL
velhavende	ثروتمندی	velhavende	ثروتمندی	ADJ	N;SG
velhavende	پولدار	velhavende	None	ADJ	N;SG
velhavende	ثروتمند	velhavende	ثروتمند	ADJ	N;SG
delta	دلتا	delta	None		N;SG
delta	دلتای	delta	دلتا		N;SG
sen	دیر	sen	دیر	ADJ;INDF;MASC+FEM;SG	ADV
sen	sen	sen	sen	ADJ;INDF;MASC+FEM;SG	N;SG
sen	سن	sen	سن	ADJ;INDF;MASC+FEM;SG	N;SG
streng	اکید	streng	اکید	ADJ;INDF;MASC+FEM;SG	N;SG
streng	رشته	streng	رشته	ADJ;INDF;MASC+FEM;SG	N;SG
opfyldt	تمامیت	opfylde	تمامیت	V;INDF;SG;PST;V.PTCP	N;SG
opfyldt	تحقق	opfylde	تحقق	V;INDF;SG;PST;V.PTCP	N;SG
opfyldt	met	opfylde	met	V;INDF;SG;PST;V.PTCP	
val	وال	vælle	وال	N;INDF;MASC+FEM;SG	
tina	تینا	tina	تینا		N;SG
ronald	رونالد	ronald	رونالد		N;SG
genudgivet	بازنشر	genudgivet	بازنشر	V;INDF;SG;PST;V.PTCP	N;SG
kopier	کپی	kopie	None	N;INDF;MASC+FEM;PL	N;SG
kopier	رونوشت	kopie	رونوشت	N;INDF;MASC+FEM;PL	N;SG
vegas	وگاس	vegas	وگاس		N;SG
tillid	تراست	tillid	تراست	N;INDF;MASC+FEM;SG	
fylder	آرزوها	fylde	آرزو	V;IND;PRS;FIN;ACT	N;PL
nintendo	نینتندو	nintendo	None		N;SG
svampe	قارچ	svampe	قارچ	N;INDF;MASC+FEM;PL	N;SG
svampe	قارچ	svampe	قارچ	N;INDF;MASC+FEM;PL	N;SG
benz	بنز	benz	بنز		N;SG
benz	b	benz	b		INTJ
points	نقاط	points	نقطه		N;PL
points	امتیاز	points	امتیاز		N;SG
brændstof	سوختهای	brændstof	سوخت	N;INDF;NEUT;SG	N;PL
effektive	کارآمد	effektiv	کارآمد	ADJ;PL	N;SG
effektive	موثر	effektiv	موثر	ADJ;PL	N;SG
flyvende	پروازی	flyvende	پروازی	ADJ	N;SG
flyvende	پرواز	flyvende	پرواز	ADJ	N;SG
forbrydelser	جرم	forbrydelse	جرم	N;INDF;MASC+FEM;PL	N;SG
forbrydelser	جنایت	forbrydelse	جنایت	N;INDF;MASC+FEM;PL	N;SG
forbrydelser	جُرم	forbrydelse	جُرم	N;INDF;MASC+FEM;PL	N;SG
dateret	مورخ	dateret	مورخ	V;INDF;SG;PST;V.PTCP	N;SG
ukrainske	اوکراینی	ukrainsk	اوکراینی	ADJ;PL	N;SG
forbedringer	بهبودی	forbedring	بهبودی	N;INDF;MASC+FEM;PL	N;SG
forbedringer	بهبود	forbedring	بهبود	N;INDF;MASC+FEM;PL	N;SG
brune	قهوهای	brune	قهو	ADJ;PL	N;PL
brune	براون	brune	براون	ADJ;PL	N;SG
falske	کاذب	falsk	کاذب	ADJ;PL	N;SG
falske	دروغین	falsk	دروغین	ADJ;PL	N;SG
falske	نادرست	falsk	نادرست	ADJ;PL	N;SG
falske	باطل	falsk	None	ADJ;PL	N;SG
falske	تقلبی	falsk	تقلبی	ADJ;PL	N;SG
falske	تقلبی	falsk	تقلبی	ADJ;PL	N;SG
falske	الکی	falsk	الکی	ADJ;PL	N;SG
falske	زرشک	falsk	زرشک	ADJ;PL	N;SG
falske	جعل	falsk	None	ADJ;PL	N;SG
falske	جعلی	falsk	جعلی	ADJ;PL	N;SG
båret	ساییده	bære	ساییده	V;INDF;SG;PST;V.PTCP	N;SG
industrien	صنایع	industri	صنعت	N;DEF;MASC+FEM;SG	N;PL
rør	لمس	røre	None	V;IMP	N;SG
rør	تاچ	røre	تاچ	V;IMP	N;SG
rør	لوله	røre	None	V;IMP	N;SG
rør	لوله	røre	None	V;IMP	N;SG
orleans	اورلئان	orlean	اورلئ		N;SG
cruz	کروز	cruz	کروز		N;SG
cruz	کروس	cruz	کروس		N;SG
dokumentation	مستندات	dokumentation	مستند	N;INDF;MASC+FEM;SG	N;PL
hal	های	hal	ها		N;PL
hal	hai	hal	hai		N;SG
hal	هال	hal	هال		N;SG
hal	هل	hal	هل		N;SG
hal	hal	hal	hal		
hal	هال	hal	هال		N;SG
hal	تالار	hal	تالار		N;SG
dømte	محکوم	dømme	محکوم	V;PL;PST;V.PTCP	ADJ
dømte	محکوم	dømme	محکوم	V;PL;PST;V.PTCP	ADJ
phoenix	سیمرغ	phoenix	سیمرغ		N;SG
phoenix	فونیکس	phoenix	فونیکس		N;SG
phoenix	ققنوس	phoenix	ققنوس		N;SG
phoenix	فینکس	phoenix	فینکس		N;SG
phoenix	فینیکس	phoenix	فینیکس		N;SG
besøger	دیدن	besøge	دیدن	V;IND;PRS;FIN;ACT	N;SG
besøger	بازدید	besøge	None	V;IND;PRS;FIN;ACT	N;SG
etnisk	قومی	etnisk	قومی	ADJ;INDF;SG	N;SG
etnisk	نژادی	etnisk	نژادی	ADJ;INDF;SG	N;SG
skjulte	پنهان	skjule	پنهان	V;PL;PST;V.PTCP	N;SG
skjulte	مخفی	skjule	مخفی	V;PL;PST;V.PTCP	N;SG
hat	hat	hat	hat	N;INDF;MASC+FEM;SG	
kassel	کاسل	kassel	کاسل		N;SG
randy	رندی	randy	رند	PROPN	N;SG
reklamer	تبلیغاتی	reklame	تبلیغ	N;INDF;MASC+FEM;PL	N;SG
reklamer	آگهی	reklame	آگه	N;INDF;MASC+FEM;PL	N;SG
aaron	آرون	aaron	آرون		N;SG
flyder	شناور	flyde	None	V;IND;PRS;FIN;ACT	N;SG
flyder	شناور	flyde	None	V;IND;PRS;FIN;ACT	N;SG
flyder	اعشاری	flyde	اعشاری	V;IND;PRS;FIN;ACT	N;SG
flyder	روان	flyde	روان	V;IND;PRS;FIN;ACT	N;SG
mekanisk	مکانیک	mekanisk	مکانیک	ADV	N;SG
mekanisk	mechanical	mekanisk	mechanical	ADV	N;SG
mekanisk	مکانیکی	mekanisk	مکانیکی	ADV	N;SG
miami	میامی	miami	میامی		N;SG
aus	aus	aus	aus		
involverede	درگیر	involvere	درگیر	V;PL;PST;V.PTCP	ADJ
involverede	دخیل	involvere	دخیل	V;PL;PST;V.PTCP	N;SG
venter	منتظرم	vente	منتظرم	V;IND;PRS;FIN;ACT	N;SG
venter	انتظار	vente	انتظار	V;IND;PRS;FIN;ACT	N;SG
venter	منتظر	vente	منتظر	V;IND;PRS;FIN;ACT	ADJ
venter	انتظار	vente	انتظار	V;IND;PRS;FIN;ACT	N;SG
venter	توقع	vente	توقع	V;IND;PRS;FIN;ACT	N;SG
tegne	اشتراک	tegne	اشتراک	V;NFIN;ACT	N;SG
tegne	ترسیم	tegne	ترسیم	V;NFIN;ACT	N;SG
tegne	ترسیم	tegne	ترسیم	V;NFIN;ACT	N;SG
tegne	نقاشی	tegne	نقاشی	V;NFIN;ACT	N;SG
tegne	کشیدن	tegne	کشیدن	V;NFIN;ACT	N;SG
besøge	آباد	besøge	آباد	V;NFIN;ACT	N;SG
besøge	ملاقات	besøge	ملاقات	V;NFIN;ACT	N;SG
besøge	عیادت	besøge	عیادت	V;NFIN;ACT	N;SG
besøge	بازدید	besøge	None	V;NFIN;ACT	N;SG
introduktion	اشنایی	introduktion	اشنایی	N;INDF;MASC+FEM;SG	N;PL
svag	ناتوان	svag	None	ADJ;INDF;MASC+FEM;SG	N;SG
svag	ضعیفی	svag	ضعیفی	ADJ;INDF;MASC+FEM;SG	N;SG
sejler	قایقرانی	sejle	قایقرانی	V;IND;PRS;FIN;ACT	N;SG
sejler	دریانوردی	sejle	دریانوردی	V;IND;PRS;FIN;ACT	N;SG
roma	roma	roma	roma		N;SG
roma	روما	roma	روما		N;SG
hebraisk	عبری	hebraisk	عبری	ADJ;INDF;SG	N;SG
operationen	عملیات	operation	عملیات	N;DEF;MASC+FEM;SG	N;PL
aftaler	معامله	aftale	معامله	N;INDF;MASC+FEM;PL	N;SG
aftaler	توافقنامه	aftale	توافقنامه	N;INDF;MASC+FEM;PL	N;SG
spænding	کشش	spænding	کشش	N;INDF;MASC+FEM;SG	
kontrakten	قرارداده	kontrakt	قرارداده	N;DEF;MASC+FEM;SG	V;SG;3;V.PTCP
lloyd	لوید	lloyd	لوید		N;SG
romantiske	رمانتیکی	romantisk	رمانتیکی	ADJ;PL	N;SG
romantiske	رومانتیک	romantisk	رومانتیک	ADJ;PL	N;SG
romantiske	رمانتیک	romantisk	رمانتیک	ADJ;PL	N;SG
romantiske	عاشقانه	romantisk	عاشقانه	ADJ;PL	ADV
delstater	کاوشگر	delstat	کاوشگر	N;INDF;MASC+FEM;PL	N;SG
tykke	کلفت	tyk	کلفت	ADJ;PL	N;SG
tykke	چرب	tyk	چرب	ADJ;PL	N;SG
ball	بال	ball	بال		N;SG
ball	توپ	ball	None		N;SG
tel	تل	tel	تل		N;SG
tel	tel	tel	tel		N;SG
kenya	کنیا	kenya	کنیا	PROPN	N;SG
tjekkisk	چک	tjekkisk	چک	ADJ;INDF;SG	N;SG
tjekkisk	چکی	tjekkisk	چکی	ADJ;INDF;SG	N;SG
blåt	کبود	blå	کبود#کن	ADJ;INDF;NEUT;SG	N;SG
blåt	بلو	blå	بلو	ADJ;INDF;NEUT;SG	N;SG
scottish	اسکاتلند	scottish	اسکاتلند		N;SG
scottish	اسکاتلندی	scottish	اسکاتلندی		N;SG
meddelelser	notifications	meddelelse	notifications	N;INDF;MASC+FEM;PL	N;SG
meddelelser	اعلان	meddelelse	اعلان	N;INDF;MASC+FEM;PL	N;SG
meddelelser	پیام	meddelelse	پیام	N;INDF;MASC+FEM;PL	N;SG
meddelelser	مخابرات	meddelelse	مخابرات	N;INDF;MASC+FEM;PL	N;SG
kings	پادشاهان	kings	پادشاه		N;PL
kings	سلاطین	kings	سلاطین		N;PL
kings	شاهان	kings	None		N;PL
kings	کینگز	kings	کینگز		N;SG
larry	لری	larry	لری		N;SG
larry	لاری	larry	None		N;SG
tynde	لاغری	tynd	لاغری	ADJ;PL	N;SG
tynde	نازک	tynd	نازک	ADJ;PL	N;SG
tynde	لاغری	tynd	لاغری	ADJ;PL	N;SG
strækninger	امتداد	strækning	امتداد	N;INDF;MASC+FEM;PL	N;SG
glasgow	گلاسکو	glasgow	گلاسکو	PROPN	N;SG
secret	محرمانه	secret	محرمانه		ADJ
secret	رازی	secret	راز		N;SG
secret	راز	secret	راز		N;SG
secret	مخفی	secret	مخفی		N;SG
kulturel	فرهنگی	kulturel	فرهنگی	ADJ;INDF;MASC+FEM;SG	N;SG
mikhail	میخائیل	mikhail	میخائیل	PROPN	N;SG
installeret	نصب	installere	نصب	V;INDF;SG;PST;V.PTCP	N;SG
varmt	داغ	varm	None	ADJ;INDF;NEUT;SG	N;SG
passere	گذری	passere	گذری	V;NFIN;ACT	N;SG
passere	مجالس	passere	مجالس	V;NFIN;ACT	N;PL
passere	گذر	passere	None	V;NFIN;ACT	N;SG
passere	عبور	passere	عبور	V;NFIN;ACT	N;SG
passere	پاس	passere	پاس	V;NFIN;ACT	N;SG
colorado	کلرادو	colorado	کلرادو		N;SG
colorado	کلورادو	colorado	کلورادو		N;SG
mursten	آجرهای	mursten	آجر	N;DEF;MASC+FEM;SG	N;PL
monica	مونیکا	monica	مونیکا		N;SG
spørger	پرسیدن	spørge	پرسیدن	V;IND;PRS;FIN;ACT	N;SG
spørger	پرسه	spørge	None	V;IND;PRS;FIN;ACT	N;SG
inkluderede	شامل	inkludere	شامل	V;PL;PST;V.PTCP	ADJ
manageryears	manageryears	manageryear	manageryears		N;SG
banks	بانکها	banks	بانک	N;INDF;MASC+FEM;SG	N;PL
tove	تووه	tov	تووه	N;INDF;MASC+FEM;SG	
jupiter	مشتری	jupiter	مشتری		N;SG
jupiter	ژوپیتر	jupiter	ژوپیتر		ADJ;CMPR
anhalt	آنهالت	anhalt	آنهالت	N;INDF;MASC+FEM;SG	PRO;PL
betty	بتی	betty	بتی		N;SG
afslører	فاش	afsløre	فاش	V;IND;PRS;FIN;ACT	N;SG
afslører	عیان	afsløre	عیان	V;IND;PRS;FIN;ACT	ADJ
eksperimenter	آزمایش	eksperiment	آزمایش	N;INDF;MASC+FEM;PL	N;SG
måler	پیمانه	måle	پیمانه	V;IND;PRS;FIN;ACT	N;SG
måler	کنتور	måle	کنتور	V;IND;PRS;FIN;ACT	N;SG
måler	متر	måle	متر	V;IND;PRS;FIN;ACT	N;SG
atlantic	اطلس	atlantic	None		
atlantic	اطلسی	atlantic	اطلسی		N;SG
atlantic	آتلانتیک	atlantic	آتلانتیک		N;SG
daf	daf	daf	daf		N;SG
daf	داف	daf	داف		N;SG
daf	دف	daf	دف		N;SG
dick	دیک	dick	دیک		N;SG
spiser	خوردن	spise	خوردن	V;IND;PRS;FIN;ACT	N;SG
spiser	خوری	spise	خوری	V;IND;PRS;FIN;ACT	N;SG
spiser	بخورید	spise	None	V;IND;PRS;FIN;ACT	V;SBJV;PL;2;PRS
spiser	بخور	spise	خورد#خور	V;IND;PRS;FIN;ACT	N;SG
spiser	بخورم	spise	None	V;IND;PRS;FIN;ACT	V;SBJV;SG;1;PRS
spiser	میخورد	spise	خورد#خور	V;IND;PRS;FIN;ACT	V;SG;3;PST
boris	بوریس	boris	بوریس		N;SG
montreal	مونترال	montreal	مونترال		N;SG
krydse	صلیب	krydse	صلیب	V;NFIN;ACT	N;SG
krydse	کراس	krydse	کراس	V;NFIN;ACT	N;SG
krydse	عبور	krydse	عبور	V;NFIN;ACT	N;SG
organisk	آلی	organisk	آلی	ADV	N;SG
organisk	ارگانیک	organisk	ارگانیک	ADV	N;SG
julian	جولیان	julian	جولی		N;SG
julian	جولین	julian	جولین		N;SG
biologisk	زیستی	biologisk	زیست	ADV	N;SG
paulo	پائولو	paulo	None	PROPN	N;SG
nyligt	تازگی	nyligt	تازگی	ADV	N;SG
nyligt	اخیر	nyligt	اخیر	ADV	ADJ
mexicanske	مکزیک	mexicansk	مکزیک	ADJ;PL	N;SG
mexicanske	مکزیکی	mexicansk	مکزیکی	ADJ;PL	N;SG
skarpt	شارپ	skarpt	شارپ	ADV	N;SG
skarpt	تیزی	skarpt	تیز	ADV	N;SG
skarpt	هشیار	skarpt	هشیار	ADV	N;SG
skarpt	تیز	skarpt	تیز	ADV	N;SG
forstæder	حومه	forståde	حومه	N;INDF;MASC+FEM;PL	N;SG
forstæder	حومه	forståde	حومه	N;INDF;MASC+FEM;PL	N;SG
fdf	fdf	fdf	fdf	N;INDF;NEUT;SG	
bestemmer	اراده	bestemme	اراده	V;IND;PRS;FIN;ACT	N;SG
følelse	احساسات	følelse	احساس	N;INDF;MASC+FEM;SG	N;PL
rygter	شایعه	rygte	شایعه	N;INDF;NEUT;PL	N;SG
rygter	شایع	rygte	شایع	N;INDF;NEUT;PL	ADJ
singer	singer	singer	singer	N;INDF;MASC+FEM;SG	
ivar	ایوار	ivar	ایوار		N;SG
indbygget	توکار	indbygge	توکار	V;INDF;SG;PST;V.PTCP	N;SG
mus	موشهای	mus	موش	N;INDF;MASC+FEM;SG	N;PL
mus	موشها	mus	موش	N;INDF;MASC+FEM;SG	N;PL
über	über	über	über	V;IND;PST;FIN;ACT	N;SG
cleveland	کلیولند	cleveland	کلیولند		N;SG
elseif	elseif	elseif	elseif		N;SG
jer	جر	I	جر	PRO;ACC;MASC+FEM;PL;2	N;SG
saa	saa	saa	saa	ADV	N;SG
vanskelig	سخت	vanskelig	سخت	ADJ;INDF;MASC+FEM;SG	ADV
vanskelig	سختی	vanskelig	سختی	ADJ;INDF;MASC+FEM;SG	N;SG
holmes	هولمز	holme	هولمز	V;NFIN;PASS	N;SG
holmes	هلمز	holme	هلمز	V;NFIN;PASS	N;SG
skyldig	مجرم	skyldig	None	ADJ;INDF;MASC+FEM;SG	N;SG
skyldig	گناهکار	skyldig	گناهکار	ADJ;INDF;MASC+FEM;SG	N;SG
skyldig	گناه	skyldig	گناه	ADJ;INDF;MASC+FEM;SG	N;SG
marker	فیلدز	mark	فیلدز	N;INDF;MASC+FEM;PL	N;SG
marker	مارک	mark	مارک	N;INDF;MASC+FEM;PL	N;SG
ted	تد	ted	تد		N;SG
tree	درخت	tree	درخت		N;SG
tree	درختی	tree	درخت		N;SG
tree	تره	tree	تره		INTJ
reducere	کاهش	reducere	کاهش	V;NFIN;ACT	N;SG
balkan	بالکان	balkan	بالک		N;SG
balkan	بالکان	balkan	بالک		N;SG
tilbagevendende	راجعه	tilbagevendende	راجعه	V;PRS;V.PTCP	N;SG
tilbagevendende	تکراری	tilbagevendende	تکراری	V;PRS;V.PTCP	ADJ
tilbagevendende	مکرر	tilbagevendende	مکرر	V;PRS;V.PTCP	ADJ
edgar	ادگار	edgar	ادگار		N;SG
angels	فرشتگان	angels	فرشته	N;INDF;MASC+FEM;SG	N;PL
dæk	تایر	dæk	تایر	N;INDF;NEUT;PL	N;SG
dæk	لاستیک	dæk	لاستیک	N;INDF;NEUT;PL	N;SG
dæk	ورق	dæk	ورق	N;INDF;NEUT;PL	N;SG
dæk	عرشه	dæk	عرشه	N;INDF;NEUT;PL	N;SG
dæk	کاور	dæk	کاور	N;INDF;NEUT;PL	N;SG
dæk	جلد	dæk	جلد	N;INDF;NEUT;PL	N;SG
dæk	پوشش	dæk	پوشش	N;INDF;NEUT;PL	N;SG
dæk	تایر	dæk	تایر	N;INDF;NEUT;PL	N;SG
dæk	تایر	dæk	تایر	N;INDF;NEUT;PL	N;SG
drømme	دریم	drøm	دریم	N;INDF;MASC+FEM;PL	N;SG
drømme	خواب	drøm	خواب	N;INDF;MASC+FEM;PL	N;SG
drømme	رویا	drøm	رویا	N;INDF;MASC+FEM;PL	N;SG
drømme	رؤیا	drøm	رؤیا	N;INDF;MASC+FEM;PL	N;SG
drømme	رویای	drøm	رویا	N;INDF;MASC+FEM;PL	N;SG
drømme	رؤیای	drøm	رؤیا	N;INDF;MASC+FEM;PL	N;SG
drømme	پریشان	drøm	پریش	N;INDF;MASC+FEM;PL	N;SG
duo	دوو	duo	دوو		N;SG
eyes	چشمها	eyes	چشم		N;PL
eyes	چشمانی	eyes	چشمانی		N;PL
eyes	چشم	eyes	چشم		N;SG
eyes	چشمان	eyes	چشم		N;PL
estisk	استونی	estisk	استونی	ADJ;INDF;SG	N;SG
maryland	مریلند	maryland	مریلند		N;SG
skulpturer	مجسمه	skulptur	مجسمه	N;INDF;MASC+FEM;PL	N;SG
skulpturer	تندیس	skulptur	None	N;INDF;MASC+FEM;PL	N;SG
brande	آتشسوزی	brand	آتشسوزی	N;INDF;MASC+FEM;PL	N;SG
brande	آتش	brand	آتش	N;INDF;MASC+FEM;PL	N;SG
brande	آتیش	brand	آتیش	N;INDF;MASC+FEM;PL	N;SG
brande	آتشسوزی	brand	آتشسوزی	N;INDF;MASC+FEM;PL	N;SG
control	مهار	control	مهار		N;SG
control	کنترل	control	کنترل		N;SG
control	کنترول	control	کنترول		N;SG
oklahoma	اکلاهما	oklahoma	اکلاهما		N;SG
grafisk	نگارهای	grafisk	نگار	ADV	N;PL
grafisk	گرافیکی	grafisk	گرافیکی	ADV	N;SG
grafisk	نگاره	grafisk	نگاره	ADV	N;SG
grafisk	graphic	grafisk	graphic	ADV	N;SG
grafisk	نگارهای	grafisk	نگار	ADV	N;PL
grafisk	گرافیک	grafisk	گرافیک	ADV	N;SG
grafisk	گرافیکی	grafisk	گرافیکی	ADV	N;SG
flot	خوبی	flot	خوبی	ADJ;INDF;SG	N;SG
flot	قشنگه	flot	قشنگه	ADJ;INDF;SG	N;SG
flot	خوشتیپ	flot	خوشت#خویس	ADJ;INDF;SG	N;SG
bella	بلا	bella	بلا	N;INDF;MASC+FEM;SG	
sierra	سیرا	sierra	سیرا		N;SG
nazistiske	نازی	nazistisk	نازی	ADJ;PL	N;SG
tung	سنگینی	tung	سنگینی	ADJ;INDF;MASC+FEM;SG	N;SG
tung	تونگ	tung	تونگ	ADJ;INDF;MASC+FEM;SG	N;SG
opfylde	ارضا	opfylde	ارضا	V;NFIN;ACT	N;SG
opfylde	وفا	opfylde	وفا	V;NFIN;ACT	N;SG
byzantinske	بیزانس	byzantinsk	بیزانس	ADJ;PL	N;SG
harrison	هریسون	harrison	هریسون		N;SG
gaza	غزه	gaza	غزه	PROPN	N;SG
grey	گری	grey	گری		
grey	خاکستری	grey	خاکستری		N;SG
pyrénées	پیرنس	pyrknée	پیرنس	N;GEN;INDF;MASC+FEM;PL	
aires	آیرس	aires	آیرس	PROPN	N;SG
raf	raf	raf	raf	PROPN	N;SG
