של	shel	של	shel	PART;GEN	N;NOM;INDF;MASC+FEM;SG
קולי	högljudd	קולי	högljudd	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
כספית	mercury	כספי	mercury	ADV	N;NOM;INDF;MASC+FEM;SG
כספית	kvicksilver	כספי	kvicksilver	ADV	N;NOM;INDF;NEUT;SG
עצמים	objekt	עצם	objekt	N;MASC;PL	N;NOM;INDF;NEUT;SG
עצמים	föremål	עצם	föremål	N;MASC;PL	N;NOM;INDF;NEUT;SG
מיכה	micah	מיכה	micah	PROPN	N;NOM;INDF;MASC+FEM;SG
מיכה	mika	מיכה	mika	PROPN	PROPN;NOM
מיכה	micha	מיכה	micha	PROPN	N;NOM;INDF;MASC+FEM;SG
ריד	reid	ריד	reid	PROPN	PROPN;NOM
ריד	reed	ריד	reed	PROPN	PROPN;NOM
סופה	stormen	ספה	storm		N;NOM;DEF;MASC+FEM;SG
סופה	storm	ספה	stor		N;NOM;INDF;MASC+FEM;SG
התובע	åklagaren	התובע	åklagare		N;NOM;DEF;MASC+FEM;SG
התובע	åklagare	התובע	åklagare		N;NOM;INDF;MASC+FEM;PL
השפיע	påverkade	השפיע	påverka	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
השפיע	påverkad	השפיע	påverka	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
השפיע	påverkat	השפיע	påverka	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
השפיע	påverkad	השפיע	påverka	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
השפיע	påverkade	השפיע	påverka	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
השפיע	berörd	השפיע	berörd	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
השפיע	drabbad	השפיע	drabba	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
השפיע	påverkat	השפיע	påverka	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
השפיע	påverkas	השפיע	påverka	V;MASC;SG;3;PST;ACT	V;IND;PRS;FIN;PASS
חסימה	blockerar	חסימה	blockera	N;FEM;SG	V;IND;PRS;FIN;ACT
חסימה	blockera	חסימה	blockera	N;FEM;SG	V;IMP;NFIN;ACT
חסימה	blockera	חסימה	blockera	N;FEM;SG	V;IMP;NFIN;ACT
חסימה	blocka	חסימה	blocka	N;FEM;SG	V;IMP;FIN;ACT
חסימה	blockerade	חסימה	blockera	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
חסימה	blockerat	חסימה	blockera	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
חסימה	blockeras	חסימה	blockera	N;FEM;SG	V;IND;PRS;FIN;PASS
חסימה	blockerad	חסימה	blockera	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
חסימה	spärrad	חסימה	spärra	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
שתיהן	båda	שתיים	båda	PRO;FEM;PL;3	PRO;DEF;PL
שתיהן	både	שתיים	både	PRO;FEM;PL;3	CONJ
דיור	bostäder	דיור	bostad	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
דיור	dior	דיור	di	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
רו	roe	None	roe		N;NOM;INDF;NEUT;SG
רו	rho	None	rho		PROPN;NOM
רו	roo	None	roo		N;NOM;INDF;MASC+FEM;SG
טבריה	tiberias	טבריה	tiberia	PROPN	N;NOM;INDF;MASC+FEM;SG
טבריה	tiberius	טבריה	tiberius	PROPN	PROPN;NOM
מוסלמי	muslimskt	מוסלמי	muslimsk	PROPN	ADJ;NOM;INDF;NEUT;SG
מוסלמי	muslim	מוסלמי	muslim	PROPN	N;NOM;INDF;MASC+FEM;SG
מוסלמי	muslimer	מוסלמי	muslim	PROPN	N;NOM;INDF;MASC+FEM;PL
מוסלמי	muslimska	מוסלמי	muslimsk	PROPN	ADJ;NOM;PL
מוסלמי	muslimsk	מוסלמי	muslimsk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
פריטים	objekt	פריט	objekt	N;MASC;PL	N;NOM;INDF;NEUT;SG
פריטים	föremål	פריט	föremål	N;MASC;PL	N;NOM;INDF;NEUT;SG
מעיין	våren	מעיין	vår	PROPN	N;NOM;DEF;MASC+FEM;SG
מעיין	vårens	מעיין	vår	PROPN	N;GEN;DEF;MASC+FEM;SG
מעיין	fontänen	מעיין	fontän	PROPN	N;NOM;DEF;MASC+FEM;SG
מעיין	fontän	מעיין	fontän	PROPN	N;NOM;INDF;MASC+FEM;SG
הנציב	kommissionär	הנציב	kommissionär	PROPN	N;NOM;INDF;MASC+FEM;SG
הנציב	polismästaren	הנציב	polismästare	PROPN	N;NOM;DEF;MASC+FEM;SG
נלקחו	tagit	נלקח	ta	V;PL;3;PST;MID	V;V.CVB;ACT
נלקחו	tagen	נלקח	tagen	V;PL;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נלקחו	togs	נלקח	ta	V;PL;3;PST;MID	V;IND;PST;FIN;PASS
נלקחו	tagna	נלקח	ta	V;PL;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
הונגרי	ungerska	הונגרי	ungerska	PROPN	N;NOM;INDF;MASC+FEM;SG
הונגרי	ungrare	הונגרי	ungrare	PROPN	N;NOM;INDF;MASC+FEM;PL
הונגרי	ungersk	הונגרי	ungersk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
ותיק	veteran	ותיק	veteran	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
סגירת	stängning	סגירה	stängning	N;PSSD;FEM;SG	N;NOM;INDF;MASC+FEM;SG
סגירת	stänger	סגירה	stang	N;PSSD;FEM;SG	V;IND;PRS;FIN;ACT
סגירת	avslutande	סגירה	avslutande	N;PSSD;FEM;SG	ADJ;NOM;PRS;V.PTCP
סגירת	stänga	סגירה	stänga	N;PSSD;FEM;SG	V;IMP;NFIN;ACT
אדמונד	edmund	אדמונד	edmund	PROPN	PROPN;NOM
אדמונד	edmond	אדמונד	edmond	PROPN	PROPN;NOM
חמישים	fifty	חמישים	fifty	NUM;SG	N;NOM;INDF;MASC+FEM;SG
כיפת	kupol	כיפה	kupol	PROPN	N;NOM;INDF;MASC+FEM;SG
כיפת	kupolen	כיפה	kupol	PROPN	N;NOM;DEF;MASC+FEM;SG
הרבייה	reproduktiva	הרבייה	reproduktiv	N;FEM;SG	ADJ;NOM;PL
ישי	jesse	ישי	jesa	PROPN	PROPN;NOM
שגריר	ambassadören	שגריר	ambassadör	PROPN	N;NOM;DEF;MASC+FEM;SG
שגריר	ambassadör	שגריר	ambassadör	PROPN	N;NOM;INDF;MASC+FEM;SG
דפנה	daphne	דפנה	daphne	PROPN	PROPN;NOM
דפנה	laurel	דפנה	laurel	PROPN	PROPN;NOM
דפנה	helan	דפנה	helan	PROPN	N;NOM;INDF;MASC+FEM;SG
ביבשת	fastlandet	ביבש	fastland	PROPN	N;NOM;DEF;NEUT;SG
עמוקה	djup	עמוק	djup	ADV	N;NOM;INDF;MASC+FEM;SG
עמוקה	djupa	עמוק	djup	ADV	ADJ;NOM;PL
עמוקה	deep	עמוק	deep	ADV	N;NOM;INDF;NEUT;SG
עמוקה	djupgående	עמוק	djupgående	ADV	ADJ;NOM;PRS;V.PTCP
בור	okunniga	בור	okunnig		ADJ;NOM;PL
בור	ovetande	בור	ovetande		ADJ;NOM;PRS;V.PTCP
בור	okunnig	בור	okunnig		ADJ;NOM;INDF;MASC+FEM;SG
ריח	lukta	ריח	lukta	N;MASC;SG	V;IMP;FIN;ACT
ריח	luktar	ריח	lukta	N;MASC;SG	V;IND;PRS;FIN;ACT
חשב	tyckte	חשב	tycka	N;MASC;SG	V;IND;PST;FIN;ACT
חשב	trodde	חשב	tro	N;MASC;SG	V;IND;PST;FIN;ACT
חשב	tänkte	חשב	tänka	N;MASC;SG	V;IND;PST;FIN;ACT
מאט	matt	האט	matt		N;NOM;INDF;MASC+FEM;SG
לח	fuktig	לח	fuktig		ADJ;NOM;INDF;MASC+FEM;SG
לח	fuktigt	לח	fuktig		ADJ;NOM;INDF;NEUT;SG
לח	fuktiga	לח	fuktig		ADJ;NOM;PL
לח	fuktig	לח	fuktig		ADJ;NOM;INDF;MASC+FEM;SG
לח	fuktigt	לח	fuktig		ADJ;NOM;INDF;NEUT;SG
לח	fukt	לח	fukt		N;NOM;INDF;MASC+FEM;SG
לח	fuktiga	לח	fuktig		ADJ;NOM;PL
לח	fuktigt	לח	fuktig		ADJ;NOM;INDF;NEUT;SG
לח	fuktiga	לח	fuktig		ADJ;NOM;PL
סוזן	suzanne	סוזן	suzanne	PROPN	PROPN;NOM
סוזן	susan	סוזן	susa	PROPN	PROPN;NOM
סולן	solist	סולן	solist	PROPN	N;NOM;INDF;MASC+FEM;SG
אקו	eko	אקו	eko		N;NOM;INDF;NEUT;SG
אקו	eko	אקו	eko		N;NOM;INDF;NEUT;SG
אקו	ekar	אקו	eka		V;IND;PRS;FIN;ACT
אקו	echo	אקו	echo		N;NOM;INDF;NEUT;SG
קין	keen	קין	ke	PROPN	N;NOM;INDF;MASC+FEM;SG
קין	keane	קין	kean	PROPN	PROPN;NOM
קין	cain	קין	cain	PROPN	PROPN;NOM
ברוק	brooke	ברוק	brooke	PROPN	PROPN;NOM
ברוק	brock	ברוק	brock	PROPN	PROPN;NOM
ברוק	bäck	ברוק	bäcka	PROPN	N;NOM;INDF;MASC+FEM;SG
ברוק	brook	ברוק	brook	PROPN	N;NOM;INDF;NEUT;SG
בטהובן	beethoven	בטהובן	beethov	PROPN	PROPN;NOM
גינאה	guinea	גינאה	guine	PROPN	PROPN;NOM
גינאה	guineas	גינאה	guine	PROPN	PROPN;GEN
תאילנד	thailand	תאילנד	thailand	PROPN	PROPN;NOM
מכוונת	avsiktliga	מכוון	avsiktlig	ADJ;FEM;SG	ADJ;NOM;PL
מכוונת	avsiktligt	מכוון	avsiktlig	ADJ;FEM;SG	ADV
מכוונת	avsiktliga	מכוון	avsiktlig	ADJ;FEM;SG	ADJ;NOM;PL
מכוונת	avsiktligt	מכוון	avsiktlig	ADJ;FEM;SG	ADV
מסגד	moské	מסגד	moské	PROPN	N;NOM;INDF;MASC+FEM;SG
מסגד	moskén	מסגד	moskén	PROPN	N;NOM;DEF;MASC+FEM;SG
כבשה	får	כבש	få	N;FEM;SG	V;IND;PRS;FIN;ACT
ראויים	förtjänar	ראוי	förtjäna	ADJ;MASC;PL	V;IND;PRS;FIN;ACT
ראויים	förtjänt	ראוי	förtjända	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ראויים	värdigt	ראוי	värdig	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
ראויים	värdig	ראוי	värdig	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
דיי	dey	די	de		N;NOM;INDF;MASC+FEM;SG
ממשק	gränssnitt	ממשק	gränssnitt		N;NOM;INDF;NEUT;SG
ממשק	gränssnittet	ממשק	gränssnitt		N;NOM;DEF;NEUT;SG
פז	paz	פז	paz	PROPN	PROPN;NOM
פז	fez	פז	fez	PROPN	N;NOM;INDF;MASC+FEM;SG
פז	pez	פז	pez	PROPN	N;NOM;INDF;MASC+FEM;SG
עבדאללה	abdullah	עבדאללה	abdullah	PROPN	PROPN;NOM
יוונים	grekiskt	יוון	grekisk	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
יוונים	grek	יוון	grek	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
יוונים	grekisk	יוון	grekisk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
יוונים	grekiska	יוון	grekisk	N;MASC;PL	ADJ;NOM;PL
אמונים	trohet	אמון	trohet	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
קרוליינה	carolina	קרוליינה	carolin	PROPN	N;NOM;INDF;MASC+FEM;SG
פרסומים	publicerar	פרסום	publicera	N;MASC;PL	V;IND;PRS;FIN;ACT
פרסומים	inlägg	פרסום	inlägg	N;MASC;PL	N;NOM;INDF;NEUT;SG
שד	demon	שד	demon		N;NOM;INDF;MASC+FEM;SG
שד	bröst	שד	bröst		N;NOM;INDF;NEUT;SG
מתקדמת	progressiv	התקדם	progressiv	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
מתקדמת	progressiva	התקדם	progressiv	V;FEM;SG;V.PTCP	ADJ;NOM;PL
מתקדמת	progressivt	התקדם	progressiv	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG
מתקדמת	avancerad	התקדם	avancerad	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מתקדמת	avancerat	התקדם	avancera	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מתקדמת	avancerade	התקדם	avancera	V;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
איאן	lan	איאן	lan	PROPN	N;NOM;INDF;NEUT;SG
איאן	lan	איאן	lan	PROPN	N;NOM;INDF;NEUT;SG
איאן	ian	איאן	ian	PROPN	PROPN;NOM
חוב	skulder	חוב	skuld	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
סגורה	stängda	סגור	stänga	ADJ;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
לוקאס	lucas	לוקאס	luca	PROPN	PROPN;NOM
לוקאס	lukas	לוקאס	luka	PROPN	PROPN;NOM
יוצרו	tillverkas	הוצר	tillverka	V;PL;3;PST;PASS	V;IND;PRS;FIN;PASS
יוצרו	tillverkade	הוצר	tillverkad	V;PL;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
יוצרו	tillverkat	הוצר	tillverkad	V;PL;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
יוצרו	tillverkad	הוצר	tillverkad	V;PL;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
יוצרו	framställt	הוצר	framställa	V;PL;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
תומכת	stödjande	תמך	stödja	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
תומכת	stödjande	תמך	stödja	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
מחר	morgondagen	מחר	morgondag	ADV	N;NOM;DEF;MASC+FEM;SG
מחר	imorgon	מחר	imorgon	ADV	N;NOM;INDF;MASC+FEM;SG
עצמאיים	självständig	עצמאי	självständig	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
עצמאיים	självständigt	עצמאי	självständig	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
ההכרזה	tillkännagivande	ההכרזה	tillkännagivande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
פציעה	skador	פציעה	skada	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
פציעה	personskador	פציעה	personskada	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
בפורמט	formatera	בפורמט	formatera		V;IMP;FIN;ACT
בפורמט	formatet	בפורמט	formate		N;NOM;DEF;NEUT;SG
בפורמט	format	בפורמט	format		N;NOM;INDF;NEUT;SG
אוונס	owens	אוונס	owens	PROPN	PROPN;NOM
אוונס	evans	אוונס	evans	PROPN	PROPN;NOM
אחורי	bak	אחורי	bak	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
אוסלו	oslo	None	oslo	PROPN	PROPN;NOM
פילדלפיה	philadelphia	פילדלפיה	philadelphia	PROPN	N;NOM;INDF;MASC+FEM;SG
סיסמה	lösenord	סיסמה	lösenord	N;FEM;SG	N;NOM;INDF;NEUT;PL
דליה	delia	דליה	delia	PROPN	N;NOM;INDF;MASC+FEM;SG
דליה	dahlia	דליה	dahli	PROPN	N;NOM;INDF;MASC+FEM;SG
דליה	dalia	דליה	dali	PROPN	N;NOM;INDF;MASC+FEM;SG
אטלנטה	atlanta	אטאלנטה	atlanta	PROPN	PROPN;NOM
לצייר	draw	צייר	draw	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
לצייר	dragning	צייר	dragning	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
האיטלקים	italienare	האיטלקי	italienare	PROPN	N;NOM;INDF;MASC+FEM;PL
האיטלקים	italienarna	האיטלקי	italienare	PROPN	N;NOM;DEF;MASC+FEM;PL
שיווק	marknadsföring	שיווק	marknadsföring	PROPN	N;NOM;INDF;MASC+FEM;SG
שיווק	marknadsföringen	שיווק	marknadsföring	PROPN	N;NOM;DEF;MASC+FEM;SG
ישב	lör	ישב	löra	V;MASC;SG;3;PST	N
תג	taggen	תג	tagg		N;NOM;DEF;MASC+FEM;SG
תג	tagga	תג	tagga		V;IMP;FIN;ACT
תג	tagg	תג	tagg		N;NOM;INDF;MASC+FEM;SG
תג	bricka	תג	bricka		N;NOM;INDF;MASC+FEM;SG
בספק	tvekan	בספק	tvekan	ADV	N;NOM;INDF;MASC+FEM;SG
בספק	tvivel	בספק	tvivel	ADV	N;NOM;INDF;NEUT;SG
בספק	tvivlar	בספק	tvivla	ADV	V;IND;PRS;FIN;ACT
בספק	tveksam	בספק	tveksam	ADV	ADJ;NOM;INDF;MASC+FEM;SG
בספק	tveksamt	בספק	tveksam	ADV	ADJ;NOM;INDF;NEUT;SG
בספק	tveksamma	בספק	tveksam	ADV	ADJ;NOM;PL
פשרה	kompromisser	פשרה	kompromiss	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
פשרה	kompromissa	פשרה	kompromiss	N;FEM;SG	V;IMP;FIN;ACT
הזמין	ordnad	הזמין	ordna	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הזמין	beställt	הזמין	beställa	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הזמין	beställd	הזמין	beställd	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הזמין	beställda	הזמין	beställd	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
בוא	come	בוא	come		N;NOM;INDF;MASC+FEM;SG
בוא	kommer	בוא	komma		V;IND;PRS;FIN;ACT
בוא	kom	בוא	komma		V;IMP;FIN;ACT
גופי	långben	גוף	långben	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
גופי	fånigt	גוף	fånig	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
מפריע	störande	הפריע	störa	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
עדה	bevittnat	עדה	bevittnad		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עדה	bevittnade	עדה	bevittnad		V;PST;V.PTCP;ACT
עדה	vittne	עדה	vittne		N;NOM;INDF;NEUT;SG
עדה	bevittna	עדה	bevitten		V;IMP;FIN;ACT
עדה	ada	עדה	ada		PROPN;NOM
כראוי	ordentligt	כראוי	ordentlig		ADV
אחידה	uniform	אחיד	uniform	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
אחידה	enhetliga	אחיד	enhetlig	ADJ;FEM;SG	ADJ;NOM;PL
סטטוס	status	סטטוס	status		N;NOM;INDF;MASC+FEM;SG
סטטוס	ställning	סטטוס	ställning		N;NOM;INDF;MASC+FEM;SG
סינית	kineser	סיני	kines	PROPN	N;NOM;INDF;MASC+FEM;PL
סינית	kinesiskt	סיני	kinesisk	PROPN	N;NOM;INDF;NEUT;SG
סינית	kines	סיני	kines	PROPN	N;NOM;INDF;MASC+FEM;SG
סינית	kinesisk	סיני	kinesisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
סינית	kinesiska	סיני	kinesisk	PROPN	N;NOM;INDF;MASC+FEM;SG
לשונית	fliken	לשונית	flik	ADV	N;NOM;DEF;MASC+FEM;SG
לשונית	tab	לשונית	tab	ADV	N;NOM;INDF;MASC+FEM;SG
לשונית	flik	לשונית	flik	ADV	N;NOM;INDF;MASC+FEM;SG
הדרקון	draken	הדרקון	drak	PROPN	N;NOM;DEF;MASC+FEM;SG
הדרקון	drake	הדרקון	drake	PROPN	N;NOM;INDF;MASC+FEM;SG
הדרקון	dragon	הדרקון	dragon	PROPN	N;NOM;INDF;MASC+FEM;SG
בידור	nöjen	בידור	nöje	N;MASC;SG	N;NOM;INDF;NEUT;PL
תיקו	bind	תיקו	bind	N;MASC;SG	V;IMP;FIN;ACT
תיקו	dra	תיקו	dra	N;MASC;SG	V;IMP;FIN;ACT
תיקו	rita	תיקו	rita	N;MASC;SG	V;IMP;FIN;ACT
הספק	försäljare	הספק	försäljare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
הספק	säljare	הספק	säljare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ארמניה	armenien	ארמניה	armeni	PROPN	PROPN;NOM
טס	tess	טס	tess	N;MASC;SG	PROPN;NOM
אימץ	anammat	אימץ	anamma	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
אדון	herrn	אדון	herr		N;NOM;INDF;MASC+FEM;SG
אדון	mister	אדון	mister		N;NOM;INDF;MASC+FEM;SG
אדון	husse	אדון	husse		N;NOM;DEF;MASC+FEM;SG
אדון	master	אדון	mast		N;NOM;INDF;MASC+FEM;SG
אדון	mäster	אדון	mästa		PROPN;NOM
אדון	mästare	אדון	mäst		N;NOM;INDF;MASC+FEM;SG
תצלום	fotografera	תצלום	fotografera	N;MASC;SG	V;IMP;FIN;ACT
תצלום	fota	תצלום	fota	N;MASC;SG	V;IMP;FIN;ACT
גרים	grimm	גר	grimm	N;MASC;PL	PROPN;NOM
גרים	bistra	גר	bister	N;MASC;PL	ADJ;NOM;PL
גרים	grim	גר	grim	N;MASC;PL	PROPN;NOM
ואדי	wadi	ואדי	wadi	PROPN	N;NOM;SG
ארבעים	forty	ארבעים	forty	NUM;SG	N;NOM;INDF;NEUT;SG
מציינים	observerade	ציין	observera	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
מציינים	observerat	ציין	observerad	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מציינים	observerad	ציין	observerad	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
התגלתה	upptäckt	התגלה	upptäcka	V;FEM;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
התגלתה	upptäckta	התגלה	upptäckt	V;FEM;SG;3;PST	ADJ;NOM;PL;PST;V.PTCP
הודה	erkänt	הודה	erkända	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הודה	erkänt	הודה	erkända	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
פועלות	arbetare	פעל	arbetare	V;FEM;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
פועלות	arbetstagare	פעל	arbetstagare	V;FEM;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
כס	tronen	כס	tron		N;NOM;DEF;MASC+FEM;SG
כס	tron	כס	tron		N;NOM;DEF;MASC+FEM;SG
שליח	budbärare	שליח	budbärare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
שליח	messenger	שליח	messeng	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ניסוח	formuleringar	ניסוח	formulering	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ניסוח	utarbetande	ניסוח	utarbeta	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
הלוגו	logotypen	הלוגו	logotyp	PROPN	N;NOM;DEF;MASC+FEM;SG
הלוגו	logo	הלוגו	logo	PROPN	N;NOM;INDF;MASC+FEM;SG
הלוגו	logga	הלוגו	logga	PROPN	V;IMP;FIN;ACT
הלוגו	logotyp	הלוגו	logotyp	PROPN	N;NOM;INDF;MASC+FEM;SG
לרנר	lerner	לרנר	lern	PROPN	N;NOM;INDF;MASC+FEM;SG
עירונית	urban	עירוני	urban	ADV	N;NOM;INDF;MASC+FEM;SG
עירונית	urbana	עירוני	urbana	ADV	ADJ;NOM;PL
עירונית	tätort	עירוני	tätor	ADV	N;NOM;INDF;MASC+FEM;SG
היגר	emigrerade	היגר	emigrera	PROPN	ADJ;NOM;PL;PST;V.PTCP
היגר	immigrerade	היגר	immigrera	PROPN	ADJ;NOM;PL;PST;V.PTCP
דגן	dagan	דגן	dag	PROPN	N;NOM;DEF;MASC+FEM;SG
דגן	säd	דגן	säd	PROPN	N;NOM;INDF;MASC+FEM;SG
דגן	spannmål	דגן	spannmål	PROPN	N;NOM;INDF;NEUT;SG
מידות	mått	מידה	mått	N;FEM;PL	N;NOM;INDF;NEUT;SG
מידות	måtten	מידה	måtte	N;FEM;PL	N;NOM;DEF;MASC+FEM;SG
מידות	mått	מידה	mått	N;FEM;PL	N;NOM;INDF;NEUT;SG
הקצה	kant	הקצה	kunna		N;NOM;INDF;MASC+FEM;SG
הקצה	edge	הקצה	edge		N;NOM;INDF;MASC+FEM;SG
הקצה	kanten	הקצה	kant		N;NOM;DEF;MASC+FEM;SG
הונגרים	ungrare	הונגרי	ungrare	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;PL
חיצונית	extern	חיצוני	exter	ADV	ADJ;NOM;INDF;MASC+FEM;SG
חיצונית	yttre	חיצוני	yttre	ADV	ADJ;NOM;CMPR
חיצונית	externa	חיצוני	ext	ADV	N;NOM;DEF;MASC+FEM;PL
הוקרה	hyllning	הוקר	hyllning	V;FEM;SG;3;PST;PASS	N;NOM;INDF;MASC+FEM;SG
נהנה	njuter	נהנה	njuta	V;MASC;SG;V.PTCP;MID	V;IND;PRS;FIN;ACT
מקובלים	godtagbart	מקובל	godtagbar	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
מקובלים	godtagbara	מקובל	godtagbar	N;MASC;PL	ADJ;NOM;PL
מקובלים	godtagbar	מקובל	godtagbar	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
מקובלים	acceptabel	מקובל	acceptabel	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
מקובלים	acceptabelt	מקובל	acceptabel	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
נחושת	koppar	נחושה	koppa		N;NOM;INDF;MASC+FEM;SG
שוטר	snut	שוטר	snut	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
קתולית	katolsk	קתולי	katolsk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
קתולית	katoliker	קתולי	katolik	ADV	N;NOM;INDF;MASC+FEM;PL
קתולית	katolska	קתולי	katolsk	ADV	ADJ;NOM;PL
קתולית	katolik	קתולי	katolik	ADV	ADJ;NOM;INDF;MASC+FEM;SG
הרולד	harold	הרולד	harold	PROPN	PROPN;NOM
קלפים	kort	קלף	kort	N;MASC;PL	ADV
קלפים	cards	קלף	card	N;MASC;PL	N;NOM;INDF;NEUT;SG
קלפים	kortspel	קלף	kortspel	N;MASC;PL	N;NOM;INDF;NEUT;SG
נורית	smörblomma	נורית	smörblomma	PROPN	N;NOM;INDF;MASC+FEM;SG
המבורג	hamburg	להמבורג	hamburg	PROPN	PROPN;NOM
מניעה	förebyggande	מניעה	förebygga	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
