در	drzwi	در	drzwi	ADP	N;NOM;NEUT;PL
قانع	przekonani	None	przekonać	ADJ	V;PFV;IND;PL;PRS;FIN;ACT
سازندگان	wytwórcy	سازنده	wytwórca	N;PL	N;NOM;MASC;SG
فیبر	włókna	None	włókny	N;SG	
کارناتاکا	karnataka	کارناتاکا	karnataka	N;SG	
جذاب	słodki	None	słodki	ADJ	
جذاب	słodko	None	słodko	ADJ	
جذاب	urocze	None	uroczy	ADJ	
جذاب	uroczy	None	uroczyć	ADJ	
پارتی	imprezy	پارت	impreza	N;SG	
جولای	lipca	جولا	lipiec	N;SG	
جولای	lipiec	جولا	lipiec	N;SG	
جولای	weaver	جولا	weaver	N;SG	
مداخله	interweniować	مداخله	interweniować	N;SG	V;PFV;NFIN;ACT
مداخله	zakłócenia	مداخله	zakłócenie	N;SG	N;NOM;NEUT;PL
مداخله	interwencje	مداخله	interwencja	N;SG	N;NOM;FEM;PL
صحرا	pustyni	None	pustynia	N;SG	
صحرا	pustynia	None	pustynia	N;SG	
واکر	walker	واکر	walker	N;SG	
انداختن	spada	None	spadać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ذخایر	rezerwy	ذخیره	rezerwa	N;PL	
ذخایر	rezerw	ذخیره	rezerw	N;PL	
کمپ	obozy	کمپ	obóz	N;SG	N;NOM;MASC;PL
کمپ	camp	کمپ	campa	N;SG	
زیباترین	najpiękniejsza	زیبا	piękny	ADJ;RL	ADJ;NOM;CMPR;FEM;SG
زیباترین	najpiękniejszą	زیبا	piękny	ADJ;RL	ADJ;ACC;CMPR;FEM;SG
مول	moll	مول	moll	N;SG	
مول	mol	مول	mol	N;SG	
سوری	surrey	سوری	surrea	N;SG	
سوری	syrii	سوری	syria	N;SG	PROPN;GEN;FEM;SG
سوری	suri	سوری	suria	N;SG	
نجومی	astronomiczne	نجومی	astronomiczny	N;SG	ADJ;NOM;NEUT;SG
مجروح	ranni	مجروح	ranny	N;SG	ADJ;NOM;MASC;PL
مجروح	ranny	مجروح	ranny	N;SG	ADJ;NOM;MASC;SG
مجروح	ranna	مجروح	ranna	N;SG	ADJ;NOM;FEM;SG
مجروح	ranna	مجروح	ranna	N;SG	ADJ;NOM;FEM;SG
مجروح	ranny	مجروح	ranny	N;SG	ADJ;NOM;MASC;SG
مجروح	zraniony	مجروح	zranić	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
مجروح	ranni	مجروح	ranny	N;SG	ADJ;NOM;MASC;PL
بارندگی	pada	بارندگی	padać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
بارندگی	opady	بارندگی	opad	N;SG	N;NOM;MASC;PL
جهش	skoków	None	skok	N;SG	N;GEN;MASC;PL
جهش	skacze	None	skakać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
جهش	skoki	None	skok	N;SG	N;NOM;MASC;PL
جهش	mutacje	None	mutacja	N;SG	N;NOM;FEM;PL
زید	zaid	None	zaid	N;SG	
پایتون	pythona	پایتون	pythona	N;SG	
پیشرو	stopniowe	None	stopniowy	N;SG	ADJ;NOM;NEUT;SG
پیشرو	stopniowego	None	stopniowy	N;SG	ADJ;ACC;MASC;SG
مان	mun	ما	mun	PRO;PL;1	
مان	mann	ما	mann	PRO;PL;1	PROPN;NOM;MASC;SG
ماشینی	machine	ماشینی	machina	N;SG	
ماشینی	maszyny	ماشینی	maszyna	N;SG	N;ACC;FEM;PL
تبریک	pogratulować	تبریک	pogratulować	N;SG	V;PFV;NFIN;ACT
تبریک	gratuluję	تبریک	gratulować	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
تبریک	gratuluje	تبریک	gratulować	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
بروکسل	brukseli	بروکسل	bruksel	N;SG	
کوزوو	kosowo	کوزوو	kosowo	N;SG	
کوزوو	kosowa	کوزوو	kosowy	N;SG	
رشید	rashid	رشید	rashid	N;SG	PROPN;NOM;MASC;SG
لب	wargi	لب	warga	N;SG	N;NOM;FEM;PL
لب	usta	لب	usta	N;SG	N;NOM;NEUT;PL
لب	lipa	لب	lipa	N;SG	
لب	lip	لب	lip	N;SG	
لب	usta	لب	usta	N;SG	N;NOM;NEUT;PL
حج	hadżdż	حج	hadzdż	N;SG	
سرخس	bracken	سرخس	bracken	N;SG	
سرخس	fern	سرخس	fern	N;SG	
تصوف	sufizm	تصوف	sufizm	N;SG	
بتمن	batman	بتمن	batman	N;SG	
جد	przodków	None	przodek	N;SG	N;ACC;MASC;PL
جد	przodkowie	None	przodek	N;SG	N;NOM;MASC;PL
جد	jed	None	jed	N;SG	
تعلیق	zawiesiny	تعلیق	zawiesina	N;SG	
مبادله	zamiana	مبادله	zamiana	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
مبادله	wymiany	مبادله	wymiana	N;SG	
مبادله	swap	مبادله	swap	N;SG	
مبادله	zamień	مبادله	zamień	N;SG	V;PFV;IMP;SG;2;FIN;ACT
مبادله	wymiany	مبادله	wymiana	N;SG	
غارهای	jaskiń	غار	jaskin	N;PL	
غارهای	jaskini	غار	jaskinia	N;PL	
غارهای	jaskinie	غار	jaskin	N;PL	
ترنس	trance	ترنس	tranka	N;SG	
دوشیزه	virginis	دوشیزه	virginis	N;SG	
موتوری	motor	موتوری	motor	N;SG	
بنین	benin	بنین	benin	N;SG	PROPN;NOM;MASC;SG
بازیهای	gier	None	gier	N;PL	
بازیهای	gry	None	gra	N;PL	
دودویی	binarne	دودویی	binarny	N;SG	ADJ;NOM;NEUT;SG
دیابت	cukrzycowej	دیابت	cukrzycowy	N;SG	ADJ;GEN;FEM;SG
دیابت	cukrzycy	دیابت	cukrzyc	N;SG	
علنی	public	None	publica	ADJ	
علنی	społeczeństwo	None	społeczeństwo	ADJ	N;NOM;NEUT;SG
شانه	bark	شانه	bark	N;SG	
تورین	turynie	تورین	turyn	N;SG	PROPN;NOM;MASC;SG
عامیانه	slang	عامیانه	slang	ADV	N;NOM;MASC;SG
نجوم	astronomii	نجوم	astronomia	N;SG	
چندگانه	wiele	چندگانه	wiele	ADJ	DET;ACC;MASC;PL
چندگانه	wielu	چندگانه	wiele	ADJ	DET;ACC;MASC;PL
کریمه	krym	کریمه	krym	N;SG	PROPN;NOM;MASC;SG
کریمه	krymskiej	کریمه	krymski	N;SG	ADJ;GEN;FEM;SG
انها	ładowania	انها	ładowanie	N;PL	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
انها	ładowanie	انها	ładować	N;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
آرشیو	archiwa	آرشیو	archiwa	N;PL	
آرشیو	archiwum	آرشیو	archiwum	N;PL	N;NOM;NEUT;SG
آرشیو	archiwa	آرشیو	archiwa	N;PL	
آرشیو	archiwum	آرشیو	archiwum	N;PL	N;NOM;NEUT;SG
ممنوعیت	embargo	ممنوعیت	embargo	N;SG	
ممنوعیت	zakazy	ممنوعیت	zakaz	N;SG	N;NOM;MASC;PL
علف	siana	None	siana	N;SG	
علف	trawy	None	trawa	N;SG	N;ACC;FEM;PL
ناپل	neapol	ناپل	neapol	N;SG	PROPN;NOM;MASC;SG
ناپل	neapolu	ناپل	neapol	N;SG	PROPN;GEN;MASC;SG
بازگشتی	rekurencyjne	بازگشتی	rekurencyjny	N;SG	ADJ;NOM;NEUT;SG
فرناندو	fernando	فرناندو	fernando	N;SG	PROPN;NOM;MASC;SG
لشکرکشی	kampanie	لشکرکشی	kampan	N;SG	N;NOM;MASC;PL
زایمان	dostawa	زایمان	dostawa	N;SG	
زایمان	porodu	زایمان	poród	N;SG	
چاد	czad	چاد	czad	N;SG	
چاد	czadu	چاد	czad	N;SG	
چاد	chad	چاد	chad	N;SG	
اشک	łez	None	łza	N;SG	
اشک	łzy	None	łza	N;SG	V;IPFV;IND;SG;FIN;ACT
پیک	łopaty	پیک	łopata	N;SG	N;ACC;FEM;PL
پیک	piki	پیک	pik	N;SG	
شیء	obiekty	شیء	obiekt	N;SG	N;NOM;MASC;PL
تان	tan	شما	tan	PRO;PL;2	
تان	tân	شما	ten	PRO;PL;2	
یخچال	lodówki	یخچال	lodówka	N;SG	N;ACC;FEM;PL
یخچال	lodówki	یخچال	lodówka	N;SG	N;ACC;FEM;PL
خشمگین	wściekłe	خشمگین	wściekły	N;SG	ADJ;NOM;NEUT;SG
خشمگین	wściekły	خشمگین	wściekły	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
خشمگین	wściekła	خشمگین	wściec	N;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
خشمگین	wściekli	خشمگین	wściec	N;SG	N;NOM;MASC;PL
خشمگین	zła	خشمگین	zły	N;SG	
خشمگین	wściekły	خشمگین	wściekły	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
خشمگین	zły	خشمگین	zły	N;SG	
حسی	sensorycznej	None	sensoryczny	N;SG	ADJ;GEN;FEM;SG
براین	bryan	براین	bryan	ADP	PROPN;NOM;MASC;SG
براین	brian	براین	brian	ADP	PROPN;NOM;MASC;SG
براین	briana	براین	briana	ADP	
لوکس	lux	لوکس	lux	N;SG	
لوکس	luksusowy	لوکس	luksusowy	N;SG	ADJ;NOM;MASC;SG
لوکس	luksusowe	لوکس	luksusowy	N;SG	ADJ;NOM;NEUT;SG
موجودی	zasoby	None	zasóba	N;SG	N;NOM;MASC;PL
موجودی	zapasy	None	zapas	N;SG	N;NOM;MASC;PL
موجودی	zapasów	None	zapas	N;SG	N;GEN;MASC;PL
موجودی	akcje	None	akcja	N;SG	N;NOM;FEM;PL
سوادکوه	iranie	سوادکوه	iran	N;SG	
سوادکوه	iranu	سوادکوه	iran	N;SG	PROPN;GEN;MASC;SG
سوادکوه	irański	سوادکوه	irański	N;SG	ADJ;NOM;MASC;SG
سوادکوه	iran	سوادکوه	iran	N;SG	PROPN;NOM;MASC;SG
اوساکا	osaki	اوساکا	osak	N;SG	
دانمارکی	duńskie	دانمارکی	duński	N;SG	ADJ;NOM;NEUT;SG
دانمارکی	duński	دانمارکی	duński	N;SG	ADJ;NOM;MASC;SG
دانمارکی	duńskim	دانمارکی	duński	N;SG	ADJ;INS;MASC;SG
شاد	wszystkiego	شاد	wszystko	ADJ	PRO;GEN;NEUT;SG
بنایی	murarskie	بنا	murarski	N;SG	ADJ;NOM;NEUT;SG
امیری	amiri	امیری	amiria	N;SG	
لرزش	drgania	لرزش	drganie	N;SG	N;NOM;NEUT;PL
لرزش	wibracje	لرزش	wibracja	N;SG	N;NOM;FEM;PL
لرزش	shake	لرزش	shaka	N;SG	
مانوئل	manuel	مانوئل	manuel	N;SG	PROPN;NOM;MASC;SG
ویمبلدون	wimbledon	ویمبلدون	wimbledon	N;SG	
مبهم	niejasne	مبهم	niejasny	ADJ	
مبهم	niejasne	مبهم	niejasny	ADJ	
مبهم	fuzzy	مبهم	fuzier	ADJ	
دیپلماتیک	dyplomatycznych	دیپلماتیک	dyplomatyczny	N;SG	ADJ;GEN;MASC;PL
دیپلماتیک	dyplomatyczne	دیپلماتیک	dyplomatyczny	N;SG	ADJ;NOM;NEUT;SG
دیپلماتیک	dyplomatyczny	دیپلماتیک	dyplomatyczny	N;SG	ADJ;NOM;MASC;SG
دیپلماتیک	dyplomatycznej	دیپلماتیک	dyplomatyczny	N;SG	ADJ;GEN;FEM;SG
گردو	walnut	گردو	walnut	N;SG	
رزم	bitwa	رزم	bitwo	N;SG	
رزم	battle	رزم	battla	N;SG	
رزم	bitwie	رزم	bitwo	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
رزم	bitwy	رزم	bitwa	N;SG	
یادآور	przypomnienie	یادآور	przypomnienie	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
یادآور	przypomnienia	یادآور	przypomnienie	ADJ	N;GEN;NEUT;SG
یادآور	przypominam	یادآور	przypominać	ADJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
سعادت	rozkosz	سعادت	rozkosz	N;SG	
سعادت	bliss	سعادت	bliss	N;SG	
مارگارت	margaret	مارگارت	margaret	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
مارگارت	małgorzata	مارگارت	małgorzata	N;SG	PROPN;NOM;FEM;SG
بهایی	ceny	بهایی	cena	N;SG	N;NOM;FEM;PL
بهایی	price	بهایی	prica	N;SG	
بهایی	cena	بهایی	cena	N;SG	
کشش	napięcia	کشش	napięcie		N;GEN;NEUT;SG
کشش	napięcie	کشش	napięcie		N;NOM;NEUT;SG
نبی	nabi	None	nabi	N;SG	
نگارخانه	galeria	نگارخانه	galeria	N;SG	
اعتقادات	przekonania	اعتقاد	przekonanie	N;PL	N;NOM;NEUT;SG
بنفش	purpurowe	بنفش	purpurowy	N;SG	ADJ;NOM;NEUT;SG
بنفش	fioletowy	بنفش	fioletowy	N;SG	ADJ;NOM;MASC;SG
بنفش	purpurowy	بنفش	purpurowy	N;SG	ADJ;NOM;MASC;SG
بنفش	fioletowe	بنفش	fioletowy	N;SG	ADJ;NOM;NEUT;SG
بنفش	fioletowy	بنفش	fioletowy	N;SG	ADJ;NOM;MASC;SG
بنفش	fioletowe	بنفش	fioletowy	N;SG	ADJ;NOM;NEUT;SG
بنفش	violet	بنفش	violet	N;SG	
دریانوردی	morska	دریانوردی	morski	N;SG	ADJ;NOM;FEM;SG
دریانوردی	morski	دریانوردی	morski	N;SG	ADJ;NOM;MASC;SG
دریانوردی	morskie	دریانوردی	morski	N;SG	ADJ;NOM;NEUT;SG
دریانوردی	morskiego	دریانوردی	morski	N;SG	ADJ;ACC;MASC;SG
اراده	decyduje	اراده	decydować	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
اراده	postanawia	اراده	postanawiać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
فیشر	fisher	فیشر	fisher	N;SG	
فیشر	fischer	فیشر	fischer	N;SG	
متیو	mateusz	متیو	mateusz	N;SG	PROPN;NOM;MASC;SG
متیو	maciej	متیو	maciej	N;SG	PROPN;NOM;MASC;SG
پخته	gotowane	پخته	gotować	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
پخته	pieczone	پخته	pieczyć	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اساساً	zasadniczo	اساساً	zasadniczo	ADV	
الهه	bogini	الهه	bogina	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الهه	muza	الهه	muza	N;SG	
شخصاً	osobiscie	شخصاً	osobiscie	ADV	
حفره	dziąsłowa	حفره	dziąsłowy	N;SG	
حفره	dziury	حفره	dziura	N;SG	
دوچرخه	rowerów	دوچرخه	rower	N;SG	N;GEN;MASC;PL
دوچرخه	rowery	دوچرخه	rower	N;SG	N;NOM;MASC;PL
دوچرخه	motor	دوچرخه	motor	N;SG	
دوچرخه	rowerów	دوچرخه	rower	N;SG	N;GEN;MASC;PL
یگانه	jeden	یگانه	jeden	N;SG	ADJ;NOM;MASC;SG
یگانه	jedna	یگانه	jeden	N;SG	ADJ;NOM;FEM;SG
استر	ester	استر	ester	N;SG	
استر	ester	استر	ester	N;SG	
استر	esther	استر	esther	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
شل	powłoki	None	powłoki	N;SG	
شل	shell	None	shell	N;SG	
شل	luźno	None	luźno	N;SG	ADV
شل	luźne	None	luźny	N;SG	ADJ;NOM;NEUT;SG
هفده	siedemnaście	هفده	siedemnaście	NUM	
هفده	seventeen	هفده	seventeen	NUM	
یوری	yuri	یوری	yuri	N;SG	
یوری	jurij	یوری	jurij	N;SG	PROPN;NOM;MASC;SG
ملبورن	melbourne	ملبورن	melbourne	N;SG	PROPN;NOM;MASC;SG
بوم	bum	بوم	bum	N;SG	
نساجی	tkania	نساجی	tkaniać	N;SG	
فیلیپس	philips	فیلیپس	philips	N;SG	
فیلیپس	phillips	فیلیپس	phillips	N;SG	PROPN;NOM;MASC;SG
ورق	kartki	ورق	kartka	N;SG	N;NOM;FEM;PL
ورق	wizytówki	ورق	wizytówka	N;SG	N;NOM;FEM;PL
ورق	kart	ورق	karta	N;SG	
درشت	makro	درشت	makro	ADJ	
برتون	burton	برتون	burton	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
برتون	breton	برتون	breton	N;SG	
زنبور	pszczoły	زنبور	pszczoła	N;SG	
زنبور	bee	زنبور	bee	N;SG	
آریایی	aryan	آریایی	aryan	N;SG	
کاسه	miski	کاسه	misko	N;SG	N;ACC;FEM;PL
کاسه	bowl	کاسه	bowl	N;SG	
کاسه	miski	کاسه	misko	N;SG	N;ACC;FEM;PL
پیاز	cebuli	پیاز	cebula	N;SG	V;IPFV;IND;SG;3;FIN;ACT
پیاز	cebuli	پیاز	cebula	N;SG	V;IPFV;IND;SG;3;FIN;ACT
رام	ram	رام	ram	N;SG	
رام	rama	رام	rama	N;SG	
رام	rom	رام	rom	N;SG	
رام	oswoić	رام	oswoić	N;SG	V;PFV;NFIN;ACT
دود	pal	دود	pal	N;SG	
کبود	blue	کبود#کن	blue	N;SG	
کبود	niebieski	کبود#کن	niebieski	N;SG	ADJ;NOM;MASC;SG
کبود	niebieska	کبود#کن	niebieski	N;SG	ADJ;NOM;FEM;SG
کبود	niebieskie	کبود#کن	niebieski	N;SG	ADJ;NOM;NEUT;SG
ویدیو	video	ویدیو	video	N;SG	
ویدیو	wideo	ویدیو	wideo	N;SG	
ویدیو	filmy	ویدیو	film	N;SG	N;NOM;MASC;PL
ویدیو	filmiki	ویدیو	filmika	N;SG	N;NOM;MASC;PL
ویدیو	wideo	ویدیو	wideo	N;SG	
تخصیص	przydziały	تخصیص	przydział	N;SG	N;NOM;MASC;PL
دیجیتالی	cyfrowa	None	cyfrowy	N;SG	
دیجیتالی	cyfrowe	None	cyfrowy	N;SG	ADJ;NOM;NEUT;SG
دیجیتالی	digital	None	digital	N;SG	
رودی	rudy	رودی	ruda	N;SG	
دمکراتیک	demokratyczny	None	demokratyczny	N;SG	ADJ;NOM;MASC;SG
دمکراتیک	demokratyczna	None	demokratyczny	N;SG	ADJ;NOM;FEM;SG
دمکراتیک	demokratyczne	None	demokratyczny	N;SG	ADJ;NOM;NEUT;SG
اعتصاب	strike	None	strik	N;SG	
تداخل	zakłócenia	تداخل	zakłócenie	N;SG	N;NOM;NEUT;PL
دفاتر	biura	دفاتر	biuro	N;PL	N;NOM;NEUT;SG
دفاتر	biur	دفاتر	biuro	N;PL	
دفاتر	ksiąg	دفاتر	księga	N;PL	
طولی	portret	طولی	portret	N;SG	
طولی	wzdłużnej	طولی	wzdłużny	N;SG	ADJ;GEN;FEM;SG
جفری	jeffery	جفری	jeffer	N;SG	PROPN;NOM;MASC;SG
مشورت	konsultacje	مشورت	konsultacja	N;SG	N;NOM;FEM;PL
مشورت	konsultacje	مشورت	konsultacja	N;SG	N;NOM;FEM;PL
نورمن	norman	نورمن	norman	N;SG	PROPN;NOM;MASC;SG
نورمن	normana	نورمن	norman	N;SG	
عادل	adel	None	adel	N;SG	
عادل	adil	None	adil	N;SG	
بیمارستانی	szpitalne	بیمارستان	szpitalny	N;SG	ADJ;NOM;NEUT;SG
نادری	rzadka	نادری	rzadka	N;SG	ADJ;NOM;FEM;SG
نادری	rzadkie	نادری	rzadki	N;SG	ADJ;NOM;NEUT;SG
نادری	rzadki	نادری	rzadka	N;SG	ADJ;NOM;MASC;SG
نادری	rzadko	نادری	rzadko	N;SG	ADV
گراهام	graham	گراهام	grahać	N;SG	
تهاجمی	agresywne	تهاجمی	agresywny	N;SG	ADJ;NOM;NEUT;SG
تهاجمی	agresywna	تهاجمی	agresywny	N;SG	ADJ;NOM;FEM;SG
تهاجمی	agresywny	تهاجمی	agresywny	N;SG	ADJ;NOM;MASC;SG
تهاجمی	agresywnie	تهاجمی	agresywnie	N;SG	ADV
تهاجمی	obraźliwe	تهاجمی	obraźliwy	N;SG	ADJ;NOM;NEUT;SG
جلیل	jalil	جلیل	jalil	N;SG	
جهنم	hell	جهنم	hell	N;SG	
شرطی	warunkowe	شرط	warunkowy	N;SG	ADJ;NOM;NEUT;SG
شرطی	warunkowego	شرط	warunkowy	N;SG	ADJ;ACC;MASC;SG
شرطی	warunkowo	شرط	warunkowo	N;SG	
خوشحال	wszystkiego	None	wszystko	ADJ	PRO;GEN;NEUT;SG
سرشار	full	سرشار	full	ADJ	
سرشار	pełen	سرشار	pełen	ADJ	N;NOM;MASC;SG
سرشار	pełne	سرشار	pełny	ADJ	
دانستن	wiedząc	None	wiedzieć	N;SG	V;IPFV;PRS;V.CVB;ACT
دانستن	dunstan	None	dunstan	N;SG	
فیض	faiz	فیض	faiz	N;SG	
تطابق	pasujące	تطابق	pasować	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
الیوت	elliot	الیوت	elliot	N;SG	PROPN;NOM;MASC;SG
پرستش	kult	پرستش	kult		N;NOM;MASC;SG
توباگو	tobago	توباگو	tobago	N;SG	PROPN;NOM;MASC;SG
پارلمانی	parlamentarnej	پارلمانی	parlamentarny	N;SG	ADJ;GEN;FEM;SG
پارلمانی	parlamentarne	پارلمانی	parlamentarny	N;SG	ADJ;NOM;NEUT;SG
سنجی	sanjay	سنجی	sanja	N;SG	PROPN;NOM;MASC;SG
حسنی	hosni	حسنی	hosnić	N;SG	
دلتا	delta	None	delt	N;SG	
مملکت	kraje	مملکت	kraj	N;SG	N;NOM;MASC;PL
تکذیب	zaprzeczać	تکذیب	zaprzeczać	N;SG	V;IPFV;NFIN;ACT
تکذیب	zaprzeczyć	تکذیب	zaprzeczyć	N;SG	V;PFV;NFIN;ACT
بدر	badr	بدر	badra	N;SG	
اعلان	zapowiedź	اعلان	zapowiedź	N;SG	V;IPFV;IND;SG;FIN;ACT
اعلان	powiadomienia	اعلان	powiadomić	N;SG	N;NOM;NEUT;PL
اعلان	powiadomienia	اعلان	powiadomić	N;SG	N;NOM;NEUT;PL
اعلان	powiadomień	اعلان	powiadomienie	N;SG	N;GEN;NEUT;PL
اعلان	deklaracje	اعلان	deklaracja	N;SG	N;NOM;FEM;PL
دویچه	deutsche	دویچه	deutsch	N;SG	
تماشاگر	widza	تماشاگر	widz	N;SG	
تماشاگر	spectator	تماشاگر	spectator	N;SG	
بوداپست	budapeszcie	بوداپست	budapeszyć	N;SG	PROPN;VOC;MASC;SG
تاجر	merchant	تاجر	merchant	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
غیررسمی	nieformalne	غیررسمی	nieformalny	N;SG	ADJ;NOM;NEUT;SG
غیررسمی	nieoficjalnie	غیررسمی	nieoficjalnie	N;SG	ADV
غیررسمی	nieoficjalne	غیررسمی	nieoficjalny	N;SG	ADJ;NOM;NEUT;SG
غیررسمی	nieoficjalnie	غیررسمی	nieoficjalnie	N;SG	ADV
تیز	ostre	تیز	ostry	N;SG	
تیز	sharp	تیز	sharp	N;SG	
تیز	ostry	تیز	ostry	N;SG	
تیز	ostra	تیز	ostry	N;SG	
رومن	rzymski	رومن	rzymski	N;SG	ADJ;NOM;MASC;SG
رومن	roman	رومن	roman	N;SG	PROPN;NOM;MASC;SG
رومن	rzymskie	رومن	rzymski	N;SG	ADJ;NOM;NEUT;SG
آبهای	wody	آب	woda	N;PL	N;GEN;FEM;SG
آبهای	wód	آب	woda	N;PL	
جویی	joey	جویی	jóc	N;SG	
شرعی	canonical	None	canonical	N;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
فریم	ramy	فریم	ramy	N;SG	N;ACC;NEUT;PL
فریم	ramki	فریم	ramek	N;SG	N;NOM;NEUT;PL
فریم	nakładki	فریم	nakładka	N;SG	N;ACC;FEM;PL
فریم	rama	فریم	rama	N;SG	
فریم	ramy	فریم	ramy	N;SG	N;ACC;NEUT;PL
بده	dajesz	داد#ده	dawać	V;IMP;SG;2	V;IPFV;IND;SG;2;PRS;FIN;ACT
الکلی	alkoholicy	الکلی	alkoholik	N;SG	N;NOM;MASC;PL
الکلی	alkoholowych	الکلی	alkoholowy	N;SG	ADJ;GEN;MASC;PL
الکلی	alkoholowe	الکلی	alkoholowy	N;SG	ADJ;NOM;NEUT;SG
خفاش	bat	خفاش	bat	N;SG	
اعتراضی	protesty	اعتراض	protest	N;SG	N;NOM;MASC;PL
سازمانهای	organizacji	سازمان	organizacja	N;PL	N;GEN;FEM;SG
گوتیک	gothic	گوتیک	gothic	N;SG	
اجاره	dzierżawa	اجاره	dzierżawać	N;SG	
اجاره	dzierżawa	اجاره	dzierżawać	N;SG	
اجاره	dzierżawy	اجاره	dzierżawy	N;SG	
برمن	bremen	برمن	bremen	N;SG	
برمن	berman	برمن	berman	N;SG	PROPN;NOM;MASC;SG
شفاهی	ustne	None	ustny	N;SG	
شفاهی	doustne	None	doustny	N;SG	ADJ;NOM;NEUT;SG
شفاهی	doustnie	None	doustnąć	N;SG	ADV
شفاهی	werbalne	None	werbalny	N;SG	ADJ;NOM;NEUT;SG
شفاهی	ustne	None	ustny	N;SG	
کارول	carol	کارول	carol	N;SG	PROPN;NOM;FEM;SG
پریش	parafia	پریش	parafia	N;SG	
ژورنال	journal	ژورنال	journal	N;SG	
نلسون	nelson	نلسون	nelson	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
لئوناردو	leonardo	لئوناردو	leonardo	N;SG	
گئورگ	jerzego	گئورگ	jerć	N;SG	PROPN;GEN;MASC;SG
گئورگ	jerzy	گئورگ	jerzy	N;SG	PROPN;NOM;MASC;SG
گئورگ	grzegorz	گئورگ	grzegorz	N;SG	PROPN;NOM;MASC;SG
گئورگ	george	گئورگ	george	N;SG	
گئورگ	georg	گئورگ	georg	N;SG	PROPN;NOM;MASC;SG
بعید	nieprawdopodobne	None	nieprawdopodobny	ADV	ADJ;NOM;NEUT;SG
اتهامات	opłat	اتهام	opłata	N;PL	
اتهامات	opłaty	اتهام	opłata	N;PL	V;IPFV;IND;SG;1;FIN;ACT
آلبرتو	alberto	آلبرتو	alberto	N;SG	PROPN;NOM;MASC;SG
فرآیند	procesy	فرآیند	proces	N;SG	N;NOM;MASC;PL
پولیتزر	pulitzera	پولیتزر	pulitzer	N;SG	
میگ	mig	میگ	mig	N;SG	
لک	lak	لک	lak	N;SG	
مینی	mini	مینی	minia	N;SG	
مینی	minnie	مینی	minnie	N;SG	
زره	kurtki	زره	kurtka	N;SG	N;ACC;FEM;PL
زره	płaszcze	زره	płaszczyć	N;SG	N;NOM;MASC;PL
مدارهای	orbity	مدار	orbić	N;PL	N;GEN;FEM;SG
نجیب	noble	نجیب	nobly	N;SG	
نجیب	szlachetnych	نجیب	szlachetny	N;SG	ADJ;GEN;MASC;PL
نجیب	szlachetne	نجیب	szlachetny	N;SG	ADJ;NOM;NEUT;SG
نجیب	szlachetna	نجیب	szlachetny	N;SG	ADJ;NOM;FEM;SG
نجیب	szlachetny	نجیب	szlachetny	N;SG	ADJ;NOM;MASC;SG
نجیب	przyzwoicie	نجیب	przyzwoicie	N;SG	ADV
نجیب	przyzwoity	نجیب	przyzwoić	N;SG	ADJ;NOM;MASC;SG
نجیب	przyzwoite	نجیب	przyzwoić	N;SG	
بوک	buk	بوک	buk	N;SG	
راکت	rakiety	راکت	rakieta	N;SG	N;ACC;FEM;PL
خواهرش	siostro	خواهرش	siostro	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
الکترومغناطیسی	elektromagnetyczne	الکترومغناطیسی	elektromagnetyczny	N;SG	ADJ;NOM;NEUT;SG
تناسب	proporcje	تناسب	proporcja	N;SG	N;NOM;FEM;PL
تناسب	proporcjonalnie	تناسب	proporcjonalnie	N;SG	ADV
تناسب	proporcje	تناسب	proporcja	N;SG	N;NOM;FEM;PL
تناسب	fit	تناسب	fit	N;SG	
سایپا	saipa	None	saipa	N;SG	
