operze	opéra	operz	opéra		N;MASC;SG
aaron	aaron	aaron	aaron	PROPN;NOM;MASC;SG	PROPN
operacyjnych	opérationnel	operacyjny	opérationnel	ADJ;GEN;MASC;PL	ADJ;MASC;SG
operacyjnych	opérationnelle	operacyjny	opérationnel	ADJ;GEN;MASC;PL	ADJ;FEM;SG
council	conseil	council	conseil		N;MASC;SG
camp	camp	campa	camp		N;MASC;SG
camp	campement	campa	campement		N;MASC;SG
camp	camps	campa	camp		N;MASC;PL
fabio	fabio	fabio	fabio	PROPN;NOM;MASC;SG	PROPN
fabio	fábio	fabio	fábio	PROPN;NOM;MASC;SG	PROPN
wojciechowski	wojciechowski	wojciechowski	wojciechowski	PROPN;NOM;MASC;SG	N;MASC;SG
komiksów	comics	komiks	comics	N;GEN;MASC;PL	N;MASC;SG
komiksów	bd	komiks	bde	N;GEN;MASC;PL	N;FEM;SG
mann	mann	mann	mann	PROPN;NOM;MASC;SG	PROPN
zwykły	régulières	zwykły	régulier	ADJ;NOM;MASC;SG	ADJ;FEM;PL
zwykły	ordinaires	zwykły	ordinaire	ADJ;NOM;MASC;SG	ADJ;MASC;PL
misje	mission	misja	mission	N;NOM;FEM;PL	N;FEM;SG
demokratów	démocrate	demokrat	démocrate	N;ACC;MASC;PL	N;MASC;SG
demokratów	démocrate	demokrat	démocrate	N;ACC;MASC;PL	N;MASC;SG
pokonany	vaincu	pokonać	vaincre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
pokonany	battues	pokonać	battre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
pokonany	battue	pokonać	battre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
pokonany	battu	pokonać	battre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
pokonany	battus	pokonać	battre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
pokonany	vaincu	pokonać	vaincre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
pokonany	défaite	pokonać	défaite	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;FEM;SG
pokonany	battu	pokonać	battre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
pokonany	vaincus	pokonać	vaincre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
pokonany	vaincue	pokonać	vaincre	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
charków	kharkiv	chark	kharkiv	PROPN;NOM;MASC;SG	PROPN
norm	normes	norma	norme		N;FEM;PL
norm	normes	norma	norme		N;FEM;PL
norm	norm	norma	norm		
norm	norme	norma	norme		N;FEM;SG
peugeot	peugeot	peugeot	peugeot		N;MASC;SG
halfpipe	halfpipe	halfpipa	halfpipe		N;MASC;SG
bass	contrebasse	bass	contrebasse		N;FEM;SG
bass	basse	bass	bas		ADJ;FEM;SG
bass	bassiste	bass	bassiste		N;MASC;SG
bass	bass	bass	bass		PROPN
zamość	zamość	zamość	zamość	V;IPFV;IND;SG;FIN;ACT	N;MASC;SG
automatyczna	automatiques	automatyczny	automatique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
automatyczna	automatisé	automatyczny	automatiser	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
aspekty	aspect	aspekt	aspect	N;NOM;MASC;PL	N;MASC;SG
prosto	hétéro	prosto	hétéro		N;MASC;SG
prezentacji	présentations	prezentacja	présentation	N;GEN;FEM;SG	N;FEM;PL
prezentacji	exposés	prezentacja	exposer	N;GEN;FEM;SG	V;MASC;PL;PST;V.PTCP
stefano	stefano	stefać	stefano	PROPN;NOM;MASC;SG	PROPN
domeny	domaines	domen	domaine		N;MASC;PL
domeny	domaine	domen	domaine		N;MASC;SG
dame	dame	dam	dame		N;FEM;SG
pracujący	travaillant	pracować	travailler	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;PRS;V.PTCP
pracujący	travailler	pracować	travailler	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;NFIN
ostrowski	ostrowski	ostrowski	ostrowski	ADJ;NOM;MASC;SG	PROPN
podlaski	podlaski	podlaski	podlaski	PROPN;NOM;MASC;SG	PROPN
zatonął	coulés	zatonąć	coulé	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
joel	joël	joel	joël	PROPN;NOM;MASC;SG	PROPN
joel	joel	joel	joel	PROPN;NOM;MASC;SG	PROPN
porównanie	comparaisons	porównać	comparaison	N;NOM;NEUT;SG	N;FEM;PL
porównanie	comparez	porównać	comparer	N;NOM;NEUT;SG	V;IMP;PL;2;PRS;FIN
porównanie	compare	porównać	comparer	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
porównanie	comparons	porównać	comparon	N;NOM;NEUT;SG	V;IMP;PL;1;PRS;FIN
porównanie	comparer	porównać	comparer	N;NOM;NEUT;SG	V;NFIN
dell	dell	dell	dell		PROPN
ewy	ève	ewy	ève		PROPN
ewy	eve	ewy	eve		PROPN
fra	fra	frać	fra		
osobisty	personnel	osobisty	personnel	ADJ;NOM;MASC;SG	N;MASC;SG
osobisty	personnelles	osobisty	personnel	ADJ;NOM;MASC;SG	ADJ;FEM;PL
osobisty	personnels	osobisty	personnel	ADJ;NOM;MASC;SG	ADJ;MASC;PL
carmen	carmen	carmen	carmen	PROPN;NOM;MASC;SG	PROPN
montgomery	montgomery	montgomer	montgomery	N;ACC;MASC;SG	PROPN
oun	cns	oun	ce		N;MASC;SG
oun	snc	oun	snc		PROPN
jądro	amande	jądro	amande		N;FEM;SG
jądro	noyau	jądro	noyau		N;MASC;SG
jądro	noyau	jądro	noyau		N;MASC;SG
jądro	testicule	jądro	testicule		N;MASC;SG
jądro	core	jądro	core		N;MASC;SG
jądro	cœur	jądro	cœur		N;MASC;SG
jądro	coeur	jądro	coeur		N;MASC;SG
jądro	noyau	jądro	noyau		N;MASC;SG
następcę	successeurs	następca	successeur	N;ACC;MASC;SG	N;MASC;PL
salomona	salomon	salomon	salomon		PROPN
salomona	solomon	salomon	solomon		PROPN
pearl	perle	pearl	perle		N;FEM;SG
pearl	nacre	pearl	nacre		N;FEM;SG
pearl	pearl	pearl	pearl		PROPN
pearl	perles	pearl	perle		N;FEM;PL
wiktoria	viktoria	wiktoria	viktoria	PROPN;NOM;FEM;SG	PROPN
wiktoria	victoria	wiktoria	victoria	PROPN;NOM;FEM;SG	PROPN
przodków	ancêtre	przodek	ancêtre	N;ACC;MASC;PL	N;MASC;SG
kielicha	calice	kielicha	calice		N;MASC;SG
liber	liber	liber	liber		PROPN
przydatne	utiles	przydatny	utile	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
jowisza	jupiter	jowiszo	jupiter	N;ACC;MASC;SG	PROPN
zaangażowanie	fiançailles	zaangażowanie	fiançaille	N;NOM;NEUT;SG	N;FEM;PL
wer	wer	wer	wer		
rzemiosła	artisanat	rzemieść	artisanat	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;MASC;SG
kompetencji	compétences	kompetencja	compétence	N;GEN;FEM;SG	N;FEM;PL
zapach	odeurs	zapach	odeur	N;NOM;MASC;SG	N;FEM;PL
zapach	odeurs	zapach	odeur	N;NOM;MASC;SG	N;FEM;PL
zapach	senteurs	zapach	senteur	N;NOM;MASC;SG	N;FEM;PL
zapach	parfums	zapach	parfum	N;NOM;MASC;SG	N;MASC;PL
żyjący	vivants	żyć	vivant	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;MASC;PL
żyjący	vivant	żyć	vivre	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;PRS;V.PTCP
żyjący	vivre	żyć	vivre	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;NFIN
mercury	mercury	mercura	mercury		PROPN
mercury	mercure	mercura	mercure		N;MASC;SG
konsulat	consulats	konsulat	consulat	N;NOM;MASC;SG	N;MASC;PL
turków	turques	turek	turc	N;ACC;MASC;PL	ADJ;FEM;PL
turków	turque	turek	turc	N;ACC;MASC;PL	ADJ;FEM;SG
prezentowane	vedette	prezentować	vedette	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;FEM;SG
prezentowane	recommandés	prezentować	recommander	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
prezentowane	vedettes	prezentować	vedette	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;FEM;PL
prezentowane	présentés	prezentować	présenter	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
prezentowane	présentées	prezentować	présenter	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
prezentowane	présentée	prezentować	présenter	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
prezentowane	présenté	prezentować	présenter	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
kazań	kazan	kazanie	kazan	N;GEN;NEUT;PL	PROPN
greckie	grecs	grecki	grec	ADJ;NOM;NEUT;SG	N;MASC;PL
greckie	grecques	grecki	grec	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
