در	porta	در	porta	ADP	N;FEM;SG
شناور	flutuando	None	flutuar	N;SG	V;V.MSDR
شناور	flutuante	None	flutuante	N;SG	ADJ;MASC;SG
شناور	flutua	None	flutua	N;SG	V;IND;SG;3;PRS;FIN
شناور	flutuar	None	flutuar	N;SG	V;NFIN
الکتریک	elétricos	الکتریک	elétrico	N;SG	N;MASC;PL
الکتریک	eléctricos	الکتریک	eléctrico	N;SG	N;MASC;PL
مزمن	crónicas	None	crónica	N;SG	N;FEM;PL
مزمن	crônicas	None	crônica	N;SG	N;FEM;PL
تابعه	filiais	تابعه	filial	N;SG	N;FEM;PL
تابعه	subsidiárias	تابعه	subsidiário	N;SG	N;FEM;PL
دوتایی	binárias	دوتایی	binária	N;SG	N;FEM;PL
دوتایی	binários	دوتایی	binário	N;SG	N;MASC;PL
موتورز	motores	موتورز	motor	N;SG	N;MASC;PL
غلبه	conquistar	غلبه	conquistar	N;SG	V;NFIN
غلبه	conquiste	غلبه	conquistir	N;SG	V;SBJV;SG;3;PRS;FIN
سازگاری	adaptar	سازگاری	adaptar	N;SG	V;NFIN
سازگاری	adaptando	سازگاری	adaptar	N;SG	V;V.MSDR
ماست	iogurtes	ماست	iogurte	N;SG	N;MASC;PL
پیشروی	marchar	پیشروی	marchar	N;SG	V;NFIN
بختیار	bakhtiar	بختیار	bakhtiar	N;SG	V;NFIN
نوشتم	escreveu	نوشت#نویس	escrever	V;SG;1;PST	V;IND;SG;3;PST;FIN
نوشتم	escrevia	نوشت#نویس	escrever	V;SG;1;PST	V;IND;SG;3;IPFV;FIN
ظریف	elegantes	ظریف	elegante	N;SG	ADJ;MASC;PL
ظریف	elegante	ظریف	elegante	N;SG	ADJ;MASC;SG
ظریف	delicadas	ظریف	delicar	N;SG	V;FEM;PL;V.PTCP
ظریف	delicada	ظریف	delicado	N;SG	V;FEM;SG;V.PTCP
ظریف	delicados	ظریف	delicar	N;SG	V;MASC;PL;V.PTCP
ظریف	delicado	ظریف	delicar	N;SG	V;MASC;SG;V.PTCP
ناوشکن	destruidora	ناوشکن	destruidor	N;SG	ADJ;FEM;SG
کلا	total	None	total		N;MASC;SG
کلا	totalmente	None	totalmente		ADV
کلا	completamente	None	completamente		ADV
دیفرانسیل	diferenciais	دیفرانسیل	diferencial	N;SG	N;MASC;PL
ماهیچه	músculos	ماهیچه	músculo	N;SG	N;MASC;PL
زور	forçar	زور	forçar	N;SG	V;NFIN
استار	estrelas	استار	estrela	N;SG	N;FEM;PL
گوسفند	ovinos	گوسفند	ovino	N;SG	N;MASC;PL
گوسفند	carneiros	گوسفند	carneiro	N;SG	N;MASC;PL
گوسفند	ovelhas	گوسفند	ovelha	N;SG	N;FEM;PL
شایع	rumores	شایع	rumor	ADJ	N;MASC;PL
شایع	boato	شایع	boato	ADJ	N;MASC;SG
شایع	rumor	شایع	rumor	ADJ	N;MASC;SG
مزارع	fields	مزرعه	field	N;PL	N;MASC;SG
هرم	pirâmides	هرم	pirâmide	N;SG	N;FEM;PL
سایز	tamanhos	سایز	tamanho	N;SG	N;MASC;PL
دادستان	procuradores	None	procurador	N;SG	N;MASC;PL
دقیقی	precisos	دقیقی	preciso	N;SG	ADJ;MASC;PL
دقیقی	pontual	دقیقی	pontual	N;SG	ADJ;MASC;SG
دقیقی	pontuais	دقیقی	pontual	N;SG	ADJ;MASC;PL
داروسازی	farmácias	داروسازی	farmácia	N;SG	N;FEM;PL
عقد	contratantes	None	contratante	N;SG	N;MASC;PL
عقد	casar	None	casar	N;SG	V;NFIN
اسکناس	contas	اسکناس	conta	N;SG	N;FEM;PL
یهود	judeus	یهود	judeu	N;SG	N;MASC;PL
یهود	judeus	یهود	judeu	N;SG	N;MASC;PL
ویا	villa	ویا	villa	CONJ	N;MASC;SG
مارکو	marcos	مارکو	marco	N;SG	N;MASC;PL
اجتناب	evitar	None	evitar	N;SG	V;NFIN
منصفانه	justo	منصفانه	justo	ADV	ADJ;MASC;SG
منصفانه	fair	منصفانه	fair	ADV	N;MASC;SG
منصفانه	feira	منصفانه	feira	ADV	N;FEM;SG
پلنگ	tigres	پلنگ	tigre	N;SG	N;MASC;PL
پلنگ	panteras	پلنگ	pantera	N;SG	N;FEM;PL
ترشح	secreções	ترشح	secreção	N;SG	N;FEM;PL
کابلی	cabos	کابلی	cabo	N;SG	N;MASC;PL
حکمرانی	reinar	حکمرانی	reinar	N;PL	V;NFIN
حکمرانی	reinado	حکمرانی	reinado	N;PL	N;MASC;SG
بارداری	grávidas	بارداری	grávido	N;SG	N;FEM;PL
بلوری	cristais	بلوری	cristal	N;SG	N;MASC;PL
تابعی	funcional	تابعی	funcional	N;SG	ADJ;MASC;SG
تابعی	funcionais	تابعی	funcional	N;SG	N;MASC;PL
طلوع	alvorada	طلوع	alvorada	N;SG	V;FEM;SG;V.PTCP
شرکتی	parcerias	None	parceria	N;SG	N;FEM;PL
شرکتی	corporativo	None	corporativo	N;SG	ADJ;MASC;SG
شرکتی	empresarial	None	empresarial	N;SG	ADJ;MASC;SG
ارث	herdar	ارث	herdar	N;SG	V;NFIN
ارث	herda	ارث	herda	N;SG	V;IND;SG;3;PRS;FIN
یزدگرد	izdegerdes	یزدگرد	izdegerdes	N;SG	N;MASC;PL
رادار	radares	رادار	radar	N;SG	N;MASC;PL
تضاد	conflitos	None	conflito	N;SG	N;MASC;PL
شنیده	ouviram	شنید#شنو	ouvir	V;SG;3;V.PTCP	V;IND;PL;3;FIN
شنیده	ouvi	شنید#شنو	ouvir	V;SG;3;V.PTCP	V;IND;SG;1;PST;FIN
فر	justo	فر	justo	N;SG	ADJ;MASC;SG
شانزده	sixteen	شانزده	sixteen	NUM	N;MASC;SG
غارت	saquear	غارت	saquear	N;SG	V;NFIN
غارت	saques	غارت	saque	N;SG	N;MASC;PL
غارت	pilhar	غارت	pilhar	N;SG	V;NFIN
غارت	saquearam	غارت	saquear	N;SG	V;IND;PL;3;FIN
مرتفع	elevado	None	elevar	ADJ	V;MASC;SG;V.PTCP
مرتفع	elevada	None	elevar	ADJ	V;FEM;SG;V.PTCP
مرتفع	elevados	None	elevar	ADJ	V;MASC;PL;V.PTCP
تراکتورسازی	tractores	None	tractor	N;SG	N;MASC;PL
ثروتمند	ricas	ثروتمند	rico	N;SG	ADJ;FEM;PL
ثروتمند	rico	ثروتمند	rico	N;SG	ADJ;MASC;SG
ثروتمند	ricos	ثروتمند	rico	N;SG	N;MASC;PL
ثروتمند	rica	ثروتمند	rico	N;SG	ADJ;FEM;SG
ثروتمند	ricos	ثروتمند	rico	N;SG	N;MASC;PL
تراز	alinhar	تراز	alinhar	N;SG	V;NFIN
لوگوی	resultaram	لوگوی	resultar	N;SG	V;IND;PL;3;FIN
لوگوی	resultou	لوگوی	resultar	N;SG	V;IND;SG;3;PST;FIN
واسط	interfaces	واسط	interface	N;SG	N;FEM;PL
دال	dal	دال	dal		N;MASC;SG
دال	indicativa	دال	indicativo		N;FEM;SG
دال	indicativos	دال	indicativo		N;MASC;PL
دال	indicativo	دال	indicativo		N;MASC;SG
دال	dahl	دال	dahl		N;MASC;SG
وال	parede	وال	parede		N;FEM;SG
وال	muro	وال	muro		N;MASC;SG
وال	mural	وال	mural		N;MASC;SG
وال	muralha	وال	muralha		N;FEM;SG
وال	baleias	وال	baleia		N;FEM;PL
وال	baleia	وال	baleia		N;FEM;SG
وال	val	وال	val		N;MASC;SG
بادام	amêndoas	بادام	amêndoa	N;SG	N;FEM;PL
صندلی	assentos	صندلی	assento	N;SG	N;MASC;PL
صندلی	lugares	صندلی	lugar	N;SG	N;MASC;PL
صندلی	bancos	صندلی	banco	N;SG	N;MASC;PL
اردو	acampar	اردو	acampar	N;SG	V;NFIN
کشاورز	agricultores	کشاورز	agricultor	N;SG	N;MASC;PL
کشاورز	fazendeiros	کشاورز	fazendeiro	N;SG	N;MASC;PL
کشاورز	lavradores	کشاورز	lavrador	N;SG	N;MASC;PL
چرب	gordos	چرب	gordo	N;SG	N;MASC;PL
چرب	gorduroso	چرب	gorduroso	N;SG	ADJ;MASC;SG
بازنویسی	reescrever	بازنویسی	reescrever	N;SG	V;NFIN
بازنویسی	reescrever	بازنویسی	reescrever	N;SG	V;NFIN
رول	rolar	رول	rolar	N;SG	V;NFIN
شوم	azar	None	azar	V;SBJV;SG;1;PRS	N;MASC;SG
شوم	azarado	None	azarado	V;SBJV;SG;1;PRS	N;MASC;SG
شوم	sinistros	None	sinistro	V;SBJV;SG;1;PRS	N;MASC;PL
شوم	sinistro	None	sinistro	V;SBJV;SG;1;PRS	N;MASC;SG
شوم	sinistra	None	sinistra	V;SBJV;SG;1;PRS	ADJ;FEM;SG
فرضیه	hipóteses	فرضیه	hipótese	N;SG	N;FEM;PL
فرضیه	teorias	فرضیه	teoria	N;SG	N;FEM;PL
لوپز	lópez	لوپز	lópez	N;SG	PROPN;MASC;SG
بسط	expandir	بسط	expandir	N;SG	V;NFIN
لید	liderar	لید	liderar	N;SG	V;NFIN
متمایل	inclinada	متمایل	inclinar	ADJ	V;FEM;SG;V.PTCP
متمایل	inclinado	متمایل	inclinar	ADJ	V;MASC;SG;V.PTCP
متمایل	inclinados	متمایل	inclinar	ADJ	V;MASC;PL;V.PTCP
فوری	urgentes	فوری	urgente	N;SG	N;MASC;PL
فوری	urgente	فوری	urgente	N;SG	ADJ;MASC;SG
فوری	instantânea	فوری	instantâneo	N;SG	ADJ;FEM;SG
فوری	instantâneo	فوری	instantâneo	N;SG	ADJ;MASC;SG
فوری	instantâneos	فوری	instantâneo	N;SG	ADJ;MASC;PL
فوری	imediatas	فوری	imediato	N;SG	ADJ;FEM;PL
فوری	imediata	فوری	imediato	N;SG	ADJ;FEM;SG
فوری	imediatos	فوری	imediato	N;SG	N;MASC;PL
پرس	pressione	پرس	pressionar	N;SG	V;SBJV;SG;3;PRS;FIN
فلسطینی	palestina	فلسطینی	palestina	N;PL	N;FEM;SG
فلسطینی	palestiniano	فلسطینی	palestiniano	N;PL	N;MASC;SG
فلسطینی	palestiniana	فلسطینی	palestiniano	N;PL	N;FEM;SG
فلسطینی	palestino	فلسطینی	palestino	N;PL	N;MASC;SG
فلسطینی	palestina	فلسطینی	palestina	N;PL	N;FEM;SG
عبد	abd	عبد	abd		PROPN;MASC;SG
عبد	abid	عبد	abidar		N;MASC;SG
لوس	los	لوس	eles	N;SG	PRO;ACC;MASC;PL;3
تناسلی	genitais	تناسلی	genital	N;SG	N;MASC;PL
جعل	falsa	None	falso	N;SG	ADJ;FEM;SG
جعل	falsos	None	falso	N;SG	N;MASC;PL
جعل	falso	None	falso	N;SG	ADJ;MASC;SG
سیمین	prateado	سیمین	pratear	N;SG	V;MASC;SG;V.PTCP
صلیبی	cruzadas	صلیبی	cruzadas	N;SG	N;FEM;PL
صلیبی	cruzados	صلیبی	cruzado	N;SG	N;MASC;PL
دینامیک	dinâmicas	دینامیک	dinâmica	N;SG	N;FEM;PL
دینامیک	dinâmico	دینامیک	dinâmico	N;SG	ADJ;MASC;SG
دینامیک	dinâmicos	دینامیک	dinâmico	N;SG	ADJ;MASC;PL
دینامیک	dinâmicas	دینامیک	dinâmica	N;SG	N;FEM;PL
استراحت	quebrar	استراحت	quebrar	N;SG	V;NFIN
استراحت	descansa	استراحت	descansar	N;SG	V;IND;SG;3;PRS;FIN
استراحت	descansar	استراحت	descansar	N;SG	V;NFIN
استراحت	descanse	استراحت	descanse	N;SG	V;SBJV;SG;3;PRS;FIN
اکتشاف	explorar	اکتشاف	explorar	N;SG	V;NFIN
اکتشاف	explorando	اکتشاف	explorar	N;SG	V;V.MSDR
اکتشاف	descobertas	اکتشاف	descobrir	N;SG	V;FEM;PL;V.PTCP
آنتن	antenas	None	antena	N;SG	N;FEM;PL
هان	han	هان	han	INTJ	N;MASC;SG
فسا	fasa	فسا	fasa	N;SG	V;SBJV;SG;3;PRS;FIN
خلع	depor	خلع	depor	N;SG	V;NFIN
نیکاراگوئه	nicarágua	نیکاراگوئه	nicarágua	N;SG	V;IND;SG;3;FUT;FIN
مسافرت	viajar	مسافرت	viajar	N;SG	V;NFIN
مسافرت	viaje	مسافرت	viaje	N;SG	V;SBJV;SG;3;PRS;FIN
مسافرت	viagens	مسافرت	viagem	N;SG	N;FEM;PL
مسافرت	viajando	مسافرت	viajar	N;SG	V;V.MSDR
مسافرت	viajar	مسافرت	viajar	N;SG	V;NFIN
درویش	darwish	درویش	darwish	N;SG	N;MASC;PL
شاخ	cornos	شاخ	corno	N;SG	N;MASC;PL
شاخ	chifres	شاخ	chifre	N;SG	N;MASC;PL
شاخ	treme	شاخ	treme	N;SG	V;IND;SG;3;PRS;FIN
شاخ	agitar	شاخ	agitar	N;SG	V;NFIN
شاخ	abanar	شاخ	abanar	N;SG	V;NFIN
شاخ	apertar	شاخ	apertar	N;SG	V;NFIN
دوام	duradouros	دوام	duradouro	N;SG	ADJ;MASC;PL
دوام	duradouro	دوام	duradouro	N;SG	ADJ;MASC;SG
دوام	duradoura	دوام	duradoura	N;SG	ADJ;FEM;SG
دوام	durável	دوام	durável	N;SG	ADJ;MASC;SG
ارسطو	aristóteles	ارسطو	aristótele	N;SG	N;MASC;PL
بیاورد	tragam	آورد#آور	trazer	V;SBJV;SG;3;PRS	V;SBJV;PL;3;PRS;FIN
بیاورد	traz	آورد#آور	trazer	V;SBJV;SG;3;PRS	V;IND;SG;3;PRS;FIN
ناشناس	incógnito	ناشناس	incógnito	N;SG	ADJ;MASC;SG
ارتقا	atualizar	ارتقا	atualizar	N;SG	V;NFIN
ارتقا	atualize	ارتقا	atualizar	N;SG	V;SBJV;SG;3;PRS;FIN
ارتقا	promover	ارتقا	promover	N;SG	V;NFIN
ارتقا	promove	ارتقا	promover	N;SG	V;IND;SG;3;PRS;FIN
ارتقا	promova	ارتقا	promover	N;SG	V;SBJV;SG;3;PRS;FIN
ارتقا	impulsionar	ارتقا	impulsionar	N;SG	V;NFIN
آش	cinzas	آش	cinza	N;SG	N;FEM;PL
غروب	anoitecer	غروب	anoitecer	N;SG	V;NFIN
ساعات	horário	ساعت	horário	N;PL	N;MASC;SG
اپیزود	episódios	اپیزود	episódio	N;SG	N;MASC;PL
زیتون	azeitonas	None	azeitona	N;SG	N;FEM;PL
معاهده	tratado	معاهده	tratar	N;SG	V;MASC;SG;V.PTCP
کیسه	bolsas	کیسه	bolsa	N;SG	N;FEM;PL
کیسه	sacos	کیسه	saco	N;SG	N;MASC;PL
کیسه	malas	کیسه	mala	N;SG	N;FEM;PL
غیرفعال	passivos	غیرفعال	passivo	N;SG	ADJ;MASC;PL
غیرفعال	passivo	غیرفعال	passivo	N;SG	ADJ;MASC;SG
غیرفعال	passiva	غیرفعال	passivo	N;SG	ADJ;FEM;SG
غیرفعال	passivas	غیرفعال	passivo	N;SG	ADJ;FEM;PL
غیرفعال	desactivar	غیرفعال	desactivar	N;SG	V;NFIN
غیرفعال	desativar	غیرفعال	desativar	N;SG	V;NFIN
غیرفعال	desativada	غیرفعال	desativar	N;SG	V;FEM;SG;V.PTCP
غیرفعال	desativado	غیرفعال	desativar	N;SG	V;MASC;SG;V.PTCP
غیرفعال	desativada	غیرفعال	desativar	N;SG	V;FEM;SG;V.PTCP
غیرفعال	deficientes	غیرفعال	deficiente	N;SG	N;MASC;PL
غیرفعال	deficiente	غیرفعال	deficiente	N;SG	ADJ;MASC;SG
غیرفعال	desativadas	غیرفعال	desativar	N;SG	V;FEM;PL;V.PTCP
غیرفعال	desativado	غیرفعال	desativar	N;SG	V;MASC;SG;V.PTCP
غیرفعال	inactivo	غیرفعال	inactivo	N;SG	ADJ;MASC;SG
غیرفعال	inativo	غیرفعال	inativo	N;SG	ADJ;MASC;SG
ببر	tiger	None	tiger	V;IMP;SG;2	N;MASC;SG
ببر	tigresa	None	tigresa	V;IMP;SG;2	N;FEM;SG
ببر	tigres	None	tigre	V;IMP;SG;2	N;MASC;PL
ببر	tigre	None	tigre	V;IMP;SG;2	N;MASC;SG
یادداشت	note	یادداشت	note	N;SG	INTJ
متناوب	alternando	متناوب	alternar	N;SG	V;V.MSDR
متناوب	alternados	متناوب	alternado	N;SG	V;MASC;PL;V.PTCP
متناوب	alternada	متناوب	alternar	N;SG	V;FEM;SG;V.PTCP
متناوب	alternativo	متناوب	alternativo	N;SG	ADJ;MASC;SG
متناوب	alternar	متناوب	alternar	N;SG	V;NFIN
متناوب	periódicos	متناوب	periódico	N;SG	N;MASC;PL
مکانیسم	mecanismos	None	mecanismo	N;SG	N;MASC;PL
شکاف	lacunas	شکاف	lacuna	N;SG	N;FEM;PL
کاشت	plantar	کاشت#کار	plantar	N;SG	V;NFIN
کاشت	implantes	کاشت#کار	implante	N;SG	N;MASC;PL
فسفات	fosfato	فسفات	fosfato	N;PL	N;MASC;SG
نیکلاس	niklas	نیکلاس	nikla	N;SG	N;FEM;PL
کنوانسیون	convenções	کنوانسیون	convenção	N;SG	N;FEM;PL
خوشه	agregado	خوشه	agregado	N;SG	V;MASC;SG;V.PTCP
خوشه	aglomerado	خوشه	aglomerar	N;SG	V;MASC;SG;V.PTCP
خوشه	ouvidos	خوشه	ouvir	N;SG	V;MASC;PL;V.PTCP
خوشه	orelhas	خوشه	orelha	N;SG	N;FEM;PL
خوشه	ouvido	خوشه	ouvir	N;SG	V;MASC;SG;V.PTCP
گنجینه	tesouros	گنجینه	tesouro	N;SG	N;MASC;PL
جاناتان	jonathan	جانات	jonathan	N;PL	N;MASC;SG
تجویز	prescrever	تجویز	prescrever	N;SG	V;NFIN
ویرجین	virgens	ویرجین	virgem	N;SG	N;MASC;PL
عبارات	terminologia	عبارت	terminologia	N;PL	N;FEM;SG
اسکاتلندی	escoceses	اسکاتلندی	escocês	N;SG	N;MASC;PL
اسکاتلندی	escoceses	اسکاتلندی	escocês	N;SG	N;MASC;PL
ناموفق	vencida	ناموفق	vencer	N;SG	V;FEM;SG;V.PTCP
اسطوره	mitos	اسطوره	mito	N;SG	N;MASC;PL
گرا	orientados	گرا	orientar	N;SG	V;MASC;PL;V.PTCP
گرا	orientado	گرا	orientar	N;SG	V;MASC;SG;V.PTCP
گرا	orientada	گرا	orientar	N;SG	V;FEM;SG;V.PTCP
گرا	orientadas	گرا	orientar	N;SG	V;FEM;PL;V.PTCP
کاندیدای	candidatos	کاندیدا	candidato	N;SG	N;MASC;PL
شهادت	testemunhar	شهادت	testemunhar	N;SG	V;NFIN
شهادت	testemunhar	شهادت	testemunhar	N;SG	V;NFIN
شهادت	testemunhos	شهادت	testemunho	N;SG	N;MASC;PL
جالبی	interessante	جالب	interessante	N;SG	ADJ;MASC;SG
جالبی	interessantes	جالب	interessante	N;SG	ADJ;MASC;PL
اظهارات	declaração	اظهار	declaração	N;PL	N;FEM;SG
اظهارات	afirmação	اظهار	afirmação	N;PL	N;FEM;SG
اظهارات	extrato	اظهار	extrato	N;PL	N;MASC;SG
عضلانی	musculoso	عضلانی	musculoso	N;SG	ADJ;MASC;SG
لوئیز	luiz	لوئیز	luiz	N;SG	PROPN;MASC;SG
یونگ	jovem	یونگ	jovem	N;SG	ADJ;MASC;SG
یونگ	jovens	یونگ	jovem	N;SG	N;MASC;PL
دزد	ladrões	دزد	ladrão	N;SG	N;MASC;PL
پروازی	voando	پروازی	voar	N;SG	V;V.MSDR
پروازی	voar	پروازی	voar	N;SG	V;NFIN
تحریر	digitando	تحریر	digitar	N;SG	V;V.MSDR
حاد	agudos	None	agudo	N;SG	N;MASC;PL
حاد	agudas	None	aguda	N;SG	N;FEM;PL
تکراری	duplicado	تکراری	duplicar	ADJ	V;MASC;SG;V.PTCP
تکراری	duplicados	تکراری	duplicar	ADJ	V;MASC;PL;V.PTCP
تکراری	duplicar	تکراری	duplicar	ADJ	V;NFIN
باهاما	bahamas	باهاما	bahama	N;SG	N;FEM;PL
دعا	rezar	None	rezar	N;SG	V;NFIN
دعا	rezando	None	rezar	N;SG	V;V.MSDR
دعا	orando	None	orando	N;SG	V;V.MSDR
دعا	preces	None	prece	N;SG	N;FEM;PL
دعا	orações	None	oração	N;SG	N;FEM;PL
دیوانه	insanos	دیوانه	insano	N;SG	ADJ;MASC;PL
دیوانه	insano	دیوانه	insano	N;SG	ADJ;MASC;SG
دیوانه	insana	دیوانه	insanar	N;SG	ADJ;FEM;SG
دیوانه	louco	دیوانه	louco	N;SG	ADJ;MASC;SG
دیوانه	doida	دیوانه	doida	N;SG	V;FEM;SG;V.PTCP
دیوانه	doido	دیوانه	doido	N;SG	V;MASC;SG;V.PTCP
دیوانه	louco	دیوانه	louco	N;SG	ADJ;MASC;SG
دیوانه	louco	دیوانه	louco	N;SG	ADJ;MASC;SG
قرص	comprimidos	قرص	comprimir	N;SG	V;MASC;PL;V.PTCP
قرص	pílulas	قرص	pílula	N;SG	N;FEM;PL
قرص	comprimido	قرص	comprimir	N;SG	V;MASC;SG;V.PTCP
ساقه	perseguir	None	perseguir	N;SG	V;NFIN
ساقه	estaminais	None	estaminal	N;SG	N;MASC;PL
راهپیمایی	marchar	راهپیمایی	marchar	N;SG	V;NFIN
نروژی	noruegueses	نروژی	norueguês	N;SG	N;MASC;PL
سرگذشت	crónicas	سرگذشت	crónica	N;SG	N;FEM;PL
سرگذشت	crônicas	سرگذشت	crônica	N;SG	N;FEM;PL
سرگذشت	narrado	سرگذشت	narrado	N;SG	V;MASC;SG;V.PTCP
شجاع	corajoso	None	corajoso	N;SG	ADJ;MASC;SG
شجاع	corajosa	None	corajoso	N;SG	ADJ;FEM;SG
شجاع	corajosos	None	corajoso	N;SG	ADJ;MASC;PL
شجاع	corajoso	None	corajoso	N;SG	ADJ;MASC;SG
شجاع	corajosa	None	corajoso	N;SG	ADJ;FEM;SG
شجاع	corajosos	None	corajoso	N;SG	ADJ;MASC;PL
باربری	mercadorias	باربری	mercadoria	N;SG	N;FEM;PL
سیگار	cigarros	سیگار	cigarro	N;SG	N;MASC;PL
سیگار	cigarros	سیگار	cigarro	N;SG	N;MASC;PL
شکستگی	fracturas	شکستگی	fractura	N;SG	N;FEM;PL
رهنمود	orientações	رهنمود	orientação	N;SG	N;FEM;PL
منعکس	reflita	منعکس	reflitar	ADJ	V;SBJV;SG;3;PRS;FIN
منعکس	refletir	منعکس	refletir	ADJ	V;NFIN
منعکس	reflectir	منعکس	reflectir	ADJ	V;NFIN
منعکس	reflectida	منعکس	reflectir	ADJ	V;FEM;SG;V.PTCP
منعکس	reflectido	منعکس	reflectir	ADJ	V;MASC;SG;V.PTCP
منعکس	refletida	منعکس	refletir	ADJ	V;FEM;SG;V.PTCP
اشعه	raios	None	raio	N;SG	N;MASC;PL
سطر	rema	سطر	rema	N;SG	INTJ
حوض	reservatórios	None	reservatório	N;SG	N;MASC;PL
بصری	visual	بصری	visual	N;SG	ADJ;MASC;SG
بصری	visuais	بصری	visual	N;SG	N;MASC;PL
همدانی	hamdani	همدانی	hamdani	N;SG	V;FEM;SG;V.PTCP
تهاجم	invasões	تهاجم	invasão	N;SG	N;FEM;PL
مسافت	distâncias	مسافت	distância	N;SG	N;FEM;PL
دشمنی	inimigas	دشمنی	inimiga	N;SG	N;FEM;PL
دشمنی	inimigos	دشمنی	inimigo	N;SG	N;MASC;PL
دشمنی	hostil	دشمنی	hostil	N;SG	ADJ;MASC;SG
دشمنی	hostis	دشمنی	hostil	N;SG	ADJ;MASC;PL
بازنشستگی	pensões	بازنشستگی	pensão	N;SG	N;FEM;PL
عروق	vascular	عروق	vascular	N;PL	N;MASC;SG
نعمت	favorecer	نعمت	favorecer	N;SG	V;NFIN
داود	david	داود	david	N;SG	PROPN;MASC;SG
جادویی	mágicas	جادویی	mágico	N;SG	N;FEM;PL
جادویی	mágicos	جادویی	mágico	N;SG	N;MASC;PL
جادویی	mágicas	جادویی	mágico	N;SG	N;FEM;PL
فاجعه	desastres	فاجعه	desastre	N;SG	N;MASC;PL
فقیر	coitado	None	coitado	N;SG	V;MASC;SG;V.PTCP
فقیر	pobre	None	pobre	N;SG	ADJ;MASC;SG
فقیر	pobres	None	pobre	N;SG	N;MASC;PL
برون	fora	برون	fora	N;SG	ADV
گریز	fugindo	گریز	fugir	N;SG	V;V.MSDR
گریز	escapar	گریز	escapar	N;SG	V;NFIN
عمود	perpendicular	عمود	perpendicular	N;SG	ADJ;MASC;SG
مجاری	húngaros	مجاری	húngaro	N;SG	N;MASC;PL
تعبیه	incorporar	تعبیه	incorporar	N;SG	V;NFIN
گله	bovinos	گله	bovino	N;SG	N;MASC;PL
دومینیکن	dominicana	دومینیکن	dominicano	ADJ;RL	N;FEM;SG
موی	cabelos	مو	cabelo	N;SG	N;MASC;PL
موی	mui	مو	mui	N;SG	ADV
ظروف	loiça	ظرف	loiça	N;PL	N;FEM;SG
ظروف	louça	ظرف	louça	N;PL	N;FEM;SG
ظروف	loiça	ظرف	loiça	N;PL	N;FEM;SG
اعتیاد	vícios	اعتیاد	vício	N;SG	N;MASC;PL
خشن	violentos	None	violento	ADJ	N;MASC;PL
خشن	dura	None	durar	ADJ	V;IND;SG;3;PRS;FIN
پستان	mamilos	پستان	mamilo	N;SG	N;MASC;PL
پستان	seios	پستان	seio	N;SG	N;MASC;PL
راهبردی	estratégico	راهبرد	estratégico	N;SG	ADJ;MASC;SG
راهبردی	estratégica	راهبرد	estratégico	N;SG	ADJ;FEM;SG
راهبردی	estratégicos	راهبرد	estratégico	N;SG	ADJ;MASC;PL
پرسنل	pessoal	پرسنل	pessoal	N;PL	N;MASC;SG
غلام	gholam	غلام	gholar	N;SG	V;IND;PL;3;PRS;FIN
غلام	ghulam	غلام	ghular	N;SG	V;IND;PL;3;PRS;FIN
مارکس	marcas	None	marca	N;SG	N;FEM;PL
مارکس	marcos	None	marco	N;SG	N;MASC;PL
آجری	tijolos	آجری	tijolo	N;SG	N;MASC;PL
دایر	dyer	دایر	dyer	ADJ	N;MASC;SG
سانتیگراد	centígrados	None	centígrado	N;SG	N;MASC;PL
وعده	promessas	وعده	promessa	N;SG	N;FEM;PL
وعده	promete	وعده	prometer	N;SG	V;IND;SG;3;PRS;FIN
وعده	prometa	وعده	prometer	N;SG	V;SBJV;SG;3;PRS;FIN
بشکه	barris	بشکه	barri	N;SG	N;MASC;PL
فاکتور	recibos	فاکتور	recibo	N;SG	N;MASC;PL
وگاس	vegas	وگاس	vega	N;SG	N;FEM;PL
بیننده	espectadores	بیننده	espectador	N;SG	N;MASC;PL
بیننده	visualizadores	بیننده	visualizador	N;SG	N;MASC;PL
بیننده	telespectadores	بیننده	telespectador	N;SG	N;MASC;PL
باس	baixo	باس	baixo	N;SG	ADV
خودی	amigáveis	خودی	amigável	N;SG	ADJ;MASC;PL
خودی	amigável	خودی	amigável	N;SG	ADJ;MASC;SG
نوآوری	inovações	None	inovação	N;SG	N;FEM;PL
نوآوری	inovar	None	inovar	N;SG	V;NFIN
نوآوری	inovações	None	inovação	N;SG	N;FEM;PL
شر	cher	شر	cher		N;FEM;SG
شر	sher	شر	sher		N;MASC;SG
شر	malvado	شر	malvado		N;MASC;SG
شر	mal	شر	mal		ADV
شر	evil	شر	evil		N;MASC;SG
شر	maldade	شر	maldade		N;FEM;SG
لنین	lenin	لنین	lenin	N;SG	PROPN;MASC;SG
خالق	criadora	None	criadora	N;SG	ADJ;FEM;SG
گوگنهایم	guggenheim	گوگن	guggenheim	N;PL	N;MASC;SG
کنده	conde	None	conde	V;SG;3;V.PTCP	N;MASC;SG
کنده	coto	None	coto	V;SG;3;V.PTCP	N;MASC;SG
کنده	cepo	None	cepo	V;SG;3;V.PTCP	N;MASC;SG
گرانشی	gravitacionais	گرانشی	gravitacional	N;SG	N;MASC;PL
گرانشی	gravitacional	گرانشی	gravitacional	N;SG	ADJ;MASC;SG
دوش	chuveiros	None	chuveiro	N;SG	N;MASC;PL
