leningrad	lenjingrad	leningrad	lenjingrad		N;NOM;MASC;SG
modu	način	modu	način		N;NOM;MASC;SG
kit	kita	kit	kita		N;NOM;FEM;SG
kit	kit	kit	kit		N;NOM;MASC;SG
juniors	juniori	juniors	junior	PROPN;NOM;SG;3	N;NOM;MASC;PL
korece	korejski	korece	korejski		ADJ;NOM;DEF;MASC;SG
çimento	cementa	çimento	cementa		N;NOM;MASC;SG
çimento	cement	çimento	cement		N;NOM;MASC;SG
katedral	katedrala	katedral	katedrala	N;ESS;SG;3	N;NOM;FEM;SG
manken	manekenka	manken	manekenka		N;NOM;FEM;SG
manken	model	manken	model		N;NOM;MASC;SG
manken	maneken	manken	maneken		N;NOM;MASC;SG
manken	lutka	manken	lutak		N;NOM;FEM;SG
kaos	kaos	kaos	kaos		N;NOM;MASC;SG
paylaşım	dijeljenja	paylaşım	dijeljenje	N;NOM;SG;3	N;NOM;NEUT;PL
paylaşım	podijeli	paylaşım	podijetiti	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
kaçınılmaz	neizbježno	kaçınılmaz	neizbježno	ADJ	ADV
kaçınılmaz	neizbježno	kaçınılmaz	neizbježno	ADJ	ADV
kaçınılmaz	neizbježnost	kaçınılmaz	neizbježnost	ADJ	N;NOM;FEM;SG
kıbrıslı	ciparski	kıbrıslı	ciparski		ADJ;NOM;DEF;MASC;SG
kıbrıslı	ciparskih	kıbrıslı	ciparski		ADJ;GEN;MASC;PL
dişli	oprema	dişli	oprema		N;NOM;FEM;SG
dişli	zube	dişli	zub		N;ACC;MASC;PL
dişli	zubi	dişli	zub		N;NOM;MASC;PL
aids	aids	aids	aids		N;NOM;MASC;SG
aids	sida	aids	sid		N;NOM;MASC;SG
aids	aids	aids	aids		N;NOM;MASC;SG
aids	sida	aids	sid		N;NOM;MASC;SG
anders	anders	anders	anders		PROPN;NOM;MASC;SG
marilyn	marilyn	marilyn	marilyn		PROPN;NOM;MASC;SG
talepleri	zahtjeva	talep	zahtjev	N;NOM;PL;3	N;GEN;MASC;PL
çalı	bush	çalı	bush		PROPN;NOM;MASC;SG
çalı	grm	çalı	grm		N;NOM;MASC;SG
laik	sekularna	laik	sekularan		ADJ;NOM;DEF;FEM;SG
hamburger	burger	hamburger	burger		N;NOM;MASC;SG
hamburger	hamburger	hamburger	hamburger		N;NOM;MASC;SG
hamburger	hamburger	hamburger	hamburger		N;NOM;MASC;SG
olgu	fenomen	olgu	fenomen		N;NOM;MASC;SG
olgu	pojava	olgu	pojava		N;NOM;FEM;SG
darth	darth	darth	darth		N;NOM;MASC;SG
sapma	odstupanja	sap	odstupanje		N;NOM;NEUT;PL
sapma	odstupanje	sap	odstupanje		N;NOM;NEUT;SG
küp	kocku	küp	kock		N;ACC;FEM;SG
küp	kocka	küp	kock		N;NOM;FEM;SG
küp	kockica	küp	kockica		N;NOM;FEM;SG
küp	kocke	küp	kocka		N;NOM;FEM;PL
küp	kockice	küp	kockica		N;NOM;FEM;PL
küp	kubičnih	küp	kubični		ADJ;GEN;DEF;MASC;PL
asgari	minimalno	asgari	minimalno		ADV
asgari	minimum	asgari	minimum		N;NOM;MASC;SG
asgari	minimalna	asgari	minimalan		ADJ;NOM;DEF;FEM;SG
asgari	minimalno	asgari	minimalno		ADV
asgari	minimalne	asgari	minimalan		ADJ;NOM;DEF;FEM;PL
asgari	minimalni	asgari	minimalan		ADJ;NOM;DEF;MASC;SG
asgari	minimalna	asgari	minimalan		ADJ;NOM;DEF;FEM;SG
metz	metz	metz	metz	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
memeli	sisavac	memel	sisavac		N;NOM;MASC;SG
memeli	sisavci	memel	sisavac		N;NOM;MASC;PL
memeli	sisavaca	memel	sisavac		N;GEN;MASC;PL
bekliyorum	čekanje	bekle	čekanje	V;PROG;IND;SG;1;POS;INFM;PRS	N;NOM;NEUT;SG
bekliyorum	čekajući	bekle	čekati	V;PROG;IND;SG;1;POS;INFM;PRS	ADV;RL
medici	medici	medici	medik		PROPN;NOM;MASC;SG
aria	arija	aria	arija	PROPN;NOM;SG;3	N;NOM;FEM;SG
aria	aria	aria	aria	PROPN;NOM;SG;3	N;NOM;FEM;SG
girdiler	unosi	gir	unositi	V;PFV;IND;PL;3;POS;PST	V;IND;SG;3;PRS;FIN
girdiler	unose	gir	unositi	V;PFV;IND;PL;3;POS;PST	V;IND;PL;3;PRS;FIN
çekilme	povlačenje	çek	povlačenje	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;NEUT;SG
gökyüzü	neba	gökyüzü	nebo		N;NOM;MASC;SG
gökyüzü	nebu	gökyüzü	nebo		N;DAT;MASC;SG
gökyüzü	sky	gökyüzü	sky		PROPN;NOM;MASC;SG
gökyüzü	nebo	gökyüzü	nebo		N;NOM;NEUT;SG
gökyüzü	nebo	gökyüzü	nebo		N;NOM;NEUT;SG
ala	ala	ala	ala		PROPN;NOM;MASC;SG
tüneli	tunel	tüneli	tunel	N;ACC;SG;3	N;NOM;MASC;SG
alto	alto	alto	alto		PROPN;NOM;MASC;SG
aranan	tražen	ara	tražiti		ADJ;NOM;MASC;SG;V.PTCP
aranan	traženi	ara	tražiti		ADJ;NOM;DEF;MASC;PL;V.PTCP
aranan	htio	ara	htjeti		V;MASC;SG;PST;V.PTCP;ACT
yenileme	obnavljanje	yenilem	obnavljanje		N;NOM;NEUT;SG
yenileme	obnova	yenilem	obnova		N;NOM;FEM;SG
yenileme	obnovu	yenilem	obnova		N;ACC;FEM;SG
yenileme	renoviranje	yenilem	renoviranje		N;NOM;NEUT;SG
yenileme	obnova	yenilem	obnova		N;NOM;FEM;SG
yenileme	obnavljanje	yenilem	obnavljanje		N;NOM;NEUT;SG
yenileme	obnova	yenilem	obnova		N;NOM;FEM;SG
yenileme	obnovu	yenilem	obnova		N;ACC;FEM;SG
alfonso	alfonso	alfonso	alfonso	PROPN;NOM;SG;3	N;NOM;MASC;SG
nottingham	nottingham	nottingham	nottingha	PROPN;NOM;SG;3	N;NOM;MASC;SG
davranışlar	ponašanje	davranış	ponašanje	N;NOM;PL;3	N;NOM;NEUT;SG
davranışlar	ponašanje	davranış	ponašanje	N;NOM;PL;3	N;NOM;NEUT;SG
joyce	joyce	joyce	joyac		PROPN;NOM;MASC;SG
cromwell	cromwell	cromwell	cromwell	PROPN;NOM;SG;3	N;NOM;MASC;SG
finanse	financiranja	finanse	financiranje		N;NOM;NEUT;SG
finanse	financiranje	finanse	financiranje		N;NOM;NEUT;SG
finanse	financija	finanse	financije		N;NOM;FEM;PL
finanse	financije	finanse	financija		N;NOM;FEM;PL
finanse	financiranje	finanse	financiranje		N;NOM;NEUT;SG
finanse	financira	finanse	financirati		V;IND;SG;3;PRS;FIN
anya	anja	anya	anja		N;NOM;FEM;SG
anya	anya	anya	Anya		PROPN;NOM;MASC;SG
taksi	taxi	taksi	tax		N;NOM;MASC;SG
taksi	taksi	taksi	taksi		N;NOM;MASC;SG
taksi	taksi	taksi	taksi		N;NOM;MASC;SG
taksi	taksija	taksi	taksija		N;NOM;MASC;SG
taksi	taksija	taksi	taksija		N;NOM;MASC;SG
mönchengladbach	mönchengladbach	mönchengladbach	mönchengladbach	PROPN;NOM;SG;3	N;NOM;MASC;SG
demiryolları	željeznica	demiryol	željeznica	N;NOM;PL;3	N;NOM;FEM;SG
mülteci	izbjeglica	mülteci	izbjeglica		N;GEN;MASC;PL
mülteci	izbjeglica	mülteci	izbjeglica		N;GEN;MASC;PL
mülteci	izbjeglice	mülteci	izbjeglica		N;NOM;MASC;PL
soyuz	sojuz	soyuz	sojuz		N;NOM;FEM;SG
mafya	mafija	mafya	mafija		N;NOM;FEM;SG
mafya	mob	mafya	mob		N;NOM;MASC;SG
mafya	mafija	mafya	mafija		N;NOM;FEM;SG
mafya	mafije	mafya	mafija		N;NOM;FEM;PL
liberty	liberty	liberty	liberty	PROPN;NOM;SG;3	ADP
carmen	karmen	carmen	karmen	PROPN;NOM;SG;3	N;NOM;FEM;SG
carmen	carmen	carmen	carmen	PROPN;NOM;SG;3	N;NOM;FEM;SG
bakteriler	bakterija	bakter	bakterija	N;NOM;PL;3	N;NOM;FEM;SG
mozambik	mozambiku	mozambik	mozambika	PROPN;NOM;SG;3	N;DAT;MASC;SG
dogg	dogg	dogg	dogg		PROPN;NOM;MASC;SG
faso	faso	faso	faso		PROPN;NOM;MASC;SG
carroll	carroll	carroll	carroll	PROPN;NOM;SG;3	N;NOM;MASC;SG
chase	potjera	chase	potjera	PROPN;NOM;SG;3	V;IND;SG;3;PRS;FIN
chase	chase	chase	chase	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
pavel	pavel	pavel	pavel		PROPN;NOM;MASC;SG
derby	derby	derby	derby		PROPN;NOM;MASC;SG
derby	derbi	derby	derba		N;NOM;MASC;SG
içecek	piće	iç	piće	V;PFV;IND;POS;FUT	N;NOM;NEUT;SG
içecek	pića	iç	piće	V;PFV;IND;POS;FUT	N;NOM;NEUT;PL
içecek	pića	iç	piće	V;PFV;IND;POS;FUT	N;NOM;NEUT;PL
içecek	pije	iç	piti	V;PFV;IND;POS;FUT	V;IND;SG;3;PRS;FIN
içecek	piće	iç	piće	V;PFV;IND;POS;FUT	N;NOM;NEUT;SG
nar	nara	nar	nar		N;NOM;MASC;SG
nar	šipka	nar	šipka		ADJ;NOM;DEF;FEM;SG
ithaf	predanost	ithaf	predanost		N;NOM;FEM;SG
ithaf	posvećenost	ithaf	posvećenost		N;NOM;FEM;SG
ithaf	posvetu	ithaf	posvet		N;ACC;FEM;SG
ithaf	posvetiti	ithaf	posvetiti		V;NFIN
ithaf	posveti	ithaf	posvetiti		V;IND;SG;3;PRS;FIN
spiral	spirale	spiral	spirati		N;NOM;FEM;PL
çarpma	množenje	çarp	množenje		N;NOM;NEUT;SG
çarpma	utjecaj	çarp	utjecaj		N;NOM;MASC;SG
çarpma	udar	çarp	udar		N;NOM;MASC;SG
ellis	ellis	ellis	ellis		N;NOM;MASC;SG
enstitü	zavod	enstit	zavod		N;NOM;MASC;SG
enstitü	institut	enstit	institut		N;NOM;MASC;SG
enstitü	institucije	enstit	institucija		N;NOM;FEM;PL
enstitü	ustanova	enstit	ustanova		N;NOM;FEM;SG
enstitü	institucija	enstit	institucija		N;NOM;FEM;SG
anal	analni	anal	analni		ADV
haz	užitak	haz	užitak		N;NOM;MASC;SG
haz	zadovoljstvo	haz	zadovoljstvo		N;NOM;NEUT;SG
aylar	meseci	ay	mesec		N;GEN;MASC;PL
aylar	mjeseci	ay	mjesec		N;GEN;MASC;PL
aylar	mjesecima	ay	mjesec		N;DAT;MASC;PL
aylar	mjeseci	ay	mjesec		N;GEN;MASC;PL
aylar	mjesece	ay	mjesec		N;ACC;MASC;PL
aylar	mjeseca	ay	mjesec		N;GEN;MASC;SG
bildiri	proglašenje	bildiri	proglašenje		N;NOM;NEUT;SG
bildiri	deklaracija	bildiri	deklaracija		N;NOM;FEM;SG
mao	mao	mao	mao		PROPN;NOM;MASC;SG
lokomotiv	lokomotiv	lokomotiv	lokomotiv		N;NOM;MASC;SG
doi	doi	doi	doi		ADP
safevi	safavidsko	safev	safavidski		ADV
mülkiyet	nekretnine	mülkiyet	nekretnina	N;NOM;SG;3	N;NOM;FEM;PL
tramvay	kolica	tramvay	kolica	N;NOM;SG;3	N;NOM;NEUT;PL
tramvay	tramvaji	tramvay	tramvati	N;NOM;SG;3	N;NOM;MASC;PL
ithal	uvezen	ithal	uvesti		ADJ;NOM;MASC;SG;V.PTCP
ithal	uvoz	ithal	uvoz		N;NOM;MASC;SG
ithal	uvoz	ithal	uvoz		N;NOM;MASC;SG
monako	monaco	monako	monaco	PROPN;NOM;SG;3	N;NOM;MASC;SG
romanlar	roma	roman	rom	N;NOM;PL;3	N;GEN;MASC;SG
romanlar	romane	roman	roman	N;NOM;PL;3	N;ACC;MASC;PL
scooby	scooby	Scooby	scooby		PROPN;NOM;MASC;SG
tedarik	nabave	tedarik	nabava	N;NOM;SG;3	N;NOM;FEM;PL
tedarik	nabavu	tedarik	nabava	N;NOM;SG;3	N;ACC;FEM;SG
luna	luna	li	luna		N;NOM;FEM;SG
faiz	kamate	faiz	kamata		N;NOM;FEM;PL
faiz	kamata	faiz	kamata		N;NOM;FEM;SG
faiz	zanimanje	faiz	zanimanje		N;NOM;NEUT;SG
faiz	interes	faiz	interes		N;NOM;MASC;SG
sembolize	simbolizira	sembolize	simbolizirati		V;IND;SG;3;PRS;FIN
çalışanları	zaposleni	çalışan	zaposlen	N;ACC;PL;3	ADJ;NOM;DEF;MASC;PL
çalışanları	zaposlenima	çalışan	zaposlen	N;ACC;PL;3	ADJ;INS;DEF;MASC;PL
çalışanları	zaposlenici	çalışan	zaposlenik	N;ACC;PL;3	N;NOM;MASC;PL
namibya	namibiji	namibya	namibija	PROPN;NOM;SG;3	N;DAT;FEM;SG
liège	liège	liège	li.ga	PROPN;NOM;SG;3	N;NOM;MASC;SG
vie	vie	vie	vijeti		ADP
survivor	preživjela	survivor	preživjeti	N;NOM;SG;3	V;FEM;SG;PST;V.PTCP;ACT
survivor	preživjeli	survivor	preživjeti	N;NOM;SG;3	V;MASC;PL;PST;V.PTCP;ACT
mon	mon	mon	mon		ADP
döviz	valute	döviz	valuta	N;NOM;SG;3	N;NOM;FEM;PL
döviz	zamjenu	döviz	zamjena	N;NOM;SG;3	N;ACC;FEM;SG
şer	zlo	şer	zlo		N;NOM;NEUT;SG
şer	zla	şer	zlo		N;NOM;NEUT;SG
yakalanan	uhvaćen	yakala	uhvatiti	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
yakalanan	uhvaćena	yakala	uhvatiti	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
yakalanan	uhvaćeni	yakala	uhvatiti	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;PL;V.PTCP
yakalanan	uhvaćena	yakala	uhvatiti	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
yakalanan	uhvaćeni	yakala	uhvatiti	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;PL;V.PTCP
yakalanan	zarobljen	yakala	zarobiti	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
yakalanan	zarobljeni	yakala	zarobiti	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;PL;V.PTCP
edildiğinde	sart	et	sart	V;PFV;ESS;IND;POS;PST;V.PTCP;PASS	
çikolata	čokolade	çikolata	čokolad		N;NOM;FEM;PL
çikolata	čokolade	çikolata	čokolad		N;NOM;FEM;PL
çikolata	čokoladu	çikolata	čokolad		N;ACC;FEM;SG
çikolata	čokolada	çikolata	čokolad		N;NOM;FEM;SG
kenarları	rubovi	kenar	rub	ADJ;NOM;PL;3	N;NOM;MASC;PL
kenarları	rubove	kenar	rub	ADJ;NOM;PL;3	N;ACC;MASC;PL
kayıpları	gubitaka	kayıp	gubitak	N;ACC;PL;3	N;GEN;MASC;PL
kayıpları	gubici	kayıp	gubica	N;ACC;PL;3	N;NOM;MASC;PL
yap	make	yap	maka	V;PFV;IMP;SG;2;POS;PRS	ADP
yap	napravi	yap	napraviti	V;PFV;IMP;SG;2;POS;PRS	V;IND;SG;3;PRS;FIN
balta	sjekiru	balta	sjekira		N;ACC;FEM;SG
balta	sjekira	balta	sjekira		N;NOM;FEM;SG
balta	sjekire	balta	sjekir		N;NOM;FEM;PL
balta	sjekiru	balta	sjekira		N;ACC;FEM;SG
balta	sjekirom	balta	sjekira		N;INS;MASC;SG
balta	sjekira	balta	sjekira		N;NOM;FEM;SG
izi	ispis	izi	ispis		N;NOM;MASC;SG
izi	otisak	izi	otisak		N;NOM;MASC;SG
ortası	sredina	orta	sredini		N;NOM;FEM;SG
ortası	srednja	orta	srednji		ADJ;NOM;DEF;FEM;SG
ortası	srednji	orta	srednji		ADJ;NOM;DEF;MASC;SG
ortası	sredinom	orta	sredina		N;INS;FEM;SG
vakum	usisavanje	vakum	usisavanje		N;NOM;NEUT;SG
vakum	vakuum	vakum	vakuum		N;NOM;MASC;SG
mainz	mainz	mainz	mainz	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
minogue	minogue	minogue	minogua		N;NOM;MASC;SG
jeanne	joan	Teanne	joan		PROPN;NOM;FEM;SG
jeanne	jeanne	Teanne	jeanan		ADJ;NOM;DEF;FEM;SG
içeriğe	sadržaj	içerik	sadržaj	N;DAT;SG;3	N;NOM;MASC;SG
dürüst	iskreni	dürüst	iskren		ADJ;NOM;DEF;MASC;PL
giorgio	giorgio	giorgio	giorgiti	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
stan	stan	stan	stan		N;NOM;MASC;SG
stan	stana	stan	stan		N;GEN;MASC;SG
stan	sten	stan	sten		N;NOM;MASC;SG
nuh	noa	nuh	noa		N;NOM;MASC;SG
nuh	noah	nuh	noah		N;NOM;MASC;SG
vida	vijak	vida	vijak		N;NOM;MASC;SG
vida	vida	vida	vid		N;GEN;MASC;SG
vida	vijaka	vida	vijak		N;GEN;MASC;SG
montpellier	montpellier	montpelli	montpellier	PROPN;NOM;SG;3	N;NOM;MASC;SG
elliott	elliott	elliott	elliott		PROPN;NOM;MASC;SG
