til	for	til	for	ADV	
midlertidigt	átmeneti	midlertidigt	átmeneti	ADV	
ortodokse	ortodox	ortodokse	ortodox	ADJ;PL	N;NOM;SG
köln	kölni	köln	köl		
köln	köln	köln	köln		
cover	fedezze	cove	fedez	N;INDF;MASC+FEM;SG	V;DEF;IMP;SG;3;PRS;FIN;ACT
cover	címlap	cove	címlap	N;INDF;MASC+FEM;SG	CONJ
cover	fedezni	cove	fedez	N;INDF;MASC+FEM;SG	V;NFIN;ACT
portugisiske	portugália	portugisk	portugália	ADJ;PL	N;NOM;SG
portugisiske	portugál	portugisk	portugál	ADJ;PL	
vejledning	bemutató	vejledning	bemutató	N;INDF;MASC+FEM;SG	
vejledning	utasításokat	vejledning	utasítás	N;INDF;MASC+FEM;SG	N;ACC;PL
vejledning	utasítások	vejledning	utasítás	N;INDF;MASC+FEM;SG	N;NOM;PL
miller	molnár	mille	molnár	N;INDF;MASC+FEM;SG	
miller	miller	mille	miller	N;INDF;MASC+FEM;SG	
sofie	sofia	sofie	sofia		
sofie	sofie	sofie	sofie		
uss	uss	uss	uss		N;NOM;SG
carlo	carlo	carlo	carlo		
omgivelser	környezet	omgivelse	környezet	N;INDF;MASC+FEM;PL	N;NOM;SG
omgivelser	környék	omgivelse	környék	N;INDF;MASC+FEM;PL	N;NOM;SG
bidraget	járulék	bidrage	járulék	V;INDF;SG;PST;V.PTCP	N;NOM;SG
bidraget	hozzájárulás	bidrage	hozzájárulás	V;INDF;SG;PST;V.PTCP	N;NOM;SG
effektivt	hatékony	effektiv	hatékony	ADJ;INDF;NEUT;SG	
effektivt	hatékony	effektiv	hatékony	ADJ;INDF;NEUT;SG	
effektivt	hatásos	effektiv	hatásos	ADJ;INDF;NEUT;SG	
effektivt	effektív	effektiv	effektív	ADJ;INDF;NEUT;SG	
lyse	fényes	lyse	fényes	ADJ;PL	
organismer	élőlény	organisme	élőlény	N;INDF;MASC+FEM;PL	N;NOM;SG
organismer	organizmus	organisme	organizmus	N;INDF;MASC+FEM;PL	N;NOM;SG
organismer	organizmus	organisme	organizmus	N;INDF;MASC+FEM;PL	N;NOM;SG
luther	luther	luthe	luther	N;INDF;MASC+FEM;SG	
fortid	elmúlt	fortid	elmúlt	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
fortid	múltbeli	fortid	múltbeli	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
brudt	megtört	bryde	megtört	V;INDF;SG;PST;V.PTCP	
brudt	törött	bryde	törött	V;INDF;SG;PST;V.PTCP	
brudt	törve	bryde	törv	V;INDF;SG;PST;V.PTCP	
andres	andres	anden	andres	DET;GEN;PL	
begrænsede	limited	begrænse	limited	V;PL;PST;V.PTCP	
begrænsede	limitált	begrænse	limitál	V;PL;PST;V.PTCP	
begrænsede	korlátozott	begrænse	korlátozott	V;PL;PST;V.PTCP	
begrænsede	korlátolt	begrænse	korlátolt	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
bach	bach	bach	bach		
steven	steven	stev	steven	PROPN	
mobile	mobilos	mobil	mobilos		
mobile	mobile	mobil	mobile		
mobile	mobil	mobil	mobil		
three	három	thre	három		NUM;NOM;SG
four	négy	four	négy		NUM;NOM;SG
family	családi	family	családi		N;NOM;SG
family	családtag	family	családtag		N;NOM;SG
family	család	family	család		N;NOM;SG
fakta	tények	fakta	tény	N;INDF;NEUT;SG	N;NOM;PL
fakta	tény	fakta	tény	N;INDF;NEUT;SG	
fortalt	mondtam	fortælle	mond	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;1;PST;FIN;ACT
thailand	thaiföld	thailand	thaiföld		
thailand	thaiföldi	thailand	thaiföldi		
mister	miszter	miste	miszter	V;IND;PRS;FIN;ACT	
fødevarer	étel	fødevare	étel	N;INDF;MASC+FEM;PL	N;NOM;SG
fødevarer	élelem	fødevare	élel	N;INDF;MASC+FEM;PL	N;NOM;SG
fødevarer	táplálék	fødevare	táplálék	N;INDF;MASC+FEM;PL	N;NOM;SG
fødevarer	élelmiszer	fødevare	élelmiszer	N;INDF;MASC+FEM;PL	N;NOM;SG
channel	csatorna	channel	csator		N;NOM;SG
square	square	square	sóuar		
square	szögletes	square	szögletes		
square	négyzetes	square	négyzetes		ADJ;NOM;SG
square	tér	square	tér		N;NOM;SG
square	négyzet	square	négyzet		
elektroniske	elektronikusan	elektronisk	elektronikus	ADJ;PL	ADJ;FRML;SG
elektroniske	elektronikus	elektronisk	elektronikus	ADJ;PL	N;NOM;SG
grønlandske	grönlandi	grønlandsk	grönlandi	ADJ;PL	
grønlandske	grönland	grønlandsk	grönland	ADJ;PL	N;NOM;SG
sikret	garantáltan	sikre	garantált	V;INDF;SG;PST;V.PTCP	ADJ;FRML;SG
sikret	biztonságos	sikre	biztonságos	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
hallen	hall	hal	hall	N;DEF;MASC+FEM;SG	
senatet	szenátusi	senatet	szenátusi	N;DEF;NEUT;SG	ADJ;NOM;SG
piano	zongora	piano	zongor	N;INDF;MASC+FEM;SG	
firenze	florence	firenze	florence	PROPN	
firenze	firenze	firenze	firenz	PROPN	N;NOM;SG
evans	evans	evans	evans		
kanon	cannon	kanon	cannon	N;INDF;MASC+FEM;SG	
lucas	lucas	lucas	lucas		
egyptiske	egyiptomi	egyptisk	egyiptomi	ADJ;PL	
studios	studios	studio	studios		
metro	metro	metro	metro	N;INDF;MASC+FEM;SG	
hej	helló	hej	helló	N;INDF;MASC+FEM;SG	
hej	hello	hej	héll	N;INDF;MASC+FEM;SG	
forretninger	boltok	forretning	bolt	N;INDF;MASC+FEM;PL	
forretninger	boltok	forretning	bolt	N;INDF;MASC+FEM;PL	
forretninger	üzleti	forretning	üzlet	N;INDF;MASC+FEM;PL	N;NOM;SG
forretninger	üzlet	forretning	üzlet	N;INDF;MASC+FEM;PL	N;NOM;SG
demo	bemutató	demo	bemutató	N;INDF;MASC+FEM;SG	
demo	demó	demo	demó	N;INDF;MASC+FEM;SG	
portugisisk	portugália	portugisisk	portugália	ADJ;INDF;SG	N;NOM;SG
portugisisk	portugál	portugisisk	portugál	ADJ;INDF;SG	
modificeret	módosítva	modificeret	módosítva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
håber	remény	håbe	remény	V;IND;PRS;FIN;ACT	N;NOM;SG
håber	remélem	håbe	remél	V;IND;PRS;FIN;ACT	
flight	repülőút	flight	repülőú		N;NOM;SG
flight	repülés	flight	repülés		N;NOM;SG
flight	járat	flight	járat		N;NOM;SG
flight	repülési	flight	repülési		ADJ;NOM;SG
copa	copa	copa	copa		N;NOM;SG
konstantin	konsztantyin	konstantin	konsztantyin	N;INDF;MASC+FEM;SG	
søs	sis	søs	sis	N;INDF;MASC+FEM;SG	
søs	tengeren	søs	tenger	N;INDF;MASC+FEM;SG	
søs	tengeri	søs	tengeri	N;INDF;MASC+FEM;SG	
bomber	bombázó	bombe	bombázó	N;INDF;MASC+FEM;PL	N;NOM;SG
bomber	bomba	bombe	bomba	N;INDF;MASC+FEM;PL	
floderne	rivers	flod	rivers	N;DEF;MASC+FEM;PL	
paulus	paul	paulus	paul	N;DEF;MASC+FEM;SG	
paulus	pál	paulus	pál	N;DEF;MASC+FEM;SG	
globale	globális	global	globális	ADJ;PL	ADJ;NOM;SG
globale	global	global	global	ADJ;PL	
short	rövid	short	rövid		
short	alacsony	short	alacsony		ADJ;NOM;SG
short	röviden	short	röviden		
computere	számítógép	computere	számítógép	N;INDF;MASC+FEM;PL	N;NOM;SG
café	café	café	café	N;INDF;MASC+FEM;SG	
café	cafe	café	caf	N;INDF;MASC+FEM;SG	
café	café	café	café	N;INDF;MASC+FEM;SG	
soul	lélek	soul	lélek		N;NOM;SG
soul	soul	soul	soul		
soul	lelkem	soul	lelk		N;NOM;SG
soul	lelked	soul	lelked		
hotellet	szálloda	hotel	szálloda	N;DEF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
hotellet	hotel	hotel	hotel	N;DEF;NEUT;SG	
identificere	azonosítható	identificere	azonosítható	V;NFIN;ACT	ADJ;NOM;SG
fusion	egyesülések	fusion	egyesülés	N;INDF;MASC+FEM;SG	N;NOM;PL
bild	bild	bild	bild	N;INDF;NEUT;SG	
kent	kent	kent	ken		
graham	graham	graham	graham		
skød	lövés	skød	lövés	V;IND;PST;FIN;ACT	N;NOM;SG
flyver	repülés	flyve	repülés	V;IND;PRS;FIN;ACT	N;NOM;SG
flyver	repülj	flyve	repül	V;IND;PRS;FIN;ACT	V;DEF;IMP;SG;2;PRS;FIN;ACT
flyver	repülés	flyve	repülés	V;IND;PRS;FIN;ACT	N;NOM;SG
flyver	repülő	flyve	repülő	V;IND;PRS;FIN;ACT	
nations	nemzetek	nation	nemzet	N;INDF;MASC+FEM;SG	N;NOM;PL
china	porcelán	china	porcela		N;NOM;SG
china	kína	china	kína		PROPN;NOM;SG
china	china	china	china		
march	márciusi	march	márciusi	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
louisiana	louisiana	louisiana	louisiana	N;INDF;MASC+FEM;SG	
effektiv	hatékony	effektiv	hatékony	ADJ;INDF;MASC+FEM;SG	
effektiv	hatékony	effektiv	hatékony	ADJ;INDF;MASC+FEM;SG	
effektiv	hatásos	effektiv	hatásos	ADJ;INDF;MASC+FEM;SG	
effektiv	effektív	effektiv	effektív	ADJ;INDF;MASC+FEM;SG	
bird	madár	bird	madár		N;NOM;SG
indirekte	közvetett	indirekte	közvetett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
indirekte	közvetve	indirekte	közvetve	ADJ	ADV;V.CVB
indirekte	közvetve	indirekte	közvetve	ADJ	ADV;V.CVB
michigan	michigan	michigan	michigan	N;INDF;MASC+FEM;SG	
jeppe	jeppe	jeppe	jeppe	PROPN	
mail	mail	mail	mail	N;INDF;MASC+FEM;SG	
mail	levelek	mail	levél	N;INDF;MASC+FEM;SG	N;NOM;PL
mail	posta	mail	posta	N;INDF;MASC+FEM;SG	
mountain	hegyen	mountain	hegy		N;ON+ESS;SG
mountain	hegyi	mountain	hegyi		
mountain	hegy	mountain	hegy		N;NOM;SG
mountain	hegyek	mountain	hegy		N;NOM;PL
michel	michel	michel	michel		
magi	magic	magi	magic	N;INDF;MASC+FEM;SG	
biologiske	biológiai	biologisk	biológiai	ADJ;PL	N;NOM;SG
tabel	asztali	tabel	asztali	N;INDF;MASC+FEM;SG	
kulturer	termés	kultur	termés	N;INDF;MASC+FEM;PL	N;NOM;SG
tænker	gondolkodás	tænke	gondolkodás	V;IND;PRS;FIN;ACT	N;NOM;SG
tænker	gondolkodó	tænke	gondolkodó	V;IND;PRS;FIN;ACT	
dækkede	fedett	dække	fedett	V;PST;V.PTCP	
had	utálom	had	utálom	N;INDF;NEUT;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
marc	marc	marc	marc		
adel	adel	adel	adel	N;INDF;MASC+FEM;SG	
adel	nemesek	adel	nemes	N;INDF;MASC+FEM;SG	N;NOM;PL
uddøde	kihaltak	uddøde	ki+hal	ADJ;PL	V;INDF;IND;PL;3;PST;FIN;ACT
uddøde	kihalt	uddøde	ki+hal	ADJ;PL	V;INDF;IND;SG;3;PST;FIN;ACT
fair	vásár	fair	vásár	ADJ	N;NOM;SG
fair	korrekt	fair	korrekt	ADJ	
fair	fair	fair	fair	ADJ	
fair	igazságos	fair	igazságos	ADJ	
positivt	pozitívak	positiv	pozitív	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
sudan	szudáni	sudan	szudáni	PROPN	ADJ;NOM;SG
sudan	szudán	sudan	szuda	PROPN	N;NOM;SG
bakker	dombok	bakke	domb	V;IND;PRS;FIN;ACT	N;NOM;PL
bakker	hills	bakke	hills	V;IND;PRS;FIN;ACT	
augusta	augusta	augusta	augusta	N;INDF;MASC+FEM;SG	
organ	orgona	organ	orgona	N;INDF;NEUT;SG	
organ	szerv	organ	szerv	N;INDF;NEUT;SG	
uruguay	uruguay	uruguay	uruguay	PROPN	PROPN;NOM;SG
rap	rap	rap	rap	N;INDF;NEUT;SG	
play	játék	play	játék		N;NOM;SG
play	játszani	play	játszik		V;NFIN;ACT
play	play	play	play		
play	játssz	play	játssz		
varm	forró	varm	forró	ADJ;INDF;MASC+FEM;SG	
varm	hot	varm	hot	ADJ;INDF;MASC+FEM;SG	
varm	meleg	varm	meleg	ADJ;INDF;MASC+FEM;SG	
varm	dögös	varm	dögös	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
varm	meleg	varm	meleg	ADJ;INDF;MASC+FEM;SG	
varm	melegen	varm	meleg	ADJ;INDF;MASC+FEM;SG	
englands	anglia	englands	anglia	N;GEN;INDF;MASC+FEM;SG	N;NOM;SG
englands	england	englands	england	N;GEN;INDF;MASC+FEM;SG	
englands	angliai	englands	angliai	N;GEN;INDF;MASC+FEM;SG	ADJ;NOM;SG
dyrkes	felnőtt	dyrke	felnőtt	V;IND;PRS;FIN;PASS	
atlas	atlas	atlas	atlas	N;INDF;NEUT;SG	
summer	summer	summe	summer	N;INDF;MASC+FEM;PL	
summer	nyári	summe	nyári	N;INDF;MASC+FEM;PL	
summer	nyáron	summe	nyár	N;INDF;MASC+FEM;PL	N;ON+ESS;SG
summer	nyár	summe	nyár	N;INDF;MASC+FEM;PL	
julia	julia	julia	julia		
julia	júlia	julia	júlia		N;NOM;SG
stalin	sztálin	stalin	sztálin	N;INDF;MASC+FEM;SG	
kjeld	kjeld	kjeld	kjeld	PROPN	
laveste	legalacsonyabb	lav	legalsony	ADJ;DEF;RL	ADV
office	hivatal	office	hivatal		N;NOM;SG
office	iroda	office	iroda		N;NOM;SG
dronningen	queen	dronning	ő	N;DEF;MASC+FEM;SG	
dronningen	dáma	dronning	dáma	N;DEF;MASC+FEM;SG	
planlagte	ütemezett	planlægge	ütemezett	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
planlagte	tervezett	planlægge	tervezett	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
planlagte	megtervezett	planlægge	megtervezett	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
arvede	örökölt	arvet	örököl	V;IND;PST;FIN;ACT	
marshall	marshall	marshall	marshall		
take	vedd	take	vedd	N;INDF;NEUT;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
wayne	wayne	wayne	wayne		
afsat	fenntartva	afsætte	fenntartva	V;INDF;SG;PST;V.PTCP	N;NOM;SG
afsat	foglalt	afsætte	foglal	V;INDF;SG;PST;V.PTCP	
clark	clark	clark	clark		PROPN;NOM;SG
carlsberg	carlsberg	carlsberg	carlsberg		N;NOM;SG
tilpasset	egyedi	tilpasse	egyedi	V;INDF;SG;PST;V.PTCP	
tilpasset	egyéni	tilpasse	egyéni	V;INDF;SG;PST;V.PTCP	
beslægtet	összefüggő	beslægte	összefüggő	V;INDF;SG;PST;V.PTCP	
beslægtet	kapcsolódó	beslægte	kapcsolódó	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
beslægtet	rokonok	beslægte	rokon	V;INDF;SG;PST;V.PTCP	N;NOM;PL
beslægtet	rokon	beslægte	rokon	V;INDF;SG;PST;V.PTCP	
beslægtet	kapcsolatban	beslægte	kapcsolat	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
militæret	katonai	militær	katonai	N;DEF;NEUT;SG	ADJ;NOM;SG
forbud	tilalom	forbud	tilalom	N;INDF;NEUT;SG	
forbud	tilalmak	forbud	tilalom	N;INDF;NEUT;SG	N;NOM;PL
forbud	tilalmak	forbud	tilalom	N;INDF;NEUT;SG	N;NOM;PL
forbud	tilalom	forbud	tilalom	N;INDF;NEUT;SG	
hæk	hedges	hæk	hedges	N;INDF;MASC+FEM;SG	
hæk	fedezeti	hæk	fedezeti	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
tættere	szorosabb	tættere	szoros	ADV;CMPR	ADJ;NOM;CMPR;SG
relateret	összefüggő	relatere	összefüggő	V;INDF;SG;PST;V.PTCP	
relateret	kapcsolódó	relatere	kapcsolódó	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
relateret	rokonok	relatere	rokon	V;INDF;SG;PST;V.PTCP	N;NOM;PL
relateret	rokon	relatere	rokon	V;INDF;SG;PST;V.PTCP	
relateret	kapcsolatban	relatere	kapcsolat	V;INDF;SG;PST;V.PTCP	N;IN+ESS;SG
konsekvens	összhang	konsekvens	összhang	N;INDF;MASC+FEM;SG	
folkeafstemning	népszavazások	folkeafstemning	népszavazás	N;INDF;MASC+FEM;SG	N;NOM;PL
forest	erdei	forest	erdei		
forest	erdő	forest	erdő		
forest	erdők	forest	erdő		N;NOM;PL
ulige	egyenlőtlen	ulig	egyenlőtlen	ADJ;PL	
ulige	egyenetlen	ulig	egyenetlen	ADJ;PL	
ulige	egyenlőtlen	ulig	egyenlőtlen	ADJ;PL	
ulige	páratlan	ulig	páratlan	ADJ;PL	
ulige	furcsa	ulig	furcsa	ADJ;PL	
vild	savage	vild	savag	ADJ;INDF;MASC+FEM;SG	
vild	vadember	vild	vadember	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
vild	szeretettel	vild	szeretet	ADJ;INDF;MASC+FEM;SG	N;INS;SG
vild	love	vild	love	ADJ;INDF;MASC+FEM;SG	
vild	szeretet	vild	szeretet	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
vild	szerelem	vild	szerelem	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
vild	wild	vild	wild	ADJ;INDF;MASC+FEM;SG	
vild	vadon	vild	vad	ADJ;INDF;MASC+FEM;SG	
vild	vadak	vild	vad	ADJ;INDF;MASC+FEM;SG	N;NOM;PL
vild	vad	vild	vad	ADJ;INDF;MASC+FEM;SG	
beskæftiget	megszállt	beskæftige	megszállt	V;INDF;SG;PST;V.PTCP	
beskæftiget	foglalt	beskæftige	foglal	V;INDF;SG;PST;V.PTCP	
beskæftiget	elfoglalt	beskæftige	elfoglalt	V;INDF;SG;PST;V.PTCP	
vestlig	nyugati	vestlig	nyugati	ADJ;INDF;MASC+FEM;SG	
vestlig	nyugat	vestlig	nyugat	ADJ;INDF;MASC+FEM;SG	
vestlig	western	vestlig	western	ADJ;INDF;MASC+FEM;SG	
syg	beteg	syg	beteg	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
syg	beteg	syg	beteg	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
syg	betegek	syg	beteg	ADJ;INDF;MASC+FEM;SG	N;NOM;PL
einar	einar	einar	einar		PROPN;NOM;SG
udstillingen	bemutató	udstilling	bemutató	N;DEF;MASC+FEM;SG	
norman	norman	norman	norman		
samler	gyűjtő	samle	gyűjtő	V;IND;PRS;FIN;ACT	
germanske	germán	germansk	germán	ADJ;PL	N;NOM;SG
synge	ének	synge	én	V;NFIN;ACT	N;NOM;SG
synge	éneklés	synge	éneklés	V;NFIN;ACT	N;NOM;SG
banden	banda	band	banda	N;DEF;MASC+FEM;SG	
indiana	indiana	indiana	indiana		
beskæftigede	foglalkoztatott	beskæftige	foglalkozik	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
beskæftigede	alkalmazott	beskæftige	alkalmazott	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
beskæftigede	alkalmazottak	beskæftige	alkalmazott	V;PL;PST;V.PTCP	N;NOM;PL
beskæftigede	munkavállalók	beskæftige	munkavállaló	V;PL;PST;V.PTCP	N;NOM;PL
beskæftigede	munkatársak	beskæftige	munkatárs	V;PL;PST;V.PTCP	N;NOM;PL
henriette	henriette	henriette	henriet	N;INDF;MASC+FEM;SG	
beløb	összegek	beløb	összeg	N;INDF;NEUT;SG	N;NOM;PL
wood	fa	wood	fa		
wood	wood	wood	wood		
wood	erdő	wood	erdő		
wood	fát	wood	fát		N;ACC;SG
optog	parádé	optog	parádé	V;IND;PST;FIN;ACT	N;NOM;SG
optog	felvonulás	optog	felvonulás	V;IND;PST;FIN;ACT	N;NOM;SG
optog	felvonulás	optog	felvonulás	V;IND;PST;FIN;ACT	N;NOM;SG
smalle	szűk	smalle	szűk	ADJ;PL	ADJ;NOM;SG
smalle	keskeny	smalle	keskeny	ADJ;PL	
strategisk	stratégiai	strategisk	stratégiai	ADV	ADJ;NOM;SG
hviderusland	belarusz	hviderusland	belarusz	N;INDF;NEUT;SG	
løfte	fogadalom	løfte	fogadalom	V;NFIN;ACT	N;NOM;SG
løfte	eskü	løfte	eskü	V;NFIN;ACT	N;NOM;SG
løfte	emelés	løfte	emelés	V;NFIN;ACT	N;NOM;SG
løfte	fogadalom	løfte	fogadalom	V;NFIN;ACT	N;NOM;SG
løfte	jelölt	løfte	jelöl	V;NFIN;ACT	
løfte	emelő	løfte	emelő	V;NFIN;ACT	
løfte	emelés	løfte	emelés	V;NFIN;ACT	N;NOM;SG
omkringliggende	körülvevő	omkringliggende	körülvevő	ADJ	ADV;V.CVB
omkringliggende	környező	omkringliggende	környező	ADJ	
hard	nehéz	hard	nehéz		
hard	kemény	hard	kemény		
besøgt	meglátogatta	besøge	meg+lát	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
kriterier	kritérium	kriteri	kritérium	N;INDF;MASC+FEM;PL	N;NOM;SG
tilføjelse	hozzáadás	tilføjelse	hozzáadás	N;INDF;NEUT;SG	
læses	olvasott	læse	olvasot	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
girls	csajok	girls	csajok		N;NOM;PL
girls	lányok	girls	lány		N;NOM;PL
gary	gary	gary	gary		
frederick	frederick	frederick	frederick	N;INDF;MASC+FEM;SG	
domineret	uralta	dominere	ural	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
boeing	boeing	boeing	boeing		N;NOM;SG
medierne	media	medie	media	N;DEF;NEUT;PL	
medierne	média	medie	média	N;DEF;NEUT;PL	N;NOM;SG
roy	roy	roy	roy		PROPN;NOM;SG
oversættelser	fordítás	oversættelse	fordítás	N;INDF;MASC+FEM;PL	N;NOM;SG
studio	studio	studio	studio		
studio	stúdió	studio	stúdió		N;NOM;SG
mathias	mathias	mathias	mathias		
mathias	mátyás	mathias	mátyás		
morgan	morgan	morgan	morgan	N;INDF;MASC+FEM;SG	
opel	opel	opel	opel		N;NOM;SG
atlanta	atlanta	atlanta	atlan		
atlanta	atlantában	atlanta	atlanta		N;IN+ESS;SG
atlanta	atlantai	atlanta	atlant		N;NOM;SG
handle	aktus	handle	aktus	V;NFIN;ACT	N;NOM;SG
handle	felvonás	handle	felvonás	V;NFIN;ACT	N;NOM;SG
sony	sony	sony	sony	N;INDF;NEUT;SG	
islamiske	iszlám	islamisk	iszlám	ADJ;PL	
islamiske	iszlamista	islamisk	iszlamista	ADJ;PL	N;NOM;SG
acceptere	elfogadom	acceptere	elfogadom	V;NFIN;ACT	
forandringer	változás	forandring	változás	N;INDF;MASC+FEM;PL	N;NOM;SG
forandringer	változtatás	forandring	változtatás	N;INDF;MASC+FEM;PL	N;NOM;SG
identisk	egyforma	identisk	egyforma	V;INDF;SG;PST;V.PTCP	
identisk	megegyező	identisk	megegyező	V;INDF;SG;PST;V.PTCP	
identisk	azonos	identisk	azonos	V;INDF;SG;PST;V.PTCP	
pet	pet	pet	pet		
pet	háziállat	pet	háziállat		N;NOM;SG
pet	kisállat	pet	kisállat		
usd	usd	usd	usd		N;NOM;SG
ajax	ajax	ajax	ajax	PROPN	
miles	miles	mile	miles	N;GEN;INDF;MASC+FEM;SG	
miles	mérföld	mile	mérföld	N;GEN;INDF;MASC+FEM;SG	N;NOM;SG
bombefly	bombázók	bombefly	bombázó	N;INDF;NEUT;SG	N;NOM;PL
bombefly	bombázók	bombefly	bombázó	N;INDF;NEUT;SG	N;NOM;PL
træet	fán	træ	fán	N;DEF;NEUT;SG	
træet	fa	træ	fa	N;DEF;NEUT;SG	
træet	fák	træ	fák	N;DEF;NEUT;SG	
foto	fényképek	foto	fénykép	N;INDF;NEUT;SG	N;NOM;PL
knob	csomó	knob	csomó	N;INDF;MASC+FEM;SG	
knob	csomó	knob	csomó	N;INDF;MASC+FEM;SG	
lokaler	telephelyén	lokale	telephely	N;INDF;NEUT;PL	N;ON+ESS;SG
lokaler	szoba	lokale	szoba	N;INDF;NEUT;PL	N;NOM;SG
cykler	kerékpár	cykle	kerékpár	N;INDF;MASC+FEM;PL	N;NOM;SG
cykler	bicikli	cykle	bicikli	N;INDF;MASC+FEM;PL	N;NOM;SG
cykler	kerékpár	cykle	kerékpár	N;INDF;MASC+FEM;PL	N;NOM;SG
cykler	ciklus	cykle	ciklus	N;INDF;MASC+FEM;PL	N;NOM;SG
bugten	bay	bugt	bay	N;DEF;MASC+FEM;SG	
vanskeligheder	nehézséget	vanskelighed	nehézség	N;INDF;MASC+FEM;PL	N;ACC;SG
vanskeligheder	nehézség	vanskelighed	nehézség	N;INDF;MASC+FEM;PL	N;NOM;SG
vanskeligheder	nehézség	vanskelighed	nehézség	N;INDF;MASC+FEM;PL	N;NOM;SG
fredrik	fredrik	fredrik	fredrik		
hong	hong	hong	hong	N;INDF;MASC+FEM;SG	
male	festés	male	festés	V;NFIN;ACT	N;NOM;SG
male	festék	male	festék	V;NFIN;ACT	N;NOM;SG
male	festés	male	festés	V;NFIN;ACT	N;NOM;SG
male	festmény	male	festmény	V;NFIN;ACT	N;NOM;SG
matthew	matthew	matthew	matthew		
matthew	máté	matthew	máté		
sal	hall	sal	hall	N;INDF;MASC+FEM;SG	
sal	sal	sal	sal	N;INDF;MASC+FEM;SG	
alpha	alpha	alpha	alpha		
alpha	alfa	alpha	alfa		
holst	holst	holst	holst		
videregående	felsőfokú	videregående	felsőfokú	ADJ	N;NOM;SG
videregående	harmadfokú	videregående	harmadfokú	ADJ	
afbrudt	megszakította	afbryde	meg+szakít	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
afbrudt	kikapcsolták	afbryde	ki+kapcsol	V;INDF;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
autonome	autonóm	autonome	autonó	ADJ;PL	
autonome	önálló	autonome	önálló	ADJ;PL	
konkret	beton	konkret	beton	ADJ;INDF;SG	N;NOM;SG
konkret	konkrét	konkret	konkrét	ADJ;INDF;SG	
sund	egészségesek	sund	egészséges	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
marokko	marokkóban	marokko	marokkó		PROPN;IN+ESS;SG
marokko	marokkó	marokko	marokkó		
utallige	számtalan	utallig	számtalan	ADJ;PL	
utallige	számtalan	utallig	számtalan	ADJ;PL	
gran	spruce	gran	spruce		
gran	gran	gran	gran		
gradvist	fokozatosan	gradvist	fokozatos	ADV	ADJ;FRML;SG
gradvist	fokozatos	gradvist	fokozatos	ADV	ADJ;NOM;SG
gradvist	fokozatosan	gradvist	fokozatos	ADV	ADJ;FRML;SG
sideløbende	párhuzamos	sideløbende	párhuzamos	ADJ	
handelen	kereskedelmi	handel	kereskedelmi	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
hospitalet	kórházi	hospital	kórházi	N;DEF;NEUT;SG	
diego	diego	diego	diego		
søgt	átkutatták	søge	átkutat	V;INDF;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
færdige	elkészült	færdig	elkészült	ADJ;PL	V;INDF;IND;SG;3;PST;FIN;ACT
færdige	befejezett	færdig	befejezett	ADJ;PL	V;INDF;IND;SG;3;PST;FIN;ACT
færdige	kész	færdig	kész	ADJ;PL	
universal	univerzális	universal	univerzális		
universal	egyetemes	universal	egyetemes		
albanien	albánia	albanie	albánia	PROPN	V;SG;3;NFIN;ACT
