और	oraz	और	oraz		CONJ
गोपनीयता	tajemnicy	गोपनीयता	tajemnica	N;NOM;FEM;SG;3	N;GEN;FEM;SG
गोपनीयता	wydzielają	गोपनीयता	wydzielać	N;NOM;FEM;SG;3	V;IPFV;IND;PL;3;PRS;FIN;ACT
गोपनीयता	prywatności	गोपनीयता	prywatność	N;NOM;FEM;SG;3	N;GEN;FEM;SG
वार्ड	ward	वार्ड	warda	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
क्लार्क	clarke	क्लार्क	clarka	PROPN;NOM;MASC;SG;3	
क्लार्क	clarka	क्लार्क	clarka	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
क्लार्क	clark	क्लार्क	clark	PROPN;NOM;MASC;SG;3	
मास्को	moskwy	मास्को	moskwy	PROPN;NOM;MASC;SG;3	PROPN;GEN;FEM;SG
मास्को	moskwie	मास्को	moskwa	PROPN;NOM;MASC;SG;3	PROPN;DAT;FEM;SG
मास्को	moskwa	मास्को	moskwa	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
रकम	kwoty	रकम	kwota	N;NOM;FEM;SG;3	N;ACC;FEM;PL
रकम	sumy	रकम	suma	N;NOM;FEM;SG;3	
रकम	kwot	रकम	kwot	N;NOM;FEM;SG;3	
आपत्ति	zastrzeżenia	आपत्ति	zastrzeżenie	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
आपत्ति	protestujący	आपत्ति	protestować	N;NOM;FEM;SG;3	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
विपक्ष	opozycji	विपक्ष	opozycja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
डब	dub	डब	dub	N;NOM;MASC;SG;3	
मतदाता	wyborców	मतदाता	wyborca	N;NOM;MASC;PL;3	N;ACC;MASC;PL
सूखी	suchy	सूख	suchy	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;MASC;SG
सूखी	pralnia	सूख	pralniać	V;PFV;FEM;SG;V.PTCP;ACT	V;IPFV;IMP;SG;2;FIN;ACT
सूखी	sucha	सूख	suchy	V;PFV;FEM;SG;V.PTCP;ACT	
सूखी	suche	सूख	suchy	V;PFV;FEM;SG;V.PTCP;ACT	
सूखी	sucho	सूख	sucho	V;PFV;FEM;SG;V.PTCP;ACT	
सूखी	suszone	सूख	susić	V;PFV;FEM;SG;V.PTCP;ACT	
बॉट	boty	बॉट	bot	N;NOM;MASC;SG;3	N;NOM;MASC;PL
चेहरा	face	चेहरा	faka	N;NOM;MASC;SG;3	
भूकम्प	trzęsienie	भूकम्प	trzęsień	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
प्रधानता	priorytetowe	प्रधानता	priorytetowy	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
पिशाच	wampirów	पिशाच	wampir		N;ACC;MASC;PL
पिशाच	wampiry	पिशाच	wampira		N;NOM;MASC;PL
पिशाच	wampirem	पिशाच	wampir		N;INS;MASC;SG
पिशाच	wampir	पिशाच	wampir		N;NOM;MASC;SG
पूर्वजों	przodkowie	पूर्वज	przodek	N;ACC;MASC;PL;3	N;NOM;MASC;PL
भाषाई	językowej	भाषाई	językowy	N;NOM;MASC;SG;3	ADJ;GEN;FEM;SG
धोखा	oszukuje	धोखा	oszukiwać	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
धोखा	oszukiwać	धोखा	oszukiwać	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;NFIN;ACT
धोखा	oszust	धोखा	oszust	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
धोखा	oszukuje	धोखा	oszukiwać	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
धोखा	oszukiwanie	धोखा	oszukiwać	V;PFV;MASC;SG;V.PTCP;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
धोखा	oszukany	धोखा	oszukany	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
दाता	dawca	दाता	dawca		N;NOM;MASC;SG
दाता	dawca	दाता	dawca		N;NOM;MASC;SG
किंग्स	kings	किंग	kings	PROPN;NOM;MASC;SG;3	
किंग्स	królowie	किंग	król	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
किंग्स	królów	किंग	król	PROPN;NOM;MASC;SG;3	N;ACC;MASC;PL
मुख्यधारा	nurtu	मुख्यधारा	nurt	N;NOM;FEM;SG;3	N;GEN;MASC;SG
हटाना	usunięcie	हटा	usunąć	V;MASC;NFIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
हटाना	usuwanie	हटा	usuwać	V;MASC;NFIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
हटाना	usunięcie	हटा	usunąć	V;MASC;NFIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
हटाना	usuwanie	हटा	usuwać	V;MASC;NFIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
हटाना	usunięcie	हटा	usunąć	V;MASC;NFIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
हटाना	usuwanie	हटा	usuwać	V;MASC;NFIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
अर्जेंटीना	argentyna	अर्जेंटीना	argentyna	N;NOM;MASC;SG;3	
परिप्रेक्ष्य	perspektywę	परिप्रेक्ष्य	perspektywa	N;NOM;MASC;SG;3	N;ACC;FEM;SG
परिप्रेक्ष्य	perspektywy	परिप्रेक्ष्य	perspektywa	N;NOM;MASC;SG;3	N;ACC;FEM;PL
इंसान	ludzkie	इंसान	ludzki	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
इंसान	ludzka	इंसान	ludzki	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
इंसान	ludzki	इंसान	ludzki	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
इंसान	human	इंसान	human	N;NOM;MASC;SG;3	
इंसान	człowieka	इंसान	człowiek	N;NOM;MASC;SG;3	N;ACC;MASC;SG
सूडान	sudan	सूडान	sudan	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
सूडान	sudanie	सूडान	sudać	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
सूडान	sudanu	सूडान	sudan	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
अलगाव	izolacji	अलगाव	izolacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
स्पर्धा	konkurencyjnych	स्पर्धा	konkurcyjnyjny	N;NOM;FEM;SG;3	ADJ;GEN;MASC;PL
स्पर्धा	konkurencyjne	स्पर्धा	konkurencyjny	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
उपवास	postu	उपवास	post	N;NOM;MASC;SG;3	N;GEN;MASC;SG
अप्रत्यक्ष	pośrednie	अप्रत्यक्ष	pośrednie	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अप्रत्यक्ष	pośrednia	अप्रत्यक्ष	pośredniać	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अप्रत्यक्ष	pośrednio	अप्रत्यक्ष	pośrednio	PROPN;NOM;MASC;SG;3	ADV
अप्रत्यक्ष	pośredni	अप्रत्यक्ष	pośredni	PROPN;NOM;MASC;SG;3	
अप्रत्यक्ष	pośrednich	अप्रत्यक्ष	pośredni	PROPN;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
अप्रत्यक्ष	skośnym	अप्रत्यक्ष	skośny	PROPN;NOM;MASC;SG;3	ADJ;INS;MASC;SG
मंत्रियों	ministrowie	मंत्री	minister	N;ACC;MASC;PL;3	N;NOM;MASC;PL
एयरलाइन्स	airbus	एयरलाइन	airbus	N;NOM;FEM;PL;3	
दंत	dentystyczne	दंत	dentystyczny		ADJ;NOM;NEUT;SG
सुनवाई	słuchu	सुनवाई	słuch	N;NOM;FEM;SG;3	N;GEN;MASC;SG
विजेताओं	wygrane	विजेता	wygrany	N;ACC;MASC;PL;3	ADJ;NOM;NEUT;SG
विजेताओं	zwycięzcy	विजेता	zwycięzca	N;ACC;MASC;PL;3	N;NOM;MASC;SG
विजेताओं	zwycięzcami	विजेता	zwycięzca	N;ACC;MASC;PL;3	N;INS;MASC;PL
देसाई	desai	देसाई	desa	PROPN;NOM;MASC;SG;3	
बुधवार	śr	बुधवार	bro	PROPN;NOM;MASC;SG;3	
बुधवार	środy	बुधवार	środa	PROPN;NOM;MASC;SG;3	
बुधवार	środę	बुधवार	środa	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
बुधवार	środa	बुधवार	środa	PROPN;NOM;MASC;SG;3	
बुधवार	środy	बुधवार	środa	PROPN;NOM;MASC;SG;3	
पीस	szlifowania	पीस	szlifować		N;IPFV;GEN;NEUT;SG;POS;V.MSDR
पीस	kawałek	पीस	kawałek		N;ACC;MASC;SG
पीस	kawałku	पीस	kawałek		N;GEN;MASC;SG
प्रतियां	kompilacji	प्रति	kompilacja	N;NOM;FEM;PL;3	N;GEN;FEM;SG
प्रतियां	kopie	प्रति	kopać	N;NOM;FEM;PL;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
कार्यकर्ताओं	pracownicy	कार्यकर्ता	pracownik	N;ACC;MASC;PL;3	N;NOM;MASC;PL
कार्यकर्ताओं	robotnicy	कार्यकर्ता	robotnik	N;ACC;MASC;PL;3	N;NOM;MASC;PL
कार्यकर्ताओं	działaczy	कार्यकर्ता	działaczyć	N;ACC;MASC;PL;3	N;GEN;MASC;PL
सीमाएँ	przedziały	सीमा	przedział	N;NOM;FEM;PL;3	V;PFV;MASC;IND;PL;PST;FIN;ACT
सीमाएँ	granic	सीमा	granica	N;NOM;FEM;PL;3	N;GEN;FEM;PL
सीमाएँ	ograniczenia	सीमा	ograniczenie	N;NOM;FEM;PL;3	N;NOM;NEUT;SG
समाजों	społeczeństw	समाज	społeczeństwo	N;ACC;MASC;PL;3	N;GEN;NEUT;PL
समाजों	społeczeństwa	समाज	społeczeństwo	N;ACC;MASC;PL;3	N;GEN;NEUT;SG
इथियोपिया	etiopii	इथियोपिया	etiopia	PROPN;NOM;MASC;SG;3	
मालिकों	organizatorzy	मालिक	organizator	N;ACC;MASC;PL;3	N;NOM;MASC;PL
मालिकों	właściciele	मालिक	właściciel	N;ACC;MASC;PL;3	N;NOM;MASC;PL
मालिकों	właścicielami	मालिक	właściciel	N;ACC;MASC;PL;3	N;INS;MASC;PL
स्थानिक	przestrzennych	स्थानिक	przestrzenny	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
स्थानिक	przestrzenne	स्थानिक	przestrzenny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अधिकांशतः	przeważnie	अधिकांशतः	przeważnie	ADV	
अधिकांशतः	głównie	अधिकांशतः	głównie	ADV	PART
हीरा	diament	हीरा	diament	PROPN;NOM;MASC;SG;3	
हीरा	diamond	हीरा	diamond	PROPN;NOM;MASC;SG;3	
हीरा	diamenty	हीरा	diament	PROPN;NOM;MASC;SG;3	N;ACC;MASC;PL
किनारों	krawędzie	किनारा	krawądź	N;ACC;MASC;PL;3	N;NOM;MASC;PL
किनारों	brzegi	किनारा	brzeg	N;ACC;MASC;PL;3	N;NOM;MASC;PL
किनारों	krawędzi	किनारा	krawądzić	N;ACC;MASC;PL;3	N;GEN;MASC;SG
डॉट	kropka	डॉट	kropka		N;NOM;FEM;SG
संध्या	ewa	संध्या	ewa	N;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
संध्या	ewo	संध्या	ewo	N;NOM;FEM;SG;3	
संध्या	eve	संध्या	eve	N;NOM;FEM;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
संध्या	ewy	संध्या	ewy	N;NOM;FEM;SG;3	
संध्या	wieczorem	संध्या	wieczór	N;NOM;FEM;SG;3	N;INS;MASC;SG
संध्या	wieczorny	संध्या	wieczorny	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
संध्या	zmierzchu	संध्या	zmierzch	N;NOM;FEM;SG;3	N;GEN;MASC;SG
संध्या	zmierzch	संध्या	zmierzch	N;NOM;FEM;SG;3	
बेकार	bezwartościowe	बेकार	bezwartościowy		ADJ;NOM;NEUT;SG
बेकार	bezużyteczny	बेकार	bezużyteczny		ADJ;NOM;MASC;SG
बेकार	bezużyteczne	बेकार	bezużyteczny		ADJ;NOM;NEUT;SG
मिशेल	michelle	मिशेल	michelle	PROPN;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
मिशेल	michele	मिशेल	michel	PROPN;NOM;FEM;SG;3	PROPN;NOM;MASC;SG
मिशेल	mitchell	मिशेल	mitchell	PROPN;NOM;FEM;SG;3	PROPN;NOM;MASC;SG
अनिश्चित	niepewny	अनिश्चित	niepewny	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
अनिश्चित	niepewna	अनिश्चित	niepewna	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
अनिश्चित	niepewne	अनिश्चित	niepewny	PROPN;NOM;SG;3	ADJ;NOM;NEUT;SG
अनिश्चित	niepewny	अनिश्चित	niepewny	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
मोटा	gruby	मोटा	gruby	ADJ;NOM;MASC;SG	
मोटा	grubo	मोटा	grubo	ADJ;NOM;MASC;SG	
मोटा	gruba	मोटा	gruba	ADJ;NOM;MASC;SG	
मोटा	grube	मोटा	gruby	ADJ;NOM;MASC;SG	
मोटा	gruba	मोटा	gruba	ADJ;NOM;MASC;SG	
मोटा	tłuszczu	मोटा	tłuszcz	ADJ;NOM;MASC;SG	N;GEN;MASC;SG
मोटा	grubo	मोटा	grubo	ADJ;NOM;MASC;SG	
मोटा	fat	मोटा	fato	ADJ;NOM;MASC;SG	
मोटा	tłuszcz	मोटा	tłuszcz	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
मोटा	gruby	मोटा	gruby	ADJ;NOM;MASC;SG	
अंकन	oznakowanie	अंकन	oznakowanie		N;NOM;NEUT;SG
अंकन	oznaczenie	अंकन	oznaczenie		N;NOM;NEUT;SG
अंकन	oznaczanie	अंकन	oznaczać		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
अंकन	znakowanie	अंकन	znakowanie		N;PFV;NOM;NEUT;SG;POS;V.MSDR
वरदान	błogosławieństwa	वरदान	błogosławieństwo	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
वरदान	boon	वरदान	boon	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
सलमान	salman	सलमान	salman	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
दुख	nędzy	दुख	nędzyć	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
आर्यों	aryan	आर्य	aryan	N;ACC;MASC;PL;3	
फ्रेडरिक	friedrich	फ्रेडरिक	friedrica	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
फ्रेडरिक	fryderyk	फ्रेडरिक	fryderyk	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
फ्रेडरिक	frederick	फ्रेडरिक	frederick	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
फ्रेडरिक	fryderyk	फ्रेडरिक	fryderyk	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
मानद	honorowym	मानद	honorowy	PROPN;NOM;MASC;SG;3	ADJ;INS;MASC;SG
मानद	honorowe	मानद	honorowy	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मानद	honorowy	मानद	honorowy	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
नमी	wilgoci	नमी	wilgoć	N;NOM;FEM;SG;3	N;GEN;FEM;SG
नमी	wilgoć	नमी	wilgoć	N;NOM;FEM;SG;3	
सिद्धि	siddhi	सिद्धि	siddhić	PROPN;NOM;FEM;SG;3	
संग्रहण	zbiory	संग्रहण	zbiór	N;NOM;MASC;SG;3	N;NOM;MASC;PL
संग्रहण	kolekcji	संग्रहण	kolekcja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
संग्रहण	kolekcje	संग्रहण	kolekcja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
संग्रहण	kolekcji	संग्रहण	kolekcja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
समर्पण	poświęcenia	समर्पण	poświęcenie	N;NOM;MASC;SG;3	N;PFV;GEN;NEUT;SG;POS;V.MSDR
आर्कटिक	arktyce	आर्कटिक	arktyka	N;NOM;MASC;SG;3	N;GEN;FEM;SG
काबुल	kabulu	काबुल	kabul	PROPN;NOM;MASC;SG;3	PROPN;GEN;MASC;SG
आलोचनात्मक	krytycznych	आलोचनात्मक	krytyczny	ADJ;NOM	ADJ;GEN;MASC;PL
प्रतिस्पर्धी	konkurencyjne	प्रतिस्पर्धी	konkurencyjny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
प्रतिस्पर्धी	zawodnicy	प्रतिस्पर्धी	zawodnik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
प्रतिस्पर्धी	konkurenci	प्रतिस्पर्धी	konkurent	N;NOM;MASC;SG;3	N;NOM;MASC;PL
प्रतिस्पर्धी	konkurentów	प्रतिस्पर्धी	konkurent	N;NOM;MASC;SG;3	N;ACC;MASC;PL
प्रतिस्पर्धी	konkurenta	प्रतिस्पर्धी	konkurent	N;NOM;MASC;SG;3	N;ACC;MASC;SG
प्रतिस्पर्धी	konkurencyjna	प्रतिस्पर्धी	konkurencyjny	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
प्रतिस्पर्धी	konkurencyjne	प्रतिस्पर्धी	konkurencyjny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
प्रतिस्पर्धी	konkurencyjny	प्रतिस्पर्धी	konkurencyjny	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
प्रतिस्पर्धी	konkurencyjnych	प्रतिस्पर्धी	konkurcyjnyjny	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
आयरन	żelazna	आयरन	żelazny	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
आयरन	żelaza	आयरन	żelazo	N;NOM;MASC;SG;3	
आयरन	iron	आयरन	iron	N;NOM;MASC;SG;3	
कार्यालयों	biura	कार्यालय	biuro	N;ACC;MASC;PL;3	N;NOM;NEUT;SG
कार्यालयों	urzędy	कार्यालय	urząd	N;ACC;MASC;PL;3	N;NOM;MASC;PL
कार्यालयों	biur	कार्यालय	biuro	N;ACC;MASC;PL;3	
स्टाफ	personelu	स्टाफ	personel	N;NOM;MASC;SG;3	N;GEN;MASC;SG
स्टाफ	pracownicy	स्टाफ	pracownik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
स्टाफ	kadry	स्टाफ	kadry	N;NOM;MASC;SG;3	N;ACC;MASC;SG
फिल्टर	filtry	फिल्टर	filtr	N;NOM;MASC;SG;3	N;NOM;MASC;PL
डाई	barwnik	डाई	barwnik		N;NOM;MASC;SG
आंदोलनों	przemieszczanie	आंदोलन	przemieszczać	N;ACC;MASC;PL;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
आंदोलनों	ruchy	आंदोलन	ruch	N;ACC;MASC;PL;3	N;NOM;MASC;PL
जटिलता	złożoności	जटिलता	złożoność	N;NOM;FEM;SG;3	N;GEN;FEM;SG
देखिये	zegarek	देखिया	zegarek	V;IND;SG;3;FIN;ACT	N;ACC;MASC;SG
देखिये	obserwuj	देखिया	obserwować	V;IND;SG;3;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
स्विस	szwajcarski	स्विस	szwajcarski		ADJ;NOM;MASC;SG
स्विस	szwajcarską	स्विस	szwajcarski		ADJ;ACC;FEM;SG
स्विस	szwajcaria	स्विस	szwajcariać		N;NOM;FEM;SG
कटाई	zbiory	कटाई	zbiór	N;NOM;FEM;SG;3	N;NOM;MASC;PL
कटाई	żniwa	कटाई	żniwać	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
कटाई	zbiorów	कटाई	zbiór	N;NOM;FEM;SG;3	N;GEN;MASC;PL
कटाई	wycinki	कटाई	wycink	N;NOM;FEM;SG;3	N;ACC;FEM;PL
कटाई	zbiory	कटाई	zbiór	N;NOM;FEM;SG;3	N;NOM;MASC;PL
कटाई	zbiorów	कटाई	zbiór	N;NOM;FEM;SG;3	N;GEN;MASC;PL
रूढ़िवादी	konserwatywny	रूढ़िवादी	konserwatywny	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
फोर्ट	fortu	फोर्ट	fort	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
फोर्ट	fort	फोर्ट	fort	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
चमड़े	skóry	चमड़ा	skóra	N;NOM;MASC;SG;3	N;GEN;FEM;SG
अनुपालन	zgodność	अनुपालन	zgodność	N;NOM;MASC;SG;3	N;ACC;FEM;SG
हफ्ते	tygodnia	हफ्ता	tydzień	N;NOM;MASC;SG;3	N;GEN;MASC;SG
हफ्ते	tygodniu	हफ्ता	tydzień	N;NOM;MASC;SG;3	N;GEN;MASC;SG
हफ्ते	tygodni	हफ्ता	tydzień	N;NOM;MASC;SG;3	N;GEN;MASC;PL
हफ्ते	tygodniami	हफ्ता	tydzień	N;NOM;MASC;SG;3	N;INS;MASC;PL
हफ्ते	tygodniach	हफ्ता	tydzień	N;NOM;MASC;SG;3	N;GEN;MASC;PL
हफ्ते	tygodnie	हफ्ता	tydzień	N;NOM;MASC;SG;3	N;NOM;MASC;PL
प्रतिज्ञा	zastaw	प्रतिज्ञा	zastawa	N;NOM;FEM;SG;3	
चैंपियंस	mistrzowie	चैंपियंस	mistrz	N;NOM;MASC;SG;3	N;NOM;MASC;PL
चैंपियंस	mistrzów	चैंपियंस	mistrz	N;NOM;MASC;SG;3	N;ACC;MASC;PL
मुद्रित	drukowane	मुद्रित	drukować	N;NOM;MASC;SG;3	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
मुद्रित	wydrukowane	मुद्रित	wydrukować	N;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
बेदी	bedi	बेदी	bedi	PROPN;NOM;SG;3	
वास्तुकार	architektem	वास्तुकार	architekt	N;NOM;MASC;SG;3	N;INS;MASC;SG
वास्तुकार	architekta	वास्तुकार	architekta	N;NOM;MASC;SG;3	N;ACC;MASC;SG
अभिनव	innowacyjność	अभिनव	innowacyjność	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
अभिनव	innowacyjne	अभिनव	innowacyjny	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अभिनव	innowacyjnych	अभिनव	innowacyjny	PROPN;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
अभिनव	innowacyjny	अभिनव	innowacyjny	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
अभिनव	nowatorskie	अभिनव	nowatorski	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
चयापचय	metabolizm	चयापचय	metabolizm	N;NOM;MASC;SG;3	N;ACC;MASC;SG
कनेक्शन	znajomości	कनेक्शन	znajomość	N;NOM;MASC;SG;3	N;GEN;FEM;SG
कनेक्शन	połączenia	कनेक्शन	połączenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
कनेक्शन	związku	कनेक्शन	związek	N;NOM;MASC;SG;3	N;GEN;MASC;SG
कनेक्शन	połączenia	कनेक्शन	połączenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
अरस्तू	arystoteles	अरस्तू	arystoteles	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
बिली	billy	बिली	billa	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
बिली	billie	बिली	billa	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;2;PRS;FIN;ACT
खाया	jadł	खा	jeść	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
खाया	jadła	खा	jeść	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
खाया	zjedzony	खा	zjeść	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
क्रिकेटर	krykiecista	क्रिकेटर	krykiecista	N;NOM;MASC;SG;3	
अग्रिम	zaliczki	अग्रिम	zaliczka	ADJ	N;ACC;FEM;PL
अग्रिम	frontline	अग्रिम	frontliny	ADJ	
अग्रिम	zaliczki	अग्रिम	zaliczka	ADJ	N;ACC;FEM;PL
अस्त्र	astra	अस्त्र	astra	N;NOM;MASC;SG;3	
विकिमीडिया	wikimedia	विकिमीडिया	wikimediać	ADJ	N;ACC;NEUT;SG
माइक्रोफोन	mikrofonu	माइक्रोफोन	mikrofić	N;NOM;MASC;SG;3	N;GEN;MASC;SG
अब्राहम	abraham	अब्राहम	abraham	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
अब्राहम	abrahama	अब्राहम	abraham	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
जुड़वां	twin	जुड़वां	twin	N;NOM;MASC;SG;3	
जुड़वां	bliźniaki	जुड़वां	bliźniak	N;NOM;MASC;SG;3	N;NOM;MASC;PL
जुड़वां	bliźnięta	जुड़वां	bliźnąć	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
प्रिक्स	prix	प्रिक्स	prix	N;NOM;MASC;SG;3	
गोल्फ	golf	गोल्फ	golf	PROPN;NOM;MASC;SG;3	
विडियो	video	विडियो	video	N;NOM;MASC;SG;3	
विडियो	wideo	विडियो	wideo	N;NOM;MASC;SG;3	
विडियो	film	विडियो	film	N;NOM;MASC;SG;3	N;ACC;MASC;SG
