और	ve	और	ve		CONJ
अनुभवों	deneyimler	अनुभव	deneyim	N;ACC;MASC;PL;3	N;NOM;PL;3
गामा	kg	गामा	kg	PROPN;NOM;MASC;SG;3	
गामा	kilogram	गामा	kilogram	PROPN;NOM;MASC;SG;3	
गामा	kilo	गामा	kilo	PROPN;NOM;MASC;SG;3	
गामा	anneanne	गामा	anneanne	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
गामा	gram	गामा	gram	PROPN;NOM;MASC;SG;3	
गामा	gamma	गामा	gamma	PROPN;NOM;MASC;SG;3	
गामा	gama	गामा	gama	PROPN;NOM;MASC;SG;3	
नियंत्रक	kontroller	नियंत्रक	kontrol	N;NOM;MASC;SG;3	N;NOM;PL;3
नियंत्रक	kontrolleri	नियंत्रक	kontrol	N;NOM;MASC;SG;3	N;ACC;PL;3
पाचन	sindirim	पाचन	sindir	N;NOM;MASC;SG;3	
बाइबिल	incili	बाइबिल	incili	N;NOM;MASC;SG;3	
बाइबिल	incil	बाइबिल	incil	N;NOM;MASC;SG;3	
स्थाई	daimi	स्थाई	daim	ADJ;NOM	
स्थाई	kalıcı	स्थाई	kalıcı	ADJ;NOM	
ढाल	rampada	ढाल	rampa		N;ESS;SG;3
ढाल	rampa	ढाल	rampa		N;NOM;SG;3
अभिन्न	integral	अभिन्न	integral	PROPN;NOM;MASC;SG;3	
अभिन्न	ayrılmaz	अभिन्न	ayrıl	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;NEG
फेफड़े	akciğerleri	फेफड	akciğer	N;NOM;MASC;SG;3	N;NOM;PL;3
फेफड़े	akciğer	फेफड	akciğer	N;NOM;MASC;SG;3	
अभिषेक	abhishek	अभिषेक	abhishek	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
दोस्तों	erkekler	दोस्त	erkek	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
दोस्तों	millet	दोस्त	millet	N;ACC;MASC;PL;3	
दोस्तों	çocuklar	दोस्त	çocuk	N;ACC;MASC;PL;3	N;NOM;PL;3
दोस्तों	beyler	दोस्त	beyle	N;ACC;MASC;PL;3	
दोस्तों	dostlar	दोस्त	dost	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
दोस्तों	arkadaşlar	दोस्त	arkadaş	N;ACC;MASC;PL;3	N;NOM;PL;3
दोस्तों	arkadaş	दोस्त	arkadaş	N;ACC;MASC;PL;3	
दोस्तों	arkadaslar	दोस्त	arkadas	N;ACC;MASC;PL;3	N;NOM;PL;3
वोल्टेज	gerilim	वोल्टेज	gerilim	N;NOM;MASC;SG;3	
रोज	rose	रोज	rose	N;NOM;MASC;SG;3	
रोज	gülüm	रोज	gülüm	N;NOM;MASC;SG;3	
रोज	gül	रोज	gül	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
रोज	gülü	रोज	gül	N;NOM;MASC;SG;3	
रोज	hergün	रोज	hergün	N;NOM;MASC;SG;3	
रोज	günlük	रोज	günlük	N;NOM;MASC;SG;3	
खोलने	açılan	खोल	aç	V;NFIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
खोलने	açılış	खोल	açılış	V;NFIN;ACT	N;NOM;SG;3
खोलने	açılışı	खोल	açılış	V;NFIN;ACT	N;NOM;SG;3
खोलने	açılıyor	खोल	aç	V;NFIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
खुलासा	ortaya	खुलासा	orta	N;NOM;MASC;SG;3	ADJ;DAT;SG;3
तोड़ने	kırılma	तोड़	kır	V;NFIN;ACT	V;PFV;NOM;IMP;POS;PRS;PASS
तोड़ने	kırma	तोड़	kırma	V;NFIN;ACT	
प्रशासक	yöneticiler	प्रशासक	yönetici	N;NOM;MASC;SG;3	N;NOM;PL;3
प्रशासक	yöneticileri	प्रशासक	yönetici	N;NOM;MASC;SG;3	N;NOM;PL;3
प्रशासक	yönetici	प्रशासक	yönetici	N;NOM;MASC;SG;3	
बलिदान	kurban	बलिदान	kurban	N;NOM;MASC;SG;3	
बलिदान	fedakarlık	बलिदान	fedakarlık	N;NOM;MASC;SG;3	
बलिदान	feda	बलिदान	feda	N;NOM;MASC;SG;3	
सर्प	snake	सर्प	snake	PROPN;NOM;MASC;SG;3	
सर्प	yılan	सर्प	yıl	PROPN;NOM;MASC;SG;3	
टुकड़ों	kırıntı	टुकडा	kırıntı	N;ACC;MASC;PL;3	
टुकड़ों	kırıntıları	टुकडा	kırıntı	N;ACC;MASC;PL;3	N;NOM;PL;3
स्ट्रोक	felç	स्ट्रोक	felç	N;NOM;MASC;SG;3	
स्ट्रोक	inme	स्ट्रोक	in	N;NOM;MASC;SG;3	
बैटमैन	batman	बैटमैन	bat	PROPN;NOM;MASC;SG;3	
बैटमैन	yarasa	बैटमैन	yara	PROPN;NOM;MASC;SG;3	
गुड	güzel	गुड	güzel		ADJ
धनुष	yay	धनुष	yay	PROPN;NOM;MASC;SG;3	
एप्पल	elma	एप्पल	elma	PROPN;NOM;MASC;SG;3	
एप्पल	apple	एप्पल	appl	PROPN;NOM;MASC;SG;3	
एप्पल	elmalı	एप्पल	el	PROPN;NOM;MASC;SG;3	
मधु	tatlım	मधु	tatlım	PROPN;NOM;MASC;SG;3	
मधु	bal	मधु	bal	PROPN;NOM;MASC;SG;3	
मधु	balım	मधु	balım	PROPN;NOM;MASC;SG;3	
परिदृश्य	filistin	परिदृश्य	filistin	N;NOM;MASC;SG;3	
परिदृश्य	yatay	परिदृश्य	yatay	N;NOM;MASC;SG;3	
परिदृश्य	senaryo	परिदृश्य	senaryo	N;NOM;MASC;SG;3	
परिदृश्य	perspektif	परिदृश्य	perspektif	N;NOM;MASC;SG;3	
मछलियों	balıklar	मछली	balık	N;ACC;FEM;PL;3	ADJ;NOM;PL;3
अनुपस्थिति	yokluğu	अनुपस्थिति	yokluk	N;NOM;FEM;SG;3	N;ACC;SG;3
अनुपस्थिति	yokluğunda	अनुपस्थिति	yokluk	N;NOM;FEM;SG;3	N;ESS;SG;3
हार्वर्ड	harvard	हार्वर्ड	harvard	PROPN;NOM;MASC;SG;3	
गुवाहाटी	guwahati	गुवाहाटी	guğahat	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
मार्क्स	marksizm	मार्क्स	marksizm	N;NOM;MASC;SG;3	
मार्क्स	marx	मार्क्स	marx	N;NOM;MASC;SG;3	
वॉन	von	वॉन	von	PROPN;NOM;MASC;SG;3	
सराय	sarai	सराय	sarai	N;NOM;MASC;SG;3	
कट	kesim	कट	kesim	V;SG;FIN;ACT	
कट	kestik	कट	kes	V;SG;FIN;ACT	V;PFV;IND;PL;1;POS;PST
कट	kes	कट	kes	V;SG;FIN;ACT	
भयानक	berbat	भयानक	berbat	PROPN;NOM;MASC;SG;3	
भयानक	korkunç	भयानक	korkunç	PROPN;NOM;MASC;SG;3	
भयानक	korkunç	भयानक	korkunç	PROPN;NOM;MASC;SG;3	
केविन	kevin	केविन	kevin	PROPN;NOM;MASC;SG;3	
कर्ता	aktör	कर्ता	aktör	N;NOM;MASC;SG;3	
कर्ता	oyuncu	कर्ता	oyuncu	N;NOM;MASC;SG;3	
शिक्षित	eğitimli	शिक्षित	eğitimli	ADJ	
साबुन	sabun	साबुन	sabun	N;NOM;MASC;SG;3	
साबुन	sabunu	साबुन	sabun	N;NOM;MASC;SG;3	N;ACC;SG;3
मिलन	milan	मिलन	milan		PROPN;NOM;SG;3
मिलन	milano	मिलन	milano		PROPN;NOM;SG;3
हिंसक	şiddet	हिंसक	şiddet	ADJ	
हिंसक	şiddetli	हिंसक	şiddetli	ADJ	
गेंदबाजी	bovling	गेँदबाजी	bovling	N;NOM;FEM;SG;3	
ढाका	dhaka	ढाका	dhaka	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
ढाका	dakka	ढाका	dakka	PROPN;NOM;MASC;SG;3	
उत्थान	istemişler	उत्थान	iste	N;NOM;MASC;SG;3	V;PFV;NFH;IND;PL;3;POS;PST
उत्थान	yükseliş	उत्थान	yükseliş	N;NOM;MASC;SG;3	
सेवाएँ	hizmet	सेवा	hizmet	N;NOM;FEM;PL;3	N;NOM;SG;3
तलाक	boşanmak	तलाक	boşa	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
तलाक	boşanma	तलाक	boşan	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
तलाक	boşandı	तलाक	boşa	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
तलाक	boşanmış	तलाक	boşa	N;NOM;MASC;SG;3	V;PFV;NFH;IND;SG;3;POS;PST;PASS
आक्सीजन	oksijen	आक्सीजन	oksij	N;NOM;MASC;SG;3	
राजनयिक	diplomat	राजनयिक	diplomat	N;NOM;MASC;PL;3	N;NOM;SG;3
राजनयिक	diplomatik	राजनयिक	diplomatik	N;NOM;MASC;PL;3	N;NOM;SG;3
राजनयिक	diplomasi	राजनयिक	diplomasi	N;NOM;MASC;PL;3	N;NOM;SG;3
एजेंसियों	ajansları	एजेंसी	ajans	N;ACC;FEM;PL;3	N;NOM;PL;3
ब्रूस	bruce	ब्रूस	bruce	PROPN;NOM;MASC;SG;3	
कवच	muska	कवच	muska	N;NOM;MASC;SG;3	
कवच	tılsım	कवच	tıl	N;NOM;MASC;SG;3	
कवच	zırh	कवच	zırh	N;NOM;MASC;SG;3	
कवच	zırhlı	कवच	zırhlı	N;NOM;MASC;SG;3	
ड्यूक	dük	ड्यूक	dük	PROPN;NOM;MASC;SG;3	
ड्यूक	duke	ड्यूक	duke	PROPN;NOM;MASC;SG;3	
दूत	elçi	दूत	elçi	N;NOM;MASC;SG;3	
अनुष्ठान	tören	अनुष्ठान	tör	N;NOM;MASC;SG;3	
अनुष्ठान	ritüel	अनुष्ठान	ritüel	N;NOM;MASC;SG;3	
अनुष्ठान	ayin	अनुष्ठान	ayin	N;NOM;MASC;SG;3	
राष्ट्रमंडल	commonwealth	राष्ट्रमंडल	commonwealth	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
राष्ट्रमंडल	cumhuriyet	राष्ट्रमंडल	cumhuriyet	PROPN;NOM;MASC;SG;3	
तार्किक	mantıksal	तार्किक	mantıksal		ADJ
महामारी	salgın	महामारी	salgın	N;NOM;FEM;SG;3	
मीर	mir	मीर	mir	PROPN;NOM;MASC;SG;3	
पिक्चर्स	pixar	पिक्चर	pixar	N;NOM;MASC;PL;3	
कामयाब	başarılı	कामयाब	başarılı	ADJ	
कामयाब	yönetilen	कामयाब	yönet	ADJ	V;PFV;IND;POS;PRS;V.PTCP;PASS
विजयी	muzaffer	विजयी	muzaffer	PROPN;NOM;MASC;SG;3	
विजयी	galip	विजयी	gal	PROPN;NOM;MASC;SG;3	ADV
क्वांटम	kuantum	क्वांटम	kuantum	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
सुसज्जित	döşenmiş	सुसज्जित	döş	ADJ	V;PFV;NFH;IND;POS;PST;PASS
ओल्ड	yaşlı	ओल्ड	yaşlı		ADJ
थकान	yorgunluk	थकान	yorgunluk	N;NOM;FEM;SG;3	
थकान	yorgunluk	थकान	yorgunluk	N;NOM;FEM;SG;3	
थकान	yorgunluk	थकान	yorgunluk	N;NOM;FEM;SG;3	
थकान	yoruldum	थकान	yor	N;NOM;FEM;SG;3	V;PFV;IND;SG;1;POS;PST;PASS
थकान	yorgun	थकान	yorgun	N;NOM;FEM;SG;3	
अपमान	aşağılanma	अपमान	aşağıla	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
अपमान	aşağılama	अपमान	aşağıla	N;NOM;MASC;SG;3	
अपमान	aşağılama	अपमान	aşağıla	N;NOM;MASC;SG;3	
मूवी	film	मूवी	film	N;NOM;FEM;SG;3	
मूवी	filmler	मूवी	film	N;NOM;FEM;SG;3	N;NOM;PL;3
मूवी	film	मूवी	film	N;NOM;FEM;SG;3	
मेटल	metal	मेटल	metal	N;NOM;MASC;SG;3	
प्रोफाइल	profil	प्रोफाइल	profil	N;NOM;MASC;SG;3	
प्रोफाइल	profili	प्रोफाइल	profili	N;NOM;MASC;SG;3	
प्रोफाइल	profilleri	प्रोफाइल	profil	N;NOM;MASC;SG;3	N;ACC;PL;3
ब्रिज	köprüler	ब्रिज	köprü	N;NOM;MASC;SG;3	N;NOM;PL;3
ब्रिज	köprü	ब्रिज	köprü	N;NOM;MASC;SG;3	
पाणिनि	panini	पाणिनि	pan	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
ताज	tacı	ताज	tacı	PROPN;NOM;MASC;SG;3	
ताज	taç	ताज	taç	PROPN;NOM;MASC;SG;3	
ताज	crown	ताज	crown	PROPN;NOM;MASC;SG;3	
ताज	taç	ताज	taç	PROPN;NOM;MASC;SG;3	
ताज	taj	ताज	taj	PROPN;NOM;MASC;SG;3	
ताज	tac	ताज	tac	PROPN;NOM;MASC;SG;3	
व्याख्यान	dersler	व्याख्यान	ders	N;NOM;MASC;SG;3	N;NOM;PL;3
व्याख्यान	konferans	व्याख्यान	konferans	N;NOM;MASC;SG;3	
व्याख्यान	nutuk	व्याख्यान	nutuk	N;NOM;MASC;SG;3	
व्याख्यान	ders	व्याख्यान	ders	N;NOM;MASC;SG;3	
परजीवी	parazit	परजीवी	parazit	N;NOM;MASC;SG;3	
परजीवी	parazitler	परजीवी	parazit	N;NOM;MASC;SG;3	N;NOM;PL;3
परजीवी	asalak	परजीवी	asalak	N;NOM;MASC;SG;3	
परजीवी	parazit	परजीवी	parazit	N;NOM;MASC;SG;3	
चिकित्सीय	sağlık	चिकित्सीय	sağlık	PROPN;NOM	N;NOM;SG;3
चिकित्सीय	medikal	चिकित्सीय	medikal	PROPN;NOM	
चिकित्सीय	tıbbi	चिकित्सीय	tıbbi	PROPN;NOM	
चिकित्सीय	tıp	चिकित्सीय	tıp	PROPN;NOM	
छोड़ा	atlanan	छोड़	atla	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
ज़्यादातर	çoğunlukla	ज़्यादातर	çoğunluk	CONJ	N;INS;SG;3
ज़्यादातर	genellikle	ज़्यादातर	genellikle	CONJ	
दम	dum	दम	i	N;NOM;MASC;SG;3	V;PFV;IND;SG;1;PST
समृद्धि	refah	समृद्धि	refah	N;NOM;FEM;SG;3	
अक्तूबर	ekim	अक्तूबर	ekim	PROPN;NOM;MASC;SG;3	
अक्तूबर	ekim	अक्तूबर	ekim	PROPN;NOM;MASC;SG;3	
जोकर	joker	जोकर	joker	PROPN;NOM;MASC;SG;3	
जोकर	şakacı	जोकर	şakacı	PROPN;NOM;MASC;SG;3	
जोकर	jack	जोकर	jack	PROPN;NOM;MASC;SG;3	
जोकर	vale	जोकर	vale	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
जोकर	palyaço	जोकर	palyaço	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
जोकर	soytarı	जोकर	soytar	PROPN;NOM;MASC;SG;3	
मित्रों	dostlar	मित्र	dost	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
मित्रों	arkadaşlar	मित्र	arkadaş	N;ACC;MASC;PL;3	N;NOM;PL;3
मित्रों	arkadaş	मित्र	arkadaş	N;ACC;MASC;PL;3	
मित्रों	arkadaslar	मित्र	arkadas	N;ACC;MASC;PL;3	N;NOM;PL;3
निमित्त	sebebi	निमित्त	sebep	N;NOM;MASC;SG;3	
निमित्त	çünkü	निमित्त	çünkü	N;NOM;MASC;SG;3	CONJ
भवनों	binalar	भवन	bina	N;ACC;MASC;PL;3	N;NOM;PL;3
भवनों	binaların	भवन	bina	N;ACC;MASC;PL;3	N;GEN;PL;3
छठे	sixth	छठा	sis	ADJ;ACC;MASC;SG	PROPN;NOM;SG;3
छठे	altıncı	छठा	altıncı	ADJ;ACC;MASC;SG	
कोयले	kömür	कोयला	kömür	N;NOM;MASC;SG;3	
करण	karan	करण	kara	PROPN;NOM;MASC;SG;3	
विचारक	düşünür	विचारक	düşünür	N;NOM;MASC;PL;3	
विचारक	düşünen	विचारक	düşün	N;NOM;MASC;PL;3	
वीज़ा	vize	वीज़ा	viz	N;NOM;MASC;SG;3	
कास्त्रो	castro	कास्त्रो	castro	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
आकाशगंगा	galaxy	आकाशगंगा	galaxy	N;NOM;FEM;SG;3	
आकाशगंगा	galaksi	आकाशगंगा	galaksi	N;NOM;FEM;SG;3	
टक्कर	çarpışma	टक्कर	çarpış	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
समायोजन	ayarlama	समायोजन	ayarlam	N;NOM;MASC;SG;3	
समायोजन	ayarlamalar	समायोजन	ayarla	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
प्रायोजित	sponsorlu	प्रायोजित	sponsorlu	PROPN;NOM;MASC;SG;3	
प्रायोजित	sponsor	प्रायोजित	sponsor	PROPN;NOM;MASC;SG;3	
विषम	tuhaf	विषम	tuhaf		N;NOM;SG;3
बाली	bali	बाली	bali	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
बाली	balı	बाली	balı	PROPN;NOM;MASC;SG;3	
बाली	bali	बाली	bali	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
नवजात	yenidoğan	नवजात	yenidoğan	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
संदिग्ध	şüphe	संदिग्ध	şüphe	ADJ;NOM	
संदिग्ध	şüpheli	संदिग्ध	şüpheli	ADJ;NOM	
संदिग्ध	kuşkulu	संदिग्ध	kuşkulu	ADJ;NOM	
हां	evet	हाँ	evet		N;NOM;SG;3
राह	şekilde	राह	şekil	N;NOM;FEM;SG;3	N;ESS;SG;3
राह	yol	राह	yol	N;NOM;FEM;SG;3	
कंक्रीट	somut	कंक्रीट	somut	N;NOM;MASC;SG;3	
कंक्रीट	beton	कंक्रीट	beton	N;NOM;MASC;SG;3	
जिंदगी	life	जिंदगी	life	N;NOM;FEM;SG;3	
जिंदगी	hayat	जिंदगी	hayat	N;NOM;FEM;SG;3	
जिंदगी	ömür	जिंदगी	ömür	N;NOM;FEM;SG;3	
शिया	şii	शिया	şii	N;NOM;MASC;SG;3	
शिया	xia	शिया	xia	N;NOM;MASC;SG;3	
शिया	shia	शिया	shia	N;NOM;MASC;SG;3	
अकेला	yalnız	अकेला	yalnız	V;PFV;MASC;SG;V.PTCP;ACT	
अकेला	tekli	अकेला	tekli	V;PFV;MASC;SG;V.PTCP;ACT	
अकेला	single	अकेला	sing	V;PFV;MASC;SG;V.PTCP;ACT	
अकेला	tek	अकेला	tek	V;PFV;MASC;SG;V.PTCP;ACT	
अकेला	bekar	अकेला	bekar	V;PFV;MASC;SG;V.PTCP;ACT	
अकेला	yalniz	अकेला	yalniz	V;PFV;MASC;SG;V.PTCP;ACT	
अकेला	yanlız	अकेला	yanlız	V;PFV;MASC;SG;V.PTCP;ACT	
अकेला	yalnızlık	अकेला	yalnızlık	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG;3
अकेला	yalnız	अकेला	yalnız	V;PFV;MASC;SG;V.PTCP;ACT	
उपनगरीय	banliyö	उपनगरीय	banli	N;NOM	
वंचित	mahrum	वंचित	mahrum	ADJ	
बाबर	babur	बाबर	babur	PROPN;NOM;MASC;SG;3	
प्रांतों	il	प्रांत	il	N;ACC;MASC;PL;3	
प्रांतों	eyaletler	प्रांत	eyalet	N;ACC;MASC;PL;3	N;NOM;PL;3
ह्रदय	kalp	ह्रदय	kalp	N;NOM;MASC;SG;3	
ह्रदय	gönül	ह्रदय	gönül	N;NOM;MASC;SG;3	
ह्रदय	kalbi	ह्रदय	kalbi	N;NOM;MASC;SG;3	ADJ;NOM;SG;3
ह्रदय	yürek	ह्रदय	yürek	N;NOM;MASC;SG;3	
चाप	ark	चाप	ark	N;NOM;MASC;SG;3	
चाप	arc	चाप	arc	N;NOM;MASC;SG;3	
चाप	yay	चाप	yay	N;NOM;MASC;SG;3	
चाप	kemer	चाप	kemer	N;NOM;MASC;SG;3	
चाप	arch	चाप	arch	N;NOM;MASC;SG;3	
पन्ना	zümrüt	पन्ना	zümrüt	PROPN;NOM;MASC;SG;3	
मरीजों	hasta	मरीज	hasta	N;ACC;MASC;PL;3	
मरीजों	hastalar	मरीज	hasta	N;ACC;MASC;PL;3	N;NOM;PL;3
मरीजों	hastalara	मरीज	hasta	N;ACC;MASC;PL;3	N;DAT;PL;3
खुश	mutluluklar	खुश	mutluluk	ADJ	N;NOM;PL;3
खुश	happy	खुश	happy	ADJ	
दरों	ücretler	दर	ücret	N;ACC;FEM;PL;3	N;NOM;PL;3
दरों	fiyatlar	दर	fiyat	N;ACC;FEM;PL;3	N;NOM;PL;3
हंस	goose	हंस	goose		PROPN;NOM;SG;3
फायदा	fayda	फायदा	fayda	N;NOM;MASC;SG;3	
फायदा	avantajı	फायदा	avantajı	N;NOM;MASC;SG;3	
फायदा	avantajlı	फायदा	avantajlı	N;NOM;MASC;SG;3	ADJ
फायदा	avantaj	फायदा	avantaj	N;NOM;MASC;SG;3	
भरोसा	güven	भरोसा	güven	N;NOM;MASC;SG;3	
खारिज	görevden	खारिज	görev	ADJ	N;AT+ABL;SG;3
फेफड़ों	lung	फेफडा	ling	N;ACC;MASC;PL;3	N;NOM;SG;3
फेफड़ों	akciğer	फेफडा	akciğer	N;ACC;MASC;PL;3	
फेफड़ों	ciğer	फेफडा	ciğer	N;ACC;MASC;PL;3	
फेफड़ों	akciğerleri	फेफडा	akciğer	N;ACC;MASC;PL;3	N;NOM;PL;3
फेफड़ों	akciğer	फेफडा	akciğer	N;ACC;MASC;PL;3	
एनरॉन	enron	एनरॉन	enron	N;NOM;MASC;SG;3	
झुकाव	bükme	झुकाव	bük	N;NOM;MASC;SG;3	
झुकाव	eğik	झुकाव	eğik	N;NOM;MASC;SG;3	
उग्र	dokunaklı	उग्र	dokunaklı	PROPN;NOM;MASC;SG;3	ADJ
उग्र	kuduz	उग्र	kuduz	PROPN;NOM;MASC;SG;3	
पं	pati	पं	pati	PROPN;NOM;MASC;SG;3	
पं	pençe	पं	penç	PROPN;NOM;MASC;SG;3	
बाजारों	pazarları	बाजार	pazar	N;ACC;MASC;PL;3	N;NOM;PL;3
बाजारों	pazarlar	बाजार	pazar	N;ACC;MASC;PL;3	N;NOM;PL;3
अपहरण	kaçırma	अपहरण	kaçırma	N;NOM;MASC;SG;3	
अपहरण	kaçırılma	अपहरण	kaçır	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
अपहरण	kaçırmak	अपहरण	kaçır	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
भाषाविज्ञान	dilbilim	भाषाविज्ञान	dilbilim	N;NOM;FEM;SG;3	
मेहनत	zor	मेहनत	zor	N;NOM;FEM;SG;3	
मेहनत	zoru	मेहनत	zoru	N;NOM;FEM;SG;3	
मेहनत	sert	मेहनत	sert	N;NOM;FEM;SG;3	
थाईलैंड	tayland	थाईलैंड	tayla	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
बहुतायत	bolluk	बहुतायत	bolluk	N;NOM;FEM;SG;3	
बहुतायत	galore	बहुतायत	galore	N;NOM;FEM;SG;3	
चाँदी	gümüş	चाँदी	gümüş	N;NOM;FEM;SG;3	
चाँदी	silver	चाँदी	silve	N;NOM;FEM;SG;3	PROPN;NOM;SG;3
प्रायोगिक	deneysel	प्रायोगिक	deneysel	N;NOM;MASC;SG;3	
राक्षस	iblis	राक्षस	iblis	N;NOM;MASC;SG;3	
राक्षस	şeytan	राक्षस	şeytan	N;NOM;MASC;SG;3	
राक्षस	canavar	राक्षस	canavar	N;NOM;MASC;SG;3	
