और	dan	और	dan		CONJ
अकेला	lajang	अकेला	lajang	V;PFV;MASC;SG;V.PTCP;ACT	N
अकेला	jomblo	अकेला	jomblo	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
अकेला	tunggal	अकेला	tunggal	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;SG
अकेला	kesepian	अकेला	kesepian	V;PFV;MASC;SG;V.PTCP;ACT	N
अकेला	sepi	अकेला	sepi	V;PFV;MASC;SG;V.PTCP;ACT	ADJ
बाबर	babur	बाबर	babur	PROPN;NOM;MASC;SG;3	PROPN
प्रांतों	propinsi	प्रांत	propinsi	N;ACC;MASC;PL;3	N;SG
प्रांतों	provinsi	प्रांत	provinsi	N;ACC;MASC;PL;3	PROPN;SG
प्रांतों	propinsi	प्रांत	propinsi	N;ACC;MASC;PL;3	N;SG
प्रांतों	provinsi	प्रांत	provinsi	N;ACC;MASC;PL;3	PROPN;SG
ह्रदय	heart	ह्रदय	heart	N;NOM;MASC;SG;3	PROPN
मॉडलिंग	modeling	मॉडलिंग	modeling	N;NOM;FEM;SG;3	PROPN
मॉडलिंग	modelling	मॉडलिंग	modelling	N;NOM;FEM;SG;3	PROPN
चाप	arc	चाप	arc	N;NOM;MASC;SG;3	PROPN
चाप	arch	चाप	arch	N;NOM;MASC;SG;3	PROPN
चोल	chola	चोल	chola	PROPN;NOM;MASC;SG;3	PROPN
पन्ना	panna	पन्ना	panna	PROPN;NOM;MASC;SG;3	PROPN
पन्ना	zamrud	पन्ना	zamrud	PROPN;NOM;MASC;SG;3	PROPN
पन्ना	jamrud	पन्ना	jamrud	PROPN;NOM;MASC;SG;3	N;SG
पन्ना	emerald	पन्ना	emerald	PROPN;NOM;MASC;SG;3	PROPN
मरीजों	pasien	मरीज	pasien	N;ACC;MASC;PL;3	N;SG
खुश	geli	खुश	geli	ADJ	N
खुश	terhibur	खुश	terhibur	ADJ	V;SG;PASS
खुश	ibrahimovic	खुश	ibrahimovic	ADJ	N;SG
खुश	happy	खुश	happy	ADJ	PROPN
दुर्योधन	duryodana	दुर्योधन	duryodana	PROPN;NOM;MASC;SG;3	N
दरों	harga	दर	harga	N;ACC;FEM;PL;3	N;SG
दरों	tarif	दर	tarif	N;ACC;FEM;PL;3	N;SG
हंस	goose	हंस	goose		PROPN
हंस	angsa	हंस	angsa		N;SG
फायदा	benefit	फायदा	benefit	N;NOM;MASC;SG;3	PROPN
भरोसा	percayai	भरोसा	percayai	N;NOM;MASC;SG;3	
भरोसा	trust	भरोसा	trust	N;NOM;MASC;SG;3	PROPN
भरोसा	percaya	भरोसा	percaya	N;NOM;MASC;SG;3	V;SG;ACT
क्रय	membeli	क्रय	menbeli	N;NOM;MASC;SG;3	V;SG;ACT
खारिज	dibubarkan	खारिज	dibubarkan	ADJ	V;SG;PASS
खारिज	diberhentikan	खारिज	diberhentikan	ADJ	V
फेफड़ों	paru	फेफडा	paru	N;ACC;MASC;PL;3	PROPN;SG
फेफड़ों	lung	फेफडा	lung	N;ACC;MASC;PL;3	PROPN
फेफड़ों	paru	फेफडा	paru	N;ACC;MASC;PL;3	PROPN;SG
कार्तिक	karthik	कार्तिक	karthik	PROPN;NOM;MASC;SG;3	PROPN
एनरॉन	enron	एनरॉन	enron	N;NOM;MASC;SG;3	PROPN
बिलासपुर	bilaspur	बिलासपुर	bilaspur	PROPN;NOM;MASC;SG;3	PROPN
झुकाव	membengkokkan	झुकाव	menbengkokkan	N;NOM;MASC;SG;3	V;SG;ACT
झुकाव	memiringkan	झुकाव	menpiringkan	N;NOM;MASC;SG;3	V;SG;ACT
उग्र	pedih	उग्र	pedih	PROPN;NOM;MASC;SG;3	ADJ;SG
उग्र	rabies	उग्र	rabies	PROPN;NOM;MASC;SG;3	N
पं	cakar	पं	cakar	PROPN;NOM;MASC;SG;3	N;SG
पं	paw	पं	paw	PROPN;NOM;MASC;SG;3	PROPN
ओडिशा	odisha	ओडिशा	odisha	PROPN;NOM;MASC;SG;3	PROPN
बाजारों	pasar	बाजार	pasar	N;ACC;MASC;PL;3	N;SG
लीप	leap	लीप	leap		PROPN
लीप	lompatan	लीप	lompatan		N;SG
अपहरण	menculik	अपहरण	menculik	N;NOM;MASC;SG;3	V;SG;ACT
कैलाश	kailash	कैलाश	kailash	PROPN;NOM;MASC;SG;3	PROPN
धमकी	bullying	धमकी	bullying	N;NOM;FEM;SG;3	PROPN
धमकी	menindas	धमकी	mentindas	N;NOM;FEM;SG;3	V;SG;ACT
मेहनत	susah	मेहनत	susah	N;NOM;FEM;SG;3	ADJ;SG
मेहनत	hard	मेहनत	hard	N;NOM;FEM;SG;3	PROPN
मेहनत	keras	मेहनत	keras	N;NOM;FEM;SG;3	ADJ;SG
मेहनत	menggiling	मेहनत	menggiling	N;NOM;FEM;SG;3	V;SG;ACT
थाईलैंड	thailand	थाईलैंड	thailand	PROPN;NOM;MASC;SG;3	PROPN
बहुतायत	berlimpah	बहुतायत	berlimpah	N;NOM;FEM;SG;3	V;SG;ACT
सार्थक	berarti	सार्थक	berarti		V;SG;ACT
सार्थक	bermakna	सार्थक	bermakna		V;SG;ACT
चाँदी	perak	चाँदी	perak	N;NOM;FEM;SG;3	PROPN;SG
चाँदी	silver	चाँदी	silver	N;NOM;FEM;SG;3	PROPN
राक्षस	setan	राक्षस	setan	N;NOM;MASC;SG;3	PROPN;SG
राक्षस	iblis	राक्षस	iblis	N;NOM;MASC;SG;3	PROPN;SG
राक्षस	demon	राक्षस	demon	N;NOM;MASC;SG;3	PROPN
राक्षस	monsters	राक्षस	monsters	N;NOM;MASC;SG;3	PROPN
अलंकृत	menguraikan	अलंकृत	menkuraikan		V;SG;ACT
ग्रे	kelabu	ग्रे	kelabu		N
ग्रे	gray	ग्रे	gray		PROPN
ग्रे	kelabu	ग्रे	kelabu		N
ग्रे	grey	ग्रे	grey		PROPN
श्वास	bernapas	श्वास	bernapas	N;NOM;FEM;SG;3	PROPN;SG;ACT
श्वास	bernafas	श्वास	bernafas	N;NOM;FEM;SG;3	V;SG;ACT
पोल	poll	पोल	poll		PROPN
पोल	angket	पोल	angket		N;SG
पोल	polling	पोल	polling		N;SG
पोल	angket	पोल	angket		N;SG
गारंटी	jamin	गारंटी	jamin	N;NOM;FEM;SG;3	
गारंटी	dijamin	गारंटी	dijamin	N;NOM;FEM;SG;3	V;SG;PASS
गारंटी	terjamin	गारंटी	terjamin	N;NOM;FEM;SG;3	V;SG;PASS
गारंटी	menjamin	गारंटी	menjamin	N;NOM;FEM;SG;3	V;SG;ACT
घी	ghee	घी	ghee	N;NOM;MASC;SG;3	PROPN
तंग	tang	तंग	tang		PROPN
तंग	ketat	तंग	ketat		ADJ;SG
तंग	sempit	तंग	sempit		ADJ;SG
चीजें	things	चीज	things	N;NOM;FEM;PL;3	PROPN
चीजें	hal	चीज	hal	N;NOM;FEM;PL;3	N;SG
चीजें	perkara	चीज	perkara	N;NOM;FEM;PL;3	N;SG
योनि	pussy	योनि	pussy	N;NOM;FEM;SG;3	PROPN
योनि	vagina	योनि	vagina	N;NOM;FEM;SG;3	PROPN;SG
योनि	penakut	योनि	pentakut	N;NOM;FEM;SG;3	ADJ;SG
योनि	pus	योनि	pus	N;NOM;FEM;SG;3	PROPN
योनि	vagina	योनि	vagina	N;NOM;FEM;SG;3	PROPN;SG
कराची	karachi	कराची	karachi	PROPN;NOM;MASC;SG;3	PROPN
शस्त्र	weapon	शस्त्र	weapon	N;NOM;MASC;SG;3	PROPN
शस्त्र	arms	शस्त्र	arms	N;NOM;MASC;SG;3	PROPN
राजू	raju	राजू	raju	PROPN;NOM;MASC;SG;3	PROPN
गुलाबी	pink	गुलाबी	pink	N;NOM;FEM;SG;3	PROPN
गुलाबी	rosy	गुलाबी	rosy	N;NOM;FEM;SG;3	PROPN
इलेक्ट्रॉनिक्स	electronics	इलेक्ट्रॉनिक्स	electronics	N;NOM;MASC;SG;3	PROPN
बियर	beer	बियर	beer	N;NOM;MASC;SG;3	PROPN
सातवीं	ketujuh	सातवां	ketujuh	ADJ;NOM;FEM;SG	NUM
सातवीं	seventh	सातवां	seventh	ADJ;NOM;FEM;SG	PROPN
एनबीसी	nbc	एनबीसी	nbc	PROPN;NOM;MASC;SG;3	PROPN
पुरूष	male	पुरूष	male	N;NOM;MASC;SG;3	PROPN
सिंधु	indus	सिंधु	indus	PROPN;NOM;MASC;SG;3	PROPN
सिंधु	sindhu	सिंधु	sindhu	PROPN;NOM;MASC;SG;3	PROPN
सिंधु	sindh	सिंधु	sindh	PROPN;NOM;MASC;SG;3	PROPN
लाइट	light	लाइट	light	N;NOM;FEM;SG;3	PROPN
लाइट	terang	लाइट	terang	N;NOM;FEM;SG;3	ADJ;SG
लाइट	ringan	लाइट	ringan	N;NOM;FEM;SG;3	ADJ;SG
अभिव्यक्त	ekspres	अभिव्यक्त	ekspres	ADJ	N;SG
अभिव्यक्त	express	अभिव्यक्त	express	ADJ	PROPN
अभिव्यक्त	ungkapkan	अभिव्यक्त	ungkapkan	ADJ	V;SG;ACT
अभिव्यक्त	mengungkapkan	अभिव्यक्त	menungkapkan	ADJ	V;SG;ACT
मेहरा	mehra	मेहरा	mehra	PROPN;NOM;MASC;SG;3	PROPN
महा	maha	महा	maha		PROPN;SG
ऑस्कर	oscar	ऑस्कर	oscar	N;NOM;MASC;SG;3	PROPN
ऑस्कर	oscar	ऑस्कर	oscar	N;NOM;MASC;SG;3	PROPN
बाएँ	kiri	बाएं	kiri		N;SG
बाएँ	tersisa	बाएं	tersisa		V;SG;PASS
गौर	gaur	गौर	gaur	PROPN;NOM;SG;3	
राष्ट्रवादी	nasionalis	राष्ट्रवादी	nasionalis	PROPN;NOM;SG;3	N;SG
स्टीफन	stephen	स्टीफन	stephen	PROPN;NOM;MASC;SG;3	PROPN
ब्लूज़	blues	ब्लूज़	blues	PROPN;NOM;MASC;SG;3	PROPN
रूपांतरित	mengkonversi	रूपांतरित	menkonversi	ADJ	V;SG;ACT
रूपांतरित	mengonversi	रूपांतरित	menonversi	ADJ	V;SG;ACT
रूपांतरित	konversi	रूपांतरित	konversi	ADJ	N;SG
रूपांतरित	dikonversi	रूपांतरित	dikonversi	ADJ	V;SG;PASS
रूपांतरित	mengonversi	रूपांतरित	menonversi	ADJ	V;SG;ACT
कांस्य	perunggu	कांस्य	perunggu	PROPN;NOM;MASC;SG;3	N;SG
दिलचस्पी	tertarik	दिलचस्पी	tertarik	N;NOM;FEM;SG;3	ADJ;SG
दिलचस्पी	berminat	दिलचस्पी	berminat	N;NOM;FEM;SG;3	V;SG;ACT
अलौकिक	supranatural	अलौकिक	supranatural		N
अलौकिक	supernatural	अलौकिक	supernatural		PROPN
महिलाएँ	ladies	महिला	ladies	N;NOM;FEM;PL;3	PROPN
महिलाएँ	wanita	महिला	wanita	N;NOM;FEM;PL;3	N;SG
महिलाएँ	betina	महिला	betina	N;NOM;FEM;PL;3	N;SG
महिलाएँ	perempuan	महिला	perempuan	N;NOM;FEM;PL;3	N;SG
महिलाएँ	wanita	महिला	wanita	N;NOM;FEM;PL;3	N;SG
महिलाएँ	perempuan	महिला	perempuan	N;NOM;FEM;PL;3	N;SG
महिलाएँ	women	महिला	women	N;NOM;FEM;PL;3	PROPN
व्यंजनों	resep	व्यंजन	resep	N;ACC;MASC;PL;3	N;SG
एडिनबर्ग	edinburgh	एडिनबर्ग	edinburgh	PROPN;NOM;MASC;SG;3	PROPN
युवाओं	pemuda	युवा	pemuda	N;ACC;MASC;PL;3	N;SG
सोलह	sixteen	सोलह	sixteen	NUM	PROPN
मलय	malaysia	मलय	malaysia	PROPN;NOM;MASC;SG;3	PROPN
मलय	malay	मलय	malay	PROPN;NOM;MASC;SG;3	PROPN
मलय	melayu	मलय	melayu	PROPN;NOM;MASC;SG;3	PROPN;SG
डिज़्नी	disney	डिज़्नी	disney	PROPN;NOM;MASC;SG;3	PROPN
गोलाकार	bulat	गोलाकार	bulat	N;NOM;MASC;SG;3	PROPN;SG
गोलाकार	round	गोलाकार	round	N;NOM;MASC;SG;3	PROPN
गोलाकार	melingkar	गोलाकार	menlingkar	N;NOM;MASC;SG;3	;ACT
सिकंदर	sikander	सिकंदर	sikander	PROPN;NOM;MASC;SG;3	
सिकंदर	alexander	सिकंदर	alexander	PROPN;NOM;MASC;SG;3	PROPN
टोक्यो	tokyo	टोक्यो	tokyo	PROPN;NOM;MASC;SG;3	PROPN
प्रभाकर	prabhakar	प्रभा	prabhakar	PROPN;NOM;MASC;SG;3	PROPN
भाग्य	fortune	भाग्य	fortune	N;NOM;MASC;SG;3	PROPN
भाग्य	destiny	भाग्य	destiny	N;NOM;MASC;SG;3	PROPN
भाग्य	beruntung	भाग्य	beruntung	N;NOM;MASC;SG;3	ADJ;SG
भाग्य	luck	भाग्य	luck	N;NOM;MASC;SG;3	PROPN
बैल	bull	बैल	bull	N;NOM;MASC;SG;3	PROPN
नर्मदा	narmada	नर्मदा	narmada	PROPN;NOM;FEM;SG;3	PROPN
मारिया	maria	मारिया	maria	PROPN;NOM;MASC;SG;3	PROPN
स्वीकार्य	swat	स्वीकार्य	swat		PROPN
स्वीकार्य	diterima	स्वीकार्य	diterima		V;SG;PASS
कीबोर्ड	keyboard	कीबोर्ड	keyboard	N;NOM;MASC;SG;3	PROPN
दिनांक	tgl	दिनांक	tgl	N;NOM;FEM;SG;3	PROPN
तेलंगाना	telangana	तेलंगाना	telangana	PROPN;NOM;MASC;SG;3	N;SG
योगी	yogi	योगी	yogi		PROPN
भीष्म	bhishma	भीष्म	bhishma	PROPN;NOM;MASC;SG;3	PROPN
गुट	clique	गुट	clique	N;NOM;MASC;SG;3	PROPN
रोज़	rose	रोज़	rose		PROPN
रोज़	mawar	रोज़	mawar		N;SG
रोज़	harian	रोज़	harian		N;SG
रोज़	daily	रोज़	daily		PROPN
आर्मी	army	आर्मी	army	N;NOM;FEM;SG;3	PROPN
ब्लेक	blues	ब्लेक	blues	PROPN;NOM;MASC;SG;3	PROPN
ब्लेक	blake	ब्लेक	blake	PROPN;NOM;MASC;SG;3	PROPN
गर्भवती	hamil	गर्भवती	hamil	ADJ;NOM	PROPN;SG
सोशल	social	सोशल	social		PROPN
सोशल	sosial	सोशल	sosial		N;SG
खरीदा	dibeli	खरीद	dibeli	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
खरीदा	dibeli	खरीद	dibeli	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
विवादों	sengketa	विवाद	sengketa	N;ACC;MASC;PL;3	N;SG
विवादों	perselisihan	विवाद	perselisihan	N;ACC;MASC;PL;3	N;SG
विवादों	persengketaan	विवाद	persengketaan	N;ACC;MASC;PL;3	N;SG
लीड्स	leeds	लीड्स	leeds	N;NOM;MASC;SG;3	PROPN
मुद्रण	mencetak	मुद्रण	mencetak	N;NOM;MASC;SG;3	V;SG;ACT
मुद्रण	cetak	मुद्रण	cetak	N;NOM;MASC;SG;3	PROPN;SG;ACT
सूट	suit	सूट	suit	N;NOM;MASC;SG;3	PROPN
हिंद	hind	हिंद	hind	PROPN;NOM;MASC;SG;3	PROPN
सैयद	syed	सैयद	syed	PROPN;NOM;MASC;SG;3	PROPN
शान	shan	शान	shan		PROPN
प्रविष्ट	mengganggu	प्रविष्ट	menganggu	N;NOM;MASC;SG;3	V;SG;ACT
प्रविष्ट	menyela	प्रविष्ट	mensela	N;NOM;MASC;SG;3	
प्रविष्ट	insert	प्रविष्ट	insert	N;NOM;MASC;SG;3	PROPN
प्रविष्ट	masukkan	प्रविष्ट	masukkan	N;NOM;MASC;SG;3	V;SG;ACT
प्रविष्ट	sisipkan	प्रविष्ट	sisipkan	N;NOM;MASC;SG;3	V;SG;ACT
प्रविष्ट	menyisipkan	प्रविष्ट	mensisipkan	N;NOM;MASC;SG;3	V;SG;ACT
कौटिल्य	kautilya	कौटिल्य	kautilya	PROPN;NOM;MASC;SG;3	N
वुड्स	woods	वुड्स	woods	PROPN;NOM;MASC;SG;3	PROPN
वुड्स	hutan	वुड्स	hutan	PROPN;NOM;MASC;SG;3	N;SG
बर्फ़	salju	बर्फ़	salju	N;NOM;FEM;SG;3	PROPN;SG
बर्फ़	snow	बर्फ़	snow	N;NOM;FEM;SG;3	PROPN
बर्फ़	ice	बर्फ़	ice	N;NOM;FEM;SG;3	PROPN
बर्फ़	es	बर्फ़	es	N;NOM;FEM;SG;3	PROPN;SG
मरुस्थल	desert	मरुस्थल	desert	N;NOM;MASC;SG;3	PROPN
विवादित	disengketakan	विवादित	disengketakan	ADJ	V;SG;PASS
विवादित	sengketa	विवादित	sengketa	ADJ	N;SG
विवादित	kontroversial	विवादित	kontroversial	ADJ	N;SG
बिल्डिंग	building	बिल्डिंग	building	N;NOM;FEM;SG;3	PROPN
बिल्डिंग	membangun	बिल्डिंग	menbangun	N;NOM;FEM;SG;3	V;SG;ACT
क्रमिक	berangsur	क्रमिक	berangsur		V;SG;ACT
क्रमिक	bertahap	क्रमिक	bertahap		V;SG;ACT
बर्मी	burma	बर्मी	burma		PROPN
बर्मी	birma	बर्मी	birma		PROPN
बर्मी	myanmar	बर्मी	myanmar		PROPN
ट्रक	truck	ट्रक	truck	N;NOM;MASC;SG;3	PROPN
ट्रक	truck	ट्रक	truck	N;NOM;MASC;SG;3	PROPN
डीन	dean	डीन	dean	N;NOM;MASC;SG;3	PROPN
फर्श	floor	फर्श	floor	N;NOM;MASC;SG;3	PROPN
ग्राउंड	ground	ग्राउंड	ground	N;NOM;MASC;SG;3	PROPN
मोती	moti	मोती	moti		PROPN
मोती	perl	मोती	perl		PROPN
मोती	pearl	मोती	pearl		PROPN
मोती	mutiara	मोती	mutiara		N;SG
मोती	mutiara	मोती	mutiara		N;SG
यूरो	euro	यूरो	euro	PROPN;NOM;MASC;SG;3	N
लिटिल	little	लिटिल	little		PROPN
लिटिल	kecil	लिटिल	kecil		ADJ;SG
लिटिल	sedikit	लिटिल	sedikit		ADV;SG
लिटिल	beraktifitas	लिटिल	beraktifitas		V;SG;ACT
परिपक्व	dewasa	परिपक्व	dewasa		ADJ;SG
परिपक्व	matang	परिपक्व	matang		ADJ;SG
उष्ण	tropical	उष्ण	tropical	N;NOM;MASC;SG;3	PROPN
हरित	green	हरित	green	PROPN;NOM;MASC;SG;3	PROPN
हरित	hijau	हरित	hijau	PROPN;NOM;MASC;SG;3	ADJ;SG
लेडी	nona	लेडी	nona	PROPN;NOM;FEM;SG;3	
लेडी	nyonya	लेडी	nyonya	PROPN;NOM;FEM;SG;3	N
लेडी	lady	लेडी	lady	PROPN;NOM;FEM;SG;3	PROPN
कॉर्पोरेशन	corporation	कॉर्पोरेशन	corporation	N;NOM;MASC;SG;3	PROPN
दया	kasihan	दया	kasihan		N
दया	mercy	दया	mercy		PROPN
दया	rahmat	दया	rahmat		N;SG
दया	grasi	दया	grasi		N;SG
दया	kebaikan	दया	kebaikan		N;SG
टेक्स्ट	sms	टेक्स्ट	sms	N;NOM;MASC;SG;3	PROPN
इंद्र	indra	इंद्र	indra	PROPN;NOM;MASC;SG;3	PROPN;SG
कांगो	kongo	कांगो	kongo	PROPN;NOM;MASC;SG;3	PROPN
कांगो	ekuador	कांगो	ekuador	PROPN;NOM;MASC;SG;3	PROPN;SG
आशीर्वाद	blessing	आशीर्वाद	blessing	N;NOM;MASC;SG;3	PROPN
आशीर्वाद	berkat	आशीर्वाद	berkat	N;NOM;MASC;SG;3	CONJ
मनोहर	manohar	मनोहर	manohar	PROPN;NOM;MASC;SG;3	PROPN
ओजोन	ozone	ओजोन	ozone	N;NOM;MASC;SG;3	PROPN
ओजोन	ozon	ओजोन	ozon	N;NOM;MASC;SG;3	PROPN
ग्रिड	grid	ग्रिड	grid	N;NOM;MASC;SG;3	PROPN
ग्रिड	kisi	ग्रिड	kisi	N;NOM;MASC;SG;3	PROPN
ग्रिड	kisi	ग्रिड	kisi	N;NOM;MASC;SG;3	PROPN
ग्रिड	grid	ग्रिड	grid	N;NOM;MASC;SG;3	PROPN
सुप्रीम	supreme	सुप्रीम	supreme	PROPN;NOM;MASC;SG;3	PROPN
सुप्रीम	agung	सुप्रीम	agung	PROPN;NOM;MASC;SG;3	ADJ;SG
अनन्त	infinite	अनन्त	infinite		PROPN;SG
अनन्त	eternal	अनन्त	eternal		PROPN
मॉल	malls	मॉल	malls	N;NOM;MASC;SG;3	PROPN
यूनेस्को	unesco	यूनेस्को	unesco	PROPN;NOM;MASC;SG;3	N
सामरिक	strategis	सामरिक	strategis	ADJ;NOM	N;SG
लास	las	लास	las	PROPN;NOM;MASC;SG;3	PROPN
त्रिपुरा	tripura	त्रिपुरा	tripura	PROPN;NOM;MASC;SG;3	N
आस्ट्रिया	austria	आस्ट्रिया	austria	PROPN;NOM;MASC;SG;3	PROPN
आस्ट्रिया	austria	आस्ट्रिया	austria	PROPN;NOM;MASC;SG;3	PROPN
निर्वाण	nirvana	निर्वाण	nirvana	N;NOM;MASC;SG;3	PROPN
रिपब्लिकन	republik	रिपब्लिकन	republik	PROPN;NOM;MASC;SG;3	N
बगैर	tanpa	बगैर	tanpa	PART	ADP
सपना	dream	सपना	dream	N;NOM;MASC;SG;3	PROPN
वेन	wayne	वेन	wayne	PROPN;NOM;MASC;SG;3	PROPN
विचित्र	aneh	विचित्र	aneh	PROPN;NOM;MASC;SG;3	ADJ;SG
विद्रोही	rebel	विद्रोही	rebel	N;NOM;MASC;SG;3	PROPN
आलोक	alok	आलोक	alok	PROPN;NOM;MASC;SG;3	PROPN
नायर	nair	नायर	nair	PROPN;NOM;MASC;SG;3	PROPN
बैठा	sab	बैठ	sab	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
बैठा	sabtu	बैठ	sabtu	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
बैठा	sat	बैठ	sat	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
चन्द्रगुप्त	chandragupta	चन्द्रगुप्त	chandragupta	PROPN;NOM;MASC;SG;3	N
परमेश्वर	god	परमेश्वर	god	N;NOM;MASC;SG;3	PROPN
परमेश्वर	allah	परमेश्वर	allah	N;NOM;MASC;SG;3	PROPN;SG
स्टर्लिंग	sterling	स्टर्लिंग	sterling	N;NOM;FEM;SG;3	PROPN
स्टर्लिंग	stirling	स्टर्लिंग	stirling	N;NOM;FEM;SG;3	PROPN
फीफा	fifa	फीफा	fifa	PROPN;NOM;FEM;SG;3	N
चुनी	dipilih	चुन	dipilih	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;PASS
