של	shel	של	shel	PART;GEN	N
קפלן	kaplan	קפלן	kaplan	PROPN	N;MASC;SG
נהרס	distrutti	נהרס	distruggere	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נהרס	distrutte	נהרס	distruggere	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נהרס	rovinati	נהרס	rovinare	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נהרס	rovinate	נהרס	rovinare	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
סיכום	riassunto	סיכום	riassunto	N;MASC;SG	ADJ;MASC;SG
סיכום	sommario	סיכום	sommario	N;MASC;SG	ADJ;MASC;SG
מעורבת	coinvolta	מעורב	coinvolgere	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
מעורבת	coinvolto	מעורב	coinvolgere	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
מעורבת	coinvolti	מעורב	coinvolgere	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
מרגרט	margherita	מרגרט	margherita	PROPN	N;FEM;SG
נזכר	richiamati	נזכר	richiamare	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
יעילות	efficienti	יעילות	efficiente	N;FEM;SG	ADJ;PL
יעילות	efficiente	יעילות	efficiente	N;FEM;SG	ADJ;SG
יעילות	efficace	יעילות	efficace	N;FEM;SG	ADJ;SG
יעילות	efficaci	יעילות	efficace	N;FEM;SG	ADJ;PL
המנהיג	leader	המנהיג	leader	PROPN	N
הסרת	rimuove	הסרה	rimuovere	N;PSSD;FEM;SG	V;IND;SG;3;PRS;FIN
הסרת	rimuovere	הסרה	rimuovere	N;PSSD;FEM;SG	V;NFIN
הסרת	rimuovi	הסרה	rimuovere	N;PSSD;FEM;SG	V;IND;SG;2;PRS;FIN
המנצח	vincitore	המנצח	vincitore	PROPN	N;MASC;SG
המנצח	vincitrice	המנצח	vincitore	PROPN	ADJ;FEM;SG
המנצח	vincente	המנצח	vincente	PROPN	ADJ;SG
פוטנציאל	potenziale	פוטנציאל	potenziale	N;MASC;SG	ADJ;SG
מתים	morta	מת	morire	N;MASC;PL	V;FEM;SG;PST;V.PTCP
מתים	morto	מת	morire	N;MASC;PL	V;MASC;SG;PST;V.PTCP
שומרי	guardiani	שומר	guardiano	PROPN	N;MASC;PL
שומרי	custodi	שומר	custode	PROPN	N;MASC;PL
שייכת	appartenevano	שייך	appartenere	ADJ;FEM;SG	V;IND;PL;3;IPFV;FIN
שייכת	appartenuto	שייך	appartenere	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
שייכת	apparteneva	שייך	appartenere	ADJ;FEM;SG	V;IND;SG;3;IPFV;FIN
שייכת	appartiene	שייך	appartenere	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
שייכת	appartenere	שייך	appartenere	ADJ;FEM;SG	V;NFIN
שייכת	appartengono	שייך	appartenere	ADJ;FEM;SG	V;IND;PL;3;PRS;FIN
לחסום	blocco	חסם	blocco	V;NFIN;ACT	N;MASC;SG
לחסום	block	חסם	block	V;NFIN;ACT	N
חודשי	mensilmente	חודש	mensilmente	PROPN	ADV
חודשי	mensile	חודש	mensile	PROPN	ADJ;SG
חודשי	mesi	חודש	mese	PROPN	N;MASC;PL
פראג	praga	פראג	praga	PROPN	N;FEM;SG
מוצלחת	riuscita	הוצלח	riuscire	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
מוצלחת	riuscito	הוצלח	riuscire	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
שטראוס	strauss	שטראוס	strauss	PROPN	N;MASC;SG
אנתוני	anthony	אנתוני	anthony	PROPN	N;MASC
אנתוני	antonio	אנתוני	antonio	PROPN	N;MASC;SG
אביר	cavaliere	אביר	cavaliere	PROPN	N;MASC;SG
אביר	cavalieri	אביר	cavaliere	PROPN	N;MASC;PL
אלפא	alpha	אלפא	alpha	PROPN	N
אלפא	alfa	אלפא	alfa	PROPN	N;FEM;SG
הטקס	cerimonia	הטקס	cerimonia		N;FEM;SG
זרוע	armare	זרוע	armare	N;FEM;SG	V;NFIN
דבורה	deborah	דבורה	deborah	PROPN	N;FEM;SG
דבורה	bee	דבורה	bee	PROPN	N
דבורה	ape	דבורה	ape	PROPN	N;FEM;SG
מקורי	original	מקורי	original	ADJ;MASC;SG	N;SG
מקורי	originali	מקורי	originale	ADJ;MASC;SG	N;MASC;PL
אולימפיים	olimpionici	אולימפי	olimpionico	ADJ;MASC;PL	N;MASC;PL
קש	cannuccia	קש	cannuccia		N;FEM;SG
קש	paglia	קש	paglia		N;FEM;SG
הפרה	violazioni	הפרה	violazione	N;FEM;SG	N;FEM;PL
הלייבור	manodopera	הלייבור	manodopera	PROPN	N;FEM;SG
עיתונות	premere	עיתונות	premere	N;FEM;SG	V;NFIN
עיתונות	premi	עיתונות	premio	N;FEM;SG	N;MASC;PL
יורד	discendente	ירד	discendente	V;MASC;SG;V.PTCP;ACT	N;SG
יורד	decrescente	ירד	decrescente	V;MASC;SG;V.PTCP;ACT	ADJ;SG
תצוגה	visualizza	תצוגה	visualizzare	N;FEM;SG	V;IND;SG;3;PRS;FIN
סרגיי	sergei	סרגיי	sergere	PROPN	N;MASC;SG
סרגיי	sergej	סרגיי	sergej	PROPN	N;MASC;SG
סרגיי	sergej	סרגיי	sergej	PROPN	N;MASC;SG
שחייה	nuotare	שחייה	nuotare	N;FEM;SG	V;NFIN
באיכות	qualità	באיכות	qualità		N;FEM
פלורידה	florida	פלורידה	florido	PROPN	N;FEM;SG
אספקה	rifornimenti	אספקה	rifornimento	N;FEM;SG	N;MASC;PL
אספקה	forniture	אספקה	fornitura	N;FEM;SG	N;FEM;PL
אספקה	provviste	אספקה	provvedere	N;FEM;SG	N;FEM;PL
אספקה	disposizioni	אספקה	disposizione	N;FEM;SG	N;FEM;PL
אספקה	accantonamenti	אספקה	accantonamento	N;FEM;SG	N;MASC;PL
חיידקים	batterica	חיידק	batterico	N;MASC;PL	N;FEM;SG
חיידקים	batterio	חיידק	batterio	N;MASC;PL	N;MASC;SG
צילומי	fotografica	צילום	fotografico	PROPN	ADJ;FEM;SG
זקן	antico	זקן	antico		ADJ;MASC;SG
זקן	old	זקן	old		N
זקן	vecchi	זקן	vecchio		ADJ;MASC;PL
זקן	vecchio	זקן	vecchio		ADJ;MASC;SG
זקן	vecchia	זקן	vecchio		ADJ;FEM;SG
זקן	barba	זקן	barba		N;FEM;SG
מיל	frantoio	מיל	frantoio	PROPN	N;MASC;SG
מיל	mulino	מיל	mulino	PROPN	N;MASC;SG
מיל	mill	מיל	mill	PROPN	N
מיל	mil	מיל	mila	PROPN	N;SG
יתכן	possibilmente	יתכן	possibilmente	V;SG;3;FUT	ADV
הושפע	influenzati	הושפע	influenzare	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הושפע	colpite	הושפע	colpire	V;MASC;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
המאפשרת	permettendo	המאפשר	permettere	PROPN	V;V.MSDR
המאפשרת	abilitare	המאפשר	abilitare	PROPN	V;NFIN
המאפשרת	permettendo	המאפשר	permettere	PROPN	V;V.MSDR
אופנה	moda	אופנה	moda	PROPN	N;FEM;SG
הורדוס	erode	הורדוס	erode	PROPN	N;MASC;SG
מצבה	lapide	ציבה	lapide		N;FEM;SG
מצבה	lapide	ציבה	lapide		N;FEM;SG
התפרצות	eruzioni	התפרצות	eruzione	N;FEM;SG	N;FEM;PL
ראויה	meritate	ראוי	meritare	ADJ;FEM;SG	V;IND;PL;2;PRS;FIN
ראויה	meritano	ראוי	meritare	ADJ;FEM;SG	V;IND;PL;3;PRS;FIN
ראויה	meriti	ראוי	merito	ADJ;FEM;SG	N;MASC;PL
ראויה	degni	ראוי	degno	ADJ;FEM;SG	ADJ;MASC;PL
ראויה	meritevoli	ראוי	meritevole	ADJ;FEM;SG	ADJ;PL
יערות	foresta	עירה	foresta	N;MASC;PL	N;FEM;SG
טוקיו	tokio	טוקיו	tokio	PROPN	N;MASC;SG
טוקיו	tokyo	טוקיו	tokyo	PROPN	N;MASC
ילדות	infanzia	ילד	infanzia	N;FEM;PL	N;FEM;SG
חזון	visionario	חזון	visionario		ADJ;MASC;SG
חזון	visione	חזון	visione		N;FEM;SG
חזון	vision	חזון	vision		N
מובהק	distinti	מובהק	distinto	ADJ;MASC;SG	ADJ;MASC;PL
מובהק	distinto	מובהק	distinguere	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
מעץ	legno	מעץ	legno		N;MASC;SG
רום	rom	רום	rom	PROPN	N
רום	rum	רום	rum	PROPN	N;MASC
מפיץ	distributore	מפיץ	distributore	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מפיץ	distributori	מפיץ	distributore	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
הושלמה	completati	הושלם	completare	V;FEM;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
סודאן	sudan	סודאן	sudan	PROPN	N;MASC
האופוזיציה	opposizione	האופוזיציה	opposizione	PROPN	N;FEM;SG
האופוזיציה	opposizioni	האופוזיציה	opposizione	PROPN	N;FEM;PL
לאחור	schiena	לאחור	schiena	ADV	N;FEM;SG
לאחור	ritorno	לאחור	ritorno	ADV	N;MASC;SG
לאחור	back	לאחור	back	ADV	N
מלכות	regine	מלכה	regine		N;FEM;PL
מלכות	queens	מלכה	queens		NUM
בלט	balletti	בלט	balletto		N;MASC;PL
בלט	balletto	בלט	balletto		N;MASC;SG
שרדו	sopravvissuto	שרד	sopravvissuto	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
שרדו	sopravvisse	שרד	sopravvivere	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN
שרדו	sopravvissuta	שרד	sopravvissuto	V;PL;3;PST;ACT	V;FEM;SG;PST;V.PTCP
אנדרה	andre	אנדרה	andare	PROPN	N;MASC;SG
אנדרה	andrè	אנדרה	andare	PROPN	N
אנדרה	andré	אנדרה	andré	PROPN	N;SG
אנדרה	andrè	אנדרה	andare	PROPN	N
אנדרה	andré	אנדרה	andré	PROPN	N;SG
חור	foro	חור	foro		N;MASC;SG
חור	buco	חור	buco		N;MASC;SG
חור	buca	חור	buca		N;FEM;SG
חור	hole	חור	hole		N
מדרגות	scalinata	מדרגה	scalinata	N;FEM;PL	N;FEM;SG
רושם	impressioni	רושם	impressione	N;MASC;SG	N;FEM;PL
מסמל	simboleggia	מסמל	simboleggiare		V;IND;SG;3;PRS;FIN
מחולקת	divisi	חולק	dividere	V;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
מחולקת	divise	חולק	divisa	V;FEM;SG;V.PTCP;PASS	N;FEM;PL
מחולקת	suddivisi	חולק	suddividere	V;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
קופר	cooper	קופר	coopere	PROPN	N;MASC
שואל	chiede	שאל	chiedere	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
פוגש	incontra	פגש	incontrare	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
תפס	afferrato	תפס	afferrare	PROPN	V;MASC;SG;PST;V.PTCP
תפס	catturato	תפס	catturare	PROPN	V;MASC;SG;PST;V.PTCP
תפס	sequestrati	תפס	sequestrare	PROPN	V;MASC;PL;PST;V.PTCP
תפס	sequestrato	תפס	sequestrare	PROPN	V;MASC;SG;PST;V.PTCP
תפס	sequestrata	תפס	sequestrare	PROPN	V;FEM;SG;PST;V.PTCP
נסיכות	principato	נסיכה	principare	PROPN	N;MASC;SG
נסיכות	principesse	נסיכה	principesse	PROPN	N;FEM;PL
האוסטרלי	australiana	האוסטרלי	australiano	PROPN	ADJ;FEM;SG
האוסטרלי	australiani	האוסטרלי	australiano	PROPN	N;MASC;PL
האוסטרלי	australiano	האוסטרלי	australiano	PROPN	ADJ;MASC;SG
האוסטרלי	australian	האוסטרלי	australiano	PROPN	N;FEM
נדירים	rara	נדיר	raro	ADJ;MASC;PL	ADJ;FEM;SG
נדירים	raro	נדיר	raro	ADJ;MASC;PL	ADJ;MASC;SG
הוט	caldo	הוט	caldo		ADJ;MASC;SG
הוט	hot	הוט	hot		N
הוט	bollente	הוט	bollente		ADJ;SG
מייצגת	rappresenta	ייצג	rappresentare	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
יציב	steady	יציב	steady	ADJ;MASC;SG	N
יציב	stable	יציב	stabla	ADJ;MASC;SG	N;FEM;SG
יציב	stabili	יציב	stabile	ADJ;MASC;SG	ADJ;PL
יציב	stalla	יציב	stalla	ADJ;MASC;SG	N;FEM;SG
ההולנדי	neerlandese	ההולנד	neerlandese	PROPN	ADJ;SG
ההולנדי	olandesi	ההולנד	olandese	PROPN	N;PL
ההולנדי	olandese	ההולנד	olandese	PROPN	ADJ;SG
ההולנדי	dutch	ההולנד	dutch	PROPN	N
מיידית	immediati	מיידי	immediato	ADV	ADJ;MASC;PL
מיידית	immediata	מיידי	immediato	ADV	ADJ;FEM;SG
מיידית	immediato	מיידי	immediato	ADV	ADJ;MASC;SG
מיידית	immediate	מיידי	immediato	ADV	ADJ;FEM;PL
דיוויד	davide	דיוויד	davide	PROPN	N;SG
וסט	occidentale	וסט	occidentale	PROPN	ADJ;SG
וסט	west	וסט	west	PROPN	N;MASC
וסט	ovest	וסט	ovest	PROPN	N;MASC;SG
וסט	occidente	וסט	occidente	PROPN	N;SG
וסט	giubbotto	וסט	giubbotto	PROPN	N;MASC;SG
וסט	gilet	וסט	gilet	PROPN	N;MASC
מכירה	vendite	מכירה	vendita	N;FEM;SG	N;FEM;PL
מרכיבים	ingredienti	הרכיב	ingrediente	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
חיוביות	positivo	חיובי	positivo	ADJ;FEM;PL	ADJ;MASC;SG
חיוביות	positiva	חיובי	positivo	ADJ;FEM;PL	ADJ;FEM;SG
חיוביות	positività	חיובי	positività	ADJ;FEM;PL	N;FEM
פשוטים	simple	פשוט	simple	ADJ;MASC;PL	N;MASC
פשוטים	semplice	פשוט	semplice	ADJ;MASC;PL	ADJ;SG
קליפ	clip	קליפ	clip	PROPN	N;FEM
קן	ken	קן	ken	PROPN	N;MASC;SG
קן	nidi	קן	nido	PROPN	N;MASC;PL
קן	nido	קן	nido	PROPN	N;MASC;SG
חסות	sponsorizzato	חסות	sponsorizzato	N;FEM;SG	V;MASC;SG;PST;V.PTCP
חסות	sponsorizzati	חסות	sponsorizzato	N;FEM;SG	V;MASC;PL;PST;V.PTCP
חסות	sponsorizzata	חסות	sponsorizzato	N;FEM;SG	V;FEM;SG;PST;V.PTCP
חסות	patrocinato	חסות	patrocinare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
נעלם	gone	נעלם	gona	V;MASC;SG;MID	N
נעלם	spariti	נעלם	sparire	V;MASC;SG;MID	V;MASC;PL;PST;V.PTCP
נעלם	scomparsi	נעלם	scomparso	V;MASC;SG;MID	V;MASC;PL;PST;V.PTCP
נעלם	scomparve	נעלם	scomparve	V;MASC;SG;MID	V;IND;SG;3;PST;FIN
בישול	cucinare	בישול	cucinare	N;MASC;SG	V;NFIN
אוליבר	oliver	אוליבר	oliver	PROPN	N;FEM;SG
ירח	luna	ירח	luna	PROPN	N;FEM;SG
ירח	moon	ירח	moon	PROPN	N
דקה	minute	דקה	minuto	N;FEM;SG	N;FEM;PL
גרעינית	nucleari	גרעיני	nucleare	ADV	N;PL
גרעינית	nucleare	גרעיני	nucleare	ADV	ADJ;SG
שייכים	appartenere	שייך	appartenere	ADJ;MASC;PL	V;NFIN
שייכים	appartengono	שייך	appartenere	ADJ;MASC;PL	V;IND;PL;3;PRS;FIN
הבת	figlia	הבת	figlia		N;FEM;SG
זקוק	bisogno	None	bisogno	ADJ;MASC;SG	N;MASC;SG
זקוק	necessità	None	necessità	ADJ;MASC;SG	N;FEM
נמכרו	venduto	נמכר	vendere	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
נמכרו	venduta	נמכר	vendere	V;PL;3;PST;MID	V;FEM;SG;PST;V.PTCP
אירו	euro	אירו	euro	PROPN	N;MASC
אירו	euros	אירו	euros	PROPN	N
אירו	euro	אירו	euro	PROPN	N;MASC
עתיקות	antico	עתיקות	antico		ADJ;MASC;SG
עתיקות	antiche	עתיקות	antico		ADJ;FEM;PL
עתיקות	antichi	עתיקות	antico		ADJ;MASC;PL
עתיקות	antica	עתיקות	antico		ADJ;FEM;SG
עתיקות	antichità	עתיקות	antichità		N;FEM
עתיקות	antiquariato	עתיקות	antiquariato		N;MASC;SG
עתיקות	antichità	עתיקות	antichità		N;FEM
בחסות	sponsorizzato	בחסות	sponsorizzato		V;MASC;SG;PST;V.PTCP
בחסות	sponsorizzati	בחסות	sponsorizzato		V;MASC;PL;PST;V.PTCP
בחסות	sponsorizzata	בחסות	sponsorizzato		V;FEM;SG;PST;V.PTCP
בחסות	patrocinato	בחסות	patrocinare		V;MASC;SG;PST;V.PTCP
נוזל	liquido	נוזל	liquido	N;MASC;SG	ADJ;MASC;SG
נוזל	fluido	נוזל	fluido	N;MASC;SG	ADJ;MASC;SG
נוזל	fluidi	נוזל	fluidere	N;MASC;SG	N;MASC;PL
נוזל	liquido	נוזל	liquido	N;MASC;SG	ADJ;MASC;SG
נוזל	liquida	נוזל	liquido	N;MASC;SG	ADJ;FEM;SG
נוזל	liquidi	נוזל	liquido	N;MASC;SG	ADJ;MASC;PL
הטבלה	battesimo	הטבלה	battesimo	PROPN	N;MASC;SG
לאומיות	nazionalismo	לאומיות	nazionalismo	N;FEM;PL	N;MASC;SG
לאומיות	nazionalista	לאומיות	nazionalista	N;FEM;PL	N;SG
נפלה	caduta	נפל	cadere	N;FEM;SG	V;FEM;SG;PST;V.PTCP
נפלה	caduto	נפל	cadere	N;FEM;SG	V;MASC;SG;PST;V.PTCP
נפלה	cadde	נפל	cadde	N;FEM;SG	V;IND;SG;3;PST;FIN
חילופי	scambi	חילופי	scambio	ADJ;MASC;PL	N;MASC;PL
הצאר	zar	הצאר	zar	PROPN	N;MASC;SG
הועלו	caricato	הועלה	caricato	V;PL;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הועלו	caricata	הועלה	caricare	V;PL;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הזוכה	vincitore	הזוך	vincitore	ADV	N;MASC;SG
הזוכה	vincitrice	הזוך	vincitore	ADV	ADJ;FEM;SG
הזוכה	vincente	הזוך	vincente	ADV	ADJ;SG
קפריסין	cipro	קפריסין	cipro	PROPN	N;MASC;SG
מלכה	regina	מלכה	regina	PROPN	N;FEM;SG
מלכה	queen	מלכה	queen	PROPN	ADJ;SG
מלכה	malka	מלכה	malko	PROPN	ADJ;SG
מחודש	rinnovate	מחודש	rinnovare	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מחודש	rinnovati	מחודש	rinnovare	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
צבר	guadagnato	צבר	guadagnare	N;MASC;SG	V;MASC;SG;PST;V.PTCP
חרף	nonostante	None	nonostante		ADV
חרף	malgrado	None	malgrado		ADV
אפי	effie	אפי	effiere		N;FEM;SG
אפי	epica	אפי	epica		ADJ;FEM;SG
אפי	epic	אפי	epic		N
אפי	epico	אפי	epico		ADJ;MASC;SG
רובינשטיין	rubenstein	רובינשטיין	rubenstein	PROPN	ADJ;PL
רובינשטיין	rubinstein	רובינשטיין	rubinstein	PROPN	N;FEM;SG
שלילית	negativi	שלילי	negativo	ADV	ADJ;MASC;PL
שלילית	negativa	שלילי	negativo	ADV	ADJ;FEM;SG
שלילית	negative	שלילי	negativo	ADV	ADJ;FEM;PL
שלילית	negativo	שלילי	negativo	ADV	ADJ;MASC;SG
נר	candele	נר	candela		N;FEM;PL
נר	candela	נר	candela		N;FEM;SG
נר	ner	נר	ner		N;SG
ניק	nick	ניק	nick		N
צלזיוס	celsius	צלזיוס	celsius	PROPN	N;MASC;PL
צלזיוס	centigradi	צלזיוס	centigradio	PROPN	N;MASC;PL
נושאת	carrier	נשא	carrier	V;FEM;SG;V.PTCP;ACT	N;MASC
נושאת	portaerei	נשא	portare	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
נושאת	vettore	נשא	vettore	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
כנף	alare	כנף	alare		N;MASC;SG
כנף	wing	כנף	wing		N
כנף	ala	כנף	ala		N;FEM;SG
פחד	paure	פחד	paura	N;MASC;SG	N;FEM;PL
גורן	goren	גורן	goren	PROPN	ADJ;SG
חלום	sogna	חלום	sognare	N;MASC;SG	V;IND;SG;3;PRS;FIN
חלום	sognare	חלום	sognare	N;MASC;SG	V;NFIN
חלום	sogni	חלום	sogno	N;MASC;SG	N;MASC;PL
אקדמי	accademici	אקדמי	accademico	ADJ;MASC;SG	N;MASC;PL
רובי	rubino	רובה	rubino	PROPN	ADJ;MASC;SG
רובי	ruby	רובה	ruby	PROPN	N;MASC
רובי	robbie	רובה	robbie	PROPN	N;FEM;SG
מעולה	bravissimo	מעולה	bravo		ADJ;AB;MASC;SG
מעולה	grande	מעולה	grande		ADJ;SG
מעולה	grandi	מעולה	grande		ADJ;PL
מעולה	ottimo	מעולה	ottimo		ADJ;MASC;SG
מעולה	bravissima	מעולה	bravo		ADJ;AB;FEM;SG
מעולה	ottime	מעולה	ottimo		ADJ;FEM;PL
מעולה	eccellente	מעולה	eccellente		ADJ;SG
מעולה	ottimo	מעולה	ottimo		ADJ;MASC;SG
מעולה	eccellenti	מעולה	eccellente		ADJ;PL
מרקו	marko	מרק	marko	PROPN	N;MASC;SG
מרקו	marco	מרק	marco	PROPN	N;MASC;SG
ברברה	barbara	ברבר	barbara	PROPN	N;FEM;SG
פרה	mucca	פרה	mucca		N;FEM;SG
פרה	vacca	פרה	vacca		N;FEM;SG
מיקרוסופט	microsoft	מיקרוסופט	microsoft	PROPN	N;MASC
האמין	credeva	האמין	credere	V;MASC;SG;3;PST;ACT	V;IND;SG;3;IPFV;FIN
אוגוסטוס	augusto	אוגוסטוס	augusto	PROPN	N;MASC;SG
אוגוסטוס	augustus	אוגוסטוס	augustus	PROPN	N;MASC
יורה	sparatutto	יורה	sparatutto	PROPN	N;MASC;SG
יורה	tiratore	יורה	tiratore	PROPN	N;MASC;SG
יורה	cecchino	יורה	cecchino	PROPN	N;MASC;SG
הקדיש	dedicati	הקדיש	dedicare	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
הקדיש	dedicate	הקדיש	dedicare	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
אקראי	random	אקראי	random	ADJ;MASC;SG	N;MASC
אקראי	casualità	אקראי	casualità	ADJ;MASC;SG	N;FEM
אקראי	casuali	אקראי	casuale	ADJ;MASC;SG	ADJ;PL
קלאסי	classici	קלאסי	classico	ADJ;MASC;SG	ADJ;MASC;PL
קלאסי	classic	קלאסי	classic	ADJ;MASC;SG	N
קלאסי	classiche	קלאסי	classico	ADJ;MASC;SG	ADJ;FEM;PL
קלאסי	classici	קלאסי	classico	ADJ;MASC;SG	ADJ;MASC;PL
התאבדות	suicide	התאבדות	suicidere	N;FEM;SG	N;FEM;PL
התאבדות	suicidi	התאבדות	suicida	N;FEM;SG	N;MASC;PL
התאבדות	suicida	התאבדות	suicidare	N;FEM;SG	V;IND;SG;3;PRS;FIN
מדויקת	precisi	מדויק	preciso	ADJ;FEM;SG	ADJ;MASC;PL
מדויקת	precisa	מדויק	precisare	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
נלסון	nelson	נלסון	nelson	PROPN	N;MASC;SG
שירו	canta	שירו	cantare		V;IND;SG;3;PRS;FIN
שירו	canti	שירו	canto		N;MASC;PL
שירו	cantare	שירו	cantare		V;NFIN
שירו	cantate	שירו	cantare		V;FEM;PL;PST;V.PTCP
שירו	sing	שירו	sing		N
שירו	cantano	שירו	cantare		V;IND;PL;3;PRS;FIN
שירו	shiro	שירו	shiro		N;MASC;SG
מחשבה	pensavi	מחשבה	pensare	N;FEM;SG	V;IND;SG;2;PRS;FIN
מחשבה	pensato	מחשבה	pensare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
ברח	sfuggito	ברח	sfuggire		V;MASC;SG;PST;V.PTCP
ברח	evaso	ברח	evadere		V;MASC;SG;PST;V.PTCP
ברח	fuggito	ברח	fuggire		V;MASC;SG;PST;V.PTCP
ברח	scappato	ברח	scappato		V;MASC;SG;PST;V.PTCP
אודי	audie	אודי	audia	PROPN	ADJ;SG
אודי	udi	אודי	udo	PROPN	N;FEM
אודי	odie	אודי	odia	PROPN	ADJ;SG
ההתנתקות	disimpegno	ההתנתקות	disimpegno	N;FEM;SG	ADJ;MASC;SG
רז	raz	רז	raz	PROPN	N
מועמדות	applicata	הועמד	applicare		V;FEM;SG;PST;V.PTCP
מועמדות	applicati	הועמד	applicare		V;MASC;PL;PST;V.PTCP
מועמדות	applicate	הועמד	applicare		V;FEM;PL;PST;V.PTCP
מועמדות	applicato	הועמד	applicare		V;MASC;SG;PST;V.PTCP
מועמדות	candidatura	הועמד	candidatura		N;FEM;SG
מועמדות	candidati	הועמד	candidato		N;MASC;PL
מועמדות	candidate	הועמד	candidato		ADJ;FEM;PL
מועמדות	nominato	הועמד	nominare		V;MASC;SG;PST;V.PTCP
מועמדות	nominata	הועמד	nominare		V;FEM;SG;PST;V.PTCP
מועמדות	designati	הועמד	designare		V;MASC;PL;PST;V.PTCP
מועמדות	designato	הועמד	designare		V;MASC;SG;PST;V.PTCP
מועמדות	nomination	הועמד	nomination		N;FEM;PL
שביל	percorso	שביל	percorso		N;MASC;SG
שביל	tracciato	שביל	tracciato		N;MASC;SG
שביל	sentiero	שביל	sentiero		N;MASC;SG
שביל	bill	שביל	bill		N
המטופל	pazienti	המטופל	paziente	PROPN	N;PL
המטופל	paziente	המטופל	paziente	PROPN	N;SG
סבסטיאן	sebastian	סבסטיאן	sebastian	PROPN	N;FEM;SG
סבסטיאן	sebastiano	סבסטיאן	sebastiano	PROPN	ADJ;MASC;SG
אלקטרונית	elettronico	אלקטרוני	elettronico	ADV	ADJ;MASC;SG
אלקטרונית	electronic	אלקטרוני	electronic	ADV	N
אלקטרונית	elettronica	אלקטרוני	elettronico	ADV	ADJ;FEM;SG
אלקטרונית	elettronici	אלקטרוני	elettronico	ADV	ADJ;MASC;PL
לאן	where	לאן	where	ADV	
אגדה	leggende	אגדה	leggenda	N;FEM;SG	N;FEM;PL
ברובו	principalmente	ברובו	principalmente		ADV
ברובו	soprattutto	ברובו	soprattutto		ADV
פרטיות	riservatezza	פרטי	riservatezza	ADJ;FEM;PL	N;FEM;SG
פרטיות	privacy	פרטי	privacy	ADJ;FEM;PL	N
ניסיתי	provò	ניסה	provare	V;SG;1;PST;ACT	V;IND;SG;3;PST;FIN
נחמד	nizza	נחמד	nizza	ADJ;MASC;SG	N;FEM;SG
פרנקפורט	francoforte	פרנקפורט	francoforte	PROPN	N;FEM;SG
פרנקפורט	frankfort	פרנקפורט	frankfort	PROPN	N;MASC
מרובה	multipli	מרובה	multiplo	ADJ;FEM;SG	ADJ;MASC;PL
מרובה	multiple	מרובה	multiplo	ADJ;FEM;SG	ADJ;FEM;PL
מרובה	multiplo	מרובה	multiplo	ADJ;FEM;SG	N;MASC;SG
נוכח	presenti	נוכח	presente		ADJ;PL
נוכח	presente	נוכח	presente		ADJ;SG
חלוץ	pionieri	חלוץ	pioniere	N;MASC;SG	N;MASC;PL
הקליט	registrate	הקליט	registrare	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
קולונל	colonnello	קולונל	colonnello	PROPN	N;MASC;SG
