right	सही	righta	सही		ADJ
moška	नर	moški	नर	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
moška	पुरूष	moški	पुरूष	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
zmožnost	काबलियत	zmožnost	काबलियत	N;NOM;FEM;SG	
harvey	घनघोर	harvey	घनघोर	N;NOM;MASC;SG	
metka	बुलेट	metek	बुलेट	ADJ;NOM;FEM;SG	
metka	गोली	metek	गोली	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
podpis	हस्ताक्षर	podpis	हस्ताक्षर	N;NOM;MASC;SG	N;NOM;MASC;PL;3
podpis	हस्ताक्षर	podpis	हस्ताक्षर	N;NOM;MASC;SG	N;NOM;MASC;PL;3
neapelj	नेपल्स	neapelj	नेपल	PROPN;NOM;MASC;SG	N;NOM;MASC;PL;3
vzorca	नमूने	vzorec	नमूना	N;NOM;MASC;SG	N;NOM;MASC;PL;3
larry	लैरी	larry	लैरी	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
obrne	turns	obrniti	turns	V;PFV;IND;SG;3;PRS;FIN	
robin	रॉबिन	robina	रॉबिन	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
robin	रोबिन	robina	रोबिन	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
lesena	लकड़ी	lesen	लकडी	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
lesena	वुड	lesen	वुड	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
lesena	लकड़ी	lesen	लकडी	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
lesena	लकडी	lesen	लकडी	ADJ;NOM;FEM;SG	
datotek	फ़ाइलें	datoteka	फााइल	N;GEN;FEM;PL	N;NOM;FEM;PL;3
datotek	फ़ाइल	datoteka	फााइल	N;GEN;FEM;PL	N;NOM;MASC;SG;3
datotek	संचिका	datoteka	संचिका	N;GEN;FEM;PL	N;NOM;FEM;SG;3
datotek	फाइलें	datoteka	फाइल	N;GEN;FEM;PL	N;NOM;FEM;PL;3
samodejno	स्वतः	samodejno	स्वतः	ADV	
samodejno	auto	samodejno	auto	ADV	
samodejno	ऑटो	samodejno	ऑटो	ADV	N;NOM;MASC;SG;3
samodejno	स्वचालित	samodejno	स्वचालित	ADV	ADJ;NOM
samodejno	स्वचलित	samodejno	स्वचलित	ADV	PROPN;NOM
samodejno	स्वचालित	samodejno	स्वचालित	ADV	ADJ;NOM
wallace	वालेस	wallace	वालेस	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
pozitivni	धनात्मक	pozitiven	धनात्मक	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
antike	प्राचीनता	antika	प्राचीनता	N;NOM;FEM;PL	N;NOM;FEM;SG;3
nedavno	हालिया	nedavno	हालिया	ADV	
nedavno	हाल	nedavno	हाल	ADV	N;NOM;MASC;SG;3
vesoljska	अंतरिक्ष	vesoljski	अंतरिक्ष	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
vesoljska	समष्टि	vesoljski	समष्टि	ADJ;NOM;FEM;SG	
vesoljska	जगह	vesoljski	जगह	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
vesoljska	स्पेस	vesoljski	स्पेस	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ricardo	रिकार्डो	ricarda	रिकार्ड	PROPN;NOM;MASC;SG	N;ACC;MASC;PL;3
slava	शोहरत	slava	शोहरत	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
slava	कीर्ति	slava	कीर्ति	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
slava	महिमा	slava	महिमा	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
sočasno	समवर्ती	sočasno	समवर्ती	ADV	PROPN;NOM;MASC;SG;3
sočasno	संयुक्त	sočasno	संयुक्त	ADV	PROPN;NOM;MASC;SG;3
sočasno	भाषांतरण	sočasno	भाषांतरण	ADV	N;NOM;MASC;SG;3
moto	motto	moto	motto	N;NOM;MASC;SG	
moto	मोटो	moto	मोटो	N;NOM;MASC;SG	
duševno	मानसिक	duševno	मानसिक	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
duševno	दिमागी	duševno	दिमागी	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
duševno	मानसिक	duševno	मानसिक	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
ekip	टीम	ekipa	टीम	N;GEN;FEM;PL	N;NOM;FEM;SG;3
ekip	टीमों	ekipa	टीम	N;GEN;FEM;PL	N;ACC;FEM;PL;3
lokacijo	लोकेशन	lokacija	लोकेशन	N;ACC;FEM;SG	N;NOM;MASC;SG;3
lokacijo	अवस्थिति	lokacija	अवस्थिति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
lokacijo	स्थान	lokacija	स्थान	N;ACC;FEM;SG	N;NOM;MASC;SG;3
valovi	लहरों	val	लहर	N;NOM;MASC;PL	N;ACC;FEM;PL;3
zvezno	संघीय	zvezen	संघीय	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
zamenjava	स्वैप	zamenjava	स्वैप	N;NOM;FEM;SG	
zamenjava	बदला	zamenjava	बदल	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
zamenjava	बदलना	zamenjava	बदल	N;NOM;FEM;SG	V;MASC;NFIN;ACT
kače	सांप	kača	सांप	N;NOM;FEM;PL	N;NOM;MASC;SG;3
kače	सर्प	kača	सर्प	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
kače	सांप	kača	सांप	N;NOM;FEM;PL	N;NOM;MASC;SG;3
kače	नाग	kača	नाग	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
kače	स्नेक	kača	स्नेक	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
kače	साँप	kača	साँप	N;NOM;FEM;PL	N;NOM;MASC;SG;3
skoki	कूद	skok	कूद	N;NOM;MASC;PL	N;NOM;FEM;SG;3
delavce	कार्यकर्त्ता	delavec	कार्यकर्त्ता	N;ACC;MASC;PL	N;NOM;MASC;SG;3
delavce	मजदुर	delavec	मजदुर	N;ACC;MASC;PL	PROPN;NOM;MASC;SG;3
delavce	श्रमिकों	delavec	श्रमिक	N;ACC;MASC;PL	N;NOM;MASC;PL;3
delavce	मजदूर	delavec	मजदूर	N;ACC;MASC;PL	N;NOM;MASC;PL;3
srbijo	सर्बिया	srbeti	सर्बिया	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
čustveno	भावुक	čustven	भावुक	ADV	PROPN;NOM;MASC;SG;3
čustveno	भावनात्मक	čustven	भावनात्मक	ADV	ADJ;NOM
čustveno	इमोशनल	čustven	इमोशनल	ADV	
čustveno	emotional	čustven	emotional	ADV	N;NOM;MASC;SG;3
saturn	शनि	saturn	शनि	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
tokio	टोक्यो	tokio	टोक्यो	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
tokio	टोकियो	tokio	टोकियो	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
dream	ड्रीम	dream	ड्रीम	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
dream	सपने	dream	सपना	N;NOM;MASC;SG	N;NOM;MASC;PL;3
dream	ख्वाब	dream	ख्वाब	N;NOM;MASC;SG	N;NOM;MASC;PL;3
matt	मैट	matt	मैट	PROPN;NOM;MASC;SG	
pérez	pérez	pérez	pérez	PROPN;NOM;MASC;SG	
slovenia	स्लोवेनिया	slovenia	स्लोवेनिया		PROPN;NOM;MASC;SG;3
slovenia	स्लोवेनियाई	slovenia	स्लोवेनियाई		PROPN;NOM;MASC;SG;3
alexandre	एलेक्जेंडर	alexandre	एलेक्जेंडर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
centralne	केंद्रीय	centralen	केंद्रीय	ADJ;NOM;FEM;PL	PROPN;NOM;SG;3
centralne	मध्य	centralen	मध्य	ADJ;NOM;FEM;PL	
centralne	सेंट्रल	centralen	सेंट्रल	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
oscar	ऑस्कर	oscar	ऑस्कर	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
ronnie	रोनी	ronnie	रोनी	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
uefa	यूईएफए	uefa	यूईएफए	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
turistične	पर्यटक	turističen	पर्यटक	ADJ;NOM;FEM;PL	N;NOM;MASC;PL;3
ngc	एनजीसी	ngce	एनजीसी	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
clarke	क्लार्क	clarka	क्लार्क	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
krona	ताज	krona	ताज	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
krona	क्राउन	krona	क्राउन	N;NOM;FEM;SG	
uran	यूरेनियम	uran	यूरेनियम	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
uran	यूरेनस	uran	यूरेनस	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
celično	सेलुलर	celičen	सेलुलर	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
celično	सेल्यूलर	celičen	सेल्यूलर	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
resnica	सही	resnica	सही	N;NOM;FEM;SG	ADJ
resnica	सच्चा	resnica	सच्चा	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
resnica	सत्य	resnica	सत्य	N;NOM;FEM;SG	
bruhanje	उल्टी	bruhanje	उल्टी	N;NOM;NEUT;SG	
bruhanje	उल्टी	bruhanje	उल्टी	N;NOM;NEUT;SG	
menihi	भिक्षुओं	menih	भिक्षु	N;NOM;MASC;PL	N;ACC;MASC;PL;3
funtov	रुपये	funt	रुपया	N;GEN;MASC;PL	N;NOM;MASC;PL;3
funtov	पाउंड	funt	पाउंड	N;GEN;MASC;PL	N;NOM;MASC;SG;3
odziva	प्रतिक्रिया	odziv	प्रतिक्रिया	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
odziva	अनुक्रिया	odziv	अनुक्रिया	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
odziva	जवाब	odziv	जवाब	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
tesla	टेस्ला	tesel	टेस्ला	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
padli	गिरे	pasti	गिर	V;PFV;MASC;PL;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
viktorija	विक्टोरिया	viktorij	विक्टोरिया	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
tiska	प्रेस	tisk	प्रेस	N;GEN;MASC;SG	N;NOM;FEM;SG;3
tiska	दबाएँ	tisk	दबा	N;GEN;MASC;SG	V;SBJV;PL;FIN;ACT
tiska	दबाएं	tisk	दबा	N;GEN;MASC;SG	V;SBJV;PL;FIN;ACT
tiska	दबायें	tisk	दबाय	N;GEN;MASC;SG	V;SBJV;PL;3;FIN;ACT
luknje	छेद	luknja	छेद	N;NOM;FEM;PL	N;NOM;MASC;SG;3
game	गामा	gama	गामा	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
andre	आंद्रे	andre	आंद्रा	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ban	बैन	ban	बैन	N;NOM;MASC;SG	
ema	एमा	ema	एमा	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
ema	एम्मा	ema	एम्मा	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
doktorat	पीएचडी	doktorat	पीएचडी	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
doktorat	phd	doktorat	phd	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
pljuč	फेफड़ों	pljuč	फेफडा	N;NOM;MASC;SG	N;ACC;MASC;PL;3
pljuč	फेफड़ों	pljuč	फेफडा	N;NOM;MASC;SG	N;ACC;MASC;PL;3
nasprotnikov	प्रतिद्वंद्वी	nasprotnik	प्रतिद्वंद्वी	N;GEN;MASC;PL	N;NOM;MASC;SG;3
nasprotnikov	विरोधियों	nasprotnik	विरोधी	N;GEN;MASC;PL	N;ACC;MASC;PL;3
nasprotnikov	प्रतिद्वंद्वियों	nasprotnik	प्रतिद्वंद्वी	N;GEN;MASC;PL	N;ACC;MASC;PL;3
okoliščine	परिस्थिति	okoliščina	परिस्थिति	N;NOM;FEM;PL	N;NOM;FEM;SG;3
okoliščine	हालातों	okoliščina	हालात	N;NOM;FEM;PL	N;ACC;MASC;PL;3
krizo	संकट	kriza	संकट	N;ACC;FEM;SG	N;NOM;MASC;SG;3
planine	kyu	planina	kyu	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
vstaja	फसाद	vstajati	फसाद	N;NOM;FEM;SG	
priznana	पहचाना	priznan	पहचान	ADJ;NOM;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP;ACT
upokojen	निवृत्त	upokojen	निवृत्त	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pre	प्री	pre	प्री		N;NOM;MASC;SG;3
jason	जेसन	jason	जेसन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
danny	डैनी	danny	डैनी	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
skrajno	चरम	skrajno	चरम	ADV	
ravna	फ्लैट	raven	फ्लैट	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
ravna	सपाट	raven	सपाट	V;IPFV;IND;SG;3;PRS;FIN	
ravna	समतल	raven	समतल	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
ravna	चपटा	raven	चपटा	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
nationalgoals	nationalgoals	nationalgoals	nationalgoals	N;NOM;MASC;SG	V;IPFV;PL;V.PTCP;ACT
negativna	ऋणात्मक	negativen	ऋणात्मक	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
učitelji	शिक्षकों	učitelj	शिक्षक	N;NOM;MASC;PL	N;ACC;MASC;PL;3
učitelji	शिक्षक	učitelj	शिक्षक	N;NOM;MASC;PL	N;NOM;MASC;SG;3
zaposlitve	जॉब	zaposlitev	जॉब	N;NOM;FEM;PL	N;NOM;MASC;SG;3
zaposlitve	कार्य	zaposlitev	कार्य	N;NOM;FEM;PL	N;NOM;MASC;SG;3
zaposlitve	रोज़गार	zaposlitev	रोजगार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
zaposlitve	रोजगार	zaposlitev	रोजगार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
zaposlitve	नियुक्ति	zaposlitev	नियुक्ति	N;NOM;FEM;PL	N;NOM;FEM;SG;3
sivo	ग्रे	siv	ग्रे	ADJ;NOM;NEUT;SG	
sivo	धूसर	siv	धूसर	ADJ;NOM;NEUT;SG	
sivo	सलेटी	siv	सलेटी	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
sivo	ग्रे	siv	ग्रे	ADJ;NOM;NEUT;SG	
sivo	धूसर	siv	धूसर	ADJ;NOM;NEUT;SG	
vlakna	रेशे	vlakno	रेशा	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
vlakna	मछली	vlakno	मछली	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
vlakna	फाइबर	vlakno	फाइबर	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
vlakna	रेशा	vlakno	रेशा	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
vlakna	रेशे	vlakno	रेशा	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
vlakna	मछली	vlakno	मछली	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
arizona	एरिज़ोना	arizon	एरिज़ोना	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zmogljivosti	क्षमता	zmogljivost	क्षमता	N;GEN;FEM;SG	N;NOM;FEM;SG;3
zmogljivosti	क्षमताओं	zmogljivost	क्षमता	N;GEN;FEM;SG	N;ACC;FEM;PL;3
zmogljivosti	क्षमता	zmogljivost	क्षमता	N;GEN;FEM;SG	N;NOM;FEM;SG;3
zmogljivosti	सामर्थ्य	zmogljivost	सामर्थ्य	N;GEN;FEM;SG	
santo	सेंटो	santa	सेंटो	N;NOM;MASC;SG	
liverpool	लिवरपूल	liverpool	लिवरपूल	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
upanje	होप	upanje	होप	N;NOM;NEUT;SG	
upanje	आशा	upanje	आशा	N;NOM;NEUT;SG	PROPN;NOM;FEM;SG;3
avtomobilska	ऑटोमोटिव	avtomobilski	ऑटोमोटिव	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
indeks	अनुक्रमणिका	indeks	अनुक्रमणिका	N;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
spoštovanje	आदर	spoštovanje	आदर	N;NOM;NEUT;SG	
arheološki	पुरातत्त्व	arheološki	पुरातत्त्व	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
arheološki	पुरातत्व	arheološki	पुरातत्व	ADJ;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
eksplozije	विस्फोटक	eksplozija	विस्फोटक	N;NOM;FEM;PL	N;NOM;MASC;SG;3
eksplozije	विस्फोट	eksplozija	विस्फोट	N;NOM;FEM;PL	N;NOM;MASC;SG;3
eksplozije	विस्फोट	eksplozija	विस्फोट	N;NOM;FEM;PL	N;NOM;MASC;SG;3
marin	मारिन	marin	मारिन	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
moralno	नैतिक	moralen	नैतिक	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
moralno	moral	moralen	moral	ADJ;NOM;NEUT;SG	
negativni	ऋणात्मक	negativen	ऋणात्मक	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
razni	विविध	razen	विविध	ADJ;NOM;MASC;PL	
kalif	खलीफा	kalif	खलीफा	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kalif	ख़लीफ़ा	kalif	ख़लीफ़ा	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zadovoljstvo	संतोष	zadovoljstvo	संतोष	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
predpisi	नियम	predpis	नियम	N;NOM;MASC;PL	N;NOM;MASC;SG;3
usmerjeno	निर्देशित	usmerjen	निर्देशित	ADJ;NOM;NEUT;SG;V.PTCP	PROPN;NOM;SG;3
hribi	kyu	hrib	kyu	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
oblačil	कपड़े	oblačilo	कपड़ा	N;GEN;NEUT;PL	N;NOM;MASC;PL;3
oblačil	पहनावा	oblačilo	पहनावा	N;GEN;NEUT;PL	N;NOM;MASC;SG;3
oblačil	वस्त्र	oblačilo	वस्त्र	N;GEN;NEUT;PL	N;NOM;MASC;SG;3
oblačil	कपडे	oblačilo	कपडे	N;GEN;NEUT;PL	N;NOM;MASC;PL;3
nosila	स्ट्रेचर	nositi	स्ट्रेचर	V;IPFV;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
nosila	पहना	nositi	पहन	V;IPFV;FEM;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
licenca	अनुज्ञा	licenca	अनुज्ञा	N;NOM;FEM;SG	
ska	स्का	ska	स्का	N;NOM;MASC;SG	
tisoče	हज़ारो	tisoče	हज़ारो	N;ACC;MASC;SG	
tisoče	हजारों	tisoče	हजार	N;ACC;MASC;SG	N;ACC;MASC;PL;3
tisoče	हजारो	tisoče	हजारो	N;ACC;MASC;SG	
tisoče	हज़ारों	tisoče	हज़ार	N;ACC;MASC;SG	N;ACC;MASC;PL;3
ločitev	जुदाई	ločitev	जुदाई	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
ločitev	विरह	ločitev	विरह	N;NOM;FEM;SG	
meritev	माप	meritev	माप	N;NOM;FEM;SG	
meritev	माप	meritev	माप	N;NOM;FEM;SG	
mine	खानों	miniti	खाना	V;PFV;IND;SG;3;PRS;FIN	N;ACC;MASC;PL;3
župnijo	मोहल्ला	župen	मोहल्ला	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
tommy	टॉमी	tommy	टॉमी		N;NOM;MASC;SG;3
bra	bra	bra	bra	N;NOM;MASC;SG	
težavah	कठिनाई	težava	कठिनाई	N;ESS;FEM;PL	N;NOM;FEM;SG;3
težavah	परेशानी	težava	परेशानी	N;ESS;FEM;PL	N;NOM;FEM;SG;3
doris	डोरिस	doris	डोरिस	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
tower	बुर्जों	tower	बुर्ज		N;ACC;MASC;PL;3
tower	बुर्ज	tower	बुर्ज		N;NOM;MASC;SG;3
tower	टावर	tower	टावर		N;NOM;MASC;SG;3
tower	मीनार	tower	मीनार		N;NOM;FEM;SG;3
odvisni	आश्रित	odvisen	आश्रित	ADJ;NOM;MASC;PL	
dodajanje	अलावा	dodajanje	अलावा	N;NOM;NEUT;SG	ADP
dodajanje	जोड़	dodajanje	जोड़	N;NOM;NEUT;SG	V;SG;FIN;ACT
dodajanje	जोड	dodajanje	जोड	N;NOM;NEUT;SG	
dodajanje	जोड़ना	dodajanje	जोड़	N;NOM;NEUT;SG	V;MASC;NFIN;ACT
dodajanje	adding	dodajanje	adding	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dodajanje	जोड़ें	dodajanje	जोड़	N;NOM;NEUT;SG	V;SBJV;PL;FIN;ACT
dodajanje	add	dodajanje	add	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
serena	सेरेना	serena	सेरेना	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
običajna	सामान्य	običajen	सामान्य	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
vroče	हॉट	vroč	हॉट	ADJ;NOM;NEUT;SG	
vroče	hot	vroč	ओती	ADJ;NOM;NEUT;SG	
por	पिसी	por	पोसा		N;NOM;FEM;SG;3
komercialni	वाणिज्यिक	komercialen	वाणिज्यिक	ADJ;NOM;MASC;SG	N;NOM;MASC;3
trio	तिकड़ी	trio	तिकड़ी	N;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
izbire	चुनाव	izbira	चुनाव	N;NOM;FEM;PL	N;NOM;MASC;SG;3
manjšine	अल्पसंख्यक	manjšina	अल्पसंख्यक	N;NOM;FEM;PL	N;NOM;MASC;SG;3
manjšine	अल्पसंख्यक	manjšina	अल्पसंख्यक	N;NOM;FEM;PL	N;NOM;MASC;SG;3
manjšine	अल्पसंख्यकों	manjšina	अल्पसंख्यक	N;NOM;FEM;PL	N;ACC;MASC;PL;3
zime	सर्दियों	zima	सर्दी	N;NOM;FEM;SG	N;ACC;FEM;PL;3
duhovni	आध्यात्मिक	duhoven	आध्यात्मिक	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
erwin	अर्विन	erwin	अर्विन	N;NOM;MASC;SG	
sredozemlju	भूमध्यसागरीय	sredozemlje	भूमध्यसागरीय	N;DAT;NEUT;SG	ADJ
algoritem	एल्गोरिथ्म	algoritem	एल्गोरिथ्म	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
preberite	पढ़ें	prebrati	पढ़	V;PFV;IMP;PL;2;FIN	V;SBJV;PL;FIN;ACT
preberite	पढ़े	prebrati	पढ़े	V;PFV;IMP;PL;2;FIN	V;PFV;MASC;SG;FIN;ACT
preberite	पढ़ा	prebrati	पढ	V;PFV;IMP;PL;2;FIN	V;PFV;MASC;SG;V.PTCP;ACT
posamezno	व्यक्ति	posamezno	व्यक्ति	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
kmetije	फ़ार्म	kmetija	फाार्म	N;NOM;FEM;PL	N;NOM;MASC;SG;3
kmetije	खेतो	kmetija	खेतो	N;NOM;FEM;PL	
možni	संभावित	možen	संभावित	ADJ;NOM;MASC;SG	PROPN;NOM;SG;3
hudson	हडसन	hudson	हडसन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
doherty	डोहर्टी	doherty	डोहर्टी	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
blake	ब्लेक	blak	ब्लेक	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
zlom	तोड़ने	zlom	तोड़	N;NOM;MASC;SG	V;NFIN;ACT
zlom	तोड़कर	zlom	तोड़	N;NOM;MASC;SG	V;V.CVB
razglasi	घोषित	razglasiti	घोषित	V;PFV;IND;SG;3;PRS;FIN	ADJ
jezo	गुस्से	jeza	गुस्सा	N;ACC;FEM;SG	V;SG;FIN;ACT
jezo	क्रोध	jeza	क्रोध	N;ACC;FEM;SG	N;NOM;MASC;SG;3
jezo	गुस्सा	jeza	गुस्सा	N;ACC;FEM;SG	N;NOM;MASC;SG;3
suhoj	सुखोई	suhoj	सुखोई	N;NOM;MASC;SG	
iraku	इराक	irak	इराक	N;DAT;MASC;SG	PROPN;NOM;MASC;SG;3
iraku	इराक़	irak	इराका	N;DAT;MASC;SG	PROPN;NOM;MASC;SG;3
iraku	ईराक	irak	ईराक	N;DAT;MASC;SG	PROPN;NOM;MASC;SG;3
iraku	इराकी	irak	इराकी	N;DAT;MASC;SG	N;NOM;MASC;SG;3
strategije	रणनीति	strategija	रणनीति	N;NOM;FEM;PL	N;NOM;FEM;SG;3
elektro	इलेक्ट्रो	elektro	इलेक्ट्रो	N;NOM;MASC;SG	
sekundarni	माध्यमिक	sekundaren	माध्यमिक	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
sekundarni	द्वितीयक	sekundaren	द्वितीयक	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
preboj	भेदन	preboj	भेदन	N;NOM;MASC;SG	
človeška	मनुष्य	človeški	मनुष्य	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
človeška	मानव	človeški	मानव	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
človeška	इंसान	človeški	इंसान	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
novosti	विलक्षणता	novost	विलक्षणता	N;NOM;FEM;PL	N;NOM;FEM;SG;3
novosti	नवप्रवर्तनों	novost	नवप्रवर्तन	N;NOM;FEM;PL	N;ACC;MASC;PL;3
novosti	अद्यतनीकृत	novost	अद्यतनीकृत	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
novosti	अपडेट	novost	अपडेट	N;NOM;FEM;PL	N;NOM;MASC;SG;3
novosti	अद्यतन	novost	अद्यतन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
zaščitna	सुरक्षात्मक	zaščiten	सुरक्षात्मक	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ugotovitve	निष्कर्षों	ugotovitev	निष्कर्ष	N;NOM;FEM;PL	N;ACC;MASC;PL;3
