dynasti	dynastie	dynasti	dynastie	N;INDF;NEUT;SG	N;NOM;FEM;PL
organisere	zorganizovanie	organisere	zorganizovanie	V;NFIN;ACT	N;NOM;NEUT;SG
organisere	organizovanie	organisere	organizovanie	V;NFIN;ACT	N;NOM;NEUT;SG
udnyttelse	vykorisťovania	udnyttelse	vykorisťovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
annie	annie	annie	anniť	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
stabile	stabilné	stabil	stabilný	ADJ;PL	ADJ;NOM;NEUT;SG
stabile	stabilná	stabil	stabilný	ADJ;PL	ADJ;NOM;FEM;SG
stabile	stabilný	stabil	stabilný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
regnede	prší	regne	pršať	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
internt	vnútorné	internt	vnútorný	ADV	ADJ;NOM;NEUT;SG
internt	interné	internt	interný	ADV	N;INAN;NOM;MASC;PL
internt	vnútorná	internt	vnútorný	ADV	ADJ;NOM;FEM;SG
internt	interný	internt	interný	ADV	N;INAN;NOM;MASC;SG
internt	vnútorný	internt	vnútorný	ADV	ADJ;ANIM;NOM;MASC;SG
internt	interne	internt	interne	ADV	N;INAN;NOM;MASC;SG
betjent	cop	betjene	cop	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
betjent	policajt	betjene	policajt	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG
betjent	úradník	betjene	úradník	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG
betjent	dôstojník	betjene	dôstojník	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG
betjent	strážnik	betjene	strážnik	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG
udstedte	emitované	udstedt	emitovaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udstedte	vydané	udstedt	vydané	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udstedte	vydávaný	udstedt	vydávaný	V;IND;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
udstedte	vydaný	udstedt	vydaný	V;IND;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
horne	horne	horne	horne		N;NOM;FEM;SG
identiske	zhodné	identisk	zhodný	ADJ;PL	ADJ;NOM;NEUT;SG
identiske	identické	identisk	identický	ADJ;PL	ADJ;NOM;NEUT;SG
udtrykke	express	udtrykke	express	V;NFIN;ACT	PROPN;ANIM;NOM;MASC;SG
husk	pamätaj	husk	pamätať	V;IMP	INTJ
hvile	odpočinok	hvile	odpočinok	V;NFIN;ACT	N;INAN;NOM;MASC;SG
hvile	oddych	hvile	oddych	V;NFIN;ACT	N;INAN;NOM;MASC;SG
hvile	zvyšok	hvile	zvyšok	V;NFIN;ACT	N;INAN;NOM;MASC;SG
hvile	odpočinku	hvile	odpočinka	V;NFIN;ACT	N;INAN;GEN;MASC;SG
challenge	vyzvať	challenge	vyzvať	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
metaller	metal	metal	metať	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
metaller	kovová	metal	kovovať	N;INDF;NEUT;PL	ADJ;NOM;FEM;SG
metaller	kovové	metal	kovový	N;INDF;NEUT;PL	ADJ;NOM;NEUT;SG
metaller	kov	metal	kov	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
tilskud	subvencie	tilskud	subvencia	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	dotácie	tilskud	dotácia	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	dotácií	tilskud	dotácia	N;INDF;NEUT;SG	N;GEN;FEM;PL
tilskud	subvencie	tilskud	subvencia	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	dotácie	tilskud	dotácia	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	granty	tilskud	grant	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
tilskud	grantov	tilskud	grant	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
tilskud	subvencie	tilskud	subvencia	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	dotácie	tilskud	dotácia	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	udeliť	tilskud	udeliť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
alla	alla	alla	all	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
bern	bern	bern	bern	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
bern	berne	bern	berne	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
cook	kuchárka	cook	kuchárka		N;NOM;FEM;SG
cook	cook	cook	cook		PROPN;ANIM;NOM;MASC;SG
cook	kuchár	cook	kuchár		N;ANIM;NOM;MASC;SG
cook	variť	cook	variť		V;IPFV;POS;NFIN
trøndelag	trøndelag	trøndelag	trøndelag		V;IPFV;FEM;SG;POS;PST;V.PTCP
somalia	somálsko	somalia	somálsko		N;NOM;NEUT;SG
somalia	somálsku	somalia	somálsky		N;DAT;NEUT;SG
somalia	sýria	somalia	sýria		N;NOM;FEM;SG
somalia	somálska	somalia	somálsky		ADJ;NOM;FEM;SG
kære	milí	kære	milý	ADJ;DEF;SG	ADJ;ANIM;NOM;MASC;PL
styrmand	pilotný	styrmand	pilotný	N;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
styrmand	pilotného	styrmand	pilotný	N;INDF;MASC+FEM;SG	ADJ;GEN;NEUT;SG
koncentration	koncentrácie	koncentration	koncentrácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
udløbet	vypršala	udløb	vypršať	N;DEF;NEUT;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
udløbet	skončila	udløb	skončiť	N;DEF;NEUT;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
kunstige	umelé	kunstig	umelý	ADJ;PL	ADJ;NOM;NEUT;SG
kunstige	umelá	kunstig	umelať	ADJ;PL	ADJ;NOM;FEM;SG
kunstige	umelý	kunstig	umelý	ADJ;PL	ADJ;INAN;NOM;MASC;SG
vinci	vinci	vinci	vinca		N;ANIM;NOM;MASC;SG
afc	afc	afc	afc	PROPN	PROPN;ANIM;NOM;MASC;SG
guddommelige	božská	guddommelig	božský	ADJ;PL	ADJ;NOM;FEM;SG
guddommelige	božské	guddommelig	božský	ADJ;PL	ADJ;NOM;NEUT;SG
forsinket	neskorý	forsinke	neskorý	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG
forsinket	neskoro	forsinke	neskoro	V;INDF;SG;PST;V.PTCP	ADV
forsinket	oneskorené	forsinke	oneskorený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forsinket	neskoré	forsinke	neskorý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
forsinket	meškanie	forsinke	meškanie	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
forsinket	oneskorené	forsinke	oneskorený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forsinket	oneskorenie	forsinke	oneskorenie	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
forsinket	oneskorené	forsinke	oneskorený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forsinket	oneskorene	forsinke	oneskorene	V;INDF;SG;PST;V.PTCP	ADV
baltimore	baltimore	baltimor	baltimor		N;INAN;NOM;MASC;SG
franco	franco	franco	franco		PROPN;ANIM;NOM;MASC;SG
jag	jag	jag	jag	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
hviler	odpočinku	hvile	odpočinka	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;SG
innovation	inovácie	innovation	inovácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
june	jún	jun	jún	N;INDF;MASC+FEM;SG	INTJ
godkendelse	schválenia	godkendelse	schválenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
godkendelse	oprávnenia	godkendelse	oprávnenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
nilsson	nilsson	nilsson	nilsson		PROPN;ANIM;NOM;MASC;SG
ski	lyže	ski	lyže	N;INDF;NEUT;SG	N;NOM;FEM;PL
ski	lyžovať	ski	lyžovať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
ski	lyžiarske	ski	lyžiarsky	N;INDF;NEUT;SG	ADJ;NOM;NEUT;PL
ski	lyžovať	ski	lyžovať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
gear	prevody	gear	prevoda	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
vega	vega	vega	vega	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
jordskælvet	zemetrasenia	jordskælv	zemetrasenie	N;DEF;NEUT;SG	N;NOM;NEUT;PL
engineering	inžinierske	engineering	inžiniersky	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
engineering	inžinierstva	engineering	inžinierstvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
udsendelse	vysielať	udsendelse	vysielať	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
udsendelse	vysielania	udsendelse	vysielanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
forrest	forrest	forrest	forrest		PROPN;ANIM;NOM;MASC;SG
kfum	ymca	kfum	ymca	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
porte	gates	porte	gates	N;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG
gregor	gregor	gregor	gregor	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
gregor	gregory	gregor	gregor	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
gregor	gregor	gregor	gregor	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
aston	aston	aston	aston	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
advarsel	varuje	advarsel	varovať	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
kollegium	vysoká	kollegium	vysoký	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
doctor	lekára	doctor	lekár		N;ANIM;ACC;MASC;SG
doctor	doktor	doctor	doktor		N;ANIM;NOM;MASC;SG
doctor	lekár	doctor	lekár		N;ANIM;NOM;MASC;SG
doctor	lekárka	doctor	lekárka		N;NOM;FEM;SG
doctor	doctor	doctor	doctor		PROPN;ANIM;NOM;MASC;SG
definere	definovanie	definere	definovanie	V;NFIN;ACT	N;NOM;NEUT;SG
definere	definovanie	definere	definovanie	V;NFIN;ACT	N;NOM;NEUT;SG
definere	vymedzenie	definere	vymedzenie	V;NFIN;ACT	N;NOM;NEUT;SG
reguleret	regulované	regulere	regulovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reguleret	regulovaná	regulere	regulovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
reguleret	regulovaný	regulere	regulovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
casino	kasína	casino	kasín	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
telefon	telefónne	telefon	telefónňa	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
dæmningen	dam	dæmning	dam	N;DEF;MASC+FEM;SG	
retningslinjer	usmernenie	retningslinje	usmernenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
brænde	pálenie	brænde	pálenie	V;NFIN;ACT	N;NOM;NEUT;SG
brænde	spaľovanie	brænde	spaľovanie	V;NFIN;ACT	N;NOM;NEUT;SG
utc	utc	utc	utc	N;INDF;MASC+FEM;SG	
mercury	ortuť	mercury	ortuť		N;NOM;FEM;SG
mercury	ortuti	mercury	ortuti		N;INAN;GEN;MASC;SG
ulf	ulf	ulf	ulf	PROPN	PROPN;ANIM;NOM;MASC;SG
markus	markus	markus	markus		N;ANIM;NOM;MASC;SG
masters	majstri	mast	majster	N;GEN;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
masters	kapitánov	mast	kapitán	N;GEN;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
masters	majstrov	mast	majster	N;GEN;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
moralsk	morálny	moralsk	morálny	ADV	ADJ;ANIM;NOM;MASC;SG
moralsk	morálnu	moralsk	morálny	ADV	ADJ;ACC;FEM;SG
moralsk	morálne	moralsk	morálne	ADV	ADJ;NOM;NEUT;SG
moralsk	morálka	moralsk	morálka	ADV	N;NOM;FEM;SG
moralsk	morálna	moralsk	morálny	ADV	ADJ;NOM;FEM;SG
intern	interné	intern	interný	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
intern	interný	intern	interný	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
søværnet	námorný	søværn	námorný	N;DEF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
søværnet	námorné	søværn	námorný	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
afrikansk	afrických	afrikansk	africký	ADJ;INDF;SG	ADJ;ANIM;GEN;MASC;PL
givne	daný	givn	daný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
givne	vzhľadom	givn	vzhľad	ADJ;PL	N;INAN;INS;MASC;SG
givne	dané	givn	daný	ADJ;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
givne	daná	givn	daň	ADJ;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
nordic	nordic	nordic	nordic		N;NOM;FEM;SG
efterår	padnúť	efterår	padnúť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
efterår	spadnúť	efterår	spadnúť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
reserveret	rezervované	reservere	rezervovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reserveret	rezervované	reservere	rezervovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reserveret	vyhradené	reservere	vyhradený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reserveret	vyhradená	reservere	vyhradený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
helikopter	vrtuľníkov	helikopter	vrtuľník	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
helikopter	vrtuľníky	helikopter	vrtuľník	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
helikopter	helikoptéry	helikopter	helikoptéra	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
udvist	vylúčený	udvise	vylúčený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
udvist	deportovaný	udvise	deportovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
prægede	potlačou	præge	potlač	V;IND;PST;FIN;ACT	N;INS;FEM;SG
stanford	stanford	stanford	stanford	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
emily	emily	emily	emila		N;NOM;FEM;PL
hukommelse	pamäte	hukommelse	pamäť	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
exchange	výmenu	exchange	výmena		N;ACC;FEM;SG
exchange	výmena	exchange	výmena		N;NOM;FEM;SG
exchange	burza	exchange	burza		N;NOM;FEM;SG
stormen	storm	stor	storý	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
behandlede	liečené	behandle	liečený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
behandlede	ošetrené	behandle	ošetrený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
behandlede	liečení	behandle	liečenie	V;PL;PST;V.PTCP	N;NOM;NEUT;SG
behandlede	liečených	behandle	liečený	V;PL;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
behandlede	spracúva	behandle	spracúvať	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
behandlede	spracovaný	behandle	spracovaný	V;PL;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
behandlede	spracovaná	behandle	spracovaný	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
behandlede	spracované	behandle	spracovaný	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
phillips	phillips	phillips	phillips	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
beverly	beverly	beverly	beverla		N;NOM;FEM;PL
said	povedal	said	povedať		V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
said	povedalo	said	povedať		V;PFV;NEUT;SG;POS;PST;V.PTCP
said	povedala	said	povedať		V;PFV;FEM;SG;POS;PST;V.PTCP
living	žijúci	living	žijúci	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
living	žijúce	living	žijúci	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
living	žiť	living	žiť	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
løkke	slučky	løkke	slučka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ensemble	komplet	ensemble	komplet	N;INDF;NEUT;SG	
scheel	scheel	scheel	scheel	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
relativ	relatívny	relativ	relatívny	ADV	ADJ;INAN;NOM;MASC;SG
relativ	relatívna	relativ	relatívny	ADV	ADJ;NOM;FEM;SG
relativ	príbuzný	relativ	príbuzný	ADV	N;ANIM;NOM;MASC;SG
klippe	útes	klippe	útes	V;NFIN;ACT	N;INAN;NOM;MASC;SG
klippe	cliff	klippe	cliff	V;NFIN;ACT	PROPN;ANIM;NOM;MASC;SG
klippe	skala	klippe	skala	V;NFIN;ACT	N;NOM;FEM;SG
klippe	kameň	klippe	kameň	V;NFIN;ACT	N;INAN;NOM;MASC;SG
klippe	skaly	klippe	skala	V;NFIN;ACT	N;NOM;FEM;PL
klippe	rock	klippe	rock	V;NFIN;ACT	N;INAN;NOM;MASC;SG
powell	powell	powell	pohell		PROPN;ANIM;NOM;MASC;SG
nba	nba	nba	nba		
