ve	وال	ve	وَال	CONJ	N;NOM;DEF;SG
kazak	القوزاق	kazak	قَوزَاق		N;NOM;DEF;PL
kazak	سترة	kazak	سِترَة		N;NOM;INDF;SG
gel	تعالي	gel	تَعَالَى	V;PFV;IMP;SG;2;POS;PRS	
gel	تعالى	gel	تَعَالَى	V;PFV;IMP;SG;2;POS;PRS	
gel	تعالوا	gel	تَعَالَى	V;PFV;IMP;SG;2;POS;PRS	V;PFV;MASC;PL;3;ACT
gel	تعال	gel	عَال	V;PFV;IMP;SG;2;POS;PRS	
cenevre	جنيف	cenevre	جِنِيف	PROPN;NOM;SG;3	
lucas	لوكاس	lucas	لوكاس	PROPN;NOM;SG;3	
kurtarmak	الادخار	kurtar	اِدِّخَار	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
kurtarmak	الحفظ	kurtar	حِفظ	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
kurtarmak	انقاذ	kurtar	إِنقَاذ	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
alkol	الكحوليات	alkol	الكحوليات		N;NOM;DEF;PL
alkol	كحول	alkol	كُحُول		N;NOM;INDF;SG
alkol	الكحول	alkol	كُحُول		N;NOM;DEF;SG
koalisyon	ائتلاف	koalisyon	اِئتِلَاف		N;NOM;INDF;SG
koalisyon	الائتلاف	koalisyon	اِئتِلَاف		N;NOM;DEF;SG
koalisyon	تحالف	koalisyon	تَحَالُف		N;NOM;INDF;SG
koalisyon	التحالف	koalisyon	تَحَالُف		N;NOM;DEF;SG
koalisyon	التحالفات	koalisyon	تَحَالُف		N;NOM;DEF;PL
koalisyon	تحالفات	koalisyon	تَحَالُف		N;NOM;INDF;PL
çatı	السقيفة	çatı	سَقِيفَة		N;NOM;DEF;SG
çatı	التسقيف	çatı	تَسقِيف		N;NOM;DEF;SG
çatı	السقف	çatı	سَقف		N;NOM;DEF;SG
çatı	سقف	çatı	سَقف		N;NOM;INDF;SG
çatı	سطح	çatı	سَطح		
çatı	السطح	çatı	سَطح		N;NOM;DEF;SG
andreas	اندرياس	andreas	أَندرِيَاس		
başvuru	الطلب	başvuru	طَلَب		N;NOM;DEF;SG
başvuru	تطبيق	başvuru	تَطبِيق		N;NOM;INDF;SG
başvuru	التطبيق	başvuru	تَطبِيق		N;NOM;DEF;SG
dinler	الاديان	dinle	دِين		N;NOM;DEF;PL
dinler	الديانات	dinle	دِيَانَة		N;NOM;DEF;PL
katılımcı	مشارك	katılımcı	مَشرَكَة		N;NOM;INDF;SG
katılımcı	المشاركة	katılımcı	مُشَارَكَة		N;NOM;DEF;SG
katılımcı	مساهم	katılımcı	مُسَاهِم		N;NOM;INDF;SG
katılımcı	المساهم	katılımcı	مُسَاهِم		N;NOM;DEF;SG
mutfağı	مطبخ	mutfak	مَطبَخ	N;ACC;SG;3	N;NOM;INDF;SG
boz	بوز	boz	بوز		
demirci	الحداد	demirci	حِدَاد		N;NOM;DEF;SG
demirci	سميث	demirci	سمِيث		
boris	بوريس	boris	بُورِيس		
ingilizler	بريطاني	ingiliz	برِيطَانِيّ	ADJ;NOM;PL;3	ADJ;NOM;INDF;MASC;SG
ingilizler	بريطانيا	ingiliz	برِيطَانِيَا	ADJ;NOM;PL;3	
ingilizler	بريطانية	ingiliz	برِيطَانِيّ	ADJ;NOM;PL;3	ADJ;NOM;INDF;FEM;SG
ingilizler	البريطاني	ingiliz	برِيطَانِيّ	ADJ;NOM;PL;3	N;NOM;DEF;SG
ingilizler	البريطانية	ingiliz	برِيطَانِيّ	ADJ;NOM;PL;3	ADJ;NOM;DEF;FEM;SG
main	رئيسية	main	رَئِيسِيّ		ADJ;NOM;INDF;FEM;SG
main	الرئيسية	main	رَئِيسِيّ		ADJ;NOM;DEF;FEM;SG
salvador	السلفادور	salvador	سُلفَادُور	PROPN;NOM;SG;3	
salvador	سالفادور	salvador	سالفادور	PROPN;NOM;SG;3	
salvador	سلفادور	salvador	سلفادور	PROPN;NOM;SG;3	
lazer	الليزر	lazer	لِيزِر		N;NOM;DEF;SG
lazer	ليزر	lazer	ليزر		
lazer	الليزر	lazer	لِيزِر		N;NOM;DEF;SG
lazer	ليزر	lazer	ليزر		
mikhail	ميخائيل	mikhail	مِيخَائِيل		
arnavut	الباني	arnavut	بَانِي		
arnavut	الالبانية	arnavut	إِلبَانِيّ		
arnavut	البانيا	arnavut	أَلبَانِيَا		
arnavut	الالباني	arnavut	إِلبَانِيّ		
arnavut	البان	arnavut	بَان		
seçimler	انتخاب	seçim	اِنتِخَاب	N;NOM;PL;3	N;NOM;INDF;SG
seçimler	الانتخاب	seçim	اِنتِخَاب	N;NOM;PL;3	N;NOM;DEF;SG
saç	الشعر	saç	شَعر		N;NOM;DEF;SG
saç	شعر	saç	شعر		
dost	ودية	dost	وُدِّيّ		ADJ;NOM;INDF;FEM;SG
dost	ودي	dost	وُدِّيّ		
dost	صديق	dost	صَدِيق		N;NOM;INDF;SG
dost	الصديق	dost	صَدِيق		N;NOM;DEF;SG
dost	صديقي	dost	صديقي		
şeref	الشرف	şeref	شَرَف		N;NOM;DEF;SG
şeref	شرف	şeref	شَرَف		
şeref	المجد	şeref	مَجد		N;NOM;DEF;SG
şeref	مجد	şeref	مجد		
stockholm	استكهولم	stockholm	استكهولم	PROPN;NOM;SG;3	
stockholm	ستوكهولم	stockholm	ستوكهولم	PROPN;NOM;SG;3	
newcastle	نيوكاسل	newcas	نِيُوكَاسل	PROPN;NOM;SG;3	
aslen	اصلا	aslen	أَصل		N;ACC;INDF;SG
afyon	خشخاش	afyon	خشخاش		
afyon	الخشخاش	afyon	خَشخَاش		N;NOM;DEF;SG
afyon	الافيون	afyon	الافيون		
yüksel	التسلق	yüksel	تَسَلُّق		N;NOM;DEF;SG
yüksel	تسلق	yüksel	سَلَّق		
yüksel	تنشا	yüksel	تنشا		V;IPFV;MASC;IND;SG;3;FIN;ACT
sattı	تباع	sat	أَبَاع	V;PFV;IND;SG;3;POS;PST	V;IPFV;FEM;IND;SG;3;FIN;PASS
sattı	بيع	sat	بَيع	V;PFV;IND;SG;3;POS;PST	N;NOM;INDF;SG
daimi	دائم	daim	دَائِم		ADJ;NOM;INDF;MASC;SG
daimi	الدائم	daim	دَائِم		ADJ;NOM;DEF;MASC;SG
daimi	دائمة	daim	دَائِم		ADJ;NOM;INDF;FEM;SG
daimi	دايم	daim	دايم		
daimi	الدائمة	daim	دَائِم		ADJ;NOM;DEF;FEM;SG
luke	لوقا	luk	لوقا		
luke	لوك	luk	لُوك		
stack	الكومة	stack	كَومَة		N;NOM;DEF;SG
stack	ستاك	stack	سِتَاك		
stack	كومة	stack	كُومَة		N;NOM;INDF;SG
kanuni	قانوني	kanun	قانوني		ADJ;NOM;INDF;MASC;SG
kanuni	قانونية	kanun	قَانُونِيّ		ADJ;NOM;INDF;FEM;SG
kanuni	القانوني	kanun	قَانُونِيّ		ADJ;NOM;DEF;MASC;SG
açılır	يفتح	aç	فَتَح	V;IPFV;IND;SG;3;POS;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
lefkoşa	نيقوسيا	lefkoşa	نِيقُوسِيَا	PROPN;NOM;SG;3	
eşittir	يساوي	işi	سَاوَى		V;IPFV;MASC;IND;SG;3;FIN;ACT
eşittir	متساوية	işi	مُتَسَاوِي		ADJ;NOM;INDF;FEM;SG
eşittir	متساو	işi	مُتسَاو		ADJ;NOM;INDF;MASC;SG
eşittir	مساو	işi	مَسَاو		ADJ;NOM;INDF;MASC;SG
eşittir	تساوي	işi	تَسَاوِي		V;IPFV;MASC;IND;SG;3;FIN;ACT
reform	الاصلاحات	reform	إِصلَاح		N;NOM;DEF;PL
reform	اصلاحات	reform	إِصلَاح		N;NOM;INDF;PL
reform	الاصلاح	reform	إِصلَاح		N;NOM;DEF;SG
reform	اصلاح	reform	إِصلَاح		N;NOM;INDF;SG
reform	الاصلاح	reform	إِصلَاح		N;NOM;DEF;SG
cüneyt	جنيد	cüneyt	جُندِيّ		
mareşal	مارشال	mareşal	مارشال		
mareşal	المارشال	mareşal	مَارشَال		
saygılar	ترا	saygı	تِرَا	N;NOM;PL;3	
saygılar	احترام	saygı	اِحتِرَام	N;NOM;PL;3	N;NOM;INDF;SG
saygılar	الاحترام	saygı	اِحتِرَام	N;NOM;PL;3	N;NOM;DEF;SG
saygılar	احترم	saygı	اِحتَرَم	N;NOM;PL;3	
saygılar	تحياتي	saygı	تحياتي	N;NOM;PL;3	
estetik	التجميلية	estetik	تَجمِيلِيّ		ADJ;NOM;DEF;FEM;SG
estetik	الجمالية	estetik	جَمَالِيّ		ADJ;NOM;DEF;FEM;SG
mesleki	مهنية	mesleki	مِهنِيّ		ADJ;NOM;INDF;FEM;SG
mesleki	مهني	mesleki	مِهنِيّ		ADJ;NOM;INDF;MASC;SG
mesleki	محترف	mesleki	مُحتَرَف		ADJ;NOM;INDF;MASC;SG
mesleki	احترافية	mesleki	احترافية		ADJ;NOM;INDF;FEM;SG
mesleki	المهنية	mesleki	مِهنِيّ		N;NOM;DEF;SG
yakası	الطوق	yaka	طَوق		N;NOM;DEF;SG
yakası	طوق	yaka	طَوق		N;NOM;INDF;SG
larry	لارى	larry	لارى		
larry	لاري	larry	لاري		
suçlu	جنائية	suçlu	جِنَائِيّ		ADJ;NOM;INDF;FEM;SG
suçlu	مجرم	suçlu	مُجرِم		N;NOM;INDF;SG
suçlu	المجرم	suçlu	مَجرِم		N;NOM;DEF;SG
suçlu	مذنب	suçlu	مُذَنَّب		N;NOM;INDF;SG
hapse	سجن	hapis	سِجن	N;DAT;SG;3	N;NOM;INDF;SG
hapse	السجن	hapis	سَجن	N;DAT;SG;3	N;NOM;DEF;SG
toplantı	جمع	toplantı	جَمَع	N;NOM;SG;3	V;PFV;MASC;SG;3;ACT
toplantı	الجلسات	toplantı	جَلسَة	N;NOM;SG;3	N;NOM;DEF;PL
toplantı	الاجتماعات	toplantı	اِجتِمَاع	N;NOM;SG;3	N;NOM;DEF;PL
toplantı	اللقاءات	toplantı	لِقَاء	N;NOM;SG;3	N;NOM;DEF;PL
toplantı	اجتماعات	toplantı	اِجتِمَاع	N;NOM;SG;3	N;NOM;INDF;PL
mantık	تعليل	mantık	تَعلِيل		N;NOM;INDF;SG
mantık	منطقي	mantık	مِنطَقِيّ		ADJ;NOM;INDF;MASC;SG
mantık	منطق	mantık	مَنطِق		N;NOM;INDF;SG
mantık	المنطق	mantık	مَنطِق		N;NOM;DEF;SG
salt	الملح	salt	مِلح		N;NOM;DEF;SG
salt	سولت	salt	سُولت		
salt	ملح	salt	ملح		N;NOM;INDF;SG
macera	سعي	macera	سَعي		N;NOM;INDF;SG
macera	المسعى	macera	مَسعَى		N;NOM;DEF;SG
macera	السعي	macera	سَعي		N;NOM;DEF;SG
macera	المغامرة	macera	مُغَامَرَة		N;NOM;DEF;SG
macera	مغامرات	macera	مغامرات		N;NOM;INDF;PL
macera	مغامرة	macera	مُغَامَرَة		N;NOM;INDF;SG
macera	مغامرات	macera	مغامرات		N;NOM;INDF;PL
macera	المغامرات	macera	مُغَامِرَة		N;NOM;DEF;PL
tarif	الوصفة	tarif	وِصفَة		N;NOM;DEF;SG
tarif	وصفة	tarif	وصفة		N;NOM;INDF;SG
tarif	الوصف	tarif	وَصف		N;NOM;DEF;SG
tarif	وصف	tarif	وَصَف		V;PFV;MASC;SG;3;ACT
sidney	سيدنى	sidney	سِيدنِي	PROPN;NOM;SG;3	
sidney	سدني	sidney	سدني	PROPN;NOM;SG;3	
sidney	سيدني	sidney	سِيدنِي	PROPN;NOM;SG;3	
ölmüş	المتوفي	öl	مُتَوَفِّي	V;PFV;NFH;IND;SG;3;POS;PST	
ölmüş	المتوفى	öl	مُتَوَفِّي	V;PFV;NFH;IND;SG;3;POS;PST	
cumartesi	سبت	cumartesi	سَبت		N;NOM;INDF;SG
cumartesi	السبت	cumartesi	سَبت		N;NOM;DEF;SG
sözlü	شفوية	sözlü	شَفوِيّ		ADJ;NOM;INDF;FEM;SG
sözlü	الشفوية	sözlü	شَفوِيّ		ADJ;NOM;DEF;FEM;SG
sözlü	الشفوي	sözlü	شَفوِيّ		
sözlü	شفوي	sözlü	شَفوِيّ		ADJ;NOM;INDF;MASC;SG
sözlü	اللفظي	sözlü	اللفظي		N;NOM;DEF;SG
sözlü	شفوية	sözlü	شَفوِيّ		ADJ;NOM;INDF;FEM;SG
sözlü	شفوي	sözlü	شَفوِيّ		ADJ;NOM;INDF;MASC;SG
pas	مرر	pas	مَرَر		V;PFV;MASC;SG;3;ACT
pas	تمرير	pas	تَمرِير		N;NOM;INDF;SG
evleri	البيوت	ev	بَيت	N;ACC;PL;3	N;NOM;DEF;PL
evleri	منازل	ev	مَنزِل	N;ACC;PL;3	N;NOM;INDF;PL
evleri	بيوت	ev	بَيت	N;ACC;PL;3	N;NOM;INDF;PL
evleri	المنازل	ev	مَنزِل	N;ACC;PL;3	N;NOM;DEF;PL
dram	دراما	dram	دِرَامَا		N;NOM;INDF;PL
dram	الدراما	dram	دِرَامَا		N;NOM;DEF;PL
christmas	الكريسماس	christmas	كُرَاس		
christmas	كريسماس	christmas	كرِيسَمَاس		
eli	الاي	el	اَلَّذِي		N;NOM;DEF;SG
portland	بورتلاند	portlan	بُورتلَاند	PROPN;NOM;SG;3	
sürgüne	المنفى	sürgü	مَنفَى	N;DAT;SG;3	N;NOM;DEF;SG
sürgüne	النفي	sürgü	نَفِيّ	N;DAT;SG;3	N;NOM;DEF;SG
gelenekleri	التقاليد	gelenek	تَقلِيد	N;ACC;PL;3	N;NOM;DEF;PL
gelenekleri	تقاليد	gelenek	تَقلِيد	N;ACC;PL;3	N;NOM;INDF;PL
eki	التعلق	ki	تَعَلُّق		N;NOM;DEF;SG
eki	المرفق	ki	مِرفَق		N;NOM;DEF;SG
eki	مرفق	ki	مِرفَق		N;NOM;INDF;SG
fakir	مسكين	fakir	مسكين		
fakir	الفقراء	fakir	فَقِير		N;NOM;DEF;PL
fakir	فقير	fakir	فَقِير		ADJ;NOM;INDF;MASC;SG
fakir	فقيرة	fakir	فَقِير		ADJ;NOM;INDF;FEM;SG
fakir	الفقير	fakir	فَقِير		N;NOM;DEF;SG
fakir	فقراء	fakir	فَقِير		N;NOM;INDF;PL
af	العفو	af	عَفو		N;NOM;DEF;SG
af	عفو	af	عفو		N;NOM;INDF;SG
af	المغفرة	af	مُغَفِّر		N;NOM;DEF;SG
af	الصفح	af	صَفح		N;NOM;DEF;SG
af	مغفرة	af	مغفرة		N;NOM;INDF;SG
af	الغفران	af	غُفرَان		N;NOM;DEF;SG
senfoni	سيمفونية	senfoni	سيمفونية		N;NOM;INDF;SG
diplomat	دبلوماسي	diplomat	دِبلُومَاسِيّ	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
austin	اوستن	aust	أُوستُن	PROPN;NOM;SG;3	
bağlandı	متصلة	bağla	مُتَّصِل	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
bağlandı	متصل	bağla	مُتَّصِل	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC;SG
bağlandı	مرتبطة	bağla	مُرتَبِط	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
bağlandı	مرتبط	bağla	مُرتَبِط	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC;SG
bağlandı	مرتبط	bağla	مُرتَبِط	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC;SG
bağlandı	مرتبطة	bağla	مُرتَبِط	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
özür	اعتذار	özür	اِعتِذَار		N;NOM;INDF;SG
özür	اعتذارا	özür	اِعتِذَار		N;ACC;INDF;SG
özür	الاعتذار	özür	اِعتِذَار		N;NOM;DEF;SG
koruyucu	الوصي	koruyucu	وَصي		N;NOM;DEF;SG
koruyucu	وصي	koruyucu	وَصي		
koruyucu	واقي	koruyucu	واقي		
koruyucu	مدافع	koruyucu	مُدَافِع		N;NOM;INDF;SG
koruyucu	المدافع	koruyucu	مَدفَع		N;NOM;DEF;SG
koruyucu	حامي	koruyucu	حامي		
koruyucu	الحامية	koruyucu	حَامِي		N;NOM;DEF;SG
koruyucu	حامية	koruyucu	حَامِي		ADJ;NOM;INDF;FEM;SG
tema	السمة	tema	سِمَة		N;NOM;DEF;SG
tema	سمة	tema	سِمَّة		N;NOM;INDF;SG
tema	الموضوع	tema	مَوضُوع		N;NOM;DEF;SG
tema	موضوع	tema	مَوضُوع		N;NOM;INDF;SG
üstelik	بجانب	üstelik	بَجنَبَة		
üstelik	بالاضافة	üstelik	بالاضافة		N;NOM;DEF;SG
kuveyt	kuwa	kuveyt	مُثَذِّه		
kuveyt	الكويت	kuveyt	كُوَيت		N;NOM;DEF;SG
kuveyt	كويت	kuveyt	كُوَيت		
birmingham	برمينغهام	birmingam	برمينغهام	PROPN;NOM;SG;3	
birmingham	برمنغهام	birmingam	برمنغهام	PROPN;NOM;SG;3	
cinsiyet	الجنسانية	cinsiyet	جِنسَانِيّ		
yokohama	يوكوهاما	yokoh	يوكوهاما	PROPN;NOM;SG;3	
silahı	مسدس	silah	مُسَدَّس	N;ACC;SG;3	N;NOM;INDF;SG
yahudileri	يهود	yahudi	يَهُودِيّ	N;ACC;PL;3	N;NOM;INDF;PL
yahudileri	اليهود	yahudi	يَهُودِيّ	N;ACC;PL;3	ADJ;NOM;DEF;MASC;PL
taht	عرش	taht	عَرش		
taht	العرش	taht	عَرش		N;NOM;DEF;SG
haberler	خبر	haber	خَبَر	N;NOM;PL;3	N;NOM;INDF;SG
nadiren	نادرا	nadiren	نَادِر	ADV	ADJ;ACC;INDF;MASC;SG
morgan	مورجان	morgan	مَورِج		
morgan	مورغان	morgan	مَورِغ		
sulu	سالو	sulu	سَالُو		
sulu	جوسي	sulu	جُوسِيّ		
çinli	الصينيون	çinli	صِينِيّ		ADJ;NOM;DEF;MASC;PL
çinli	صيني	çinli	صِينِيّ		ADJ;NOM;INDF;MASC;SG
çinli	الصينية	çinli	صِينِيّ		ADJ;NOM;DEF;FEM;SG
çinli	صينية	çinli	صِينِيّ		ADJ;NOM;INDF;FEM;SG
memur	الضابط	memur	ضَابِط		N;NOM;DEF;SG
memur	ضابط	memur	ضَابِط		N;NOM;INDF;SG
memur	ضابطة	memur	ضَابِط		ADJ;NOM;INDF;FEM;SG
kuyruk	طابور	kuyruk	طابور		
kuyruk	الطابور	kuyruk	طَابُور		N;NOM;DEF;SG
kuyruk	الذيل	kuyruk	ذَيل		N;NOM;DEF;SG
kuyruk	ذيل	kuyruk	ذَيل		N;NOM;INDF;SG
delta	دلتا	delta	دلتا		
ermeniler	الارمن	ermen	أُرمُنّ	N;NOM;PL;3	
moğolistan	المنغولية	moğolistan	مُنغُولِيّ	PROPN;NOM;SG;3	
moğolistan	منغوليا	moğolistan	مُنغُولِيَا	PROPN;NOM;SG;3	
moğolistan	منغوليا	moğolistan	مُنغُولِيَا	PROPN;NOM;SG;3	
dublin	دوبلن	dublin	دُوبلِن	PROPN;NOM;SG;3	
dublin	دوبلين	dublin	دُوبلِين	PROPN;NOM;SG;3	N;ACC;INDF;PL
dublin	دبلن	dublin	دبلن	PROPN;NOM;SG;3	
füze	القذائف	füz	قَذِيفَة		N;NOM;DEF;PL
füze	الصواريخ	füz	صَارُوخ		N;NOM;DEF;PL
füze	صواريخ	füz	صَارُوخ		N;NOM;INDF;PL
füze	قذائف	füz	قَذِيفَة		N;NOM;INDF;PL
füze	صاروخ	füz	صَارُوخ		N;NOM;INDF;SG
füze	الصاروخ	füz	صَارُوخ		N;NOM;DEF;SG
füze	القذيفة	füz	قَذِيفَة		N;NOM;DEF;SG
füze	قذيفة	füz	قَذِيفَة		N;NOM;INDF;SG
beach	بيتش	beach	بيتش	N;NOM;SG;3	
gazze	غزة	gazze	غَزَّة		N;NOM;INDF;SG
sound	الصوت	sound	صَوت		N;NOM;DEF;SG
sound	صوت	sound	صَوت		N;NOM;INDF;SG
arz	الامداد	arz	إِمدَاد		N;NOM;DEF;PL
arz	توريد	arz	تَورِيد		N;NOM;INDF;SG
arz	امداد	arz	إِمدَاد		N;NOM;INDF;SG
sade	بسيطه	sade	بسيطه		PRO;NOM;MASC;SG;3
sade	بسيط	sade	بَسِيط		ADJ;NOM;INDF;MASC;SG
sade	البسيط	sade	بَسِيط		
sade	بسيطة	sade	بَسِيط		ADJ;NOM;INDF;FEM;SG
sade	ساد	sade	سَاد		
okur	يقرا	oku	قَرَا		V;IPFV;MASC;IND;SG;3;FIN;ACT
okur	القارئ	oku	قَارِئ		N;NOM;DEF;SG
full	الكامل	full	كَامِل		ADJ;NOM;DEF;MASC;SG
full	ملي	full	مَليَ		
full	كامل	full	كَامِل		ADJ;NOM;INDF;MASC;SG
full	كاملة	full	كَامِل		ADJ;NOM;INDF;FEM;SG
bobby	بوبي	bobby	بوبي		
zararlı	الضارة	zararlı	ضَارّ		N;NOM;DEF;SG
zararlı	ضارة	zararlı	ضَارّ		ADJ;NOM;INDF;FEM;SG
zararlı	ضار	zararlı	ضَار		N;NOM;INDF;SG
sargon	سرجون	sargon	سرجون		
federasyon	الاتحاد	federasyon	اِتِّحَاد		N;NOM;DEF;SG
federasyon	اتحاد	federasyon	اِتِّحَاد		N;NOM;INDF;SG
hlist	hl	hlist	hl		
özet	تلخيص	özet	تَلخِيص		N;NOM;INDF;SG
özet	الملخص	özet	مُلخَص		N;NOM;DEF;SG
özet	ملخص	özet	مُلخَص		N;NOM;INDF;SG
özet	مجردة	özet	مُجَرَّد		ADJ;NOM;INDF;FEM;SG
özet	خلاصة	özet	خُلَاصَة		N;NOM;INDF;SG
özet	الخلاصة	özet	خَلَاصَة		N;NOM;DEF;SG
özet	هضم	özet	هَضَم		N;NOM;INDF;SG
özet	نبذة	özet	نبذة		N;NOM;INDF;SG
özet	ملخص	özet	مُلخَص		N;NOM;INDF;SG
özet	الموجز	özet	مُوجز		N;NOM;DEF;SG
özet	الملخص	özet	مُلخَص		N;NOM;DEF;SG
özet	ملخص	özet	مُلخَص		N;NOM;INDF;SG
özet	موجز	özet	مُوجَز		N;NOM;INDF;SG
katar	قطر	kat	قَطَر		N;NOM;INDF;SG
katar	قطري	kat	قَطَرِيّ		ADJ;NOM;INDF;MASC;SG
katar	القطري	kat	قَطَرِيّ		ADJ;NOM;DEF;MASC;SG
almanlar	الالمان	al	أَلمَانِيّ	ADJ;NOM;PL;3	N;NOM;DEF;PL
almanlar	المان	al	أَلمَانِيّ	ADJ;NOM;PL;3	
tutum	موقف	tutum	مَوقِف		N;NOM;INDF;SG
tutum	السلوك	tutum	سُلُوك		N;NOM;DEF;SG
tutum	سلوك	tutum	سُلُوك		N;NOM;INDF;SG
tutum	الموقف	tutum	مَوقِف		N;NOM;DEF;SG
tutum	المواقف	tutum	مَوقِف		N;NOM;DEF;PL
tutum	مواقف	tutum	مَوقِف		N;NOM;INDF;PL
tutum	المواقف	tutum	مَوقِف		N;NOM;DEF;PL
stefan	ستيفان	stefan	ستِيفَان		
geçerlidir	سارية	geç	سَارِي		ADJ;NOM;INDF;FEM;SG
geçerlidir	صالح	geç	صالح		
geçerlidir	صالحة	geç	صَالِح		ADJ;NOM;INDF;FEM;SG
geçerlidir	ينطبق	geç	اِنطَبَق		V;IPFV;MASC;IND;SG;3;FIN;ACT
geçerlidir	يسري	geç	يسري		V;IPFV;MASC;IND;SG;3;FIN;ACT
kopenhag	كوبنهاغن	kopenhag	كُوبِنهَاغِن	PROPN;NOM;SG;3	
tommy	تومي	tommy	تُومِي		
donanım	العتاد	don	عِتَاد		N;NOM;DEF;SG
donanım	الاجهزة	don	جِهَاز		N;NOM;DEF;PL
donanım	اجهزة	don	جِهَاز		N;NOM;INDF;PL
donanım	معدات	don	مُعَدَّات		N;NOM;INDF;PL
donanım	المعدات	don	مُعَدَّات		N;NOM;DEF;PL
donanım	معدات	don	مُعَدَّات		N;NOM;INDF;PL
sahili	الساحل	sahili	سَاحِل	N;ACC;SG;3	N;NOM;DEF;SG
sahili	ساحل	sahili	سَاحِل	N;ACC;SG;3	
sahili	كوست	sahili	كُوست	N;ACC;SG;3	
icat	الاختراع	icat	اِختِرَاع		N;NOM;DEF;SG
icat	اختراع	icat	اِختِرَاع		N;NOM;INDF;SG
icat	الاختراع	icat	اِختِرَاع		N;NOM;DEF;SG
icat	اختراع	icat	اِختِرَاع		N;NOM;INDF;SG
icat	اخترع	icat	اِختَرَع		V;PFV;MASC;SG;3;ACT
icat	اخترعت	icat	اِختَرَع		V;PFV;FEM;SG;3;ACT
buenos	بوينس	buenos	بُوِينس	PROPN;NOM;SG;3	
organı	العضو	organ	عُضو	N;ACC;SG;3	N;NOM;DEF;SG
kurumsal	الشركة	kurumsal	شَرِكَة	ADJ	N;NOM;DEF;SG
kurumsal	الشركات	kurumsal	شَرِكَة	ADJ	N;NOM;DEF;PL
kurumsal	المؤسسة	kurumsal	مُؤَسَّسَة	ADJ	N;NOM;DEF;SG
fabrika	مصنع	fabrika	مَصنَع		N;NOM;INDF;SG
fabrika	المصنع	fabrika	مَصنَع		N;NOM;DEF;SG
sinyal	الاشارات	sinyal	إِشَارَة		N;NOM;DEF;PL
sinyal	اشارات	sinyal	إِشَارَة		N;NOM;INDF;PL
sinyal	الاشارة	sinyal	إِشَارَة		N;NOM;DEF;SG
sinyal	اشارة	sinyal	إِشَارَة		N;NOM;INDF;SG
roy	روي	roy	رَوِّيّ		V;PFV;MASC;SG;3;ACT
roy	روى	roy	روى		V;PFV;MASC;SG;3;ACT
mercedes	مرسيدس	mercedes	مرسيدس		
mercedes	المرسيدس	mercedes	مُرَسَّد		
araştırmacı	الباحث	araştır	بَاحِث		N;NOM;DEF;SG
araştırmacı	باحثة	araştır	بَاحِث		ADJ;NOM;INDF;FEM;SG
araştırmacı	باحث	araştır	بَاحِث		N;NOM;INDF;SG
anton	انتون	anton	أَنتُون		
anton	انطون	anton	أَنطُون		
htm	h	htm	h		
gama	غاما	gama	غَام		
gama	جاما	gama	جَامّ		
fan	فو	fan	فو		
fan	نصير	fan	نصير		
fan	مشجع	fan	مشجع		N;NOM;INDF;SG
fan	المروحة	fan	مُرَوِّح		N;NOM;DEF;SG
fan	مروحة	fan	مروحة		N;NOM;INDF;SG
fan	معجب	fan	مَعجَب		N;NOM;INDF;SG
margaret	مارغريت	margaret	مارغريت		
margaret	مارجريت	margaret	مارجريت		
frederick	فريدريك	frederick	فريدريك	PROPN;NOM;SG;3	
yürütme	التنفيذي	yürü	تَنفِيذِيّ	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	ADJ;NOM;DEF;MASC;SG
yürütme	تنفيذي	yürü	تَنفِيذِيّ	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	ADJ;NOM;INDF;MASC;SG
yürütme	تنفيذية	yürü	تَنفِيذِيّ	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	ADJ;NOM;INDF;FEM;SG
etiyopya	اثيوبيا	etiyopya	أَثيُوبِيَا		
etiyopya	اثيوبيا	etiyopya	أَثيُوبِيَا		
muhafız	الوصي	muhafız	وَصي		N;NOM;DEF;SG
muhafız	وصي	muhafız	وَصي		
muhafız	الحرس	muhafız	حَرَس		N;NOM;DEF;SG
muhafız	حارس	muhafız	حَارِس		N;NOM;INDF;SG
muhafız	الحارس	muhafız	حَارِس		N;NOM;DEF;SG
helsinki	هلسنكي	helsinki	هِلسِنكِي		
reddetti	مرفوضة	reddet	مَرفُوض	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;FEM;SG
