úseky	раздели	úsek	разделя-(се)	N;INAN;NOM;MASC;PL;POS	V;PFV;IMP;SG;2;FIN
spojence	али	spojenec	али	N;ANIM;ACC;MASC;PL;POS	PROPN;INDF;MASC;SG
mléka	мляко	mléko	мляко	N;NOM;NEUT;PL;POS	N;INDF;NEUT;SG
lloyd	лойд	lloyd	лойд	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
oslo	осло	osel	осло	PROPN;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
cohen	коен	cohen	коен	N;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
homer	омир	homer	омир	N;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
maxim	максим	maxim	максим	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
rovné	равно	rovný	равен	ADJ;NOM;NEUT;SG;POS	ADV
rovné	равни	rovný	равен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
sekvence	последователности	sekvence	последователност	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
marion	мериън	marion	мериън	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
marion	марион	marion	марион	PROPN;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
zažil	опитен	zažít	опитен	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
zažil	опитна	zažít	опитна-(се)	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;FEM;SG
zažil	опитни	zažít	опитен	V;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;PL
ekonomicky	икономически	ekonomicky	икономически	ADV;POS	ADJ;INDF;MASC;SG
propagační	промоционални	propagační	промоционален	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
binární	двоичен	binární	двоичен	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
jeskyní	пещери	jeskyně	пещеря	N;INS;FEM;SG;POS	N;INDF;FEM;PL
utekl	избягали	utéci	избягам	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
výkonný	изпълнителни	výkonný	изпълнителен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
požadované	поиска	požadovaný	поискам	ADJ;NOM;NEUT;SG;POS	V;PFV;IND;SG;3;PST;FIN;ACT
požadované	поискани	požadovaný	поискам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
požadované	поискано	požadovaný	поискам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
požadované	поискана	požadovaný	поискам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
požadované	поискаха	požadovaný	поискам	ADJ;NOM;NEUT;SG;POS	V;PFV;IND;PL;3;PST;FIN;ACT
požadované	изисквана	požadovaný	изисквам	ADJ;NOM;NEUT;SG;POS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
problematické	проблемно	problematický	проблемно	ADJ;NOM;NEUT;SG;POS	ADV
iva	ива	iva	ива	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
uzavřený	затворена	uzavřený	затворя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
uzavřený	затворено	uzavřený	затворя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
uzavřený	затворени	uzavřený	затворя-(се)	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
zakládající	основаването	zakládající	основаване	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	N;DEF;NEUT;SG
hlaváčková	хлавачкова	hlaváčkový	хлавачков	ADJ;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
hansen	хансън	hansený	хансън	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
hansen	хансен	hansený	хансен	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
hansen	хенсън	hansený	хенсън	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
lockheed	локхийд	lockheed	локхийд	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
jede	джед	jet	джед	V;IND;SG;3;POS;PRS;FIN;ACT	PROPN;INDF;MASC;SG
simpsonovi	симпсън	simpson	симпсън	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;SG
životy	живее	život	живея	N;INAN;NOM;MASC;PL;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
připomínky	мнение	připomínka	мнение	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
námitky	възражение	námitka	възражение	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
odpovědnosti	отговорности	odpovědnost	отговорност	N;GEN;FEM;SG;POS	N;INDF;FEM;PL
originál	оригинални	originál	оригинален	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
originál	оригинално	originál	оригинален	N;INAN;NOM;MASC;SG;POS	ADV
originál	оригинална	originál	оригинален	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
originál	оригинален	originál	оригинален	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
irc	irc	irc	irc	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
minulost	минали	minulost	мина-(се)	N;NOM;FEM;SG;POS	V;PFV;INDF;PL;PST;V.PTCP;ACT
vinice	лозе	vinice	лозе	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
přispěla	допринесе	přispět	допринеса	V;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
přispěla	допринесъл	přispět	допринесъл	V;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
mírné	леки	mírný	лек	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
mírné	умерено	mírný	умерено	ADJ;NOM;NEUT;SG;POS	ADV
závislý	пристрастена	závislý	пристрастя	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
závislý	зависими	závislý	зависим	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
závislý	зависимо	závislý	зависимо	ADJ;INAN;NOM;MASC;SG;POS	ADV
závislý	зависим	závislý	завися	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
závislý	пристрастена	závislý	пристрастя	ADJ;INAN;NOM;MASC;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
závislý	наркоман	závislý	наркоман	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
závislý	зависим	závislý	завися	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
slavoj	славой	slavoj	славой	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
konkurence	конкуренти	konkurence	конкурент	N;NOM;FEM;SG;POS	N;INDF;MASC;PL
konkurence	съперници	konkurence	съперник	N;NOM;FEM;SG;POS	N;INDF;MASC;PL
přesvědčil	убедена	přesvědčit	убедя-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
přesvědčil	убедени	přesvědčit	убедя-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
přesvědčil	убеден	přesvědčit	убедя-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nákup	покупки	nákup	покупка	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
nákup	покупките	nákup	покупка	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;PL
nákup	купувам	nákup	купувам	N;INAN;NOM;MASC;SG;POS	V;IPFV;IND;SG;1;PRS;FIN;ACT
nákup	купува	nákup	купувам	N;INAN;NOM;MASC;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
peklo	ада	peklo	ада	N;NOM;NEUT;SG;POS	ADV
honda	хонда	honda	хонд	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
napadl	нападната	napadnout	нападен	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;DEF;FEM;SG
napadl	атакуван	napadnout	атакувам	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
napadl	атакувани	napadnout	атакувам	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
napadl	нападната	napadnout	нападен	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;DEF;FEM;SG
napadl	нападнат	napadnout	нападна	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
personální	персонал	personální	персонал	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
bach	бах	být	съм	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
fish	риби	fish	риба	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;PL
fish	фиш	fish	фиш	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
fish	риба	fish	риба	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
haly	зала	hala	зала	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
haly	хол	hala	хол	N;NOM;FEM;PL;POS	PROPN;INDF;FEM;SG
haly	hall	hala	hall	N;NOM;FEM;PL;POS	PROPN;INDF;MASC;SG
