nie	non	nie	non	PART;NEG	ADV
przekazany	trasmesso	przekazać	trasmettere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przekazany	trasmessi	przekazać	trasmettere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
stanley	stanley	stanle	stanley		N;MASC;SG
alfreda	alfredo	alfreda	alfredo		N;MASC;SG
alfreda	alfred	alfreda	alfred		N;MASC;SG
artyści	artista	artysta	artista	N;NOM;MASC;PL	N;SG
oznaczało	significava	oznaczać	significare	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
konstantynopola	costantinopoli	konstantynopol	costantinopolo	N;ACC;MASC;SG	ADJ;MASC;PL
podzielony	divisi	podzielić	dividere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
podzielony	diviso	podzielić	dividere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
podzielony	suddiviso	podzielić	suddiviso	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
podzielony	divise	podzielić	divisa	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;FEM;PL
podzielony	suddivisi	podzielić	suddividere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
opracowany	sviluppati	opracować	sviluppato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
opracowany	sviluppata	opracować	sviluppare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
opracowany	sviluppate	opracować	sviluppato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
opracowany	sviluppato	opracować	sviluppare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
prasie	premere	prasa	premere	N;DAT;FEM;SG	V;NFIN
prasie	premi	prasa	premio	N;DAT;FEM;SG	N;MASC;PL
caroline	caroline	caroliny	caroline	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
caroline	maurizio	caroliny	maurizio	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
susan	susan	susan	susan	PROPN;NOM;FEM;SG	N;FEM;SG
dotyczą	inquietudine	dotyczyć	inquietudine	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;FEM;SG
dotyczą	preoccupazione	dotyczyć	preoccupazione	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;FEM;SG
płuc	polmonare	płuc	polmonare		ADJ;SG
płuc	polmonari	płuc	polmonario		N;MASC;PL
płuc	polmone	płuc	polmone		N;MASC;SG
płuc	lung	płuc	lung		N
płuc	polmoni	płuc	polmone		N;MASC;PL
płuc	polmoni	płuc	polmone		N;MASC;PL
bułgarski	bulgari	bułgarski	bulgaro	ADJ;NOM;MASC;SG	N;MASC;PL
blood	sangue	blood	sangue		N;MASC;SG
blood	blood	blood	blood		N
silva	silva	silvać	silva	PROPN;NOM;MASC;SG	N;SG
jennifer	federica	jennifer	federico		ADJ;FEM;SG
jennifer	jennifer	jennifer	jennifer		N;FEM;SG
pietro	pietro	pietro	pietro	PROPN;NOM;MASC;SG	N;MASC;SG
reakcja	reazioni	reakcja	reazione	N;NOM;FEM;SG	N;FEM;PL
müller	müller	müller	müller	PROPN;NOM;MASC;SG	
belgia	belgio	belgia	belgio		N;MASC;SG
dziennikarka	giornalisti	dziennikarka	giornalista	N;NOM;FEM;SG	N;MASC;PL
oscar	oscar	oscar	oscar	PROPN;NOM;MASC;SG	N;MASC
facto	facto	facto	fare		N;MASC;SG
neapolu	napoli	neapol	napola	PROPN;GEN;MASC;SG	N;MASC;SG
baterii	batterie	bateria	batteria	N;GEN;FEM;SG	N;FEM;PL
ewangelii	vangeli	ewangelia	vangele	N;GEN;FEM;SG	N;MASC;PL
ewangelii	vangeli	ewangelia	vangele	N;GEN;FEM;SG	N;MASC;PL
wang	wang	wang	wang	PROPN;NOM;MASC;SG	N;MASC;SG
bartosz	bartosz	bartosz	bartosz	PROPN;NOM;MASC;SG	N;MASC;SG
samodzielny	standalone	samodzielny	standalone	ADJ;NOM;MASC;SG	N;MASC
angel	angelo	angel	angelo		N;MASC;SG
angel	angel	angel	angel		N;MASC;SG
angel	angeli	angel	angelo		N;MASC;PL
określić	specifica	określić	specifico	V;PFV;NFIN;ACT	ADJ;FEM;SG
inwazji	invasioni	inwazja	invasione	N;GEN;FEM;SG	N;FEM;PL
samobójstwo	suicide	samobójstwo	suicidere	N;NOM;NEUT;SG	N;FEM;PL
samobójstwo	suicidi	samobójstwo	suicida	N;NOM;NEUT;SG	N;MASC;PL
spowodowała	causati	spowodować	causare	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
natura	natura	natura	natura		N;FEM;SG
graham	graham	grahać	graham		N;MASC;SG
stu	stu	sto	stu		N;SG
skrzyżowania	incroci	skrzyżowanie	incroce	N;NOM;NEUT;SG	N;MASC;PL
verlag	verlag	verlag	verlag		N;MASC
cezary	cezary	cezar	cezary	PROPN;NOM;MASC;SG	N;MASC;SG
wolf	wolf	wolf	wolf		N;MASC
wolf	lupo	wolf	lupo		N;MASC;SG
wolf	lupi	wolf	lupe		N;MASC;PL
willa	will	willa	will	N;NOM;FEM;SG	
honorowym	onorari	honorowy	onorario	ADJ;INS;MASC;SG	N;MASC;PL
tymczasowe	interim	tymczasowy	interim	ADJ;NOM;NEUT;SG	N;MASC
tymczasowe	temporaneamente	tymczasowy	temporaneamente	ADJ;NOM;NEUT;SG	ADV
tymczasowe	temporanei	tymczasowy	temporaneo	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
tymczasowe	provvisorie	tymczasowy	provvisorio	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
tymczasowe	provvisori	tymczasowy	provvisorio	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
tradycje	tradizione	tradycja	tradizione	N;NOM;FEM;PL	N;FEM;SG
ameryka	america	ameryka	americo		ADJ;FEM;SG
ameryka	usa	ameryka	usare		V;IND;SG;3;PRS;FIN
sms	sms	smać	sms		N;MASC
przywódcy	leaders	przywódca	leaders	N;NOM;MASC;SG	N;MASC;PL
sklep	conservare	sklep	conservare	N;NOM;MASC;SG	V;NFIN
listopad	novembre	listopad	novembre		N;MASC;SG
listopad	nov	listopad	nov		N;MASC
spory	controversie	spór	controversia		N;FEM;PL
spory	contestazioni	spór	contestazione		N;FEM;PL
spory	contenzioso	spór	contenzioso		N;MASC;SG
spory	dispute	spór	disputere		N;FEM;PL
ltd	ltd	ltd	ltd		N;MASC;SG
przygotowanie	prepararsi	przygotowanie	preparsii	N;NOM;NEUT;SG	
lewy	sinistro	lewy	sinistro	ADJ;NOM;MASC;SG	N;MASC;SG
lewy	sinistra	lewy	sinistra	ADJ;NOM;MASC;SG	N;FEM;SG
lewy	lasciato	lewy	lasciare	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
piątek	venerdi	piątek	venerde	N;NOM;MASC;SG	N;MASC;PL
sara	sarah	sara	sarah	PROPN;NOM;FEM;SG	N;FEM;SG
sara	francesca	sara	francesca	PROPN;NOM;FEM;SG	N;FEM;SG
sara	sara	sara	essere	PROPN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
ciepła	calore	ciepło	calore		N;MASC;SG
ciepła	heat	ciepło	heat		N
ciepła	caldo	ciepło	caldo		ADJ;MASC;SG
ciepła	caldi	ciepło	caldo		ADJ;MASC;PL
ciepła	calda	ciepło	caldo		ADJ;FEM;SG
ciepła	warm	ciepło	warm		N
ciepła	calore	ciepło	calore		N;MASC;SG
rsvp	rsvp	rsvp	rsvp		N
franklin	franklin	franklin	franklin		N;MASC
maine	maine	mainy	maine		N;MASC;SG
aleksiej	aleksej	aleksiać	aleksej	PROPN;NOM;MASC;SG	N;MASC;SG
aleksiej	aleksej	aleksiać	aleksej	PROPN;NOM;MASC;SG	N;MASC;SG
aleksiej	alexi	aleksiać	alexe	PROPN;NOM;MASC;SG	N
aleksiej	aleksej	aleksiać	aleksej	PROPN;NOM;MASC;SG	N;MASC;SG
nova	nova	nova	nova		ADJ;SG
box	box	box	box		N;MASC
box	casella	box	casella		N;FEM;SG
box	riquadro	box	riquadro		N;MASC;SG
box	scatola	box	scatola		N;FEM;SG
guy	guy	guy	guy	PROPN;NOM;MASC;SG	N
schroniska	ostelli	schronisko	ostello	N;NOM;NEUT;SG	N;MASC;PL
santos	santos	santos	santos	PROPN;NOM;MASC;SG	N;MASC;SG
opublikowane	pubblicato	opublikować	pubblicare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
opublikowane	inviato	opublikować	inviato	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;SG
opublikowane	pubblicata	opublikować	pubblicare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
opublikowane	postato	opublikować	postare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
opublikowane	pubblicato	opublikować	pubblicare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
opublikowane	pubblicate	opublikować	pubblicare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
opublikowane	pubblicata	opublikować	pubblicare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
opublikowane	pubblicati	opublikować	pubblicare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
sprzedany	venduti	sprzedać	vendere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
sprzedany	venduto	sprzedać	vendere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
sprzedany	venduta	sprzedać	vendere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
sprzedany	vendute	sprzedać	vendere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
stop	lega	stop	lega		N;FEM;SG
stop	leghe	stop	leghe		N;FEM;PL
ciał	corpi	ciało	corpo		N;MASC;PL
ciał	carrozzerie	ciało	carrozzeria		N;FEM;PL
argentyna	argentina	argentyna	argentino		ADJ;FEM;SG
argentyna	argentina	argentyna	argentino		ADJ;FEM;SG
argentyna	argentino	argentyna	argentino		ADJ;MASC;SG
argentyna	argentini	argentyna	argentino		N;MASC;PL
argentyna	argentine	argentyna	argentine		ADJ;FEM;PL
herschel	herschel	herschel	herschel	PROPN;NOM;MASC;SG	N;MASC
mountain	montagna	mountain	montagna		N;FEM;SG
segment	segmenti	segment	segmento	N;NOM;MASC;SG	N;MASC;PL
nasiona	seme	nasiono	seme	N;NOM;NEUT;PL	N;MASC;SG
dąbrowski	dąbrowski	dąbrowski	donrowskio	ADJ;NOM;MASC;SG	N;MASC;SG
istniało	esisteva	istnieć	esistere	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
istniało	esistiti	istnieć	esistere	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
istniało	esistevano	istnieć	esistere	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
roboty	lavoro	robota	lavoro	N;ACC;FEM;PL	N;MASC;SG
roboty	lavorare	robota	lavorare	N;ACC;FEM;PL	V;NFIN
roboty	lavora	robota	lavorare	N;ACC;FEM;PL	V;IND;SG;3;PRS;FIN
ana	ana	ann	ana	PROPN;NOM;MASC;SG	N;FEM;SG
walker	walker	walker	walker		N;MASC
walker	errante	walker	errante		N;SG
luty	febbraio	luty	febbraio		N;MASC;SG
luty	febbraio	luty	febbraio		N;MASC;SG
elst	elst	elst	elst		N;MASC;SG
urugwaju	uruguay	urugwaj	uruguay	PROPN;GEN;MASC;SG	N;MASC
udany	riuscita	udany	riuscire		V;FEM;SG;PST;V.PTCP
udany	riuscito	udany	riuscire		V;MASC;SG;PST;V.PTCP
przepraszam	scusate	przepraszać	scusare	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PL;2;PRS;FIN
przepraszam	scusa	przepraszać	scusa	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
rano	mattinata	rano	mattinata	ADV	N;FEM;SG
rano	mattina	rano	mattina	ADV	N;FEM;SG
rano	buongiorno	rano	buongiorno	ADV	V;IND;SG;1;PRS;FIN
rano	mattino	rano	mattino	ADV	N;MASC;SG
ogłosiła	annunciati	ogłosić	annunciare	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
soul	anima	soul	anima		N;FEM;SG
soul	soul	soul	soul		N
decyzje	decisione	decyzja	decisione	N;NOM;FEM;PL	N;FEM;SG
zła	cattiva	zły	cattivo		ADJ;FEM;SG
zła	bad	zły	bad		N;SG
zła	pessimo	zły	pessimo		ADJ;MASC;SG
zła	cattivi	zły	cattivo		ADJ;MASC;PL
zła	male	zły	male		ADV
zła	cattivo	zły	cattivo		ADJ;MASC;SG
zła	arrabbiati	zły	arrabbiare		V;MASC;PL;PST;V.PTCP
zła	arrabbiato	zły	arrabbiare		ADJ;MASC;SG
zła	infuriato	zły	infuriare		V;MASC;SG;PST;V.PTCP
zła	arrabbiata	zły	arrabbiare		V;FEM;SG;PST;V.PTCP
zła	male	zły	male		ADV
zła	malvagio	zły	malvagio		ADJ;MASC;SG
zła	evil	zły	evile		N
kadra	docenti	kadra	docente	N;NOM;FEM;SG	N;PL
kadra	personale	kadra	personale	N;NOM;FEM;SG	ADJ;SG
bas	basso	bas	basso		ADJ;MASC;SG
bas	bass	bas	bass		N
bas	bassi	bas	basso		ADJ;MASC;PL
bas	bas	bas	bas		N;SG
janina	janina	janin	janina	PROPN;NOM;FEM;SG	N;FEM;SG
długa	lunghe	długi	lungo	ADJ;NOM;FEM;SG	ADJ;FEM;PL
długa	long	długi	long	ADJ;NOM;FEM;SG	N
długa	lunghi	długi	lungo	ADJ;NOM;FEM;SG	ADJ;MASC;PL
duch	fantasmi	duch	fantasma	N;NOM;MASC;SG	N;MASC;PL
użyte	utilizzata	użyć	utilizzare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
użyte	utilizzato	użyć	utilizzare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
użyte	usata	użyć	usare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
użyte	usato	użyć	usare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
użyte	usati	użyć	usare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
neil	neil	neil	neil	PROPN;NOM;MASC;SG	N
prince	principe	prinka	principe		N;MASC;SG
prince	prince	prinka	princia		N
lokalny	local	lokalny	local	ADJ;NOM;MASC;SG	N
mołdawii	moldava	mołdawia	moldare	N;GEN;FEM;SG	ADJ;FEM;SG
orange	arancio	oranga	arancio		N;MASC;SG
orange	orange	oranga	orangia		N;FEM;SG
orange	arancione	oranga	arancione		N;MASC;SG
orange	arancia	oranga	arancia		N;FEM;SG
kennedy	kennedy	kenned	kennedy		N;MASC
roma	rom	roma	rom		N
dodatkowy	extra	dodatkowy	extra	ADJ;NOM;MASC;SG	N
solo	solo	solo	solo		ADV
solo	assolo	solo	assolo		N;MASC;SG
zieliński	zieliński	zieliński	zieliesko	ADJ;NOM;MASC;SG	N;MASC;SG
egzekucji	esecuzioni	egzekucja	esecuzione	N;GEN;FEM;SG	N;FEM;PL
ocena	valutazione	ocenać	valutazione	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;SG
ocena	valutazione	ocenać	valutazione	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;SG
tło	antecedenti	tło	antecedente		N;MASC;PL
tło	sfondo	tło	sfondo		N;MASC;SG
tło	background	tło	background		ADJ;MASC;SG
lato	estate	lato	estate		N;FEM;SG
tylnej	posteriore	tylny	posteriore	ADJ;GEN;FEM;SG	N;MASC;SG
szwajcaria	svizzera	szwajcariać	svizzero	N;NOM;FEM;SG	ADJ;FEM;SG
szwajcaria	svizzero	szwajcariać	svizzero	N;NOM;FEM;SG	ADJ;MASC;SG
szwajcaria	svizzeri	szwajcariać	svizzero	N;NOM;FEM;SG	N;MASC;PL
delta	delta	delt	diuta		N;MASC;SG
wright	wright	wright	wright		N;MASC
łacińskiej	latini	łaciński	latino	ADJ;GEN;FEM;SG	N;MASC;PL
szkocki	scozzesi	szkocki	scozzese	N;NOM;MASC;SG	N;PL
szkocki	scozzese	szkocki	scozzese	N;NOM;MASC;SG	ADJ;SG
szkocki	scozzesi	szkocki	scozzese	N;NOM;MASC;SG	N;PL
szkocki	scozzese	szkocki	scozzese	N;NOM;MASC;SG	ADJ;SG
piękna	belli	piękny	bello	ADJ;NOM;FEM;SG	ADJ;MASC;PL
piękna	bellissima	piękny	bello	ADJ;NOM;FEM;SG	ADJ;AB;FEM;SG
piękna	bellissime	piękny	bello	ADJ;NOM;FEM;SG	ADJ;AB;FEM;PL
piękna	bellissimi	piękny	bello	ADJ;NOM;FEM;SG	ADJ;AB;MASC;PL
piękna	bellissimo	piękny	bello	ADJ;NOM;FEM;SG	ADJ;AB;MASC;SG
niedawno	recente	niedawno	recente	ADV	ADJ;SG
niedawno	recenti	niedawno	recente	ADV	ADJ;PL
ścieżki	percorso	ścieżka	percorso	N;ACC;FEM;PL	N;MASC;SG
ścieżki	tracciato	ścieżka	tracciato	N;ACC;FEM;PL	N;MASC;SG
ścieżki	sentiero	ścieżka	sentiero	N;ACC;FEM;PL	N;MASC;SG
franco	franco	franca	franco		N;MASC;SG
przyspieszenie	accelerate	przyspieszenie	accelerato	N;NOM;NEUT;SG	ADJ;FEM;PL
przyspieszenie	accelera	przyspieszenie	accelera	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
przyspieszenie	accelerare	przyspieszenie	accelerare	N;NOM;NEUT;SG	V;NFIN
zmniejszenie	diminuita	zmniejszenie	diminuire	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;FEM;SG;PST;V.PTCP
zmniejszenie	diminuito	zmniejszenie	diminuire	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;SG;PST;V.PTCP
lądowe	terrestre	lądowy	terrestre	ADJ;NOM;NEUT;SG	N;MASC;SG
lądowe	terrestri	lądowy	terrestre	ADJ;NOM;NEUT;SG	N;MASC;PL
monety	moneta	monet	moneta	N;NOM;MASC;PL	N;FEM;SG
bogini	dea	bogina	dia	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
bogini	divinità	bogina	divinità	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM
mińsku	minsk	mińsko	minsk	PROPN;DAT;MASC;SG	N;MASC
strat	perdite	strata	perdita		N;FEM;PL
przybyli	arrivato	przybyć	arrivare	V;PFV;MASC;IND;PL;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
przybyli	arrivata	przybyć	arrivare	V;PFV;MASC;IND;PL;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
dwadzieścia	twenty	dwadzieścia	twenty	NUM;ACC;MASC;PL	N
grecja	greco	grecja	greco	N;NOM;FEM;SG	ADJ;MASC;SG
grecja	greca	grecja	greca	N;NOM;FEM;SG	ADJ;FEM;SG
grecja	greci	grecja	grecio	N;NOM;FEM;SG	N;MASC;PL
murphy	murphy	murpha	murphy	PROPN;NOM;MASC;SG	N;MASC
opublikowany	pubblicato	opublikować	pubblicare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
opublikowany	pubblicate	opublikować	pubblicare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
opublikowany	pubblicata	opublikować	pubblicare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
opublikowany	pubblicati	opublikować	pubblicare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
szkoda	peccato	szkoda	peccato	V;IND;PRS;FIN	ADJ;MASC;SG
szkoda	pietà	szkoda	pietà	V;IND;PRS;FIN	N;FEM
szkoda	vergogna	szkoda	vergogna	V;IND;PRS;FIN	N;FEM;SG
paolo	paolo	paolo	paolo	PROPN;NOM;MASC;SG	N;MASC;SG
strzelec	sagittario	strzelec	sagittario	N;NOM;MASC;SG	ADJ;MASC;SG
wyprawa	quest	wyprawa	quest	N;NOM;FEM;SG	ADJ;SG
abd	abd	abd	abd	PROPN;NOM;MASC;SG	N
włączona	abilitate	włączyć	abilitare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
włączona	abilitata	włączyć	abilitare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
włączona	abilitato	włączyć	abilitare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
włączona	attivato	włączyć	attivare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
włączona	abilitati	włączyć	abilitare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
przyszłość	futuro	przyszłość	futuro	N;NOM;FEM;SG	ADJ;MASC;SG
przyszłość	futura	przyszłość	futuro	N;NOM;FEM;SG	ADJ;FEM;SG
przyszłość	future	przyszłość	futuro	N;NOM;FEM;SG	ADJ;FEM;PL
przyszłość	futuri	przyszłość	futuro	N;NOM;FEM;SG	ADJ;MASC;PL
węzła	nodo	wązła	nodo		N;MASC;SG
węzła	nodi	wązła	nodo		N;MASC;PL
rodzinne	familiari	rodzinny	familiare	ADJ;NOM;NEUT;SG	N;PL
rodzinne	family	rodzinny	family	ADJ;NOM;NEUT;SG	N
rodzinne	famiglia	rodzinny	famiglia	ADJ;NOM;NEUT;SG	N;FEM;SG
roussillon	rossiglione	roussillon	rossiglione	PROPN;NOM;MASC;SG	N;FEM;SG
via	via	via	via		ADV
łotwy	lettonia	łotwy	lettonia		N;FEM;SG
zabezpieczenia	garanzie	zabezpieczenie	garanzia	N;NOM;NEUT;SG	N;FEM;PL
przeniesione	spostato	przenieść	spostare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przeniesione	commosso	przenieść	commuovere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przeniesione	mosso	przenieść	muovere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przeniesione	trasferita	przenieść	trasferire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
przeniesione	trasferito	przenieść	trasferire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
fragmentów	estratti	fragment	estratto	N;GEN;MASC;PL	V;MASC;PL;PST;V.PTCP
gdański	gdański	gdański	gdański	ADJ;NOM;MASC;SG	N;MASC;SG
eva	eva	eva	evare	PROPN;NOM;FEM;SG	N;FEM;SG
adwokat	avvocati	adwokat	avvocato	N;NOM;MASC;SG	N;MASC;PL
recenzje	rassegne	recenzja	rassegna	N;NOM;FEM;SG	N;FEM;PL
recenzje	recensioni	recenzja	recensione	N;NOM;FEM;SG	N;FEM;PL
gov	gov	gov	gov		N
wirtembergia	württemberg	wirtembergia	württemberg		N;MASC;SG
prąd	attuali	prąd	attuale	N;NOM;MASC;SG	ADJ;PL
prąd	correnti	prąd	corrente	N;NOM;MASC;SG	N;MASC;PL
prąd	attuale	prąd	attuale	N;NOM;MASC;SG	ADJ;SG
prąd	corrente	prąd	corrente	N;NOM;MASC;SG	ADJ;SG
johan	johan	johanin	johan	PROPN;NOM;MASC;SG	N;MASC;SG
prosty	simple	prosty	simple	ADJ;NOM;MASC;SG	N;MASC
prosty	semplici	prosty	semplice	ADJ;NOM;MASC;SG	ADJ;PL
krytyka	critiche	krytyka	critica	N;NOM;FEM;SG	N;FEM;PL
krytyka	critiche	krytyka	critica	N;NOM;FEM;SG	N;FEM;PL
krytyka	critici	krytyka	critico	N;NOM;FEM;SG	N;MASC;PL
energię	energie	energia	energia	N;ACC;FEM;SG	N;FEM;PL
wilk	lupi	wilk	lupe	N;NOM;MASC;SG	N;MASC;PL
kate	kate	kat	kate		N;FEM;SG
raf	raf	raf	raf	PROPN;NOM;MASC;SG	N
aplikacji	applicazioni	aplikacja	applicazione	N;GEN;FEM;SG	N;FEM;PL
figura	statue	figura	statua	N;NOM;FEM;SG	N;FEM;PL
szczęście	fortunati	szczęście	fortunato	N;NOM;NEUT;SG	ADJ;MASC;PL
szczęście	fortunato	szczęście	fortunato	N;NOM;NEUT;SG	ADJ;MASC;SG
szczęście	fortunata	szczęście	fortunare	N;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
gniazdo	nidi	gniazdo	nido	N;NOM;NEUT;SG	N;MASC;PL
cóż	bene	cóż	bene	PRO;ACC;NEUT;SG	ADV
cóż	pozzo	cóż	pozzo	PRO;ACC;NEUT;SG	N;MASC;SG
sergio	sergio	sergio	sergio		N;MASC;SG
poprzednia	precedente	poprzedniać	precedente		ADJ;SG
poprzednia	precedenti	poprzedniać	precedente		ADJ;PL
sekundy	secondi	sekunda	secondo	N;ACC;FEM;SG	N;MASC;PL
villa	villa	vill	villa		N;FEM;SG
jay	jay	jay	jay	PROPN;NOM;MASC;SG	N
dnie	bottom	dzień	bottom		N
produkt	prodotti	produkt	prodotto	N;ACC;MASC;SG	N;MASC;PL
rolling	rolling	rolling	rolling		N;MASC
rolling	laminazione	rolling	laminazione		N;FEM;SG
rolling	rotolamento	rolling	rotolamento		N;MASC;SG
jednoznacznie	inequivocabile	jednoznacznie	inequivocabile	ADV	ADJ;SG
przedmiot	soggetto	przedmiot	soggetto	N;NOM;MASC;SG	ADJ;MASC;SG
regulacji	regolamentare	regulacja	regolamentare	N;GEN;FEM;SG	ADJ;SG
california	california	california	california		N;FEM;SG
bateria	batterie	bateria	batteria	N;NOM;FEM;SG	N;FEM;PL
lit	litio	lit	litio		N;MASC;SG
odmian	varietà	odmiana	varietà		N;FEM
terry	terry	terry	terry	PROPN;NOM;MASC;SG	N
ptak	uccelli	ptak	uccello	N;NOM;MASC;SG	N;MASC;PL
krs	krs	krsa	krs		N
iranu	iran	iran	iran	PROPN;GEN;MASC;SG	ADJ;FEM;SG
perspektywy	prospettiva	perspektywa	prospettiva	N;ACC;FEM;PL	N;FEM;SG
zamknięta	chiusi	zamknąć	chiuso	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;MASC;PL
