खिड़की	fenêtres	खिड़की	fenêtre	N;NOM;FEM;SG;3	N;FEM;PL
आप्रवासी	expatriés	आप्रवासी	expatrié	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
अब्दुल्ला	abdullah	अब्दुल्ला	abdullah	PROPN;NOM;MASC;SG;3	PROPN
अब्दुल्ला	abdallah	अब्दुल्ला	abdallah	PROPN;NOM;MASC;SG;3	PROPN
वर्जिन	virgin	वर्जिन	virgin	PROPN;NOM;MASC;SG;3	PROPN
वर्जिन	vierges	वर्जिन	vierge	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
वर्जिन	vierge	वर्जिन	vierge	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
वर्जिन	puceau	वर्जिन	puceau	PROPN;NOM;MASC;SG;3	N;MASC;SG
अय्यर	iyer	अय्यर	iyer	PROPN;NOM;MASC;SG;3	PROPN
डेप	depp	डेप	depp	N;NOM;MASC;SG;3	PROPN
चक्रों	chakra	चक्र	chakra	N;ACC;MASC;PL;3	N;MASC;SG
सिन्धी	sindhi	सिन्धी	sindhi	PROPN;NOM;MASC;SG;3	N;MASC;SG
मानकीकृत	normalisée	मानकीकृत	normaliser	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
मानकीकृत	normalisés	मानकीकृत	normaliser	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
मानकीकृत	normalisées	मानकीकृत	normaliser	N;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
मानकीकृत	standardisé	मानकीकृत	standardiser	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
मानकीकृत	standardisée	मानकीकृत	standardiser	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
मुहाफ़ज़ाह	gouvernorat	मुहाफ़ज़ाह	gouvernorat	PROPN;NOM;MASC;SG;3	N;MASC;SG
उर्मिला	urmila	उर्मिला	urmila	PROPN;NOM;FEM;SG;3	PROPN
अवस्थिति	localisations	अवस्थिति	localisation	N;NOM;FEM;SG;3	N;FEM;PL
अवस्थिति	lieux	अवस्थिति	lieu	N;NOM;FEM;SG;3	N;MASC;PL
विभिन्नता	variations	विभिन्नता	variation	N;NOM;FEM;SG;3	N;FEM;PL
ढोल	fût	ढोल	être	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
क्वार्क	quark	क्वार्क	quark	N;NOM;MASC;SG;3	PROPN
अवकल	différentielle	अवकल	différentiel	N;NOM;MASC;SG;3	ADJ;FEM;SG
अवकल	différentiels	अवकल	différentiel	N;NOM;MASC;SG;3	ADJ;MASC;PL
श्रावण	shravan	श्रावण	shravan	N;NOM;MASC;SG;3	PROPN
राजसी	majestueuse	राजसी	majestueux		ADJ;FEM;SG
राजसी	majestic	राजसी	majestic		N;MASC;SG
राजसी	majestueux	राजसी	majestueux		ADJ;MASC;SG
राजसी	regal	राजसी	regal		N;MASC;SG
टिकाऊ	durable	टिकाऊ	durable		ADJ;MASC;SG
टिकाऊ	durables	टिकाऊ	durable		ADJ;MASC;PL
टिकाऊ	soutenable	टिकाऊ	soutenable		ADJ;MASC;SG
टिकाऊ	durable	टिकाऊ	durable		ADJ;MASC;SG
टिकाऊ	durables	टिकाऊ	durable		ADJ;MASC;PL
कूप	coupé	कूप	couper		V;MASC;SG;PST;V.PTCP
कूप	coupe	कूप	coupe		N;FEM;SG
कीन	keane	कीन	keane	PROPN;NOM;MASC;SG;3	PROPN
स्टेनली	yves	स्टेनली	yve	PROPN;NOM;MASC;SG;3	PROPN
स्टेनली	stanley	स्टेनली	stanley	PROPN;NOM;MASC;SG;3	PROPN
सिन्ध	sind	सिन्ध	sind	PROPN;NOM;MASC;SG;3	
साहेब	saheb	साहेब	saheb	PROPN;NOM;MASC;SG;3	PROPN
लेखनी	stylo	लेखनी	stylo	V;FEM;NFIN;ACT	N;MASC;SG
लेखनी	pen	लेखनी	pen	V;FEM;NFIN;ACT	N;MASC;SG
लेखनी	plume	लेखनी	plume	V;FEM;NFIN;ACT	N;FEM;SG
लेखनी	stylos	लेखनी	stylo	V;FEM;NFIN;ACT	N;MASC;PL
अखबारों	quotidiens	अखबार	quotidien	N;ACC;MASC;PL;3	ADJ;MASC;PL
मध्यस्थता	arbitrages	मध्यस्थता	arbitrage	N;NOM;FEM;SG;3	N;MASC;PL
सोल	sol	सोल	sol		N;MASC;SG
किक	botter	किक	botter	N;NOM;FEM;SG;3	V;NFIN
धड़कन	beat	धड़कन	beat	N;NOM;FEM;SG;3	PROPN
धड़कन	battez	धड़कन	battre	N;NOM;FEM;SG;3	V;IMP;PL;2;PRS;FIN
धड़कन	battu	धड़कन	battre	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
धड़कन	battre	धड़कन	battre	N;NOM;FEM;SG;3	V;NFIN
धड़कन	battant	धड़कन	battre	N;NOM;FEM;SG;3	V;PRS;V.PTCP
धड़कन	battre	धड़कन	battre	N;NOM;FEM;SG;3	V;NFIN
आखरी	dernier	आखरी	dernier		ADJ;MASC;SG
आखरी	dernière	आखरी	dernier		ADJ;FEM;SG
आखरी	derniers	आखरी	dernier		ADJ;MASC;PL
आखरी	dernières	आखरी	dernier		ADJ;FEM;PL
क्षेत्ररक्षण	captain	क्षेत्ररक्षण	captain	N;NOM;MASC;SG;3	PROPN
क्षेत्ररक्षण	fielding	क्षेत्ररक्षण	fielding	N;NOM;MASC;SG;3	PROPN
लिली	lili	लिल	lili	PROPN;NOM;MASC;SG;3	INTJ
लिली	lilly	लिल	lilly	PROPN;NOM;MASC;SG;3	PROPN
लिली	lily	लिल	lily	PROPN;NOM;MASC;SG;3	PROPN
लिली	lys	लिल	lys	PROPN;NOM;MASC;SG;3	N;MASC;SG
बेली	bailey	बेली	bailey		PROPN
बेली	ventre	बेली	ventre		N;MASC;SG
ग्रहीय	planétaire	ग्रहीय	planétaire	PROPN;NOM;SG;3	ADJ;MASC;SG
ग्रहीय	planétaires	ग्रहीय	planétaire	PROPN;NOM;SG;3	ADJ;MASC;PL
मॉनिटर	moniteurs	मॉनिटर	moniteur	N;NOM;MASC;SG;3	N;MASC;PL
मॉनिटर	surveiller	मॉनिटर	surveiller	N;NOM;MASC;SG;3	V;NFIN
नायडू	naidu	नायडू	naidu	PROPN;NOM;SG;3	PROPN
मेलबोर्न	melbourne	मेलबोर्न	melbourne	PROPN;NOM;MASC;SG;3	PROPN
करुणा	amabilité	करुणा	amabilité	PROPN;NOM;FEM;SG;3	N;FEM;SG
करुणा	gentillesse	करुणा	gentillesse	PROPN;NOM;FEM;SG;3	N;FEM;SG
करुणा	bonté	करुणा	bonté	PROPN;NOM;FEM;SG;3	N;FEM;SG
अकसर	souvent	अकसर	souvent	CONJ	ADV
मशरूम	champignons	मशरूम	champignon	N;NOM;FEM;SG;3	N;MASC;PL
मशरूम	champignons	मशरूम	champignon	N;NOM;FEM;SG;3	N;MASC;PL
गरुड़	garuda	गरुड	garuda	PROPN;NOM;MASC;SG;3	PROPN
फ्लू	grippe	फ्लू	grippe	PROPN;NOM;MASC;SG;3	N;FEM;SG
नरक	hell	नरक	hell		PROPN
नरक	enfer	नरक	enfer		N;MASC;SG
ट्री	sapin	ट्री	sapin		N;MASC;SG
ट्री	arbre	ट्री	arbre		N;MASC;SG
ट्री	arborescence	ट्री	arborescence		N;FEM;SG
ट्री	arbres	ट्री	arbre		N;MASC;PL
बेलन	cylindres	बेलन	cylindre	N;NOM;MASC;SG;3	N;MASC;PL
अवरोधित	bloquées	अवरोधित	bloquer	ADJ	V;FEM;PL;PST;V.PTCP
अवरोधित	bloquée	अवरोधित	bloqué	ADJ	V;FEM;SG;PST;V.PTCP
अवरोधित	bloqué	अवरोधित	bloqué	ADJ	V;MASC;SG;PST;V.PTCP
अवरोधित	bloqués	अवरोधित	bloquer	ADJ	V;MASC;PL;PST;V.PTCP
आत्मविश्वास	confiant	आत्मविश्वास	confiant	N;NOM;MASC;SG;3	V;PRS;V.PTCP
आत्मविश्वास	confiants	आत्मविश्वास	confiant	N;NOM;MASC;SG;3	ADJ;MASC;PL
आत्मविश्वास	confiante	आत्मविश्वास	confiante	N;NOM;MASC;SG;3	ADJ;FEM;SG
लापता	manque	लापता	manque	ADJ	N;MASC;SG
लापता	manquant	लापता	manquer	ADJ	V;PRS;V.PTCP
लापता	disparu	लापता	disparaître	ADJ	V;MASC;SG;PST;V.PTCP
नूर	noor	नूर	noor		PROPN
नूर	nour	नूर	nour		PROPN
राई	rai	राई	rai		PROPN
दुश्मनों	ennemies	दुश्मन	ennemi	N;ACC;MASC;PL;3	ADJ;FEM;PL
दुश्मनों	ennemis	दुश्मन	ennemi	N;ACC;MASC;PL;3	ADJ;MASC;PL
वाइड	large	वाइड	large	N;NOM;MASC;SG;3	ADJ;MASC;SG
वाइड	vaste	वाइड	vaste	N;NOM;MASC;SG;3	ADJ;MASC;SG
फर्नीचर	meubles	फर्नीचर	meuble	N;NOM;MASC;SG;3	N;MASC;PL
वारिस	héritiers	वारिस	héritier	N;NOM;MASC;SG;3	N;MASC;PL
आधुनिकीकरण	modernisée	आधुनिकीकरण	moderniser	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
आधुनिकीकरण	modernisé	आधुनिकीकरण	moderniser	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
आधुनिकीकरण	moderniser	आधुनिकीकरण	moderniser	N;NOM;MASC;SG;3	V;NFIN
परिवर्तनशील	variable	परिवर्तनशील	variable	N;NOM;MASC;SG;3	ADJ;MASC;SG
परिवर्तनशील	variables	परिवर्तनशील	variable	N;NOM;MASC;SG;3	ADJ;FEM;PL
मच्छर	moustiques	मच्छर	moustique	N;NOM;MASC;SG;3	ADJ;MASC;PL
अनजान	inconnue	अनजान	inconnu	ADP	ADJ;FEM;SG
अनजान	inconnu	अनजान	inconnu	ADP	ADJ;MASC;SG
अनजान	inconnus	अनजान	inconnu	ADP	ADJ;MASC;PL
अनजान	inconnues	अनजान	inconnu	ADP	ADJ;FEM;PL
ग्रांट	grant	ग्रांट	grant	N;NOM;FEM;SG;3	PROPN
सनी	ensoleillées	सनी	ensoleiller	PROPN;NOM;FEM;SG;3	V;FEM;PL;PST;V.PTCP
सनी	ensoleillé	सनी	ensoleiller	PROPN;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
सनी	ensoleillée	सनी	ensoleiller	PROPN;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
प्लेटफॉर्म	plate	प्लेटफॉर्म	plat	N;NOM;MASC;SG;3	ADJ;FEM;SG
प्लेटफॉर्म	plateformes	प्लेटफॉर्म	plateforme	N;NOM;MASC;SG;3	N;FEM;PL
भावुक	émotif	भावुक	émotif	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भावुक	émotionnelle	भावुक	émotionnel	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
भावुक	émotions	भावुक	émotion	PROPN;NOM;MASC;SG;3	N;FEM;PL
भावुक	affectif	भावुक	affectif	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भावुक	émotionnel	भावुक	émotionnel	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भावुक	sentimentale	भावुक	sentimental	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
भावुक	sentimental	भावुक	sentimental	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
कैन	cain	कैन	cain		PROPN
कैन	caïn	कैन	caïn		PROPN
कैन	cannes	कैन	canne		N;FEM;PL
घोटाला	scandales	घोटाला	scandale	N;NOM;MASC;SG;3	N;MASC;PL
घोटाला	arnaquer	घोटाला	arnaquer	N;NOM;MASC;SG;3	V;NFIN
मिस्री	égyptiens	मिस्री	égyptien		ADJ;MASC;PL
मिस्री	égyptienne	मिस्री	égyptien		ADJ;FEM;SG
मिस्री	égyptien	मिस्री	égyptien		ADJ;MASC;SG
चार्टर्ड	affrété	चार्टर्ड	affréter	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
ईर्ष्या	jalouse	ईर्ष्या	jalouse	N;NOM;FEM;SG;3	ADJ;FEM;SG
ईर्ष्या	jaloux	ईर्ष्या	jalou	N;NOM;FEM;SG;3	ADJ;MASC;SG
ईर्ष्या	envier	ईर्ष्या	envier	N;NOM;FEM;SG;3	V;NFIN
ईर्ष्या	envieux	ईर्ष्या	envieu	N;NOM;FEM;SG;3	ADJ;MASC;SG
ईर्ष्या	envieux	ईर्ष्या	envieu	N;NOM;FEM;SG;3	ADJ;MASC;SG
अमल	amal	अमल	amal	N;NOM;MASC;SG;3	PROPN
मेडल	médailles	मेडल	médaille	N;NOM;MASC;SG;3	N;FEM;PL
समरूप	homogène	समरूप	homogène		ADJ;MASC;SG
समरूप	homogènes	समरूप	homogène		ADJ;MASC;PL
जैज़	jazz	जैज़	jazz	PROPN;NOM;MASC;SG;3	N;MASC;SG
गायकों	chant	गायक	chant	N;ACC;MASC;PL;3	N;MASC;SG
गायकों	chanter	गायक	chanter	N;ACC;MASC;PL;3	V;NFIN
ओक	chênes	ओक	chêne		N;MASC;PL
ओक	oak	ओक	oak		PROPN
ओक	chêne	ओक	chêne		N;MASC;SG
उड़ा	souffle	उड़ा	souffle	V;SG;FIN;ACT	N;MASC;SG
उड़ा	coup	उड़ा	coup	V;SG;FIN;ACT	N;MASC;SG
किनारा	bordures	किनारा	bordure	N;NOM;MASC;SG;3	N;FEM;PL
किनारा	frontières	किनारा	frontière	N;NOM;MASC;SG;3	N;FEM;PL
किनारा	edge	किनारा	edge	N;NOM;MASC;SG;3	PROPN
किनारा	frontalier	किनारा	frontalier	N;NOM;MASC;SG;3	ADJ;MASC;SG
किनारा	frontières	किनारा	frontière	N;NOM;MASC;SG;3	N;FEM;PL
किनारा	côtés	किनारा	côté	N;NOM;MASC;SG;3	N;MASC;PL
कौल	kaul	कौल	kaul	PROPN;NOM;MASC;SG;3	PROPN
फ्रेड	fred	फ्रेड	fred		PROPN
बुर्ज	tower	बुर्ज	tower	N;NOM;MASC;SG;3	PROPN
बुर्ज	pinnacle	बुर्ज	pinnacle	N;NOM;MASC;SG;3	PROPN
पियरे	pierre	पियरे	pierre	PROPN;NOM;MASC;SG;3	N;FEM;SG
वुड	bois	वुड	bois	PROPN;NOM;MASC;SG;3	N;MASC;SG
बंदरगाहों	port	बंदरगाह	port	N;ACC;MASC;PL;3	N;MASC;SG
अलेक्जेंडर	aleksandr	अलेक्जेंडर	aleksandr	PROPN;NOM;MASC;SG;3	PROPN
अलेक्जेंडर	alexandre	अलेक्जेंडर	alexandre	PROPN;NOM;MASC;SG;3	N;MASC;SG
अलेक्जेंडर	alexander	अलेक्जेंडर	alexander	PROPN;NOM;MASC;SG;3	PROPN
परिमित	finie	परिमित	fini		ADJ;FEM;SG
परिमित	finies	परिमित	fini		ADJ;FEM;PL
वर्षगांठ	anniversaires	वर्षगांठ	anniversaire	N;NOM;FEM;SG;3	N;MASC;PL
क्योटो	kyoto	क्योटो	kyoto	PROPN;NOM;MASC;SG;3	PROPN
अनुबंधित	affectées	अनुबंधित	affecter	ADJ	V;FEM;PL;PST;V.PTCP
मटर	pois	मटर	pois	PROPN;NOM;MASC;SG;3	N;MASC;SG
मटर	pois	मटर	pois	PROPN;NOM;MASC;SG;3	N;MASC;SG
फैक्ट्री	fabrique	फैक्ट्री	fabrique	N;NOM;FEM;SG;3	ADJ;FEM;SG
वॉर्स	guerres	वॉर्स	guerre	N;NOM;MASC;SG;3	N;FEM;PL
ओंटारियो	ontario	ओंटारियो	ontario	PROPN;NOM;MASC;SG;3	N;MASC;SG
वायरल	viral	वायरल	viral	N;NOM;MASC;SG;3	ADJ;MASC;SG
वायरल	virale	वायरल	viral	N;NOM;MASC;SG;3	ADJ;FEM;SG
एडवेंचर	aventures	एडवेंचर	aventure	N;NOM;MASC;SG;3	N;FEM;PL
अनुग्रह	grâces	अनुग्रह	grâce		N;FEM;PL
अनुग्रह	grâce	अनुग्रह	grâce		N;FEM;SG
अनुग्रह	grace	अनुग्रह	grace		N;FEM;SG
स्टीवर्ट	stewart	स्टीवर्ट	stewart	PROPN;NOM;MASC;SG;3	PROPN
डेविडसन	davidson	डेविडसन	davidson	PROPN;NOM;MASC;SG;3	N;MASC;SG
घंटी	bell	घंटी	bell	N;NOM;FEM;SG;3	PROPN
कूपर	cooper	कूपर	cooper	PROPN;NOM;MASC;SG;3	PROPN
कैरोलिना	caroline	कैरोलिना	caroline	PROPN;NOM;FEM;SG;3	N;FEM;SG
कैरोलिना	carolina	कैरोलिना	carolina	PROPN;NOM;FEM;SG;3	PROPN
तनु	tanu	तनु	tanu		PROPN
प्लान	planifier	प्लान	planifier	N;NOM;MASC;SG;3	V;NFIN
विदा	vida	विदा	vida	PROPN;NOM;MASC;SG;3	PROPN
मिर्जा	mirza	मिर्जा	mirza	PROPN;NOM;MASC;SG;3	PROPN
खिंचाव	étirer	खिंचाव	étirer	N;NOM;MASC;SG;3	V;NFIN
माफी	pardonner	माफी	pardonner	N;NOM;FEM;SG;3	V;NFIN
अबुल	abul	अबुल	abul	PROPN;NOM;MASC;SG;3	N;MASC;SG
व्लादिमीर	vladimir	व्लादिमीर	vladimir	PROPN;NOM;MASC;SG;3	PROPN
दौलत	richesses	दौलत	richesse		N;FEM;PL
दौलत	richesse	दौलत	richesse		N;FEM;SG
कोचीन	kochi	कोचीन	kochi	PROPN;NOM;MASC;SG;3	PROPN
बर्गर	burger	बर्गर	burger	PROPN;NOM;MASC;SG;3	N;MASC;SG
बर्गर	hamburger	बर्गर	hamburger	PROPN;NOM;MASC;SG;3	N;MASC;SG
बर्गर	burgers	बर्गर	burger	PROPN;NOM;MASC;SG;3	N;MASC;PL
बर्गर	burgers	बर्गर	burger	PROPN;NOM;MASC;SG;3	N;MASC;PL
बर्गर	hamburgers	बर्गर	hamburger	PROPN;NOM;MASC;SG;3	N;MASC;PL
बेहोश	inconscient	बेहोश	inconscient	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
बेहोश	inconscience	बेहोश	inconscience	PROPN;NOM;MASC;SG;3	N;FEM;SG
बेहोश	inconscients	बेहोश	inconscient	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
बेहोश	inconsciente	बेहोश	inconscient	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
बेहोश	évanoui	बेहोश	évanouir	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
बेहोश	évanouie	बेहोश	évanouir	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
म्यांमार	myanmar	म्यांमार	myanmar	PROPN;NOM;MASC;SG;3	PROPN
म्यांमार	birmanie	म्यांमार	birmanie	PROPN;NOM;MASC;SG;3	N;FEM;SG
मार्गरेट	margaret	मार्गरेट	margaret	PROPN;NOM;MASC;SG;3	PROPN
मार्गरेट	marguerite	मार्गरेट	marguerite	PROPN;NOM;MASC;SG;3	N;FEM;SG
बांसुरी	flûte	बांसुरी	flûte	PROPN;NOM;FEM;SG;3	N;FEM;SG
बांसुरी	flûtes	बांसुरी	flûte	PROPN;NOM;FEM;SG;3	N;FEM;PL
दिशानिर्देश	directions	दिशानिर्देश	direction	N;NOM;MASC;SG;3	N;FEM;PL
दिशानिर्देश	directives	दिशानिर्देश	directive	N;NOM;MASC;SG;3	N;FEM;PL
माननीय	honorable	माननीय	honorable	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
माननीय	honorables	माननीय	honorable	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
माननीय	honorable	माननीय	honorable	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
माननीय	honorables	माननीय	honorable	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
बधाई	félicitations	बधाई	félicitation	N;NOM;FEM;SG;3	N;FEM;PL
बधाई	salutations	बधाई	salutation	N;NOM;FEM;SG;3	N;FEM;PL
बधाई	bravo	बधाई	bravo	N;NOM;FEM;SG;3	INTJ
बधाई	félicitations	बधाई	félicitation	N;NOM;FEM;SG;3	N;FEM;PL
सत्तर	sattar	सत्तर	sattar		PROPN
हॉस्पिटल	hôpitaux	हॉस्पिटल	hôpital	N;NOM;MASC;SG;3	N;MASC;PL
प्रांगण	locaux	प्रांगण	local	N;NOM;MASC;SG;3	ADJ;MASC;PL
फास्फेट	phosphate	फास्फेट	phosphate	PROPN;NOM;MASC;SG;3	N;MASC;SG
फास्फेट	phosphates	फास्फेट	phosphate	PROPN;NOM;MASC;SG;3	N;MASC;PL
नीलम	saphir	नीलम	saphir	PROPN;NOM;MASC;SG;3	N;MASC;SG
उठी	élevé	उठ	élevé	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
उठी	soulevées	उठ	soulever	V;PFV;FEM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
पोर्टेबल	portatifs	पोर्टेबल	portatif	N;NOM;MASC;SG;3	ADJ;MASC;PL
पोर्टेबल	portatif	पोर्टेबल	portatif	N;NOM;MASC;SG;3	ADJ;MASC;SG
पोर्टेबल	portables	पोर्टेबल	portable	N;NOM;MASC;SG;3	ADJ;MASC;PL
पोर्टेबल	portable	पोर्टेबल	portable	N;NOM;MASC;SG;3	ADJ;MASC;SG
मर्फी	murphy	मर्फी	murphy	PROPN;NOM;MASC;SG;3	PROPN
जेड	jade	जेड	jade		N;FEM;SG
हार्बर	harbor	हार्बर	harbor	PROPN;NOM;MASC;SG;3	PROPN
सत्कार	salué	सत्कार	saluer	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
सत्कार	accueillis	सत्कार	accueillir	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
सत्कार	accueilli	सत्कार	accueillir	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
प्रिंटर	imprimantes	प्रिंटर	imprimante	N;NOM;MASC;SG;3	N;FEM;PL
प्रिंटर	imprimeurs	प्रिंटर	imprimeur	N;NOM;MASC;SG;3	N;MASC;PL
प्रिंटर	imprimantes	प्रिंटर	imprimante	N;NOM;MASC;SG;3	N;FEM;PL
प्रिंटर	imprimeries	प्रिंटर	imprimerie	N;NOM;MASC;SG;3	N;FEM;PL
सिनसिनाटी	cincinnati	सिनसिनाटी	cincinnatir	PROPN;NOM;MASC;SG;3	PROPN
सल्फाइड	sulfures	सल्फाइड	sulfure	N;NOM;MASC;SG;3	N;MASC;PL
फुल	complète	फुल	complet		ADJ;FEM;SG
फुल	pleine	फुल	plein		ADJ;FEM;SG
फुल	plein	फुल	plein		ADJ;MASC;SG
फुल	complet	फुल	complet		ADJ;MASC;SG
अनिश्चितता	incertitudes	अनिश्चितता	incertitude	N;NOM;FEM;SG;3	N;FEM;PL
अस्सी	eighty	अस्सी	eighty	NUM	PROPN
अस्सी	assi	अस्सी	assi	NUM	PROPN
आंद्रे	andré	आंद्रा	andré	PROPN;NOM;MASC;SG;3	PROPN
पापुआ	papouasie	पापुआ	papouasie	PROPN;NOM;MASC;SG;3	N;FEM;SG
सीआईडी	cid	सीआईडी	cid	PROPN;NOM;MASC;SG;3	N;MASC;SG
