die	на	die	на	DET;DEF	ADP
rou	суров	rou	суров		ADJ;INDF;MASC;SG
rou	сурова	rou	суров		ADJ;INDF;FEM;SG
rou	необработен	rou	необработен		ADJ;INDF;MASC;SG
blink	лъскаво	blink	лъскаво		ADV
blink	лъскави	blink	лъскав		ADJ;INDF;PL
blink	лъскава	blink	лъскав		ADJ;INDF;FEM;SG
ooreengekom	съгласна	ooreenkom	съгласен	V;PST;V.PTCP	ADJ;INDF;FEM;SG
ooreengekom	съгласен	ooreenkom	съгласен	V;PST;V.PTCP	ADJ;INDF;MASC;SG
ooreengekom	договаряне	ooreenkom	договаряне	V;PST;V.PTCP	N;INDF;NEUT;SG
ooreengekom	договорен	ooreenkom	договорен	V;PST;V.PTCP	ADJ;INDF;MASC;SG
susan	сюзън	susan	сюзън		PROPN;INDF;FEM;SG
bot	бот	bot	бот		N;INDF;MASC;SG
fiktiewe	измислен	fiktief	измисля		V;PFV;INDF;MASC;SG;V.PTCP;PASS
fiktiewe	измислени	fiktief	измисля		V;PFV;INDF;PL;V.PTCP;PASS
guyana	гвиана	guyana	гвиана	PROPN;SG	N;INDF;FEM;SG
hercules	херкулес	hercules	херкулес		N;INDF;MASC;SG
rudolph	рудолф	rudolph	рудолф		PROPN;INDF;MASC;SG
barbus	barbus	barbus	barbus		N;INDF;MASC;SG
invertebrates	безгръбначни	invertebrate	безгръбначен	N;SG	ADJ;INDF;PL
orkney	orkney	orkney	orkney	ADV	N;INDF;MASC;SG
avignon	авиньон	avignon	авиньон		N;INDF;MASC;SG
chaos	хаосът	chaos	хаос		N;DEF;MASC;SG
chaos	хаос	chaos	хаос		N;INDF;MASC;SG
herroep	отмяна	herroep	отмяна	V;PRS	N;INDF;FEM;SG
apart	поотделно	apart	поотделно		ADV
apart	отделно	apart	отделно		ADV
valda	валда	valda	валда		N;INDF;FEM;SG
susanna	сузана	susanna	сузан		N;INDF;FEM;SG
aristoteles	аристотел	aristotele	аристотел	ADJ;NOM	N;INDF;MASC;SG
edgar	едгар	edgar	едгар	PROPN;SG	N;INDF;MASC;SG
voyager	вояджър	voyager	вояджър		N;INDF;MASC;SG
bergh	bergh	bergh	bergh		N;INDF;MASC;SG
indeks	индекси	indeks	индекс	N;SG	N;INDF;MASC;PL
lancia	ланчия	lancia	ланчия		N;INDF;FEM;SG
coasts	брегове	coasts	бряг		N;INDF;MASC;PL
coasts	бреговете	coasts	бряг		N;DEF;MASC;PL
voortgaan	възобновяване	voortgaan	възобновяване	V;PRS	N;INDF;NEUT;SG
voortgaan	резюмето	voortgaan	резюме	V;PRS	N;DEF;NEUT;SG
army	армията	army	армия	PROPN;SG	N;DEF;FEM;SG
army	армеец	army	армеец	PROPN;SG	N;INDF;MASC;SG
army	армия	army	армия	PROPN;SG	N;INDF;FEM;SG
army	армейски	army	армейски	PROPN;SG	ADJ;INDF;MASC;SG
wek	фотоволтаични	wek	фотоволтаичен		ADJ;INDF;PL
gelykop	равенство	gelykop	равенство	ADV	N;INDF;NEUT;SG
gelykop	вратовръзка	gelykop	вратовръзка	ADV	N;INDF;FEM;SG
nooi	покана	nooi	покана	V;PRS	N;INDF;FEM;SG
nooi	покани	nooi	покана	V;PRS	N;INDF;FEM;PL
gevlekte	забелязано	gevlek	забележа-(се)	ADJ;NOM	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
gevlekte	забелязан	gevlek	забележа-(се)	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
gevlekte	забелязани	gevlek	забележа-(се)	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
gevlekte	забелязана	gevlek	забележа-(се)	ADJ;NOM	V;PFV;INDF;FEM;SG;V.PTCP;PASS
auto	автоматично	auto	автоматично		ADV
auto	авто	auto	авто		N;INDF;MASC;PL
gestreepte	райета	gestreep	райе	N;SG	N;INDF;NEUT;PL
vermeng	смесен	vermeng	смесен	V;PRS	ADJ;INDF;MASC;SG
vermeng	смесени	vermeng	смесен	V;PRS	ADJ;INDF;PL
matthew	матю	matthew	матю		PROPN;INDF;MASC;SG
matthew	матей	matthew	матей		N;INDF;MASC;SG
polinesiese	полинезийски	polinesies	полинезийски	N;PL	ADJ;INDF;MASC;SG
verkeerde	грешно	verkeerd	грешно	PRO	ADV
verkeerde	грешка	verkeerd	грешка	PRO	N;INDF;FEM;SG
darmstadt	дармщат	darmstadt	дармщат		N;DEF;FEM;SG
strook	стриптийз	strook	стриптийз		N;INDF;MASC;SG
strook	ленти	strook	лента		N;INDF;FEM;PL
strook	лента	strook	лента		N;INDF;FEM;SG
olive	олив	olive	олив	ADV	N;INDF;FEM;SG
hindi	хинди	hindi	хинд		N;INDF;MASC;SG
muis	миши	muis	миша	N;SG	N;INDF;FEM;PL
muis	мишки	muis	мишка	N;SG	N;INDF;FEM;PL
voorkant	преден	voorkant	преден	N;SG	ADJ;INDF;MASC;SG
voorkant	предни	voorkant	преден	N;SG	ADJ;INDF;PL
voorkant	отпред	voorkant	отпред	N;SG	ADV
voorkant	предна	voorkant	преден	N;SG	ADJ;INDF;FEM;SG
spandeer	похарчи	spandeer	похарча	V;PRS	V;PFV;IND;SG;3;PST;FIN;ACT
vals	невярно	vals	неверен		ADV
vals	фалшиво	vals	фалшиво		ADV
vals	фалшиви	vals	фалшив		ADJ;INDF;PL
vals	фалшива	vals	фалшив		ADJ;INDF;FEM;SG
kloof	кениън	kloof	кениън	V;PRS	PROPN;INDF;MASC;SG
kloof	каньон	kloof	каньон	V;PRS	N;INDF;MASC;SG
kloof	каньона	kloof	каньон	V;PRS	N;DEF;MASC;SG
rust	ръжда	rust	ръжд		N;INDF;FEM;SG
apostel	апостол	apostel	апостол	ADV	N;INDF;MASC;SG
apostel	пратеник	apostel	пратеник	ADV	N;INDF;MASC;SG
openlik	публично	openlik	публично	PRO;NOM;SG;3	ADV
kim	ким	kim	ким	PROPN;SG	PROPN;INDF;FEM;SG
owen	оуен	owen	оуен		N;INDF;MASC;SG
semitiese	семитски	semities	семитски	N;SG	ADJ;INDF;MASC;SG
thai	тай	thai	така		PROPN;INDF;MASC;SG
thai	тайландски	thai	тайландски		ADJ;INDF;MASC;SG
orange	оранжев	orang	оранжев		N;INDF;MASC;SG
orange	оранжева	orang	оранжева		ADJ;INDF;FEM;SG
orange	оранжево	orang	оранжево		ADV
orange	оранжеви	orang	оранжев		ADJ;INDF;PL
orange	портокал	orang	портокал		N;INDF;MASC;SG
verlate	изоставени	verlaat	изоставя		V;PFV;INDF;PL;V.PTCP;PASS
verlate	изоставено	verlaat	изоставя		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
verlate	изоставен	verlaat	изоставя		V;PFV;INDF;MASC;SG;V.PTCP;PASS
verlate	изоставена	verlaat	изоставя		V;PFV;INDF;FEM;SG;V.PTCP;PASS
klomp	котило	klomp	котило		N;INDF;NEUT;SG
klomp	няколко	klomp	няколко		PRO;INDF
engel	ейнджъл	engel	ейнджъл	V;PRS	PROPN;INDF;MASC;SG
engel	ангел	engel	ангел	V;PRS	N;INDF;MASC;SG
engel	angel	engel	angel	V;PRS	INTJ
engel	анхел	engel	анхел	V;PRS	PROPN;INDF;MASC;SG
omtrek	периметър	omtrek	периметър		N;INDF;MASC;SG
stewart	стюърт	stewart	стюърт		N;INDF;MASC;SG
stewart	стюарт	stewart	стюарт		PROPN;INDF;MASC;SG
stewart	стюард	stewart	стюард		N;INDF;MASC;SG
gedraai	веждата	draai	вежда	V;PST;V.PTCP	N;DEF;FEM;SG
fontein	фонтан	fontein	фонтан		N;INDF;MASC;SG
ferrari	ферари	ferrari	ферар	PROPN;SG	N;INDF;MASC;SG
logika	логически	logika	логически	N;SG	ADJ;INDF;MASC;SG
mehrtens	мертенс	mehrtens	мертенс		V;IPFV;INDF;MASC;SG;V.PTCP;PASS
stukkie	късче	stukkie	късче		N;INDF;NEUT;SG
stukkie	парченце	stukkie	парченце		N;INDF;NEUT;SG
stukkie	парче	stukkie	парче		N;INDF;NEUT;SG
india	индия	india	индия		PROPN;INDF;FEM;SG
kurt	кърт	kurt	кърт		PROPN;INDF;MASC;SG
kurt	курт	kurt	курт		N;INDF;MASC;SG
alex	алекс	alex	алекс		N;INDF;MASC;SG
claude	клод	claude	клод		PROPN;INDF;MASC;SG
virginië	вирджиния	virginië	вирджиния		PROPN;INDF;FEM;SG
leeg	празно	leeg	празен		ADV
leeg	празен	leeg	празен		ADJ;INDF;MASC;SG
leeg	празни	leeg	празен		ADJ;INDF;PL
leeg	празна	leeg	празная-(се)		ADJ;INDF;FEM;SG
hersien	преглед	hersien	преглед	V;PRS	N;INDF;MASC;SG
hersien	преразглеждане	hersien	преразглеждане	V;PRS	N;INDF;NEUT;SG
demografie	демографски	demografie	демографски	N;SG	ADJ;INDF;MASC;SG
giuseppe	джузепе	giusep	джузепе		PROPN;INDF;MASC;SG
onderlinge	взаимно	onderling	взаимно	N;PL	ADV
onderlinge	взаимен	onderling	взаимен	N;PL	ADJ;INDF;MASC;SG
onderlinge	взаимни	onderling	взаимен	N;PL	ADJ;INDF;PL
onderlinge	взаимна	onderling	взаимен	N;PL	ADJ;INDF;FEM;SG
opel	опел	opel	опел		PROPN;INDF;NEUT;SG
koud	студ	koud	студ	V;PRS	N;INDF;MASC;SG
koud	студен	koud	студен	V;PRS	ADJ;INDF;MASC;SG
koud	студено	koud	студено	V;PRS	ADV
koud	студена	koud	студен	V;PRS	ADJ;INDF;FEM;SG
ronald	роналд	ronald	роналд		PROPN;INDF;MASC;SG
heuning	мила	heuning	мил	N;SG	ADJ;INDF;FEM;SG
heuning	скъпа	heuning	скъп	N;SG	ADJ;INDF;FEM;SG
rook	пушенето	rook	пушене		N;DEF;NEUT;SG
rook	пушене	rook	пушене		N;INDF;NEUT;SG
bologna	болоня	bologna	болоня		PROPN;INDF;FEM;SG
liewe	мила	lief	мил		ADJ;INDF;FEM;SG
liewe	скъпи	lief	скъп		ADJ;INDF;PL
liewe	скъпа	lief	скъп		ADJ;INDF;FEM;SG
neil	нийл	neil	нийл		PROPN;INDF;MASC;SG
mianmar	мианмар	mianmar	мианмар	PROPN;SG	N;INDF;MASC;SG
basic	основна	basic	основен		ADJ;INDF;FEM;SG
basic	основни	basic	основен		ADJ;INDF;PL
basic	основен	basic	основен		ADJ;INDF;MASC;SG
mulder	мълдър	mulder	мълдър		PROPN;INDF;MASC;SG
verbeterde	засилено	verbeter	засиля-(се)	ADJ;NOM	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
aanvaarbaar	приемливо	aanvaarbaar	приемлив	CONJ	ADV
aanvaarbaar	допустимо	aanvaarbaar	допустим	CONJ	ADV
aanvaarbaar	приемливи	aanvaarbaar	приемлив	CONJ	ADJ;INDF;PL
aanvaarbaar	приемлива	aanvaarbaar	приемливам	CONJ	ADJ;INDF;FEM;SG
aanvaarbaar	приемлив	aanvaarbaar	приемлив	CONJ	ADJ;INDF;MASC;SG
bediener	водещ	bediener	водя	N;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
thomson	томсън	thomson	томсън		PROPN;INDF;MASC;SG
langdurige	трайно	langdurig	траен	ADJ;NOM	ADV
langdurige	дълготрайно	langdurig	дълготрайно	ADJ;NOM	ADV
vergoeding	компенсации	vergoeding	компенсация	N;SG	N;INDF;FEM;PL
vergoeding	възнаграждения	vergoeding	възнаграждение	N;SG	N;INDF;NEUT;PL
evans	евънс	evans	евънс		N;INDF;MASC;SG
evans	еванс	evans	еванс		PROPN;INDF;MASC;SG
stefan	стефан	stefan	стефан		PROPN;INDF;MASC;SG
opgewek	турбини	opwek	турбин	V;PST;V.PTCP	N;INDF;FEM;PL
luis	въшки	luis	въшка		N;INDF;FEM;PL
luis	луис	luis	луис		PROPN;INDF;MASC;SG
franco	франко	franco	франко		N;INDF;MASC;SG
maitland	мейтланд	maitland	мейтланд	PROPN;SG	N;INDF;MASC;SG
col	col	col	col		N;INDF;MASC;SG
boog	арк	boog	арк	V;PRS	N;INDF;NEUT;SG
boog	дъга	boog	дъга	V;PRS	N;INDF;FEM;SG
boog	буг	boog	буг	V;PRS	N;INDF;MASC;SG
enigiemand	всеки	enigiemand	всеки	PRO	PRO;NOM;MASC;SG
marseille	марсилия	marseil	марсилия		PROPN;INDF;FEM;SG
sarah	сара	sarah	сар		PROPN;INDF;FEM;SG
rouen	руан	rouen	руан		PROPN;INDF;MASC;SG
python	питон	python	питон		N;INDF;MASC;SG
solomon	соломон	solomon	соломон		N;INDF;MASC;SG
mcgregor	макгрегър	mcgregor	макгрегър	PROPN;SG	PROPN;INDF;MASC;SG
watt	уат	watt	уат		PROPN;INDF;MASC;SG
onderbreek	пауза	onderbreek	пауза	V;PRS	N;INDF;FEM;SG
onderbreek	пауза	onderbreek	пауза	V;PRS	N;INDF;FEM;SG
slagoffer	жертви	slagoffer	жертва	N;SG	N;INDF;FEM;PL
uitsonderings	стайлс	uitsondering	стайлс	N;PL	N;INDF;MASC;SG
forte	форте	fort	форте	N;PL	N;INDF;MASC;SG
antoine	антоан	antoin	антоан		N;INDF;MASC;SG
gabriel	гейбриъл	gabriel	гейбриъл		N;INDF;MASC;SG
gabriel	габриел	gabriel	габриел		N;INDF;MASC;SG
before	преди	before	преди		ADP
catherine	катрин	catherine	катрин		PROPN;INDF;FEM;SG
catherine	катерина	catherine	катерина		N;INDF;FEM;SG
bok	коза	bok	коза	N;SG	PROPN;INDF;MASC;SG
bok	кози	bok	коза	N;SG	N;INDF;FEM;PL
laboratorium	лабораторен	laboratorium	лабораторен	N;SG	ADJ;INDF;MASC;SG
laboratorium	лабораторно	laboratorium	лабораторен	N;SG	ADV
laboratorium	лабораторна	laboratorium	лабораторен	N;SG	ADJ;INDF;FEM;SG
ewige	вечна	ewige	вечен	N;SG	ADJ;INDF;FEM;SG
ewige	вечни	ewige	вечен	N;SG	ADJ;INDF;PL
ewige	вечен	ewige	вечен	N;SG	ADJ;INDF;MASC;SG
watson	уотсън	watson	уотсън		PROPN;INDF;MASC;SG
orleans	орлеанс	orleans	орлеанс		N;INDF;MASC;SG
orleans	орлиънс	orleans	орлиънс		N;INDF;MASC;SG
egte	истинско	egte	истински	N;PL	ADV
egte	реал	egte	реал	N;PL	PROPN;INDF;MASC;SG
egte	истинска	egte	истински	N;PL	ADJ;INDF;FEM;SG
egte	реално	egte	реално	N;PL	ADV
egte	истински	egte	истински	N;PL	ADJ;INDF;MASC;SG
teiken	целева	teiken	целев	N;PL	ADJ;INDF;FEM;SG
teiken	мишена	teiken	мишен	N;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
teiken	цел	teiken	цел	N;PL	N;INDF;FEM;SG
teiken	целта	teiken	цел	N;PL	N;DEF;FEM;SG
deeltjie	частица	deel	частица		N;INDF;FEM;SG
deeltjie	частици	deel	частица		N;INDF;FEM;PL
elite	елитна	elite	елитен	N;PL	ADJ;INDF;FEM;SG
elite	елит	elite	елит	N;PL	N;INDF;MASC;SG
elite	елитни	elite	елитен	N;PL	ADJ;INDF;PL
elite	елитен	elite	елитен	N;PL	ADJ;INDF;MASC;SG
elite	елита	elite	елит	N;PL	N;DEF;MASC;SG
ecuador	еквадор	ecuador	еквадор	PROPN;SG	N;INDF;MASC;SG
parker	паркър	parker	паркър		N;INDF;MASC;SG
bes	bes	bes	bes	N;SG	INTJ
zoo	зоопарк	zoo	зоопарк		N;INDF;MASC;SG
zoo	зоопарка	zoo	зоопарка		N;DEF;MASC;SG
oproep	повикване	oproep	повикване	V;PRS	N;INDF;NEUT;SG
oproep	обаждане	oproep	обаждане	V;PRS	N;INDF;NEUT;SG
pens	писалки	pens	писалка		N;INDF;FEM;PL
pens	химикали	pens	химикал		N;INDF;MASC;PL
opsomming	обобщим	opsomming	обобщя	N;SG	V;PFV;IND;PL;1;PRS;FIN;ACT
roosevelt	рузвелт	roosevelt	рузвелт	V;PRS	N;INDF;MASC;SG
verdubbel	удвояване	verdubbel	удвояване	V;PRS	N;INDF;NEUT;SG
wraak	мъст	wraak	мъст	V;PRS	N;INDF;FEM;SG
wraak	отмъщение	wraak	отмъщение	V;PRS	N;INDF;NEUT;SG
wraak	отмъщението	wraak	отмъщение	V;PRS	N;DEF;NEUT;SG
icao	икао	icao	икао		N;INDF;NEUT;SG
dakar	дакар	dakar	дакар		PROPN;INDF;MASC;SG
heers	правилото	heers	правило	V;PRS	N;DEF;NEUT;SG
heers	правило	heers	правило	V;PRS	N;INDF;NEUT;SG
ekwivalent	еквивалентна	ekwivalent	еквивалентен		ADJ;INDF;FEM;SG
ekwivalent	еквивалент	ekwivalent	еквивалент		N;INDF;MASC;SG
ekwivalent	еквивалентни	ekwivalent	еквивалентен		ADJ;INDF;PL
ekwivalent	еквивалентно	ekwivalent	еквивалентно		ADV
lirieke	текст	liriek	текст	N;PL	N;INDF;MASC;SG
lucius	луций	lucius	луций		N;INDF;MASC;SG
optog	март	optog	март	V;PRS	N;INDF;MASC;SG
wins	печели	wins	печеля	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
düsseldorf	дюселдорф	düsseldorf	дюселдорф		PROPN;INDF;MASC;SG
manlik	спасяване	manlik	спасяване		N;INDF;NEUT;SG
manlik	спаси	manlik	спася-(се)		V;PFV;IMP;SG;2;PST;FIN
manlik	запази	manlik	запазя-(се)		V;PFV;IMP;SG;2;FIN
manlik	запис	manlik	запис		N;INDF;MASC;SG
manlik	мъжествен	manlik	мъжествен		ADJ;INDF;MASC;SG
manlik	мъжествено	manlik	мъжествено		ADV
campbell	кембъл	campbell	кембъл		N;INDF;MASC;SG
california	калифорния	california	калифорния		ADJ;DEF;MASC;SG
california	калифорнийски	california	калифорнийски		ADJ;INDF;MASC;SG
haas	заек	haas	заек		N;INDF;MASC;SG
haas	зайо	haas	зайо		INTJ
haas	зайче	haas	зайче		N;INDF;NEUT;SG
voorneme	намерения	voorneme	намерение	N;SG	N;INDF;NEUT;PL
saai	соу	saai	соу	V;PRS	N;INDF;NEUT;SG
ann	анн	ann	анн		PROPN;INDF;FEM;SG
ann	ан	ann	ан		PROPN;INDF;FEM;SG
soliede	твърда	soliede	твърд	N;PL	ADJ;INDF;FEM;SG
soliede	солиден	soliede	солиден	N;PL	ADJ;INDF;MASC;SG
soliede	твърдо	soliede	твърдо	N;PL	ADV
soliede	твърд	soliede	твърд	N;PL	ADJ;INDF;MASC;SG
colorado	колорадо	colorado	колорадо		N;INDF;FEM;SG
uefa	уефа	uefa	уеф		N;DEF;MASC;SG
vlaams	фламандски	vlaams	фламандски		ADJ;INDF;MASC;SG
ontslae	отърва	ontslae	отървам-(се)	N;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
pomp	помпата	pomp	помпа	V;PRS	N;DEF;FEM;SG
pomp	помпа	pomp	помпа	V;PRS	N;INDF;FEM;SG
arp	арапахо	arp	арапахо		N;INDF;MASC;SG
hallo	хей	hallo	хей		INTJ
hallo	здравей	hallo	здравей		INTJ
hallo	ало	hallo	ало		N;INDF;MASC;SG
hallo	здравейте	hallo	здравейте		N;INDF;MASC;SG
harmonie	хармъни	harmonie	хармън		N;INDF;MASC;SG
harmonie	хармония	harmonie	хармония		N;INDF;FEM;SG
positief	позитивна	positief	позитивен	ADV	ADJ;INDF;FEM;SG
positief	положителен	positief	положителен	ADV	ADJ;INDF;MASC;SG
positief	положителни	positief	положителен	ADV	ADJ;INDF;PL
positief	положителна	positief	положителен	ADV	ADJ;INDF;FEM;SG
anker	котва	anker	котва	V;PRS	N;INDF;FEM;SG
anker	котвата	anker	котва	V;PRS	N;DEF;FEM;SG
waartoe	механизъм	waartoe	механизъм	PRO	N;INDF;MASC;SG
waartoe	преговорите	waartoe	преговори	PRO	N;DEF
waartoe	преговори	waartoe	преговори	PRO	N;INDF
paraguay	парагвай	paraguay	парагвам		N;INDF;MASC;SG
athos	атос	athos	атос		N;INDF;MASC;SG
valencia	валенсия	valencia	валенсия		PROPN;INDF;FEM;SG
mit	мит	mit	мит		N;INDF;MASC;SG
anatolië	анадола	anatolië	анадола	N;PL	N;DEF;MASC;SG
kliek	щракване	kliek	щракване	V;PRS	N;INDF;NEUT;SG
kliek	клик	kliek	клик	V;PRS	N;INDF;MASC;SG
kliek	щрак	kliek	щрак	V;PRS	ADV
fondament	основи	fondament	основа	N;SG	N;INDF;FEM;PL
braille	брайл	braille	брайл		N;INDF;MASC;SG
verduideliking	обяснения	verduideliking	обясня-(се)	N;SG	N;INDF;NEUT;PL
verduideliking	разяснения	verduideliking	разяснение	N;SG	N;INDF;NEUT;PL
tonga	тонга	tonga	тонга	PROPN;SG	N;INDF;MASC;SG
gill	гил	gill	гило	PROPN;SG	PROPN;INDF;MASC;SG
advies	съвет	advies	съвет		N;INDF;MASC;SG
advies	съвети	advies	съвет		N;INDF;MASC;PL
parallelle	паралелно	parallel	паралелно	N;PL	ADV
