для	for	для	for	ADP	
карточки	τράπουλα	карточка	τράπουλα	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
карточки	χαρτιά	карточка	χαρτιά	N;INAN;NOM;FEM;PL	ADV
ветвь	μπραντς	ветвь	μπραντς	N;INAN;NOM;FEM;SG	
пианист	πιανίστα	пианист	πιανίστα	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
национальность	εθνικότητα	национальность	εθνικότητα	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
национальность	υπηκοότητα	национальность	υπηκοότητα	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
листьев	φύλλα	лист	φύλλο	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
замена	αντικατάσταση	замена	αντικατάσταση	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
замена	αντικατάσταση	замена	αντικατάσταση	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
замена	αντικαταστήσει	замена	αντικαθιστώ	N;INAN;NOM;FEM;SG	V;PFV;IND;SG;3;FIN;ACT
замена	αντικατέστησε	замена	αντικαθιστώ	N;INAN;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
замена	αντικατάσταση	замена	αντικατάσταση	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
замена	αντικατάσταση	замена	αντικατάσταση	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
замена	υποκατάστασης	замена	υποκατάσταση	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
замена	αντικατάσταση	замена	αντικατάσταση	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
шлезвиг	schles	шлезвига	schles	N;INAN;NOM;MASC;SG	
штаты	κρατών	штат	κράτος	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
советника	σύμβουλος	советник	σύμβουλος	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
ответить	απαντηση	ответить	απαντηση	V;PFV;NFIN;ACT	N;ACC;FEM;SG
ответить	απάντηση	ответить	απάντηση	V;PFV;NFIN;ACT	N;ACC;FEM;SG
ответить	απαντηση	ответить	απαντηση	V;PFV;NFIN;ACT	N;ACC;FEM;SG
ответить	απάντηση	ответить	απάντηση	V;PFV;NFIN;ACT	N;ACC;FEM;SG
ядро	πυρήνα	ядро	πυρήνας	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
ядро	πυρήνα	ядро	πυρήνας	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
стене	wall	стена	wall	N;INAN;DAT;FEM;SG	
стене	τοίχος	стена	τοίχος	N;INAN;DAT;FEM;SG	N;NOM;MASC;SG
стене	τοίχο	стена	τοίχος	N;INAN;DAT;FEM;SG	N;ACC;MASC;SG
стене	τείχος	стена	τείχος	N;INAN;DAT;FEM;SG	N;NOM;NEUT;SG
стене	γουόλ	стена	γουόλ	N;INAN;DAT;FEM;SG	
хранится	αποθηκευμένα	хранить	αποθηκεύω	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
хранится	αποθηκευμένο	хранить	αποθηκεύω	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
хранится	αποθηκεύονται	хранить	αποθηκεύω	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
редактирования	μοντάζ	редактирование	μοντάζ	N;INAN;NOM;NEUT;PL	
газет	εφημερίδες	газета	εφημερίδα	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
согласие	συγκατάθεση	согласие	συγκατάθεση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
согласие	συναίνεση	согласие	συναίνεση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
собственность	ιδιοκτησία	собственность	ιδιοκτησία	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
собственность	ιδιότητα	собственность	ιδιότητα	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
собственность	ακίνητα	собственность	ακίνητος	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
собственность	κυριότητα	собственность	κυριότητα	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
собственность	ιδιοκτησία	собственность	ιδιοκτησία	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
собственность	ιδιοκτησίας	собственность	ιδιοκτησία	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
разрушения	καταστροφή	разрушение	καταστροφή	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
автоматический	αυτόματο	автоматический	αύτομα	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
автоматический	αυτόματες	автоматический	αυτόματος	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
автоматический	αυτόματα	автоматический	αυτόματα	ADJ;NOM;MASC;SG	ADV
симон	σιμόν	симон	σιμόν	N;ANIM;NOM;MASC;SG	
симон	simone	симон	simone	N;ANIM;NOM;MASC;SG	
симон	σιμόν	симон	σιμόν	N;ANIM;NOM;MASC;SG	
симон	σάιμον	симон	σάιμον	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
перспективы	προοπτική	перспектива	προοπτική	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
перспективы	προοπτική	перспектива	προοπτική	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
перспективы	προοπτική	перспектива	προοπτική	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
небо	παράδεισο	небо	παράδεισος	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
небо	ουρανού	небо	ουρανός	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
небо	ουρανός	небо	ουρανός	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
небо	ουρανό	небо	ουρανός	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
небо	s	небо	s	N;INAN;NOM;NEUT;SG	
небо	σκάι	небо	σκάι	N;INAN;NOM;NEUT;SG	
небо	ουρανοί	небо	ουρανός	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
небо	ουρανός	небо	ουρανός	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
небо	ουρανούς	небо	ουρανός	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
квартире	διαμέρισμα	квартира	διαμέρισμα	N;INAN;DAT;FEM;SG	N;NOM;NEUT;SG
молодежи	νέων	молодежь	νέος	N;INAN;GEN;FEM;SG	ADJ;GEN;FEM;PL
молодежи	νέοι	молодежь	νέος	N;INAN;GEN;FEM;SG	ADJ;NOM;MASC;PL
молодежи	νιότη	молодежь	νιότης	N;INAN;GEN;FEM;SG	N;ACC;FEM;SG
молодежи	νεολαία	молодежь	νεολαία	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
молодежи	νιάτα	молодежь	νιάτα	N;INAN;GEN;FEM;SG	N;NOM;NEUT;PL
молодежи	νεότητα	молодежь	νεότητα	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
имущество	ιδιοκτησία	имущество	ιδιοκτησία	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
имущество	ιδιότητα	имущество	ιδιότητα	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
имущество	ακίνητα	имущество	ακίνητος	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
завтра	αυριο	завтра	αυριο	ADV	N;VOC;FEM;SG
соотношение	αναλογία	соотношение	αναλογία	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
поддержал	υποστηρίχθηκε	поддержать	υποστηρίζω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
поддержал	υποστηρίζεται	поддержать	υποστηρίζω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
поддержал	υποστηρίζονται	поддержать	υποστηρίζω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
годовой	ετήσιο	годовой	ετήσιος	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
годовой	ετήσιες	годовой	ετήσιος	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
чья	ποιανού	чей	ποιανός	DET;NOM;FEM;SG	PRO;NOM;MASC;SG;3
чья	τίνος	чей	τίνος	DET;NOM;FEM;SG	PRO;GEN;NEUT;SG;3
кара	κάρα	кара	κάρα	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;PL
кара	κάρα	кара	κάρα	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;PL
чешский	τσεχική	чешский	τσεχικός	ADJ;NOM;MASC;SG	PROPN;NOM;FEM;SG
закрыть	κλείσιμο	закрыть	κλείσιμο	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
закрыть	κοντά	закрыть	κοντά	V;PFV;NFIN;ACT	ADV
культурные	πολιτιστικός	культурный	πολιτιστικός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
культурные	πολιτιστικά	культурный	πολιτιστικός	ADJ;NOM;PL	ADV
культурные	πολιτιστικό	культурный	πολιτιστικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
культурные	πολιτιστική	культурный	πολιτιστικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
встретил	κοα	встретить	κοα	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
доклад	έκθεση	доклад	έκθεση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
доклад	εκθεση	доклад	εκθεση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
доклад	αναφορα	доклад	αναφορά	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
пенсию	σύνταξη	пенсия	σύνταξη	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
пилоты	πιλότους	пилот	πίλοτος	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
математика	μαθηματικά	математика	μαθηματικά	N;INAN;NOM;FEM;SG	ADV
математика	μαθηματικά	математика	μαθηματικά	N;INAN;NOM;FEM;SG	ADV
математика	μαθηματικά	математика	μαθηματικά	N;INAN;NOM;FEM;SG	ADV
католическая	καθολικές	католический	καθολικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
католическая	καθολικοί	католический	καθολικός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
представляла	φανταστεί	представлять	φαντάσσω	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;NFIN;PASS
выиграть	νίκη	выиграть	νίκη	V;PFV;NFIN;ACT	N;ACC;FEM;SG
восточные	ανατολική	восточный	ανατολικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
восточные	ανατολικά	восточный	ανατολικά	ADJ;NOM;PL	ADV
восточные	ανατολικό	восточный	ανατολικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
двойной	διπλή	двойной	διπλός	ADJ;NOM;MASC;SG	NUM;NOM;FEM;SG
двойной	διπλό	двойной	διπλός	ADJ;NOM;MASC;SG	NUM;NOM;NEUT;SG
двойной	διπλά	двойной	διπλός	ADJ;NOM;MASC;SG	NUM;NOM;NEUT;PL
двойной	διπλός	двойной	διπλός	ADJ;NOM;MASC;SG	DET;NOM;DEF;MASC;SG
сетей	δικτύωσης	сеть	δικτύωση	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
сетей	δικτύωση	сеть	δικτύωση	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG
сетей	δίκτυα	сеть	δίκτυο	N;INAN;GEN;FEM;PL	N;NOM;NEUT;PL
объявлен	δηλώνονται	объявить	δηλώνω	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
объявлен	δήλωσε	объявить	δηλώνω	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
объявлен	δηλώνεται	объявить	δηλώνω	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
расследование	διερεύνηση	расследование	διερεύνηση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
расследование	έρευνες	расследование	έρευνα	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
александру	αλεξάντρου	александр	αλεξάντρο	N;ANIM;DAT;MASC;SG	N;GEN;NEUT;SG
мечети	τζαμί	мечеть	τζαμί	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
мечети	τέμενος	мечеть	τέμενος	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
плавание	κολύμβηση	плавание	κολύμβηση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
маленькая	μικρές	маленький	μικρός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
маленькая	μικρά	маленький	μικρός	ADJ;NOM;FEM;SG	ADV
маленькая	little	маленький	little	ADJ;NOM;FEM;SG	
независимый	ανεξάρτητοι	независимый	ανεξάρτητος	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
независимый	ανεξάρτητες	независимый	ανεξάρτητος	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
майя	μάγια	май	μάγι	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
майя	maya	май	maya	N;INAN;NOM;FEM;SG	
майя	μάγια	май	μάγι	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
майя	μάγια	май	μάγι	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
византии	βυζάντιο	византия	βυζάντιος	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG
вена	βιέννης	вена	βιέννης	N;INAN;NOM;FEM;SG	PROPN;GEN;FEM;SG
вена	βιέννη	вена	βιέννος	N;INAN;NOM;FEM;SG	PROPN;ACC;FEM;SG
кислота	οξυ	кислота	οξυ	N;INAN;NOM;FEM;SG	
указывается	προσδιορίζει	указывать	προσδιορίζω	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
тщательно	σχολαστικός	тщательно	σχολαστικός	ADV	ADJ;NOM;MASC;SG
тщательно	σχολαστική	тщательно	σχολαστικός	ADV	ADJ;NOM;FEM;SG
кристина	χριστίνα	кристина	χριστίνα	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кристина	κριστίνα	кристина	κριστίνα	N;ANIM;NOM;FEM;SG	
кристина	χριστίνα	кристина	χριστίνα	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кристина	κριστίνα	кристина	κριστίνα	N;ANIM;NOM;FEM;SG	
кристина	χριστίνα	кристина	χριστίνα	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кристина	christine	кристина	christine	N;ANIM;NOM;FEM;SG	
кристина	κριστίν	кристина	κριστίν	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кристина	κριστίνα	кристина	κριστίνα	N;ANIM;NOM;FEM;SG	
нападение	επίθεση	нападение	επίθεση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
нападение	επιθεση	нападение	επιθεση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
нападение	επίθεση	нападение	επίθεση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
внутренняя	εσωτερικές	внутренний	εσωτερικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
внутренняя	εσωτερικό	внутренний	εσωτερικό	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
внутренняя	εσωτερικά	внутренний	εσωτερικά	ADJ;NOM;FEM;SG	ADV
внутренняя	εσωτερικό	внутренний	εσωτερικό	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
психология	ψυχολογία	психология	ψυχολογία	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
разработчиков	προγραμματιστές	разработчик	προγραμματιστής	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
цена	cost	цена	cost	N;INAN;NOM;FEM;SG	
широкого	πλατύ	широкий	πλατύ	ADJ;GEN;MASC;SG	ADV
широкого	ευρύ	широкий	ευρύς	ADJ;GEN;MASC;SG	N;NOM;NEUT;SG
широкого	πλατιά	широкий	πλατιά	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;PL
пожар	φωτιά	пожар	φωτιό	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
валерия	βάλερι	валерие	βάλερι	N;ANIM;NOM;FEM;SG	
бор	μπορ	бор	μπορ	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
бор	μπορ	бор	μπορ	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
сомнений	αμφιβολία	сомнение	αμφιβολία	N;INAN;GEN;NEUT;PL	N;NOM;FEM;SG
оригинальный	πρωτότυπο	оригинальный	πρωτότυπο	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
бедности	φτώχειας	бедность	φτώχεια	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
размещение	τοποθέτηση	размещение	τοποθέτηση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
размещение	καταλύματα	размещение	κατάλυμα	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
размещение	στέγαση	размещение	στέγαση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
итальянская	ιταλικά	итальянский	ιταλικά	ADJ;NOM;FEM;SG	ADV
итальянская	ιταλός	итальянский	ιταλός	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG
прогресс	progress	прогресс	progress	N;INAN;NOM;MASC;SG	
прогресс	πρόοδο	прогресс	πρόοδος	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
наказание	ποινή	наказание	ποινή	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
наказание	πέναλτι	наказание	πέναλτι	N;INAN;NOM;NEUT;SG	
наказание	τιμωρεί	наказание	τιμώρω	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
наказание	τιμωρία	наказание	τιμωρία	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
учиться	μάθε	учиться	μάθε	V;IPFV;NFIN;MID	V;IPFV;IND;PL;1;PRS;FIN;ACT
учиться	μάθετε	учиться	μαθώ	V;IPFV;NFIN;MID	V;IPFV;IND;PL;2;PRS;FIN;ACT
учиться	μάθεις	учиться	μάθη	V;IPFV;NFIN;MID	V;IPFV;IND;SG;1;PRS;FIN;ACT
полей	χωράφια	поле	χωράφιο	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;PL
полей	πεδία	поле	πεδίο	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;PL
кевин	κέβιν	кевин	κέβιν	N;ANIM;NOM;MASC;SG	
эдди	eddie	эдди	eddie	N;INAN;NOM;MASC;SG	
эдди	έντι	эдди	έντι	N;INAN;NOM;MASC;SG	
эдди	έντι	эдди	έντι	N;INAN;NOM;MASC;SG	
эдди	άντι	эдди	άντι	N;INAN;NOM;MASC;SG	
сибирский	σιβηρίας	сибирский	σιβηρία	ADJ;NOM;MASC;SG	N;GEN;FEM;SG
турецкий	τουρκικά	турецкий	τουρκικός	ADJ;NOM;MASC;SG	ADV
турецкий	τούρκος	турецкий	τούρκος	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
британские	βρετανικό	британский	βρετανικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
британские	βρετανός	британский	βρετανός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
британские	βρετανική	британский	βρετανικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
британские	βρετανικά	британский	βρετανικά	ADJ;NOM;PL	ADV
веса	βάρη	вес	βάρη	N;INAN;GEN;MASC;SG	N;NOM;NEUT;PL
йозеф	γιόζεφ	йозеф	γιόζεφ	N;ANIM;NOM;MASC;SG	
йозеф	τζόζεφ	йозеф	τζόζεφ	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
начальной	στοιχειώδη	начальный	στοιχειώδη	ADJ;INS;FEM;SG	N;NOM;NEUT;PL
начальной	στοιχειώδες	начальный	στοιχειώδης	ADJ;INS;FEM;SG	N;NOM;NEUT;SG
начальной	δημοτικό	начальный	δημοτικός	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
черногории	μαυροβούνιο	черногория	μαυροβούνιο	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG
