den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP;ACC
dhabi	дабі	dhabi	даба	PROPN;NOM	N;INAN;NOM;MASC;SG
konflikter	конфліктів	konflikt	конфлікт	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
konflikter	конфлікт	konflikt	конфлікт	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
gata	стріт	gata	стріт	N;NOM;INDF;MASC+FEM;SG	
handboll	гандболу	handboll	гандбол	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
erich	еріх	erich	еріх	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
sydkorea	корея	sydkore	корея	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
sydkorea	кореї	sydkore	корія	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
flicka	дівчину	flicka	дівчина	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;FEM;SG
autonoma	автономна	autonom	автономний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
autonoma	автономний	autonom	автономний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
autonoma	автономна	autonom	автономний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
sigismund	сигізмунд	sigismund	сигізмунд	PROPN;NOM	N;INAN;NOM;MASC;SG
plötsligt	зненацька	plötslig	зненацький	ADV	ADJ;NOM;FEM;SG
plötsligt	несподівана	plötslig	несподіваний	ADV	ADJ;NOM;FEM;SG
sarah	сара	sarah	сара	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
alba	альба	alb	альба	PROPN;NOM	N;INAN;NOM;FEM;SG
intresserade	цікавиться	intresserad	цікавитися	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
intresserade	зацікавлений	intresserad	зацікавлений	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
intresserade	зацікавило	intresserad	зацікавити	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
intresserade	цікаво	intresserad	цікаво	ADJ;NOM;PL;PST;V.PTCP	ADV
intresserade	цікавить	intresserad	цікавити	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
intresserade	цікавляться	intresserad	цікавитися	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
slovenien	словенії	slovenien	словенія	N;NOM;DEF;MASC+FEM;SG	PROPN;INAN;GEN;FEM;SG
slovenien	словенія	slovenien	словенія	N;NOM;DEF;MASC+FEM;SG	PROPN;INAN;NOM;NEUT;SG
slovenien	словенський	slovenien	словенський	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
hittas	знайдені	hitta	знайдений	V;NFIN;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
engagerad	вивели	engagera	вивети	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
engagerad	вчинив	engagera	вчинити	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
engagerad	скоїв	engagera	скоїти	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
regelbundet	регулярно	regelbund	регулярно	N;NOM;DEF;NEUT;SG	ADV
regelbundet	формальні	regelbund	формальний	N;NOM;DEF;NEUT;SG	ADJ;NOM;PL
regelbundet	регулярний	regelbund	регулярний	N;NOM;DEF;NEUT;SG	ADJ;NOM;MASC;SG
regelbundet	звичайний	regelbund	звичайний	N;NOM;DEF;NEUT;SG	ADJ;NOM;MASC;SG
regelbundet	формальний	regelbund	формальний	N;NOM;DEF;NEUT;SG	ADJ;NOM;MASC;SG
mörk	темні	mörk	темний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
mörk	темно	mörk	темно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
mörk	rattus	mörk	rattus	ADJ;NOM;INDF;MASC+FEM;SG	
euxoa	euxoa	euxon	euxoa	N;NOM;INDF;MASC+FEM;SG	
paraguay	парагвай	paraguay	парагвай	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
sämre	гірші	dålig	гірший	ADV;CMPR	ADJ;NOM;RL;PL
dst	d	dst	d.	N	
mottagare	адресата	motta	адресат	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG
mottagare	адресата	motta	адресат	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG
mottagare	отримувача	motta	отримувач	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG
mottagare	одержувач	motta	одержувач	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
mottagare	одержувача	motta	одержувач	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG
mottagare	адресатів	motta	адресат	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
mottagare	отримувач	motta	отримувач	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
teorier	теорія	teori	теорія	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
socialdemokratiska	соціалістична	socialdemokratisk	соціалістичний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
dominerande	переважним	dominerande	переважний	ADJ;NOM;PRS;V.PTCP	ADJ;INS;NEUT;SG
dominerande	домінанта	dominerande	домінант	ADJ;NOM;PRS;V.PTCP	N;INAN;NOM;FEM;SG
dominerande	домінування	dominerande	домінування	ADJ;NOM;PRS;V.PTCP	N;INAN;NOM;NEUT;SG
stallet	конюшню	stall	конюшній	N;NOM;DEF;NEUT;SG	ADJ;ACC;FEM;SG
stallet	стабільна	stall	стабільний	N;NOM;DEF;NEUT;SG	ADJ;NOM;FEM;SG
stallet	стійкий	stall	стійкий	N;NOM;DEF;NEUT;SG	ADJ;NOM;MASC;SG
austin	остін	austin	остін	PROPN;NOM	
straff	пенальті	straff	пенальтий	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
straff	штрафи	straff	штраф	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
straff	штрафів	straff	штраф	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
casey	кейсі	casey	кейсі	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
simpson	сімпсон	simpson	сімпсон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
kommunala	муніципальна	kommunal	муніципальний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
kommunala	муніципальний	kommunal	муніципальний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
auvergne	овернь	auvergne	овернь	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
fysiker	фізиків	fysik	фізик	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL
leslie	леслі	leslie	лесло	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
arkiverat	застарілі	arkiverad	застаріль	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
arkiverat	архів	arkiverad	архів	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
arkiverat	подав	arkiverad	подати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
arkiverat	зареєстрували	arkiverad	зареєструвати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
christmas	новорічний	christma	новорічний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
ward	палаті	ward	палата	PROPN;NOM	N;INAN;DAT;FEM;SG
försökt	спробувала	försöka	спробувати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
försökt	спробував	försöka	спробувати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
försökt	замах	försöka	зам	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
laurent	лоран	laurent	лоран	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
bröder	побратимами	bröda	побрати	N;NOM;INDF;MASC+FEM;PL	N;INAN;INS;MASC;PL
hård	hard	hård	hard	ADJ;NOM;INDF;MASC+FEM;SG	
hård	тяжко	hård	тяжко	ADJ;NOM;INDF;MASC+FEM;SG	ADV
hård	круті	hård	круть	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
hård	примхи	hård	примха	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
hård	жорсткі	hård	жорсткий	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
fångar	затримані	fånga	затриманий	V;IND;PRS;FIN;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
fångar	полонених	fånga	полонений	V;IND;PRS;FIN;ACT	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
tunisien	тунісі	tunisien	тунісь	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
tunisien	туніс	tunisien	туніс	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
tunisien	тунісу	tunisien	туніс	PROPN;NOM	PROPN;INAN;GEN;MASC;SG
nått	досягнуто	nå	досягнути	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;0;FIN
nått	досягли	nå	досягти	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
nått	досягнув	nå	досягнути	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
nått	досягла	nå	досягти	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
debatt	дискусії	debatt	дискусія	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
debatt	дебати	debatt	дебати	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
växt	дорослому	växt	дорослий	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;DAT;NEUT;SG
växt	виріс	växt	виріс	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
växt	завод	växt	завод	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
växt	рослини	växt	рослина	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INAN;NOM;FEM;PL
växt	садити	växt	садити	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IPFV;NFIN
växt	рослина	växt	рослина	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INAN;NOM;FEM;SG
bin	бджіл	bi	бджіл	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
bin	бджоли	bi	бджол	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
nationellt	націонал	nationell	націонал	ADJ;NOM;INDF;NEUT;SG	
nationellt	національні	nationell	національний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
oro	оро	oro	оро	N;NOM;INDF;MASC+FEM;SG	
oro	турботу	oro	турбота	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
tolima	толіма	tolim	толім	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
alf	альф	alf	альф	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
löjtnant	лейтенанта	löjtnant	лейтенант	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
publiken	натовпі	publik	натовпі	N;NOM;DEF;MASC+FEM;SG	ADV
använd	користування	använda	користування	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
använd	використання	använda	використання	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
kuopio	куопіо	kuopio	куопіо	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
snabbare	швидше	snabb	швидше	ADJ;NOM;CMPR	ADV;CMPR
miles	кілометрів	miles	кілометр	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
catarina	катаріни	catarin	катарін	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
stars	зірки	star	зірка	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;FEM;PL
isle	іль	isle	іль	N;NOM;INDF;NEUT;SG	
traditionen	традиції	tradition	традиція	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
litauen	литві	litauen	литво	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
litauen	литви	litauen	литва	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
litauen	литва	litauen	литво	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
annika	анніка	annika	анніка	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
marion	маріон	marion	маріон	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
marion	маріан	marion	маріан	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
boca	бока	boca	бока	PROPN;NOM	N;INAN;NOM;MASC;SG
kulturella	культурний	kulturell	культурний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
stående	стоїть	stående	стояти	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
stående	стоячи	stående	стояти	N;NOM;INDF;NEUT;SG	V;IPFV;PRS;V.CVB
stående	стоять	stående	стояти	N;NOM;INDF;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN
stående	книжкова	stående	книжковий	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
krafter	живить	kraft	жити	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
krafter	силами	kraft	сила	N;NOM;INDF;MASC+FEM;PL	N;INAN;INS;FEM;PL
krafter	сил	kraft	сила	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
krafter	військах	kraft	військо	N;NOM;INDF;MASC+FEM;PL	N;INAN;ESS;NEUT;PL
kroatiska	хорватська	kroatisk	хорватський	ADJ;NOM;PL	ADJ;NOM;FEM;SG
stevens	стівенс	stev	стівенс	PROPN;GEN	PROPN;ANIM;NOM;MASC;SG
assisterande	помічники	assistera	помічник	ADJ;NOM;PRS;V.PTCP	N;ANIM;NOM;MASC;PL
assisterande	помічника	assistera	помічник	ADJ;NOM;PRS;V.PTCP	N;ANIM;ACC;MASC;SG
assisterande	помічник	assistera	помічник	ADJ;NOM;PRS;V.PTCP	N;ANIM;NOM;MASC;SG
porter	портер	port	портер	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
collins	коллінз	collin	коллінз	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
längsta	найвищих	lång	найвищий	ADJ;NOM;DEF;RL	ADJ;GEN;RL;PL
längsta	найвищий	lång	найвищий	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
längsta	найвище	lång	найвище	ADJ;NOM;DEF;RL	ADV;RL
längsta	найдовший	lång	найдовший	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
veronica	вероніка	veronic	веронік	PROPN;NOM	N;ANIM;NOM;FEM;SG
närliggande	поблизу	närliggande	поблизу	ADJ;NOM;PRS;V.PTCP	ADV
närliggande	поруч	närliggande	поруч	ADJ;NOM;PRS;V.PTCP	ADV
handling	бойовики	handling	бойовик	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
handling	дії	handling	дія	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
handling	документом	handling	документ	N;NOM;INDF;MASC+FEM;SG	N;INAN;INS;MASC;SG
handling	документа	handling	документ	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
brothers	браття	broth	браття	N;GEN;INDF;MASC+FEM;SG	N;ANIM;NOM;NEUT;PL
brothers	брати	broth	брат	N;GEN;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
skadade	поранений	skada	поранений	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
skadade	обстрілів	skada	обстріл	ADJ;NOM;PL;PST;V.PTCP	N;INAN;GEN;MASC;PL
skadade	поранених	skada	поранений	ADJ;NOM;PL;PST;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
skadade	поранений	skada	поранений	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
kammare	палати	kammare	палата	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
kammare	покоях	kammare	покій	N;NOM;INDF;MASC+FEM;SG	N;INAN;ESS
relevanta	актуальна	relevant	актуальний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
lager	шарів	lag	шар	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
lager	шаром	lag	шар	N;NOM;INDF;MASC+FEM;PL	N;INAN;INS;MASC;SG
lager	шар	lag	шар	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
lager	склад	lag	склад	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
lager	акціями	lag	акція	N;NOM;INDF;MASC+FEM;PL	N;INAN;INS;FEM;PL
lager	акція	lag	акція	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
lager	капітал	lag	капітал	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
innefattar	включення	innefatta	включення	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
påverka	вплине	påverka	вплина	V;IMP;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
påverka	перебіг	påverka	перебігти	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
påverka	вплив	påverka	вплив	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
elektriska	електричний	elektrisk	електричний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
elektriska	електрика	elektrisk	електрик	ADJ;NOM;PL	N;INAN;NOM;FEM;SG
elektriska	електричний	elektrisk	електричний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
byggda	побудовано	bygga	побудовати	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IND;0;FIN
byggda	побудували	bygga	побудувати	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
byggda	зібрано	bygga	зібрати	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IND;0;FIN
parque	parque	parque	parque	N;NOM;INDF;MASC+FEM;SG	
biblioteket	бібліотеку	bibliotek	бібліотека	N;NOM;DEF;NEUT;SG	N;INAN;ACC;FEM;SG
biblioteket	бібліотеки	bibliotek	бібліотека	N;NOM;DEF;NEUT;SG	N;INAN;NOM;FEM;PL
hart	гарт	hart	гарт	N;NOM;INDF;MASC+FEM;SG	
jörgen	йорген	jörg	йорген	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
side	збоку	side	збоку	PROPN;NOM	ADV
side	сторона	side	сторона	PROPN;NOM	N;INAN;NOM;FEM;SG
side	бічна	side	бічний	PROPN;NOM	ADJ;NOM;FEM;SG
side	бік	side	бік	PROPN;NOM	N;INAN;NOM;MASC;SG
side	сторони	side	сторона	PROPN;NOM	N;INAN;NOM;FEM;PL
domstol	судові	domstol	судовий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
domstol	суди	domstol	судити	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
domstol	судів	domstol	суд	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
indica	манго	indica	манго	N;NOM;INDF;MASC+FEM;SG	
indica	indica	indica	indica	N;NOM;INDF;MASC+FEM;SG	
medicinska	медичних	medicinsk	медичний	ADJ;NOM;PL	ADJ;GEN;PL
medicinska	медичний	medicinsk	медичний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
medicinska	medical	medicinsk	medical	ADJ;NOM;PL	
medicinska	медична	medicinsk	медичний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
xiv	xiv	xiv	xiv	PROPN;NOM	
järn	залізний	järn	залізний	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
järn	залізна	järn	залізний	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
springs	пружини	spring	пружина	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
ana	анно	ana	анно	V;IMP;FIN;ACT	
ana	ана	ana	ана	V;IMP;FIN;ACT	PROPN;ANIM;NOM;FEM;SG
ana	ена	ana	ена	V;IMP;FIN;ACT	
intressen	зацікавлення	intresse	зацікавлення	N;NOM;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
intressen	інтересів	intresse	інтерес	N;NOM;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
sts	sts	st	sts	PROPN;NOM	
stanna	стоп	stanna	стоп	V;IMP;FIN;ACT	
stanna	зупинки	stanna	зупинка	V;IMP;FIN;ACT	N;INAN;NOM;FEM;PL
stanna	зупинка	stanna	зупинка	V;IMP;FIN;ACT	N;INAN;NOM;FEM;SG
stanna	stay	stanna	stay	V;IMP;FIN;ACT	
rena	очистити	rena	очистити	ADJ;NOM;PL	V;PFV;NFIN
rena	прибрати	rena	прибрати	ADJ;NOM;PL	V;PFV;NFIN
rena	почистити	rena	почистити	ADJ;NOM;PL	V;PFV;NFIN
rena	чистий	rena	чистий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
rena	чисте	rena	чистий	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
rena	чиста	rena	чистий	ADJ;NOM;PL	ADJ;NOM;FEM;SG
rena	чистих	rena	чистий	ADJ;NOM;PL	ADJ;GEN;PL
shaw	шоу	shaw	шоу	PROPN;NOM	N;INAN;NOM;NEUT;SG
shaw	шо	shaw	шо	PROPN;NOM	
troligtvis	можливий	troligtvis	можливий	ADV	ADJ;NOM;MASC;SG
konung	кінг	konung	кінг	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
värden	значення	värde	значення	N;NOM;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
köln	кельн	köln	кельн	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
bildad	освіту	bilda	освіта	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INAN;ACC;FEM;SG
carlyle	карлайл	carlyle	карлайл	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
ken	кен	ken	кено	PROPN;NOM	
matematiker	математик	matematik	математик	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
cornelis	корнеліс	cornelis	корнеліс	PROPN;NOM	N;ANIM;NOM;MASC;SG
hanna	ганна	hanna	ганний	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
hanna	ганна	hanna	ганний	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
hanna	ханна	hanna	ханний	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
hanna	hanna	hanna	hanna	PROPN;NOM	
fiender	ворог	fiende	ворог	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
fiender	ворогам	fiende	ворог	N;NOM;INDF;MASC+FEM;PL	N;ANIM;DAT;MASC;PL
fiender	ворогів	fiende	ворог	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
ingvar	інгвар	ingvar	інгвар	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
tydlig	чисто	tydlig	чисто	ADJ;NOM;INDF;MASC+FEM;SG	ADV
tydlig	очистити	tydlig	очистити	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
rafael	рафаель	rafael	рафаель	PROPN;NOM	N;ANIM;NOM;MASC;SG
rafael	рафаель	rafael	рафаель	PROPN;NOM	N;ANIM;NOM;MASC;SG
deutsche	deutsche	deutsche	deutsche	PROPN;NOM	
global	глобальний	global	глобальний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
global	global	global	global	N;NOM;INDF;MASC+FEM;SG	
global	загальні	global	загальний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
petrus	петро	petrus	петро	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
petrus	пітер	petrus	пітер	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
rune	руне	rune	руне	PROPN;NOM	
gram	грам	gram	гра	N	
kanoner	гарматами	kanon	гармат	N;NOM;INDF;MASC+FEM;PL	N;INAN;INS;MASC;PL
kanoner	гармат	kanon	гармат	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
kanoner	гармата	kanon	гармат	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
dream	dream	dream	dream	N;NOM;INDF;MASC+FEM;SG	
förklarar	пояснення	förklara	пояснення	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
förklarar	поясніть	förklara	пояснути	V;IND;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
förklarar	пояснення	förklara	пояснення	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
självmord	самогубство	självmord	самогубство	N;NOM;INDF;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
språken	мов	språk	мов	N;NOM;DEF;NEUT;PL	CONJ
diskografi	руслани	diskografi	руслан	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
positiv	позитивні	positiv	позитивний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
positiv	позитивно	positiv	позитивно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
positiv	позитив	positiv	позитив	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
positiva	позитивне	positiv	позитивний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
positiva	позитивний	positiv	позитивний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
positiva	позитивно	positiv	позитивно	ADJ;NOM;PL	ADV
positiva	позитив	positiv	позитив	ADJ;NOM;PL	N;INAN;NOM;MASC;SG
positiva	спрацьовування	positiv	спрацьовування	ADJ;NOM;PL	N;INAN;NOM;NEUT;SG
uppdaterad	оновлено	uppdaterad	оновити	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
uppdaterad	оновлені	uppdaterad	оновлений	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
ocampo	окампо	ocampo	окампо	NUM;NOM	PROPN;ANIM;NOM;FEM;SG
mason	муляр	mason	муляр	PROPN;NOM	N;ANIM;NOM;MASC;SG
ungar	дітям	unge	дитина	N;NOM;INDF;MASC+FEM;PL	N;ANIM;DAT;FEM;PL
ungar	дітьми	unge	дитина	N;NOM;INDF;MASC+FEM;PL	N;ANIM;INS;FEM;PL
ungar	дітлахи	unge	дітлах	N;NOM;INDF;MASC+FEM;PL	N;ANIM;INS;MASC;PL
rörelser	рухів	rörelse	рух	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
