של	shel	של	shel	PART;GEN	N;INDF;SG
אקראי	random	אקראי	random	ADJ;MASC;SG	N;INDF;MASC;SG
קלאסי	klassiker	קלאסי	klassiker	ADJ;MASC;SG	N;INDF;MASC;SG
קלאסי	klassiske	קלאסי	klassisk	ADJ;MASC;SG	ADJ;PL
קלאסי	classic	קלאסי	classic	ADJ;MASC;SG	N
מופעים	forekomster	מופע	forekomster	N;MASC;PL	N;INDF;MASC;SG
מופעים	viser	מופע	vise	N;MASC;PL	V;IND;PRS;FIN
מופעים	show	מופע	show	N;MASC;PL	N;INDF;NEUT;SG
מדויקת	presise	מדויק	presis	ADJ;FEM;SG	ADJ;PL
מדויקת	nøyaktige	מדויק	nøyaktig	ADJ;FEM;SG	ADJ;PL
נלסון	nelson	נלסון	nelson	PROPN	N;INDF;MASC;SG
שירו	syng	שירו	syngje		V;IND;PRS;FIN
שירו	sing	שירו	sing		N;INDF;MASC;SG
שירו	synge	שירו	syngje		N;INDF;NEUT;SG
שירו	shiro	שירו	shiro		N;INDF;MASC;SG
מחשבה	tenkte	מחשבה	tenkje	N;FEM;SG	V;IND;PST;FIN
מחשבה	trodde	מחשבה	tro	N;FEM;SG	V;IND;PST;FIN
נרחבת	omfattende	נרחב	omfattende	V;FEM;SG;V.PTCP;MID	N;INDF;MASC;SG
ברח	unnsluppet	ברח	unnslupp		N;DEF;NEUT;SG
ברח	unnslapp	ברח	unnslapp		N;INDF;MASC;SG
ברח	flyktet	ברח	flykt		N;DEF;NEUT;SG
ברח	rømte	ברח	rømme		ADJ;PL;V.PTCP
ברח	rømt	ברח	rømme		ADJ;INDF;NEUT;SG;V.PTCP
אודי	udi	אודי	udi	PROPN	N;INDF;NEUT;SG
רז	raz	רז	raz	PROPN	N;INDF;MASC;SG
מועמדות	søkt	הועמד	søkje		ADJ;INDF;NEUT;SG;V.PTCP
מועמדות	anvendt	הועמד	anvende		ADJ;INDF;NEUT;SG
מועמדות	søkte	הועמד	søkje		V;IND;PST;FIN
מועמדות	kandidatur	הועמד	kandidatur		N;INDF;MASC;SG
מועמדות	kandidater	הועמד	kandidat		N;INDF;FEM;PL
מועמדות	kandidatene	הועמד	kandidat		N;DEF;FEM;PL
מועמדות	nominert	הועמד	nominere		ADJ;INDF;SG;V.PTCP
שביל	sti	שביל	sti		N;INDF;MASC;SG
שביל	regning	שביל	regning		N;INDF;FEM;SG
שביל	bill	שביל	bill		N;INDF;MASC;SG
המטופל	tålmodig	המטופל	tålmodig	PROPN	ADJ;INDF;NEUT;SG
המטופל	pasient	המטופל	pasient	PROPN	N;INDF;MASC;SG
סבסטיאן	sebastian	סבסטיאן	sebastian	PROPN	N;INDF;MASC;SG
אלקטרונית	elektroniske	אלקטרוני	elektronisk	ADV	ADJ;PL
אלקטרונית	elektronisk	אלקטרוני	elektronisk	ADV	ADJ;INDF;NEUT;SG
לאן	hvor	לאן	hvor	ADV	
ברובו	hovedsakelig	ברובו	hovedsakelig		N;INDF;FEM;SG
ברובו	mest	ברובו	mykje		ADJ;INDF;RL
פרטיות	personvern	פרטי	personvern	ADJ;FEM;PL	N;INDF;NEUT;SG
ניסיתי	prøvd	ניסה	prøve	V;SG;1;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
ניסיתי	forsøkt	ניסה	forsøkje	V;SG;1;PST;ACT	ADJ;INDF;SG;V.PTCP
בוטלה	kansellert	בוטל	kansellere	V;FEM;SG;3;PST;PASS	ADJ;INDF;SG;V.PTCP
בוטלה	avlyst	בוטל	avlyse	V;FEM;SG;3;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
בוטלה	avbrutt	בוטל	avbru	V;FEM;SG;3;PST;PASS	N;INDF;MASC;SG
בוטלה	annullert	בוטל	annullere	V;FEM;SG;3;PST;PASS	ADJ;INDF;SG;V.PTCP
בוטלה	kansellert	בוטל	kansellere	V;FEM;SG;3;PST;PASS	ADJ;INDF;SG;V.PTCP
בוטלה	avbrutt	בוטל	avbru	V;FEM;SG;3;PST;PASS	N;INDF;MASC;SG
בוטלה	avlyst	בוטל	avlyse	V;FEM;SG;3;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
בוטלה	avbrutt	בוטל	avbru	V;FEM;SG;3;PST;PASS	N;INDF;MASC;SG
נחמד	fine	נחמד	fin	ADJ;MASC;SG	ADJ;PL
פרנקפורט	frankfurt	פרנקפורט	frankføre	PROPN	N;INDF;NEUT;SG
פרנקפורט	frankfort	פרנקפורט	frankfort	PROPN	N;INDF;MASC;SG
מרובה	flere	מרובה	flere	ADJ;FEM;SG	
מרובה	multippel	מרובה	multippel	ADJ;FEM;SG	N;INDF;NEUT;SG
נוכח	deltar	נוכח	delta		V;IND;PRS;FIN
נוכח	nåværende	נוכח	nåværende		N;INDF;NEUT;SG
נוכח	presentere	נוכח	presentere		V;NFIN
נוכח	presang	נוכח	presang		N;INDF;MASC;SG
נוכח	nåtid	נוכח	nåtid		N;INDF;FEM;SG
נוכח	tilstede	נוכח	tilsted		N;INDF;MASC;SG
להתגבר	overvunnet	התגבר	overvunn	V;NFIN	N;DEF;NEUT;SG
הקליט	innspilt	הקליט	innspilt	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
הקליט	registrert	הקליט	registrere	V;MASC;SG;3;PST;ACT	ADJ;INDF;SG;V.PTCP
קולונל	oberst	קולונל	oberst	PROPN	N;INDF;MASC;SG
קולונל	oberstløytnant	קולונל	oberstløytnant	PROPN	N;INDF;MASC;SG
יודעת	know	ידע	know	V;FEM;SG;V.PTCP;ACT	
יודעת	kjenn	ידע	kjenn	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
יבנה	bygge	יבנה	bygge	PROPN	N;INDF;NEUT;SG
יבנה	bygg	יבנה	bygg	PROPN	N;INDF;NEUT;PL
נשמר	lagret	נשמר	lagr	V;MASC;SG;3;PST;MID	N;DEF;NEUT;SG
נשמר	spart	נשמר	spare	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נשמר	lagrede	נשמר	lagrede	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
נשמר	lagra	נשמר	lagre	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נשמר	frelst	נשמר	frelse	V;MASC;SG;3;PST;MID	ADJ;INDF;SG;V.PTCP
נשמר	redda	נשמר	redde	V;MASC;SG;3;PST;MID	ADJ;INDF;SG;V.PTCP
כתבים	reportere	כתב	reportere	N;MASC;PL	N;INDF;FEM;SG
כתבים	journalister	כתב	journalister	N;MASC;PL	N;INDF;MASC;SG
סטון	stone	סטון	ston	PROPN	PROPN
באים	kommer	בא	kommer	V;MASC;PL;V.PTCP;ACT	
באים	coming	בא	coming	V;MASC;PL;V.PTCP;ACT	N
קץ	avslutt	קץ	avslutt		N;INDF;MASC;SG
קץ	ende	קץ	ende		N;INDF;MASC;SG
קץ	slutt	קץ	slutt		N;INDF;MASC;SG
דוב	dov	דוב	dov	PROPN	N;INDF;MASC;SG
דוב	bjørn	דוב	bjørn	PROPN	N;INDF;MASC;SG
דוב	bear	דוב	be	PROPN	N;INDF;MASC;SG
טכני	teknisk	טכני	teknisk	N;MASC;SG	ADJ;INDF;NEUT;SG
טכני	tekniske	טכני	teknisk	N;MASC;SG	ADJ;PL
יומן	journal	יומן	journal	PROPN	N;INDF;MASC;SG
יומן	tidsskrift	יומן	tidsskrift	PROPN	N;INDF;FEM;SG
יומן	dagbok	יומן	dagbok	PROPN	N;INDF;FEM;SG
יומן	dagbok	יומן	dagbok	PROPN	N;INDF;FEM;SG
יומן	logg	יומן	logg	PROPN	N;INDF;MASC;SG
יומן	logge	יומן	logge	PROPN	N;INDF;NEUT;SG
ביי	bye	בייא	bye	PROPN	N;INDF;MASC;SG
האסלאמית	islamsk	האסלאמית	islamsk	PROPN	ADJ;INDF;NEUT;SG
מחייב	bindende	חייב	bindende	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מחייב	binding	חייב	binding	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
האן	hahn	האן	hahn	PROPN	N;INDF;MASC;SG
האן	han	האן	han	PROPN	PRO;NOM;MASC;SG;3
מיס	savne	מיס	savn		ADJ;PL
מיס	frøken	מיס	frøken		N;INDF;FEM;SG
מיס	miss	מיס	miss		N;INDF;MASC;SG
מיס	savner	מיס	savne		N;INDF;MASC;PL
גיר	kritt	גיר	kritt		N;INDF;NEUT;SG
ויין	wayne	ויין	wayne	PROPN	N;INDF;MASC;SG
אחרונה	sist	אחרון	sist	ADJ;FEM;SG	ADV
ספיר	sapir	ספיר	sapir	PROPN	N;INDF;MASC;SG
ספיר	sapphire	ספיר	sapphire	PROPN	N;INDF;MASC;SG
שון	shawn	שון	shawn	PROPN	N;INDF;MASC;SG
שון	sean	שון	sean	PROPN	N;INDF;MASC;SG
עלים	løv	על	løv	N;MASC;PL	N;INDF;MASC;SG
צדקה	veldedig	צדקה	veldedig	N;FEM;SG	ADJ;INDF;SG
צדקה	veldedige	צדקה	veldedig	N;FEM;SG	ADJ;PL
צדקה	almisser	צדקה	almisse	N;FEM;SG	N;INDF;FEM;PL
לוב	libyas	לוב	libyas	PROPN	N;INDF;MASC;SG
לוב	libya	לוב	liby	PROPN	PROPN
פולני	polsk	פולני	polsk	PROPN	N;INDF;MASC;SG
ציורי	grafisk	ציורי	grafisk	N;PSSD;MASC;PL	ADJ;INDF;NEUT;SG
רונן	ronan	רונן	ronan	PROPN	N;INDF;MASC;SG
מייל	mile	מייל	mil	PROPN	N;INDF;NEUT;SG
הארד	bronse	ה"הארד	bronse	PROPN	N;INDF;MASC;SG
מוגן	skjermet	מוגן	skjerme	ADJ;MASC;SG	N;DEF;NEUT;SG
מוגן	beskyttet	מוגן	beskytt	ADJ;MASC;SG	N;DEF;NEUT;SG
מוגן	beskyttes	מוגן	beskyttes	ADJ;MASC;SG	N;INDF;MASC;SG
סאו	são	סאה	spå	PROPN	PROPN
אימונים	trening	אימון	trening	N;MASC;PL	N;INDF;FEM;SG
אימונים	opplæring	אימון	opplæring	N;MASC;PL	N;INDF;FEM;SG
מחדל	standard	מחדל	standard		N;INDF;MASC;SG
טניס	tennis	טניס	tennis	PROPN	N;INDF;MASC;SG
שקט	stille	שקט	stille	N;MASC;SG	ADJ;INDF;NEUT;SG
ברוקס	brooks	ברוקס	brooks	PROPN	N;INDF;MASC;SG
וורנר	werner	וורנר	werner	PROPN	PROPN
וורנר	advarer	וורנר	advare	PROPN	V;IND;PRS;FIN
וורנר	warner	וורנר	warner	PROPN	N;INDF;MASC;SG
מתקבל	akseptable	התקבל	akseptabel	V;MASC;SG;V.PTCP	ADJ;PL
מתקבל	akseptabel	התקבל	akseptabel	V;MASC;SG;V.PTCP	ADJ;INDF;SG
מתקבל	akseptabelt	התקבל	akseptabel	V;MASC;SG;V.PTCP	ADJ;INDF;NEUT;SG
שלמות	perfeksjon	שלמות	perfeksjon		N;INDF;MASC;SG
קולה	coke	קולה	coke		N;INDF;MASC;SG
קולה	cola	קולה	cola		N;INDF;MASC;SG
קולה	cola	קולה	cola		N;INDF;MASC;SG
הקלה	avløst	הקלה	avløse	N;FEM;SG	ADJ;INDF;SG;V.PTCP
גני	haver	גני	haver	PROPN	N;INDF;MASC;SG
גני	hagene	גני	hag	PROPN	N;DEF;FEM;PL
גני	hager	גני	hager	PROPN	N;INDF;NEUT;PL
גני	gardens	גני	gard	PROPN	N;GEN;DEF;MASC;SG
מילאן	milan	מילאן	milan	PROPN	N;INDF;MASC;SG
מילאן	milano	מילאן	milano	PROPN	N;INDF;MASC;SG
התביעה	aktoratet	התביע	aktorat	PROPN	N;DEF;NEUT;SG
דייגו	diego	דייגו	diego	PROPN	N;INDF;MASC;SG
עצום	enorme	עצום	enorm	ADJ;MASC;SG	ADJ;PL
עצום	veldige	עצום	veldig	ADJ;MASC;SG	ADJ;PL
בריכת	basseng	בריכה	basseng	N;PSSD;FEM;SG	N;INDF;NEUT;SG
בריכת	biljard	בריכה	biljard	N;PSSD;FEM;SG	N;INDF;MASC;SG
קיצוני	radikal	קיצוני	radikal	N;MASC;SG	ADJ;INDF;SG
קיצוני	radikalt	קיצוני	radikal	N;MASC;SG	ADJ;INDF;NEUT;SG
קיצוני	radikale	קיצוני	radikal	N;MASC;SG	ADJ;PL
קיצוני	ekstrem	קיצוני	ekstrem	N;MASC;SG	ADJ;INDF;SG
קיצוני	ekstremt	קיצוני	ekstrem	N;MASC;SG	ADJ;INDF;NEUT;SG
קיצוני	ekstreme	קיצוני	ekstrem	N;MASC;SG	ADJ;PL
בהנחה	forutsatt	בהנחה	forutsatt		ADJ;INDF;NEUT;SG
בהנחה	anta	בהנחה	anta		N;INDF;NEUT;SG
בלום	blum	בלום	blum	PROPN	N;INDF;MASC;SG
בלום	blomstre	בלום	blomstre	PROPN	N;INDF;MASC;SG
בלום	bloom	בלום	bloom	PROPN	N;INDF;MASC;SG
שאן	shan	שאן	shan	PROPN	PROPN
עשירה	rike	עשיר	rik	ADJ;FEM;SG	ADJ;PL
עשירה	rich	עשיר	rich	ADJ;FEM;SG	N
מבצעי	operativ	מבצעי	operativ	ADJ;MASC;PL	ADJ;INDF;SG
רוחות	vind	רוח	vind	N;FEM;PL	N;INDF;MASC;SG
רוחות	vinder	רוח	vind	N;FEM;PL	N;INDF;MASC;SG
רוחות	spøkelser	רוח	spøkelser	N;FEM;PL	N;INDF;NEUT;SG
רוחות	gjenferd	רוח	gjenferd	N;FEM;PL	N;INDF;NEUT;SG
רודולף	rudolph	רודולף	rudolph	PROPN	N;INDF;MASC;SG
רודולף	rudolf	רודולף	rudolf	PROPN	N;INDF;MASC;SG
רודולף	rudolf	רודולף	rudolf	PROPN	N;INDF;MASC;SG
ספינה	skip	ספינה	skip	N;FEM;SG	N;INDF;NEUT;PL
בטון	konkret	בטון	konkret	PROPN	ADJ;INDF;NEUT;SG
בטון	betong	בטון	betong	PROPN	N;INDF;MASC;SG
הלשכה	bureau	הלשכה	bureau		N;INDF;NEUT;SG
הבעלים	owner	הבעל	oæne	N;MASC;PL	N;INDF;NEUT;SG
הבעלים	eier	הבעל	eine	N;MASC;PL	N;INDF;NEUT;SG
גרנט	grant	גרנט	grant	PROPN	N;INDF;MASC;SG
ענת	anat	ענת	anat	PROPN	N;INDF;MASC;SG
הקיר	vegg	הקיר	vegg	PROPN	N;INDF;MASC;SG
הקיר	mur	הקיר	mur	PROPN	N;INDF;MASC;SG
חניבעל	hannibal	חניבעל	hannibal		N;INDF;MASC;SG
נוצרת	genereres	נוצרת	generere	V;FEM;SG;V.PTCP;MID	N;INDF;MASC;SG
נוצרת	genererte	נוצרת	generere	V;FEM;SG;V.PTCP;MID	ADJ;PL;V.PTCP
קורבן	offer	קורבן	offer	N;MASC;SG	N;INDF;NEUT;PL
חותם	sel	חתם	selje	N;MASC;SG	V;IND;PRS;FIN
נבחרו	valgt	נבחר	velg	V;PL;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נבחרו	utvalgte	נבחר	utvalg	V;PL;3;PST;MID	ADJ;PL
נבחרו	utvalgt	נבחר	utvalg	V;PL;3;PST;MID	ADJ;INDF;NEUT;SG
נבחרו	valgt	נבחר	velg	V;PL;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נבחרו	utvalgte	נבחר	utvalg	V;PL;3;PST;MID	ADJ;PL
נבחרו	utvalgt	נבחר	utvalg	V;PL;3;PST;MID	ADJ;INDF;NEUT;SG
האמינו	trodd	האמין	tro	V;PL;3;PST;ACT	N;INDF;MASC;SG
גדלים	gror	גודל	gror	N;MASC;PL	V;IND;PRS;FIN
גדלים	dyrket	גודל	dyrke	N;MASC;PL	N;DEF;NEUT;SG
גדלים	vokser	גודל	vokse	N;MASC;PL	N;INDF;NEUT;SG
גדלים	voksende	גודל	voksende	N;MASC;PL	N;INDF;MASC;SG
גדלים	gror	גודל	gror	N;MASC;PL	V;IND;PRS;FIN
גדלים	voks	גודל	vekse	N;MASC;PL	V;IND;PST;FIN
גדלים	vokse	גודל	vokse	N;MASC;PL	ADJ;INDF;NEUT;SG;V.PTCP
מאייר	mayer	מאייר	mayer	PROPN	N;INDF;FEM;SG
מאייר	meier	מאייר	meie	PROPN	N;INDF;MASC;SG
מאייר	meyer	מאייר	mey	PROPN	N;INDF;MASC;SG
הצהיר	uttalt	הצהיר	uttale	V;MASC;SG;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
באיירן	bayern	אייר	baye	PROPN	N;INDF;MASC;SG
לביא	lavi	הביא	lavi	PROPN	N;INDF;MASC;SG
הרצוג	herzog	הרצוג	herzog	PROPN	N;INDF;MASC;SG
פרח	blomst	פרח	bloms	PROPN	N;INDF;MASC;SG
פרח	flower	פרח	flower	PROPN	N;INDF;NEUT;SG
הכתיב	dikterte	הכתיב	diktere	V;MASC;SG;3;PST;ACT	ADJ;PL;V.PTCP
חוסה	jose	חוסה	jose	PROPN	N;INDF;MASC;SG
חוסה	josé	חוסה	josé	PROPN	N;INDF;MASC;SG
חוסה	josé	חוסה	josé	PROPN	N;INDF;MASC;SG
סמלי	symbolsk	סמל	symbolsk		ADJ;INDF;SG
הביטלס	beatles	הביטלס	beatles	PROPN	N;INDF;MASC;SG
התאריך	årstall	התאריך	årstall	ADV	N;INDF;MASC;SG
התאריך	dato	התאריך	dato	ADV	N;INDF;MASC;SG
התאריך	date	התאריך	date	ADV	N;INDF;MASC;SG
אקדמית	akademisk	אקדמי	akademisk	ADV	ADJ;INDF;NEUT;SG
נדחתה	avslått	נדחה	avslå	V;FEM;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נדחתה	avvist	נדחה	avvise	V;FEM;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נדחתה	fornektet	נדחה	fornekt	V;FEM;SG;3;PST;MID	N;DEF;NEUT;SG
נדחתה	avslått	נדחה	avslå	V;FEM;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נדחתה	avvist	נדחה	avvise	V;FEM;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נדחתה	avslag	נדחה	avslag	V;FEM;SG;3;PST;MID	N;INDF;NEUT;SG
נדחתה	nektet	נדחה	nekt	V;FEM;SG;3;PST;MID	N;DEF;NEUT;SG
מתקני	anlegg	מתקן	anlegg	N;PSSD;MASC;PL	N;INDF;NEUT;SG
מתקני	fasiliteter	מתקן	fasilitet	N;PSSD;MASC;PL	N;INDF;MASC;PL
הא	heh	הא	heh		N
הא	hæ	הא	hæ		N;INDF;MASC;SG
הא	he	הא	he		N;INDF;MASC;SG
ישנים	sover	ישן	sove	ADJ;MASC;PL	N;INDF;MASC;SG
רומי	rumi	רומי	rumi	PROPN	N;INDF;MASC;SG
רומי	roman	רומי	roman	PROPN	N;INDF;MASC;SG
רומי	romersk	רומי	romersk	PROPN	ADJ;INDF;SG
חורבן	ødeleggelse	חורבן	ødeleggelse	PROPN	N;INDF;MASC;SG
חורבן	tilintetgjørelse	חורבן	tilintetgjørelse	PROPN	N;INDF;MASC;SG
יפני	japansk	יפני	japansk	PROPN	ADJ;INDF;SG
צל	skygge	צל	skygge		N;INDF;NEUT;SG
צל	shadow	צל	shadow		N
צל	skyggen	צל	skygg		N;DEF;MASC;SG
צל	skygge	צל	skygge		N;INDF;NEUT;SG
נסיעה	drive	נסיעה	drive	N;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
נסיעה	reiser	נסיעה	reise	N;FEM;SG	N;INDF;FEM;PL
נסיעה	reiser	נסיעה	reise	N;FEM;SG	N;INDF;FEM;PL
אימן	iman	אימן	iman	PROPN	N;INDF;MASC;SG
קלינטון	clinton	קלינטון	clinton	PROPN	N;INDF;MASC;SG
למשוך	trekk	משך	trekk	V;NFIN;ACT	N;INDF;NEUT;SG
למשוך	pull	משך	pull	V;NFIN;ACT	N;INDF;NEUT;SG
לשבת	sitte	ישב	sitte	V;NFIN;ACT	N;INDF;MASC;SG
לשבת	sitt	ישב	sin	V;NFIN;ACT	PRO;NEUT;SG
קסם	magi	קסם	magi		N;INDF;MASC;SG
קסם	magic	קסם	magic		N
קסם	trylling	קסם	trylling		N;INDF;FEM;SG
קסם	magisk	קסם	magisk		ADJ;INDF;NEUT;SG
קסם	trolldom	קסם	trolldom		N;INDF;MASC;SG
ברבים	flertall	ברבי	flertall		N;INDF;NEUT;SG
מגדלי	tårn	מגדל	tårn	N;PSSD;MASC;PL	N;INDF;NEUT;SG
מגדלי	tårnene	מגדל	tårne	N;PSSD;MASC;PL	N;DEF;FEM;PL
מגדלי	avlsdyr	מגדל	avlsdyr	N;PSSD;MASC;PL	N;INDF;NEUT;SG
יעד	destinasjon	יעד	destinasjon		N;INDF;MASC;SG
יעד	bestemmelsessted	יעד	bestemmelsessted		N;INDF;MASC;SG
יעד	målet	יעד	mål		N;DEF;NEUT;SG
לזכור	minnes	זכר	minnas	V;NFIN;ACT	N;INDF;SG
הצביעו	avstemning	הצביע	avstemning	V;PL;3;PST;ACT	N;INDF;FEM;SG
הצביעו	stemme	הצביע	stemme	V;PL;3;PST;ACT	N;INDF;FEM;SG
הצביעו	stem	הצביע	stem	V;PL;3;PST;ACT	N;INDF;MASC;SG
הצביעו	stemt	הצביע	stemme	V;PL;3;PST;ACT	ADJ;INDF;SG;V.PTCP
הצביעו	stemte	הצביע	stemme	V;PL;3;PST;ACT	ADJ;PL;V.PTCP
מונע	kjørt	מונע	kjøre		ADJ;INDF;NEUT;SG;V.PTCP
מונע	drevet	מונע	drev		N;DEF;NEUT;SG
ממדים	dimensjoner	ממד	dimensjon	N;MASC;PL	N;INDF;MASC;SG
ברנר	brenner	ברנר	brenner	PROPN	V;IND;PRS;FIN
ריקוד	danse	ריקוד	danse	N;MASC;SG	V;IMP;NFIN
אלגוריתם	algoritmer	אלגורי	algoritme	PROPN	N;INDF;MASC;SG
אלגוריתם	algoritme	אלגורי	algoritme	PROPN	N;INDF;MASC;SG
קפיצה	hopper	קפיצה	hoppe	N;FEM;SG	N;INDF;FEM;PL
דינו	dino	דינו	dino		N;INDF;MASC
דרישה	krever	דרישה	kreve	N;FEM;SG	V;IND;PRS;FIN
בתוקף	gyldige	בתוקף	gyldig		ADJ;PL
בתוקף	gyldig	בתוקף	gyldig		ADJ;INDF;NEUT;SG
נאו	neo	נאו	neo	PROPN	N
חמה	varm	חם	varm	PROPN	ADJ;INDF;SG
חמה	hot	חם	hot	PROPN	N;INDF;NEUT;SG
חמה	varmt	חם	varm	PROPN	ADJ;INDF;NEUT;SG
חמה	varm	חם	varm	PROPN	ADJ;INDF;SG
חמה	warm	חם	warm	PROPN	N
חמה	varmt	חם	varm	PROPN	ADJ;INDF;NEUT;SG
בנג	bang	בנג	bang	PROPN	N;INDF;MASC;SG
להסיק	konkludere	הסיק	konkludere	V;NFIN;ACT	N;INDF;MASC;SG
הידיעה	vitende	הידיע	vitende	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
זמנים	times	זמן	time	N;MASC;PL	N;GEN;INDF;MASC;SG
התיישבו	avgjort	התיישב	avgjere	V;PL;1;PST	ADJ;INDF;NEUT;SG;V.PTCP
התיישבו	avklart	התיישב	avklare	V;PL;1;PST	ADJ;INDF;NEUT;SG;V.PTCP
התיישבו	bosatte	התיישב	bosatte	V;PL;1;PST	ADJ;PL
בנויה	bygget	בנה	bygg	ADJ;FEM;SG	N;DEF;NEUT;SG
בנויה	bygde	בנה	byggje	ADJ;FEM;SG	ADJ;PL;V.PTCP
רנה	renee	רנה	rene	PROPN	N;INDF;MASC;SG
רנה	rené	רנה	rené	PROPN	N;INDF;MASC;SG
רנה	rené	רנה	rené	PROPN	N;INDF;MASC;SG
רנה	rene	רנה	rene	PROPN	N;INDF;NEUT;SG
רנה	renee	רנה	rene	PROPN	N;INDF;MASC;SG
רנה	renée	רנה	renée	PROPN	N;INDF;MASC;SG
שווים	likemenn	שווה	likemenn	ADJ;MASC;PL	N;INDF;MASC;PL
שווים	likestilt	שווה	likestille	ADJ;MASC;PL	ADJ;INDF;SG;V.PTCP
שווים	like	שווה	lik	ADJ;MASC;PL	ADJ;SG
שווים	likeverdig	שווה	likeverdig	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
שווים	verdt	שווה	verd	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
שווים	worth	שווה	worth	ADJ;MASC;PL	N
שווים	verd	שווה	verd	ADJ;MASC;PL	N;INDF;FEM;SG
נפלו	fell	נפל	falle	V;PL;3;PST	V;IND;PRS;FIN
נפלו	falt	נפל	fal	V;PL;3;PST	ADJ;INDF;NEUT;SG
נפלו	fallen	נפל	fall	V;PL;3;PST	ADJ;INDF;SG
נפלו	falt	נפל	fal	V;PL;3;PST	ADJ;INDF;NEUT;SG
מגוונים	mangfoldig	מגוון	mangfoldig	N;MASC;PL	ADJ;INDF;NEUT;SG
גריי	gray	גריי	gray	PROPN	N;INDF;MASC;SG
גריי	grå	גריי	grå	PROPN	ADJ;PL
גריי	grått	גריי	grå	PROPN	ADJ;INDF;NEUT;SG
גריי	grå	גריי	grå	PROPN	ADJ;PL
גריי	grey	גריי	grey	PROPN	N;INDF;MASC;SG
החזק	hold	החזק	hold		N;INDF;NEUT;SG
החזק	holde	החזק	holde		V;IMP;FIN
הוצע	foreslåtte	הוצע	foreslå	V;MASC;SG;3;PST;PASS	ADJ;PL;V.PTCP
הוצע	foreslått	הוצע	foreslå	V;MASC;SG;3;PST;PASS	ADJ;INDF;SG;V.PTCP
הברון	baron	הברון	baron	PROPN	N;INDF;MASC;SG
לאט	langsomt	לאט	langsom	ADV	ADJ;INDF;NEUT;SG
לאט	sakte	לאט	sakte	ADV	ADJ;INDF;NEUT;SG
לאט	enkel	לאט	enkel	ADV	ADJ;INDF;SG
לאט	enkelt	לאט	enkel	ADV	ADJ;INDF;NEUT;SG
לאט	rolig	לאט	rolig	ADV	ADJ;INDF;NEUT;SG
לאט	lett	לאט	lett	ADV	ADJ;INDF;NEUT;SG
לאט	easy	לאט	easy	ADV	N;INDF;SG
ההגירה	innvandring	ההגיר	innvandring	V;FEM;SG;3;PST;ACT	N;INDF;FEM;SG
ההגירה	ins	ההגיר	ins	V;FEM;SG;3;PST;ACT	N;INDF;NEUT;SG
חדרה	rommet	חדרה	rom	PROPN	N;DEF;NEUT;SG
חדרה	værelse	חדרה	værelse	PROPN	N;INDF;MASC;SG
חדרה	rom	חדרה	rom	PROPN	N;INDF;NEUT;SG
חדרה	room	חדרה	room	PROPN	N
מבוגרים	voksne	מבוגר	voksne	N;MASC;PL	N;INDF;NEUT;SG
בחוץ	utenfor	בחוץ	utenfor		N;INDF;NEUT;SG
בחוץ	utafor	בחוץ	utafor		ADP
בחוץ	utsiden	בחוץ	utside		N;DEF;MASC;SG
בחוץ	ute	בחוץ	ute		ADP
בחוץ	ut	בחוץ	ut		ADP
בחוץ	out	בחוץ	out		N;INDF
בחוץ	ute	בחוץ	ute		ADP
פורסמה	publisert	פורסם	publisere	V;FEM;SG;3;PST;PASS	ADJ;INDF;SG;V.PTCP
מיידי	øyeblikkelige	מיידי	øyeblikkelig	ADJ;MASC;SG	ADJ;PL
מיידי	øyeblikkelig	מיידי	øyeblikkelig	ADJ;MASC;SG	N;INDF;MASC;SG
מיידי	øyeblikk	מיידי	øyeblikk	ADJ;MASC;SG	N;INDF;MASC;SG
מיידי	øyeblikkelig	מיידי	øyeblikkelig	ADJ;MASC;SG	N;INDF;MASC;SG
כימי	kjemisk	כימי	kjemisk	PROPN	N;INDF;MASC;SG
סטפן	stefan	סטפן	stefan	PROPN	N;INDF;MASC;SG
סטפן	stephan	סטפן	stephan	PROPN	N;INDF;MASC;SG
