של	شيل	של	شيل	PART;GEN	
הוק	الصقر	הוק	صَقر		N;NOM;DEF;SG
הוק	صقر	הוק	صَقَر		
הוק	هوك	הוק	هُوك		
פרנקו	فرانكو	פרנקו	فرانكو	PROPN	
המסגד	جامع	המסגד	جَامِع	PROPN	ADJ;NOM;INDF;MASC;SG
המסגד	مسجد	המסגד	مَسجِد	PROPN	N;NOM;INDF;SG
המסגד	المسجد	המסגד	مَسجِد	PROPN	N;NOM;DEF;SG
המסגד	الجامع	המסגד	جَامِع	PROPN	N;NOM;DEF;SG
יוז	هيوز	יוז	هَيز	PROPN	
מגדלים	الابراج	מגדל	بَرَج	N;MASC;PL	N;NOM;DEF;SG
מאחור	خلف	מאחור	خلف		
מאחור	وراء	מאחור	وَرَاءَ		ADP;ACC
עשירים	ثريا	עשיר	ثَرِّيّ	ADJ;MASC;PL	
עשירים	غني	עשיר	غَنِّيّ	ADJ;MASC;PL	
עשירים	ريتش	עשיר	ريتش	ADJ;MASC;PL	
עשירים	الغنية	עשיר	غَنِيّ	ADJ;MASC;PL	ADJ;NOM;DEF;FEM;SG
עשירים	ثري	עשיר	ثري	ADJ;MASC;PL	
עשירים	غنية	עשיר	غَنِيّ	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
חמים	دافئة	חם	دَافِئ	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
חמים	دافئ	חם	دَافِئ	ADJ;MASC;PL	N;NOM;INDF;SG
חמים	مريح	חם	مريح	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
סולם	سلم	סולם	سَلَّم	N;MASC;SG	V;PFV;MASC;SG;3;ACT
ניצן	باد	ניצן	بَاد	PROPN	
ניצן	بود	ניצן	بُود	PROPN	
חמושים	المسلحة	חמוש	مُسَلَّح	ADJ;MASC;PL	ADJ;NOM;DEF;FEM;SG
חמושים	مسلحين	חמוש	مُسَلَّح	ADJ;MASC;PL	N;NOM;INDF;PL
חמושים	مسلح	חמוש	مُسَلَّح	ADJ;MASC;PL	N;NOM;INDF;SG
חמושים	مسلحة	חמוש	مُسَلَّح	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
חמושים	مسلحون	חמוש	مُسَلَّح	ADJ;MASC;PL	N;NOM;INDF;PL
הצמד	سناب	הצמד	سناب	PROPN	
הצמד	الثنائي	הצמד	ثُنَائِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
מאלה	مالا	מאלה	مالا		N;ACC;INDF;SG
סימפסון	سيمبسون	סימפסון	سيمبسون	PROPN	
סימפסון	سمبسون	סימפסון	سمبسون	PROPN	
ליווי	مرافق	ליווי	مِرفَق	N;MASC;SG	N;NOM;INDF;PL
מודה	شاكر	הודה	شاكر	V;MASC;SG;V.PTCP;ACT	
מודה	شاكرين	הודה	شَاكِر	V;MASC;SG;V.PTCP;ACT	
ריצה	ركض	ריצה	ركض	N;FEM;SG	
ריצה	اهرب	ריצה	أَهرَب	N;FEM;SG	
קאן	خان	קאן	خان	PROPN	
מנע	منع	מנע	مَنع	PROPN	N;NOM;INDF;SG
מנע	امنع	מנע	أَمنِع	PROPN	
מנע	وقائية	מנע	وِقَائِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
מהומות	الشغب	מהומה	شَغَب	N;FEM;PL	N;NOM;DEF;SG
מהומות	شغب	מהומה	شَغَب	N;FEM;PL	N;NOM;INDF;SG
שכם	نابلس	שכם	نَابُلُس	PROPN	
מסורתית	التقليدي	מסורתי	تَقلِيدِيّ	ADV	ADJ;NOM;DEF;MASC;SG
מסורתית	التقليدية	מסורתי	تَقلِيدِيّ	ADV	ADJ;NOM;DEF;FEM;SG
מסורתית	تقليدية	מסורתי	تَقلِيدِيّ	ADV	ADJ;NOM;INDF;FEM;SG
מסורתית	تقليدي	מסורתי	تَقلِيدِيّ	ADV	ADJ;NOM;INDF;MASC;SG
האופנה	ازياء	האופנה	زِيّ	PROPN	
האופנה	الازياء	האופנה	زِيّ	PROPN	N;NOM;DEF;SG
האופנה	موضة	האופנה	مُوضَة	PROPN	N;NOM;INDF;SG
האופנה	الموضة	האופנה	مُوضَة	PROPN	N;NOM;DEF;SG
הלקוח	الزبون	הלקוח	زَبن		N;NOM;DEF;SG
הלקוח	زبون	הלקוח	زبون		N;NOM;INDF;SG
הלקוח	عميل	הלקוח	عَمِيل		N;NOM;INDF;SG
הלקוח	العميل	הלקוח	عَمِيل		N;NOM;DEF;SG
הלקוח	زبون	הלקוח	زبون		N;NOM;INDF;SG
הלקוח	الزبون	הלקוח	زَبن		N;NOM;DEF;SG
פלג	فصيل	פלג	فصيل		N;NOM;INDF;SG
מקבילה	مكافئ	מקביל	مكافئ	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
מקבילה	مواز	מקביל	مَازّ	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;SG
מקבילה	بالتوازي	מקביל	بالتوازي	V;FEM;SG;V.PTCP;ACT	N;NOM;DEF;SG
מקבילה	متوازية	מקביל	مُتَوَازِي	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;FEM;SG
מקבילה	موازية	מקביל	مُوَازِي	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;FEM;SG
מקבילה	الموازي	מקביל	مَوزِي	V;FEM;SG;V.PTCP;ACT	N;NOM;DEF;SG
מדען	عالمة	מדען	عَالَمَة	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
מדען	العلماء	מדען	عَالِم	N;MASC;SG	N;NOM;DEF;PL
סלאם	سلام	סלאם	سَلَام	PROPN	N;NOM;INDF;SG
קוטר	كوتر	קוטר	كُوتُر	N;MASC;SG	
לארי	لارى	לארי	لارى	PROPN	
לארי	لاري	לארי	لاري	PROPN	
מוצק	صلبة	הוצק	صُلبَة	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
מוצק	متين	הוצק	متين	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
מוצק	الصلبة	הוצק	صَلبَة	V;MASC;SG;V.PTCP;PASS	N;NOM;DEF;SG
מוצק	صلب	הוצק	صُلب	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
שוקולד	الشوكولاتة	שוקולד	شُوكُولَات	PROPN	N;NOM;DEF;SG
שוקולד	شوكولا	שוקולד	شُوكُولَا	PROPN	
שוקולד	شوكولاتة	שוקולד	شوكولاتة	PROPN	
שוקולד	الشوكولاتة	שוקולד	شُوكُولَات	PROPN	N;NOM;DEF;SG
שוקולד	شوكولاته	שוקולד	شوكولاته	PROPN	PRO;NOM;FEM;SG;3
יבשה	جافة	יבשה	جَافّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
דום	الهلاك	דום	هُوَ	PROPN	N;NOM;DEF;SG
דום	هلاك	דום	هلاك	PROPN	N;NOM;INDF;SG
דום	دوم	דום	دَوم	PROPN	
נכנסים	الواردة	נכנס	وَارِد	V;MASC;PL;V.PTCP;MID	ADJ;NOM;DEF;FEM;SG
נכנסים	واردة	נכנס	وَارِدَة	V;MASC;PL;V.PTCP;MID	ADJ;NOM;INDF;FEM;SG
נכנסים	الدخول	נכנס	دُخُول	V;MASC;PL;V.PTCP;MID	N;NOM;DEF;SG
נכנסים	دخول	נכנס	دُخُول	V;MASC;PL;V.PTCP;MID	N;NOM;INDF;SG
לחדש	تجديد	חידש	تَجدِيد	V;NFIN;ACT	N;NOM;INDF;SG
אילינוי	الينوي	אילינוי	الينوي	PROPN	
צוק	كليف	צוק	كليف		
צוק	المنحدر	צוק	مُنحَدِر		N;NOM;DEF;SG
צוק	منحدر	צוק	مُنحَدَر		N;NOM;INDF;SG
שימושי	المفيد	שימושים	مُفِيد	ADJ;MASC;SG	
שילה	شيلا	שילה	شِيلَا	PROPN	
הזר	باقة	הזר	بَاقّ		
לייזר	الليزر	לייזר	لِيزِر	PROPN	N;NOM;DEF;SG
לייזר	ليزر	לייזר	ليزر	PROPN	
סקי	تزلج	סקי	زَلَّج	PROPN	
סקי	سكي	סקי	سَكَى	PROPN	
סקי	تزلج	סקי	زَلَّج	PROPN	
סקי	التزحلق	סקי	تَزَحُّل	PROPN	N;NOM;DEF;SG
סקי	التزلج	סקי	تَزَلُّج	PROPN	N;NOM;DEF;SG
ממליץ	توصية	המליץ	تَوصِيَة	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
ממליץ	توصي	המליץ	أَوصَى	V;MASC;SG;V.PTCP;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
ממליץ	يوصي	המליץ	أَوصَى	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
חוה	ايفا	חוה	أَيفًا	PROPN	
חוה	عشية	חוה	عَشِيَّة	PROPN	N;NOM;INDF;SG
חוה	حواء	חוה	حَوَاء	PROPN	
חוה	ايف	חוה	ايف	PROPN	
הרחק	بعيدا	הרחק	بَعِيد		ADJ;ACC;INDF;MASC;SG
הכנס	تدرج	הכנס	دَرَج		V;IPFV;MASC;IND;SG;3;FIN;ACT
הכנס	ادرج	הכנס	أَدرَج		V;PFV;MASC;SG;3;ACT
הכנס	يدرج	הכנס	دَرَج		V;IPFV;MASC;IND;SG;3;FIN;ACT
הכנס	ادراج	הכנס	إِدرَاج		N;NOM;INDF;SG
הכנס	ادخال	הכנס	إِدخَال		N;NOM;INDF;SG
מפורסמת	الشهيرة	מפורסם	شَهِير	ADJ;FEM;SG	N;NOM;DEF;SG
הקווקז	القوقاز	הקווקז	قَوقَاز	PROPN	
מוגדרים	معرف	הוגדר	مَعرِف	V;MASC;PL;V.PTCP;PASS	
יפנים	ياباني	יפנים	يَابَانِيّ	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
יפנים	الياباني	יפנים	يَابَانِيّ	N;MASC;PL	N;NOM;DEF;SG
יפנים	اليابانية	יפנים	يَابَانِيّ	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
גרוס	اجمالي	גרוס	إِجمَالِيّ	PROPN	N;NOM;INDF;SG
גרוס	الاجمالي	גרוס	إِجمَالِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
גרוס	مقطع	גרוס	مَقطَع	PROPN	N;NOM;INDF;SG
השב	الرد	השב	رَدّ		N;NOM;DEF;SG
השב	رد	השב	رَدّ		V;PFV;MASC;SG;3;ACT
מחובר	متصلة	חובר	مُتَّصِل	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
מחובר	متصل	חובר	مُتَّصِل	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
מחובר	مرتبطة	חובר	مُرتَبِط	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
מחובר	مرتبط	חובר	مُرتَبِط	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
מחובר	الانترنت	חובר	الانترنت	V;MASC;SG;V.PTCP;PASS	
פסוק	الاية	פסוק	أَيّ	PROPN	N;NOM;DEF;SG
החופש	حرية	החופש	حُرِّيَّة	ADV	N;NOM;INDF;SG
החופש	الحرية	החופש	حُرِّيَّة	ADV	N;NOM;DEF;SG
מנוחה	ارتاح	מנוחה	رُتَّاح	N;FEM;SG	
בסיסית	اساسي	בסיסי	أَسَاسِيّ	ADV	ADJ;NOM;INDF;MASC;SG
בסיסית	اساسية	בסיסי	أَسَاسِيّ	ADV	ADJ;NOM;INDF;FEM;SG
בסיסית	الاساسية	בסיסי	أَسَاسِيّ	ADV	ADJ;NOM;DEF;FEM;SG
נוחה	مرتاح	נוח	مرتاح	ADJ;FEM;SG	
הנילוס	النيل	הנילוס	نِيل	PROPN	N;NOM;DEF;SG
מקיפה	شاملة	מקיף	شَامِل	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
מקיפה	شامل	מקיף	شَامِل	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
מגה	ميجا	מגה	ميجا	PROPN	N;NOM;INDF;SG
מגה	ميغا	מגה	ميغا	PROPN	
נופל	سقوط	נפל	سُقُوط	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
נופל	السقوط	נפל	سُقُوط	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
נופל	الشلالات	נפל	شَلَالَة	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;PL
נופל	شلالات	נפל	شَلَالَة	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;PL
הלן	هيلين	הלן	هيلين	PROPN	
כתבת	كتبت	כתב	كَتَب	PROPN	V;PFV;FEM;SG;3;ACT
כתבת	المراسل	כתב	مُرَاسِل	PROPN	N;NOM;DEF;SG
כתבת	مراسل	כתב	مُرَاسِل	PROPN	N;NOM;INDF;SG
כפרי	ريفي	כפר	ريفي	PROPN	
כפרי	ريفية	כפר	رِيفِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
כפרי	الريف	כפר	رِيف	PROPN	N;NOM;DEF;SG
כפרי	ريفي	כפר	ريفي	PROPN	
דיכוי	مظلوم	דיכוי	مَظلُوم	N;MASC;SG	
לפיד	الشعلة	לפיד	شُعلَة	PROPN	N;NOM;DEF;SG
להסתיר	اخفاء	הסתיר	إِخفَاء	V;NFIN;ACT	N;NOM;INDF;SG
להסתיר	تبي	הסתיר	بَاك	V;NFIN;ACT	
להסתיר	اخف	הסתיר	أَخف	V;NFIN;ACT	
אינדיאנה	انديانا	אינדיאנה	إِندِيَان	PROPN	
תעלות	انفاق	תעלה	إِنفَاق	N;FEM;PL	N;NOM;INDF;SG
תעלות	الانفاق	תעלה	نَفَق	N;FEM;PL	N;NOM;DEF;SG
נדחה	مرفوضة	נדחה	مَرفُوض	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;FEM;SG
נדחה	رفض	נדחה	رَفَض	V;MASC;SG;3;PST;MID	V;PFV;MASC;SG;3;ACT
עדין	العطاء	עדין	عَطَاء	ADJ;MASC;SG	N;NOM;DEF;SG
עדין	عطاء	עדין	عَطَاء	ADJ;MASC;SG	
שכנה	جار	שכן	جَار	N;FEM;SG	
דויד	ديفيد	דויד	دِيفِيد	PROPN	
דויד	داود	דויד	دَاوُد	PROPN	
דויד	ديفد	דויד	دَيَّف	PROPN	
דויד	دايفيد	דויד	دايفيد	PROPN	
דויד	دافيد	דויד	دَافِيد	PROPN	
שיתף	المشتركة	שיתף	مُشتَرَك	V;MASC;SG;3;PST;ACT	ADJ;NOM;DEF;FEM;SG
שיתף	تقاسم	שיתף	تَقَاسُم	V;MASC;SG;3;PST;ACT	N;NOM;INDF;SG
שיתף	مشترك	שיתף	مُشتَرَك	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC;SG
האריה	اسد	האריה	اسد	PROPN	
האריה	الاسد	האריה	الاسد	PROPN	
דירות	شقق	דירה	شَقَّق	N;FEM;PL	N;NOM;INDF;SG
דירות	شقق	דירה	شَقَّق	N;FEM;PL	N;NOM;INDF;SG
הטלפון	هاتف	הטלפון	هَاتِف	PROPN	
הטלפון	تلفون	הטלפון	تَلَفَّن	PROPN	
הטלפון	الهاتف	הטלפון	هَاتِف	PROPN	N;NOM;DEF;SG
המרה	تحويل	המרה	تَحوِيل		N;NOM;INDF;SG
המרה	التحويل	המרה	تَحوِيل		N;NOM;DEF;SG
המרה	تحويل	המרה	تَحوِيل		N;NOM;INDF;SG
המרה	تحول	המרה	تَحَوَّل		V;PFV;MASC;SG;3;ACT
נפשית	عقليا	נפשי	عَقَلِيّ	ADV	ADJ;ACC;INDF;MASC;SG
אוהד	نصير	אוהד	نصير	PROPN	
אוהד	مشجع	אוהד	مشجع	PROPN	N;NOM;INDF;SG
אוהד	المروحة	אוהד	مُرَوِّح	PROPN	N;NOM;DEF;SG
אוהד	مروحة	אוהד	مروحة	PROPN	N;NOM;INDF;SG
אוהד	معجب	אוהד	مَعجَب	PROPN	N;NOM;INDF;SG
רוחני	روحاني	רוחני	روحاني	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
רוחני	روحانية	רוחני	رُوحَانِيّ	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
רוחני	الروحية	רוחני	رُوحِيَّة	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
רוחני	روحية	רוחני	رُوحِيّ	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
פאנק	فاسق	פאנק	فَاسِق	PROPN	
פאנק	فانك	פאנק	فانك	PROPN	
פאנק	فنك	פאנק	فَنك	PROPN	
טי	تي	טי	تِي	PROPN	
נשלחה	شحنها	נשלח	شحنها	V;FEM;SG;3;PST;MID	PRO;NOM;MASC;SG;3
נשלחה	مقدم	נשלח	مُقَدَّم	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;MASC;SG
נשלחה	المقدم	נשלח	مُقَدَّم	V;FEM;SG;3;PST;MID	N;NOM;DEF;SG
נשלחה	ارسلت	נשלח	أَرسَل	V;FEM;SG;3;PST;MID	V;PFV;FEM;SG;3;PASS
נשלחה	ارسل	נשלח	أَرسَل	V;FEM;SG;3;PST;MID	V;PFV;MASC;SG;3;ACT
מלטה	مالطة	מלט	مَالِط	PROPN	N;NOM;INDF;SG
שולח	يرسل	שולח	أَرسَل	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
שולח	ارسال	שולח	ارسال	V;MASC;SG;V.PTCP;ACT	
שולח	مرسل	שולח	مَرسَل	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
שולח	المرسل	שולח	مُرَسَّل	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מעניינת	للاهتمام	עניין	للاهتمام	V;FEM;SG;V.PTCP;ACT	PRO;GEN;MASC;SG;3
נמחק	محذوف	נמחק	محذوف	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC;SG
נמחק	حذفت	נמחק	حَذَف	V;MASC;SG;3;PST;MID	V;PFV;FEM;SG;3;ACT
נמחק	محي	נמחק	محي	V;MASC;SG;3;PST;MID	
לומד	الدراسه	למד	دِرَاسِه	V;MASC;SG;V.PTCP;ACT	
לומד	ادرس	למד	أَدرَس	V;MASC;SG;V.PTCP;ACT	
לומד	دراسة	למד	دِرَاسَة	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
לומד	يدرس	למד	دَرَس	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
לומד	الدراسة	למד	دِرَاسَة	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
לומד	تعلم	למד	عَلِم	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
לומד	التعلم	למד	تَعَلُّم	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
רעננה	طازج	רעננה	طَازَج	PROPN	N;NOM;INDF;SG
רעננה	طازجة	רעננה	طَازِج	PROPN	ADJ;NOM;INDF;FEM;SG
רימון	الرمان	רימון	رَمنَة	PROPN	N;NOM;DEF;SG
נאט	نات	נאט	نَات		
מופת	تحفة	מופת	حَفَص		N;NOM;INDF;SG
קיי	كاي	קיי	كَاي	PROPN	
נצרת	الناصرة	נצרת	نَاصِرَة	PROPN	N;NOM;DEF;SG
ירקות	الخضار	ירק	خَضَار	N;MASC;PL	N;NOM;DEF;SG
ירקות	خضار	ירק	خضار	N;MASC;PL	N;NOM;INDF;SG
ירקות	الخضار	ירק	خَضَار	N;MASC;PL	N;NOM;DEF;SG
ירקות	خضار	ירק	خضار	N;MASC;PL	N;NOM;INDF;SG
ירקות	الخضروات	ירק	الخضروات	N;MASC;PL	
ירקות	الخضار	ירק	خَضَار	N;MASC;PL	N;NOM;DEF;SG
מחלף	متحول	מחלף	مُتَحَوِّل	PROPN	ADJ;NOM;INDF;MASC;SG
מחלף	المتحول	מחלף	مُتَحَوِّل	PROPN	ADJ;NOM;DEF;MASC;SG
למתן	معتدل	מיתן	مُعتَدِل	ADV	ADJ;NOM;INDF;MASC;SG
למתן	معتدلة	מיתן	مُعتَدِل	ADV	ADJ;NOM;INDF;FEM;SG
למתן	المعتدلة	מיתן	مُعتَدِل	ADV	ADJ;NOM;DEF;FEM;SG
אושרה	كد	אושר	كَدّ	V;FEM;SG;3;PST;PASS	
אושרה	اكد	אושר	أَكَّد	V;FEM;SG;3;PST;PASS	V;PFV;MASC;SG;3;ACT
אושרה	معتمدة	אושר	مُعتَمَد	V;FEM;SG;3;PST;PASS	ADJ;NOM;INDF;FEM;SG
אושרה	المعتمدة	אושר	مُعتَمَد	V;FEM;SG;3;PST;PASS	ADJ;NOM;DEF;FEM;SG
המגרש	الملعب	המגרש	مَلعَب	PROPN	N;NOM;DEF;SG
תחמושת	الذخائر	תחמושת	ذَخِيرَة	N;FEM;SG	N;NOM;DEF;PL
תחמושת	الذخائر	תחמושת	ذَخِيرَة	N;FEM;SG	N;NOM;DEF;PL
תחמושת	ذخائر	תחמושת	ذَخِيرَة	N;FEM;SG	N;NOM;INDF;PL
חביב	حبيب	חביב	حبيب		
הכירו	قابل	הכיר	قَابَل	V;PL;3;PST;ACT	ADJ;NOM;INDF;MASC;SG
הכירו	تلبية	הכיר	تَلبِيَة	V;PL;3;PST;ACT	N;NOM;INDF;SG
הכירו	نلتقي	הכיר	نلتقي	V;PL;3;PST;ACT	
הכירו	لقاء	הכיר	لِقَاء	V;PL;3;PST;ACT	N;NOM;INDF;SG
מפגשים	الجلسات	מפגש	جَلسَة	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;PL
מפגשים	الاجتماعات	מפגש	اِجتِمَاع	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;PL
מפגשים	اللقاءات	מפגש	لِقَاء	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;PL
מפגשים	اجتماعات	מפגש	اِجتِمَاع	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;PL
מפגשים	المواجهات	מפגש	مُوَاجَهَة	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;PL
מפגשים	مواجهات	מפגש	مُوَاجَهَة	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;PL
מפגשים	لقاءات	מפגש	لِقَاء	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;PL
מפגשים	اللقاءات	מפגש	لِقَاء	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;PL
מפגשים	الجلسات	מפגש	جَلسَة	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;PL
מפגשים	الدورات	מפגש	دَورَة	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;PL
מפגשים	جلسات	מפגש	جَلسَة	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;PL
נטו	الشبكة	נטו	شَبَكَة		N;NOM;DEF;SG
נטו	صافي	נטו	صافي		
נטו	الصافي	נטו	صَافِي		
יציבה	ثابت	יציב	ثابت	N;FEM;SG	
יציבה	ثابتة	יציב	ثَابِت	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
יציבה	مستقر	יציב	مُستَقِرّ	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
יציבה	مستقرة	יציב	مُستَقِرّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
פרל	اللؤلؤ	פרל	اللؤلؤ	PROPN	N;NOM;DEF;SG
פרל	بيرل	פרל	بِيرل	PROPN	
פרל	اللؤلؤة	פרל	لَؤلِئ	PROPN	N;NOM;DEF;SG
חושבת	افكر	חשב	افكر	V;FEM;SG;V.PTCP;ACT	
חושבת	التفكير	חשב	تَفكِير	V;FEM;SG;V.PTCP;ACT	N;NOM;DEF;SG
חושבת	تفكير	חשב	تَفكِير	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;SG
חושבת	تفكر	חשב	فَكَّر	V;FEM;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;2;FIN;ACT
לוקסמבורג	لوكسمبورغ	לוקסמבורג	لوكسمبورغ	PROPN	
רגישות	الحساس	רגישות	حِسَاس	N;FEM;SG	
רגישות	حساسة	רגישות	حَسَّاس	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
ישבו	جلس	ישב	جَلَس	V;PL;3;PST	V;PFV;MASC;SG;3;ACT
ישבו	جلست	ישב	جَلَس	V;PL;3;PST	V;PFV;FEM;SG;3;ACT
השיב	اجاب	השיב	أَجَاب	V;MASC;SG;3;PST;ACT	
השיב	ورد	השיב	وَرَد	V;MASC;SG;3;PST;ACT	
ציונים	صهاينة	ציון	صَهَايِن	N;MASC;PL	N;NOM;INDF;SG
וורן	وارين	וורן	وارين	PROPN	
וורן	وارن	וורן	وارن	PROPN	
עמודי	الاركان	עמוד	رُكن	PROPN	N;NOM;DEF;PL
עמודי	الركائز	עמוד	رَكِيزَة	PROPN	N;NOM;DEF;PL
עמודי	الاعمدة	עמוד	الاعمدة	PROPN	N;NOM;DEF;PL
עמודי	اركان	עמוד	رُكن	PROPN	N;NOM;INDF;PL
בלו	بلو	בלו	بِلُو	PROPN	
בלו	ازرق	בלו	أَزرَق	PROPN	
בלו	الزرقاء	בלו	أَزرَق	PROPN	
בלו	الازرق	בלו	أَزرَق	PROPN	N;NOM;DEF;SG
בלו	زرقاء	בלו	زَرِيق	PROPN	N;NOM;INDF;PL
בלו	بيلو	בלו	بِيلُو	PROPN	
בלו	بالو	בלו	بالو	PROPN	
עימות	المواجهات	עימות	مُوَاجَهَة	N;FEM;SG	N;NOM;DEF;PL
עימות	تنازع	עימות	نَازَع	N;FEM;SG	V;PFV;MASC;SG;3;ACT
עימות	الصراعات	עימות	صِرَاع	N;FEM;SG	N;NOM;DEF;PL
עימות	النقاش	עימות	النقاش	N;FEM;SG	
אסורה	ممنوع	אסורה	مَمنُوع	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
אסורה	حرام	אסורה	حَرَام	N;FEM;SG	
אסורה	محظور	אסורה	مَحظُور	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
אסורה	محظورة	אסורה	مَحظُور	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
חץ	اسهم	חץ	سَهم		
חץ	سهام	חץ	سَهَم		
חץ	السهام	חץ	سَهَم		N;NOM;DEF;PL
חץ	سهم	חץ	سَهم		N;NOM;INDF;SG
חץ	السهم	חץ	سَهم		N;NOM;DEF;SG
חץ	ارو	חץ	ارو		
התקציב	ميزانية	התקציב	مِيزَانِيَّة	PROPN	N;NOM;INDF;SG
התקציב	الميزانية	התקציב	مِيزَانِيَّة	PROPN	N;NOM;DEF;SG
העדיף	فضل	העדיף	فضل	V;MASC;SG;3;PST;ACT	
העדיף	مفضلة	העדיף	مُفضَلّ	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;FEM;SG
העדיף	مفضل	העדיף	مُفَضِّل	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC;SG
העדיף	المفضل	העדיף	مُفَضِّل	V;MASC;SG;3;PST;ACT	ADJ;NOM;DEF;MASC;SG
החתונה	العرس	החתונה	عَرس	ADV	N;NOM;DEF;SG
החתונה	زفاف	החתונה	زِفَاف	ADV	N;NOM;INDF;SG
החתונה	عرس	החתונה	عَرس	ADV	N;NOM;INDF;SG
החתונה	زواج	החתונה	زَوَاج	ADV	N;NOM;INDF;SG
קייט	كيت	קייט	كَيت	PROPN	
קייט	كايت	קייט	كَاي	PROPN	
קטלוג	كتالوج	קטלוג	كتالوج	N;MASC;SG	
קטלוג	كتالوج	קטלוג	كتالوج	N;MASC;SG	
להרוס	تدمير	הרס	تَدمِير	V;NFIN;ACT	N;NOM;INDF;SG
להרוס	تدمر	הרס	دَمَّر	V;NFIN;ACT	
להפחית	تخفيض	הפחית	تَخفِيض	V;NFIN;ACT	N;NOM;INDF;SG
