月	maandenlang	月	maandenlang	N	ADJ
西班牙	spaans	西班牙	spaans	PROPN	ADJ
修理	herstelling	修理	herstelling	V	N;MASC+FEM;SG
修理	reparatie	修理	reparatie	V	N;MASC+FEM;SG
修理	herstelling	修理	herstelling	V	N;MASC+FEM;SG
修理	reparatie	修理	reparatie	V	N;MASC+FEM;SG
修理	reparaties	修理	reparatie	V	N;PL
修理	herstellingen	修理	herstelling	V	N;PL
丹佛	denver	丹佛	denver	PROPN	N;NEUT;SG
阿部	abe	阿部	abe	PROPN	N;MASC+FEM;SG
衰退	recessie	衰退	recessie	V	N;MASC+FEM;SG
玻利維亞	bolivia	玻利維亞	bolivia	PROPN	PROPN;NEUT;SG
墜毀	crash	墜毀	crash	V	N;MASC+FEM;SG
恐懼	vrees	恐懼	vrezen	N	V;SG;PRS;FIN
恐懼	fear	恐懼	fear	N	
排版	indeling	排版	indeling	V	N;MASC+FEM;SG
排版	opmaak	排版	opmaak	V	N;MASC+FEM;SG
排版	layout	排版	layout	V	N;MASC+FEM;SG
浸	dip	浸	dip	PROPN	N;MASC+FEM;SG
滿洲	mantsjoerije	滿洲	mantsjoerije	PROPN	N;NEUT;SG
及	tijdig	及	tijdig	ADP	ADJ
及	tijdige	及	tijdig	ADP	ADJ
瀏覽	bladeren	瀏覽	blad	V	N;PL
瀏覽	bezichtiging	瀏覽	bezichtiging	V	N;MASC+FEM;SG
瀏覽	weergave	瀏覽	weergave	V	N;MASC+FEM;SG
瀏覽	uitzicht	瀏覽	uitzicht	V	N;NEUT;SG
山崎	yamazaki	山崎	yamazaki	PROPN	N;MASC+FEM;SG
哈薩克	kazachstan	哈薩克	kazachstan	PROPN	N;NEUT;SG
黑山	montenegro	黑山	montenegro	PROPN	N;NEUT;SG
創業	opstart	創業	opstart	N	V;SG;PRS;FIN
創業	opstarten	創業	opstarten	N	V;NFIN
開心	vrolijk	開心	vrolijk	N	ADJ
開心	blij	開心	blij	N	ADJ
開心	tevreden	開心	tevreden	N	ADJ
開心	gelukkig	開心	gelukkig	N	ADJ
畢業	afstuderen	畢業	afstuderen	V	N;PL
骨骼	geraamte	骨骼	geraamte	N	V;V.PTCP
骨骼	bot	骨骼	bot	N	ADJ
骨骼	bone	骨骼	bone	N	
孔	pauw	孔	pauw	PROPN	N;MASC+FEM;SG
孔	peacock	孔	peacock	PROPN	N;MASC+FEM;SG
預設	standaard	預設	standaard	V	ADJ
雷霆	thunder	雷霆	thunder	PROPN	N;MASC+FEM;SG
雷霆	onweer	雷霆	onweer	PROPN	N;NEUT;SG
雷霆	donder	雷霆	donder	PROPN	N;MASC+FEM;SG
變動	veranderingen	變動	verandering	V	N;PL
變動	wijzigingen	變動	wijziging	V	N;PL
爛	rot	爛	rot		ADJ
爛	rotte	爛	rot		ADJ
爛	verrot	爛	verrotten		ADJ
鞍	zadel	鞍	zadel	PROPN	N;NEUT;SG
北極	arctische	北極	arctisch	PROPN	ADJ
北極	noordpool	北極	noordpool	PROPN	N;MASC+FEM;SG
北極	noordpoolgebied	北極	noordpoolgebied	PROPN	N;NEUT;SG
變換	transformaties	變換	transformatie	V	N;PL
變換	transformatie	變換	transformatie	V	N;MASC+FEM;SG
變換	transformatie	變換	transformatie	V	N;MASC+FEM;SG
岐阜	gifu	岐阜	gifu	PROPN	N;NEUT;SG
戈爾	gore	戈爾	gore	PROPN	N;MASC+FEM;SG
瓦特	watt	瓦特	watt	PROPN	N;MASC+FEM;SG
瓦特	watt	瓦特	watt	PROPN	N;MASC+FEM;SG
瓦特	watts	瓦特	watts	PROPN	N;MASC+FEM;SG
聊天	chatten	聊天	chat	N	V;NFIN
漂亮	mooi	漂亮	mooi	N	ADJ
漂亮	prachtig	漂亮	prachtig	N	ADJ
漂亮	mooie	漂亮	mooi	N	ADJ
漂亮	mooi	漂亮	mooi	N	ADJ
漂亮	pretty	漂亮	pretty	N	
歡	huan	歡	huan		N;MASC+FEM;SG
與	intussen	與	intussen	ADP	ADV
與	ondertussen	與	ondertussen	ADP	ADV
三	delta	三	delta	NUM	N;MASC+FEM;SG
媒介	middellange	媒介	middellang	N	ADJ
媒介	middelgrote	媒介	middelgrote	N	ADJ
媒介	middelgroot	媒介	middelgroot	N	ADJ
民事	civiele	民事	civiel	N	ADJ
民事	burgerlijke	民事	burgerlijk	N	ADJ
民事	burgerlijk	民事	burgerlijk	N	ADJ
民事	civiel	民事	civiel	N	ADJ
宮城	miyagi	宮城	miyagi	PROPN	N;NEUT;SG
困擾	onrustige	困擾	onrustig	V	ADJ
預言	profetieën	預言	profetieën	V	N;PL
預言	profetie	預言	profetie	V	N;MASC+FEM;SG
預言	voorspelling	預言	voorspelling	V	N;MASC+FEM;SG
譴責	veroordeling	譴責	veroordeling	V	N;MASC+FEM;SG
譴責	berisping	譴責	berisping	V	N;MASC+FEM;SG
石化	versteend	石化	verstenen	V	ADJ
石化	petrochemische	石化	petrochemisch	V	ADJ
溫帶	gematigde	溫帶	matigen	N	V;V.PTCP
溫帶	gematigd	溫帶	matigen	N	V;V.PTCP
製片	producent	製片	producent	V	N;MASC+FEM;SG
製片	producer	製片	producer	V	N;MASC+FEM;SG
極端	uitersten	極端	uitersten		N;PL
極端	extreme	極端	extreem		ADJ
極端	extreem	極端	extreem		ADJ
閔	min	閔	min	PROPN	ADV
斑點	gespot	斑點	spotten	N	V;V.PTCP
恨	haten	恨	haten	N	V;NFIN
降水	neerslag	降水	neerslag	V	N;MASC+FEM;SG
提取	extractie	提取	extractie	V	N;MASC+FEM;SG
提取	winning	提取	winning	V	N;MASC+FEM;SG
提取	extract	提取	extract	V	N;NEUT;SG
提取	uittreksel	提取	uittreksel	V	N;NEUT;SG
革新	innoveren	革新	innoveren	N	V;NFIN
支撐	strut	支撐	strut	V	N;MASC+FEM;SG
社會	sociologische	社會	sociologisch	N	ADJ
血統	afdalen	血統	afdaal	N	V;NFIN
血統	dalen	血統	dalen	N	V;NFIN
否決	veto	否決	veto	V	N;NEUT;SG
否決	vetorecht	否決	vetorecht	V	N;NEUT;SG
瑪麗亞	marja	瑪麗亞	marja	PROPN	N;MASC+FEM;SG
瑪麗亞	maria	瑪麗亞	maria	PROPN	N;MASC+FEM;SG
喬治亞	georgië	喬治亞	georgië	PROPN	PROPN;NEUT;SG
喬治亞	georgia	喬治亞	georgia	PROPN	N;NEUT;SG
手工	handgemaakt	手工	handmaken	N	V;V.PTCP
手工	handgemaakte	手工	handgakemaakt	N	V;V.PTCP
漏	lek	漏	lek	N	ADJ
漏	lekken	漏	lekken	N	V;NFIN
中性	neutrale	中性	neutraal	N	ADJ
中性	neutraal	中性	neutraal	N	ADJ
天生	geboren	天生	geboren	N	V;V.PTCP
陪同	escorte	陪同	escort	V	N;MASC+FEM;SG
陪同	escort	陪同	escort	V	N;MASC+FEM;SG
圖形	grafisch	圖形	grafisch	N	ADJ
圖形	grafische	圖形	grafisch	N	ADJ
圖形	grafisch	圖形	grafisch	N	ADJ
前端	frontend	前端	frontend	N	V;V.PTCP
微笑	glimlachen	微笑	glimlach	N	V;NFIN
微笑	glimlach	微笑	glimlach	N	ADJ
微笑	lachen	微笑	lachen	N	V;NFIN
微笑	glimlachen	微笑	glimlach	N	V;NFIN
微笑	lachen	微笑	lachen	N	V;NFIN
微笑	lachend	微笑	lachen	N	V;V.PTCP
微笑	lachende	微笑	lachen	N	V;V.PTCP
魔力	magisch	魔力	magisch	N	ADJ
有	biologisch	有	biologisch	V	ADJ
有	organische	有	organisch	V	ADJ
有	organisch	有	organisch	V	ADJ
泰坦	titan	泰坦	titan	PROPN	N;MASC+FEM;SG
泰坦	titaan	泰坦	titaan	PROPN	N;MASC+FEM;SG
橙	oranje	橙	oranje	N	ADJ
啓	kai	啓	kai	V	N;MASC+FEM;SG
皇	dauphin	皇	dauphin	PROPN	N;MASC+FEM;SG
名次	rangschikken	名次	rangschik	N	V;NFIN
幾何	geometrische	幾何	geometrisch	N	ADJ
幾何	geometrisch	幾何	geometrisch	N	ADJ
延遲	uitstel	延遲	uitstel	V	N;NEUT;SG
延遲	vertraging	延遲	vertraging	V	N;MASC+FEM;SG
延遲	oponthoud	延遲	oponthoud	V	N;NEUT;SG
延遲	vertragingen	延遲	vertraging	V	N;PL
延遲	vertraging	延遲	vertraging	V	N;MASC+FEM;SG
揭幕	onthulling	揭幕	onthulling	V	N;MASC+FEM;SG
署名	naamsvermelding	署名	naamsvermelding	V	N;MASC+FEM;SG
署名	ondertekende	署名	ondertekend	V	ADJ
研討	seminaries	研討	seminarie	V	N;PL
研討	seminars	研討	seminar	V	N;PL
研討	werkplaats	研討	werkplaats	V	N;MASC+FEM;SG
研討	workshop	研討	workshop	V	N;MASC+FEM;SG
研討	seminarie	研討	seminarie	V	N;NEUT;SG
研討	seminar	研討	seminar	V	N;NEUT;SG
露西	lucy	露西	lucy	PROPN	N;MASC+FEM;SG
引爆	ontploffing	引爆	ontploffing	V	N;MASC+FEM;SG
鶯	warbler	鶯	warbler	PROPN	N;MASC+FEM;SG
專注	focus	專注	focus	V	N;MASC+FEM;SG
住戶	huishoudelijke	住戶	huishoudelijk	N	ADJ
住戶	huishoudelijk	住戶	huishoudelijk	N	ADJ
實習	stagiaire	實習	stagiair	N	ADJ
毗鄰	aangrenzende	毗鄰	aangrenzend	N	ADJ
毗鄰	aangrenzende	毗鄰	aangrenzend	N	ADJ
秋天	vallen	秋天	vallen	N	V;NFIN
耶和華	jehova	耶和華	jehova	PROPN	N;MASC+FEM;SG
懷孕	zwangerschap	懷孕	zwangerschap	V	N;MASC+FEM;SG
懷孕	zwangere	懷孕	zwang	V	ADJ;CMPR
懷孕	zwanger	懷孕	zwanger	V	ADJ
懷孕	drachtige	懷孕	drachtig	V	ADJ
逃離	ontsnapping	逃離	ontsnapping	V	N;MASC+FEM;SG
逃離	escape	逃離	escape	V	N;MASC+FEM;SG
發掘	opgraving	發掘	opgraving	V	N;MASC+FEM;SG
八	eight	八	eight	NUM	
最愛	favoriete	最愛	favoriet	N	ADJ
猶太	joodse	猶太	joods	PROPN	ADJ
猶太	jood	猶太	jood	PROPN	N;MASC+FEM;SG
猶太	joods	猶太	joods	PROPN	ADJ
猶太	joden	猶太	jood	PROPN	N;PL
蓮花	lotus	蓮花	lotus	PROPN	N;MASC+FEM;SG
人質	gegijzelde	人質	gegijzeld	N	V;V.PTCP
人質	gegijzeld	人質	gegijzeld	N	V;V.PTCP
人質	gegijzelden	人質	gegijzeld	N	V;V.PTCP
拍賣	veilingen	拍賣	veiling	V	N;PL
拍賣	veiling	拍賣	veiling	V	N;MASC+FEM;SG
拍賣	veilingen	拍賣	veiling	V	N;PL
比	proportie	比	proportie	ADP	N;MASC+FEM;SG
駕駛	chauffeur	駕駛	chauffeur	V	N;MASC+FEM;SG
駕駛	stuurprogramma	駕駛	stuurprogramma	V	N;NEUT;SG
駕駛	driver	駕駛	driver	V	N;MASC+FEM;SG
駕駛	bestuurder	駕駛	bestuurder	V	N;MASC+FEM;SG
駕駛	piloot	駕駛	piloot	V	N;MASC+FEM;SG
駕駛	pilot	駕駛	pilot	V	N;MASC+FEM;SG
聚合	aggregatie	聚合	aggregatie	V	N;MASC+FEM;SG
聚合	samenvoeging	聚合	samenvoeging	V	N;MASC+FEM;SG
稀有	zeldzame	稀有	zeldzaam	N	ADJ
稀有	zelden	稀有	zelden	N	ADV
稀有	zeldzaam	稀有	zeldzaam	N	ADJ
普爾	poole	普爾	pool	PROPN	N;MASC+FEM;SG
炸	blazen	炸	blazen	N	V;NFIN
炸	gefrituurd	炸	frituuren	N	V;V.PTCP
炸	gebakken	炸	bakken	N	V;V.PTCP
炸	gefrituurde	炸	frituuren	N	V;V.PTCP
上次	laatste	上次	laat	N	ADJ;RL
診斷	diagnoses	診斷	diagnose	V	N;PL
診斷	diagnose	診斷	diagnose	V	N;MASC+FEM;SG
診斷	diagnostiek	診斷	diagnostiek	V	N;MASC+FEM;SG
診斷	diagnoses	診斷	diagnose	V	N;PL
診斷	diagnose	診斷	diagnose	V	N;MASC+FEM;SG
診斷	diagnostiek	診斷	diagnostiek	V	N;MASC+FEM;SG
診斷	diagnose	診斷	diagnose	V	N;MASC+FEM;SG
診斷	diagnostiek	診斷	diagnostiek	V	N;MASC+FEM;SG
診斷	diagnostische	診斷	diagnostisch	V	ADJ
擲	gooi	擲	gooi	N	V;SG;PRS;FIN
擲	gooien	擲	gooien	N	V;NFIN
擲	gooi	擲	gooi	N	V;SG;PRS;FIN
近日	kortgeleden	近日	kortgeleden	N	ADV
近日	recentelijk	近日	recentelijk	N	ADJ
近日	onlangs	近日	onlangs	N	ADV
近日	recent	近日	recent	N	ADJ
世俗	seculiere	世俗	seculier	N	ADJ
世俗	wereldse	世俗	werelds	N	ADJ
錄音	atelier	錄音	atelier	V	N;NEUT;SG
錄音	studio	錄音	studio	V	N;MASC+FEM;SG
罷工	strike	罷工	strik	N	
偏向	vooringenomen	偏向	vooringenomen		V;V.PTCP
偏向	bevooroordeeld	偏向	bevooroordeeld		V;V.PTCP
偏向	partijdig	偏向	partijdig		ADJ
偏向	vooroordelen	偏向	vooroordeel		N;PL
偏向	vooringenomen	偏向	vooringenomen		V;V.PTCP
偏向	vooringenomenheid	偏向	vooringenomenheid		N;MASC+FEM;SG
偏向	vooroordeel	偏向	vooroordeel		N;NEUT;SG
烏拉圭	uruguay	烏拉圭	uruguay	PROPN	PROPN;NEUT;SG
間	spy	間	spy	N	
間	spioneren	間	spioneren	N	V;NFIN
間	bespioneren	間	bespioneren	N	V;NFIN
糧食	eten	糧食	eten	N	V;NFIN
微	microbiële	微	microbiëel	PART	ADJ
強迫	geforceerde	強迫	forceren		V;V.PTCP
強迫	gedwongen	強迫	dwingen		V;V.PTCP
強迫	afgedwongen	強迫	afdwingen		V;V.PTCP
強迫	geforceerd	強迫	forceren		V;V.PTCP
強迫	dwang	強迫	dwang		N;MASC+FEM;SG
強迫	dwang	強迫	dwang		N;MASC+FEM;SG
俘虜	gevangene	俘虜	vangen	N	V;V.PTCP
殭屍	zombie	殭屍	zombie		N;MASC+FEM;SG
護士	verpleegkundige	護士	verpleegkundig	N	ADJ
假定	aannames	假定	aanname	V	N;PL
假定	veronderstellingen	假定	veronderstelling	V	N;PL
假定	hypothesen	假定	hypothesen	V	N;PL
假定	aanname	假定	aannaam	V	N;MASC+FEM;SG
假定	veronderstelling	假定	veronderstelling	V	N;MASC+FEM;SG
假定	vermoedelijke	假定	vermoedelijk	V	ADJ
裙	aankleden	裙	aankleden	N	V;NFIN
競技	arena	競技	arena	V	N;MASC+FEM;SG
立方	derdegraads	立方	derdegraads	N	ADJ
立方	kubieke	立方	kubiek	N	ADJ
無線	radio	無線	radio	V	N;MASC+FEM;SG
麻省	mit	麻省	mit	PROPN	N;MASC+FEM;SG
爬	klim	爬	klim	V	N;MASC+FEM;SG
捐贈	donatie	捐贈	donatie	V	N;MASC+FEM;SG
捐贈	schenking	捐贈	schenking	V	N;MASC+FEM;SG
捐贈	donaties	捐贈	donatie	V	N;PL
捐贈	schenkingen	捐贈	schenking	V	N;PL
捐贈	donaties	捐贈	donatie	V	N;PL
捐贈	giften	捐贈	gift	V	N;PL
搬遷	verhuizing	搬遷	verhuizing	V	N;MASC+FEM;SG
搬遷	verplaatsing	搬遷	verplaatsing	V	N;MASC+FEM;SG
平時	gebruikelijke	平時	gebruikelijk	N	ADJ
平時	gebruikelijk	平時	gebruikelijk	N	ADJ
核准	erkenningen	核准	erkenning	V	N;PL
核准	goedkeuring	核准	goedkeuring	V	N;MASC+FEM;SG
中野	nakano	中野	nakano	PROPN	N;MASC+FEM;SG
脂	dikke	脂	dik	N	ADJ
脂	dik	脂	dik	N	ADJ
尊敬	respect	尊敬	respect	V	N;NEUT;SG
十字	oversteken	十字	oversteken	N	V;NFIN
住	verblijfplaats	住	verblijfplaats	V	N;MASC+FEM;SG
住	residentie	住	residentie	V	N;MASC+FEM;SG
住	woonplaats	住	woonplaats	V	N;MASC+FEM;SG
住	domicilie	住	domicilie	V	N;MASC+FEM;SG
單人	alleenstaande	單人	alleenstaande	N	V;V.PTCP
單人	alleenstaand	單人	alleenstaand	N	ADJ
星期	donderdag	星期	donderdag	N	PROPN;MASC+FEM;SG
空白	leeg	空白	leeg	N	ADJ
空白	leegmaken	空白	leegmaken	N	V;NFIN
空白	lege	空白	leeg	N	ADJ
空白	ledig	空白	ledig	N	ADV
空白	leeg	空白	leeg	N	ADJ
紀念	herdenking	紀念	herdenking	V	N;MASC+FEM;SG
紀念	memorial	紀念	memorial	V	N;MASC+FEM;SG
紀念	gedenkteken	紀念	gedenkteken	V	N;NEUT;SG
紀念	monumenten	紀念	monument	V	N;PL
人道	humane	人道	humaan	N	ADJ
人道	humaan	人道	humaan	N	ADJ
驗證	authenticatie	驗證	authenticatie	V	N;MASC+FEM;SG
驗證	keuring	驗證	keuring	V	N;MASC+FEM;SG
驗證	verificatie	驗證	verificatie	V	N;MASC+FEM;SG
驗證	validatie	驗證	validatie	V	N;MASC+FEM;SG
相鄰	aangrenzende	相鄰	aangrenzend	V	ADJ
相鄰	aangrenzende	相鄰	aangrenzend	V	ADJ
山姆	sam	山姆	sam	PROPN	N;MASC+FEM;SG
苗栗	springstaartensoort	苗栗	springstaartensoort	PROPN	N;MASC+FEM;SG
亞當	adam	亞當	adam	PROPN	N;MASC+FEM;SG
偵察	verkenning	偵察	verkenning	V	N;MASC+FEM;SG
偵察	verkenning	偵察	verkenning	V	N;MASC+FEM;SG
銷售	verkoop	銷售	verkoop	V	N;MASC+FEM;SG
侮辱	beledigingen	侮辱	belediging	V	N;PL
侮辱	belediging	侮辱	belediging	V	N;MASC+FEM;SG
侮辱	belediging	侮辱	belediging	V	N;MASC+FEM;SG
鰈	bot	鰈	bot	N	ADJ
平凡	gewone	平凡	gewoon	N	ADJ
駒	kui	駒	kui	PROPN	N;MASC+FEM;SG
見證	getuige	見證	getuige	V	N;MASC+FEM;SG
見證	getuigen	見證	getuige	V	N;PL
洲際	intercontinental	洲際	intercontinental	PROPN	N;MASC+FEM;SG
聚合	polymeer	聚合	polymeren	V	N;NEUT;SG
聚合	polymeren	聚合	polymeren	V	N;PL
聚合	polymeren	聚合	polymeren	V	N;PL
未	minderjarige	未	minderjarig	ADV;NEG	ADJ
未	minderjarig	未	minderjarig	ADV;NEG	ADJ
未	minor	未	minor	ADV;NEG	N;MASC+FEM;SG
未	mineur	未	mineur	ADV;NEG	N;MASC+FEM;SG
未	minderjarige	未	minderjarig	ADV;NEG	ADJ
清洗	zuivering	清洗	zuivering	V	N;MASC+FEM;SG
清洗	reiniging	清洗	reiniging	V	N;MASC+FEM;SG
清洗	schoonmaak	清洗	schoonmaak	V	N;MASC+FEM;SG
清洗	zuivering	清洗	zuivering	V	N;MASC+FEM;SG
清洗	reiniging	清洗	reiniging	V	N;MASC+FEM;SG
清洗	reinigingsmiddel	清洗	reinigingsmiddel	V	N;NEUT;SG
必	noodzakelijke	必	noodzakelijk	V	ADJ
必	nodig	必	nodig	V	ADJ
必	noodzakelijk	必	noodzakelijk	V	ADJ
控告	aanklacht	控告	aanklacht	V	N;MASC+FEM;SG
控告	tenlastelegging	控告	tenlastelegging	V	N;MASC+FEM;SG
天主	katholieke	天主	katholiek	PROPN	ADJ
天主	katholiek	天主	katholiek	PROPN	ADJ
天主	katholieken	天主	katholiek	PROPN	N;PL
決心	oplossen	決心	oplossen	N	V;NFIN
安東	anton	安東	anton	PROPN	N;MASC+FEM;SG
官僚	bureaucratisch	官僚	bureaucratisch	N	ADJ
加冕	kroning	加冕	kroning	V	N;MASC+FEM;SG
炒	gefrituurd	炒	frituuren	N	V;V.PTCP
炒	gebakken	炒	bakken	N	V;V.PTCP
炒	gefrituurde	炒	frituuren	N	V;V.PTCP
鞏固	consolidatie	鞏固	consolidatie	V	N;MASC+FEM;SG
鞏固	consolidatie	鞏固	consolidatie	V	N;MASC+FEM;SG
鞏固	codificatie	鞏固	codificatie	V	N;MASC+FEM;SG
降水	neerslag	降水	neerslag	V	N;MASC+FEM;SG
姑娘	girl	姑娘	girl	N	
北	noordse	北	noords	N	ADJ
北	scandinavische	北	scandinavisch	N	ADJ
北	scandinavische	北	scandinavisch	N	ADJ
千	chitose	千	chitos	NUM	N;MASC+FEM;SG
次郎	jiro	次郎	jiro	PROPN	N;MASC+FEM;SG
印度尼西亞	indonesië	印度尼西亞	indonesië	PROPN	N;MASC+FEM;SG
貝拉	bella	貝拉	bella	PROPN	N;MASC+FEM;SG
權威	autoritair	權威	autoritair	N	ADJ
權威	gezaghebbende	權威	gezaghebbend	N	ADJ
樣本	specimen	樣本	specim	N	V;V.PTCP
樣本	stalen	樣本	stalen	N	V;V.PTCP
接納	toelating	接納	toelating	V	N;MASC+FEM;SG
惡意	kwaadaardige	惡意	kwaadaardig	N	ADJ
發放	uitgifte	發放	uitgifte	V	N;MASC+FEM;SG
本質	intrinsieke	本質	intrinsiek	N	ADJ
本質	intrinsiek	本質	intrinsiek	N	ADJ
扭曲	scheef	扭曲	scheef	N	ADJ
扭曲	verdraaid	扭曲	verdraaien	N	V;V.PTCP
扭曲	gedraaid	扭曲	draaien	N	V;V.PTCP
扭曲	verwrongen	扭曲	verwringen	N	V;V.PTCP
扭曲	gedraaide	扭曲	draaien	N	V;V.PTCP
約定	pact	約定	pact	V	N;NEUT;SG
週六	zaterdag	週六	zaterdag	N	PROPN;MASC+FEM;SG
週六	zat	週六	zitten	N	V;SG;PST;FIN
預告	teaser	預告	teaser	V	N;MASC+FEM;SG
預告	caravan	預告	caravan	V	N;MASC+FEM;SG
預告	woonwagen	預告	woonwagen	V	N;MASC+FEM;SG
預告	aanhanger	預告	aanhanger	V	N;MASC+FEM;SG
預告	trailer	預告	trailer	V	N;MASC+FEM;SG
預告	aanhangwagen	預告	aanhangwagen	V	N;MASC+FEM;SG
固有	inherent	固有	inherent	N	ADJ
固有	inherente	固有	inherent	N	ADJ
固有	intrinsieke	固有	intrinsiek	N	ADJ
固有	intrinsiek	固有	intrinsiek	N	ADJ
重疊	overlappen	重疊	overlappen	ADJ	V;NFIN
重疊	overlappingen	重疊	overlapping	ADJ	N;PL
重疊	overlappen	重疊	overlappen	ADJ	V;NFIN
重疊	samenloop	重疊	samenloop	ADJ	N;MASC+FEM;SG
重疊	overlapping	重疊	overlapping	ADJ	N;MASC+FEM;SG
重疊	overlappende	重疊	overlappen	ADJ	V;V.PTCP
重疊	overlappen	重疊	overlappen	ADJ	V;NFIN
重疊	overlapping	重疊	overlapping	ADJ	N;MASC+FEM;SG
重疊	overlap	重疊	overlap	ADJ	N;MASC+FEM;SG
共產	communistische	共產	communistisch	N	ADJ
共產	communistisch	共產	communistisch	N	ADJ
候補	plaatsvervanger	候補	plaatsvervanger	V	N;MASC+FEM;SG
守門	keeper	守門	keeper	V	N;MASC+FEM;SG
守門	doelman	守門	doelman	V	N;MASC+FEM;SG
守門	keeper	守門	keeper	V	N;MASC+FEM;SG
愛好	liefhebber	愛好	liefhebber	V	N;MASC+FEM;SG
愛好	liefhebbers	愛好	liefhebber	V	N;PL
傳承	nalatenschap	傳承	nalatenschap	V	N;MASC+FEM;SG
傳承	erfenis	傳承	erfenis	V	N;MASC+FEM;SG
史前	prehistorische	史前	prehistorisch	N	ADJ
侵入	invallen	侵入	invallen	V	N;PL
虐待	aanstootgevend	虐待	aanstootgevend	V	ADJ
虐待	misbruik	虐待	misbruik	V	N;NEUT;SG
虐待	mishandeling	虐待	mishandeling	V	N;MASC+FEM;SG
鋸	zag	鋸	zien	N	V;SG;PST;FIN
鋸	zagen	鋸	zien	N	V;PL;PST;FIN
鋸	zaagt	鋸	zagen	N	V;SG;PRS;FIN
可	haalbaar	可	haalbaar	V	ADJ
可	haalbare	可	haalbaar	V	ADJ
可	werkbaar	可	werkbaar	V	ADJ
可	werkbare	可	werkbaar	V	ADJ
逆	omgedraaid	逆	omdraaien	N	V;V.PTCP
逆	omgekeerd	逆	omkeren	N	V;V.PTCP
解體	desintegratie	解體	desintegratie	V	N;MASC+FEM;SG
聊	chat	聊	chat	V	N;MASC+FEM;SG
聊	talk	聊	talk	V	ADJ
門檻	drempel	門檻	drempel	PROPN	N;MASC+FEM;SG
門檻	drempelwaarde	門檻	drempelwaard	PROPN	N;MASC+FEM;SG
門檻	drempels	門檻	drempel	PROPN	N;PL
商用	commerciële	商用	commerciel	N	ADJ
商用	commercieel	商用	commercieel	N	ADJ
先知	oracle	先知	oracle	N	PROPN;NEUT;SG
挑	kies	挑	kiezen		V;SG;PRS;FIN
挑	pick	挑	pick		N;MASC+FEM;SG
撤離	evacuatie	撤離	evacuatie	V	N;MASC+FEM;SG
撤離	evacuatie	撤離	evacuatie	V	N;MASC+FEM;SG
撤離	ontruiming	撤離	ontruiming	V	N;MASC+FEM;SG
估算	inschatting	估算	inschatting	V	N;MASC+FEM;SG
估算	schatting	估算	schatting	V	N;MASC+FEM;SG
估算	raming	估算	raming	V	N;MASC+FEM;SG
克	overwinnen	克	overwinnen	PROPN	V;NFIN
克	overwinnen	克	overwinnen	PROPN	V;NFIN
克	overwonnen	克	overwinnen	PROPN	V;V.PTCP
配件	toebehoren	配件	toebehoren	N	V;NFIN
配件	medeplichtige	配件	medeplichtig	N	ADJ
配件	toebehoren	配件	toebehoren	N	V;NFIN
邁阿密	miami	邁阿密	miami	PROPN	N;MASC+FEM;SG
寒冷	kou	寒冷	kou	ADJ	N;MASC+FEM;SG
數學	wiskundige	數學	wiskundig	N	ADJ
數學	wiskundigen	數學	wiskundigen	N	ADJ
手冊	handmatige	手冊	handmatig	N	ADJ
手冊	manueel	手冊	manueel	N	ADJ
手冊	handmatig	手冊	handmatig	N	ADJ
整數	integer	整數	integer	N	ADJ
致死	dodelijke	致死	dodelijk	V	ADJ
致死	dodelijk	致死	dodelijk	V	ADJ
瑞安	ryan	瑞安	ryan	PROPN	N;MASC+FEM;SG
馬尼拉	manilla	馬尼拉	manilla	PROPN	N;MASC+FEM;SG
預防	preventief	預防	preventief	V	ADJ
預防	preventieve	預防	preventief	V	ADJ
預防	voorkoming	預防	voorkoming	V	N;MASC+FEM;SG
預防	preventie	預防	preventie	V	N;MASC+FEM;SG
表決	stemmen	表決	stem	V	N;PL
表決	stemming	表決	stemming	V	N;MASC+FEM;SG
表決	stem	表決	stem	V	N;MASC+FEM;SG
表決	stemmen	表決	stem	V	N;PL
表決	stemming	表決	stemming	V	N;MASC+FEM;SG
阿爾巴尼亞	albanië	阿爾巴尼亞	albanië	PROPN	PROPN;NEUT;SG
濫用	misbruikte	濫用	misbruiken	N	V;SG;PST;FIN
濫用	misbruikt	濫用	misbruiken	N	V;V.PTCP
濫用	mishandeld	濫用	mishandeld	N	V;V.PTCP
濫用	aanstootgevend	濫用	aanstootgevend	N	ADJ
濫用	misbruiken	濫用	misbruiken	N	V;NFIN
濫用	misbruiken	濫用	misbruiken	N	V;NFIN
好	hollywood	好	hollywood	PART	N;NEUT;SG
演變	evolution	演變	evolution	V	
演變	ontwikkeling	演變	ontwikkeling	V	N;MASC+FEM;SG
演變	evolutie	演變	evolutie	V	N;MASC+FEM;SG
辣	pittige	辣	pittig	N	ADJ
辣	gekruid	辣	kruien	N	V;V.PTCP
辣	pikant	辣	pikant	N	ADJ
辣	pittig	辣	pittig	N	ADJ
適當	toepasselijk	適當	toepasselijk	ADV	ADJ
適當	geschikt	適當	geschikt	ADV	ADJ
適當	passende	適當	passen	ADV	V;V.PTCP
適當	passend	適當	passen	ADV	V;V.PTCP
適當	gepast	適當	passen	ADV	V;V.PTCP
某人	iemand	某人	iemand	N	PRO;3
天天	dagelijks	天天	dagelijks	N	ADJ
天天	alledaags	天天	alledaags	N	ADJ
手動	handmatige	手動	handmatig	V	ADJ
