категория	kategorien	категория	kategorien	N;INDF;FEM;SG	N;NOM;FEM;PL
нормално	normales	нормално	normal	ADV	ADJ;NOM;NEUT;SG
нормално	normal	нормално	normal	ADV	ADJ
обсада	belagert	обсада	belagern	N;INDF;FEM;SG	V;V.PTCP
връзките	beziehung	връзка	Beziehung	N;DEF;FEM;PL	N;SG
лат	lat	лат	lat	INTJ	
условие	bedingung	условие	bedingung	N;INDF;NEUT;SG	
условие	voraussetzung	условие	voraussetzung	N;INDF;NEUT;SG	
условие	zustand	условие	zustand	N;INDF;NEUT;SG	
условие	kondition	условие	kondition	N;INDF;NEUT;SG	ADJ
леви	levy	ляв	levy	ADJ;INDF;PL	PROPN;NOM;SG
леви	abgabe	ляв	abgeben	ADJ;INDF;PL	N;SG
леви	umlage	ляв	umlage	ADJ;INDF;PL	N;SG
леви	abgaben	ляв	abgeben	ADJ;INDF;PL	V;FIN
леви	levi	ляв	levi	ADJ;INDF;PL	PROPN;NOM;MASC;SG
регент	regenten	регент	regen	N;INDF;MASC;SG	ADJ;PL
регент	regent	регент	regen	N;INDF;MASC;SG	
регент	regentschaft	регент	regentschaft	N;INDF;MASC;SG	ADJ
мнения	gutachten	мнение	gutacht	N;INDF;NEUT;PL	V;NFIN
мнения	stellungnahmen	мнение	stellungnahmen	N;INDF;NEUT;PL	V;NFIN
мнения	meinungen	мнение	meinungen	N;INDF;NEUT;PL	V;NFIN
мнения	meinung	мнение	meinung	N;INDF;NEUT;PL	N;NOM;FEM;SG
мнения	anmerkungen	мнение	anmerkingen	N;INDF;NEUT;PL	V;NFIN
мнения	kommentare	мнение	kommentar	N;INDF;NEUT;PL	ADJ;NOM;FEM;SG
мнения	bemerkungen	мнение	bemerkungen	N;INDF;NEUT;PL	V;NFIN
мнения	kommentar	мнение	kommentar	N;INDF;NEUT;PL	ADJ
мнения	ansichten	мнение	ansichten	N;INDF;NEUT;PL	V;PL;FIN
мнения	aufrufe	мнение	aufrufen	N;INDF;NEUT;PL	
мнения	aussicht	мнение	aussechen	N;INDF;NEUT;PL	PROPN
мнения	meinungen	мнение	meinungen	N;INDF;NEUT;PL	V;NFIN
кислород	sauerstoff	кислород	sauerstoff	N;INDF;MASC;SG	PROPN;SG
отглеждане	wachsenden	отглеждане	wachsend	N;INDF;NEUT;SG	V;PL;FIN
отглеждане	wächst	отглеждане	wachsen	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
отглеждане	wachsende	отглеждане	wachsend	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
отглеждане	wachsen	отглеждане	wachsen	N;INDF;NEUT;SG	V;NFIN
отглеждане	landwirtschaft	отглеждане	landwirtschaft	N;INDF;NEUT;SG	ADJ
отглеждане	ackerbau	отглеждане	ackerbau	N;INDF;NEUT;SG	ADJ
отглеждане	anbau	отглеждане	anbau	N;INDF;NEUT;SG	
отглеждане	aufzucht	отглеждане	aufzucht	N;INDF;NEUT;SG	
горни	upper	горен	upper	ADJ;INDF;PL	
пауло	paulo	пауло	paulo	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
пауло	paolo	пауло	paolo	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
огромно	gewaltig	огромен	gewaltig	ADV	ADJ
огромно	riesig	огромен	riesig	ADV	ADJ
огромно	riesigen	огромен	riesig	ADV	ADJ
огромно	riesige	огромен	riesig	ADV	ADJ;NOM;FEM;PL
човечеството	menschlichkeit	човечество	menschlichkeit	N;DEF;NEUT;SG	ADJ
човечеството	menschheit	човечество	menschheit	N;DEF;NEUT;SG	
човечеството	menschheit	човечество	menschheit	N;DEF;NEUT;SG	
разходи	kosten	разход	kosten	N;INDF;MASC;PL	V;NFIN
разходи	cost	разход	cost	N;INDF;MASC;PL	ADJ
разходи	ausgaben	разход	ausgeben	N;INDF;MASC;PL	V;FIN
разходи	aufwendungen	разход	aufwendingen	N;INDF;MASC;PL	V;NFIN
разходи	ausgaben	разход	ausgeben	N;INDF;MASC;PL	V;FIN
разходи	kosten	разход	kosten	N;INDF;MASC;PL	V;NFIN
разходи	spesen	разход	spesen	N;INDF;MASC;PL	
разходи	unkosten	разход	unkosten	N;INDF;MASC;PL	
разходи	aufwendungen	разход	aufwendingen	N;INDF;MASC;PL	V;NFIN
разходи	kosten	разход	kosten	N;INDF;MASC;PL	V;NFIN
анонимни	anonymität	анонимен	anonymität	ADJ;INDF;PL	
анонимни	anonym	анонимен	anonym	ADJ;INDF;PL	
анонимни	anonymen	анонимен	anonymen	ADJ;INDF;PL	ADJ;MASC;SG
андре	andre	андре	andre	PROPN;INDF;MASC;SG	
андре	andré	андре	andré	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
андре	andre	андре	andre	PROPN;INDF;MASC;SG	
андре	andré	андре	andré	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
загреб	zagreb	загреб	zagreb	PROPN;INDF;MASC;SG	PROPN
съзнание	bewusstsein	съзнание	bewußtsein	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
съзнание	bewusstseins	съзнание	bewußreins	N;INDF;NEUT;SG	
съзнание	bewußtsein	съзнание	bewußtsein	N;INDF;NEUT;SG	PROPN
съзнание	bewusst	съзнание	bewußt	N;INDF;NEUT;SG	ADJ
съзнание	bewusstsein	съзнание	bewußtsein	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
съзнание	bewusste	съзнание	bewußt	N;INDF;NEUT;SG	ADJ
съзнание	bewußt	съзнание	bewußen	N;INDF;NEUT;SG	ADJ
съзнание	bewußtsein	съзнание	bewußtsein	N;INDF;NEUT;SG	PROPN
фронта	fassaden	фронт	fassaden	N;DEF;MASC;SG	N;PL
фронта	fronten	фронт	fronten	N;DEF;MASC;SG	V;FIN
смесено	mixed	смесено	mixed	ADV	PROPN
смесено	gemischte	смесено	gemischt	ADV	ADJ;NOM;FEM;PL
смесено	gemischtes	смесено	gemischt	ADV	ADJ;NOM;NEUT;SG
смесено	gemischt	смесено	mischen	ADV	ADJ
смесено	gemischten	смесено	gemischt	ADV	ADJ
абатство	kloster	абатство	kloster	N;INDF;NEUT;SG	ADJ
абатство	abtei	абатство	abtei	N;INDF;NEUT;SG	
абатство	abbey	абатство	abbey	N;INDF;NEUT;SG	PROPN;NOM;SG
следствие	konsequenz	следствие	konsequenz	N;INDF;NEUT;SG	ADV
изгнание	verbannung	изгнание	verbannung	N;INDF;NEUT;SG	ADJ
изгнание	verbannung	изгнание	verbannung	N;INDF;NEUT;SG	ADJ
изабела	isabella	изабела	isabella	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
спътници	satellit	спътник	satellit	N;INDF;MASC;PL	ADJ
спътници	satelliten	спътник	satellit	N;INDF;MASC;PL	V;FIN
спътници	gefährten	спътник	gefährt	N;INDF;MASC;PL	V;IND;PL;3;FIN
спътници	begleiter	спътник	begleiter	N;INDF;MASC;PL	ADJ
спътници	monde	спътник	monde	N;INDF;MASC;PL	
въздействие	impact	въздействие	impact	N;INDF;NEUT;SG	PROPN
въздействие	auswirkungen	въздействие	auswirkingen	N;INDF;NEUT;SG	V;NFIN
въздействие	einfluss	въздействие	einfluß	N;INDF;NEUT;SG	ADJ
въздействие	wirkungen	въздействие	wirkingen	N;INDF;NEUT;SG	V;NFIN
въздействие	effekte	въздействие	effekt	N;INDF;NEUT;SG	N;NOM;PL
въздействие	auswirkungen	въздействие	auswirkingen	N;INDF;NEUT;SG	V;NFIN
въздействие	effekte	въздействие	effekt	N;INDF;NEUT;SG	N;NOM;PL
въздействие	auswirkungen	въздействие	auswirkingen	N;INDF;NEUT;SG	V;NFIN
авъл	aulus	авъл	aulus	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
нацистка	nsdap	нацистка	nsden	N;INDF;FEM;SG	
нацистка	nazi	нацистка	nazi	N;INDF;FEM;SG	PROPN
нацистка	nazis	нацистка	nazis	N;INDF;FEM;SG	
здравето	gesundheit	здраве	gesundheit	N;DEF;NEUT;SG	
здравето	gesundheitswesen	здраве	gesundheitswesen	N;DEF;NEUT;SG	ADJ
здравето	gesundheitsschutz	здраве	gesundheitsschutz	N;DEF;NEUT;SG	ADJ
изрази	ausdruck	изразя-(се)	ausdruck	V;PFV;IMP;SG;3;PST;FIN;ACT	N;SG
изрази	ausdrücke	изразя-(се)	ausdrücken	V;PFV;IMP;SG;3;PST;FIN;ACT	
пролет	frühling	пролет	frühling	N;INDF;FEM;SG	ADJ
пролет	frühjahr	пролет	frühjahr	N;INDF;FEM;SG	ADV
пролет	frühlings	пролет	frühlings	N;INDF;FEM;SG	
пролет	spring	пролет	springen	N;INDF;FEM;SG	PROPN
мнозинството	mehrzahl	мнозинство	mehrzahl	N;DEF;NEUT;SG	ADJ
преминаване	durchgang	преминаване	durchgang	N;INDF;NEUT;SG	
преминаване	überfahrt	преминаване	überfahren	N;INDF;NEUT;SG	ADJ;V.PTCP
преминаване	durchfahrt	преминаване	durchfahren	N;INDF;NEUT;SG	ADJ
преминаване	passage	преминаване	passage	N;INDF;NEUT;SG	
преминаване	ableben	преминаване	ableben	N;INDF;NEUT;SG	V;NFIN
преминаване	vorbeigehen	преминаване	vorbeigehen	N;INDF;NEUT;SG	V;NFIN
преминаване	bestanden	преминаване	bestehen	N;INDF;NEUT;SG	V;V.PTCP
преминаване	weitergeben	преминаване	weitergeben	N;INDF;NEUT;SG	V;NFIN
преминаване	übergeben	преминаване	übergeben	N;INDF;NEUT;SG	V;V.PTCP
преминаване	vergehen	преминаване	vergehen	N;INDF;NEUT;SG	V;V.PTCP
преминаване	pass	преминаване	pass	N;INDF;NEUT;SG	
продадени	verkaufte	продам	verkaufen	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
катерина	katerina	катерина	katerina	N;INDF;FEM;SG	PROPN;NOM;SG
катерина	catherine	катерина	catherine	N;INDF;FEM;SG	PROPN;NOM;SG
катерина	katharina	катерина	katharina	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
катерина	caterina	катерина	caterina	N;INDF;FEM;SG	PROPN;NOM;SG
взаимно	gegenseitiger	взаимно	gegenseitig	ADV	ADJ
взаимно	gegenseitigem	взаимно	gegenseitig	ADV	ADJ;DAT;MASC;SG
взаимно	gegenseitigen	взаимно	gegenseitig	ADV	ADJ
взаимно	gegenseitige	взаимно	gegenseitig	ADV	ADJ;NOM;FEM;PL
прояви	erscheinungen	проява	erscheinung	N;INDF;FEM;PL	V;NFIN
прояви	ausprägungen	проява	ausprägungen	N;INDF;FEM;PL	V;NFIN
прояви	erscheinungsformen	проява	erscheingsformen	N;INDF;FEM;PL	V;NFIN
вътрешно	inneneinrichtung	вътрешен	inneneinrichtung	ADV	ADJ
вътрешно	innenräume	вътрешен	innenraum	ADV	ADJ;NOM;FEM;PL
вътрешно	innenausstattung	вътрешен	innenausstattung	ADV	ADJ
вътрешно	innenraum	вътрешен	innenraum	ADV	ADJ
вътрешно	inneren	вътрешен	inner	ADV	ADJ
вътрешно	interieur	вътрешен	interieur	ADV	PROPN
вътрешно	innenseite	вътрешен	innenseite	ADV	ADJ
вътрешно	drinnen	вътрешен	drinnen	ADV	
вътрешно	interner	вътрешен	intern	ADV	ADJ
вътрешно	intern	вътрешен	intern	ADV	ADJ
вътрешно	innere	вътрешен	inner	ADV	ADJ;NOM;FEM;PL
вътрешно	internen	вътрешен	intern	ADV	
вътрешно	interne	вътрешен	intern	ADV	ADJ;NOM;FEM;PL
вътрешно	intern	вътрешен	intern	ADV	ADJ
вътрешно	innerlich	вътрешен	innerlich	ADV	ADJ
вътрешно	inneres	вътрешен	inner	ADV	ADJ;NOM;NEUT;SG
вътрешно	innerer	вътрешен	inner	ADV	ADJ
вътрешно	innere	вътрешен	inner	ADV	ADJ;NOM;FEM;PL
вътрешно	inner	вътрешен	inner	ADV	
вътрешно	inneren	вътрешен	inner	ADV	ADJ
кадри	bildmaterial	кадър	bildmaterial	N;INDF;MASC;PL	ADJ
кадри	filmmaterial	кадър	filmmaterial	N;INDF;MASC;PL	ADJ
кадри	aufnahmen	кадър	aufnehmen	N;INDF;MASC;PL	V;IND;PL;3;PST;FIN
развита	entwickelten	развитам	entwickeln	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PL;3;PST;FIN
практики	praktiken	практика	praktik	N;INDF;FEM;PL	V;NFIN
борби	rebounds	борба	rebounds	N;INDF;FEM;PL	
улици	strassen	улица	strassen	N;INDF;FEM;PL	V;NFIN
улици	straße	улица	straß	N;INDF;FEM;PL	ADJ
улици	gassen	улица	gassen	N;INDF;FEM;PL	V;NFIN
химн	hymne	химн	hymnen	N;INDF;MASC;SG	
химн	hymne	химн	hymnen	N;INDF;MASC;SG	
химн	nationalhymne	химн	nationalhymne	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
завет	testament	завет	testament	N;INDF;MASC;SG	ADJ
завет	pakt	завет	pakt	N;INDF;MASC;SG	PROPN
завет	verpflichtung	завет	verpflichtung	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
завет	bund	завет	bund	N;INDF;MASC;SG	
завет	vertrag	завет	vertragen	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
завет	erbschaft	завет	erbschaffen	N;INDF;MASC;SG	ADJ
завет	legacy	завет	legacy	N;INDF;MASC;SG	
завет	vermächtnis	завет	vermächtnis	N;INDF;MASC;SG	
зевс	zeus	зевс	zeus	N;DEF;MASC;SG	
жълто	gelbes	жълт	gelb	ADV	N;NOM;NEUT;SG
жълто	gelb	жълт	gelb	ADV	ADJ
жълто	gelbe	жълт	gelb	ADV	N;NOM;FEM;PL
жълто	gelben	жълт	gelb	ADV	
обувки	schuh	обувка	schehen	N;INDF;FEM;PL	N;SG
обувки	schuhe	обувка	schah	N;INDF;FEM;PL	ADJ;NOM
обувки	schuh	обувка	schehen	N;INDF;FEM;PL	N;SG
обувки	schuhen	обувка	schahen	N;INDF;FEM;PL	V;NFIN
обувки	schuhe	обувка	schah	N;INDF;FEM;PL	ADJ;NOM
обувки	schuh	обувка	schehen	N;INDF;FEM;PL	N;SG
обувки	schuhe	обувка	schah	N;INDF;FEM;PL	ADJ;NOM
обувки	schuhindustrie	обувка	schuhindustrie	N;INDF;FEM;PL	ADJ
убие	tötet	убия	töten	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
убие	töte	убия	töte	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;SG
посещение	besuch	посещение	besuchen	N;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
посещение	besuche	посещение	besuchen	N;INDF;NEUT;SG	
посещение	besuchen	посещение	besuchen	N;INDF;NEUT;SG	V;NFIN
шекспир	shakespeares	шекспир	shakespeares	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
равен	gleich	равен	gleich	ADJ;INDF;MASC;SG	ADV
равен	gleiche	равен	gleich	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
равен	gleichen	равен	gleich	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
равен	equal	равен	equal	ADJ;INDF;MASC;SG	PROPN
дисциплини	fachbereiche	дисциплина	fachbereich	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
бах	pah	съм	pah	PROPN;INDF;MASC;SG	
бах	pak	съм	pak	PROPN;INDF;MASC;SG	
бах	bach	съм	bachen	PROPN;INDF;MASC;SG	
буда	buddha	буда	buddha	N;INDF;MASC;SG	
датски	dänische	датски	dänisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
милион	million	милион	Million	N;INDF;MASC;SG	NUM
милион	millionen	милион	million	N;INDF;MASC;SG	N;NOM;FEM;PL
милион	mio	милион	mio	N;INDF;MASC;SG	;SG
мисисипи	mississippi	мисисипя	mississippi	N;INDF;MASC;PL	PROPN;NOM;SG
логика	logisch	логика	logisch	N;INDF;FEM;SG	ADJ
логика	logic	логика	logic	N;INDF;FEM;SG	PROPN
логика	logik	логика	logik	N;INDF;FEM;SG	
инспектор	prüfer	инспектор	prüfer	N;INDF;MASC;SG	
инспектор	inspektor	инспектор	inspektor	N;INDF;MASC;SG	
инспектор	kommissar	инспектор	kommissar	N;INDF;MASC;SG	PROPN
инспектор	inspector	инспектор	inspector	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
инспектор	inspektoren	инспектор	inspektor	N;INDF;MASC;SG	N;PL
броня	rüstungen	броня	rüstung	N;INDF;FEM;SG	N;NOM;FEM;PL
броня	rüstungen	броня	rüstung	N;INDF;FEM;SG	N;NOM;FEM;PL
броня	stoßstange	броня	stoßstange	N;INDF;FEM;SG	PROPN
нисък	niedrige	нисък	niedrig	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
нисък	low	нисък	low	ADJ;INDF;MASC;SG	
аврелий	aurelius	аврелий	aurelius	PROPN;INDF;MASC;SG	PROPN;NOM;SG
мкс	iss	мкс	essen	N;INDF;MASC;SG	
дере	gully	дере	gully	N;INDF;NEUT;SG	PROPN;SG
дере	rinne	дере	rinnen	N;INDF;NEUT;SG	ADJ
невъзможно	unmöglich	невъзможно	unmöglich	ADV	ADJ
невъзможно	unmögliche	невъзможно	unmöglich	ADV	ADJ;NOM;FEM;PL
съединение	verbindung	съединение	verbindung	N;INDF;NEUT;SG	ADJ
съединение	zusammengesetzte	съединение	zusammengesetzt	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
данък	steuer	данък	steuer	N;INDF;MASC;SG	
данък	steuern	данък	steuern	N;INDF;MASC;SG	V;NFIN
данък	steuersatz	данък	steuersatz	N;INDF;MASC;SG	ADJ
галия	gallier	галия	gallier	PROPN;INDF;FEM;SG	
комисар	kommissarin	комисар	kommissarin	N;INDF;MASC;SG	PROPN;NOM;SG
комисар	kommissar	комисар	kommissar	N;INDF;MASC;SG	PROPN
комисар	kommissarin	комисар	kommissarin	N;INDF;MASC;SG	PROPN;NOM;SG
комисар	kommissar	комисар	kommissar	N;INDF;MASC;SG	PROPN
коментари	anmerkungen	коментар	anmerkingen	N;INDF;MASC;PL	V;NFIN
коментари	kommentare	коментар	kommentar	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
коментари	bemerkungen	коментар	bemerkungen	N;INDF;MASC;PL	V;NFIN
коментари	kommentar	коментар	kommentar	N;INDF;MASC;PL	ADJ
животно	tierisches	животно	tierisch	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
кавказ	kaukasus	кавказ	kaukasus	N;INDF;FEM;SG	PROPN;NOM;SG
ивица	streifen	ивица	streifen	N;INDF;FEM;SG	V;NFIN
ивица	ivica	ивица	ivica	N;INDF;FEM;SG	PROPN;NOM;SG
биология	bioenergie	биология	bioenergie	N;INDF;FEM;SG	PROPN
биология	bio	биология	bio	N;INDF;FEM;SG	;SG
биология	biografie	биология	biografie	N;INDF;FEM;SG	
биология	biologie	биология	biologie	N;INDF;FEM;SG	
люнебург	lüneburg	люнебург	lüneburg	N;INDF;MASC;SG	PROPN;NOM;SG
фифа	fifa	фиф	fifa	N;INDF;MASC;SG	PROPN;NOM;SG
южни	süden	южен	süden	ADJ;INDF;PL	V;NFIN
южни	süd	южен	süd	ADJ;INDF;PL	N;NOM;NEUT;SG
южни	southern	южен	southern	ADJ;INDF;PL	PROPN
южни	südliches	южен	südlich	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
южни	südlichen	южен	südlich	ADJ;INDF;PL	ADJ;ACC;MASC;SG
юта	utah	юта	utah	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
юта	jute	юта	jut	PROPN;INDF;FEM;SG	
противник	gegner	противник	gegner	N;INDF;MASC;SG	
противник	gegenspieler	противник	gegenspiel	N;INDF;MASC;SG	ADJ
противник	widersacher	противник	widersach	N;INDF;MASC;SG	
противник	gegner	противник	gegner	N;INDF;MASC;SG	
противник	gegenspieler	противник	gegenspiel	N;INDF;MASC;SG	ADJ
вселената	universums	вселя	universums	N;DEF;FEM;SG	PROPN
вселената	grundgesamtheit	вселя	grundgesamtheit	N;DEF;FEM;SG	ADJ;NOM;SG
вселената	weltall	вселя	weltall	N;DEF;FEM;SG	
вселената	universum	вселя	universum	N;DEF;FEM;SG	ADV
езикът	amtssprache	език	amtssprechen	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
езикът	sprachen	език	sprechen	N;DEF;MASC;SG	V;FIN
парчета	scheiben	парче	scheiben	N;INDF;NEUT;PL	V;NFIN
парчета	bit	парче	bit	N;INDF;NEUT;PL	
парчета	bits	парче	bits	N;INDF;NEUT;PL	
парчета	stück	парче	stück	N;INDF;NEUT;PL	ADJ
парчета	stückzahl	парче	stückzahl	N;INDF;NEUT;PL	ADJ
парчета	stücke	парче	stücken	N;INDF;NEUT;PL	
парчета	teile	парче	teilen	N;INDF;NEUT;PL	ADV
председатели	präsidenten	председател	präsident	N;INDF;MASC;PL	ADJ;PL
председатели	präsident	председател	präsident	N;INDF;MASC;PL	ADJ
председатели	vorsitzende	председател	vorsitzend	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
председатели	vorsitzenden	председател	vorsitzend	N;INDF;MASC;PL	V;IND;PL;3;PST;FIN
