seattle	سياتل	settlli	سِيَاتِل	N;NOM;MASC;SG	
osobnosti	شخصية	osobnost	شَخصِيَّة	N;NOM;FEM;PL	N;NOM;INDF;SG
aero	ايرو	aero	ايرو	N;NOM;MASC;SG	
nizak	منخفض	niz	مُنخَفِض	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
nizak	منخفضة	niz	مُنخَفِض	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
lotus	لوتس	lotus	لُوتس	N;NOM;MASC;SG	
izmišljeni	خيالي	izmišliti	خيالي	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
izmišljeni	وهمي	izmišliti	وهمي	ADJ;NOM;DEF;MASC;PL;V.PTCP	
aaron	هارون	aaron	هارون	PROPN;NOM;MASC;SG	
aaron	ارون	aaron	أَرُون	PROPN;NOM;MASC;SG	
aaron	ايرون	aaron	إِيرُون	PROPN;NOM;MASC;SG	
doktrina	الفقه	doktrina	فِقه	N;NOM;FEM;SG	
zaliha	الامداد	zaliha	إِمدَاد	N;NOM;FEM;SG	N;NOM;DEF;PL
radost	فرح	radost	فُرحَة	N;NOM;FEM;SG	
radost	بهجة	radost	بَهجَة	N;NOM;FEM;SG	
xml	xm	xml	هُوَ	PROPN;NOM;MASC;SG	
popraviti	اصلاح	popraviti	إِصلَاح	V;NFIN	N;NOM;INDF;SG
popraviti	اصلح	popraviti	أَصلَح	V;NFIN	
herkul	هرقل	herkul	هرقل	N;NOM;MASC;SG	
ruže	الورود	ruža	وُرُود	N;NOM;FEM;PL	N;NOM;DEF;SG
ruže	الورد	ruža	وَرد	N;NOM;FEM;PL	N;NOM;DEF;SG
veracruz	فيراكروز	veracruz	فيراكروز	PROPN;NOM;MASC;SG	
smeđi	اسمر	smeđi	أَسمَر	ADJ;NOM;DEF;MASC;SG	
smeđi	البني	smeđi	بَنِّيّ	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;SG
smeđi	بنية	smeđi	بِنيَة	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
smeđi	براون	smeđi	براون	ADJ;NOM;DEF;MASC;SG	
pčele	نحل	pčeti	نحل	N;NOM;FEM;PL	
pčele	النحل	pčeti	نَحل	N;NOM;FEM;PL	N;NOM;DEF;SG
rao	راو	rao	راو	PROPN;NOM;MASC;SG	
frodo	فرودو	frodo	فرودو	N;NOM;MASC;SG	
nin	nin	nin	مُثَّة	N;NOM;MASC;SG	
miješa	منوعات	miješ	مُنَوِّع	V;IND;SG;3;PRS;FIN	N;NOM;INDF;PL
lena	لينا	lena	لينا	N;NOM;FEM;SG	
kriv	مذنب	kriv	مُذَنَّب	ADJ;NOM;INDF;MASC;SG	N;NOM;INDF;SG
tigar	تايجر	tigar	تايجر	N;NOM;MASC;SG	
tigar	نمر	tigar	نمر	N;NOM;MASC;SG	
osvete	انتقام	osveta	اِنتِقَام	N;NOM;FEM;PL	N;NOM;INDF;SG
osvete	الانتقام	osveta	اِنتِقَام	N;NOM;FEM;PL	N;NOM;DEF;SG
usporediti	مقارنة	usporediti	مُقَارَنَة	V;NFIN	N;ACC;INDF;SG
usporediti	قارن	usporediti	قَارِن	V;NFIN	
tobago	توباغو	tobago	توباغو	N;NOM;MASC;SG	
rušenja	هدم	rušenje	هَدم	N;NOM;NEUT;PL	N;NOM;INDF;SG
rušenja	الهدم	rušenje	هَدم	N;NOM;NEUT;PL	N;NOM;DEF;SG
tokiju	طوكيو	tok	طُوكِيُو	N;DAT;MASC;SG	
felipe	فيليبي	felipa	فِيلِيبِي	PROPN;NOM;MASC;SG	
ljepota	جمال	ljepota	جمال	N;NOM;FEM;SG	
lambert	لامبرت	lambert	لَامبِرت	N;NOM;MASC;SG	
lambert	لامبيرت	lambert	لَامبِير	N;NOM;MASC;SG	
židov	اليهودية	židov	يَهُودِيّ	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
židov	يهودية	židov	يَهُودِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
židov	يهودي	židov	يَهُودِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
židov	يهودا	židov	يَهُودِيّ	N;NOM;MASC;SG	
židov	يهود	židov	يَهُودِيّ	N;NOM;MASC;SG	N;NOM;INDF;PL
židov	اليهودي	židov	يَهُودِيّ	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
židov	يهودي	židov	يَهُودِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
campo	كامبو	campo	كامبو	ADP	
dečko	بوي	dečko	بوي	N;NOM;MASC;SG	
dečko	خليل	dečko	خليل	N;NOM;MASC;SG	
dečko	حبيب	dečko	حبيب	N;NOM;MASC;SG	
dečko	الخليل	dečko	الخليل	N;NOM;MASC;SG	
aus	a	aus	a	ADP	
moždani	سكتة	moždan	سَكتَة	ADV	N;NOM;INDF;SG
hindu	الهندوس	hind	هِندُوس	N;NOM;MASC;SG	N;NOM;DEF;PL
odbijen	رفض	odbiti	رَفَض	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
muslimanima	المسلمين	musliman	مُسلِم	N;INS;MASC;PL	N;NOM;DEF;PL
muslimanima	مسلمون	musliman	مُسلِم	N;INS;MASC;PL	N;NOM;INDF;PL
muslimanima	المسلمون	musliman	مُسلِم	N;INS;MASC;PL	N;NOM;DEF;PL
muslimanima	مسلمين	musliman	مُسلِم	N;INS;MASC;PL	N;NOM;INDF;PL
jednoglasno	اجماع	jednoglasno	إِجمَاع	ADV	N;NOM;INDF;SG
rab	rab	rab	أَصَام	PROPN;NOM;MASC;SG	
diplomski	التخرج	diplomski	تَخَرُّج	ADV	N;NOM;DEF;SG
diplomski	خريج	diplomski	خَرِيج	ADV	N;NOM;INDF;SG
kai	كاي	kai	كَاي	PROPN;NOM;MASC;SG	
klein	كلين	klein	كلين	PROPN;NOM;MASC;SG	
klein	كلاين	klein	كلَايِن	PROPN;NOM;MASC;SG	
ada	ادا	ada	أَدَّا		CONJ
tvoja	تك	tvoj	تك	DET;NOM;FEM;SG;1	
tvoja	ملكك	tvoj	ملكك	DET;NOM;FEM;SG;1	
tvoja	لك	tvoj	لِكَ	DET;NOM;FEM;SG;1	
spontano	عفوية	spontano	عُفوِيّ	ADV	ADJ;NOM;INDF;FEM;SG
jesse	جيسي	biti	جيسي	PROPN;NOM;MASC;SG	
prijedloge	اقتراحات	prijedlog	اِقتِرَاح	N;ACC;MASC;PL	N;NOM;INDF;PL
prijedloge	الاقتراحات	prijedlog	اِقتِرَاح	N;ACC;MASC;PL	N;NOM;DEF;PL
prijedloge	المقترحات	prijedlog	مُقتَرَح	N;ACC;MASC;PL	N;NOM;DEF;PL
prijedloge	مقترحات	prijedlog	مُقتَرَح	N;ACC;MASC;PL	N;NOM;INDF;PL
intervencija	التدخلات	intervencija	تَدَخُّل	N;NOM;FEM;SG	N;NOM;DEF;PL
inteligencija	استخبارات	inteligencija	اِستِخبَار	N;NOM;FEM;SG	N;NOM;INDF;PL
inteligencija	الاستخبارات	inteligencija	اِستِخبَار	N;NOM;FEM;SG	N;NOM;DEF;PL
inteligencija	المخابرات	inteligencija	مُخَابَرَات	N;NOM;FEM;SG	N;NOM;DEF;PL
inteligencija	مخابرات	inteligencija	مُخَابَرَات	N;NOM;FEM;SG	N;NOM;INDF;PL
inteligencija	ذكاء	inteligencija	ذَكَاء	N;NOM;FEM;SG	
viđen	شوهد	vidjeti	شوهد	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
viđen	رايت	vidjeti	رَاي	ADJ;NOM;MASC;SG;V.PTCP;PASS	
imovina	اصول	imovina	أَصل	N;NOM;FEM;SG	
imovina	موجودات	imovina	مَوجُود	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;PL
imovina	الاصول	imovina	أَصل	N;NOM;FEM;SG	N;NOM;DEF;PL
imovina	الموجودات	imovina	مَوجُود	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
imovina	اصول	imovina	أَصل	N;NOM;FEM;SG	
imovina	الاصول	imovina	أَصل	N;NOM;FEM;SG	N;NOM;DEF;PL
imovina	الموجودات	imovina	مَوجُود	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
imovina	موجودات	imovina	مَوجُود	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;PL
imovina	الممتلكات	imovina	مُمتَلَكَات	N;NOM;FEM;SG	N;NOM;DEF;PL
imovina	ممتلكات	imovina	مُمتَلَكَات	N;NOM;FEM;SG	N;NOM;INDF;PL
jelen	غزال	jelen	غزال	N;NOM;MASC;SG	
jelen	ايل	jelen	ايل	N;NOM;MASC;SG	
oak	البلوط	oak	بَلوَط	PROPN;NOM;MASC;SG	N;NOM;DEF;SG
kanjon	كانيون	kanjon	كَانِيّ	N;NOM;MASC;SG	
princeton	برينستون	princeton	برِينستُون	PROPN;NOM;MASC;SG	
sparta	سبارتا	spart	سَبَار	N;NOM;FEM;SG	
irsku	ايرلندا	irski	إِيرلَندَا	ADJ;ACC;DEF;FEM;SG	
dogovoreno	اتفق	dogovoren	اِتَّفَق	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
dogovoreno	متفق	dogovoren	مُتَّفَق	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
dogovoreno	التعامل	dogovoren	تَعَامُل	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	N;NOM;DEF;SG
dogovoreno	صفقة	dogovoren	صَفقَة	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;SG
dogovoreno	الاتفاق	dogovoren	اِتِّفَاق	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	N;NOM;DEF;SG
dogovoreno	الصفقة	dogovoren	صَفقَة	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	N;NOM;DEF;SG
dogovoreno	اتفاق	dogovoren	اِتِّفَاق	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	N;NOM;INDF;SG
java	جافا	jav	جَافّ	N;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
sirius	سيريوس	sirius	سيريوس	N;NOM;MASC;SG	
molitvu	الصلاة	molitva	صَلَاة	N;ACC;FEM;SG	N;NOM;DEF;SG
molitvu	الدعاء	molitva	دُعَاء	N;ACC;FEM;SG	N;NOM;DEF;SG
molitvu	دعاء	molitva	دِعَاء	N;ACC;FEM;SG	N;NOM;INDF;SG
molitvu	صلاة	molitva	صَلَاة	N;ACC;FEM;SG	N;NOM;INDF;SG
platon	افلاطون	platon	فِلَاط	N;NOM;MASC;SG	
ara	ارا	ara	أَرّ	N;NOM;MASC;SG	V;PFV;MASC;SG;3;ACT
provedbu	تنفيذ	provedba	تَنفِيذ	N;ACC;FEM;SG	N;NOM;INDF;SG
provedbu	التنفيذ	provedba	تَنفِيذ	N;ACC;FEM;SG	N;NOM;DEF;SG
intel	انتل	intel	أَنتَل	N;NOM;MASC;SG	
basel	بازل	basel	بَازِل	PROPN;NOM;MASC;SG	
uređena	زينت	urediti	زينت	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
ncc	n	ncc	!		
magnetski	المغناطيسية	magnetski	مَغطَاطِيسِيَّة	ADV	N;NOM;DEF;SG
temple	المعبد	temple	مَعبَد	ADP	N;NOM;DEF;SG
temple	تمبل	temple	مَبَّل	ADP	
temple	معبد	temple	معبد	ADP	N;NOM;INDF;SG
uvjerljivo	اقناع	uvjerljivo	إِقنَاع	ADV	N;NOM;INDF;SG
istraga	التحقيقات	istraga	تَحقِيق	N;NOM;FEM;SG	N;NOM;DEF;PL
gavran	غراب	gavran	غَرَّاب	N;NOM;MASC;SG	
gavran	ريفن	gavran	ريفن	N;NOM;MASC;SG	
morrison	موريسون	morrison	مُورِيسُون	PROPN;NOM;MASC;SG	
adler	ادلر	adler	أَدلَر	PROPN;NOM;MASC;SG	
uskrsnuće	البعث	uskrsnuće	البعث	N;NOM;NEUT;SG	
plodnosti	الخصوبة	plodnost	خُصُوبَة	N;NOM;FEM;PL	N;NOM;DEF;SG
plodnosti	خصوبة	plodnost	خُصُوبَة	N;NOM;FEM;PL	N;NOM;INDF;SG
dylan	ديلين	dylan	ديلين	N;NOM;MASC;SG	
dylan	ديلن	dylan	دَيلَن	N;NOM;MASC;SG	
dylan	ديلان	dylan	دِيلَان	N;NOM;MASC;SG	
logan	لوغان	logan	لُوغَان	N;NOM;MASC;SG	
logan	لوجان	logan	لُوجَان	N;NOM;MASC;SG	
opisano	وصفت	opisati	وَصَف	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
ogromna	ضخم	ogroman	ضَخم	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
ogromna	ضخمة	ogroman	ضَخم	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
bordeaux	بوردو	bordeaux	بوردو	N;NOM;MASC;SG	
brooks	بروكس	brooks	بروكس	PROPN;NOM;MASC;SG	
izolirani	معزول	izolirati	مَعزُول	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
izolirani	معزولة	izolirati	مَعزُول	ADJ;NOM;DEF;MASC;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
izolirani	عزل	izolirati	عزل	ADJ;NOM;DEF;MASC;PL;V.PTCP	
izolirani	منعزل	izolirati	مُنعَزِل	ADJ;NOM;DEF;MASC;PL;V.PTCP	
žiri	قضاة	žiri	قَاضِي	N;NOM;MASC;SG	N;NOM;INDF;PL
žiri	القضاة	žiri	قَاضِي	N;NOM;MASC;SG	N;NOM;DEF;PL
slijed	متتالية	slijed	مُتَتَالِي	N;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
peraje	زعانف	peraja	زعانف	N;NOM;FEM;PL	
peraje	زعانف	peraja	زعانف	N;NOM;FEM;PL	
ribarstvo	المصائد	ribarstvo	مَصئِد	N;NOM;NEUT;SG	N;NOM;DEF;PL
graditelji	بناة	graditelj	بِنَاة	N;NOM;MASC;PL	N;NOM;INDF;SG
vili	ويلي	vila	ويلي	N;DAT;FEM;SG	
neprijatelje	الاعداء	neprijatelj	عَدُوّ	N;ACC;MASC;PL	N;NOM;DEF;PL
neprijatelje	اعداء	neprijatelj	اعداء	N;ACC;MASC;PL	
robu	البضاعة	roba	بِضَاعَة	N;ACC;FEM;SG	N;NOM;DEF;SG
robu	سلع	roba	سِلعَة	N;ACC;FEM;SG	N;NOM;INDF;PL
robu	البضائع	roba	بِضَاعَة	N;ACC;FEM;SG	N;NOM;DEF;PL
robu	السلع	roba	سِلعَة	N;ACC;FEM;SG	N;NOM;DEF;PL
robu	بضائع	roba	بِضَاعَة	N;ACC;FEM;SG	N;NOM;INDF;PL
torres	توريس	torres	توريس	N;NOM;MASC;SG	
javier	خافيير	javier	خَافِيِير	N;NOM;MASC;SG	
javier	خافير	javier	خَافِير	N;NOM;MASC;SG	
kubi	كوبا	kubiti	كُوبَا	N;DAT;FEM;SG	
gong	غونغ	gong	غونغ	N;NOM;MASC;SG	
bee	النحلة	bee	النحلة	ADP	N;NOM;DEF;SG
bee	نحل	bee	نحل	ADP	
bee	نحلة	bee	نَحلَة	ADP	N;NOM;INDF;SG
bee	النحل	bee	نَحل	ADP	N;NOM;DEF;SG
pljačke	سرقة	pljačka	سَرِقَة	N;NOM;FEM;PL	N;NOM;INDF;SG
pljačke	السرقة	pljačka	سَرِقَة	N;NOM;FEM;PL	N;NOM;DEF;SG
chapman	تشابمان	chapman	تشابمان	N;NOM;MASC;SG	
chapman	شابمان	chapman	شابمان	N;NOM;MASC;SG	
magnetska	المغناطيسية	magnetski	مَغطَاطِيسِيَّة	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
prilagođena	العرف	prilagoditi	عَرف	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;NOM;DEF;SG
prilagođena	مخصص	prilagoditi	مُخَصَّص	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
prilagođena	مخصصة	prilagoditi	مُخَصَّص	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
