צפייה	гледам	צפייה	гледам	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
פסול	дисквалифициран	פסול	дисквалифицирам	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מחזורי	цикли	מחזור	цикла	N;PSSD;MASC;PL	N;INDF;FEM;PL
שניידר	шнайдер	שניידר	шнайдер	PROPN	PROPN;INDF;MASC;SG
שניידר	снайдер	שניידר	снайдер	PROPN	N;INDF;MASC;SG
פורטו	порто	פורט	порто	PROPN	N;INDF;MASC;SG
פורטו	пуерто	פורט	пуерто	PROPN	N;INDF;MASC;SG
הרך	меко	הרך	меко		ADV
הרך	мек	הרך	аз		ADJ;INDF;MASC;SG
הרך	меки	הרך	мякък		ADJ;INDF;PL
הרך	нежна	הרך	нежен		ADJ;INDF;FEM;SG
הרך	мека	הרך	мека		N;INDF;FEM;SG
נעצרה	спрян	נעצר	спра-(се)	V;FEM;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נעצרה	спряна	נעצר	спра-(се)	V;FEM;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נעצרה	спря	נעצר	спра-(се)	V;FEM;SG;3;PST;MID	V;PFV;IND;SG;3;PST;FIN;ACT
נעצרה	арестувани	נעצר	арестувам	V;FEM;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נעצרה	арестувана	נעצר	арестувам	V;FEM;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נעצרה	арестуван	נעצר	арестувам	V;FEM;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מקראית	библейски	מקראי	библейски	PROPN	ADJ;INDF;MASC;SG
הנשמה	душа	הנשמה	душа		N;INDF;FEM;SG
הנשמה	соул	הנשמה	соул		N;INDF;MASC;SG
הנשמה	душата	הנשמה	душа		N;DEF;FEM;SG
הסיעה	фракция	הסיע	фракция	V;FEM;SG;3;PST;ACT	N;INDF;FEM;SG
פוטין	путин	פוטין	путин	PROPN	PROPN;INDF;MASC;SG
סופו	край	סופה	край		ADP
מנגנוני	механизмите	מנגנון	механизъм	PROPN	N;DEF;MASC;PL
מנגנוני	механизми	מנגנון	механизъм	PROPN	N;INDF;MASC;PL
בנקים	бенкс	בנק	бенкс	N;MASC;PL	PROPN;INDF;MASC;SG
בנקים	банкс	בנק	банкс	N;MASC;PL	PROPN;INDF;MASC;SG
חמד	хамад	חמד	хамад	PROPN	N;INDF;MASC;SG
תאורטית	теоретични	תאורטית	теоретичен	ADV	ADJ;INDF;PL
תאורטית	теоретична	תאורטית	теоретичен	ADV	ADJ;INDF;FEM;SG
מתמודדים	претенденти	מתמודד	претендент	V;MASC;PL;V.PTCP	N;INDF;MASC;PL
קתולים	католическа	קתולי	католически	N;MASC;PL	ADJ;INDF;FEM;SG
קתולים	католическо	קתולי	католически	N;MASC;PL	ADV
קתולים	католик	קתולי	католик	N;MASC;PL	N;INDF;MASC;SG
קתולים	католичка	קתולי	католичка	N;MASC;PL	N;INDF;FEM;SG
מוכשר	надарен	מוכשר	надаря	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מוכשר	надарени	מוכשר	надаря	ADJ;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
מוכשר	надарена	מוכשר	надаря	ADJ;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מוכשר	талантливи	מוכשר	талантлив	ADJ;MASC;SG	ADJ;INDF;PL
מצטער	съжалявам	הצטער	съжалявам-(се)	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
מצטער	сори	הצטער	сора	V;MASC;SG;V.PTCP	INTJ
עדנה	една	עדנה	един	PROPN	NUM;INDF;FEM;SG
ברט	бърт	ברט	бърт	PROPN	PROPN;INDF;MASC;SG
ברט	брет	ברט	брет	PROPN	PROPN;INDF;MASC;SG
ברט	брет	ברט	брет	PROPN	PROPN;INDF;MASC;SG
ברט	бърт	ברט	бърт	PROPN	PROPN;INDF;MASC;SG
סורי	сирийски	סורי	сирийски	PROPN	ADJ;INDF;MASC;SG
סורי	сури	סורי	суря-(се)	PROPN	N;INDF;FEM;PL
אלטרנטיבי	алтернатива	אלטרנטיבי	алтернатива	PROPN	N;INDF;FEM;SG
אלטרנטיבי	алтернативно	אלטרנטיבי	алтернативно	PROPN	ADV
אלטרנטיבי	алтернативен	אלטרנטיבי	алтернативен	PROPN	ADJ;INDF;MASC;SG
אלטרנטיבי	алтернативни	אלטרנטיבי	алтернативен	PROPN	ADJ;INDF;PL
אלטרנטיבי	алтернативна	אלטרנטיבי	алтернативен	PROPN	ADJ;INDF;FEM;SG
אלטרנטיבי	алтернативно	אלטרנטיבי	алтернативно	PROPN	ADV
אלטרנטיבי	алтернативна	אלטרנטיבי	алтернативен	PROPN	ADJ;INDF;FEM;SG
אלטרנטיבי	алтернативен	אלטרנטיבי	алтернативен	PROPN	ADJ;INDF;MASC;SG
פסיכולוגית	психологически	פסיכולוג	психологически	N	ADJ;INDF;MASC;SG
פסיכולוגית	психологическа	פסיכולוג	психологически	N	ADJ;INDF;FEM;SG
פסיכולוגית	психологическо	פסיכולוג	психологически	N	ADV
פסיכולוגית	психологически	פסיכולוג	психологически	N	ADJ;INDF;MASC;SG
גרנד	бона	גרנד	бона	PROPN	N;INDF;MASC;SG
גרנד	гранд	גרנד	гранд	PROPN	N;INDF;MASC;SG
מפגינים	протестиращи	מפגין	протестирам	N;MASC;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
מפגינים	протестиращите	מפגין	протестирам	N;MASC;PL	ADJ;IPFV;DEF;PL;PRS;V.PTCP;ACT
מפגינים	протестиращи	מפגין	протестирам	N;MASC;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
השקיעה	сънсет	השקיע	сънсет	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
השקיעה	залез	השקיע	залез	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
קוני	кони	קונה	кона	PROPN	PROPN;INDF;FEM;SG
מוזס	моузес	מוזס	моузес	PROPN	N;INDF;MASC;SG
מוזס	моисей	מוזס	моисей	PROPN	PROPN;INDF;MASC;SG
מוזס	мойсей	מוזס	мойсей	PROPN	N;INDF;MASC;SG
ענקית	огромен	ענקי	огромен	ADV	ADJ;INDF;MASC;SG
ענקית	огромна	ענקי	огромен	ADV	ADJ;INDF;FEM;SG
ענקית	огромни	ענקי	огромен	ADV	ADJ;INDF;PL
ענקית	гигантски	ענקי	гигантски	ADV	ADJ;INDF;MASC;SG
ענקית	великан	ענקי	велик	ADV	ADJ;INDF;MASC;SG
ענקית	гигант	ענקי	гигант	ADV	N;INDF;MASC;SG
ענקית	гигантска	ענקי	гигантски	ADV	ADJ;INDF;FEM;SG
פרסמו	публикуван	פרסם	публикувам	V;PL;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
פרסמו	публикувано	פרסם	публикувам	V;PL;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
חללים	интервали	חלל	интервам	N;MASC;PL	V;IPFV;INDF;PL;PST;V.PTCP;ACT
ליטאי	литовски	ליטאי	литовски	PROPN	ADJ;INDF;MASC;SG
ואט	уат	ואט	уат	PROPN	PROPN;INDF;MASC;SG
ואט	ддс	ואט	ддс	PROPN	PROPN;INDF;MASC;SG
הילה	хила	הילה	хил	PROPN	N;INDF;MASC;SG
הילה	аурата	הילה	аура	PROPN	N;DEF;FEM;SG
הילה	аура	הילה	аура	PROPN	N;INDF;FEM;SG
הילה	хало	הילה	хало	PROPN	N;INDF;NEUT;SG
הילה	ореол	הילה	ореол	PROPN	N;INDF;MASC;SG
עוצר	спира	עוצר	спирам-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
עוצר	спирки	עוצר	спирка		N;INDF;FEM;PL
עוצר	спиране	עוצר	спиране		N;INDF;NEUT;SG
תהילים	псалм	תהיל	псалм	N;MASC;PL	N;INDF;MASC;SG
סמינר	семинар	סמינר	семинар	PROPN	N;INDF;MASC;SG
ווסט	запад	וסט	запад	PROPN	N;INDF;MASC;SG
ווסט	западно	וסט	западно	PROPN	ADV
ווסט	западна	וסט	западна	PROPN	ADJ;INDF;FEM;SG
ווסט	западен	וסט	западя-(се)	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ווסט	уест	וסט	уест	PROPN	PROPN;INDF;MASC;SG
ללכוד	улавяне	ללכוד	улавяне	V;NFIN;ACT	N;INDF;NEUT;SG
ללכוד	залавяне	ללכוד	залавяне	V;NFIN;ACT	N;INDF;NEUT;SG
ללכוד	залавянето	ללכוד	залавяне	V;NFIN;ACT	N;DEF;NEUT;SG
מטריצה	матрица	הטריץ	матрица	PROPN	N;INDF;FEM;SG
מטריצה	матрицата	הטריץ	матрица	PROPN	N;DEF;FEM;SG
סרי	шри	סרי	шри	PROPN	PROPN;INDF;MASC;SG
סקס	секс	סקס	секс		N;INDF;MASC;SG
סקס	секса	סקס	секс		N;DEF;MASC;SG
סקס	сексът	סקס	секс		N;DEF;MASC;SG
סיר	трева	סיר	трева	PROPN	N;INDF;FEM;SG
סיר	гърне	סיר	гърне	PROPN	N;INDF;NEUT;SG
סיר	тенджера	סיר	тенджера	PROPN	N;INDF;FEM;SG
מזכירה	секретар	הזכיר	секретар	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מזכירה	секретарка	הזכיר	секретарка	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
הגלקסיה	галактика	הגלקסיה	галактика	PROPN	N;INDF;FEM;SG
הגלקסיה	галактиката	הגלקסיה	галактика	PROPN	N;DEF;FEM;SG
האחוזה	имение	האחוזה	имение	PROPN	N;INDF;NEUT;SG
האחוזה	имението	האחוזה	имение	PROPN	N;DEF;NEUT;SG
אבד	изгубено	אבד	изгубя-(се)	V;MASC;SG;3;PST	ADV
אבד	изгубени	אבד	изгубен	V;MASC;SG;3;PST	ADJ;INDF;PL
אבד	изгубена	אבד	изгубя-(се)	V;MASC;SG;3;PST	ADJ;INDF;FEM;SG
אבד	загубен	אבד	загубен	V;MASC;SG;3;PST	N;INDF;MASC;SG
אבד	загуби	אבד	загуба	V;MASC;SG;3;PST	N;INDF;FEM;PL
אבד	изгубен	אבד	изгубен	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
הצהרה	показания	הצהרה	показание	N;FEM;SG	N;INDF;NEUT;PL
אנדרסן	андерсен	אנדרסן	андерсен	PROPN	N;INDF;MASC;SG
בהריון	бременна	בהריון	бременен	PROPN	ADJ;INDF;FEM;SG
בהריון	бременни	בהריון	бременен	PROPN	ADJ;INDF;PL
אייאקס	аякс	אייאקס	аякс	PROPN	N;INDF;MASC;SG
מיסטר	господине	מיסטר	господин	PROPN	N;INDF;MASC;SG
תביעות	твърди	תביעה	твърдя	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
הארכיבישוף	архиепископ	הארכיבישוף	архиепископ	PROPN	N;INDF;MASC;SG
הארכיבישוף	митрополия	הארכיבישוף	митрополия	PROPN	N;INDF;FEM;SG
אסלאם	ислям	אסלאם	ислем	PROPN	N;INDF;MASC;SG
אסלאם	исляма	אסלאם	ислям	PROPN	N;DEF;MASC;SG
הלסינקי	хелзинки	הלסינקי	хелзинка	PROPN	N;INDF;FEM;PL
גיטריסט	китарист	גיטריסט	китарист	PROPN	N;INDF;MASC;SG
התוקף	нападател	התוקף	нападател	V;MASC;SG;3;PST	N;INDF;MASC;SG
התוקף	нападателят	התוקף	нападател	V;MASC;SG;3;PST	N;DEF;MASC;SG
התוקף	нападателя	התוקף	нападател	V;MASC;SG;3;PST	N;DEF;MASC;SG
פיני	фини	פיני	фин	PROPN	ADJ;INDF;PL
פיני	финландски	פיני	финландски	PROPN	ADJ;INDF;MASC;SG
דרישת	изискване	דרישה	изискване	N;PSSD;FEM;SG	N;INDF;NEUT;SG
משולם	платен	משולם	платен	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
משולם	платено	משולם	платя	PROPN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
משולם	платена	משולם	платя	PROPN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
משולם	платени	משולם	платя	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
פג	пег	פג	пег		PROPN;INDF;MASC;SG
האוס	house	האוס	house	PROPN	N;INDF;MASC;SG
האוס	къща	האוס	къща	PROPN	N;INDF;FEM;SG
האוס	къщата	האוס	къща	PROPN	N;DEF;FEM;SG
האוס	хаус	האוס	хаус	PROPN	N;INDF;MASC;SG
מסתובב	въртене	מסתובב	въртене	V;MASC;SG;V.PTCP	N;INDF;NEUT;SG
מסתובב	върти	מסתובב	въртя-(се)	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
ריבית	лихви	ריבית	лихва	N;FEM;SG	N;INDF;FEM;PL
מלכותי	величествено	מלכותי	величествено	N;MASC;SG	ADV
מלכותי	величествен	מלכותי	величествен	N;MASC;SG	ADJ;INDF;MASC;SG
מלכותי	царски	מלכותי	царски	N;MASC;SG	ADJ;INDF;MASC;SG
מלכותי	кралско	מלכותי	кралски	N;MASC;SG	ADV
מלכותי	кралска	מלכותי	кралски	N;MASC;SG	ADJ;INDF;FEM;SG
מלכותי	кралски	מלכותי	кралски	N;MASC;SG	ADJ;INDF;MASC;SG
קלאודיוס	клавдий	קלאודיוס	клавдий	PROPN	N;INDF;MASC;SG
שואף	вдишва	שאף	вдишвам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
פלויד	флойд	פלויד	флойд	PROPN	PROPN;INDF;MASC;SG
קונה	купувач	קנה	купувач	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
קונה	купувача	קנה	купувач	V;MASC;SG;V.PTCP;ACT	N;DEF;MASC;SG
קונה	купувам	קנה	купувам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
קונה	купува	קנה	купувам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
קונה	купуване	קנה	купуване	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
המוקד	изпращане	המוקד	изпращане		N;INDF;NEUT;SG
המוקד	диспечер	המוקד	диспечер		N;INDF;MASC;SG
הדפדפן	браузър	הדפדפן	браузър	PROPN	N;INDF;MASC;SG
רחבות	широки	רחבה	широк	N;FEM;PL	ADJ;INDF;PL
רחבות	широка	רחבה	широк	N;FEM;PL	ADJ;INDF;FEM;SG
מייצרת	произвежда	ייצר	произвеждам	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
זכאים	допустимо	זכאי	допустим	ADJ;MASC;PL	ADV
זכאים	допустим	זכאי	допустя	ADJ;MASC;PL	N;INDF;MASC;SG
זכאים	озаглавен	זכאי	озаглавя	ADJ;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
זכאים	озаглавена	זכאי	озаглавя	ADJ;MASC;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
זכאים	озаглавено	זכאי	озаглавя	ADJ;MASC;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
חוסייני	хусейни	חוסייני	хусеен	PROPN	ADJ;INDF;PL
תנין	алигатор	תנין	алигатор	PROPN	N;INDF;MASC;SG
תנין	крокодил	תנין	крокодя	PROPN	N;INDF;MASC;SG
מותג	бранд	מותג	бранд	PROPN	N;INDF;MASC;SG
מותג	марката	מותג	марка	PROPN	N;DEF;FEM;SG
מותג	марка	מותג	марка	PROPN	N;INDF;FEM;SG
שין	шин	שין	шин	PROPN	N;INDF;MASC;SG
התבטא	съчленени	התבטא	съчленя	V;MASC;SG;3;PST	V;PFV;INDF;PL;V.PTCP;PASS
מוקפת	обкръжени	הוקף	обкръжа	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
מוקפת	обградени	הוקף	обградя	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ביקורתית	осъдителна	ביקורתי	осъдителен	ADV	ADJ;INDF;FEM;SG
ביקורתית	критичен	ביקורתי	критичен	ADV	ADJ;INDF;MASC;SG
ביקורתית	критична	ביקורתי	критичен	ADV	ADJ;INDF;FEM;SG
ביקורתית	критични	ביקורתי	критичен	ADV	ADJ;INDF;PL
בקצרה	накратко	בקצרה	накратко		ADV
סרג	серж	סרג	серж	PROPN	PROPN;INDF;MASC;SG
פלאש	светкавица	פלאש	светкавица	PROPN	N;INDF;FEM;SG
פלאש	проблясък	פלאש	проблясък	PROPN	N;INDF;MASC;SG
פלאש	флаш	פלאש	флаш	PROPN	N;INDF;MASC;SG
מצויין	отличен	צוין	отличен	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מצויין	отлично	צוין	отлично	V;MASC;SG;V.PTCP;PASS	ADV
משולבת	вграден	משולב	вграден	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
משולבת	интегрирани	משולב	интегрирам	V;FEM;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
סגולה	лилава	סגולה	лилав	PROPN	ADJ;INDF;FEM;SG
סגולה	пурпурно	סגולה	пурпурно	PROPN	ADV
סגולה	лилаво	סגולה	лилаво	PROPN	ADV
סגולה	лилав	סגולה	лилав	PROPN	N;INDF;MASC;SG
מלאי	опис	מלאי	опис		N;INDF;MASC;SG
מלאי	инвентаризация	מלאי	инвентаризация		N;INDF;FEM;SG
מלאי	акциите	מלאי	акция		N;DEF;FEM;PL
מלאי	наличност	מלאי	наличност		N;INDF;FEM;SG
האגן	хейгън	האגן	хейгън	PROPN	PROPN;INDF;MASC;SG
אלברטו	алберто	אלברטו	алберто	PROPN	N;INDF;MASC;SG
שיטתי	системно	שיטתי	системно	ADJ;MASC;SG	ADV
שיטתי	систематично	שיטתי	систематично	ADJ;MASC;SG	ADV
שיטתי	системни	שיטתי	системен	ADJ;MASC;SG	ADJ;INDF;PL
ליר	лир	ליר	лир	PROPN	N;INDF;MASC;SG
בובה	мила	בובה	мил	N;FEM;SG	ADJ;INDF;FEM;SG
בובה	скъпа	בובה	скъп	N;FEM;SG	ADJ;INDF;FEM;SG
מארס	марс	מרס	марс	PROPN	PROPN;INDF;MASC;SG
המשלב	интегриране	המשלב	интегриране	PROPN	N;INDF;NEUT;SG
משנית	вторична	משנית	вторичен		ADJ;INDF;FEM;SG
משנית	вторично	משנית	вторично		ADV
משנית	вторични	משנית	вторичен		ADJ;INDF;PL
משנית	вторичен	משנית	вторичен		ADJ;INDF;MASC;SG
דיאלוג	диалози	דיאלוג	диалог	N;MASC;SG	N;INDF;MASC;PL
מודיע	информатор	הודיע	информатор	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
אינטרס	лихви	אינטרס	лихва	N;MASC;SG	N;INDF;FEM;PL
סייד	страна	סייד	страна	PROPN	N;INDF;FEM;SG
סייד	страничен	סייד	страничен	PROPN	ADJ;INDF;MASC;SG
חריגה	необичайни	חריגה	необичаен	N;FEM;SG	ADJ;INDF;PL
חריגה	необикновено	חריגה	необикновено	N;FEM;SG	ADV
חריגה	необичайна	חריגה	необичаен	N;FEM;SG	ADJ;INDF;FEM;SG
חריגה	необичайно	חריגה	необичайно	N;FEM;SG	ADV
חריגה	необичаен	חריגה	необичаен	N;FEM;SG	ADJ;INDF;MASC;SG
חריגה	изключения	חריגה	изключение	N;FEM;SG	N;INDF;NEUT;PL
דובי	доби	דובי	доба	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
הסף	праг	הסף	праг		N;INDF;MASC;SG
שריפת	гори	שריפה	гора	N;FEM;SG	N;INDF;FEM;PL
דאון	долу	דאון	долу	PROPN	ADV
דאון	надолу	דאון	надолу	PROPN	ADV
דאון	зора	דאון	зора	PROPN	N;INDF;FEM;SG
דאון	даун	דאון	даун	PROPN	N;INDF;MASC;SG
דאון	зори	דאון	зора	PROPN	N;INDF;FEM;PL
דאון	доун	דאון	доун	PROPN	PROPN;INDF;MASC;SG
דאון	зората	דאון	зора	PROPN	N;DEF;FEM;SG
דאון	планер	דאון	планер	PROPN	N;INDF;MASC;SG
לינארי	линейни	לינארי	линеен	PROPN	ADJ;INDF;PL
לינארי	линеен	לינארי	линеен	PROPN	ADJ;INDF;MASC;SG
לינארי	линейна	לינארי	линеен	PROPN	ADJ;INDF;FEM;SG
מזמור	химн	מזמור	химн	PROPN	N;INDF;MASC;SG
מזמור	псалм	מזמור	псалм	PROPN	N;INDF;MASC;SG
זאוס	зевс	זאוס	зевс	PROPN	N;DEF;MASC;SG
שנפל	паднал	שנפל	падна-(се)		V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
שנפל	паднали	שנפל	падна-(се)		V;PFV;INDF;PL;PST;V.PTCP;ACT
