और	ja	और	ja		CONJ
फील्ड	kentän	फील्ड	kenttä	N;NOM;MASC;SG;3	N;GEN;SG
उद्गम	alkuperää	उद्गम	alku#perä	N;NOM;MASC;SG;3	N;PRT;SG
उद्गम	kehittymässä	उद्गम	kehittyä	N;NOM;MASC;SG;3	V;IN+ESS;SG;NFIN;ACT
उद्गम	kehittää	उद्गम	kehittää	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
उद्गम	kehittyy	उद्गम	kehittyä	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
उद्गम	kehitetään	उद्गम	kehittää	N;NOM;MASC;SG;3	V;IND;PRS;FIN;PASS
उद्गम	kehittyvät	उद्गम	kehittyä	N;NOM;MASC;SG;3	V;IND;PL;3;PRS;FIN;ACT
फ्रांसिस्को	francisco	फ्रांसिस्को	francisco	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
पारसी	persialainen	पारसी	persialainen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
प्रयोक्ता	käyttäjää	प्रयोक्ता	käyttäjä	N;NOM;MASC;SG;3	N;PRT;SG
प्रयोक्ता	käyttäjän	प्रयोक्ता	käyttäjä	N;NOM;MASC;SG;3	N;GEN;SG
प्रयोक्ता	käyttäjät	प्रयोक्ता	käyttäjä	N;NOM;MASC;SG;3	N;NOM;PL
दीर्घकालिक	kroonista	दीर्घकालिक	krooninen	ADJ;NOM	ADJ;PRT;SG
स्टोर	liikkeet	स्टोर	liike	N;NOM;MASC;SG;3	N;NOM;PL
स्टोर	varastot	स्टोर	varasto	N;NOM;MASC;SG;3	N;NOM;PL
स्टोर	kaupat	स्टोर	kauppa	N;NOM;MASC;SG;3	N;NOM;PL
स्टोर	säilytä	स्टोर	säilyttää	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
स्टोर	kaupassa	स्टोर	kauppa	N;NOM;MASC;SG;3	N;IN+ESS;SG
स्टोर	kaupan	स्टोर	kauppa	N;NOM;MASC;SG;3	N;GEN;SG
हसन	hassan	हसन	hassa	PROPN;NOM;MASC;SG;3	N;NOM;SG
हसन	hasan	हसन	hasa	PROPN;NOM;MASC;SG;3	N;NOM;SG
रक्षक	pelastaja	रक्षक	pelastaja		N;NOM;SG
रक्षक	pelastaja	रक्षक	pelastaja		N;NOM;SG
टेलर	taylor	टेलर	taylor	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
जूते	kenkiä	जूता	kenkä	N;NOM;MASC;PL;3	N;PRT;PL
जूते	jalkineet	जूता	jalkia	N;NOM;MASC;PL;3	V;NOM;PL;V.PTCP;ACT
चांदी	hopeaa	चांदी	hopea	N;NOM;FEM;SG;3	N;PRT;SG
चांदी	hopeinen	चांदी	hopeinen	N;NOM;FEM;SG;3	ADJ;NOM;SG
चांदी	silver	चांदी	silver	N;NOM;FEM;SG;3	
पेन	kynän	पेन	kynä	PROPN;NOM;MASC;SG;3	N;GEN;SG
पेन	kynä	पेन	kynä	PROPN;NOM;MASC;SG;3	N;NOM;SG
पेन	kyniä	पेन	kynä	PROPN;NOM;MASC;SG;3	N;PRT;PL
दरवाजे	ovi	दरवाजा	ovi	N;NOM;MASC;PL;3	N;NOM;SG
दरवाजे	oven	दरवाजा	ovi	N;NOM;MASC;PL;3	N;GEN;SG
दरवाजे	ovia	दरवाजा	ovi	N;NOM;MASC;PL;3	N;PRT;PL
डांस	tanssit	डांस	tanssi	N;NOM;MASC;SG;3	N;NOM;PL
डांस	tanssia	डांस	tanssia	N;NOM;MASC;SG;3	V;SG;NFIN;ACT
ग्यारह	eleven	ग्यारह	elevä	NUM	
मृदा	maaperän	मृदा	maa#perä	N;NOM;MASC;SG;3	N;GEN;SG
हरि	hari	हरि	hari	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
पण्डित	pandit	पण्डित	pandi	PROPN;NOM;MASC;SG;3	N;NOM;PL
मधुर	makea	मधुर	makea		ADJ;NOM;SG
मधुर	sweet	मधुर	sweet		
मधुर	makeaa	मधुर	makea		ADJ;PRT;SG
मधुर	suloinen	मधुर	suloinen		ADJ;NOM;SG
रेशम	silkkiä	रेशम	silkki	N;NOM;MASC;SG;3	N;PRT;SG
कैम्ब्रिज	cambridge	कैम्ब्रिज	cambridge	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
रेत	hiekkaa	रेत	hiekka	N;NOM;MASC;SG;3	N;PRT;SG
रेत	hiekan	रेत	hiekka	N;NOM;MASC;SG;3	N;GEN;SG
सूचक	airut	सूचक	airu		N;NOM;SG
सूचक	osoitin	सूचक	osoittaa		V;IND;SG;1;PST;FIN;ACT
प्रतियोगिताओं	kilpailut	प्रतियोगिता	kilpailu	N;ACC;FEM;PL;3	N;NOM;PL
प्रतियोगिताओं	kilpailuihin	प्रतियोगिता	kilpailu	N;ACC;FEM;PL;3	N;IN+ALL;PL
प्रतियोगिताओं	kilpailuja	प्रतियोगिता	kilpailu	N;ACC;FEM;PL;3	N;PRT;PL
प्रतियोगिताओं	kilpailut	प्रतियोगिता	kilpailu	N;ACC;FEM;PL;3	N;NOM;PL
प्रतियोगिताओं	kilpailujen	प्रतियोगिता	kilpailu	N;ACC;FEM;PL;3	N;GEN;PL
प्रतियोगिताओं	kilpailuja	प्रतियोगिता	kilpailu	N;ACC;FEM;PL;3	N;PRT;PL
सुई	neula	सुई	neula		N;NOM;SG
सुई	neulan	सुई	neula		N;GEN;SG
सुई	sui	सुई	suada		N;NOM;SG
बैक	takaisin	बैक	takaisin		ADV
बैक	selkä	बैक	selkä		N;NOM;SG
बैक	taaksepäin	बैक	taaksepäin		ADV
होगन	hogan	होगन	hoga	PROPN;NOM;MASC;SG;3	N;NOM;SG
संकाय	tiedekunnan	संकाय	tiede#kunta	N;NOM;MASC;SG;3	N;GEN;SG
प्रोजेक्ट	projektia	प्रोजेक्ट	projekti	N;NOM;MASC;SG;3	N;PRT;SG
प्रोजेक्ट	projektin	प्रोजेक्ट	projekti	N;NOM;MASC;SG;3	N;GEN;SG
प्रोजेक्ट	hankkeen	प्रोजेक्ट	hanke	N;NOM;MASC;SG;3	N;GEN;SG
प्रोजेक्ट	projektit	प्रोजेक्ट	projekti	N;NOM;MASC;SG;3	N;NOM;PL
प्रोजेक्ट	hankkeet	प्रोजेक्ट	hanke	N;NOM;MASC;SG;3	N;NOM;PL
प्रोजेक्ट	hankkeiden	प्रोजेक्ट	hanke	N;NOM;MASC;SG;3	N;GEN;PL
प्रोजेक्ट	hankkeita	प्रोजेक्ट	hanke	N;NOM;MASC;SG;3	N;PRT;PL
संज्ञानात्मक	kognitiivinen	संज्ञानात्मक	kognitiivinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
फिलिप	phillip	फिलिप	phillip	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
फिलिप	philip	फिलिप	philip	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
शोधकर्ताओं	tutkijoita	शोधकर्ता	tutkija	N;ACC;MASC;PL;3	N;PRT;PL
शोधकर्ताओं	tutkijoiden	शोधकर्ता	tutkija	N;ACC;MASC;PL;3	N;GEN;PL
शोधकर्ताओं	tutkijat	शोधकर्ता	tutkija	N;ACC;MASC;PL;3	N;NOM;PL
स्कॉटिश	skotlannin	स्कॉटिश	skotlanti	PROPN;NOM;MASC;SG;3	N;GEN;SG
बैडमिंटन	sulkapallo	बैडमिंटन	sulka#pallo	PROPN;NOM;MASC;SG;3	N;NOM;SG
फ्री	ilmaista	फ्री	ilmaista		N;PRT;SG
फ्री	ilmainen	फ्री	ilmainen		ADJ;NOM;SG
फ्री	vapaa	फ्री	vapaa		ADJ;NOM;SG
फ्री	free	फ्री	free		N;NOM;SG
फ्री	ilmaiseksi	फ्री	ilmainen		ADJ;TRANS;SG
वास्तु	arkkitehtuurin	वास्तु	arkkitehtuuri	N;NOM;MASC;SG;3	N;GEN;SG
स्थिरता	vakautta	स्थिरता	vakaus	N;NOM;FEM;SG;3	N;PRT;SG
स्थिरता	kestävyyttä	स्थिरता	kestävyys	N;NOM;FEM;SG;3	N;PRT;SG
फ्रैंक	frank	फ्रैंक	frank	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
फ्रैंक	frankin	फ्रैंक	frankki	PROPN;NOM;MASC;SG;3	N;GEN;SG
निषेध	kielto	निषेध	kielto		N;NOM;SG
निषेध	kieltäminen	निषेध	kieltäminen		N;NOM;SG
चिली	chilen	चिली	chile	PROPN;NOM;MASC;SG;3	N;GEN;SG
स्राव	eritystä	स्राव	eritys	N;NOM;MASC;SG;3	N;PRT;SG
देरी	viivyttää	देरी	viivyttää	N;NOM;FEM;SG;3	V;SG;NFIN;ACT
देरी	myöhäinen	देरी	myöhäinen	N;NOM;FEM;SG;3	ADJ;NOM;SG
देरी	myöhässä	देरी	myöhässä	N;NOM;FEM;SG;3	ADV
देरी	myöhään	देरी	myöhään	N;NOM;FEM;SG;3	ADV
देरी	viivästynyt	देरी	viivästyä	N;NOM;FEM;SG;3	V;NOM;SG;V.PTCP;ACT
नारंगी	orange	नारंगा	orange	PROPN;NOM;MASC;SG;3	
नारंगी	oranssi	नारंगा	oranssi	PROPN;NOM;MASC;SG;3	N;NOM;SG
नारंगी	appelsiini	नारंगा	appelsi	PROPN;NOM;MASC;SG;3	N;NOM;SG
प्रतिनिधियों	edustajat	प्रतिनिधि	edustaja	N;ACC;MASC;PL;3	N;NOM;PL
प्रतिनिधियों	edustajien	प्रतिनिधि	edustaja	N;ACC;MASC;PL;3	N;GEN;PL
प्रतिनिधियों	edustajia	प्रतिनिधि	edustaja	N;ACC;MASC;PL;3	N;PRT;PL
सुविधाएँ	ominaisuuksia	सुविधा	ominaisuus	N;NOM;FEM;PL;3	N;PRT;PL
बॉन्ड	bondin	बॉन्ड	bond	PROPN;NOM;MASC;SG;3	N;GEN;SG
बॉन्ड	side	बॉन्ड	side	PROPN;NOM;MASC;SG;3	N;NOM;SG
बॉन्ड	bond	बॉन्ड	bond	PROPN;NOM;MASC;SG;3	N;NOM;SG
चयनित	valittu	चयनित	valita	PROPN;NOM;MASC;SG;3	V;NOM;SG;V.PTCP;PASS
चयनित	valittuna	चयनित	valita	PROPN;NOM;MASC;SG;3	V;FRML;SG;V.PTCP;PASS
चयनित	valitut	चयनित	valita	PROPN;NOM;MASC;SG;3	V;NOM;PL;V.PTCP;PASS
चयनित	valittiin	चयनित	valita	PROPN;NOM;MASC;SG;3	V;IND;PST;FIN;PASS
चंद	chand	चंद	chand		N;NOM;SG
भेदभाव	syrjintää	भेदभाव	syrjintä	N;NOM;MASC;SG;3	N;PRT;SG
भेदभाव	syrjinnän	भेदभाव	syrjintä	N;NOM;MASC;SG;3	N;GEN;SG
आदर	kunnioittaa	आदर	kunnioittaa		V;IND;SG;3;PRS;FIN;ACT
आदर	kunnioita	आदर	kunnio		V;IMP;SG;2;FIN;ACT
आदर	kunnioitus	आदर	kunnioitus		N;NOM;SG
आदर	kunnioitusta	आदर	kunnioitus		N;PRT;SG
आदर	revere	आदर	revere		PROPN;NOM;SG
घट	pata	घट	pata	V;SG;ACT	N;NOM;SG
घट	potti	घट	potti	V;SG;ACT	N;NOM;SG
घट	pilveä	घट	pilveä	V;SG;ACT	N;PRT;SG
जोसेफ	joosef	जोसेफ	joosef	PROPN;NOM;MASC;SG;3	N;NOM;SG
जोसेफ	joseph	जोसेफ	joseph	PROPN;NOM;MASC;SG;3	N;NOM;SG
घंटा	tunteja	घंटा	tunti	N;NOM;MASC;SG;3	N;PRT;PL
घंटा	tunnit	घंटा	tunti	N;NOM;MASC;SG;3	N;NOM;PL
घंटा	tuntia	घंटा	tunti	N;NOM;MASC;SG;3	N;PRT;SG
घंटा	tunnin	घंटा	tunti	N;NOM;MASC;SG;3	N;GEN;SG
मानवता	ihmisyyttä	मानवता	ihmisyys	N;NOM;FEM;SG;3	N;PRT;SG
दुश्मन	vihollisia	दुश्मन	vihollinen	N;NOM;MASC;SG;3	N;PRT;PL
दुश्मन	viholliset	दुश्मन	vihollinen	N;NOM;MASC;SG;3	N;NOM;PL
लीटर	litraa	लीटर	litra	N;NOM;MASC;SG;3	N;PRT;SG
लीटर	litran	लीटर	litra	N;NOM;MASC;SG;3	N;GEN;SG
लीटर	litraa	लीटर	litra	N;NOM;MASC;SG;3	N;PRT;SG
गुर्दे	munuaiset	गुर्दा	munuainen	N;NOM;MASC;SG;3	N;NOM;PL
मीनार	tornissa	मीनार	torni	N;NOM;FEM;SG;3	N;IN+ESS;SG
मीनार	tornin	मीनार	torni	N;NOM;FEM;SG;3	N;GEN;SG
द्वितीयक	toissijainen	द्वितीयक	toissijainen	N;NOM;MASC;SG;3	ADJ;NOM;SG
वक़्त	ajan	वक़्त	aika	N;NOM;MASC;SG;3	N;GEN;SG
वक़्त	aikaa	वक़्त	aika	N;NOM;MASC;SG;3	N;PRT;SG
आस्ट्रेलिया	australiaan	आस्ट्रेलिया	australi	PROPN;NOM;MASC;SG;3	N;IN+ALL;SG
आस्ट्रेलिया	australian	आस्ट्रेलिया	australia	PROPN;NOM;MASC;SG;3	N;GEN;SG
आस्ट्रेलिया	australia	आस्ट्रेलिया	australia	PROPN;NOM;MASC;SG;3	N;NOM;SG
कॉफी	kahvilla	कॉफी	kahvi		N;AT+ESS
;SG
कॉफी	kahvia	कॉफी	kahvi		N;PRT;SG
कॉफी	kahvi	कॉफी	kahvi		N;NOM;SG
डेटाबेस	tietokannat	डेटाबेस	tieto#kanta	N;NOM;MASC;SG;3	N;NOM;PL
डेटाबेस	tietokannan	डेटाबेस	tieto#kanta	N;NOM;MASC;SG;3	N;GEN;SG
विशेषज्ञता	asiantuntemusta	विशेषज्ञता	asian#tuntemus	N;NOM;FEM;SG;3	N;PRT;SG
फाइबर	kuitua	फाइबर	kuitua	N;NOM;MASC;SG;3	N;PRT;SG
फाइबर	kuituja	फाइबर	kuitu	N;NOM;MASC;SG;3	N;PRT;PL
फाइबर	kuidut	फाइबर	kuittua	N;NOM;MASC;SG;3	N;NOM;PL
परेशानी	vaikeuksia	परेशानी	vaikeus	N;NOM;FEM;SG;3	N;PRT;PL
परेशानी	vaikeudet	परेशानी	vaikeus	N;NOM;FEM;SG;3	N;NOM;PL
परेशानी	ongelmia	परेशानी	ongelma	N;NOM;FEM;SG;3	N;PRT;PL
परेशानी	vaikeuksia	परेशानी	vaikeus	N;NOM;FEM;SG;3	N;PRT;PL
परेशानी	ongelmat	परेशानी	ongelma	N;NOM;FEM;SG;3	N;NOM;PL
बडे	isommat	बडा	iso	V;MASC;SG;3;V.PTCP;ACT	ADJ;NOM;CMPR;PL
बडे	isompia	बडा	iso	V;MASC;SG;3;V.PTCP;ACT	ADJ;PRT;CMPR;PL
बडे	suurempi	बडा	suuri	V;MASC;SG;3;V.PTCP;ACT	ADJ;NOM;CMPR;SG
बडे	isompi	बडा	iso	V;MASC;SG;3;V.PTCP;ACT	ADJ;NOM;CMPR;SG
संतुलित	tasapainoista	संतुलित	tasa#paina	ADJ	N;IN+ABL;PL
संतुलित	tasapainossa	संतुलित	tasa#paino	ADJ	N;IN+ESS;SG
संक्रामक	tarttuva	संक्रामक	tarttuva	N;NOM;MASC;SG;3	ADJ;NOM;SG
संक्रामक	tarttuvaa	संक्रामक	tarttuva	N;NOM;MASC;SG;3	ADJ;PRT;SG
संक्रामक	tarttuva	संक्रामक	tarttuva	N;NOM;MASC;SG;3	ADJ;NOM;SG
संक्रामक	tarttuvaa	संक्रामक	tarttuva	N;NOM;MASC;SG;3	ADJ;PRT;SG
दिमाग	aivoja	दिमाग	aivot	N;NOM;MASC;SG;3	N;PRT;PL
दिमाग	aivot	दिमाग	aivot	N;NOM;MASC;SG;3	N;NOM;PL
दिमाग	mielen	दिमाग	mieli	N;NOM;MASC;SG;3	N;GEN;SG
दिमाग	aivoja	दिमाग	aivot	N;NOM;MASC;SG;3	N;PRT;PL
दिमाग	aivot	दिमाग	aivot	N;NOM;MASC;SG;3	N;NOM;PL
इंटर	inter	इंटर	inter		PROPN;NOM;SG
वयस्कों	aikuisia	वयस्क	aikuinen	N;ACC;MASC;PL;3	N;PRT;PL
वयस्कों	aikuiset	वयस्क	aikuinen	N;ACC;MASC;PL;3	N;NOM;PL
वयस्कों	aikuisille	वयस्क	aikuinen	N;ACC;MASC;PL;3	N;AT+ALL;PL
बरकरार	ehjä	बरकरार	ehjä	ADV	ADJ;NOM;SG
टेबल	pöydät	टेबल	pöytä		N;NOM;PL
टेबल	taulukoissa	टेबल	taulukko		N;IN+ESS;PL
टेबल	taulukot	टेबल	taulukko		N;NOM;PL
स्कॉट	scott	स्कॉट	scott	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
स्कॉट	scottin	स्कॉट	scott	PROPN;NOM;MASC;SG;3	N;GEN;SG
मैड्रिड	madrid	मैड्रिड	madrid	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
मैड्रिड	madridin	मैड्रिड	madridi	PROPN;NOM;MASC;SG;3	N;GEN;SG
मैड्रिड	madridissa	मैड्रिड	madridi	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
जागरूकता	tietoisuuden	जागरूकता	tietoisuus	N;NOM;FEM;SG;3	N;GEN;SG
जागरूकता	tietoisuutta	जागरूकता	tietoisuus	N;NOM;FEM;SG;3	N;PRT;SG
जागरूकता	tunnettuutta	जागरूकता	tunnettuus	N;NOM;FEM;SG;3	N;PRT;SG
अस्थि	luun	अस्थि	luu	N;NOM;MASC;SG;3	N;GEN;SG
अस्थि	luut	अस्थि	luurla	N;NOM;MASC;SG;3	N;NOM;PL
सीबीएस	cbs	सीबीएस	cbs	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
सीबीएस	keskuspankit	सीबीएस	keskus#pankki	PROPN;NOM;MASC;SG;3	N;NOM;PL
कुंजी	avaimet	कुंजी	avain	N;NOM;FEM;SG;3	N;NOM;PL
कुंजी	avaimen	कुंजी	avain	N;NOM;FEM;SG;3	N;GEN;SG
कुंजी	keskeinen	कुंजी	keskeinen	N;NOM;FEM;SG;3	ADJ;NOM;SG
कुंजी	avainta	कुंजी	avainta	N;NOM;FEM;SG;3	N;PRT;SG
रोटी	leipää	रोटी	leipä	PROPN;NOM;FEM;SG;3	N;PRT;SG
रोटी	leipä	रोटी	leipä	PROPN;NOM;FEM;SG;3	N;NOM;SG
स्क्वायर	torille	स्क्वायर	tori	N;NOM;MASC;SG;3	N;AT+ALL;SG
स्क्वायर	torilla	स्क्वायर	tori	N;NOM;MASC;SG;3	N;AT+ESS
;SG
निर्देशांक	koordinoida	निर्देशांक	koordinoida	N;NOM;MASC;SG;3	V;SG;NFIN;ACT
निर्देशांक	koordinaatteja	निर्देशांक	koordinaatti	N;NOM;MASC;SG;3	N;PRT;PL
निर्देशांक	koordinaatit	निर्देशांक	koordinaatti	N;NOM;MASC;SG;3	N;NOM;PL
मिमी	mimi	मिमी	mimi	N;NOM;MASC;SG;3	PROPN;NOM;SG
इराक	irak	इराक	irak	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
इराक	irakin	इराक	irakki	PROPN;NOM;MASC;SG;3	N;GEN;SG
इराक	irakista	इराक	irak	PROPN;NOM;MASC;SG;3	N;IN+ABL;SG
प्रशंसक	faneja	प्रशंसक	fani	N;NOM;MASC;PL;3	N;PRT;PL
प्रशंसक	fanien	प्रशंसक	fanien	N;NOM;MASC;PL;3	N;GEN;PL
प्रशंसक	faneille	प्रशंसक	fane	N;NOM;MASC;PL;3	N;AT+ALL;PL
प्रशंसक	fani	प्रशंसक	fani	N;NOM;MASC;PL;3	N;NOM;SG
प्रशंसक	tuuletin	प्रशंसक	tuuletti	N;NOM;MASC;PL;3	N;NOM;SG
प्रशंसक	ihailija	प्रशंसक	ihailija	N;NOM;MASC;PL;3	N;NOM;SG
निवेशकों	sijoittajan	निवेशक	sijoittaja	N;ACC;MASC;PL;3	N;GEN;SG
निवेशकों	sijoittaja	निवेशक	sijoittaja	N;ACC;MASC;PL;3	N;NOM;SG
निवेशकों	sijoittajien	निवेशक	sijoittaja	N;ACC;MASC;PL;3	N;GEN;PL
निवेशकों	sijoittajat	निवेशक	sijoittaja	N;ACC;MASC;PL;3	N;NOM;PL
निवेशकों	sijoittajille	निवेशक	sijoittaja	N;ACC;MASC;PL;3	N;AT+ALL;PL
निवेशकों	sijoittajia	निवेशक	sijoittaja	N;ACC;MASC;PL;3	N;PRT;PL
सेठ	sethin	सेठ	se	PROPN;NOM;MASC;SG;3	N;GEN;SG
सेठ	seth	सेठ	seth	PROPN;NOM;MASC;SG;3	N;NOM;SG
आँकड़े	tilastotietoja	आँकडा	tilasto#tieto	V;PFV;MASC;SG;V.PTCP;ACT	N;PRT;PL
आँकड़े	tilastotiedot	आँकडा	tilasto#tieto	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;PL
आँकड़े	tilastot	आँकडा	tilasto	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;PL
आँकड़े	tilastojen	आँकडा	tilasto	V;PFV;MASC;SG;V.PTCP;ACT	N;GEN;PL
आँकड़े	tilastoja	आँकडा	tilasto	V;PFV;MASC;SG;V.PTCP;ACT	N;PRT;PL
आँकड़े	tilastot	आँकडा	tilasto	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;PL
आँकड़े	tilastoja	आँकडा	tilasto	V;PFV;MASC;SG;V.PTCP;ACT	N;PRT;PL
औजार	työkalun	औजार	työ#kalu	N;NOM;MASC;SG;3	N;GEN;SG
प्रसंस्करण	käsittelyä	प्रसंस्करण	käsittely	N;NOM;MASC;SG;3	N;PRT;SG
उदार	antelias	उदार	antelias	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
उदार	liberaali	उदार	liberaali	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
उदार	liberaalit	उदार	liberaali	PROPN;NOM;MASC;SG;3	N;NOM;PL
मूर्तियों	idoleita	मूर्ति	idole	N;ACC;FEM;PL;3	N;PRT;PL
स्वाधीनता	liberty	स्वाधीनता	libertyä	N;NOM;FEM;SG;3	
भाषाएं	kieliä	भाषा	kieli	N;NOM;FEM;PL;3	N;PRT;PL
एयरलाइन	lentoyhtiön	एयरलाइन	lento#yhtiö	N;NOM;FEM;SG;3	N;GEN;SG
एयरलाइन	lentoyhtiöt	एयरलाइन	lento#yhtiö	N;NOM;FEM;SG;3	N;NOM;PL
एयरलाइन	lentoyhtiöiden	एयरलाइन	lento#yhtiö	N;NOM;FEM;SG;3	N;GEN;PL
तस्वीरें	kuvia	तस्वीर	kuva	N;NOM;FEM;PL;3	N;PRT;PL
तस्वीरें	valokuvia	तस्वीर	valo#kuva	N;NOM;FEM;PL;3	N;PRT;PL
तस्वीरें	kuvia	तस्वीर	kuva	N;NOM;FEM;PL;3	N;PRT;PL
तस्वीरें	valokuvia	तस्वीर	valo#kuva	N;NOM;FEM;PL;3	N;PRT;PL
तस्वीरें	kuvien	तस्वीर	kuva	N;NOM;FEM;PL;3	N;GEN;PL
तस्वीरें	kuvia	तस्वीर	kuva	N;NOM;FEM;PL;3	N;PRT;PL
ग्रेड	arvosanat	ग्रेड	arvo#sana	N;NOM;MASC;SG;3	N;NOM;PL
ग्रेड	arvosanoja	ग्रेड	arvo#sana	N;NOM;MASC;SG;3	N;PRT;PL
सब्जी	vihannesten	सब्जी	vihannes	N;NOM;FEM;SG;3	N;GEN;PL
सवारी	ratsastaa	सवारी	ratsastaa	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN;ACT
सवारी	kyytiä	सवारी	kyyti	N;NOM;FEM;SG;3	N;PRT;SG
सवारी	ratsastaa	सवारी	ratsastaa	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN;ACT
कपड़ा	kankaan	कपडा	kangas	N;NOM;MASC;SG;3	N;GEN;SG
कपड़ा	kangasta	कपडा	kangas	N;NOM;MASC;SG;3	N;IN+ABL;SG
प्लस	lisäksi	प्लस	lisäksi		ADV
प्लस	plus	प्लस	plus		N;NOM;SG
प्लस	plussaa	प्लस	plussa		N;PRT;SG
गंध	tuoksu	गंध	tuoksu	PROPN;NOM;FEM;SG;3	N;NOM;SG
गंध	haju	गंध	haju	PROPN;NOM;FEM;SG;3	N;NOM;SG
गंध	haista	गंध	haista	PROPN;NOM;FEM;SG;3	V;IMP;SG;2;FIN;ACT
गंध	haise	गंध	haista	PROPN;NOM;FEM;SG;3	V;IMP;SG;2;FIN;ACT
अंटार्कटिका	antarktiksen	अंटार्कटिका	antarktis	PROPN;NOM;FEM;SG;3	N;GEN;SG
गोद	sylissä	गोद	syli	N;NOM;FEM;SG;3	N;IN+ESS;SG
छुट्टी	lomaa	छुट्टी	loma	N;NOM;FEM;SG;3	N;PRT;SG
छुट्टी	loman	छुट्टी	loma	N;NOM;FEM;SG;3	N;GEN;SG
छुट्टी	lomalle	छुट्टी	loma	N;NOM;FEM;SG;3	N;AT+ALL;SG
छुट्टी	lomaa	छुट्टी	loma	N;NOM;FEM;SG;3	N;PRT;SG
यंग	nuori	यंग	nuori		ADJ;NOM;SG
यंग	nuoret	यंग	nuori		N;NOM;PL
यंग	youngin	यंग	young		PROPN;GEN;SG
यंग	young	यंग	young		PROPN;NOM;SG
अल्लाह	jumala	अल्लाह	jumala	PROPN;NOM;MASC;SG;3	N;NOM;SG
अल्लाह	allahin	अल्लाह	allahtaa	PROPN;NOM;MASC;SG;3	N;GEN;SG
अल्लाह	allah	अल्लाह	allah	PROPN;NOM;MASC;SG;3	N;NOM;SG
राइट	wright	राइट	wright		PROPN;NOM;SG
सम्पत्ति	omaisuutta	सम्पत्ति	omaisuus	N;NOM;FEM;SG;3	N;PRT;SG
सम्पत्ति	kiinteistöt	सम्पत्ति	kiinteistö	N;NOM;FEM;SG;3	N;NOM;PL
नित्य	päivittäistä	नित्य	päivittäinen		ADJ;PRT;SG
नित्य	päivittäin	नित्य	päivittäin		ADV
नित्य	päivittäiset	नित्य	päivittäinen		ADJ;NOM;PL
नित्य	päivittäinen	नित्य	päivittäinen		ADJ;NOM;SG
