tlenu	oksijen	tlen	oksij	N;GEN;MASC;SG	
lima	lima	lima	lima		PROPN;NOM;SG;3
singles	bekarlar	singles	bek		N;NOM;PL;3
garcia	garcia	garcia	garcia	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
garcia	garcía	garcia	garc	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
zimbabwe	zimbabwe	zimbabwy	zimbabwe		PROPN;NOM;SG;3
bach	bach	bach	bach	PROPN;NOM;MASC;SG	
wzajemnie	karşılıklı	wzajemnie	karşılıklı	ADV	
rhein	rhein	rhein	rhein	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
bird	kuş	bird	kuş	V;IPFV;IND;SG;PRS;FIN;ACT	
bird	kus	bird	kus	V;IPFV;IND;SG;PRS;FIN;ACT	
bird	bird	bird	bird	V;IPFV;IND;SG;PRS;FIN;ACT	
pokolenie	nesil	pokolenie	nesil	N;NOM;NEUT;SG	
pokolenie	kuşak	pokolenie	kuşak	N;NOM;NEUT;SG	
pokolenie	nesli	pokolenie	nesli	N;NOM;NEUT;SG	
pokolenie	nesillerdir	pokolenie	nesil	N;NOM;NEUT;SG	V;IPFV;POT;PL;3;POS
pokolenie	nesiller	pokolenie	nesil	N;NOM;NEUT;SG	N;NOM;PL;3
uzbrojony	silahlı	uzbroić	silahlı	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
gun	silahı	guna	silah		N;ACC;SG;3
przybywa	varıyor	przybywać	var	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
wydać	harcama	wydać	harca	V;PFV;NFIN;ACT	
spożywczy	bakkal	spożywczy	bakkal	ADJ;NOM;MASC;SG	
spożywczy	market	spożywczy	market	ADJ;NOM;MASC;SG	
palma	palma	palmo	pal		PROPN;NOM;SG;3
zimy	kış	zima	kış	N;ACC;FEM;SG	
zimy	winter	zima	winte	N;ACC;FEM;SG	PROPN;NOM;SG;3
zimy	winters	zima	winters	N;ACC;FEM;SG	PROPN;NOM;SG;3
six	altı	six	altı		NUM
poziomy	yatay	poziom	yatay	N;NOM;MASC;PL	
poziomy	seviyeleri	poziom	seviye	N;NOM;MASC;PL	N;ACC;PL;3
poziomy	seviye	poziom	sev	N;NOM;MASC;PL	
wyrażenie	deyim	wyrażenie	dey	N;NOM;NEUT;SG	
wyrażenie	deyim	wyrażenie	dey	N;NOM;NEUT;SG	
legion	lejyonu	legion	lejyon	N;NOM;MASC;SG	N;ACC;SG;3
legion	lejyon	legion	lejyon	N;NOM;MASC;SG	
męczennika	şehit	męczennik	şehit	N;ACC;MASC;SG	
ustalenie	kararlılık	ustalenie	kararlılık	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
ustalenie	azim	ustalenie	azim	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
wyjazd	gitmek	wyjazd	git	N;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
wyjazd	gidiyor	wyjazd	git	N;NOM;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
wyjazd	ayrılıyor	wyjazd	ayrıl	N;NOM;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
wyjazd	çık	wyjazd	çık	N;NOM;MASC;SG	
wyjazd	çıkışı	wyjazd	çıkış	N;NOM;MASC;SG	N;ACC;SG;3
wyjazd	çıkış	wyjazd	çıkış	N;NOM;MASC;SG	
wyjazd	gidiş	wyjazd	gitiş	N;NOM;MASC;SG	
wyjazd	gezi	wyjazd	gez	N;NOM;MASC;SG	
wyjazd	trip	wyjazd	trip	N;NOM;MASC;SG	
discovery	discovery	discover	discovery		N;NOM;SG;3
rozdzielczości	çözünürlük	rozdzielczość	çözünürlük	N;GEN;FEM;SG	N;NOM;SG;3
rozdzielczości	çözüm	rozdzielczość	çözüm	N;GEN;FEM;SG	
zmniejszenia	azaltmak	zmniejszyć	azal	N;PFV;GEN;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
pełen	tam	pełen	tam	N;NOM;MASC;SG	
pełen	ful	pełen	ful	N;NOM;MASC;SG	
pełen	full	pełen	full	N;NOM;MASC;SG	
pełen	dolu	pełen	dolu	N;NOM;MASC;SG	
wodoru	hidrojen	wodor	hidroj	N;ACC;MASC;SG	
weekend	haftasonu	weekend	haftason	N;NOM;MASC;SG	N;ACC;SG;3
mika	mike	mika	mike	PROPN;NOM;MASC;SG	
mika	mika	mika	mika	PROPN;NOM;MASC;SG	
niebezpieczne	tehlikeli	niebezpieczny	tehlikeli	ADJ;NOM;NEUT;SG	N;NOM;SG;3
niebezpieczne	tehlikelidir	niebezpieczny	tehlikeli	ADJ;NOM;NEUT;SG	V;PFV;IMP;SG;3;POS;PRS
zorganizowana	organize	zorganizować	organize	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
zorganizowana	organize	zorganizować	organize	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
zorganizowana	düzenli	zorganizować	düzenli	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
otoczenie	çevre	otoczyć	çevre	N;NOM;NEUT;SG	
otoczenie	ortam	otoczyć	ortam	N;NOM;NEUT;SG	
otoczenie	çevre	otoczyć	çevre	N;NOM;NEUT;SG	
otoczenie	ortam	otoczyć	ortam	N;NOM;NEUT;SG	
wizji	hayaller	wizja	hayal	N;GEN;FEM;SG	N;NOM;PL;3
wizji	görme	wizja	gör	N;GEN;FEM;SG	
wizji	vizyon	wizja	vizyon	N;GEN;FEM;SG	
bojowników	savaşçılar	bojownik	savaşçı	N;ACC;MASC;PL	N;NOM;PL;3
bojowników	militanlar	bojownik	militan	N;ACC;MASC;PL	N;NOM;PL;3
frekwencja	katılım	frekwencja	katılım	N;NOM;FEM;SG	
przechowywany	saklanır	przechowywać	saklan	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PASS
afganistanie	afganistan	afganistan	afganistan	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;SG;3
owen	owen	owen	owen	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
odznakę	rozet	odznaka	rozet	N;ACC;FEM;SG	
southern	güney	southerny	güney	N;NOM;MASC;SG	
southern	güneyli	southerny	güneyli	N;NOM;MASC;SG	
pedersen	pedersen	pedersen	peder	PROPN;NOM;MASC;SG	
luksemburg	lüksemburg	luksemburg	lüksemburg	N;NOM;MASC;SG	PROPN;NOM;SG;3
zmieniony	değiştim	zmienić	değiş	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;1;POS;PST
zmieniony	değişti	zmienić	değiş	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
zmieniony	değişmiş	zmienić	değiş	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST
zmieniony	değişen	zmienić	değiş	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
zmieniony	değiştirildi	zmienić	değiş	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
zmieniony	değiştirilmiş	zmienić	değiş	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
zmieniony	modifiye	zmienić	modif	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;DAT;SG;3
zmieniony	değiştirilmiş	zmienić	değiş	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
zmieniony	değiştirildi	zmienić	değiş	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
nachylenie	slope	nachylenie	slop	N;NOM;NEUT;SG	
zbawiciela	kurtarıcı	zbawiciel	kurtarıcı	N;ACC;MASC;SG	
zbawiciela	kurtarıcı	zbawiciel	kurtarıcı	N;ACC;MASC;SG	
nicolás	nicolás	nicolás	nicolás	PROPN;NOM;MASC;SG	
uczestniczyć	katılmak	uczestniczyć	kat	V;IPFV;NFIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
galerie	galerileri	galeria	galeri	N;NOM;MASC;SG	N;ACC;PL;3
kończyny	uzuv	kończyna	uzuv	N;ACC;FEM;PL	
kończyny	uzuvları	kończyna	uzuv	N;ACC;FEM;PL	ADJ;ACC;PL;3
bonn	bonn	bonn	bonn	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
mile	kilometrelerce	mile	kilometrelerce		ADV
obywatela	yurttaş	obywatela	yurttaş	N;ACC;MASC;SG	
obywatela	vatandaş	obywatela	vatandaş	N;ACC;MASC;SG	
obejmujące	kapsayan	obejmować	kapsa	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
pancernik	zırhlı	pancernik	zırhlı	N;NOM;MASC;SG	
pancernik	korkusuz	pancernik	korkusuz	N;NOM;MASC;SG	
komiks	karikatür	komiks	karikat	N;NOM;MASC;SG	
komiks	karikatür	komiks	karikat	N;NOM;MASC;SG	
komiks	çizgi	komiks	çizgi	N;NOM;MASC;SG	
rozumie	anlıyor	rozumieć	anla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
cząstki	parçacıkların	cząstka	parçacık	N;NOM;FEM;PL	N;GEN;PL;3
cząstki	parçacık	cząstka	parçacık	N;NOM;FEM;PL	N;NOM;SG;3
wystrój	dekor	wystrój	dekor	N;NOM;MASC;SG	
drogowy	karayolu	drogowy	karayolu	ADJ;NOM;MASC;SG	N;NOM;SG;3
drogowy	yol	drogowy	yol	ADJ;NOM;MASC;SG	
morderstwo	cinayetten	morderstwo	cinayet	N;NOM;NEUT;SG	N;AT+ABL;SG;3
serhij	serhiy	serhiwać	serhiy	PROPN;NOM;MASC;SG	
otrzymaniu	fatura	otrzymać	fatura	N;PFV;DAT;NEUT;SG;POS;V.MSDR	
otrzymaniu	fiş	otrzymać	fiş	N;PFV;DAT;NEUT;SG;POS;V.MSDR	
otrzymaniu	makbuz	otrzymać	makbuz	N;PFV;DAT;NEUT;SG;POS;V.MSDR	
hipoteza	varsayım	hipoteza	varsayım	N;NOM;FEM;SG	
rywala	rakip	rywal	rakip	N;ACC;MASC;SG	
rywala	rakibi	rywal	rakip	N;ACC;MASC;SG	N;NOM;SG;3
zwykłe	olağan	zwykły	olağan	ADJ;NOM;NEUT;SG	
zwykłe	sıradan	zwykły	sıradan	ADJ;NOM;NEUT;SG	
libanu	lübnan	liban	lübnan	PROPN;GEN;MASC;SG	PROPN;NOM;SG;3
knowles	knowles	knowles	knowles		PROPN;NOM;SG;3
zabójstwa	cinayet	zabójstwo	cinayet	N;GEN;NEUT;SG	N;NOM;SG;3
zabójstwa	suikast	zabójstwo	suikast	N;GEN;NEUT;SG	
zabójstwa	cinayetler	zabójstwo	cinayet	N;GEN;NEUT;SG	N;NOM;PL;3
zabójstwa	cinayetleri	zabójstwo	cinayet	N;GEN;NEUT;SG	N;ACC;PL;3
zabójstwa	cinayetler	zabójstwo	cinayet	N;GEN;NEUT;SG	N;NOM;PL;3
wszechświata	kainat	wszechświatać	kainat	N;GEN;MASC;SG	
wszechświata	evren	wszechświatać	evren	N;GEN;MASC;SG	
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
religijny	dindar	religijny	dindar	ADJ;NOM;MASC;SG	
religijny	dinsel	religijny	dinsel	ADJ;NOM;MASC;SG	
religijny	dini	religijny	din	ADJ;NOM;MASC;SG	
dunaju	tuna	dunaj	tun	V;IPFV;IND;SG;PRS;FIN;ACT	
przydział	tahsis	przydział	tahsis	N;ACC;MASC;SG	
przydział	atama	przydział	atam	N;ACC;MASC;SG	
przydział	görev	przydział	görev	N;ACC;MASC;SG	N;NOM;SG;3
juss	juss	juss	juss	PROPN;NOM;FEM;SG	
temple	temple	temple	temp	N;NOM;NEUT;SG	PROPN;NOM;SG;3
ogrodów	bahçeleri	ogród	bahçe	N;GEN;MASC;PL	N;ACC;PL;3
ogrodów	gardens	ogród	gardens	N;GEN;MASC;PL	N;NOM;SG;3
ogrodów	bahçeler	ogród	bahçe	N;GEN;MASC;PL	N;NOM;PL;3
dociera	varıyor	docierać	var	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
ogłoszenia	reklamlarda	ogłoszenie	reklam	V;PFV;IND;SG;1;FIN;ACT	N;ESS;PL;3
ogłoszenia	reklamlar	ogłoszenie	reklam	V;PFV;IND;SG;1;FIN;ACT	N;NOM;PL;3
ogłoszenia	duyuru	ogłoszenie	duyur	V;PFV;IND;SG;1;FIN;ACT	N;NOM;SG;3
ogłoszenia	duyurular	ogłoszenie	duyuru	V;PFV;IND;SG;1;FIN;ACT	N;NOM;PL;3
ogłoszenia	ilanlar	ogłoszenie	ilan	V;PFV;IND;SG;1;FIN;ACT	N;NOM;PL;3
ogłoszenia	reklamları	ogłoszenie	reklam	V;PFV;IND;SG;1;FIN;ACT	N;ACC;PL;3
ogłoszenia	reklamlar	ogłoszenie	reklam	V;PFV;IND;SG;1;FIN;ACT	N;NOM;PL;3
ogłoszenia	reklam	ogłoszenie	reklam	V;PFV;IND;SG;1;FIN;ACT	
wiarygodne	güvenilir	wiarygodny	güven	ADJ;NOM;NEUT;SG	V;IPFV;IND;SG;3;POS;V.PTCP;PASS
twierdząc	iddia	twierdzić	iddia	V;IPFV;PRS;V.CVB;ACT	
zwyczaj	özel	zwyczaj	özel	N;NOM;MASC;SG	ADJ
guillaume	guillaume	guillaumy	guillaume	V;IPFV;IND;SG;2;PRS;FIN;ACT	ADV
bogaty	zengin	bogat	zengin	ADJ;NOM;MASC;SG	
bogaty	rich	bogat	rich	ADJ;NOM;MASC;SG	
bogaty	zenginler	bogat	zengin	ADJ;NOM;MASC;SG	N;NOM;PL;3
bogaty	varlıklı	bogat	varlıklı	ADJ;NOM;MASC;SG	
bogaty	zengin	bogat	zengin	ADJ;NOM;MASC;SG	
producenci	üretici	producent	üretici	N;NOM;MASC;PL	
championships	şampiyonası	championships	şampiyon		N;NOM;SG;3
championships	şampiyonluk	championships	şampiyonluk		N;NOM;SG;3
championships	şampiyona	championships	şampiyon		N;DAT;SG;3
pierwotnych	artan	pierwotny	art	ADJ;GEN;MASC;PL	
enrique	enrique	enrique	enriş	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
mechanizmu	mekanizması	mechanizm	mekaniz	N;GEN;MASC;SG	N;NOM;SG;3
mechanizmu	mekanizma	mechanizm	mekanizma	N;GEN;MASC;SG	
mieszanej	karışık	mieszany	karışık	ADJ;GEN;FEM;SG	
promocja	promosyonlar	promocja	promosyon		N;NOM;PL;3
promocja	tanıtımı	promocja	tanıtım		N;NOM;SG;3
regiony	bölgeleri	regić	bölge	N;NOM;MASC;PL	N;ACC;PL;3
regiony	bölge	regić	bölge	N;NOM;MASC;PL	
regiony	bölgede	regić	bölge	N;NOM;MASC;PL	N;ESS;SG;3
regiony	bölgesi	regić	bölge	N;NOM;MASC;PL	N;NOM;SG;3
palmer	palmer	palmer	palmer	N;NOM;MASC;SG	PROPN;NOM;SG;3
sant	sant	sant	sant	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;SG;3
malezji	malezya	malezja	malezya		PROPN;NOM;SG;3
schody	merdiven	schody	merdiven	N;NOM;NEUT;PL	
schody	adımları	schody	adım	N;NOM;NEUT;PL	N;ACC;PL;3
schody	basamak	schody	basamak	N;NOM;NEUT;PL	
schody	merdiven	schody	merdiven	N;NOM;NEUT;PL	
schody	merdivenleri	schody	merdiven	N;NOM;NEUT;PL	N;ACC;PL;3
schody	merdiven	schody	merdiven	N;NOM;NEUT;PL	
schody	merdiven	schody	merdiven	N;NOM;NEUT;PL	
aktorką	artist	aktorka	artist	N;INS;FEM;SG	
aktorką	aktris	aktorka	aktris	N;INS;FEM;SG	
aktorką	oyuncu	aktorka	oyuncu	N;INS;FEM;SG	
fundusz	fon	fundusz	fon	N;NOM;MASC;SG	
fundusz	fonu	fundusz	fonu	N;NOM;MASC;SG	
wybiera	seçer	wybierać	seç	V;IPFV;IND;SG;3;PRS;FIN;ACT	
wybiera	seçiyor	wybierać	seç	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
wybiera	seçiyor	wybierać	seç	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
wybiera	seçtiği	wybierać	seç	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;POS;PST;V.PTCP
wybiera	seçer	wybierać	seç	V;IPFV;IND;SG;3;PRS;FIN;ACT	
wybiera	seçen	wybierać	seç	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP
przedziale	bölme	przedział	böl	N;INS;MASC;SG	
podana	verildi	podać	ver	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
podana	verilmiş	podać	ver	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
podana	verilen	podać	ver	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
profesorów	profesörler	profesor	proffsör	N;ACC;MASC;PL	ADJ;NOM;PL;3
magda	magda	magda	magda	PROPN;NOM;FEM;SG	
simona	simona	simon	simon		PROPN;NOM;SG;3
paulina	paulina	paulina	paul	N;NOM;FEM;SG	N;DAT;SG;3
paulina	pauline	paulina	paul	N;NOM;FEM;SG	N;DAT;SG;3
muzułmanów	müslümanlar	muzułmanin	müslüman	N;ACC;MASC;PL	N;NOM;PL;3
muzułmanów	müslümanların	muzułmanin	müslüman	N;ACC;MASC;PL	N;GEN;PL;3
muzułmanów	müslümanlara	muzułmanin	müslüman	N;ACC;MASC;PL	N;DAT;PL;3
julio	julio	julio	julio	PROPN;NOM;MASC;SG	
flagę	bayrağı	flaga	bayrak	N;ACC;FEM;SG	N;NOM;SG;3
flagę	bayrak	flaga	bayrak	N;ACC;FEM;SG	
maraton	maraton	maraton	maraton	N;NOM;MASC;SG	
jedynki	bekarlar	jedynki	bek		N;NOM;PL;3
buntu	isyan	bunt	isyan	N;GEN;MASC;SG	
buntu	isyan	bunt	isyan	N;GEN;MASC;SG	
buntu	isyanı	bunt	isyan	N;GEN;MASC;SG	
socjalistów	sosyalistler	socjalista	sosyalist	N;ACC;MASC;PL	ADJ;NOM;PL;3
wniosków	uygulamalar	wniosek	uygulama	N;GEN;MASC;PL	N;NOM;PL;3
wniosków	uygulamaları	wniosek	uygulama	N;GEN;MASC;PL	N;NOM;PL;3
grunty	toprak	grunt	toprak	N;NOM;MASC;PL	
grunty	arsa	grunt	arsa	N;NOM;MASC;PL	N;NOM;SG;3
grunty	arazi	grunt	arazi	N;NOM;MASC;PL	
grunty	kara	grunt	kara	N;NOM;MASC;PL	
grunty	land	grunt	la	N;NOM;MASC;PL	PROPN;NOM;SG;3
asyst	asist	asyst	asist	N;GEN;MASC;PL	N;NOM;SG;3
mechanik	mekanik	mechanik	mekanik	N;NOM;MASC;SG	
mechanik	tamirci	mechanik	tamirci	N;NOM;MASC;SG	
malta	malta	malta	malta	N;NOM;FEM;SG	PROPN;NOM;SG;3
akty	nü	akt	nü	N;NOM;MASC;PL	
ssaki	memeliler	ssak	memeli	N;NOM;MASC;PL	ADJ;NOM;PL;3
ssaki	memeli	ssak	memel	N;NOM;MASC;PL	
ssaki	memeli	ssak	memel	N;NOM;MASC;PL	
prośba	talep	prośba	talep	N;NOM;FEM;SG	
prośba	istek	prośba	istek	N;NOM;FEM;SG	
prośba	rica	prośba	rica	N;NOM;FEM;SG	
arabów	araplar	arab	arap	N;ACC;MASC;PL	N;NOM;PL;3
absolutnie	kesinlikle	absolutnie	kesinlik	ADV	N;INS;SG;3
nielsen	nielsen	nielsen	niel	PROPN;NOM;MASC;SG	
rozumieniu	anlam	rozumienie	anlam	N;IPFV;DAT;NEUT;SG	
rozumieniu	anlamı	rozumienie	anlam	N;IPFV;DAT;NEUT;SG	N;ACC;SG;3
rozumieniu	anlami	rozumienie	anlami	N;IPFV;DAT;NEUT;SG	
sikorski	sikorski	sikorski	sikorski	PROPN;NOM;MASC;SG	
jakiekolwiek	herhangi	jakiekolwiek	herhangi	DET;NOM;MASC;SG	
podstawa	temel	podstawa	temel	N;NOM;FEM;SG	ADJ
podstawa	vakfı	podstawa	vakıf	N;NOM;FEM;SG	N;ACC;SG;3
podstawa	vakıf	podstawa	vakıf	N;NOM;FEM;SG	
podstawa	üs	podstawa	üs	N;NOM;FEM;SG	
podstawa	baz	podstawa	baz	N;NOM;FEM;SG	
podstawa	üssü	podstawa	üss	N;NOM;FEM;SG	
podstawa	taban	podstawa	taban	N;NOM;FEM;SG	
dojrzałości	olgun	dojrzałość	olgun	N;GEN;FEM;SG	
dojrzałości	olgunluk	dojrzałość	olgunluk	N;GEN;FEM;SG	
claire	claire	clairy	claire	V;IPFV;IND;SG;1;PRS;FIN;ACT	
uzupełnienie	kompleman	uzupełnić	kompleman	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
elena	elena	elen	elen	PROPN;NOM;FEM;SG	
prezentacja	sunum	prezentacja	sun	N;NOM;FEM;SG	
prezentacja	sunumu	prezentacja	sun	N;NOM;FEM;SG	N;ACC;SG;3
prezentacja	tanıtım	prezentacja	tanıtım	N;NOM;FEM;SG	
uczestnictwa	katılım	uczestnictwo	katılım	N;GEN;NEUT;SG	
uczestnictwa	katılımı	uczestnictwo	katılım	N;GEN;NEUT;SG	N;ACC;SG;3
wierni	sadık	wierny	sadık	N;NOM;MASC;PL	
etapy	aşama	etap	aşam	N;NOM;MASC;PL	
etapy	adımları	etap	adım	N;NOM;MASC;PL	N;ACC;PL;3
etapy	basamak	etap	basamak	N;NOM;MASC;PL	
warsztat	garaj	warsztat	garaj	N;NOM;MASC;SG	
księża	papaz	ksiądz	papaz	N;NOM;MASC;PL	
księża	rahip	ksiądz	rahip	N;NOM;MASC;PL	
wychowanie	yetiştirilme	wychować	yetiş	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
wychowanie	yetiştirmek	wychować	yetiş	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
wychowanie	büyütmek	wychować	büyü	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
widział	görüldü	widzieć	gör	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
widział	görülen	widzieć	gör	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
geograficznego	coğrafi	geograficzny	coğrafi	ADJ;ACC;MASC;SG	
systematycznie	sistematik	systematycznie	sistematik	ADV	
systematycznie	sistemli	systematycznie	sistemli	ADV	
systematycznie	sistematik	systematycznie	sistematik	ADV	
oregon	oregon	oregon	oregon	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
czeka	beklemek	czekać	bekle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
czeka	bekliyor	czekać	bekle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
czeka	bekliyorum	czekać	bekle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
czeka	bekliyoruz	czekać	bekle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;PL;1;POS;INFM;PRS
czeka	bekleyen	czekać	bekle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP
pavel	pavel	pavel	pavel	PROPN;NOM;MASC;SG	
dziedzictwo	miras	dziedzictwo	miras	N;NOM;NEUT;SG	
dziedzictwo	mirası	dziedzictwo	mira	N;NOM;NEUT;SG	
dziedzictwo	miras	dziedzictwo	miras	N;NOM;NEUT;SG	
dziedzictwo	miras	dziedzictwo	miras	N;NOM;NEUT;SG	
dziedzictwo	mirası	dziedzictwo	mira	N;NOM;NEUT;SG	
okręgi	ilçeleri	okręga	ilçe	N;NOM;MASC;PL	N;ACC;PL;3
okręgi	illerden	okręga	il	N;NOM;MASC;PL	N;AT+ABL;PL;3
prawdziwy	real	prawdziwy	real	ADJ;NOM;MASC;SG	
prawdziwy	gercek	prawdziwy	gercek	ADJ;NOM;MASC;SG	
prawdziwy	reel	prawdziwy	reel	ADJ;NOM;MASC;SG	
prawdziwy	gerçek	prawdziwy	gerçek	ADJ;NOM;MASC;SG	
jesse	jesse	być	jesse	PROPN;NOM;MASC;SG	
