להינשא	casatori	ננשא	casator	V;NFIN;MID	
שימושית	utila	שימושית	utila	ADV	ADJ;DEF;FEM;SG
שימושית	utile	שימושית	util	ADV	ADJ;INDF;FEM;PL
שימושית	folositoare	שימושית	folositor	ADV	ADJ;INDF;FEM
סטלינגרד	stalingrad	סטלינגרד	stalingrad	PROPN	N;INDF;MASC;SG
מתוק	sweet	מתוק	sweet		N;INDF;MASC;SG
מתוק	dulci	מתוק	dulce		ADJ;INDF;PL
מקסימיליאן	maximillian	מקסימיליאן	maximillian	PROPN	ADV
מקסימיליאן	maximilian	מקסימיליאן	maximilian	PROPN	N;INDF;MASC;SG
עירית	arpagic	עירית	arpagic	PROPN	N;INDF;MASC;SG
לובלין	lublin	מלובלין	lublin	PROPN	PROPN
נחוץ	necesare	נחוץ	necesar	ADJ;MASC;SG	ADJ;INDF;FEM;PL
נחוץ	necesar	נחוץ	necesar	ADJ;MASC;SG	ADV
וילי	willy	וילי	willy	PROPN	PROPN
וילי	willi	וילי	willi	PROPN	PROPN
וילי	willie	וילי	willie	PROPN	PROPN
ריבוע	patrat	ריבוע	patrat	PROPN	N;INDF;MASC;SG
ריבוע	square	ריבוע	square	PROPN	N;INDF;MASC;SG
ריבוע	patrat	ריבוע	patrat	PROPN	N;INDF;MASC;SG
אתניות	etnie	אתני	etnie	ADJ;FEM;PL	N;INDF;FEM;SG
מוסלמית	musulmana	מוסלמי	musulmana	ADV	N;DEF;FEM;SG
מוסלמית	musulmani	מוסלמי	musulman	ADV	ADJ;INDF;MASC;PL
מוסלמית	musulmane	מוסלמי	musulman	ADV	ADJ;INDF;FEM;PL
מוסלמית	musulman	מוסלמי	musulman	ADV	ADJ;INDF;MASC;SG
מעטות	putine	מעט	putea		ADJ;INDF;FEM;PL
קזחסטן	kazahstan	קזחסטן	kazahstan	PROPN	PROPN
רעידות	tremor	רעידות	tremor	N;FEM;PL	N;INDF;MASC;SG
אנני	ani	אנני	an	PROPN	N;INDF;MASC;PL
אנני	annie	אנני	annie	PROPN	PROPN
הנעורים	tinerete	הנעור	tânera	N;MASC;PL	
הנעורים	tineret	הנעור	tineret	N;MASC;PL	N;INDF;MASC;SG
הנעורים	tineretul	הנעור	tineret	N;MASC;PL	N;DEF;MASC;SG
גרסיה	garcia	גרסיה	garcia	PROPN	PROPN
מזבח	altarul	מזבח	altar	PROPN	N;DEF;MASC;SG
מזבח	altar	מזבח	altar	PROPN	N;INDF;MASC;SG
הארכה	prelungiri	הארכה	prelungire	N;FEM;SG	N;INDF;FEM;PL
זמיר	nightingale	זמיר	nightingal	PROPN	ADJ;INDF;FEM;PL
טוטנהאם	tottenham	טוטנהאם	tottenham	PROPN	PROPN
חמורות	severa	חמור	sever	ADJ;FEM;PL	ADJ;DEF;FEM;SG
חמורות	severa	חמור	sever	ADJ;FEM;PL	ADJ;DEF;FEM;SG
חמורות	sever	חמור	sever	ADJ;FEM;PL	ADJ;INDF;MASC;SG
קציר	recoltare	קציר	recoltare		N;INDF;FEM;SG
קציר	recolta	קציר	recoltă		N;DEF;FEM;SG
קציר	recolta	קציר	recoltă		N;DEF;FEM;SG
מעניינים	interesanta	מעניין	interesant	N;MASC;PL	ADJ;DEF;FEM;SG
מעניינים	interesant	מעניין	interesant	N;MASC;PL	ADV
מעניינים	interesanta	מעניין	interesant	N;MASC;PL	ADJ;DEF;FEM;SG
מלבורן	melbourne	מלבורן	melbournă	PROPN	N;INDF;MASC;SG
מישהי	cineva	מישהי	cineva	PROPN	PRO;SG;3
דרקון	balaur	דרקון	balaur	PROPN	N;INDF;MASC;SG
דרקון	dragonul	דרקון	dragon	PROPN	N;DEF;MASC;SG
דרקון	dragon	דרקון	dragon	PROPN	N;INDF;MASC;SG
הפחד	frica	הפחד	frică		N;DEF;FEM;SG
הפחד	teama	הפחד	teamă		N;DEF;FEM;SG
הפחד	frica	הפחד	frică		N;DEF;FEM;SG
הפחד	teama	הפחד	teamă		N;DEF;FEM;SG
