και	si	και	sine	CONJ	
αλληλογραφία	posta	αλληλογραφία	postă	N;NOM;FEM;SG	N;DEF;FEM;SG
αλληλογραφία	poștă	αλληλογραφία	poștă	N;NOM;FEM;SG	N;INDF;FEM;SG
μάθηση	învățare	μάθηση	învățare	N;ACC;FEM;SG	N;INDF;FEM;SG
μπριτάνικα	britannica	μπριτάνικος	britannic	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
ποικίλες	variat	ποικίλος	variat	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
ποικίλες	variată	ποικίλος	varia	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
αμπού	abu	αμπού	abu		PROPN
εξαιρετικές	excepțională	εξαιρετικός	excepțional	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
εξαιρετικές	excepțional	εξαιρετικός	excepțional	ADJ;NOM;FEM;PL	ADV
εξαιρετικές	exceptional	εξαιρετικός	exceptional	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
παρένθεση	paranteze	παρένθεση	paranteză	N;NOM;FEM;SG	N;INDF;FEM;PL
παρένθεση	paranteze	παρένθεση	paranteză	N;NOM;FEM;SG	N;INDF;FEM;PL
πυραύλων	rachetă	πύραυλος	rachetă	N;GEN;MASC;PL	N;INDF;FEM;SG
προσεγγίσεις	abordările	προσέγγιση	abordare	N;NOM;FEM;PL	N;DEF;FEM;PL
επιχειρηματίες	antreprenorii	επιχειρηματίας	antreprenor	N;NOM;MASC;PL	N;DEF;MASC;PL
φωτεινή	bright	φωτεινός	bright	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
φωτεινή	luminoasă	φωτεινός	luminos	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
φωτεινή	luminoasa	φωτεινός	luminos	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
κατέρρευσε	prăbușit	καταρρέω	prăbuși	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
βιομηχανικό	industriala	βιομηχανικός	industrial	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
βιομηχανικό	industrială	βιομηχανικός	industrial	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
βιομηχανικό	industriale	βιομηχανικός	industrial	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
μετανάστευσης	migrare	μετανάστευση	migrare	N;GEN;FEM;SG	N;INDF;FEM;SG
μετανάστευσης	migrație	μετανάστευση	migrație	N;GEN;FEM;SG	N;INDF;FEM;SG
μετανάστευσης	migrarea	μετανάστευση	migrare	N;GEN;FEM;SG	N;DEF;FEM;SG
μετανάστευσης	imigrare	μετανάστευση	imigrare	N;GEN;FEM;SG	N;INDF;FEM;SG
εκκλησάκι	capelă	εκκλησάκι	capelă	N;NOM;NEUT;SG	N;INDF;FEM;SG
εκκλησάκι	capela	εκκλησάκι	capela	N;NOM;NEUT;SG	N;DEF;FEM;SG
εκκλησάκι	chapel	εκκλησάκι	chapel	N;NOM;NEUT;SG	PROPN
γενεύη	geneva	γενεύη	genevă	PROPN;ACC;FEM;SG	PROPN
ανίχνευση	detecție	ανίχνευση	detecție	N;NOM;FEM;SG	N;INDF;FEM;SG
ανίχνευση	detectarea	ανίχνευση	detectare	N;NOM;FEM;SG	N;DEF;FEM;SG
ανίχνευση	detectare	ανίχνευση	detectare	N;NOM;FEM;SG	N;INDF;FEM;SG
ανίχνευση	depistarea	ανίχνευση	depistare	N;NOM;FEM;SG	N;DEF;FEM;SG
ανίχνευση	detecta	ανίχνευση	detecta	N;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
ανίχνευση	detectează	ανίχνευση	detecta	N;NOM;FEM;SG	V;IND;3;PRS;FIN
κατευθείαν	drepte	κατεύθεια	drept	ADV	ADJ;INDF;FEM;PL
κατευθείαν	drept	κατεύθεια	drept	ADV	
καλλιτεχνικά	artistice	καλλιτεχνικά	artistic	ADV	ADJ;INDF;FEM;PL
καλλιτεχνικά	artistic	καλλιτεχνικά	artistic	ADV	ADJ;INDF;MASC;SG
καλλιτεχνικά	artistică	καλλιτεχνικά	artistic	ADV	ADJ;INDF;FEM;SG
πρωτότυπα	originalele	πρωτότυπο	original	ADV	N;DEF;FEM;PL
πρωτότυπα	originale	πρωτότυπο	original	ADV	ADJ;INDF;FEM;PL
πρωτότυπα	originali	πρωτότυπο	original	ADV	ADJ;INDF;MASC;PL
πρωτότυπα	prototipuri	πρωτότυπο	prototip	ADV	N;INDF;FEM;PL
ικανό	capabili	ικανός	capabil	ADJ;NOM;NEUT;SG	V;IND;PL;2;IPFV;FIN
ικανό	capabila	ικανός	capabilă	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
ικανό	capabile	ικανός	capabil	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
ικανό	capabilă	ικανός	capabil	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
ψάρι	pesti	ψάρι	pesti	N;NOM;NEUT;SG	N;INDF;MASC;PL
ψάρι	pești	ψάρι	pești	N;NOM;NEUT;SG	N;INDF;MASC;PL
τρύπα	hole	τρύπα	hol	N;NOM;FEM;SG	
τρύπα	gaură	τρύπα	gaură	N;NOM;FEM;SG	N;INDF;FEM;SG
τρύπα	gaura	τρύπα	gaură	N;NOM;FEM;SG	N;DEF;FEM;SG
χαμηλότερα	inferioară	χαμηλά	inferior	ADV;CMPR	ADJ;INDF;FEM;SG
εικάζεται	presupus	εικάζω	presupune	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
εικάζεται	presupusă	εικάζω	presupus	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
αστυνομικό	politist	αστυνομικός	politist	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
αστυνομικό	polițist	αστυνομικός	polițist	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
αρχαιολόγοι	arheologi	αρχαιολόγος	arheolog	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
αρχαιολόγοι	arheologii	αρχαιολόγος	arheologie	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
ψωμί	paine	ψωμί	pain	N;NOM;NEUT;SG	
ψωμί	pâine	ψωμί	pâine	N;NOM;NEUT;SG	N;INDF;FEM;SG
ψωμί	pâinea	ψωμί	pâine	N;NOM;NEUT;SG	N;DEF;FEM;SG
υποταγή	depunerea	υποταγή	depunere	N;ACC;FEM;SG	N;DEF;FEM;SG
υποταγή	supunere	υποταγή	supunere	N;ACC;FEM;SG	N;INDF;FEM;SG
υποταγή	depunere	υποταγή	depunere	N;ACC;FEM;SG	N;INDF;FEM;SG
πρόθεμα	prefixul	πρόθεμα	prefix	N;NOM;NEUT;SG	N;DEF;MASC;SG
προφανές	evidentă	προφανός	evident	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
προφανές	evidenta	προφανός	evident	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
προφανές	evidente	προφανός	evident	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
προφανές	evident	προφανός	evident	ADJ;NOM;NEUT;SG	ADV
λάνκα	lanka	λάνκα	lankă		PROPN
συνελήφθησαν	arestată	συλλαμβάνω	aresta	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
συνελήφθησαν	arestat	συλλαμβάνω	aresta	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
στε	sto	στε	sto	N	
κβαντική	cuantice	κβαντικός	cuantic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
κβαντική	cuantică	κβαντικός	cuantic	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
σον	shawn	σον	shawn		PROPN
σον	sean	σον	sean		PROPN
παράμετρος	parametrul	παράμετρος	parametru	N;NOM;FEM;SG	N;DEF;MASC;SG
κένυα	kenya	κένυα	kenya	PROPN;NOM;FEM;SG	PROPN
προτίμηση	preferințe	προτίμηση	preferință	N;ACC;FEM;SG	N;INDF;FEM;PL
προτίμηση	preferință	προτίμηση	preferință	N;ACC;FEM;SG	N;INDF;FEM;SG
ανθρωπότητας	omenirea	ανθρωπότητα	omenire	N;GEN;FEM;SG	N;DEF;FEM;SG
ανθρωπότητας	umanitate	ανθρωπότητα	umanitate	N;GEN;FEM;SG	N;INDF;FEM;SG
ανθρωπότητας	omenire	ανθρωπότητα	omenire	N;GEN;FEM;SG	N;INDF;FEM;SG
ανθρωπότητας	umanitatea	ανθρωπότητα	umanitate	N;GEN;FEM;SG	N;DEF;FEM;SG
επιβλήθηκε	impusă	επιβάλλω	impune	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
επιβλήθηκε	impuse	επιβάλλω	impune	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PL;3;PST;FIN
επιβλήθηκε	impus	επιβάλλω	impus	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
ανεξάρτητοι	independent	ανεξάρτητος	independent	ADJ;NOM;MASC;PL	ADV
ανεξάρτητοι	independenta	ανεξάρτητος	independent	ADJ;NOM;MASC;PL	N;DEF;FEM;SG
ανεξάρτητοι	independentă	ανεξάρτητος	independent	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
ντόπιους	localnicii	ντόπιος	localnic	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
ντόπιους	localnicilor	ντόπιος	localnic	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
εγγύς	proximale	εγγύς	proximal	N;NOM;NEUT;SG	ADJ;INDF;FEM;PL
αμερικάνικο	americană	Αμερικάνικος	american	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
αμερικάνικο	americancă	Αμερικάνικος	americanc	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
βαλκανίων	balcani	βαλκάνια	balcan	N;GEN;NEUT;PL	N;INDF;MASC;SG
βαλκανίων	balcanii	βαλκάνια	balcan	N;GEN;NEUT;PL	N;DEF;MASC;PL
καρπός	fructul	καρπός	fruct	N;NOM;MASC;SG	N;DEF;MASC;SG
καρπός	fructe	καρπός	fruct	N;NOM;MASC;SG	N;INDF;FEM;PL
καρπός	fructele	καρπός	fruct	N;NOM;MASC;SG	N;DEF;FEM;PL
καρπός	încheietura	καρπός	încheietură	N;NOM;MASC;SG	N;DEF;FEM;SG
καρπός	încheietură	καρπός	încheietură	N;NOM;MASC;SG	N;INDF;FEM;SG
ραφαήλ	raphael	ραφαήλ	raphael	N	PROPN
ραφαήλ	rafael	ραφαήλ	rafael	N	PROPN
τανζανία	tanzania	τανζανία	tanzanie	PROPN;ACC;FEM;SG	N;DEF;FEM;SG
ακραία	extremă	ακραίος	extrem	ADV	ADJ;INDF;FEM;SG
ακραία	extrema	ακραίος	extrema	ADV	
ακραία	extreme	ακραίος	extremă	ADV	
διατίθεται	disponibile	διαθέτω	disponibil	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;PL
διατίθεται	disponibilă	διαθέτω	disponibil	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
διατίθεται	disponibila	διαθέτω	disponibil	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;DEF;FEM;SG
διατίθεται	disponibil	διαθέτω	disponibil	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
αθλητή	sportiv	αθλητός	sportiv	N;ACC;MASC;SG	ADJ;INDF;MASC;SG
αποτρέψει	preveni	αποτρέπω	preveni	V;PFV;IND;SG;3;FIN;ACT	
αποτρέψει	descurajarea	αποτρέπω	descurajare	V;PFV;IND;SG;3;FIN;ACT	N;DEF;FEM;SG
μεσαιωνικό	medievale	μεσαιωνικός	medieval	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
μεσαιωνικό	medievală	μεσαιωνικός	medieval	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
μάριος	marius	μάριος	marius	N;NOM;MASC;SG	PROPN
ταξιαρχία	brigadă	ταξιαρχία	brigadă	N;ACC;FEM;SG	N;INDF;FEM;SG
ταξιαρχία	brigada	ταξιαρχία	brigadă	N;ACC;FEM;SG	N;DEF;FEM;SG
δακτύλιος	inelul	δακτύλιος	inel	N;NOM;MASC;SG	N;DEF;MASC;SG
επιβεβαίωσε	confirmate	επιβεβαιώνω	confirmat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
επιβεβαίωσε	confirmată	επιβεβαιώνω	confirma	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
επιβεβαίωσε	confirmat	επιβεβαιώνω	confirma	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
χαλκίδας	chalcis	χαλκίδα	chalcis	PROPN;GEN;FEM;SG	
γενιές	generatii	γενιά	generat	N;NOM;FEM;PL	N;DEF;MASC;PL
εξερεύνηση	explorarea	εξερεύνηση	explorare	N;ACC;FEM;SG	N;DEF;FEM;SG
εξερεύνηση	explorare	εξερεύνηση	explorare	N;ACC;FEM;SG	N;INDF;FEM;SG
εξερεύνηση	explorează	εξερεύνηση	explora	N;ACC;FEM;SG	V;IND;3;PRS;FIN
εξερεύνηση	explora	εξερεύνηση	explora	N;ACC;FEM;SG	V;IND;SG;3;IPFV;FIN
εξερεύνηση	explorarea	εξερεύνηση	explorare	N;ACC;FEM;SG	N;DEF;FEM;SG
εξερεύνηση	explorare	εξερεύνηση	explorare	N;ACC;FEM;SG	N;INDF;FEM;SG
θεοδώρα	teodora	θεοδώρα	teodora	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
θεοδώρα	theodora	θεοδώρα	theodora	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
αλφόνσο	alfonso	αλφόνσο	alfonso		PROPN
δολάριο	dolarul	δολάριο	dolar	N;NOM;NEUT;SG	N;DEF;MASC;SG
αντίγκουα	antigua	αντίγκω	antigua	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
γαβριήλ	gabriel	γαβριήλ	gabriel	PROPN;NOM;MASC;SG	PROPN
λόρενς	laurence	λόρης	laurenc	PROPN;NOM;FEM;SG	PROPN
λόρενς	lawrence	λόρης	lawrenc	PROPN;NOM;FEM;SG	PROPN
σύνθημα	motto	σύνθημα	motto	N;NOM;NEUT;SG	
σύνθημα	parolă	σύνθημα	parolă	N;NOM;NEUT;SG	N;INDF;FEM;SG
σύνθημα	parola	σύνθημα	parola	N;NOM;NEUT;SG	N;DEF;FEM;SG
σύνθημα	sloganul	σύνθημα	slogan	N;NOM;NEUT;SG	N;DEF;MASC;SG
λούντβιχ	ludwig	λούντβιχ	ludwig	PROPN;NOM;MASC;SG	PROPN
επιτεύγματα	realizările	επίτευγμα	realizare	N;NOM;NEUT;PL	N;DEF;FEM;PL
κεραυνός	tunetul	κεραυνός	tunet	N;NOM;MASC;SG	N;DEF;MASC;SG
κεραυνός	tunete	κεραυνός	tunet	N;NOM;MASC;SG	N;INDF;FEM;PL
κεραυνός	fulgere	κεραυνός	fulger	N;NOM;MASC;SG	N;INDF;FEM;PL
κεραυνός	fulgerul	κεραυνός	fulger	N;NOM;MASC;SG	N;DEF;MASC;SG
κεραυνός	fulger	κεραυνός	fulger	N;NOM;MASC;SG	
υπολογισμούς	calculele	υπολογισμός	calcul	N;ACC;MASC;PL	N;DEF;FEM;PL
παρών	prezente	παράνω	prezent	N;NOM;MASC;SG	V;IND;PL;3;PRS;FIN
παρών	prezentul	παράνω	prezent	N;NOM;MASC;SG	N;DEF;MASC;SG
παρών	prezentă	παράνω	prezent	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
τσε	che	τσε	che		
τετράγωνα	pătrate	τετράγωνος	pătrat	ADV	N;INDF;FEM;PL
τετράγωνα	blocuri	τετράγωνος	bloc	ADV	N;INDF;FEM;PL
όλιβερ	oliver	όλιβερ	oliver	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
αραβικό	arabă	αραβικός	arab	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
αραβικό	arabe	αραβικός	arab	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
αραβικό	araba	αραβικός	araba	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
αραβικό	arabă	αραβικός	arab	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
γραπτή	scrisa	γραπτός	scrisa	N;NOM;FEM;SG	ADJ;DEF;FEM;SG
γραπτή	scrise	γραπτός	scrie	N;NOM;FEM;SG	V;IND;SG;3;PST;FIN
γραπτή	scrisă	γραπτός	scris	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
μολδαβία	moldova	μολδαβία	moldova	PROPN;ACC;FEM;SG	PROPN
καναδός	canadieni	καναδός	canadian	N;NOM;MASC;SG	ADJ;INDF;MASC;PL
καναδός	canadiană	καναδός	canadian	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
καναδός	canadiene	καναδός	canadian	N;NOM;MASC;SG	ADJ;INDF;FEM;PL
καναδός	canadian	καναδός	canadian	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
ριχάρδος	richard	ριχάρδος	richard	PROPN;NOM;MASC;SG	PROPN
ακαδημαϊκό	academic	ακαδημαϊκός	academic	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ακαδημαϊκό	academică	ακαδημαϊκός	academic	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
ακαδημαϊκό	academice	ακαδημαϊκός	academic	N;NOM;NEUT;SG	ADJ;INDF;FEM;PL
κιμ	kim	κιμ	kim	PROPN;NOM;MASC;SG	PROPN
κοιλιά	burtică	κοιλιός	burtic	N;NOM;FEM;SG	N;INDF;FEM;SG
κοιλιά	burtă	κοιλιός	burtă	N;NOM;FEM;SG	N;INDF;FEM;SG
κοιλιά	burta	κοιλιός	burtă	N;NOM;FEM;SG	N;DEF;FEM;SG
κοιλιά	belly	κοιλιός	belly	N;NOM;FEM;SG	ADJ
κοιλιά	abdomenul	κοιλιός	abdomen	N;NOM;FEM;SG	N;DEF;MASC;SG
πυρ	focul	πυρ	foc	N;NOM;NEUT;SG	N;DEF;MASC;SG
μπάρι	bari	μπάρι	bar		N;INDF;MASC;SG
μπάρι	barry	μπάρι	barry		PROPN
μπάρι	florin	μπάρι	florin		PROPN
προσφέροντας	oferirea	προσφέρω	oferire	V;IPFV;V.CVB;ACT	N;DEF;FEM;SG
προσφέροντας	ofrandă	προσφέρω	ofrandă	V;IPFV;V.CVB;ACT	N;INDF;FEM;SG
ακουστική	acustică	ακουστικός	acustic	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
ακουστική	acustică	ακουστικός	acustic	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
ακουστική	acustice	ακουστικός	acustic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
πολωνική	poloneze	πολωνικός	polonez	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
πολωνική	poloneză	πολωνικός	polonez	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
πέδρο	pedro	πέδρο	pedro		PROPN
αμοιβή	taxa	αμοιβός	taxă	N;NOM;FEM;SG	N;DEF;FEM;SG
αμοιβή	taxă	αμοιβός	taxă	N;NOM;FEM;SG	N;INDF;FEM;SG
αμοιβή	remunerare	αμοιβός	remunerare	N;NOM;FEM;SG	N;INDF;FEM;SG
αμοιβή	remunerație	αμοιβός	remunerație	N;NOM;FEM;SG	N;INDF;FEM;SG
αμοιβή	recompensa	αμοιβός	recompensa	N;NOM;FEM;SG	N;DEF;FEM;SG
αμοιβή	recompensă	αμοιβός	recompensă	N;NOM;FEM;SG	N;INDF;FEM;SG
αμοιβή	răsplată	αμοιβός	răsplată	N;NOM;FEM;SG	N;INDF;FEM;SG
μύθοι	miturile	μύθος	mitură	N;NOM;MASC;PL	N;DEF;FEM;PL
μύθοι	legendele	μύθος	legendă	N;NOM;MASC;PL	N;DEF;FEM;PL
μετατόπιση	tură	μετατόπιση	tură	N;ACC;FEM;SG	N;INDF;FEM;SG
μετατόπιση	tura	μετατόπιση	tură	N;ACC;FEM;SG	N;DEF;FEM;SG
μετατόπιση	deplasare	μετατόπιση	deplasare	N;ACC;FEM;SG	N;INDF;FEM;SG
μετατόπιση	compensa	μετατόπιση	compensa	N;ACC;FEM;SG	V;IND;SG;3;IPFV;FIN
παρουσιάστηκαν	prezentat	παρουσιάζω	prezenta	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
παρουσιάστηκαν	prezentată	παρουσιάζω	prezentat	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
παρουσιάστηκαν	prezentate	παρουσιάζω	prezentat	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;FEM;PL
μέτρια	medii	μέτρι	medie	N;NOM;FEM;SG	N;INDF;FEM;PL
μέτρια	mediu	μέτρι	mediu	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
μέτρια	medie	μέτρι	medie	N;NOM;FEM;SG	N;INDF;FEM;SG
μέτρια	moderate	μέτρι	moderat	N;NOM;FEM;SG	ADJ;INDF;FEM;PL
μέτρια	moderată	μέτρι	moderat	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
μέτρια	moderat	μέτρι	moderat	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
επηρεάσει	influentat	επηρεάζω	influenta	V;PFV;IND;SG;3;FIN;ACT	ADJ;INDF;MASC;SG
επηρεάσει	influențat	επηρεάζω	influența	V;PFV;IND;SG;3;FIN;ACT	ADJ;INDF;MASC;SG
μάρσαλ	marshall	μάρσαλ	marshall		PROPN
ποσά	sumele	ποσό	sumă	N;NOM;NEUT;PL	N;DEF;FEM;PL
συνταγματική	constituționale	συνταγματικός	constituțional	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
υποδομών	infrastructurile	υποδομή	infrastructurile	N;GEN;FEM;PL	N;DEF;FEM;PL
μάζες	masele	μάζη	masă	N;NOM;FEM;PL	N;DEF;FEM;PL
μάζες	maselor	μάζη	masă	N;NOM;FEM;PL	N;DEF;FEM;PL
δορυφόρο	satelitul	δορυφόρο	satelit	N;ACC;MASC;SG	N;DEF;MASC;SG
στροφές	viteză	στροφή	viteză	N;NOM;FEM;PL	N;INDF;FEM;SG
στροφές	viteza	στροφή	viteză	N;NOM;FEM;PL	N;DEF;FEM;SG
στροφές	speed	στροφή	speed	N;NOM;FEM;PL	N;INDF;MASC;SG
στροφές	turația	στροφή	turație	N;NOM;FEM;PL	N;DEF;FEM;SG
τραπέζι	tabelul	τραπέζι	tabel	N;NOM;NEUT;SG	N;DEF;MASC;SG
τραπέζι	masă	τραπέζι	masă	N;NOM;NEUT;SG	N;INDF;FEM;SG
τραπέζι	masa	τραπέζι	masă	N;NOM;NEUT;SG	N;DEF;FEM;SG
διονύσου	dionysos	διόνυσος	dionysos	N;GEN;MASC;SG	PROPN
διαφοροποίηση	diferențiere	διαφοροποίηση	diferențiere	N;ACC;FEM;SG	N;INDF;FEM;SG
διαφοροποίηση	modulare	διαφοροποίηση	modular	N;ACC;FEM;SG	N;INDF;FEM;PL
διαφοροποίηση	diversificarea	διαφοροποίηση	diversificare	N;ACC;FEM;SG	N;DEF;FEM;SG
συνδεδεμένη	conectat	συνδέδω	conecta	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
συνδεδεμένη	conectate	συνδέδω	conecta	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
συνδεδεμένη	conectată	συνδέδω	conecta	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
συνδεδεμένη	legate	συνδέδω	legat	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
συνδεδεμένη	legată	συνδέδω	lega	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
εγκέφαλο	creierul	εγκέφαλος	creier	N;ACC;MASC;SG	N;DEF;MASC;SG
προσθέτοντας	adăugarea	προσθέτω	adăugare	V;IPFV;V.CVB;ACT	N;DEF;FEM;SG
χασάν	hassan	χάσα	hassan		PROPN
χασάν	hasan	χάσα	hasan		N;INDF;MASC;SG
εκτελέστηκαν	executate	εκτελώ	executa	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;FEM;PL
εκτελέστηκαν	executată	εκτελώ	executa	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
εκτελέστηκαν	executat	εκτελώ	executa	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
φλόγα	flacăra	φλόγα	flacără	N;NOM;FEM;SG	N;DEF;FEM;SG
φλόγα	flacara	φλόγα	flacară	N;NOM;FEM;SG	N;DEF;FEM;SG
φλόγα	flacără	φλόγα	flacără	N;NOM;FEM;SG	N;INDF;FEM;SG
ηλέκτρα	elektra	ηλέκτρα	elektra	PROPN;NOM;FEM;SG	PROPN
ηλέκτρα	electra	ηλέκτρα	electra	PROPN;NOM;FEM;SG	PROPN
οργανώνει	organizeaza	οργανώνω	organizeaza	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
ραούλ	raoul	ραούλ	rao	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
ραούλ	raul	ραούλ	raul	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
ραούλ	raúl	ραούλ	raúl	PROPN;NOM;MASC;SG	PROPN
δον	don	δον	don	N;NOM;MASC;SG	PROPN
μποτσουάνα	botswana	μποτσουάνα	botswană		PROPN
αρμονία	armonia	αρμονία	armonie	N;NOM;FEM;SG	N;DEF;FEM;SG
αρμονία	armonie	αρμονία	armonie	N;NOM;FEM;SG	N;INDF;FEM;SG
τσάρλι	charlie	τσάρλι	charlie	PROPN;NOM;MASC;SG	PROPN
ηλιακή	solare	ηλιακός	solar	N;NOM;FEM;SG	N;INDF;FEM;PL
ηλιακή	solară	ηλιακός	sola	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
μοτίβα	tiparele	μοτίβα	tipar	N;NOM;NEUT;PL	N;DEF;FEM;PL
κινδύνους	riscurile	κίνδυνος	risc	N;ACC;MASC;PL	N;DEF;FEM;PL
κινδύνους	pericolele	κίνδυνος	pericol	N;ACC;MASC;PL	N;DEF;FEM;PL
πύργοι	towers	πύργος	towers	N;NOM;MASC;PL	PROPN
πύργοι	turnurile	πύργος	turn	N;NOM;MASC;PL	N;DEF;FEM;PL
φόρουμ	forumuri	φόρουμ	forum	N;NOM;MASC;SG	N;INDF;FEM;PL
φόρουμ	forumul	φόρουμ	forum	N;NOM;MASC;SG	N;DEF;MASC;SG
διαφθορά	coruptie	διαφθορά	coruptie	N;NOM;FEM;SG	N;INDF;FEM;SG
μεμονωμένα	individual	μεμονωμένος	individual	ADV	ADJ;INDF;MASC;SG
μεμονωμένα	individuală	μεμονωμένος	individual	ADV	ADJ;INDF;FEM;SG
μεμονωμένα	individ	μεμονωμένος	individ	ADV	N;INDF;MASC;SG
μεμονωμένα	individual	μεμονωμένος	individual	ADV	ADJ;INDF;MASC;SG
μεμονωμένα	individuale	μεμονωμένος	individual	ADV	ADJ;INDF;FEM;PL
στράτευμα	trupă	στράτευμα	trupă	N;NOM;NEUT;SG	N;INDF;FEM;SG
στράτευμα	trupele	στράτευμα	trupă	N;NOM;NEUT;SG	N;DEF;FEM;PL
στράτευμα	trupe	στράτευμα	trupă	N;NOM;NEUT;SG	N;INDF;FEM;PL
τετάρτη	miercurea	τετάρτη	miercure	N;NOM;FEM;SG	N;DEF;FEM;SG
