right	jobbra	righta	jobbra		ADV
civilne	civil	civilen	civil	ADJ;NOM;FEM;PL	
civilne	polgári	civilen	polgári	ADJ;NOM;FEM;PL	ADJ;NOM;SG
nos	orrot	nos	oror	N;NOM;MASC;SG	N;ACC;SG
torino	torino	torina	torino	PROPN;NOM;NEUT;SG	
znake	jelek	znak	jelek	N;ACC;MASC;PL	N;NOM;PL
znake	jelzések	znak	jelzés	N;ACC;MASC;PL	N;NOM;PL
znake	táblák	znak	táblák	N;ACC;MASC;PL	N;NOM;PL
projekte	projektek	projekt	projek	N;ACC;MASC;PL	N;NOM;PL
socialistov	szocialisták	socialist	szocialista	N;GEN;MASC;PL	N;NOM;PL
ekonomske	gazdasági	ekonomski	gazdasági	ADJ;NOM;FEM;PL	ADJ;NOM;SG
mleko	tejet	mleko	téj	N;NOM;NEUT;SG	N;ACC;SG
meritve	mérés	meritev	mérés	N;NOM;FEM;PL	N;NOM;SG
meritve	mérés	meritev	mérés	N;NOM;FEM;PL	N;NOM;SG
poškodba	kár	poškodba	kár	N;NOM;FEM;SG	
turneja	tour	turnej	tour	N;NOM;FEM;SG	
škoda	kár	škoda	kár	N;NOM;FEM;SG	
škoda	szégyen	škoda	szégyen	N;NOM;FEM;SG	
škoda	kár	škoda	kár	N;NOM;FEM;SG	
škoda	kárt	škoda	kár	N;NOM;FEM;SG	N;ACC;SG
obdaja	körülvevő	obdajati	körülvevő	V;IPFV;IND;SG;3;PRS;FIN	ADV;V.CVB
obdaja	környező	obdajati	környező	V;IPFV;IND;SG;3;PRS;FIN	
najdaljši	leghosszabb	dolg	naghosszú	ADJ;NOM;DEF;RL;MASC;SG	
ward	ward	ward	ward		
klet	pincében	klet	pinc	N;NOM;FEM;SG	N;IN+ESS;SG
klet	alagsorban	klet	alagsor	N;NOM;FEM;SG	N;IN+ESS;SG
odpre	nyitható	odpreti	nyitható	V;PFV;IND;SG;3;PRS;FIN	
aerospace	aerospace	aerospace	aerospace	N;NOM;MASC;SG	
tiče	kakasok	tikati	kakas	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
petnajst	tizenöt	petnajst	tizenöt	NUM;NOM;PL	
petnajst	fifteen	petnajst	fifteen	NUM;NOM;PL	
odraža	tükrözze	odražati	tükröz	V;IPFV;IND;SG;3;PRS;FIN	V;DEF;IMP;SG;3;PRS;FIN;ACT
odraža	tükrözik	odražati	tükrözik	V;IPFV;IND;SG;3;PRS;FIN	V;DEF;IND;PL;3;PRS;FIN;ACT
odraža	tükrözze	odražati	tükröz	V;IPFV;IND;SG;3;PRS;FIN	V;DEF;IMP;SG;3;PRS;FIN;ACT
preprost	szimpla	preprosto	szimpla	ADJ;NOM;INDF;MASC;SG	
odlok	rendelet	odlok	rendelet	N;NOM;MASC;SG	
odlok	rendelet	odlok	rendelet	N;NOM;MASC;SG	
île	île	île	île	PROPN;NOM;MASC;SG	N;NOM;SG
vzorci	mintákat	vzorec	minta	N;NOM;MASC;PL	N;ACC;PL
vzorci	mintákat	vzorec	minta	N;NOM;MASC;PL	N;ACC;PL
vrti	szédülés	vrteti	szédülés	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
nada	nada	nada	nad	PROPN;NOM;MASC;SG	
rude	érc	rud	érc	N;NOM;FEM;PL	N;NOM;SG
uporabnost	hasznosságát	uporabnost	hasznosság	N;NOM;FEM;SG	N;ACC;SG
uporabnost	alkalmazhatóságát	uporabnost	alkalmazhatóság	N;NOM;FEM;SG	N;ACC;SG
topov	ágyúk	top	ágyúk	N;GEN;MASC;PL	N;NOM;PL
topov	ágyúkat	top	ágyúkat	N;GEN;MASC;PL	N;ACC;SG
sposobni	képes	sposoben	képes	ADJ;NOM;MASC;PL	
pripravljeni	kész	pripravljen	kész	ADJ;NOM;MASC;PL;V.PTCP	
pripravljeni	felkészült	pripravljen	felkészült	ADJ;NOM;MASC;PL;V.PTCP	
pripravljeni	elkészítve	pripravljen	elkészítve	ADJ;NOM;MASC;PL;V.PTCP	ADV;V.CVB
pripravljeni	előkészítve	pripravljen	előkészítve	ADJ;NOM;MASC;PL;V.PTCP	ADV;V.CVB
pripravljeni	elkészített	pripravljen	elkészített	ADJ;NOM;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
razdelitev	forgalmazási	razdelitev	forgalmazási	N;NOM;FEM;SG	ADJ;NOM;SG
phillips	phillips	phillips	phillips	N;NOM;MASC;SG	
jamo	barlang	jama	barlang	N;ACC;FEM;SG	N;NOM;SG
jamo	verem	jama	verem	N;ACC;FEM;SG	
jamo	gödör	jama	gödör	N;ACC;FEM;SG	N;NOM;SG
ehc	ehc	ehc	ehc	N;NOM;MASC;SG	
rado	rado	rada	rado	N;NOM;MASC;SG	
virginija	virginiában	virginija	virginia	N;NOM;FEM;SG	N;IN+ESS;SG
virginija	virginia	virginija	virginia	N;NOM;FEM;SG	
virginija	virginiai	virginija	virginiai	N;NOM;FEM;SG	ADJ;NOM;SG
sarajevo	szarajevó	sarajev	szarajevó	ADJ;NOM;NEUT;SG	N;NOM;SG
kristina	kristina	kristina	kristina	N;NOM;FEM;SG	
palmer	palmer	palmera	palmer	N;NOM;MASC;SG	PROPN;NOM;SG
situacije	helyzetekben	situacija	helyzet	N;NOM;FEM;PL	N;IN+ESS;PL
lago	iago	lago	iago	N;NOM;MASC;SG	
lago	lago	lago	lago	N;NOM;MASC;SG	
albin	albin	albin	albin	PROPN;NOM;MASC;SG	
teorij	elméletek	teorija	elmélet	N;GEN;FEM;PL	N;NOM;PL
določitev	megjelölés	določitev	megjelölés	N;NOM;FEM;SG	
pomembnost	relevánsak	pomembnost	releváns	N;NOM;FEM;SG	ADJ;NOM;PL
finsko	finnország	finski	finnország	ADJ;NOM;NEUT;SG	N;NOM;SG
finsko	finn	finski	finn	ADJ;NOM;NEUT;SG	
kate	kate	kata	kate	PROPN;NOM;FEM;SG	PROPN;NOM;SG
mac	mac	maca	mac	N;NOM;MASC;SG	
zala	zala	zala	zala	PROPN;NOM;FEM;SG	
medina	medina	medina	medina	N;NOM;MASC;SG	
whitney	whitney	whitney	whitney	PROPN;NOM;FEM;SG	
inženirjev	mérnökök	inženir	mérnök	N;GEN;MASC;PL	N;NOM;PL
ravnina	sík	ravnina	sík	N;NOM;FEM;SG	
ravnina	repülővel	ravnina	repülő	N;NOM;FEM;SG	N;INS;SG
ravnina	repülő	ravnina	repülő	N;NOM;FEM;SG	
makedonija	macedónia	makedonija	macedónia	N;NOM;FEM;SG	
uni	uni	uniti	uni	N;NOM;MASC;SG	
milena	milena	milen	milena	PROPN;NOM;FEM;SG	
zakone	jogszabályok	zakon	jogszabály	N;ACC;MASC;PL	N;NOM;PL
zakone	törvények	zakon	törvény	N;ACC;MASC;PL	N;NOM;PL
preteklost	elmúlt	preteklost	elmúlt	N;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
preteklost	múltbeli	preteklost	múltbeli	N;NOM;FEM;SG	ADJ;NOM;SG
razume	megért	razumeti	meg+ér	V;IND;SG;3;PRS;FIN	
sosednje	szomszédos	sosednji	szomszédos	ADJ;NOM;FEM;PL	
sosednje	szomszédos	sosednji	szomszédos	ADJ;NOM;FEM;PL	
sinov	fiaim	sinov	fia	N;GEN;MASC;PL	
sinov	fiai	sinov	fiai	N;GEN;MASC;PL	N;NOM;PL
laboratorij	laboratóriumi	laboratorij	laboratóriumi	N;NOM;MASC;SG	ADJ;NOM;SG
avtomobil	autóval	avtomobil	autó	N;NOM;MASC;SG	N;INS;SG
avtomobil	kocsival	avtomobil	kocsi	N;NOM;MASC;SG	
čisti	tisztán	čist	tiszta	ADJ;NOM;DEF;MASC;SG	
čisti	tiszta	čist	tiszta	ADJ;NOM;DEF;MASC;SG	
ključno	key	ključen	key	ADJ;NOM;NEUT;SG	
ključno	kulcs	ključen	kulcs	ADJ;NOM;NEUT;SG	N;NOM;SG
komercialno	reklám	komercialen	reklám	ADV	N;NOM;SG
komercialno	kereskedelmi	komercialen	kereskedelmi	ADV	ADJ;NOM;SG
obleke	ruha	obleka	ruha	N;NOM;FEM;PL	N;NOM;SG
obleke	ruhát	obleka	ruha	N;NOM;FEM;PL	N;ACC;SG
obleke	ruházata	obleka	ruházat	N;NOM;FEM;PL	N;NOM;SG
obleke	ruházat	obleka	ruházat	N;NOM;FEM;PL	N;NOM;SG
obleke	ruha	obleka	ruha	N;NOM;FEM;PL	N;NOM;SG
obleke	ruhákat	obleka	ruha	N;NOM;FEM;PL	N;ACC;PL
obleke	öltöny	obleka	öltöny	N;NOM;FEM;PL	N;NOM;SG
obleke	öltönyt	obleka	öltöny	N;NOM;FEM;PL	N;ACC;SG
krim	krím	krim	krím	PROPN;NOM;MASC;SG	
bogastvo	szerencse	bogastvo	szerencse	N;NOM;NEUT;SG	
bogastvo	vagyont	bogastvo	vagyont	N;NOM;NEUT;SG	N;ACC;SG
hitri	fürge	hiter	fürge	ADJ;NOM;DEF;MASC;SG	
hitri	gyorsan	hiter	gyors	ADJ;NOM;DEF;MASC;SG	ADJ;FRML;SG
hitri	gyors	hiter	gyors	ADJ;NOM;DEF;MASC;SG	
nogomet	football	nogomet	football	N;NOM;MASC;SG	N;IN+ESS;SG
potrebo	kell	potreba	kell	N;ACC;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
potrebo	szükséges	potreba	szükséges	N;ACC;FEM;SG	ADJ;NOM;SG
damon	damon	damon	damon	N;NOM;MASC;SG	PROPN;NOM;SG
missouri	missouri	missori	missouri	N;NOM;FEM;SG	
stika	kapcsolatfelvétel	stik	kapcsolatfelvétel	N;GEN;MASC;SG	N;NOM;SG
stika	kapcsolattartó	stik	kapcsolattartó	N;GEN;MASC;SG	N;NOM;SG
stika	kontakt	stik	kontakt	N;GEN;MASC;SG	
stika	érintkezés	stik	érintkezés	N;GEN;MASC;SG	N;NOM;SG
stika	kapcsolat	stik	kapcsolat	N;GEN;MASC;SG	N;NOM;SG
stika	kapcsolatba	stik	kapcsolat	N;GEN;MASC;SG	N;IN+ALL;SG
tiger	tigris	tiger	tigris	N;NOM;MASC;SG	
tiger	tiger	tiger	tiger	N;NOM;MASC;SG	
kvadrat	square	kvadrat	sóuar	N;NOM;MASC;SG	
kvadrat	szögletes	kvadrat	szögletes	N;NOM;MASC;SG	
kvadrat	négyzetes	kvadrat	négyzetes	N;NOM;MASC;SG	ADJ;NOM;SG
kvadrat	négyzet	kvadrat	négyzet	N;NOM;MASC;SG	
kvadrat	négyzet	kvadrat	négyzet	N;NOM;MASC;SG	
tekoči	folyékony	tekoč	folyékony	ADJ;NOM;MASC;PL;V.PTCP	N;ON+ESS;SG
tekoči	folyadék	tekoč	folyadék	ADJ;NOM;MASC;PL;V.PTCP	N;NOM;SG
ashley	ashley	ashley	ashley	PROPN;NOM;FEM;SG	
olga	olga	olg	olga	PROPN;NOM;FEM;SG	
sobe	szoba	soba	szoba	N;NOM;FEM;PL	N;NOM;SG
sobe	szobákban	soba	szoba	N;NOM;FEM;PL	N;IN+ESS;PL
italia	italia	italia	italia	PROPN;NOM;MASC;SG	
naboji	golyó	naboj	golyó	N;NOM;MASC;PL	N;NOM;SG
naboji	patron	naboj	patron	N;NOM;MASC;PL	N;NOM;SG
naboji	töltény	naboj	töltény	N;NOM;MASC;PL	N;NOM;SG
tkivo	szövetek	tkivo	szövet	N;NOM;NEUT;SG	N;NOM;PL
zdravnika	orvos	zdravnik	orvos	N;ACC;MASC;SG	N;NOM;SG
zdravnika	orvos	zdravnik	orvos	N;ACC;MASC;SG	N;NOM;SG
epizod	epizódok	epizod	epizód	N;GEN;FEM;PL	N;NOM;PL
epizod	epizód	epizod	epizód	N;GEN;FEM;PL	N;NOM;SG
podaja	passz	podajati	passz	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
turistični	turisták	turističen	turista	ADJ;NOM;MASC;SG	N;NOM;PL
turistični	turista	turističen	turista	ADJ;NOM;MASC;SG	N;NOM;SG
severozahodni	northwestern	severozahoden	northwestern	ADJ;NOM;DEF;MASC;SG	
severozahodni	északnyugati	severozahoden	északnyugati	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
severozahodni	északnyugat	severozahoden	északnyug	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
veščine	készség	veščina	készség	N;NOM;FEM;PL	N;NOM;SG
veščine	szakértelem	veščina	szakértelem	N;NOM;FEM;PL	N;NOM;SG
veščine	képesség	veščina	képesség	N;NOM;FEM;PL	N;NOM;SG
veščine	készség	veščina	készség	N;NOM;FEM;PL	N;NOM;SG
papeški	pápai	papeški	pápai	ADJ;NOM;MASC;SG	
simpson	simpson	simpson	simpson	PROPN;NOM;MASC;SG	
wing	szárnyat	wing	szárny		N;ACC;SG
wing	szárnya	wing	szárny		N;NOM;SG
wing	wing	wing	wing		
wing	szárny	wing	szárny		N;NOM;SG
merilo	skálán	merilo	skálán	N;NOM;NEUT;SG	N;ON+ESS;SG
merilo	mérték	merilo	mér	N;NOM;NEUT;SG	
merilo	szempontok	merilo	szempont	N;NOM;NEUT;SG	N;NOM;PL
merilo	kritériumok	merilo	kritérium	N;NOM;NEUT;SG	N;NOM;PL
braziliji	brasil	braziloj	brasil	N;NOM;FEM;SG	
bobby	bobby	bobby	bobby	PROPN;NOM;MASC;SG	
obljubil	ígéret	obljubiti	ígér	V;PFV;MASC;SG;V.PTCP	N;NOM;SG
greben	ridge	greben	ridge	N;NOM;MASC;SG	
bavarska	bajorország	bavarski	bajorország	ADJ;NOM;FEM;SG	N;NOM;SG
udarec	robbantani	udarec	robbant	N;NOM;MASC;SG	V;NFIN;ACT
odstrani	eltávolítás	odstran	eltávolítás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
odstrani	eltávolítása	odstran	eltávolítás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
prenesel	letöltött	prenesti	letöltött	V;PFV;MASC;SG;V.PTCP	
imi	imi	imeti	imi	PROPN;NOM;MASC;SG	
sončni	napsütés	sončen	napsütés	ADJ;NOM;MASC;SG	N;NOM;SG
sončni	napfényes	sončen	napfényes	ADJ;NOM;MASC;SG	N;NOM;SG
sončni	sunny	sončen	sunny	ADJ;NOM;MASC;SG	
sončni	napenergia	sončen	napenergia	ADJ;NOM;MASC;SG	N;NOM;SG
zavrti	forgás	zavrt	forgás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
zavrti	forgatás	zavrt	forgatás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
zavrti	spin	zavrt	spin	V;PFV;IND;SG;3;PRS;FIN	
zavrti	forgás	zavrt	forgás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
farina	farina	farina	farina	N;NOM;MASC;SG	
rome	romák	rome	roma	N;NOM;MASC;SG	N;NOM;PL
rome	roma	rome	roma	N;NOM;MASC;SG	
tradicionalna	hagyományos	tradicionalen	hagyományos	ADJ;NOM;FEM;SG	
družbena	szociális	družben	szociális	ADJ;NOM;FEM;SG	N;NOM;SG
makedonski	macedón	makedonski	macedón	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
bois	bois	bois	bois	PROPN;NOM;MASC;SG	
kača	snake	kača	snake	N;NOM;FEM;SG	
parov	párok	par	párok	N;GEN;MASC;PL	N;NOM;PL
parov	párokat	par	pár	N;GEN;MASC;PL	N;ACC;PL
parov	párok	par	párok	N;GEN;MASC;PL	N;NOM;PL
parov	párban	par	pár	N;GEN;MASC;PL	N;IN+ESS;SG
izbrano	választott	izbran	választott	ADJ;NOM;NEUT;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
izbrano	kiválasztottak	izbran	ki+választ	ADJ;NOM;NEUT;SG;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
izbrano	kiválasztott	izbran	kiválasztott	ADJ;NOM;NEUT;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
izbrano	kijelölt	izbran	kijelölt	ADJ;NOM;NEUT;SG;V.PTCP	
izbrano	kiválasztva	izbran	kiválasztva	ADJ;NOM;NEUT;SG;V.PTCP	ADV;V.CVB
izbrano	kiválasztott	izbran	kiválasztott	ADJ;NOM;NEUT;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
psov	kutyák	pes	kutya	N;GEN;MASC;PL	N;NOM;PL
psov	kutyáknak	pes	kutya	N;GEN;MASC;PL	N;DAT;PL
psov	kutya	pes	kutya	N;GEN;MASC;PL	N;NOM;SG
celico	cella	celica	cella	N;ACC;FEM;SG	N;NOM;SG
celico	sejt	celica	sejt	N;ACC;FEM;SG	N;NOM;SG
slavo	hírnév	slava	hírnév	N;ACC;FEM;SG	N;NOM;SG
slavo	dicsőség	slava	dicsőség	N;ACC;FEM;SG	N;NOM;SG
babica	nagymama	babica	nagymam	N;NOM;FEM;SG	
babica	nagymama	babica	nagymam	N;NOM;FEM;SG	
izumil	fantázia	izumiti	fantázia	V;PFV;MASC;SG;V.PTCP	
navidezno	látszólag	navidezen	látszólag	ADV	
navidezno	kvázi	navidezen	kvázi	ADV	
navidezno	látszólag	navidezen	látszólag	ADV	
navidezno	virtuális	navidezen	virtuális	ADV	N;NOM;SG
philipp	philipp	philipp	philipp	N;NOM;MASC;SG	
meyer	meyer	meyero	meyer		
phil	phil	phiti	phil		
kombinacijo	kombináció	kombinacija	kombináció	N;ACC;FEM;SG	N;NOM;SG
miro	mirha	mira	mirha	N;NOM;MASC;SG	
miro	miro	mira	miro	N;NOM;MASC;SG	
miro	mira	mira	mira	N;NOM;MASC;SG	
sobi	terem	soba	terem	N;NOM;FEM;DU	N;NOM;SG
sobi	szoba	soba	szoba	N;NOM;FEM;DU	N;NOM;SG
konji	lovakat	konj	lovak	N;NOM;MASC;PL	N;ACC;PL
sato	sato	sato	sato	PROPN;NOM;MASC;SG	
krili	szárnyakat	krilo	szárny	N;NOM;MASC;PL	N;ACC;PL
krili	szárny	krilo	szárny	N;NOM;MASC;PL	N;NOM;SG
princip	elv	princip	elv	N;NOM;MASC;SG	
zmerno	mérsékelt	zmerno	mérsékel	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
zmerno	közepes	zmerno	közepes	ADV	ADJ;NOM;SG
zmerno	mérsékelt	zmerno	mérsékel	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
zmerno	mérsékelten	zmerno	mérsékelt	ADV	ADJ;FRML;SG
naslikal	festve	naslikati	festve	V;PFV;MASC;SG;V.PTCP	N;NOM;SG
davek	adó	davek	adó	N;NOM;MASC;SG	
davek	adók	davek	adó	N;NOM;MASC;SG	N;NOM;PL
kipa	kip	kipa	kip	N;NOM;MASC;SG	
kipa	szobrot	kipa	szobor	N;NOM;MASC;SG	N;ACC;SG
stevens	stevens	stevens	stevens	PROPN;NOM;MASC;SG	
jon	jon	jon	jon	PROPN;NOM;MASC;SG	
pozitivna	pozitívak	pozitiven	pozitív	ADJ;NOM;FEM;SG	ADJ;NOM;PL
himna	himnuszt	himen	himnusz	N;NOM;FEM;SG	N;ACC;SG
panzer	panzer	panzer	panzer	N;NOM;MASC;SG	
gorovje	hegyek	gorovje	hegy	N;NOM;NEUT;SG	N;NOM;PL
jackie	jackie	jackie	jacki	PROPN;NOM;MASC;SG	N;NOM;SG
opeke	tégla	opeka	tégla	N;NOM;FEM;PL	N;NOM;SG
delavca	dolgozó	delavec	dolgozó	N;ANIM;ACC;MASC;SG	ADJ;NOM;SG
delavca	munkavállaló	delavec	munkavállaló	N;ANIM;ACC;MASC;SG	N;NOM;SG
delavca	munkás	delavec	munkás	N;ANIM;ACC;MASC;SG	N;NOM;SG
razdeljeno	osztva	razdeljen	osztva	ADJ;NOM;NEUT;SG;V.PTCP	ADV;V.CVB
razdeljeno	megosztott	razdeljen	megosztott	ADJ;NOM;NEUT;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
razdeljeno	megosztva	razdeljen	megosztva	ADJ;NOM;NEUT;SG;V.PTCP	ADV;V.CVB
craig	craig	craig	craig	PROPN;NOM;MASC;SG	
tatjana	tatiana	tatjan	tatian	N;NOM;FEM;SG	
cvet	blossom	cvet	blossom	N;NOM;MASC;SG	
cvet	virágos	cvet	virágos	N;NOM;MASC;SG	
marne	marne	maren	mar	PROPN;NOM;MASC;SG	
opremljena	felszerelve	opremljen	felszerelve	ADJ;NOM;FEM;SG;V.PTCP	ADV;V.CVB
opremljena	felszerelt	opremljen	felszerelt	ADJ;NOM;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
cape	cape	capa	cap	PROPN;NOM;MASC;SG	
cape	fok	capa	fok	PROPN;NOM;MASC;SG	N;NOM;SG
cape	köpeny	capa	köpeny	PROPN;NOM;MASC;SG	N;NOM;SG
angleži	angolul	anglež	angolul	N;NOM;MASC;PL	
angleži	angol	anglež	angol	N;NOM;MASC;PL	
vili	villa	vila	villa	N;NOM;FEM;SG	
chan	chan	chan	chan	PROPN;NOM;MASC;SG	PROPN;NOM;SG
čet	thu	čet	thu	N;NOM;MASC;SG	
čet	katonák	čet	katona	N;NOM;MASC;SG	N;NOM;PL
čet	csapatok	čet	csapat	N;NOM;MASC;SG	N;NOM;PL
ville	ville	vill	ville	PROPN;NOM;FEM;PL	
mamo	anyu	mama	anyu	N;ACC;FEM;SG	
mamo	anya	mama	anya	N;ACC;FEM;SG	N;NOM;SG
mamo	édesanyám	mama	édesanya	N;ACC;FEM;SG	N;NOM;SG
mamo	anya	mama	anya	N;ACC;FEM;SG	N;NOM;SG
galaksij	galaxisok	galaksija	galaxisok	N;GEN;FEM;PL	N;NOM;PL
gost	vendég	gost	vendég		N;NOM;SG
bitk	csaták	bitk	csaták	N;GEN;FEM;PL	N;NOM;PL
bruins	bruins	bruins	bruins	PROPN;NOM;MASC;SG	N;NOM;SG
giacomo	giacomo	giacoma	giacomo	N;NOM;MASC;SG	
ledvic	vesét	ledvica	vesét	N;GEN;FEM;PL	N;ACC;SG
ledvic	vese	ledvica	vese	N;GEN;FEM;PL	N;NOM;SG
spomini	emlék	spomin	emlék	N;NOM;MASC;PL	N;NOM;SG
spomini	memória	spomin	memória	N;NOM;MASC;PL	N;NOM;SG
spomini	emlék	spomin	emlék	N;NOM;MASC;PL	N;NOM;SG
spomini	emlékezet	spomin	emlékezet	N;NOM;MASC;PL	N;NOM;SG
kopenski	földi	kopenski	föld	ADJ;NOM;DEF;MASC;SG	
kopenski	földfelszíni	kopenski	földfelszíni	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
kopenski	szárazföldi	kopenski	szárazföldi	ADJ;NOM;DEF;MASC;SG	
poklicno	szakmailag	poklicen	szakmailag	ADJ;NOM;NEUT;SG	
miles	miles	miles	miles		
miles	mérföld	miles	mérföld		N;NOM;SG
kristus	krisztus	kristus	krisztus	N;NOM;MASC;SG	
shranjevanje	megmenteni	shranjevanje	megment	N;NOM;NEUT;SG	V;NFIN;ACT
shranjevanje	tároló	shranjevanje	tároló	N;NOM;NEUT;SG	ADJ;NOM;SG
raziskuje	felfedezés	raziskovati	felfedezés	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
raziskuje	felfedező	raziskovati	felfedező	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
lopez	lopez	lopez	lopez	N;NOM;MASC;SG	
veri	faith	vera	faith	N;NOM;FEM;SG	
veri	hittel	vera	hit	N;NOM;FEM;SG	N;INS;SG
veri	hitet	vera	hít	N;NOM;FEM;SG	N;ACC;SG
federacije	föderáció	federacija	föderáció	N;NOM;FEM;PL	N;NOM;SG
federacije	szövetség	federacija	szövetség	N;NOM;FEM;PL	N;NOM;SG
hudi	súlyos	hud	súlyos	ADJ;NOM;MASC;SG	
lisa	lisa	lisa	lisa	N;NOM;FEM;SG	
nedelja	vasárnap	nedeljati	vasárnap	N;NOM;FEM;SG	
nedelja	vasárnapi	nedeljati	vasárnapi	N;NOM;FEM;SG	
piramide	piramis	piramid	piramis	N;NOM;FEM;PL	
gerald	gerald	gerald	gerald	N;NOM;MASC;SG	
aus	aus	aus	aus		
anders	anders	anders	anders	N;NOM;MASC;SG	PROPN;NOM;SG
neil	neil	neiti	neil	PROPN;NOM;MASC;SG	
edwin	edwin	edwin	edwin	PROPN;NOM;MASC;SG	
princeton	princeton	princeton	princet	PROPN;NOM;MASC;SG	N;NOM;SG
todd	todd	todd	todd	PROPN;NOM;MASC;SG	
univerz	egyetemek	univerza	egyetem	N;GEN;FEM;PL	N;NOM;PL
prejšnji	előző	prejšnji	előző	ADJ;NOM;MASC;SG	
prejšnji	korábbi	prejšnji	korábbi	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;SG
mathieu	mathieu	mathi	mathieu	N;NOM;MASC;SG	
sladkorja	cukor	sladkor	cukor	N;GEN;MASC;SG	N;NOM;SG
sladkorja	cukrot	sladkor	cukrot	N;GEN;MASC;SG	N;ACC;SG
sladkorja	cukorral	sladkor	cukor	N;GEN;MASC;SG	N;INS;SG
ein	ein	ein	ein		
nepravilnosti	szabálytalanság	nepravilnost	szabálytalanság	N;GEN;FEM;SG	N;NOM;SG
nepravilnosti	szabálytalanságok	nepravilnost	szabálytalanság	N;GEN;FEM;SG	N;NOM;PL
nepravilnosti	anomáliák	nepravilnost	anomália	N;GEN;FEM;SG	N;NOM;PL
nepravilnosti	rendellenességek	nepravilnost	rendellenesség	N;GEN;FEM;SG	N;NOM;PL
nepravilnosti	szabálytalanság	nepravilnost	szabálytalanság	N;GEN;FEM;SG	N;NOM;SG
nepravilnosti	szabálytalanságok	nepravilnost	szabálytalanság	N;GEN;FEM;SG	N;NOM;PL
han	han	han	han	N;NOM;MASC;SG	
roland	roland	roland	roland	N;NOM;MASC;SG	
krajevna	helyi	krajeven	helyi	ADJ;NOM;FEM;SG	
spreminjanje	változik	spreminjanje	változik	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
uspešnost	hatékonyságát	uspešnost	hatékonyság	N;NOM;FEM;SG	N;ACC;SG
uspešnost	sikeres	uspešnost	sikeres	N;NOM;FEM;SG	
molitve	ima	molitev	ima	N;NOM;FEM;PL	N;NOM;SG
molitve	imát	molitev	imát	N;NOM;FEM;PL	N;ACC;SG
molitve	imádság	molitev	imádság	N;NOM;FEM;PL	N;NOM;SG
celine	céline	celina	céline	N;NOM;FEM;PL	N;NOM;SG
celine	celine	celina	celine	N;NOM;FEM;PL	
celine	kontinens	celina	kontinens	N;NOM;FEM;PL	N;NOM;SG
battista	battista	battist	battista	N;NOM;MASC;SG	
orel	sas	orela	sas	N;NOM;MASC;SG	
orel	eagle	orela	eagle	N;NOM;MASC;SG	
jasna	tiszta	jasen	tiszta	ADJ;NOM;FEM;SG	
hubert	hubert	hubert	huber	N;NOM;MASC;SG	
charlotte	charlotte	charlott	charl	PROPN;NOM;FEM;SG	
bella	bella	bell	bella	N;NOM;FEM;SG	
nominiran	jelöltek	nominiran	jelöl	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;NOM;PL
nominiran	jelölt	nominiran	jelöl	ADJ;NOM;INDF;MASC;SG;V.PTCP	
rumeni	sárgák	rume	sár	ADJ;NOM;DEF;MASC;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
rumeni	sárga	rume	sárga	ADJ;NOM;DEF;MASC;SG	
papirja	papír	papir	papír	N;GEN;MASC;SG	N;NOM;SG
zaposlitev	felvételi	zaposlitev	felvételi	N;NOM;FEM;SG	ADJ;NOM;SG
zaposlitev	foglalkoztatási	zaposlitev	foglalkoztatási	N;NOM;FEM;SG	ADJ;NOM;SG
lucija	lucy	lucija	lucy	N;NOM;FEM;SG	
lucija	lucia	lucija	lucia	N;NOM;FEM;SG	
