que	že	que	že	PRO;MASC;SG	CONJ
certamente	urcite	certamente	urcite	ADV	INTJ
certamente	určite	certamente	určite	ADV	PART
certamente	isto	certamente	isto	ADV	PART
sydney	sydney	sydney	sydney	N;MASC;SG	ADV
prémios	poistné	prémio	poistný	N;MASC;PL	ADJ;NOM;NEUT;SG
prémios	ocenenie	prémio	ocenenie	N;MASC;PL	N;NOM;NEUT;SG
prémios	awards	prémio	awards	N;MASC;PL	
incluído	zaradené	incluir	zaradený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
incluído	zahrnuté	incluir	zahrnutý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
incluído	zahrnutý	incluir	zahrnutý	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
humanas	ľudský	humano	ľudský	N;FEM;PL	ADJ;INAN;NOM;MASC;SG
humanas	ľudských	humano	ľudský	N;FEM;PL	ADJ;GEN;MASC;PL
humanas	človek	humano	človek	N;FEM;PL	N;ANIM;NOM;MASC;SG
humanas	ľudské	humano	ľudský	N;FEM;PL	ADJ;NOM;NEUT;SG
humanas	ľudská	humano	ľudský	N;FEM;PL	ADJ;NOM;FEM;SG
eletrônicos	elektronika	eletrônico	elektronika	N;MASC;PL	N;NOM;FEM;SG
eletrônicos	elektronický	eletrônico	elektronický	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
eletrônicos	elektronická	eletrônico	elektronický	N;MASC;PL	ADJ;NOM;FEM;SG
eletrônicos	elektronické	eletrônico	elektronický	N;MASC;PL	ADJ;NOM;NEUT;SG
eletrônicos	elektronickej	eletrônico	elektronický	N;MASC;PL	ADJ;GEN;FEM;SG
democrático	demokratických	democrático	demokratický	ADJ;MASC;SG	ADJ;GEN;MASC;PL
ohio	ohio	ohio	ohio	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
leia	čítajte	ler	čítať	V;SBJV;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;POS;FIN
leia	čítaj	ler	čítať	V;SBJV;SG;3;PRS;FIN	INTJ
leia	čítanie	ler	čítanie	V;SBJV;SG;3;PRS;FIN	N;NOM;NEUT;SG
leia	leia	ler	lej	V;SBJV;SG;3;PRS;FIN	N;NOM;FEM;SG
deriva	drift	deriva	drift	N;FEM;SG	
pró	pro	pró	pro	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pró	profi	pró	profi	N;MASC;SG	
acompanhado	sprevádzaná	acompanhar	sprevádzaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
acompanhado	sprevádzané	acompanhar	sprevádzaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
saga	saga	saga	saga	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
específicos	špecifické	específico	špecifický	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
específicos	konkrétne	específico	konkrétny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
específicos	špecifická	específico	špecifický	ADJ;MASC;PL	ADJ;NOM;FEM;SG
específicos	osobitné	específico	osobitný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
específicos	špecifický	específico	špecifický	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
estúdios	studio	estúdio	studio	N;MASC;PL	INTJ
estúdios	štúdio	estúdio	štúdio	N;MASC;PL	N;NOM;NEUT;SG
vapor	vapor	vapor	vapor	N;MASC;SG	
vapor	parné	vapor	parný	N;MASC;SG	N;INAN;NOM;MASC;PL
vapor	pary	vapor	para	N;MASC;SG	N;NOM;FEM;PL
vapor	pary	vapor	para	N;MASC;SG	N;NOM;FEM;PL
cover	cover	cover	cover	N;MASC;SG	
cover	zakryť	cover	zakryť	N;MASC;SG	V;PFV;POS;NFIN
pagamento	platobné	pagamento	platobný	N;MASC;SG	ADJ;NOM;NEUT;SG
pagamento	platby	pagamento	platba	N;MASC;SG	N;NOM;FEM;PL
necessários	potrebná	necessário	potrebný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
necessários	nevyhnutná	necessário	nevyhnutný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
necessários	nutné	necessário	nutný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
necessários	nevyhnutné	necessário	nevyhnutný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
necessários	potrebné	necessário	potrebný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
necessários	nutná	necessário	nutný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
acusado	obvinená	acusar	obvinený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
acusado	obvinený	acusar	obvinený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
acusado	obvinili	acusar	obviniť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
acusado	obvinených	acusar	obvinený	V;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
acusado	obžalovaný	acusar	obžalovaný	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG
acusado	odporca	acusar	odporca	V;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG
cabelo	vlasov	cabelo	vlas	N;MASC;SG	N;INAN;GEN;MASC;PL
cabelo	vlasy	cabelo	vlas	N;MASC;SG	N;INAN;NOM;MASC;PL
cabelo	chlpy	cabelo	chlpy	N;MASC;SG	N;INAN;NOM;MASC;PL
tecnologias	technológiu	tecnologia	technológia	N;FEM;PL	N;ACC;FEM;SG
tecnologias	technológia	tecnologia	technológia	N;FEM;PL	N;NOM;FEM;SG
tecnologias	technika	tecnologia	technika	N;FEM;PL	N;NOM;FEM;SG
encerramento	vypnúť	encerramento	vypnúť	N;MASC;SG	V;PFV;POS;NFIN
brazil	brazílie	brazil	brazília	N;MASC;SG	N;NOM;FEM;PL
brazil	bangladéši	brazil	bangladéš	N;MASC;SG	ADJ;NOM;NEUT;SG
vieram	prišlo	vir	prísť	V;IND;PL;3;FIN	V;PFV;NEUT;SG;POS;PST;V.PTCP
vieram	prišiel	vir	prísť	V;IND;PL;3;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
vieram	prišla	vir	prísť	V;IND;PL;3;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
nobel	nobelovej	nobel	nobelový	N;MASC;SG	ADJ;GEN;FEM;SG
nobel	nobel	nobel	nobel	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
indonésia	indonézskych	indonésio	indonézsky	N;MASC;SG	ADJ;GEN;MASC;PL
indonésia	indonézie	indonésio	indonézia	N;MASC;SG	N;NOM;FEM;PL
iniciada	zahájená	iniciar	zahájený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
marechal	marshall	marechal	marshall	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
instalado	nainštalovaný	instalar	nainštalovaný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
instalado	nainštalované	instalar	nainštalovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
instalado	inštalované	instalar	inštalovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
parceiro	partnerské	parceiro	partnerský	N;MASC;SG	ADJ;NOM;NEUT;SG
devia	malo	dever	mať	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
primária	primárne	primária	primárne	N;FEM;SG	ADV
primária	primárna	primária	primárny	N;FEM;SG	ADJ;NOM;FEM;SG
primária	primárny	primária	primárny	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
neve	snow	neve	snow	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
publicidade	reklamný	publicidade	reklamný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
publicidade	reklamné	publicidade	reklamný	N;FEM;SG	ADJ;NOM;NEUT;SG
publicidade	reklamy	publicidade	reklama	N;FEM;SG	N;NOM;FEM;PL
platina	platiny	platina	platina	N;FEM;SG	N;NOM;FEM;PL
sporting	športový	sporting	športový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
sporting	športové	sporting	športový	N;MASC;SG	ADJ;NOM;NEUT;SG
olhar	hľadám	olhar	hľadať	N;MASC;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
dispositivo	pomôcky	dispositivo	pomôcka	N;MASC;SG	N;NOM;FEM;PL
fruto	plody	fruto	plod	N;MASC;SG	N;INAN;NOM;MASC;PL
fruto	ovocie	fruto	ovocie	N;MASC;SG	N;NOM;FEM;PL
iniciar	začiatok	iniciar	začiatok	V;NFIN	N;INAN;NOM;MASC;SG
iniciar	zaciatok	iniciar	zaciatok	V;NFIN	N;INAN;NOM;MASC;SG
iniciar	štart	iniciar	štart	V;NFIN	N;INAN;NOM;MASC;SG
coloque	daj	coloque	dať	V;SBJV;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;POS;FIN
específica	konkrétnych	específico	konkrétny	ADJ;FEM;SG	ADJ;GEN;MASC;PL
companheiro	mate	companheiro	mate	N;MASC;SG	INTJ
incêndio	horí	incêndio	horieť	N;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
vendidos	predaný	vender	predaný	V;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG
vendidos	predaná	vender	predaný	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vendidos	predal	vender	predať	V;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
vendidos	predané	vender	predaný	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vendidos	predávané	vender	predávaný	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
marcar	značka	marcar	značka	V;NFIN	N;NOM;FEM;SG
marcar	mark	marcar	mark	V;NFIN	PROPN;ANIM;NOM;MASC;SG
marcar	štítok	marcar	štítok	V;NFIN	N;INAN;NOM;MASC;SG
marcar	tag	marcar	tag	V;NFIN	
marcar	značka	marcar	značka	V;NFIN	N;NOM;FEM;SG
caro	caro	caro	caro	ADJ;MASC;SG	N;NOM;FEM;SG
caro	draho	caro	draho	ADJ;MASC;SG	ADV
brancas	biela	branco	biely	N;FEM;PL	ADJ;NOM;FEM;SG
brancas	biely	branco	biely	N;FEM;PL	ADJ;ANIM;NOM;MASC;SG
brancas	white	branco	whit	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
brancas	biele	branco	biely	N;FEM;PL	ADJ;NOM;NEUT;SG
brancas	bielo	branco	bielo	N;FEM;PL	ADV
executiva	výkonná	executivo	výkonný	N;FEM;SG	ADJ;NOM;FEM;SG
executiva	výkonný	executivo	výkonný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
destacou	zdôraznené	destacar	zdôraznený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
raios	hell	raio	hell	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
raios	peklo	raio	peklo	N;MASC;PL	N;NOM;NEUT;SG
raios	čert	raio	čert	N;MASC;PL	N;ANIM;NOM;MASC;SG
pablo	pablo	pablo	pabnúť	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
reality	reality	reality	realita	N;MASC;SG	N;NOM;FEM;PL
note	poznámku	note	poznámka	INTJ	N;ACC;FEM;SG
note	poznámka	note	poznámka	INTJ	N;NOM;FEM;SG
mit	mit	mit	mit	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jonathan	jonathan	jonathan	jonathan	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
religiões	vyznanie	religião	vyznanie	N;FEM;PL	N;NOM;NEUT;SG
religiões	náboženstvo	religião	náboženstvo	N;FEM;PL	N;NOM;NEUT;SG
mencionado	spomínali	mencionar	spomínať	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
mencionado	spomenuli	mencionar	spomenúť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
mencionado	spomenuté	mencionar	spomenutý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
falha	zlyháva	falha	zlyhávať	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
falha	zlyhá	falha	zlyhať	N;FEM;SG	V;PFV;IND;SG;3;POS;PRS;FIN
falha	zlyhal	falha	zlyhať	N;FEM;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
falha	zlyhalo	falha	zlyhať	N;FEM;SG	V;PFV;NEUT;SG;POS;PST;V.PTCP
falha	neúspešné	falha	neúspešný	N;FEM;SG	ADJ;NOM;NEUT;SG
falha	nepodarí	falha	podariť	N;FEM;SG	V;PFV;IND;SG;3;NEG;PRS;FIN
gráfico	grafické	gráfico	grafický	N;MASC;SG	ADJ;NOM;NEUT;SG
gráfico	grafický	gráfico	grafický	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
iniciado	začali	iniciar	začať	V;MASC;SG;V.PTCP	V;PFV;MASC;PL;POS;PST;V.PTCP
iniciado	zahájená	iniciar	zahájený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
paraíso	nebesá	paraíso	byť	N;MASC;SG	N;NOM;NEUT;PL
paraíso	paradise	paraíso	paradisa	N;MASC;SG	N;NOM;FEM;PL
responder	odpoved	responder	odpoved	V;NFIN	N;NOM;FEM;SG
responder	odpoveď	responder	odpoveď	V;NFIN	N;NOM;FEM;SG
responder	odpovedz	responder	odpovedz	V;NFIN	N;NOM;FEM;SG
responder	odpoveď	responder	odpoveď	V;NFIN	N;NOM;FEM;SG
lisa	lisa	lisa	lis	N;FEM;SG	PROPN;NOM;FEM;SG
reduzir	znižovanie	reduzir	znižovanie	V;NFIN	N;NOM;NEUT;SG
muçulmanos	moslimských	muçulmano	moslimský	N;MASC;PL	ADJ;GEN;MASC;PL
muçulmanos	moslim	muçulmano	mosli	N;MASC;PL	N;ANIM;NOM;MASC;SG
hamilton	hamilton	hamilton	hamilton	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lost	stratená	lost	stratený	N;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
lost	stratené	lost	stratený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lost	stratil	lost	stratiť	N;MASC;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
lost	stratený	lost	stratený	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
lost	stratení	lost	stratený	N;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
sujeito	predmet	sujeitar	predmet	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
sujeito	subjektu	sujeitar	subjekt	V;MASC;SG;V.PTCP	N;INAN;GEN;MASC;SG
sujeito	subjekt	sujeitar	subjekt	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
heavy	ťažká	heavy	ťažký	N;MASC;SG	ADJ;NOM;FEM;SG
heavy	ťažký	heavy	ťažký	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
heavy	ťažké	heavy	ťažký	N;MASC;SG	ADJ;NOM;NEUT;SG
fantasia	fantázie	fantasia	fantázia	N;FEM;SG	N;NOM;FEM;PL
fantasia	kostým	fantasia	kostým	N;FEM;SG	ADJ;INS;MASC;SG
ensaios	testovanie	ensaio	testovanie	N;MASC;PL	N;NOM;NEUT;SG
ensaios	skúška	ensaio	skúška	N;MASC;PL	N;NOM;FEM;SG
ensaios	skúšanie	ensaio	skúšanie	N;MASC;PL	N;NOM;NEUT;SG
exemplares	príkladné	exemplar	príkladný	N;MASC;PL	ADJ;NOM;NEUT;SG
turma	triedy	turma	trieda	N;FEM;SG	N;NOM;FEM;PL
post	uverejniť	post	uverejniť	N;MASC;SG	V;PFV;POS;NFIN
ian	lan	ian	lan	N;MASC;SG	
ian	ian	ian	ian	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ian	ian	ian	ian	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
aplicada	aplikovaná	aplicar	aplikovaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
aplicada	uplatnená	aplicar	uplatnený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
aplicada	aplikované	aplicar	aplikovaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gales	wales	gale	wales	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
avanço	dopredu	avanço	dopredu	N;MASC;SG	ADV
avanço	vopred	avanço	vopred	N;MASC;SG	ADV
abordagem	pristupovať	abordagem	pristupovať	N;FEM;SG	V;IPFV;POS;NFIN
hit	zasiahli	hit	zasiahnuť	N;MASC;SG	V;PFV;MASC;PL;POS;PST;V.PTCP
hit	udrieť	hit	udrieť	N;MASC;SG	V;PFV;POS;NFIN
hit	udrel	hit	udrieť	N;MASC;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
básico	základy	básico	základ	ADJ;MASC;SG	N;INAN;NOM;MASC;PL
terminando	dokončovacie	terminar	dokončovací	V;V.MSDR	ADJ;NOM;NEUT;SG
terminando	ukončenie	terminar	ukončenie	V;V.MSDR	N;NOM;NEUT;SG
terminando	koniec	terminar	koniec	V;V.MSDR	N;INAN;NOM;MASC;SG
belga	belgická	belga	belgický	N;MASC;SG	ADJ;NOM;FEM;SG
belga	belgické	belga	belgický	N;MASC;SG	ADJ;NOM;NEUT;SG
belga	belgický	belga	belgický	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
belga	belgickom	belga	belgický	N;MASC;SG	ADJ;INS;NEUT;SG
bell	bell	bell	bell	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
transferido	stiahli	transferir	stiahnuť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
transferido	stiahnuté	transferir	stiahnutý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
transferido	prevedená	transferir	prevedený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
transferido	prevedený	transferir	prevedený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
transferido	presunuté	transferir	presunutý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
transferido	prenesené	transferir	prenesený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
transferido	prevedené	transferir	prevedený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
wagner	wagner	wagner	wagner	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
planalto	rovnovážnej	planalto	rovnovážny	N;MASC;SG	ADJ;GEN;FEM;SG
tripulação	crew	tripulação	crew	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
tripulação	posádky	tripulação	posádka	N;FEM;SG	N;NOM;FEM;PL
identificar	identifikovanie	identificar	identifikovanie	V;NFIN	N;NOM;NEUT;SG
identificar	identifikáciu	identificar	identifikácia	V;NFIN	N;ACC;FEM;SG
identificar	identifikovanie	identificar	identifikovanie	V;NFIN	N;NOM;NEUT;SG
benjamin	benjamin	benjamin	benjamin	N;MASC;SG	N;INS;FEM;PL
enfim	konecne	enfim	konecne	ADV	
enfim	konečne	enfim	konečne	ADV	PART
nobres	noble	nobre	nobľa	N;MASC;PL	
nobres	vznešené	nobre	vznešený	N;MASC;PL	ADJ;NOM;NEUT;SG
wayne	wayne	wayne	wayne	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
satélites	satelitné	satélite	satelitný	N;MASC;PL	ADJ;NOM;NEUT;SG
satélites	satelitná	satélite	satelitný	N;MASC;PL	ADJ;NOM;FEM;SG
satélites	satelit	satélite	satelit	N;MASC;PL	N;INAN;NOM;MASC;SG
retirado	odňaté	retirar	odňatý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
retirado	odobraté	retirar	odobratý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
retirado	stiahnuté	retirar	stiahnutý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
civilização	civilizácie	civilização	civilizácia	N;FEM;SG	N;NOM;FEM;PL
baseados	založený	basear	založený	V;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
baseados	založená	basear	založený	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
baseados	založené	basear	založený	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
líquido	net	líquido	net	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
líquido	sieť	líquido	sieť	ADJ;MASC;SG	N;NOM;FEM;SG
líquido	netto	líquido	netto	ADJ;MASC;SG	
líquido	kvapalina	líquido	kvapalina	ADJ;MASC;SG	N;NOM;FEM;SG
líquido	tekutina	líquido	tekutina	ADJ;MASC;SG	N;NOM;FEM;SG
anjos	angels	anjo	angels	N;MASC;PL	
anjos	anjelom	anjo	anjel	N;MASC;PL	N;ANIM;INS;MASC;SG
construções	konštrukcia	construção	konštrukcia	N;FEM;PL	N;NOM;FEM;SG
construções	výstavba	construção	výstavba	N;FEM;PL	N;NOM;FEM;SG
construções	stavba	construção	stavba	N;FEM;PL	N;NOM;FEM;SG
construções	stavebníctvo	construção	stavebníctvo	N;FEM;PL	N;NOM;NEUT;SG
apoiar	podporovanie	apoiar	podporovanie	V;NFIN	N;NOM;NEUT;SG
jay	jaya	jay	jaya	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jay	jay	jay	jay	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ordenou	objednané	ordenar	objednaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ordenou	objednali	ordenar	objednať	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
podiam	moze	poder	moz	V;IND;PL;3;IPFV;FIN	
podiam	mohla	poder	môcť	V;IND;PL;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
podiam	mohol	poder	môcť	V;IND;PL;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
podiam	mohli	poder	môcť	V;IND;PL;3;IPFV;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
podiam	mohlo	poder	môcť	V;IND;PL;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
regente	regent	regente	regent	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
soviético	sovietsky	Soviético	sovietsky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
soviético	sovietskeho	Soviético	sovietsky	N;MASC;SG	ADJ;GEN;MASC;SG
substituindo	nahradenie	substituir	nahradenie	V;V.MSDR	N;NOM;NEUT;SG
secundário	sekundárne	secundário	sekundárne	N;MASC;SG	ADJ;NOM;NEUT;SG
secundário	sekundárna	secundário	sekundárny	N;MASC;SG	ADJ;NOM;FEM;SG
secundário	sekundárny	secundário	sekundárny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
secundário	druhotné	secundário	druhotný	N;MASC;SG	ADJ;NOM;NEUT;SG
rurais	vidieckeho	rural	vidiecky	N;MASC;PL	ADJ;GEN;NEUT;SG
rurais	vidieka	rural	vidiek	N;MASC;PL	N;INAN;GEN;MASC;SG
rurais	vidiecke	rural	vidiecky	N;MASC;PL	ADJ;NOM;NEUT;SG
demo	demo	demo	demo	N;MASC;SG	INTJ
vivos	žijúci	vivo	žijúci	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
vivos	žijúce	vivo	žijúci	N;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
vivos	žiť	vivo	žiť	N;MASC;PL	V;IPFV;POS;NFIN
vivos	živá	vivo	živý	N;MASC;PL	ADJ;NOM;FEM;SG
vivos	živí	vivo	živý	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
vivos	živý	vivo	živý	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
vivos	nažive	vivo	nažive	N;MASC;PL	ADV
ala	ala	ala	ala	N;FEM;SG	PROPN;NOM;FEM;SG
cabral	cabral	cabral	cabrať	N;MASC;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
orlando	orlanda	orlar	orlanda	V;V.MSDR	N;ANIM;ACC;MASC;SG
descendente	zostupne	descendente	zostupne	N;MASC;SG	
potter	potter	potter	potter	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
surgiram	vznikla	surgir	vzniknúť	V;IND;PL;3;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
surgiram	vznikol	surgir	vzniknúť	V;IND;PL;3;FIN	V;INAN;PFV;MASC;SG;POS;PST;V.PTCP
surgiram	vzniklo	surgir	vzniknúť	V;IND;PL;3;FIN	V;PFV;NEUT;SG;POS;PST;V.PTCP
adolescente	teen	adolescente	teen	N;MASC;SG	PROPN;NOM;MASC;SG
adolescente	dospievajúci	adolescente	dospievajúci	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
adolescente	dospievajúcich	adolescente	dospievajúci	N;MASC;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
cortes	cortes	corte	cortes	N;MASC;PL	N;INAN;NOM;MASC;SG
vera	veru	ver	veru	N;FEM;SG	PART
oliver	oliver	oliver	oliver	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sugere	naznačujú	sugerir	naznačovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
acusações	obvinenie	acusação	obvinenie	N;FEM;PL	N;NOM;NEUT;SG
partiu	ľavá	partir	ľavý	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG
partiu	vľavo	partir	vľavo	V;IND;SG;3;PST;FIN	ADV
partiu	ľavé	partir	ľavý	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG
partiu	ľavý	partir	ľavý	V;IND;SG;3;PST;FIN	ADJ;ANIM;NOM;MASC;SG
partiu	doľava	partir	doľava	V;IND;SG;3;PST;FIN	ADV
den	den	den	den	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
british	briti	british	brit	N;MASC;SG	N;ANIM;NOM;MASC;PL
british	britská	british	britský	N;MASC;SG	ADJ;NOM;FEM;SG
british	britský	british	britský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
british	britské	british	britský	N;MASC;SG	ADJ;NOM;NEUT;SG
botânica	botanickej	botânica	botanický	N;FEM;SG	ADJ;GEN;FEM;SG
irão	iránu	ir	irána	V;IND;PL;3;FUT;FIN	N;INAN;GEN;MASC;SG
irão	iráne	ir	irána	V;IND;PL;3;FUT;FIN	N;INAN;NOM;MASC;SG
irão	irán	ir	irán	V;IND;PL;3;FUT;FIN	N;INAN;NOM;MASC;SG
elétrico	elektrická	elétrico	elektrický	N;MASC;SG	ADJ;NOM;FEM;SG
