से	از	से	از		ADP
साइबेरिया	سیبری	साइबेरिया	سیبری	PROPN;NOM;MASC;SG;3	N;SG
सारांश	خلاصۀ	सारांश	خلاصۀ	PROPN;NOM;MASC;SG;3	N;SG
सारांश	خلاصه	सारांश	خلاصه	PROPN;NOM;MASC;SG;3	N;SG
वाजपेयी	واجپایی	वाजपेयी	None	PROPN;NOM;SG;3	N;SG
करेगी	ویل	कर	ویل	V;FEM;IND;SG;3;FUT;FIN;ACT	N;SG
अपराधों	جرم	अपराध	جرم	N;ACC;MASC;PL;3	N;SG
अपराधों	جنایت	अपराध	جنایت	N;ACC;MASC;PL;3	N;SG
अपराधों	جُرم	अपराध	جُرم	N;ACC;MASC;PL;3	N;SG
लौकिक	کیهانی	लौकिक	کیهانی	PROPN;NOM;MASC;SG;3	N;SG
शिक्षकों	معلم	शिक्षक	معلم	N;ACC;MASC;PL;3	N;SG
शिक्षकों	مدرس	शिक्षक	مدرس	N;ACC;MASC;PL;3	N;SG
सतीश	ساتیش	सतीश	ساتیش	PROPN;NOM;MASC;SG;3	N;SG
संतुष्ट	رضایت	संतुष्ट	رضایت	ADJ	N;SG
बालू	شن	बालू	شن		N;SG
बालू	سند	बालू	سند		N;SG
बालू	ماسه	बालू	ماسه		N;SG
बालू	شنی	बालू	شنی		N;SG
मणि	mani	मणि	mani	PROPN;NOM;FEM;SG;3	N;SG
मणि	مانی	मणि	None	PROPN;NOM;FEM;SG;3	N;SG
मार्क्सवादी	مارکسیست	मार्क्सवादी	None	PROPN;NOM;MASC;SG;3	N;SG
नकली	تقلبی	नकली	تقلبی		N;SG
नकली	الکی	नकली	الکی		N;SG
नकली	زرشک	नकली	زرشک		N;SG
नकली	جعل	नकली	None		N;SG
नकली	جعلی	नकली	جعلی		N;SG
समझे	فهم	समझ	فهم	V;SG;FIN;ACT	N;SG
समझे	درک	समझ	درک	V;SG;FIN;ACT	N;SG
स्वयंसेवक	داوطلبان	स्वयंसेवक	داوطلب	N;NOM;MASC;SG;3	N;PL
ईंट	بریک	ईंट	بریک		N;SG
ईंट	آجر	ईंट	آجر		N;SG
ईंट	آجری	ईंट	آجری		N;SG
ईंट	الماس	ईंट	None		N;SG
ईंट	الماسها	ईंट	الماس		N;PL
ईंट	خشت	ईंट	خشت		N;SG
ईंट	الماسهای	ईंट	الماس		N;PL
दस्तावेज़	اسناد	दस्तावेज़	سند	N;NOM;MASC;SG;3	N;PL
परिश्रम	پشتکار	परिश्रम	None		N;SG
ड्रैगन	اژدهای	ड्रैगन	اژد	PROPN;NOM;MASC;SG;3	N;SG
ड्रैगन	دراگون	ड्रैगन	دراگون	PROPN;NOM;MASC;SG;3	N;SG
ड्रैगन	اژدها	ड्रैगन	اژد	PROPN;NOM;MASC;SG;3	N;SG
रोजर	روژه	रोजर	روژه	PROPN;NOM;MASC;SG;3	N;SG
रोजर	راجر	रोजर	راجر	PROPN;NOM;MASC;SG;3	N;SG
हान	هان	हान	هان		INTJ
फॉक्स	فاکس	फॉक्स	فاکس	PROPN;NOM;MASC;SG;3	N;SG
फॉक्स	روباه	फॉक्स	روباه	PROPN;NOM;MASC;SG;3	N;SG
यमन	یمن	यमन	یمن	PROPN;NOM;MASC;SG;3	N;SG
आश्रित	وابسته	आश्रित	وابسته		ADJ
स्टैनफोर्ड	استنفورد	स्टैनफोर्ड	None	PROPN;NOM;MASC;SG;3	N;SG
चार्ली	چارلی	चार्ली	چارلی	PROPN;NOM;MASC;SG;3	N;SG
रावल	راوال	रावल	راوال	PROPN;NOM;MASC;SG;3	
पेशी	عضلات	पेशी	عضله	N;NOM;FEM;SG;3	N;PL
मीरा	میرا	मीरा	میرا	PROPN;NOM;FEM;SG;3	N;SG
सिपाही	سرباز	सिपाही	سرباز	N;NOM;MASC;PL;3	N;SG
सिपाही	سربازی	सिपाही	سربازی	N;NOM;MASC;PL;3	N;SG
निरन्तर	مستمر	निरन्तर	مستمر		ADJ
निरन्तर	مداوم	निरन्तर	مداوم		N;SG
निरन्तर	پیوسته	निरन्तर	پیوسته		N;SG
निरन्तर	پاینده	निरन्तर	پاینده		ADJ
दीन	الدین	दीन	الدین	PROPN;NOM;MASC;SG;3	N;SG
दीन	din	दीन	din	PROPN;NOM;MASC;SG;3	N;SG
मुलायम	ملایم	मुलायम	None	PROPN;NOM;MASC;SG;3	N;SG
मुलायम	نرمه	मुलायम	نرمه	PROPN;NOM;MASC;SG;3	N;SG
मुलायम	نرمی	मुलायम	نرمی	PROPN;NOM;MASC;SG;3	N;SG
मुलायम	سافت	मुलायम	سافت	PROPN;NOM;MASC;SG;3	N;SG
मुलायम	نرم	मुलायम	نرم	PROPN;NOM;MASC;SG;3	N;SG
दही	ماست	दह	ماست	PROPN;NOM;MASC;SG;3	N;SG
दही	کشک	दह	کشک	PROPN;NOM;MASC;SG;3	N;SG
लाभकारी	منفعت	लाभकारी	منفعت	ADJ	N;SG
चटर्जी	چاترجی	चटर्जी	چاترجی	PROPN;NOM;SG;3	N;SG
अमीरात	امارت	अमीरात	امارت	PROPN;NOM;MASC;SG;3	N;SG
अमीरात	امارات	अमीरात	امارت	PROPN;NOM;MASC;SG;3	N;PL
एंटी	ضد	एंटी	ضد	N;NOM;MASC;SG;3	ADP
महिमा	عزت	महिमा	None	PROPN;NOM;FEM;SG;3	N;SG
महिमा	جلال	महिमा	جلال	PROPN;NOM;FEM;SG;3	N;SG
महिमा	شکوه	महिमा	شکوه	PROPN;NOM;FEM;SG;3	N;SG
शेक्सपियर	شکسپیر	शेक्सपियर	شکسپیر	PROPN;NOM;MASC;SG;3	N;SG
अवशोषित	جذب	अवशोषित	جذب	ADJ	N;SG
दर्शाती	نمایشگاههای	दर्शा	نمایشگاه	V;IPFV;FEM;SG;V.PTCP;ACT	N;PL
मिथुन	جمینای	मिथुन	جمینا	PROPN;NOM;MASC;SG;3	N;SG
रूट	مسیرهای	रूट	مسیر	N;NOM;MASC;SG;3	N;PL
रूट	مسیرها	रूट	مسیر	N;NOM;MASC;SG;3	N;PL
रामकृष्ण	راماکریشنا	रामकृष्ण	راماکریشنا	PROPN;NOM;MASC;SG;3	N;SG
सार्वभौमिक	جهانی	सार्वभौमिक	جهانی	PROPN;NOM;SG;3	N;SG
सार्वभौमिक	یونیورسال	सार्वभौमिक	یونیورسال	PROPN;NOM;SG;3	N;SG
व्यर्थ	بیهوده	व्यर्थ	بیهوده	ADP	N;SG
महाद्वीपीय	قارهای	महाद्वीपीय	قار	ADJ;NOM	N;PL
गिरा	سقوط	गिर	سقوط	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
गिरा	پاییز	गिर	پاییز	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
गिरा	fall	गिर	fall	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
गिरा	افتادن	गिर	افتادن	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
ध्येय	goal	ध्येय	goal	N;NOM;MASC;SG;3	
ध्येय	علل	ध्येय	علت	N;NOM;MASC;SG;3	N;PL
ताइवान	تایوان	ताइवान	تایوان	PROPN;NOM;MASC;SG;3	N;SG
ताइवान	تایپه	ताइवान	تایپه	PROPN;NOM;MASC;SG;3	N;SG
पल	لحظاتی	पल	لحظ	N;NOM;MASC;SG;3	N;PL
पल	لحظات	पल	لحظه	N;NOM;MASC;SG;3	N;PL
पहुँचे	رسید	पहुँच	رسید#رس	V;PFV;MASC;PL;V.PTCP;ACT	N;SG
उच्चतर	بالاتری	उच्चतर	بالا		ADJ;CMPR
उच्चतर	بالاتر	उच्चतर	بالا		ADJ;CMPR
हिन्दुस्तानी	هندوستانی	हिन्दुस्तानी	هندوستانی	PROPN;NOM;MASC;SG;3	N;SG
एबरडीन	ابردین	एबरडीन	ابردین	PROPN;NOM;MASC;SG;3	N;SG
वार्ड	وارد	वार्ड	وارد	N;NOM;MASC;SG;3	ADJ
क्लार्क	کلارک	क्लार्क	کلارک	PROPN;NOM;MASC;SG;3	N;SG
मास्को	مسکو	मास्को	None	PROPN;NOM;MASC;SG;3	N;SG
विपक्ष	مخالفین	विपक्ष	مخالف	N;NOM;MASC;SG;3	N;PL
दीवान	دیوان	दीवान	دیوان	PROPN;NOM;MASC;SG;3	N;SG
डब	dub	डब	dub	N;NOM;MASC;SG;3	
सूखी	خشک	सूख	خشک	V;PFV;FEM;SG;V.PTCP;ACT	ADJ
सूखी	خشکیده	सूख	خشکیده	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;SG;3;V.PTCP
सूखी	خشک	सूख	خشک	V;PFV;FEM;SG;V.PTCP;ACT	ADJ
भूकम्प	زلزله	भूकम्प	زلزله	PROPN;NOM;MASC;SG;3	N;SG
जला	سوخت	जला	سوخت	V;SG;V.PTCP;ACT	N;SG
जला	سوختگی	जला	سوختگی	V;SG;V.PTCP;ACT	N;SG
जला	سوختن	जला	None	V;SG;V.PTCP;ACT	N;SG
जला	سوزاندن	जला	None	V;SG;V.PTCP;ACT	N;SG
धोखा	خدعه	धोखा	خدعه	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
धोखा	تقلب	धोखा	None	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
धोखा	تقلب	धोखा	None	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
दाता	اهدا	दाता	اهدا		N;SG
दाता	اهدای	दाता	اهدا		N;SG
दाता	اهداکننده	दाता	اهداکننده		N;SG
दाता	بخشنده	दाता	بخشنده		N;SG
किंग्स	پادشاهان	किंग	پادشاه	PROPN;NOM;MASC;SG;3	N;PL
किंग्स	سلاطین	किंग	سلاطین	PROPN;NOM;MASC;SG;3	N;PL
किंग्स	شاهان	किंग	None	PROPN;NOM;MASC;SG;3	N;PL
किंग्स	کینگز	किंग	کینگز	PROPN;NOM;MASC;SG;3	N;SG
हटाना	حذف	हटा	حذف	V;MASC;NFIN;ACT	N;SG
सूडान	سودان	सूडान	None	PROPN;NOM;MASC;SG;3	N;SG
अप्रत्यक्ष	غیرمستقیم	अप्रत्यक्ष	غیرمستقیم	PROPN;NOM;MASC;SG;3	ADV
अप्रत्यक्ष	ضمنی	अप्रत्यक्ष	ضمنی	PROPN;NOM;MASC;SG;3	N;SG
अप्रत्यक्ष	کج	अप्रत्यक्ष	کج	PROPN;NOM;MASC;SG;3	N;SG
एयरलाइन्स	ایرباس	एयरलाइन	ایرباس	N;NOM;FEM;PL;3	N;SG
दंत	دندانی	दंत	دندانی		N;SG
देसाई	دسای	देसाई	دسا	PROPN;NOM;MASC;SG;3	N;SG
बुधवार	چهارشنبه	बुधवार	چهارشنبه	PROPN;NOM;MASC;SG;3	N;SG
पीस	تکه	पीस	تکه		N;SG
पीस	قطعه	पीस	قطعه		N;SG
प्रतियां	کامپایل	प्रति	کامپایل	N;NOM;FEM;PL;3	N;SG
सीमाएँ	محدودیت	सीमा	محدودیت	N;NOM;FEM;PL;3	N;SG
इथियोपिया	حبشه	इथियोपिया	حبشه	PROPN;NOM;MASC;SG;3	N;SG
इथियोपिया	اتیوپی	इथियोपिया	اتیوپی	PROPN;NOM;MASC;SG;3	N;SG
हीरा	هیرا	हीरा	هیرا	PROPN;NOM;MASC;SG;3	N;SG
हीरा	الماس	हीरा	None	PROPN;NOM;MASC;SG;3	N;SG
हीरा	دیاموند	हीरा	None	PROPN;NOM;MASC;SG;3	N;SG
हीरा	الماسی	हीरा	None	PROPN;NOM;MASC;SG;3	N;SG
हीरा	دایموند	हीरा	None	PROPN;NOM;MASC;SG;3	N;SG
डॉट	دات	डॉट	دات#ده		N;SG
मिशेल	میشل	मिशेल	None	PROPN;NOM;FEM;SG;3	N;SG
अनिश्चित	یقین	अनिश्चित	None	PROPN;NOM;SG;3	N;SG
मोटा	کلفت	मोटा	کلفت	ADJ;NOM;MASC;SG	N;SG
मोटा	چاقی	मोटा	چاقی	ADJ;NOM;MASC;SG	N;SG
मोटा	چربی	मोटा	چربی	ADJ;NOM;MASC;SG	N;SG
मोटा	fat	मोटा	fat	ADJ;NOM;MASC;SG	N;SG
मोटा	تپل	मोटा	تپل	ADJ;NOM;MASC;SG	N;SG
अंकन	معابر	अंकन	None		N;PL
सलमान	سلمان	सलमान	سلمان	PROPN;NOM;MASC;SG;3	N;SG
आर्यों	آرین	आर्य	آرین	N;ACC;MASC;PL;3	N;SG
आर्यों	آریایی	आर्य	آریایی	N;ACC;MASC;PL;3	N;SG
आर्यों	آریان	आर्य	آریان	N;ACC;MASC;PL;3	N;SG
फ्रेडरिक	فردریش	फ्रेडरिक	فردریش	PROPN;NOM;MASC;SG;3	N;SG
फ्रेडरिक	فریدریش	फ्रेडरिक	فریدریش	PROPN;NOM;MASC;SG;3	N;SG
फ्रेडरिक	فردریک	फ्रेडरिक	فردریک	PROPN;NOM;MASC;SG;3	N;SG
फ्रेडरिक	فریدریش	फ्रेडरिक	فریدریش	PROPN;NOM;MASC;SG;3	N;SG
मानद	افتخاری	मानद	افتخاری	PROPN;NOM;MASC;SG;3	N;SG
अंतर्निहित	ذاتی	अंतर्निहित	ذاتی	ADJ	N;SG
काबुल	کابل	काबुल	کابل	PROPN;NOM;MASC;SG;3	N;SG
आलोचनात्मक	بحرانی	आलोचनात्मक	بحرانی	ADJ;NOM	N;SG
आलोचनात्मक	انتقادی	आलोचनात्मक	انتقاد	ADJ;NOM	N;SG
आलोचनात्मक	حیاتی	आलोचनात्मक	حیاتی	ADJ;NOM	N;SG
स्टाफ	کارمندان	स्टाफ	کارمند	N;NOM;MASC;SG;3	N;PL
फिल्टर	فیلتر	फिल्टर	فیلتر	N;NOM;MASC;SG;3	ADJ;CMPR
स्विस	سوئیسی	स्विस	سوئیسی		N;SG
स्विस	سوئیس	स्विस	سوئیس		N;SG
फोर्ट	فورت	फोर्ट	فورت	PROPN;NOM;MASC;SG;3	N;SG
फोर्ट	دژ	फोर्ट	دژ	PROPN;NOM;MASC;SG;3	N;SG
चैंपियंस	قهرمانان	चैंपियंस	قهرمان	N;NOM;MASC;SG;3	N;PL
अभिनव	مبتکرانه	अभिनव	مبتکرانه	PROPN;NOM;MASC;SG;3	ADV
कनेक्शन	اتصالات	कनेक्शन	اتصال	N;NOM;MASC;SG;3	N;PL
कनेक्शन	ارتباطات	कनेक्शन	ارتباط	N;NOM;MASC;SG;3	N;PL
कनेक्शन	همراه	कनेक्शन	همراه	N;NOM;MASC;SG;3	ADP
अरस्तू	ارسطو	अरस्तू	ارسطو	PROPN;NOM;MASC;SG;3	N;SG
बिली	بیلی	बिली	بیلی	PROPN;NOM;MASC;SG;3	N;SG
अरविन्द	اوروبیندو	अरविन्द	اوروبیندو	PROPN;NOM;MASC;SG;3	N;SG
अर्द्ध	semi	अर्द्ध	semi		N;SG
अर्द्ध	نیمه	अर्द्ध	نیمه		N;SG
खाया	خورد	खा	خورد#خور	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
बार्सिलोना	بارسلون	बार्सिलोना	بارسلون	PROPN;NOM;MASC;SG;3	N;SG
बार्सिलोना	بارسلونا	बार्सिलोना	بارسلونا	PROPN;NOM;MASC;SG;3	N;SG
अग्रिम	پیشرفتهای	अग्रिम	پیشرفت	ADJ	N;PL
विकिमीडिया	ویکیمدیا	विकिमीडिया	ویکیمدیا	ADJ	N;SG
अब्राहम	آبراهام	अब्राहम	آبراهام	PROPN;NOM;MASC;SG;3	N;SG
अब्राहम	قصّه	अब्राहम	قصّه	PROPN;NOM;MASC;SG;3	N;SG
अब्राहम	ابراهیم	अब्राहम	ابراهیم	PROPN;NOM;MASC;SG;3	N;SG
जुड़वां	دوقلوها	जुड़वां	دوقلو	N;NOM;MASC;SG;3	N;PL
गोल्फ	گلف	गोल्फ	گلف	PROPN;NOM;MASC;SG;3	N;SG
गोले	صدف	गोला	صدف	N;NOM;MASC;PL;3	N;SG
हज़ारों	هزاران	हज़ार	هزار	N;ACC;MASC;PL;3	NUM
हज़ारों	هزارها	हज़ार	هزار	N;ACC;MASC;PL;3	NUM
मुकेश	موکش	मुकेश	موکش	PROPN;NOM;MASC;SG;3	
हिप	باسن	हिप	باسن		N;SG
हिप	هیپ	हिप	هیپ		N;SG
क्षीण	خفیف	क्षीण	خفیف		N;SG
क्षीण	سخی	क्षीण	سخی		N;SG
मूर्तियां	بتان	मूर्ति	بتان	N;NOM;FEM;PL;3	N;SG
शेट्टी	شتی	शेट्टी	شتی	PROPN;NOM;MASC;SG;3	N;SG
लेक	لخ	लेक	لخ	PROPN;NOM;MASC;SG;3	N;SG
मिल्वौकी	میلواکی	मिल्वौकी	میلواکی	PROPN;NOM;MASC;SG;3	N;SG
कंधे	شونه	कंधे	شونه	N;NOM;MASC;PL;3	N;SG
कंधे	شانه	कंधे	شانه	N;NOM;MASC;PL;3	N;SG
मज़बूत	قوی	मज़बूत	قوی	CONJ	ADJ
थीम	چهره	थीम	چهره		N;SG
थीम	چهرۀ	थीम	چهرۀ		N;SG
थीम	تم	थीम	تم		N;SG
कीर्ति	شهرتش	कीर्ति	شهرتش	PROPN;NOM;MASC;SG;3	N;SG
कीर्ति	شهرت	कीर्ति	شهرت	PROPN;NOM;MASC;SG;3	N;SG
कीर्ति	شهرتی	कीर्ति	شهرت	PROPN;NOM;MASC;SG;3	N;SG
मिलाने	میلان	मिला	None	V;NFIN;ACT	N;SG
जेन	جِین	जेन	جِین	PROPN;NOM;MASC;SG;3	N;SG
जेन	جن	जेन	جن	PROPN;NOM;MASC;SG;3	N;SG
अरबों	میلیارد	अरब	میلیارد	N;ACC;MASC;PL;3	N;SG
कहां	کجا	कहाँ	کجا		ADV
कहां	کجای	कहाँ	کجا		CONJ
आतंरिक	داخلی	आतंरिक	داخلی	N;NOM;MASC;SG;3	ADJ
आतंरिक	درونی	आतंरिक	درونی	N;NOM;MASC;SG;3	ADJ
कैथरीन	کاترین	कैथरीन	کاترین	PROPN;NOM;FEM;SG;3	ADJ;RL
करन	کاران	करन	کار	PROPN;NOM;MASC;SG;3	N;PL
लॉजिक	منطقی	लॉजिक	منطقی	N;NOM;MASC;SG;3	ADV
ख़राब	b	ख़राब	b	PROPN;NOM;MASC;SG;3	N;SG
ख़राब	بد	ख़राब	بد	PROPN;NOM;MASC;SG;3	ADJ
प्रतिबिंबित	اندیشه	प्रतिबिंबित	اندیشه	ADJ	N;SG
एकाधिक	چندنفره	एकाधिक	چندنفره		N;SG
कार्बोहाइड्रेट	کربوهیدراتها	कार्बोहाइड्रेट	None	N;NOM;MASC;SG;3	N;PL
पतले	لاغری	पतला	لاغری	ADJ;NOM;MASC;PL	N;SG
दर्रा	مجالس	दर्रा	مجالس	N;NOM;MASC;SG;3	N;PL
रैंक	رتبه	रैंक	None		N;SG
रैंक	درجه	रैंक	درجه		N;SG
अपूर्ण	ناقص	अपूर्ण	None	N;NOM;MASC;SG;3	ADJ
अपूर्ण	ناقص	अपूर्ण	None	N;NOM;MASC;SG;3	ADJ
डेल	دیل	डेल	دیل	PROPN;NOM;MASC;SG;3	N;SG
डेल	دِل	डेल	دِل	PROPN;NOM;MASC;SG;3	N;SG
डेल	دل	डेल	دل	PROPN;NOM;MASC;SG;3	N;SG
डेल	del	डेल	del	PROPN;NOM;MASC;SG;3	N;SG
डेल	دل	डेल	دل	PROPN;NOM;MASC;SG;3	N;SG
दूरदर्शी	محتاط	दूरदर्शी	محتاط	N;NOM;MASC;SG;3	ADJ
दूरदर्शी	محتاطانه	दूरदर्शी	محتاطانه	N;NOM;MASC;SG;3	ADV
लीवर	اهرم	लीवर	اهرم	N;NOM;MASC;SG;3	
तटस्थ	بیطرف	तटस्थ	بیطرف		N;SG
तटस्थ	بیطرف	तटस्थ	بیطرف		N;SG
तटस्थ	خنثی	तटस्थ	None		N;SG
उन्मुख	گرا	उन्मुख	گرا		N;SG
अनुकूलित	بهینه	अनुकूलित	بهینه	ADJ	N;SG
अनुकूलित	سفارشی	अनुकूलित	سفارشی	ADJ	N;SG
सत्याग्रह	ساتیاگراها	सत्याग्रह	ساتیاگرا	N;NOM;MASC;SG;3	N;PL
सस्ते	ارزان	सस्ता	None	ADJ;NOM;MASC;PL	N;SG
सस्ते	ارزون	सस्ता	ارزون	ADJ;NOM;MASC;PL	N;SG
