през	through	през	through	ADP	N
течност	fluidos	течност	fluido	N;INDF;FEM;SG	N;MASC;PL
течност	liquido	течност	liquido	N;INDF;FEM;SG	ADJ;MASC;SG
течност	líquida	течност	líquido	N;INDF;FEM;SG	ADJ;FEM;SG
течност	líquidos	течност	líquido	N;INDF;FEM;SG	N;MASC;PL
преместен	movida	преместя-(се)	movido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
преместен	movido	преместя-(се)	movido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
преместен	conmovido	преместя-(се)	conmovido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
преместен	trasladado	преместя-(се)	trasladar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
преместен	transferida	преместя-(се)	transferido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
преместен	transferido	преместя-(се)	transferir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
преместен	trasladado	преместя-(се)	trasladar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
преместен	transferidos	преместя-(се)	transferido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
преместен	transferidas	преместя-(се)	transferido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
преместен	trasladado	преместя-(се)	trasladar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
потомци	descendencia	потомец	descendencia	N;INDF;MASC;PL	N;FEM;SG
минимум	mínima	минимум	mínimo	N;INDF;MASC;SG	ADJ;FEM;SG
минимум	mínimo	минимум	mínimo	N;INDF;MASC;SG	ADJ;MASC;SG
минимум	mínimos	минимум	mínimo	N;INDF;MASC;SG	ADJ;MASC;PL
минимум	mínimas	минимум	mínimo	N;INDF;MASC;SG	ADJ;FEM;PL
себастиан	sebastian	себастиан	sebastiar	N;INDF;MASC;SG	PROPN
себастиан	sebastián	себастиан	sebastián	N;INDF;MASC;SG	PROPN
земетресение	terremotos	земетресение	terremoto	N;INDF;NEUT;SG	N;MASC;PL
етническа	etnias	етнически	etnia	ADJ;INDF;FEM;SG	N;FEM;PL
етническа	étnicos	етнически	étnico	ADJ;INDF;FEM;SG	ADJ;MASC;PL
етническа	étnicas	етнически	étnico	ADJ;INDF;FEM;SG	ADJ;FEM;PL
етническа	etnia	етнически	etnia	ADJ;INDF;FEM;SG	N;FEM;SG
брус	bruce	брус	bruce	PROPN;INDF;MASC;SG	N;MASC;SG
брус	bruno	брус	bruno	PROPN;INDF;MASC;SG	PROPN
изтребител	luchadora	изтребител	luchador	N;INDF;MASC;SG	ADJ;FEM;SG
легат	legatus	легат	legatus	N;INDF;MASC;SG	
архитектурни	arquitectónico	архитектурен	arquitectónico	ADJ;INDF;PL	ADJ;MASC;SG
архитектурни	arquitectónica	архитектурен	arquitectónico	ADJ;INDF;PL	ADJ;FEM;SG
иво	ivo	иво	ivo	PROPN;INDF;MASC;SG	N;MASC;SG
влашко	valaquia	влашки	valaquia	ADV	ADJ;SG
искане	solicitar	искане	solicitar	N;INDF;NEUT;SG	V;NFIN
искане	solicite	искане	solicitar	N;INDF;NEUT;SG	V;IMP;SG;3;FIN
съвпада	cerillas	съвпадам	cerilla	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
съвпада	fósforos	съвпадам	fósforo	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
съвпада	coincidencias	съвпадам	coincidencia	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
съвпада	partidos	съвпадам	partido	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
дейв	dave	дейв	dave	PROPN;INDF;MASC;SG	PROPN
парма	parma	парма	parma	PROPN;INDF;FEM;SG	N;MASC;SG
рос	ross	рос	ross	PROPN;INDF;MASC;SG	PROPN
съседни	contiguo	съседен	contiguo	ADJ;INDF;PL	N;MASC;SG
съседни	contiguo	съседен	contiguo	ADJ;INDF;PL	N;MASC;SG
съседни	adyacente	съседен	adyacente	ADJ;INDF;PL	ADJ;SG
зелен	green	зелен	green	ADJ;INDF;MASC;SG	N;SG
зелен	verdes	зелен	verde	ADJ;INDF;MASC;SG	ADJ;PL
захари	azúcares	захаря	azúcar	N;INDF;MASC;SG	N;MASC;PL
захари	zacarías	захаря	zacaría	N;INDF;MASC;SG	V;COND;SG;3;FIN
стратегически	estratégicamente	стратегически	estratégicamente	ADJ;INDF;MASC;SG	ADV
стратегически	estratégicos	стратегически	estratégico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
стратегически	estratégicas	стратегически	estratégico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
колата	coches	кола	coche	N;DEF;FEM;SG	N;MASC;PL
приятелски	amigables	приятелски	amigable	ADJ;INDF;MASC;SG	ADJ;PL
приятелски	amistosos	приятелски	amistoso	ADJ;INDF;MASC;SG	ADJ;MASC;PL
пеене	cantos	пеене	canto	N;INDF;NEUT;SG	N;MASC;PL
пеене	cantando	пеене	cantar	N;INDF;NEUT;SG	V;V.MSDR
пеене	cantos	пеене	canto	N;INDF;NEUT;SG	N;MASC;PL
пеене	cantando	пеене	cantar	N;INDF;NEUT;SG	V;V.MSDR
пеене	cantar	пеене	cantar	N;INDF;NEUT;SG	V;NFIN
обвинява	acuse	обвинявам	acusar	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
кевин	kevin	кевин	kevin	PROPN;INDF;MASC;SG	PROPN
потребителски	consumidores	потребителски	consumidor	ADJ;INDF;MASC;SG	N;MASC;PL
потребителски	consumidor	потребителски	consumidor	ADJ;INDF;MASC;SG	N;MASC;SG
потребителски	usuarios	потребителски	usuario	ADJ;INDF;MASC;SG	N;MASC;PL
потребителски	usuario	потребителски	usuario	ADJ;INDF;MASC;SG	N;MASC;SG
потребителски	costumbre	потребителски	costumbre	ADJ;INDF;MASC;SG	N;FEM;SG
потребителски	custom	потребителски	custom	ADJ;INDF;MASC;SG	N
потребителски	costumbres	потребителски	costumbre	ADJ;INDF;MASC;SG	N;FEM;PL
регионални	regional	регионален	regional	ADJ;INDF;PL	ADJ;SG
заглавия	encabezados	заглавие	encabezado	N;INDF;NEUT;PL	ADJ;MASC;PL;V.PTCP
студена	frio	студен	frio	ADJ;INDF;FEM;SG	
студена	frías	студен	fría	ADJ;INDF;FEM;SG	N;FEM;PL
студена	fría	студен	fría	ADJ;INDF;FEM;SG	N
студена	frío	студен	frío	ADJ;INDF;FEM;SG	N;MASC;SG
студена	cold	студен	cold	ADJ;INDF;FEM;SG	N
габриел	gabriel	габриел	gabriel	N;INDF;MASC;SG	PROPN
успоредно	paralelo	успореден	paralelo	ADV	ADJ;MASC;SG
успоредно	paralelas	успореден	paralelo	ADV	ADJ;FEM;PL
успоредно	paralelos	успореден	paralelo	ADV	ADJ;MASC;PL
успоредно	paralelismo	успореден	paralelismo	ADV	N;MASC;SG
успоредно	paralela	успореден	paralelo	ADV	ADJ;FEM;SG
грей	gray	грей	gray	PROPN;INDF;MASC;SG	PROPN
грей	gris	грей	gris	PROPN;INDF;MASC;SG	
грей	grises	грей	gris	PROPN;INDF;MASC;SG	N;PL
грей	canas	грей	cana	PROPN;INDF;MASC;SG	N;FEM;PL
грей	gris	грей	gris	PROPN;INDF;MASC;SG	
грей	grey	грей	grey	PROPN;INDF;MASC;SG	N
грей	grises	грей	gris	PROPN;INDF;MASC;SG	N;PL
киргизстан	kirguistán	киргизстан	kirguistán	N;INDF;MASC;SG	ADJ;FEM;SG
дървен	madera	дървен	madera	ADJ;INDF;MASC;SG	N;FEM;SG
дървен	maderas	дървен	madera	ADJ;INDF;MASC;SG	N;FEM;PL
дървен	madera	дървен	madera	ADJ;INDF;MASC;SG	N;FEM;SG
дървен	leña	дървен	echar_leña	ADJ;INDF;MASC;SG	N;FEM;SG
дървен	wood	дървен	wood	ADJ;INDF;MASC;SG	N
славяни	eslavos	славям-(се)	eslavo	V;IPFV;INDF;PL;V.PTCP;PASS	N;MASC;PL
пръстен	anillo	пръстен	anillo	ADJ;INDF;MASC;SG	N;MASC;SG
пръстен	ring	пръстен	ring	ADJ;INDF;MASC;SG	N;MASC;SG
ефективно	eficiente	ефективно	eficiente	ADV	ADJ;SG
ефективно	eficaz	ефективно	eficaz	ADV	ADJ;SG
ефективно	eficientes	ефективно	eficiente	ADV	ADJ;PL
ефективно	eficaz	ефективно	eficaz	ADV	ADJ;SG
ефективно	efectivos	ефективно	efectivo	ADV	N;MASC;PL
ефективно	efectiva	ефективно	efectivo	ADV	ADJ;FEM;SG
кора	ladra	кора	ladra	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
константинос	konstantinos	константинос	konstantino	N;INDF;MASC;SG	N;MASC;PL
киров	kirov	киров	kirov	PROPN;INDF;MASC;SG	N;MASC;SG
прах	polvos	прах	polvo	N;INDF;MASC;SG	N;MASC;PL
пълни	lleno	пълен	lleno	ADJ;INDF;PL	ADJ;MASC;SG
пълни	full	пълен	full	ADJ;INDF;PL	INTJ
пълни	llena	пълен	lleno	ADJ;INDF;PL	ADJ;FEM;SG
пълни	plena	пълен	pleno	ADJ;INDF;PL	ADJ;FEM;SG
пълни	completo	пълен	completo	ADJ;INDF;PL	ADJ;MASC;SG
враг	enemigas	враг	enemiga	N;INDF;MASC;SG	ADJ;FEM;PL
враг	enemiga	враг	enemigo	N;INDF;MASC;SG	ADJ;FEM;SG
враг	enemigos	враг	enemigo	N;INDF;MASC;SG	N;MASC;PL
враг	enemigos	враг	enemigo	N;INDF;MASC;SG	N;MASC;PL
върховен	supremos	върховен	supremo	ADJ;INDF;MASC;SG	N;MASC;PL
върховен	suprema	върховен	supremo	ADJ;INDF;MASC;SG	N;FEM;SG
еми	emmy	еми	emmy	PROPN;INDF;MASC;SG	N;MASC;SG
еми	ime	еми	ime	PROPN;INDF;MASC;SG	
еми	emi	еми	emi	PROPN;INDF;MASC;SG	PROPN
тайната	secreta	тайна	secreto	N;DEF;FEM;SG	ADJ;FEM;SG
тайната	secretos	тайна	secreto	N;DEF;FEM;SG	N;MASC;PL
единство	unity	единство	unity	N;INDF;NEUT;SG	PRO;SG;2
копенхаген	copenhague	копенхаген	copenhague	N;DEF;MASC;SG	PROPN
извършено	realizado	извърша	realizado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
извършено	comprometido	извърша	comprometido	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
извършено	comprometidos	извърша	comprometido	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
извършено	cometido	извърша	cometido	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
извършено	comprometida	извърша	comprometido	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
хол	vestíbulo	хол	vestíbulo	PROPN;INDF;FEM;SG	N;MASC;SG
хол	pasillo	хол	pasillo	PROPN;INDF;FEM;SG	N;MASC;SG
хол	hall	хол	hall	PROPN;INDF;FEM;SG	N;MASC;SG
хол	salón	хол	salón	PROPN;INDF;FEM;SG	N;MASC;SG
пета	peta	пети	peta	ADJ;INDF;FEM;SG	N;FEM;SG
пета	talón	пети	talón	ADJ;INDF;FEM;SG	N;MASC;SG
пета	tacón	пети	tacón	ADJ;INDF;FEM;SG	N;MASC;SG
обстоятелства	circunstancia	обстоятелство	circunstancia	N;INDF;NEUT;PL	N;FEM;SG
дар	dar	дар	dar	N;INDF;MASC;SG	V;NFIN
дар	regalar	дар	regalar	N;INDF;MASC;SG	V;NFIN
протокол	protocolos	протокол	protocolo	N;INDF;MASC;SG	N;MASC;PL
физическа	físicas	физически	físico	ADJ;INDF;FEM;SG	ADJ;FEM;PL
физическа	físicos	физически	físico	ADJ;INDF;FEM;SG	ADJ;MASC;PL
супер	asombroso	супер	asombroso	ADV	ADJ;MASC;SG
супер	increíble	супер	increíble	ADV	ADJ;SG
супер	impresionante	супер	impresionante	ADV	ADJ;SG
супер	super	супер	super	ADV	
супер	súper	супер	súper	ADV	
русев	rusev	русев	rusev	PROPN;INDF;MASC;SG	N;SG
крак	pié	крак	pié	N;INDF;MASC;SG	
пътешествие	trip	пътешествие	trip	N;INDF;NEUT;SG	
минерали	mineral	минерал	mineral	N;INDF;MASC;PL	ADJ;SG
метал	metálico	метал	metálico	N;INDF;MASC;SG	ADJ;MASC;SG
метал	metálicos	метал	metálico	N;INDF;MASC;SG	ADJ;MASC;PL
метал	metales	метал	metal	N;INDF;MASC;SG	N;MASC;PL
румелия	rumelia	румел	rumelia	N;DEF;FEM;SG	
кафяви	brown	кафяв	brown	ADJ;INDF;PL	N;MASC;SG
кафяви	moreno	кафяв	moreno	ADJ;INDF;PL	N;MASC;SG
кафяви	marrones	кафяв	marrón	ADJ;INDF;PL	N;MASC;PL
кафяви	marrón	кафяв	marrón	ADJ;INDF;PL	ADJ;MASC;SG
интересно	interesante	интересно	interesante	ADV	ADJ;SG
интересно	interesantes	интересно	interesante	ADV	ADJ;PL
успешна	exitosos	успешен	exitoso	ADJ;INDF;FEM;SG	ADJ;MASC;PL
успешна	exitosas	успешен	exitoso	ADJ;INDF;FEM;SG	ADJ;FEM;PL
успешна	éxito	успешен	éxito	ADJ;INDF;FEM;SG	N;MASC;SG
професионално	profesional	професионално	profesional	ADV	ADJ;SG
професионално	professional	професионално	professional	ADV	ADJ;SG
професионално	profesionalidad	професионално	profesionalidad	ADV	N;FEM;SG
професионално	profesionales	професионално	profesional	ADV	N;PL
разследване	investigando	разследване	investigar	N;INDF;NEUT;SG	V;V.MSDR
разследване	investigaciones	разследване	investigación	N;INDF;NEUT;SG	N;FEM;PL
подобрява	mejora	подобрявам	mejora	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
роднина	relativa	роднина	relativo	N;INDF;MASC;SG	ADJ;FEM;SG
роднина	relativo	роднина	relativo	N;INDF;MASC;SG	ADJ;MASC;SG
долен	bajar	долен	bajar	ADJ;INDF;MASC;SG	V;NFIN
никифор	nicéforo	никифор	nicéforo	PROPN;INDF;MASC;SG	N;MASC;SG
взети	tomado	взема	tomado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
взети	tomadas	взема	tomado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
взети	tomados	взема	tomar	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
взети	tomada	взема	tomado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
индивиди	particulares	индивид	particular	N;INDF;MASC;PL	ADJ;PL
индивиди	individuales	индивид	individual	N;INDF;MASC;PL	ADJ;PL
британия	britania	британие	britania	PROPN;INDF;FEM;SG	ADJ;FEM;SG
британия	britania	британие	britania	PROPN;INDF;FEM;SG	ADJ;FEM;SG
британия	britannia	британие	britannia	PROPN;INDF;FEM;SG	N;FEM;SG
сдс	udf	сдс	udf	PROPN;INDF;MASC;SG	N;SG
забрана	prohibir	забрана	prohibir	N;INDF;FEM;SG	V;NFIN
носа	nose	нос	nose	N;DEF;MASC;SG	V;SBJV;SG;2;PRS;FIN
богатство	riquezas	богатство	riqueza	N;INDF;NEUT;SG	N;FEM;PL
богатство	riquezas	богатство	riqueza	N;INDF;NEUT;SG	N;FEM;PL
аристотел	aristóteles	аристотел	aristótel	N;INDF;MASC;SG	N;FEM;PL
секст	sexto	секст	sexto	PROPN;INDF;MASC;SG	ADJ;MASC;SG
дупка	volcado	дупка	volcar	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
дупка	volcar	дупка	volcar	N;INDF;FEM;SG	V;NFIN
прототип	prototipos	прототип	prototipo	N;INDF;MASC;SG	N;MASC;PL
метални	metálico	метален	metálico	ADJ;INDF;PL	ADJ;MASC;SG
метални	metálica	метален	metálico	ADJ;INDF;PL	ADJ;FEM;SG
техническа	tecnica	технически	tecnicar	ADJ;INDF;FEM;SG	N;FEM;SG
техническа	técnicos	технически	técnico	ADJ;INDF;FEM;SG	N;MASC;PL
техническа	técnico	технически	técnico	ADJ;INDF;FEM;SG	N;MASC;SG
техническа	técnica	технически	técnica	ADJ;INDF;FEM;SG	N;FEM;SG
врагове	enemigo	враг	enemigo	N;INDF;MASC;PL	N;MASC;SG
врагове	enemigas	враг	enemiga	N;INDF;MASC;PL	ADJ;FEM;PL
врагове	enemiga	враг	enemigo	N;INDF;MASC;PL	ADJ;FEM;SG
врагове	enemigas	враг	enemiga	N;INDF;MASC;PL	ADJ;FEM;PL
кале	kale	кале	kaler	N;INDF;NEUT;SG	
кале	calais	кале	calai	N;INDF;NEUT;SG	N;MASC;PL
дрезден	dresde	дрезден	dresde	PROPN;INDF;MASC;SG	N;FEM;SG
дрезден	dresden	дрезден	dresden	PROPN;INDF;MASC;SG	N;MASC;SG
обяви	anuncie	обявя-(се)	anunciar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;SG;3;FIN
обяви	anuncia	обявя-(се)	anunciar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
обяви	declara	обявя-(се)	declarar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
обяви	declaran	обявя-(се)	declarar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PRS;FIN
обяви	declare	обявя-(се)	declarar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;SG;3;FIN
обяви	declaro	обявя-(се)	declarar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PRS;FIN
обяви	anunciado	обявя-(се)	anunciado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
обяви	anunciada	обявя-(се)	anunciado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
обяви	anunciados	обявя-(се)	anunciado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
обяви	anuncie	обявя-(се)	anunciar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;SG;3;FIN
обяви	anuncia	обявя-(се)	anunciar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
андроник	andrónico	андроник	andrónico	N;INDF;MASC;SG	ADJ;MASC;SG
ани	ani	ани	ani	PROPN;INDF;FEM;SG	
ани	annie	ани	annie	PROPN;INDF;FEM;SG	N;FEM;SG
ани	anita	ани	anitar	PROPN;INDF;FEM;SG	N;FEM;SG
обхват	alcances	обхват	alcanze	N;INDF;MASC;SG	N;MASC;PL
сини	blue	син	blue	ADJ;INDF;PL	N
сини	azul	син	azul	ADJ;INDF;PL	ADJ;SG
съмнение	dudas	съмнение	duda	N;INDF;NEUT;SG	N;FEM;PL
съмнение	dudar	съмнение	dudar	N;INDF;NEUT;SG	V;NFIN
съмнение	dudo	съмнение	dudo	N;INDF;NEUT;SG	V;IMP;SG;1;PRS;FIN
лети	fly	летя	fly	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
лети	mosca	летя	mosca	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
лети	vuele	летя	voler	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;3;FIN
лети	moscas	летя	mosca	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
лети	flying	летя	flying	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
лети	vuelo	летя	vuelo	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
мечове	espada	меч	espada	N;INDF;MASC;PL	N;FEM;SG
андрю	andres	андрю	andres	PROPN;INDF;MASC;SG	PROPN
андрю	andrew	андрю	andrew	PROPN;INDF;MASC;SG	PROPN
андрю	andrés	андрю	andrés	PROPN;INDF;MASC;SG	PROPN
изложение	exposiciones	изложение	exposición	N;INDF;NEUT;SG	N;FEM;PL
полска	polonia	полски	polonia	ADJ;INDF;FEM;SG	PROPN
полска	polacos	полски	polaco	ADJ;INDF;FEM;SG	N;MASC;PL
полска	polaco	полски	polaco	ADJ;INDF;FEM;SG	N;MASC;SG
петна	mancha	петна	mancha	N;INDF;NEUT;PL	N;FEM;SG
бита	golpeados	бия-(се)	golpeado	N;INDF;NEUT;PL	ADJ;MASC;PL;V.PTCP
бита	vencido	бия-(се)	vencido	N;INDF;NEUT;PL	ADJ;MASC;SG;V.PTCP
бита	golpeado	бия-(се)	golpear	N;INDF;NEUT;PL	ADJ;MASC;SG;V.PTCP
бита	batida	бия-(се)	batido	N;INDF;NEUT;PL	ADJ;FEM;SG;V.PTCP
бита	azotado	бия-(се)	azotado	N;INDF;NEUT;PL	ADJ;MASC;SG;V.PTCP
опозиция	oposiciones	опозиция	oposición	N;INDF;FEM;SG	N;FEM;PL
опозиция	opositores	опозиция	opositor	N;INDF;FEM;SG	N;MASC;PL
резерва	reservar	резерва	reservar	N;INDF;FEM;SG	V;NFIN
резерва	reserve	резерва	reserve	N;INDF;FEM;SG	V;SBJV;SG;3;PRS;FIN
конкретни	específica	конкретен	específico	ADJ;INDF;PL	ADJ;FEM;SG
конкретни	especifico	конкретен	especifico	ADJ;INDF;PL	ADJ;MASC;SG
конкретни	específico	конкретен	específico	ADJ;INDF;PL	ADJ;MASC;SG
конкретни	hormigón	конкретен	hormigón	ADJ;INDF;PL	N;MASC;SG
конкретни	cemento	конкретен	cemento	ADJ;INDF;PL	N;MASC;SG
конкретни	concrete	конкретен	concretar	ADJ;INDF;PL	V;IMP;SG;3;FIN
конкретни	concreto	конкретен	concreto	ADJ;INDF;PL	ADJ;MASC;SG
напитки	bebe	напитка	beber	N;INDF;FEM;PL	N;MASC;SG
напитки	bebida	напитка	bebida	N;INDF;FEM;PL	N;FEM;SG
лаборатория	laboratorios	лаборатория	laboratorio	N;INDF;FEM;SG	N;MASC;PL
дийн	dean	дийн	dear	PROPN;INDF;MASC;SG	PROPN
дийн	decano	дийн	decano	PROPN;INDF;MASC;SG	N;MASC;SG
таджикистан	tayikistán	таджикистан	tayikistán	N;INDF;MASC;SG	ADJ;SG
отговорен	responsable	отговорен	responsable	ADJ;INDF;MASC;SG	N;SG
отговорен	responsables	отговорен	responsable	ADJ;INDF;MASC;SG	N;PL
соу	sou	соу	ser	N;INDF;NEUT;SG	INTJ
соу	sembrar	соу	sembrar	N;INDF;NEUT;SG	V;NFIN
възстанови	recupera	възстановя-(се)	recuperar	V;PFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
възстанови	recupere	възстановя-(се)	recuperar	V;PFV;IMP;SG;2;FIN	V;SBJV;SG;3;FIN
възстанови	recuperarse	възстановя-(се)	recuperar	V;PFV;IMP;SG;2;FIN	V;SBJV;SG;3;IPFV;FIN
редактира	editado	редактирам	editado	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
