der	the	der	the	DET;NOM;DEF;MASC;SG	
howard	howard	howard	howard	PROPN;NOM;MASC;SG	
viii	viii	viii	viii		NUM
eishockey	hockey	eishockey	hockey		N
steiermark	steiermark	steiermark	steiermark	PROPN	N
gewinner	thang	gewinner	thang		N
gewinner	thắng	gewinner	thắng		N
amerikaner	american	amerikaner	american	ADJ	N
amerikaner	mỹ	amerikaner	mỹ	ADJ	N
gesundheit	khỏe	gesundheit	khỏe		ADJ
premiere	premiere	premiere	premiere		
niemals	bao	niemals	bao	ADV	
niemals	từng	niemals	từng	ADV	PROPN
marco	marco	marco	marco	PROPN;NOM;SG	
reiner	reiner	rein	reiner	ADJ	
lorenz	lorenz	lorenz	lorenz	PROPN;NOM;SG	
polnisch	polish	polnisch	polish	ADJ	NUM
wandte	tráng	wenden	tráng	V;IND;SG;3;PST;FIN	N
unabhängige	lập	unabhängig	lập	ADJ;NOM;FEM;PL	V
herum	khoảng	herum	khoảng	ADV	ADJ
herum	vòng	herum	vòng	ADV	N
retten	bích	retten	bích	V;NFIN	N
briefe	thư	brufen	thư		N
briefe	chữ	brufen	chữ		N
ausbruch	bùng	ausbruch	bùng	N	V
ausbruch	breakout	ausbruch	breakout	N	
ausbruch	eruption	ausbruch	eruption	N	
hamilton	hamilton	hamilton	hamilton	PROPN;NOM;SG	N
schatten	bóng	schatten	bóng	V;NFIN	N
schatten	bóng	schatten	bóng	V;NFIN	N
schatten	shadow	schatten	shadow	V;NFIN	N
schatten	shades	schatten	shades	V;NFIN	
schatten	râm	schatten	râm	V;NFIN	ADJ
schatten	khuất	schatten	khuất	V;NFIN	N
dan	dan	dan	dan	PROPN;NOM;SG	N
minnesota	minnesota	minnesota	minnesota	PROPN;NOM;NEUT;SG	N
übersetzer	dịch	übersetzer	dịch	ADJ	
übersetzer	dịch	übersetzer	dịch	ADJ	
löwen	leuven	löwen	leuven		N
löwen	lions	löwen	lions		N
löwen	louvain	löwen	louvain		V
jagd	săn	jagd	săn		N
jagd	săn	jagd	săn		N
jagd	đuổi	jagd	đuổi		V
jagd	tẩu	jagd	tẩu		N
volker	brendan	volk	brendan	PROPN;NOM;MASC;SG	
volker	pauline	volk	pauline	PROPN;NOM;MASC;SG	
volker	volker	volk	volker	PROPN;NOM;MASC;SG	N
volker	raymond	volk	raymond	PROPN;NOM;MASC;SG	
argumentation	argumentation	argumentation	argumentation	ADV	
straßenbahn	tram	straßenbahn	tram	ADJ	
straßenbahn	trams	straßenbahn	trams	ADJ	
christine	christine	christine	christine	PROPN;NOM;FEM;SG	
rechtswissenschaften	luật	rechtswissenschaft	luật	ADJ	N
zurückgezogen	hưu	zurückziehen	hưu	V;V.PTCP	N
ober	bồi	ober	bồi		V
jim	jim	jim	jim	PROPN;NOM;MASC;SG	
dokumente	liệu	dokument	liệu	N;NOM;SG	V
lust	fancy	lusen	fancy	PROPN	N
lust	ham	lusen	ham	PROPN	N
einsätze	stakes	einsätzen	stakes	N;NOM;FEM;PL	
chemische	hóa	chemisch	hóa	ADJ;NOM;FEM;PL	
point	chấm	poinen	chấm		V
point	điểm	poinen	điểm		N
gelbe	nhát	gelb	nhát	N;NOM;FEM;PL	V
vorname	tên	vornam	tên		N
florenz	florence	florenz	florence	PROPN;NOM;SG	N
florenz	firenze	florenz	firenze	PROPN;NOM;SG	N
konferenz	thảo	konferenz	thảo	ADJ	N
bamberg	bamberg	bamberg	bamberg	PROPN;NOM;NEUT;SG	
flusses	sông	fluß	sông	ADV	N
tieren	vật	tier	vật	V;NFIN	N
lothar	lothar	lothar	lothar	PROPN;NOM;MASC;SG	
wille	sẽ	willen	sẽ		
wille	muốn	willen	muốn		V
clemens	clemens	clemens	clemens	PROPN;NOM;SG	N
normale	chuẩn	normal	chuẩn	ADJ;NOM;FEM;PL	V
normale	thường	normal	thường	ADJ;NOM;FEM;PL	
tschechoslowakei	czechoslovakia	tschechoslowakei	czechoslovakia	PROPN;NOM;MASC;SG	V
julia	julia	julia	julia	PROPN;NOM;FEM;SG	N
julia	juliet	julia	juliet	PROPN;NOM;FEM;SG	N
legen	lay	legen	lay	V;NFIN	N
legen	chua	legen	chua	V;NFIN	N
legen	norad	legen	norad	V;NFIN	
model	model	model	model		N
sun	nắng	sun	nắng	PROPN;NOM;SG	N
sun	cn	sun	cn	PROPN;NOM;SG	
francesco	francesco	francesco	francesco	PROPN;NOM;MASC;SG	N
motoren	motors	motor	motors	N;NOM;PL	
klinik	clinic	klinik	clinic	ADJ	
lippe	môi	lippe	môi	PROPN;NOM;SG	N
lippe	lip	lippe	lip	PROPN;NOM;SG	N
lippe	lippe	lippe	lippe	PROPN;NOM;SG	N
texten	lyrics	texten	lyrics	V;NFIN	N
künstlerische	nghệ	künstlerisch	nghệ	ADJ;NOM;FEM;PL	N
konstanz	konstanz	konstanz	konstanz	PROPN;NOM;SG	
konstanz	constance	konstanz	constance	PROPN;NOM;SG	N
golf	golf	golf	golf		N
golf	gôn	golf	gôn		N
golf	vịnh	golf	vịnh		N
digital	digitally	digital	digitally	ADJ	
digital	digital	digital	digital	ADJ	N
behauptung	nhận	behauptung	nhận	ADV	V
maße	cỡ	massen	cỡ	ADV	N
maße	thước	massen	thước	ADV	N
maße	chiều	massen	chiều	ADV	N
schicksal	destiny	schicksal	destiny	ADJ	
schicksal	phạn	schicksal	phạn	ADJ	N
act	act	act	act	PROPN	NUM
entdeckte	đốm	entdecken	đốm	V;IND;SG;3;PST;FIN	N
entdeckte	spotted	entdecken	spotted	V;IND;SG;3;PST;FIN	
unentschieden	đính	unentschieden	đính	ADJ	
unentschieden	nơ	unentschieden	nơ	ADJ	N
unentschieden	vẽ	unentschieden	vẽ	ADJ	V
unentschieden	dằng	unentschieden	dằng	ADJ	V
hubert	hubert	hubert	hubert	PROPN;NOM;SG	
vorbereitung	prep	vorbereitung	prep	N;NOM;FEM;SG	V
inklusive	gồm	inklusive	gồm	ADP	V
inklusive	kèm	inklusive	kèm	ADP	V
inklusive	gồm	inklusive	gồm	ADP	V
harvard	havard	harvard	havard	PROPN;NOM;MASC;SG	N
harvard	harvard	harvard	harvard	PROPN;NOM;MASC;SG	N
nick	nick	nick	nick	PROPN;NOM;SG	
sam	sam	sam	sam	PROPN;NOM;SG	
conrad	conrad	conrad	conrad	PROPN;NOM;MASC;SG	
jap	jap	jap	jap		N
fusion	fusion	fusion	fusion	N;NOM;SG	
fähigkeiten	năng	fähigkeit	năng	V;NFIN	N
valley	lũng	valley	lũng	PROPN;NOM;SG	N
pedro	pedro	pedro	pedro	PROPN;NOM;SG	N
schade	nhục	schade	nhục	ADV	N
schade	hơ	schade	hơ	ADV	N
festen	đặc	fest	đặc	ADJ	N
palais	palais	palais	palais	PROPN;NOM;SG	N
messe	fair	messe	fair		N
aufnehmen	album	aufnehmen	album	V;NFIN	N
tim	tim	tim	tim	PROPN;NOM;MASC;SG	
tim	tintin	tim	tintin	PROPN;NOM;MASC;SG	N
schlesien	silesia	schlesien	silesia	PROPN;NOM;SG	N
wahrnehmung	perceptions	wahrnehmung	perceptions	N;NOM;FEM;SG	V
meldung	truyện	meldung	truyện	ADJ	N
meldung	chuyện	meldung	chuyện	ADJ	N
meldung	cáo	meldung	cáo	ADJ	N
contra	contra	contra	contra		N
schlagzeuger	drummer	schlagzeuger	drummer	ADJ	
hauptmann	trưởng	hauptmann	trưởng		
mache	pha	machen	pha	V;IND;SG;3;PRS;FIN	N
bundestag	bundestag	bundestag	bundestag		
dick	thick	dick	thick	ADJ	
dick	dick	dick	dick	ADJ	N
ehemann	chồng	ehemann	chồng		N
ehemann	mun	ehemann	mun		N
wachsen	grow	wachsen	grow	V;NFIN	N
eis	is	eis	is	N;NOM;NEUT;SG	
griff	grip	greifen	grip	V;FIN	N
griff	grep	greifen	grep	V;FIN	
niveau	cấp	niveau	cấp	ADV	N
niveau	mức	niveau	mức	ADV	N
niveau	tầng	niveau	tầng	ADV	N
niveau	cấp	niveau	cấp	ADV	N
samt	velvet	samt	velvet	ADP	
samt	nhung	samt	nhung	ADP	
verhältnisse	ratios	verhältnis	ratios	ADJ;PL	
abbildung	nh	abbildung	nh		N
abbildung	hình	abbildung	hình		N
abbildung	ảnh	abbildung	ảnh		N
abbildung	chart	abbildung	chart		ADJ
lehrstuhl	ghế	lehrstuhl	ghế	PROPN	N
lehrstuhl	lí	lehrstuhl	lí	PROPN	N
lehrstuhl	cậy	lehrstuhl	cậy	PROPN	
freundin	girlfriend	Freundin	girlfriend	N;NOM;FEM;SG	
stamm	cuống	stamm	cuống	ADJ	
stamm	cốp	stamm	cốp	ADJ	N
stamm	rương	stamm	rương	ADJ	N
saß	sat	sitzen	sat	V;IND;SG;3;PST;FIN	NUM
sowjetische	soviet	sowjetisch	soviet	ADJ;NOM;FEM;PL	
willi	willi	willi	willi	PROPN;NOM;MASC;SG	
willi	whitey	willi	whitey	PROPN;NOM;MASC;SG	
qualifiziert	qualifying	qualifizieren	qualifying	ADJ;V.PTCP	
ergänzen	supplement	ergänzen	supplement	V;NFIN	
gesicht	mặt	sechen	mặt	V;V.PTCP	N
gesicht	face	sechen	face	V;V.PTCP	N
gesicht	mặt	sechen	mặt	V;V.PTCP	N
türkische	turkic	türkisch	turkic	ADJ;NOM;FEM;PL	
türkische	turkish	türkisch	turkish	ADJ;NOM;FEM;PL	
unfall	crash	unfall	crash	N	
atlas	atlas	atlas	atlas	PROPN	
sterben	die	sterben	die	V;NFIN	
platte	dĩa	platen	dĩa		N
eroberung	conquest	Eroberung	conquest	N;NOM;FEM;SG	
sand	bi	sinden	bi		N
sand	cát	sinden	cát		N
sand	sands	sinden	sands		N
scheinen	shining	scheinen	shining	V;NFIN	
index	index	index	index		N
meinte	said	meinen	said	V;IND;SG;3;PST;FIN	
heide	heide	heiden	heide	PROPN;NOM;SG	
heide	heather	heiden	heather	PROPN;NOM;SG	N
heide	phuc	heiden	phuc	PROPN;NOM;SG	N
heide	heath	heiden	heath	PROPN;NOM;SG	
district	huyện	district	huyện	PROPN	N
monte	monte	mont	monte	PROPN;NOM;SG	N
wesen	wesen	wesen	wesen	N;NOM;NEUT;SG	
brauerei	brewing	brauerei	brewing	ADJ;NOM;FEM;SG	
brauerei	brewer	brauerei	brewer	ADJ;NOM;FEM;SG	
brauerei	breweries	brauerei	breweries	ADJ;NOM;FEM;SG	
zeugen	chứng	zeugen	chứng	V;NFIN	N
roth	roth	roth	roth	PROPN;SG	
gefahren	perils	fahren	perils	V;V.PTCP	
gefahren	hazard	fahren	hazard	V;V.PTCP	N
philip	philip	philip	philip	PROPN;NOM;MASC;SG	
philip	filip	philip	filip	PROPN;NOM;MASC;SG	N
dateien	tệp	datei	tệp	V;NFIN	N
dateien	tệp	datei	tệp	V;NFIN	N
dateien	file	datei	file	V;NFIN	N
slowakei	slovakia	slowakei	slovakia	PROPN;NOM;SG	N
luther	luther	luther	luther	PROPN;NOM;MASC;SG	N
dfb	dfb	dfb	dfb	PROPN;NOM;MASC;SG	N
gefärbt	thoa	färben	thoa	ADJ;V.PTCP	V
gefärbt	nhuộm	färben	nhuộm	ADJ;V.PTCP	V
verwandten	kin	verwandt	kin	V;PL;FIN	N
vögel	chim	vögel	chim		N
vögel	bird	vögel	bird		N
vögel	chim	vögel	chim		N
letztes	cuối	letzt	cuối	ADJ;NOM;NEUT;SG	N
ursula	ursula	ursula	ursula	PROPN;NOM;FEM;SG	
willy	willy	willy	willy	PROPN;NOM;MASC;SG	
willy	willie	willy	willie	PROPN;NOM;MASC;SG	
pflanze	cây	pflanz	cây		N
pflanze	gieo	pflanz	gieo		V
pflanze	trồng	pflanz	trồng		V
pflanze	cấy	pflanz	cấy		V
pflanze	cắt	pflanz	cắt		V
pflanze	xén	pflanz	xén		V
altes	altes	alt	altes	ADJ;NOM;NEUT;SG	
hund	hound	hund	hound	N;NOM;MASC;SG	
hund	dog	hund	dog	N;NOM;MASC;SG	
hütte	hut	hüten	hut		N
hütte	lều	hüten	lều		N
hütte	cottage	hüten	cottage		N
hütte	lán	hüten	lán		N
hütte	chòi	hüten	chòi		N
hütte	cabin	hüten	cabin		N
hütte	lodge	hüten	lodge		N
nachruf	epitaph	nachruf	epitaph	N;SG	
ding	đinh	ding	đinh		N
ding	điều	ding	điều		N
ding	thứ	ding	thứ		N
briten	brit	breten	brit		N
angeordnet	kịch	anordnen	kịch	V;V.PTCP	N
soldat	lính	soldat	lính	PROPN	N
leer	rỗng	leer	rỗng	ADJ	V
leer	trống	leer	trống	ADJ	V
leer	trống	leer	trống	ADJ	V
leer	blank	leer	blank	ADJ	V
leichter	châm	leicht	châm	ADJ	N
leichter	đèn	leicht	đèn	ADJ	N
leichter	nhẹ	leicht	nhẹ	ADJ	
leichter	nhẹ	leicht	nhẹ	ADJ	
neapel	bologna	neapel	bologna	PROPN;NOM;SG	N
neapel	naples	neapel	naples	PROPN;NOM;SG	
neapel	napoli	neapel	napoli	PROPN;NOM;SG	N
neapel	napoli	neapel	napoli	PROPN;NOM;SG	N
fuchs	fuchs	fachsen	fuchs	PROPN;NOM;SG	N
fuchs	fox	fachsen	fox	PROPN;NOM;SG	
fuchs	cáo	fachsen	cáo	PROPN;NOM;SG	N
verdient	đắng	verdienen	đắng	V;V.PTCP	ADJ
beobachten	pass	beobachten	pass	V;NFIN	N
block	khối	block	khối		N
block	chặn	block	chặn		V
sammeln	men	sammeln	men	V;NFIN	N
dauerhaft	bền	dauerhaft	bền	ADJ	N
dauerhaft	bền	dauerhaft	bền	ADJ	N
durchschnittliche	avg	durchschnittlich	avg	ADJ;NOM;FEM;PL	N
jens	jens	jens	jens	PROPN;NOM;MASC;SG	N
hell	sáng	hell	sáng	ADJ	N
non	non	non	non		N
zufällig	cuốc	zufällig	cuốc	ADJ	N
zufällig	nét	zufällig	nét	ADJ	N
ausgewiesen	đai	ausweisen	đai	V;V.PTCP	N
schnelle	speedy	schnell	speedy	ADJ;NOM;FEM;PL	
schnelle	rapid	schnell	rapid	ADJ;NOM;FEM;PL	
wörterbuch	lexicon	wörterbuch	lexicon	ADJ	N
wörterbuch	điển	wörterbuch	điển	ADJ	N
nebenfluss	purus	nebenflussen	purus	V;V.PTCP	
aktionen	hành	aktion	hành	V;NFIN	N
ralf	ralf	ralfen	ralf	PROPN;NOM;MASC;SG	
gordon	gordon	gordon	gordon	PROPN;NOM;MASC;SG	
papier	giấy	papier	giấy		N
papier	trát	papier	trát		N
stift	stylus	stefen	stylus		N
stift	chì	stefen	chì		N
stift	pen	stefen	pen		N
stift	bút	stefen	bút		N
stift	ghim	stefen	ghim		N
stift	pin	stefen	pin		N
maurice	maurice	maurice	maurice	PROPN;NOM;MASC;SG	N
kpd	kpd	kpd	kpd	PROPN;NOM;SG	N
wahr	thật	wahr	thật	ADJ	PART
erzielt	hoài	erzielen	hoài	V;V.PTCP	N
halb	nửa	halb	nửa	ADJ	NUM
missouri	missouri	missouri	missouri	PROPN;NOM;MASC;SG	N
abfluss	outflow	abfließen	outflow	N;SG	
abfluss	drain	abfließen	drain	N;SG	
gliederung	layout	gliederung	layout	N;NOM;FEM;SG	V
konkreten	tông	konkret	tông		N
elizabeth	elizabeth	elizabeth	elizabeth	PROPN;SG	
genügend	đủ	genügend	đủ	ADV	ADJ
fred	hòa	fred	hòa	PROPN;NOM;SG	N
fred	fred	fred	fred	PROPN;NOM;SG	
beenden	end	beenden	end	V;NFIN	
beenden	kết	beenden	kết	V;NFIN	N
johnny	johnny	johnny	johnny	PROPN;NOM;MASC;SG	N
testament	wills	testament	wills	ADJ	
dei	dei	dei	dei	PROPN;NOM;SG	N
wand	wall	wand	wall	N;NOM;FEM;SG	
abgrenzung	delimitation	abgrenzung	delimitation	ADJ	
arm	tay	arm	tay	ADJ	N
kontakte	lạc	kontakt	lạc	ADJ	N
glocken	bell	glock	bell	N;NOM;PL	
überarbeiten	rework	überarbeiten	rework	V;NFIN	
unesco	unesco	unesco	unesco		N
peking	kinh	peking	kinh	PROPN;NOM;MASC;SG	V
peking	kinh	peking	kinh	PROPN;NOM;MASC;SG	V
florian	florian	florian	florian	PROPN;NOM;MASC;SG	N
salzburger	salzburger	salzburger	salzburger	ADJ	N
pflege	nursing	pfleg	nursing		NUM
gewidmet	viet	widmen	viet	V;V.PTCP	N
hanau	hanau	hanau	hanau	PROPN;NOM;MASC;SG	
corporation	corp	corporation	corp	PROPN	N
bene	bene	bene	bene	PROPN;NOM;SG	N
hochzeit	cưới	hochzeit	cưới	N;NOM;FEM;SG	V
kapazität	capability	kapazität	capability	N;NOM;FEM;SG	ADJ
kolonie	khu	kolonie	khu	ADJ	N
studios	studios	studios	studios	PROPN	
hms	hms	hms	hms	PROPN;NOM;MASC;SG	N
ltd	ltd	ltd	ltd	PROPN;NOM;SG	N
bbc	bbc	bbc	bbc	PROPN;NOM;SG	N
netzwerk	mạng	netzwerk	mạng	PROPN	N
netzwerk	mạng	netzwerk	mạng	PROPN	N
netzwerk	mạng	netzwerk	mạng	PROPN	N
gesamtwertung	standings	gesamtwertung	standings	ADJ	
vizepräsident	phó	vizepräsident	phó	ADJ	
vizepräsident	vice	vizepräsident	vice	ADJ	
reihen	ranks	reih	ranks	V;NFIN	
reihen	series	reih	series	V;NFIN	N
reihen	hàng	reih	hàng	V;NFIN	N
technologie	ktv	technologie	ktv	PROPN;SG	N
georgia	gruzia	georgia	gruzia	PROPN;NOM;MASC;SG	N
georgia	georgia	georgia	georgia	PROPN;NOM;MASC;SG	
dänischer	danish	dänisch	danish	ADJ	N
konkrete	tông	konkret	tông	ADJ;NOM;FEM;PL	N
