年	ปี
邊框	พรมแดน
邊框	ขอบ
邊框	กรอบ
邊框	ชายแดน
扳手	ประแจ
傢具	เฟอร์นิเจอร์
站著	ยืน
站著	stand
站著	ทน
惡霸	รังแก
閒暇	leisure
閒暇	สันทนาการ
幫會	คลับ
幫會	สโมสร
幫會	club
幫會	ชมรม
可讀性	readability
採礦業	เหมือง
鼻涕	ขี้มูก
鼻涕	น้ำมูก
鞦韆	ลงๆ
鞦韆	แกว่ง
鞦韆	สวิง
鞦韆	เหวี่ยง
兩院制	bicameral
拂曉	รุ่งอรุณ
掃帚	ไม้กวาด
掃帚	กวาด
掃帚	ไม้กวาด
沖天	ตระหง่าน
雜項	เบ็ดเตล็ด
凌亂	เลอะเทอะ
凌亂	วุ่นวาย
凌亂	ยุ่งเหยิง
脈搏	ชีพจร
鋨	osmium
喜慶	เทศกาล
喜慶	รื่นเริง
時辰	ชั่วโมง
紫羅蘭	ไวโอเล็ต
拋光	ขัด
水電站	เขื่อน
韌性	toughness
分紅	ปันผล
兵卒	หมาก
兵卒	เบี้ย
大霧	หมอก
獨裁政權	เผด็จการ
魚兒	ฟิช
魚兒	ปลา
氣喘	หอบ
紙漿	pulp
馴服	เชื่อง
馴服	เชื่อง
酸味	เปรี้ยว
恍惚	ภวังค์
峰峰	พีค
擔子	ภาระ
輕蔑	ดูถูก
決算	บัญชี
跨國公司	tnc
臭蟲	บั๊ก
臭蟲	บัก
臭蟲	แมลง
鉍	bismuth
無價	ล้ำค่า
汗水	เหงื่อ
臟	สกปรก
罪過	บาป
泥巴	โคลน
手心	ฝ่ามือ
手心	ปาล์ม
多雲	เมฆ
肚臍	สะดือ
忙著	ยุ่งๆ
忙著	ยุ่ง
七月份	กรกฎาคม
蠱惑	บังคับ
上訪	คำร้อง
白日夢	มโน
輸家	แพ้
發病率	ชุก
越野賽	bmx
鐵鍊	โซ่
搖動	โยก
搖動	เขย่า
搖動	ส่าย
拜拜	บาย
探照燈	searchlight
許諾	สัญญา
膚淺	ตื้นๆ
膚淺	ตื้น
筆跡	ลายมือ
做夢	ฝัน
做夢	dream
做夢	ฝัน
十誡	บัญญัติ
敬酒	ขนมปัง
試點	นักบิน
手鐲	กำไล
穩住	คงที่
穩住	นิ่ง
穩住	มั่นคง
度假勝地	รีสอร์ท
度假勝地	รีสอร์ท
鏷	protactinium
吃醋	อิจฉา
吃醋	หึง
矮子	เตี้ย
義氣	ภราดรภาพ
擔架	เปล
億萬富翁	เศรษฐี
打火機	ไฟแช็ก
桂皮	อบเชย
烤箱	เตา
塵土	ฝุ่น
嚇人	สยอง
鼴鼠	ไฝ
鼴鼠	ไฝ
強迫性	บังคับ
核可	อนุมัติ
充電器	ชาร์จ
癱	อัมพาต
癱	อัมพาต
雲杉	ต้นสน
千卡	kcal
幻燈片	สไลด์
幻燈片	เลื่อน
幻燈片	สไลด์
貧民區	สลัม
貧民區	สลัม
壁爐	ผิง
壁爐	เตาผิง
十進位	ทศนิยม
壓碎	บดขยี้
壓碎	บดขยี้
壓碎	ขยี้
姨媽	ป้า
姨媽	ป้า
姨媽	น้า
天鵝絨	กำมะหยี่
刀柄	ด้าม
批發商	ขายส่ง
被綁	มัด
戲服	ชุด
長生不老	อมตะ
燒焦	เกรียม
電鍍	ชุบ
越野車	suv
冒號	ลำไส้
燕尾服	ทักซิโด
薩那	sana
微波爐	ไมโครเวฟ
膽汁	น้ำดี
手工藝品	หัตถกรรม
酸酸	เปรี้ยว
唇齒	labiodental
核反應堆	ปฏิกรณ์
排他性	exclusive
排他性	พิเศษ
多汁	ฉ่ำ
施肥	ปุ๋ย
勞軍	uso
枕骨	ท้ายทอย
絕育	ทำหมัน
絕育	หมัน
秒數	วินาที
武庫	อาร์เซนอล
武庫	arsenal
乳液	โลชั่น
謬論	fallacies
溢價	premium
溢價	พรีเมียม
血跡	โลหิต
血跡	เลือด
鴻溝	แบ่ง
閃擊	blitz
籠子	กรง
被子	ผ้าห่ม
鋼絲	ลวด
晚飯	ดินเนอร์
壁壘	อุปสรรค
本體論	ontology
氣餒	ท้อแท้
焦急	กระวนกระวาย
屈指可數	กำ
陰天	เมฆ
唇膏	ลิปสติก
馬虎	สะเพร่า
長處	ข้อดี
頹廢	เสื่อม
把戲	ทริค
鏑	dysprosium
蟲子	แมลง
髖	hip
髖	ฮิป
髖	ฮิบ
髖	สะโพก
數數	จำนวนนับ
數數	นับ
字跡	ลายมือ
項圈	ปลอกคอ
伯母	ป้า
脾臟	ม้าม
凝視	จ้อง
預兆	ลาง
鋼筆	ปากกา
鋼筆	ปากกา
出汗	เหงื่อ
出汗	เหงื่อ
口譯	ล่าม
口譯	ตีความ
口譯	ทำนาย
酒窩	บุ๋ม
人工授精	ผสมเทียม
日光浴	อาบแดด
耳語	กระซิบ
耳語	กระซิบ
山雞	เจี๊ยบ
山雞	ไก่
鬧鬼	สิง
鬧鬼	สิงค์
鬧鬼	หลอน
漣漪	สะท้าน
露頭	outcrop
子宮頸	มดลูก
百日咳	pertussis
血紅素	heme
驢子	ลา
凳子	อุจจาระ
皰疹	เริม
水蛭	ปลิง
水蛭	ปลิง
水蛭	ทาก
收件人	ผู้รับ
收件人	ผู้รับ
模稜兩可	คลุมเครือ
海帶	สาหร่าย
橡皮擦	ยางลบ
透徹	ละเอียด
權衡	ชั่ง
吸管	ฟาง
吸管	หลอด
祝願	หวัง
祝願	ประสงค์
祝願	ปรารถนา
起泡	พอง
沙文主義	chauvinism
捲舌	retroflex
走失	หลง
四月份	april
四月份	เมษายน
轉帳	โอน
出納	แคชเชียร์
保險費	premium
保險費	พรีเมียม
保險費	ประกัน
燕麥	โอ๊ต
燕麥	โอ๊ต
鰐	จระเข้
眨	กะพริบ
眨	blink
芘	pyrene
鬆動	หลุด
鬆動	หลวม
理髮	ตัดผม
痂	สะเก็ด
復蘇	ฟื้นฟู
青光眼	ต้อหิน
瓷磚	กระเบื้อง
瓷磚	กระเบื้อง
釹	neodymium
光電效應	photovoltaic
僵屍	ซอมบี้
僵屍	ผีดิบ
水龍頭	แตะ
買東西	ชอปปิ้ง
咄咄逼人	ก้าวร้าว
咄咄逼人	ดุดัน
棒棒糖	อมยิ้ม
養老金	บำนาญ
養老金	บำนาญ
淫穢	อนาจาร
水痘	อีสุกอีใส
夾子	หนีบ
夾子	คีม
手推車	ตะกร้า
手推車	เกวียน
殘廢	ง่อย
殘廢	พิการ
指南針	ทิศ
調皮	ซน
調皮	ซุกซน
調皮	ดื้อ
巨蟒	ไพธอน
打坐	สมาธิ
孔雀石	malachite
局外人	คนนอก
游標	เคอร์เซอร์
影象	ภาพ
影象	รูปภาพ
影象	อิมเมจ
填料	filler
謙遜	เจียม
謙遜	ถ่อม
田間	ฟิลด์
田間	ช่อง
補丁	หย่อม
郵筒	ตู้จดหมาย
佇列	คิว
餡餅	พาย
黃鼠狼	พังพอน
抽筋	ตะคริว
嚎叫	หอน
聲名狼藉	ฉาวโฉ่
聲名狼藉	ฉาวโฉ่
食糖	น้ำตาล
泡沫塑料	โฟม
訂票	จอง
訂票	สังกัด
舢舨	sampan
藥丸	เม็ด
乾草	ฟาง
乾草	hay
狼瘡	ลูปัส
犢	ลูกวัว
磚頭	อิฐ
口渴	คอแห้ง
口渴	กระหาย
滑雪板	สกี
畫布	canvas
畫布	ผ้าใบ
掙	earn
掙	ขวนขวาย
凸輪	แคป
凸輪	แคม
騾	ล่อ
閃電戰	blitz
沈積	sedimentation
沈積	ตะกอน
十月份	ตุลาคม
噎	สำลัก
葉酸	folate
叉子	ส้อม
堆肥	ปุ๋ย
聽著	ฟัง
洗衣服	ซักรีด
社署	swd
預製	สำเร็จรูป
麵團	แป้ง
口哨	หวีด
口哨	นกหวีด
口哨	ผิวปาก
口哨	นกหวีด
水餃	เกี๊ยว
水餃	เกี๊ยว
護目鏡	แว่นตา
瑣事	เบ็ดเตล็ด
白內障	ต้อกระจก
生鏽	สนิม
生鏽	สนิม
婦科	นรีแพทย์
污垢	ดิน
污垢	ลูกรัง
污垢	สกปรก
破傷風	บาดทะยัก
淋病	หนองใน
溫順	เชื่อง
貪心	โลภ
冷冷	หนาว
冷冷	เย็น
冷冷	เย็นๆ
與世隔絕	แยก
輪班	กะ
輪班	กะ
輪班	กะเทย
質樸	ชนบท
支點	หมุน
支點	ฟัลครัม
分期付款	ผ่อน
錘子	ค้อน
托盤	ถาด
托盤	ถาด
午飯	เที่ยง
鬆餅	มัฟฟิน
麻袋	กระสอบ
麻袋	กระสอบ
娃娃臉	babyface
緒形	ogata
賓果	bingo
賓果	บิงโก
掃把	กวาด
掃把	ไม้กวาด
香皂	สบู่
六月份	จูน
六月份	มิถุนายน
縫紉	ตะเข็บ
打雷	ฟ้าร้อง
打雷	ฟ้าผ่า
飛蛾	เม่า
刨冰	ปั่น
腦子	สมอง
腦子	สมอง
籬笆	รั้ว
領結	มัด
領結	ไทด์
專論	monographs
五月份	พฤษภาคม
裝訂	เชื่อม
烝	susumu
訂位	จอง
訂位	สังกัด
黃疸	ดีซ่าน
泥漿	โคลน
通風口	ระบาย
通風口	ช่องลม
前哨站	ด่าน
冷卻器	chiller
扎實	ทึบ
扎實	ของแข็ง
扎實	มั่นคง
扎實	solid
扎實	แข็ง
園丁	คนสวน
腳步聲	ฝีเท้า
累進	ก้าวหน้า
毯子	ผ้าห่ม
呸	แหวะ
黏黏	หนึบ
黏黏	เหนียว
重擔	ภาระ
溢位	ล้น
指頭	นิ้ว
特價	พิเศษ
午睡	งีบ
九月份	กันยา
九月份	กันยายน
叛亂份子	rebels
叛亂份子	กบฏ
準備金	สำรอง
緘默	เงียบ
未決	ค้าง
揮手	คลื่น
揮手	เวฟ
揮手	โบกมือ
揮手	โบก
鉸鏈	บานพับ
黃油	เนย
打噴嚏	จาม
打噴嚏	จาม
打噴嚏	จาม
伊斯蘭堡	อิสลามาบัด
鋤頭	โสเภณี
霓虹燈	นีออน
絆倒	หกล้ม
絆倒	สะดุด
絆倒	สะดุด
番石榴	ฝรั่ง
酥脆	กรอบ
吃素	มังสวิรัติ
水壺	กระติก
櫃子	ตู้
襯衣	เสื้อ
雄辯	โวหาร
試用期	ภาคทัณฑ์
敲詐	แบล็คเมล์
陣雨	ฝักบัว
木樁	ลิ่ม
民主政體	democracies
鐵絲	ลวด
粗心	ประมาท
鏈條	โซ่
鏈條	ลูกโซ่
鏈條	โซ่
繼電器	ถ่ายทอด
繼電器	ผลัด
金剛石	diamond
金剛石	ไดมอนด์
金剛石	เพชร
分節	วรรค
冒泡	เดือด
滑翔翼	เครื่องร่อน
滑翔翼	glider
直升飛機	เฮลิคอปเตอร์
直升飛機	เฮลิคอปเตอร์
爛攤子	เลอะเทอะ
爛攤子	ยุ่งเหยิง
葡萄乾	ลูกเกด
保固	ประกัน
竊賊	ขโมย
竊賊	โจร
冷凝器	condenser
耳鳴	tinnitus
流汗	เหงื่อ
流汗	เหงื่อ
銠	rhodium
排他	exclusive
排他	พิเศษ
精疲力竭	เหนื่อย
年鑒	almanac
鬱悶	หดหู่
叛亂分子	rebels
叛亂分子	กบฏ
沼氣	มีเทน
一巴掌	ตบ
小費	ทิป
小費	ทิป
綁縛	พันธนาการ
沈重	หนักๆ
沈重	หนัก
櫥櫃	ตู้
蚊蟲	ยุง
蚊蟲	ยุง
啓蒙	ตรัสรู้
偏頭痛	ไมเกรน
偏頭痛	ไมเกรน
無線電廣播	วิทยุ
施捨	ทาน
粉筆	ชอล์ค
粉筆	ชอล์ก
單身漢	bachelor
床墊	ที่นอน
床墊	ที่นอน
噪聲	เสียง
遲疑	ลังเล
鳥兒	นก
保險絲	ฟิวส์
保險絲	ฟิวส์
奶媽	นานา
壓路機	rollers
打嗝	สะอึก
打嗝	เรอ
毛孔	pore
湯頭	tonto
競價	ประมูล
做飯	ปรุง
做飯	ครัว
做飯	หุง
成堆	กอง
鵝卵石	กรวด
釕	ruthenium
頓悟	นิมิต
標量	scalar
提綱	ย่อ
吹哨	หวีด
吹哨	นกหวีด
吹哨	ผิวปาก
振蕩	oscillation
雙胞	twin
雙胞	ฝาแฝด
雙胞	แฝด
自誇	โม้
煩人	รำคาญ
有利可圖	กำไร
動產	movable
苗條	slim
紙巾	เนื้อเยื่อ
針頭	เข็ม
消費量	บริโภค
避孕藥	เม็ด
會陰	perineum
夾板	ดาม
𨭎	seaborgium
漁網	ตาข่าย
糖精	saccharin
脫氧	deoxy
款額	จำนวน
磨床	บด
粉刺	สิว
歡呼聲	cheers
歡呼聲	เชียร์
歡呼聲	ดื่ม
蜇	sting
蜇	ต่อย
淫蕩	ลามก
地物	คุณสมบัติ
欣喜若狂	ปลาบปลื้ม
醜八怪	ขี้เหร่
黑麥	ไรย์
粗鄙	หยาบ
馬廄	เสถียรภาพ
馬廄	มั่นคง
麻醉劑	ยาสลบ
顛簸	ลุก
吱吱	ซี
訃告	มรณกรรม
洩氣	ท้อแท้
警笛	ไซเรน
強姦罪	ข่มขืน
回旋曲	rondo
胎記	ปาน
接縫	ตะเข็บ
試管嬰兒	ivf
結餘	สมดุล
結餘	สมดุล
別針	pin
牙齦	เหงือก
法理學	นิติศาสตร์
評註	commentaries
講壇	rostrum
衣架	ห้อย
耳膜	แก้วหู
花臉	ลาย
螢石	fluorite
商譽	goodwill
拉鏈	ซิบ
拉鏈	ซิป
反胃	คลื่นไส้
遺贈	มรดก
負擔得起	ย่อมเยา
挫傷	ช้ำ
麩	รน
色彩繽紛	สีสัน
色彩繽紛	สีสัน
矯形	orthopedic
矯形	orthopaedic
腸子	ลำไส้
腸子	ลำไส้
借方	เดบิต
騾子	ล่อ
匪幫	แก๊ง
管管	ท่อ
瘸子	ง่อย
塏	เก
等離子體	พลาสมา
鼻屎	ขี้มูก
鏟子	พลั่ว
鏟子	พลั่ว
墨盒	ตลับ
豆莢	ฝัก
豆莢	pod
聘禮	สินสอด
鳥糞	ปุ๋ย
樹液	sap
烤爐	เตา
纜繩	เคเบิล
纜繩	เคเบิ้ล
纜繩	เบิ้ล
解毒劑	ถอนพิษ
內科醫生	แพทย์
棉絮	สำลี
始終如一	สอดคล้อง
發呆	งุนงง
唯心主義	อุดมการณ์
面糊	แรงๆ
撒尿	ฉี่
撒尿	pee
蚊帳	ตาข่าย
偏執狂	หวาดระแวง
偏執狂	ระแวง
偏執狂	หวาดระแวง
胡桃鉗	nutcracker
不寒而慄	สบายๆ
惱火	หงุดหงิด
拉鍊	ซิบ
拉鍊	ซิป
拉鍊	zip
拉鍊	รูด
欣欣向榮	รุ่งเรือง
密件	bcc
喪偶	หม้าย
吹口哨	หวีด
吹口哨	นกหวีด
吹口哨	ผิวปาก
莊稼	พืชพันธุ์
莊稼	พืช
莊稼	พืช
臃腫	ป่อง
齒輪箱	เกียร์
噴嚏	จาม
噴嚏	จาม
噴嚏	จาม
灌腸	ทวาร
墊子	พรม
