като	soos
ням	demp
ням	mute
физическо	fisiese
физическо	fisieke
показване	vertoon
показване	aansig
показване	gewys
показване	wys
платна	doek
платна	sails
ирански	irannese
мориц	moritz
износ	uitvoer
износ	verstryk
роналдо	ronaldo
марта	marta
марта	martha
кралско	koninklike
кралско	royal
рицарите	knights
индекс	indeks
лодка	boot
платно	doek
родина	moederland
родина	bantoestan
родина	bekers
гласът	stem
йоханес	johannes
карол	karol
карол	carol
алтернатива	alternatief
алтернатива	alternatiewe
парична	monetêre
подчертава	hoogtepunte
тайните	secrets
тайните	geheime
лидерите	leiers
николаос	nikolaos
бъдещи	toekomstige
бъдещи	toekoms
пшеница	koring
баланс	saldo
баланс	balans
кучето	hond
свидетел	getuienis
орбитата	wentelbaan
подвид	subspesie
цвайбрюкен	zweibrücken
организъм	organisme
отпадъци	afval
централа	sentrale
централа	sentraal
централа	hoofkwartier
сватба	huwelik
сватба	troue
литра	liter
литра	liters
резерв	webbediener
резерв	gereserveer
резерв	reserveer
резерв	bespreek
лицата	gesigte
видях	saag
конен	equestrian
полезно	bruikbare
полезно	nuttig
полезно	nuttige
полезно	gehelp
полезно	hulpvaardig
полезно	behulpsaam
полезно	nuttig
извършена	uitgevoer
способен	bekwame
гледам	kyk
стивънс	stephens
стивънс	stevens
диапазон	gewysig
диапазон	omvang
напоследък	onlangs
напоследък	deesdae
алан	allan
мара	mara
последици	gevolge
последици	implikasies
последици	effekte
последици	consequence
пътека	gym
пътека	trail
пътека	spoor
учителите	onderwysers
шерлок	sherlock
осман	osman
изстрелване	lansering
изстрелване	lanseer
орфей	orpheus
колела	wiele
федерална	federale
федерална	federal
правомощия	bevoegdhede
правомощия	gesag
правомощия	owerheid
вълк	wolf
слаб	swak
слаб	maer
слаб	dun
способни	bekwame
падуа	padua
уейн	wayne
разновидност	verskeidenheid
нашия	ons
брут	brutus
хърбърт	herbert
отдих	ontspanning
отдих	ontspanning
отдих	leisure
духовен	geestelik
фишер	fisher
фишер	fischer
гръб	rug
гръб	agterkant
гръб	terug
гнездото	nes
предприемачи	entrepreneurs
предприемачи	ontwikkelaars
предприемачи	kontrakteurs
моцарт	mozart
яйцата	eiers
реконструкция	heropbou
тухли	sover
затворници	gevangenes
дженифър	jennifer
правителствата	regerings
неа	nea
записана	opgeneem
детройт	detroit
ушите	ore
продуктите	produkte
министрите	ministers
хънт	hunt
афера	affair
херодот	herodotos
проведено	uitgevoer
единични	singles
нормална	normale
нормална	normal
нормална	normaal
рая	hemel
рая	heaven
рая	paradise
политбюро	politburo
съотношение	ratio
съотношение	verhouding
съчетание	kombinasie
духовно	geestelik
частно	privaat
стипендия	beurs
блато	natalse
блато	marsh
илюстрации	illustrations
илюстрации	illustrasies
хабсбург	habsburg
гризачи	knaagdier
нарушава	oortree
нарушава	skend
дворецът	paleis
дъска	bord
дъска	plank
томи	tommy
излъчването	uitsendings
излъчването	uitsaai
блата	vleie
проектиране	ontwerp
проектиране	designing
мърфи	murphy
земноводни	amfibieë
учебници	handboeke
корен	stam
корен	root
кей	kay
експозиция	blootstelling
експозиция	exposure
алпийски	alpine
модерен	modern
модерен	moderne
модерен	stylvolle
остра	akute
остра	skerp
наблизо	nabye
наблизо	nabygeleë
наблизо	naby
балет	ballet
трайно	permanent
трайно	langdurige
последователност	konsekwentheid
тънки	maer
тънки	dun
аец	npp
мъртъв	dooie
мъртъв	dood
петата	heel
заряд	hef
заряд	lading
заряд	heffing
заряд	charge
подправки	spices
подправки	spesery
подправки	spice
разтвор	oplossing
ума	uma
ума	gedagte
дамаск	damaskus
установена	daargestel
установена	vasgestel
установена	gevestig
черво	komme
хумор	humor
интензивно	intensiewe
интензивно	intens
интензивно	intense
популация	bevolking
популация	populasie
подобрения	opgraderings
подобрения	verbeterings
организиране	rangskik
организиране	organiseer
организиране	organiseer
организиране	organizing
поеми	poems
поеми	gedigte
ужасите	horrors
злото	boos
злото	bose
силва	silva
майсен	meißen
култ	cult
трафик	traffic
трафик	verkeer
баку	bakoe
специфична	spesifiek
специфична	spesifieke
погребението	funeral
погребението	begrafnis
рой	roy
живите	leef
живите	tuiste
монахиня	nun
спонсор	borg
луиджи	luigi
робство	slawerny
остър	skerp
остър	akute
детство	childhood
стаята	kamer
битките	slag
битките	battles
таня	tanya
увеличение	zoem
увеличение	verhoog
увеличение	vermeerder
възпитание	opvoeding
възпитание	opvoedkunde
възпитание	onderwys
възпитание	opleiding
възпитание	onderrig
заслужил	verwerf
заслужил	verdien
устойчивост	stabiliteit
устойчивост	volhoubaarheid
устойчивост	weerstand
устойчивост	volharding
камери	kameras
експерти	deskundiges
експерти	kundiges
