年	год
強姦犯	насильника
吉卜賽人	цыган
吉卜賽人	цыгане
掃盲	неграмотность
掃盲	неграмотности
掃盲	грамотность
掃盲	грамотности
心甘情願	добровольно
心甘情願	охотно
藥膏	мазь
進退兩難	дилемма
獨創性	оригинальность
捲心菜	капуста
捲心菜	капусту
捲心菜	капусты
飛車黨	байкеры
無所畏懼	бесстрашный
耗子	крысы
耗子	крыса
輪播	карусель
皮夾	бумажник
皮夾	кошелёк
皮夾	кошелек
沈著	самообладание
面面	лапша
面面	лапшу
裝運	поставки
裝運	груз
裝運	поставка
紀律處分	дисциплины
紀律處分	дисциплина
紀律處分	дисциплину
泳者	пловцы
蝨子	вшей
蝨子	вошь
炮仗	фейерверк
因果報應	карма
鎖匠	слесарь
講台	подиум
講台	трибуны
講台	трибуны
床鋪	постели
床鋪	кровати
辦事員	секретарей
辦事員	клерк
感嘆詞	междометие
直直	прямая
直直	прямо
魚鰓	жабры
燈台	менора
陰戶	киска
譫妄	бред
乳溝	декольте
軟管	шланги
魂靈	духи
魂靈	духов
辦公桌	столы
辦公桌	стол
辦公桌	столе
帳蓬	палатку
帳蓬	палатки
週轉	оборот
贊美	хвала
魚子醬	икра
藥片	таблетки
藥片	таблеток
藥片	таблетки
獨角戲	монолог
蛋黃醬	майо
蛋黃醬	майонез
蛋黃醬	майонез
亞馬孫	амазонки
彎路	крюк
乾爹	крестный
厚厚	толстый
厚厚	толстая
厚厚	толщиной
厚厚	толстые
竊案	ограбление
鐵鏽	ржавчины
瀉藥	слабительное
閃閃發光	сияет
桉樹	эвкалипт
䱵	typus
霸權主義	гегемонии
減員	истощение
利他主義	альтруизм
利他主義	альтруизм
靶心	меткий
貸方	кредитор
貸方	кредитора
貸方	кредиторы
貧血症	анемии
貧血症	анемия
馬克杯	кружки
人本主義	гуманистических
人本主義	гуманизма
長凳	скамейки
斧子	осей
斧子	оси
斧子	топор
結膜炎	конъюнктивит
通心粉	макароны
領口	вырез
胸針	брошь
具體地說	конкретно
麥片	хлопья
別緻	шик
螺鈿	раден
流言蜚語	слухи
流言蜚語	сплетни
失眠症	бессонница
簾幕	занавес
寵壞	испортить
瘀傷	синяки
瘀傷	синяк
挫折感	расстройство
挫折感	разочарование
野雞	фазан
包頭市	баотоу
笨手笨腳	неуклюжий
無記名	предъявителя
壁毯	гобелен
牛犢	тельца
百葉窗	жалюзи
棉質	хлопок
鰥夫	вдовец
珊瑚蟲	полипов
黑貂	соболь
煤煙	сажи
官僚主義	бюрократии
違禁品	контрабанду
違禁品	контрабанда
違禁品	контрабанды
下擺	подол
傳聲筒	мегафон
謙恭	смирение
謙恭	скромность
冰鞋	коньки
櫥	шкаф
櫥	шкафу
鋸子	пила
鋸子	видел
鋸子	видела
鋸子	увидел
鋸子	увидела
刮刀	бритва
膠合板	фанеры
辰砂	киноварь
殉難者	мучеников
殉難者	мученик
鼻竇	пазухи
鼻竇	синус
小渡	ватару
尺子	правитель
毛毛雨	дождик
貽貝	мидии
魚餌	приманку
魚餌	приманка
乾草堆	сена
劍鞘	ножны
軟軟	мягкий
軟軟	нежная
軟軟	мягкая
軟軟	мягкое
軟軟	мягкие
野營	походы
野營	поход
過敏症	аллергия
美央	mio
遣送回國	репатриация
遣送回國	репатриации
毛坯	жесть
嘖	tut
嘖	цк
底土	недр
惡心	противно
惡心	мерзость
惡心	отвратительно
橫隔膜	диафрагма
化驗室	лаборатории
化驗室	лаборатория
河蚌	мидии
雙人舞	дуэты
滴滴涕	ддт
陳腐	банально
饞	тяга
背信棄義	предательство
無罪開釋	оправдание
預支	аванс
焊工	сварщик
完美無瑕	безупречно
一貫性	согласованность
一貫性	последовательности
一貫性	последовательность
西紅柿	томатный
西紅柿	помидоры
西紅柿	помидоры
魯濱遜	робинсон
割包皮	обрезание
蠶繭	кокон
扶手椅	кресло
歡欣鼓舞	радуются
噴口	вентиляцию
上灘	bund
手絹	платок
移徙	миграции
移徙	миграция
欄桿	перила
像片	фотографии
像片	сфотографировать
像片	фотография
像片	фотография
像片	фото
像片	фотографии
像片	фото
像片	рисунки
像片	фотографии
像片	картинки
像片	pictures
狗窩	питомник
復賽	реванш
記賬	бухгалтерия
晴雨表	барометр
腐臭	rancid
甕城	бастион
安樂椅	кресло
牛皮癬	псориаз
利潤率	доходность
人工流產	аборты
人工流產	аборт
人工流產	абортов
小勇	исаму
抵償	удовлетворение
抵償	удовлетворением
嘆氣	вздох
誘引	заманивает
壞疽	гангрена
賬單	купюры
賬單	законопроекты
賬單	счета
口譯員	переводчики
口譯員	переводчик
哎喲	ой
哎喲	ай
剩菜	остатки
早飯	завтрак
斤斤	кэтти
俗氣	банально
香檳酒	шампанское
香檳酒	шампанского
縫針	шов
縫針	швы
十進位制	десятичные
冷凍庫	холодильнике
堆堆	кучи
堆堆	куча
槓鈴	штанга
質押	залог
貼現	дисконтирования
壁櫥	шкафы
壁櫥	шкаф
壁櫥	шкафу
拉肚子	понос
滅失	потери
滅失	потеря
滅失	утрата
昏昏	сонливость
壽衣	саван
理療	физиотерапии
貪錢	жадный
餐巾	салфетки
攤還	амортизации
婦科醫生	гинеколог
白蠟	оловянные
斷肢	ампутации
洗洗	мыть
蛋白酶	протеазы
響鈴	ринг
響鈴	кольцо
響鈴	кольца
抽泣	соб
更緊	крепче
請柬	приглашения
請柬	приглашений
持之以恆	упорство
持之以恆	настойчивость
持之以恆	стойкость
即興曲	экспромт
插頁	развороте
鑽機	вышке
債權國	кредиторов
債權國	кредиторы
底漆	primer
垂體	гипофиза
認捐	новички
認捐	залог
石弓	арбалет
水煙	кальян
渴了	жажда
渴了	пить
血腫	гематома
淹溺	тонет
錦緞	парчи
煉丹術	алхимии
眼睫毛	ресниц
眼睫毛	ресниц
浴巾	полотенце
機密性	конфиденциальность
開胃	закуска
柑奈	канна
推推	push
推推	толчок
棘輪	ratchet
繳款	взнос
繳款	вклад
繳款	взносы
繳款	вклады
繳款	вклад
盜汗	потливость
槌球	крокет
開胃菜	закуски
開胃菜	закуска
魯鈍	идиотизм
穿線	threading
順差	избыток
順差	излишки
順差	излишков
釘鞋	шипы
釘鞋	бутсы
縈繞	преследует
叛賊	предатель
驍將	primus
袖套	рукава
袖套	рукав
教條主義	догматической
厚顏無恥	наглый
調查表	анкета
幫凶	сообщников
