மற்றும்	and
படைத்து	created
தண்ணீரை	water
கிராமப்புறங்களில்	countryside
நுட்பமான	interior
நுட்பமான	delicate
நேரங்கள்	times
மில்லர்	miller
நாட்	nat
இயலாமை	disability
மதிய	afternoon
தன்னார்வ	volunteer
சல்பேட்டு	sulfate
தரநிலைகள்	standards
பேகம்	begum
பந்தயம்	wager
பந்தயம்	betting
பந்தயம்	race
பந்தயம்	bet
எதிர்கொள்ளும்	facing
குமார	kumara
காப்பி	coffee
மலம்	feces
முரண்பாடுகள்	conflicts
செயலில்	active
கனேடிய	canadian
விருந்தினர்	guest
விருந்தினர்	guests
பதினேழு	seventeen
ரோபோ	robot
சுற்றளவு	perimeter
சுற்றளவு	circumference
வாத்து	duck
தகுதிகள்	qualifications
ராயன்	raya
முடிவடைகிறது	ends
எதிரில்	opp
சலீம்	saleem
சலீம்	salim
காசுகள்	coins
இணைப்பில்	online
ஆடம்ஸ்	adams
உண்மைகள்	facts
வாய்ப்புக்கள்	chances
கீதா	geeta
பொறியாளர்கள்	engineers
ஸ்காட்லாந்து	scotland
பயிற்சியாளர்	trainer
பயிற்சியாளர்	coach
பயிற்சியாளர்	trainee
நரம்புத்	nervous
மாடுகள்	cows
பட்டயம்	charter
பட்டயம்	diploma
யூதர்	jewish
யூதர்	jews
ஆசிரமம்	ashram
பஞ்சாங்கம்	almanac
தடுத்தல்	blocking
நருடோ	naruto
தீர்மானிக்கும்	deciding
மாரத்தான்	marathon
யோசனை	idea
திடமான	solid
திடமான	silicon
திடமான	solution
பன்றிகள்	pigs
சில்வர்	silver
தேசியவாத	nationalist
ஆவணப்படம்	documentary
ஃபிஃபா	fifa
நீட்சி	stretching
காபி	coffee
டாக்கா	dhaka
மன்மோகன்	manmohan
ஆர்வலர்கள்	activists
ஆர்வலர்கள்	enthusiasts
பதிவேற்றம்	upload
புறப்படும்	departure
ஆத்மா	soul
ஆத்மா	atma
எதிர்காலம்	future
பூர்வீக	native
பார்சிலோனா	barcelona
புழு	worm
இலகு	lak
திடீரென்று	suddenly
மீனவர்கள்	fisherman
இயற்றி	generator
மங்கோலியா	mongolia
செலுத்து	pay
காமிக்	comic
எழுபது	seventy
குற்றவாளிகள்	culprits
குற்றவாளிகள்	criminals
குற்றவாளிகள்	guilty
குற்றவாளிகள்	sinners
நந்தினி	nandini
பத்தி	paragraph
முயல்	rabbit
மாட்ரிட்	madrid
பொம்மைகள்	dolls
பொம்மைகள்	toys
பெருக்கி	amplifier
வெறுப்பு	hatred
வெறுப்பு	hate
இடமாற்றம்	transfer
இடமாற்றம்	replacement
நரம்புகள்	veins
நரம்புகள்	nerves
பராக்	barack
பராக்	barak
படிவம்	form
வாசனை	aroma
வாசனை	smell
வாசனை	perfume
ஜோலி	jolie
உடைந்த	broken
போட்டியாளர்	player
பெட்ரோல்	petrol
பெட்ரோல்	gasoline
மூட்டு	joint
மூட்டு	arthritis
உங்களின்	your
உபுண்டு	ubuntu
இருள்	dark
இருள்	darkness
கேன்	kane
பிரதிபலிக்கும்	reflect
பிரதிபலிக்கும்	reflecting
மீத்தேன்	methane
தலைவலி	headache
கொல்லும்	kills
கொல்லும்	killing
குப்பை	trash
குப்பை	rubbish
வயிற்று	stomach
வயிற்று	abdominal
டெக்கான்	deccan
கண்டுபிடிப்பாளர்	inventor
ஐரோப்பியர்கள்	europeans
ஜெர்சி	jersey
பிங்க்	pink
சுவர்களில்	walls
காரை	mortar
ஆண்ட்ரூ	andrew
நந்தா	nanda
பூஞ்சை	fungus
பல்கேரியா	bulgaria
ஷேக்	sheikh
ஷேக்	shack
ஷேக்	shake
தூண்டுதல்	stimulation
தூண்டுதல்	seduction
தூண்டுதல்	influences
மணிலா	manila
லடாக்	ladakh
நாயகம்	democracy
தாமதம்	delay
தாமதம்	delayed
நேற்று	yesterday
பாவனை	simulate
பாவனை	simulation
கிரகாம்	graham
தயவு	pls
தயவு	please
லாமா	lama
கமல்	kamal
அறுபது	sixty
பிரிவுகளும்	divisions
மிர்சா	mirza
முகங்கள்	faces
தயிர்	yogurt
தயிர்	curd
கற்பிக்கும்	teaching
ராமர்	rama
சுவரொட்டி	poster
சீரற்ற	random
இக்பால்	iqbal
சைக்கிள்	bicycle
சரவாக்	sarawak
ஹவுரா	howrah
விளக்கப்படம்	chart
இம்பீரியல்	imperial
திரிபு	strain
பாரு	baru
குறிப்பிடப்பட்டது	specified
அவுரங்காபாத்	aurangabad
பன்மை	plural
மணமகன்	groom
வருக	welcome
நிலையானது	standard
திட்டமிடப்பட்டது	scheduled
இறக்க	die
சமாதானம்	peace
செயலிழப்பு	crash
நம்பகமான	confidential
கதாபாத்திரங்கள்	characters
நின்றது	stop
பக்கத்தைப்	page
காலக்கோடு	timeline
லிட்	litt
விஞ்ஞானி	scientist
சாகா	saga
தோல்வியை	defeat
பாம்பே	bombay
தூண்டல்	prompt
தூண்டல்	inspiration
எதுவுமில்லை	nothing
எதுவுமில்லை	none
தவறுகள்	mistakes
தவறுகள்	errors
அனுபவங்கள்	reminisce
அனுபவங்கள்	experiences
பத்திரங்கள்	ensuring
ஆசியான்	asean
ஹங்கேரி	hungary
இலக்கங்கள்	digits
பொருந்தாது	applicable
சவாரி	ride
பொறுப்புகள்	responsibilities
வாஸ்	vaz
பட்டதாரி	graduate
யமுனை	yamuna
வணங்கும்	worship
மாரி	mari
சித்திரவதை	torture
நம்முடைய	ours
நம்முடைய	our
ஸ்டீல்	steel
வாகனத்தில்	flipping
க்குள்	within
சேமிக்க	store
பட்டேல்	patel
இறால்	shrimps
இறால்	prawn
இறால்	shrimp
மகள்கள்	daughters
பாடிஸ்டா	bautista
மாறுதல்	switching
கிரேக்கர்கள்	greeks
ஜலந்தர்	jalandhar
கென்	ken
அரிப்பு	itching
இந்தூர்	indore
வசதிக்காக	convenience
துங்கு	tunku
எரிச்சல்	irritability
எரிச்சல்	grumpy
எரிச்சல்	irritation
சர்தார்	sardar
சத்தியம்	promise
மினி	mini
மதிப்புமிக்க	valuable
விசா	visa
சர்ச்சைகள்	problems
சர்ச்சைகள்	controversy
இரைச்சல்	noise
பணவீக்கம்	inflation
விஷயங்கள்	things
முடிவுற்றது	done
லகு	lagu
பயந்து	scared
ஆயிரமாண்டு	millennium
கிராஸ்	cross
பாபி	bobby
ரெய்கி	reiki
மனைவியை	wife
கொத்து	digest
வைக்கப்பட்டுள்ள	kept
திறம்	effective
கின்னஸ்	guinness
எந்திரம்	machine
தங்கியுள்ளது	varies
இயல்பாகவே	inherently
மெதுவான	slow
பர்மிய	burmese
சாட்	chad
அறிமுகப்படுத்திய	introduced
மடோனா	madonna
