το	на
ολοκληρωμένη	интегриран
ολοκληρωμένη	интегрирано
ολοκληρωμένη	интегрирани
ολοκληρωμένη	интегрирана
επιτίθεται	напаѓаат
επιτίθεται	напаѓање
επιτίθεται	напаѓа
ρέει	тече
αληθινή	вистинито
αληθινή	вистина
πετρέλαιο	петрол
πετρέλαιο	бензин
πετρέλαιο	бензински
πετρέλαιο	нафта
πετρέλαιο	масло
πετρέλαιο	петролеум
πετρέλαιο	нафта
τουριστικό	туристичка
τουριστικό	турист
τουριστικό	туристички
αυτόματη	автоматски
αυτόματη	автомобилски
αυτόματη	auto
αυτόματη	авто
αυτόματη	автоматско
αυτόματη	автоматски
αυτόματη	автоматска
αυτόματη	автоматско
χωροφυλακής	жандармеријата
ολοκληρώθηκαν	заврши
ολοκληρώθηκαν	завршено
εκπαιδευτική	образовна
εκπαιδευτική	образовен
εκπαιδευτική	образовни
εκπαιδευτική	едукативна
τουρίστες	туристи
επικοινωνιών	комуникации
ανωτέρω	над
ανωτέρω	погоре
ανωτέρω	наведените
ανωτέρω	одозгора
αβίβ	авив
πυριτίου	силиконска
πυριτίου	силикон
πορτραίτο	портрет
τόνοι	тона
σολομώντα	соломон
υπόγεια	подземјето
υπόγεια	подземје
υπόγεια	подземен
πάγο	лед
πάγο	мраз
απορρίφθηκε	отфрлен
απορρίφθηκε	одбиен
απορρίφθηκε	одбиена
απορρίφθηκε	одбиено
απορρίφθηκε	одбиена
απορρίφθηκε	одби
ινδικό	индијанец
ινδικό	индиски
ινδικό	индиска
ινδικό	индиец
λεονάρντο	леонардо
απομόνωση	изолација
κάλιο	калиум
πολεμιστές	воини
ενεργή	активни
ενεργή	активно
ενεργή	активна
ενεργή	активен
μάρτυρας	маченик
μάρτυρας	сведок
μαρξ	маркс
καλύπτονται	прекриена
καλύπτονται	покриени
καλύπτονται	покриено
καλύπτονται	покриен
καλύπτονται	опфатени
τσαντ	чад
συντριβή	судар
συντριβή	краш
συντριβή	падот
ντόναλντ	доналд
ντόναλντ	пајо
συμβάλλει	придонесува
μονάρχες	монарси
καραϊβικής	карибите
εναλλακτικές	алтернативи
ρομπότ	роботи
ρομπότ	робот
υπεροχή	превласт
υπεροχή	надмоќ
υπεροχή	супериорност
υπεροχή	доминација
υπεροχή	приматот
πληρεξούσιος	прокси
αξιωματούχος	официјално
αξιωματούχος	службен
αξιωματούχος	службено
αξιωματούχος	официјална
οξείδιο	оксид
κήπους	градини
αναμνήσεις	сеќавања
αναμνήσεις	спомени
παρατσούκλι	надимак
παρατσούκλι	прекар
τυνησίας	тунис
τυνησίας	туниската
υεμένη	јемен
ρικ	рик
γεμάτο	наполнет
γεμάτο	наполнета
γεμάτο	наполнето
γεμάτο	наполнети
γεμάτο	натоварени
γεμάτο	пополнет
γεμάτο	наполнета
γεμάτο	исполнето
γεμάτο	пополнето
γεμάτο	исполнет
γεμάτο	пополнета
μάνατζερ	менаџер
φορντ	форд
φορντ	ford
προπαγάνδα	пропаганда
αφαιρέθηκε	отстранета
αφαιρέθηκε	отстранет
αφαιρέθηκε	отстранети
σπάνιες	ретки
σπάνιες	реткост
σπάνιες	ретко
σπάνιες	редок
σπάνιες	ретка
καταγράφονται	сними
καταγράφονται	снимено
μυθικό	митски
μυθικό	легендарен
μυθικό	легендарната
μυθικό	легендарни
χάθηκε	изгубено
χάθηκε	изгубени
χάθηκε	изгубена
χάθηκε	загуби
χάθηκε	изгубен
πεζικό	пешадија
πεζικό	пешадиски
πεζικό	пешадиска
τροποποιήσεις	амандмани
