dhe	и
pasagjer	пассажирских
pasagjer	пассажир
pasagjer	пассажира
ons	унций
tabutë	табу
licinius	лициний
pereslavl	переславль
temir	темир
kemp	кемп
mee	ми
dbr	dbr
critica	critica
aufbau	aufbau
rambert	рамбер
xhak	джэк
xhak	джек
soj	сортировка
klimatologjia	климатологии
soho	сохо
balonë	кайт
miocenit	миоцен
intimitet	близость
intimitet	близости
intimitet	конфиденциальности
intimitet	конфиденциальность
hubei	хубэй
racionalitetit	рациональность
garrido	гарридо
madeline	мэделин
gazprom	газпром
bluza	рубашка
bluza	рубашку
bluza	футболка
bluza	рубашки
bluza	футболки
susilo	сусило
abou	абу
mckay	маккей
fluori	фтора
pisani	пизани
valenciana	valenciana
tymin	дым
objektiviteti	объективность
objektiviteti	объективности
agnus	agnus
pisuerga	писуэрга
kurdëve	курдов
heike	хайке
ibo	ibo
romanization	латинизации
eksporte	экспорт
kqyr	часы
thasë	сакс
thasë	мешки
melina	мелина
fdl	fdl
pickford	пикфорд
arista	arista
lol	лол
ndezje	зажигания
asif	асиф
delfina	дельфинов
cattani	каттани
kripton	криптон
dagestan	дагестан
oloron	олорон
purcell	пёрселл
lehtësimit	облегчение
buzëqeshi	улыбнулся
buzëqeshi	улыбнулась
afganët	афганцы
afganët	афганцев
frikësuese	пугает
frikësuese	страшные
frikësuese	страшная
frikësuese	страшный
frikësuese	страшно
danzig	данциг
spjegon	поясняет
spjegon	объясняет
dhuruesve	донор
dhuruesve	донора
dich	dich
vjell	рвота
danubio	данубио
pesëshe	пятерки
gojko	гойко
npov	npov
sox	сокс
antiqua	antiqua
juha	юха
eberhard	эберхард
degjoj	слышать
degjoj	слышите
degjoj	слышу
pikes	пайк
nicolau	николау
palaço	клоун
saharov	сахаров
klauzola	оговорка
numërim	отсчет
numërim	подсчет
numërim	рассчитывает
numërim	считаю
numërim	считать
makroekonomik	макроэкономической
dashnorja	хозяйка
dashnorja	любовница
dashnorja	госпожа
cze	cze
fjetura	спящий
selfie	селфи
tradhëtia	предательство
tradhëtia	измена
tradhëtia	предательство
jours	жур
qmime	awards
qmime	награды
heze	хэцзэ
garnier	гарнье
nabi	наби
prelud	прелюдия
middlesbrough	мидлсбро
porgy	порги
abuzime	злоупотребления
pistolet	пистолет
fjongo	лента
lautrec	лотрек
ams	ams
ahmadi	ахмади
buchholz	буххольц
prano	принимаю
prano	примите
prano	принимаем
prano	принять
gdynia	гдыня
idrisin	идриса
pajton	нанимает
plugin	модули
plugin	плагины
plugin	плагин
pëllëmbën	палм
pëllëmbën	ладони
pëllëmbën	palm
pëllëmbën	ладонь
cepeda	сепеда
plebishit	плебисцита
fyejnë	раздражать
fyejnë	злокачественных
bengalisht	бенгальский
amendamente	поправки
guadalupa	гваделупы
gjeomorfologjia	геоморфологии
hamadan	хамадан
saratoga	саратога
mosbindje	неподчинение
mosbindje	неповиновение
ivanovich	иванович
indokinë	индокитае
riatdhesimin	репатриация
riatdhesimin	репатриации
paraffin	парафина
lehtësuese	смягчения
blasco	бласко
ligësi	зловещий
majami	майами
zamenhof	заменгоф
montazh	монтаж
montazh	редактирование
montazh	редактирования
woodstock	вудсток
moravian	моравская
tania	таня
sata	sata
përshpejton	ускоряет
brunet	брюне
madero	мадеро
rishkruar	переписать
silikoni	силиконовой
palogjikshme	нелогично
otranto	отранто
ararat	арарат
mulk	мульк
dëshpërimin	отчаяние
tensei	tensei
arbitrarisht	произвольно
alarmante	тревожная
alarmante	тревожный
përemri	местоимение
milly	милли
guilherme	гильерме
yamaha	yamaha
ester	эстер
ester	эстер
tattoo	татуировки
tattoo	тату
tattoo	татуировку
tattoo	татуировка
fabre	фабр
cudi	шок
kaito	кайто
sef	безопасно
sef	безопасное
sef	сейф
meléndez	мелендес
greenland	гренландии
kiton	китон
sonate	sonate
diktatorëve	диктаторов
mamiko	ното
lejoje	разрешить
alkohol	алкоголь
alkohol	спирт
filialet	филиалов
filialet	филиалы
ateistët	атеистов
vjedhurazi	тайком
storico	storico
arrogancë	высокомерие
bom	баум
bom	бом
bom	бон
mekaniku	механика
mekaniku	механик
rohe	роэ
depeche	depeche
utm	utm
notim	плавать
notim	плавание
nájera	нахера
esnafi	гильдии
chor	чор
jourdain	журден
amenhotep	аменхотеп
priestley	пристли
inkurajues	поощрения
inkurajues	поощрение
dive	dive
dive	погружение
arbiter	арбитр
viktim	потерпевший
viktim	жертва
viktim	пострадавший
viç	тельца
heiligen	heiligen
angie	энджи
shkelet	нарушено
shkelet	нарушили
shkelet	нарушены
nya	ня
nbsp	nbsp
cuna	ребят
cuna	ребята
cuna	парни
cuna	пацаны
ramones	ramones
fizikantë	физики
bursaspor	бурсаспор
koshere	улей
zhbllokuar	разблокировать
ristrukturim	реструктуризация
ristrukturim	перестройка
ristrukturim	реорганизация
ristrukturim	реструктуризации
direktivë	директива
direktivë	директивы
nest	гнездо
nest	гнезда
sho	шоу
sho	шо
sho	шо
mbuloni	обложки
mbuloni	прикрытие
mbuloni	обложка
mbuloni	обложку
mbuloni	покрытия
doria	дориа
barrois	барруа
sturridge	старридж
merz	мерц
fute	вставка
fute	вставить
fute	включить
mandolin	мандолина
toul	туль
intelegjent	умный
södertälje	сёдертелье
yle	yle
parkinson	паркинсон
trajtoj	угощение
trajtoj	лечить
unifikim	объединение
unifikim	унификации
ceke	чешская
ceke	чешской
ceke	чешский
finch	финч
otis	отис
grafton	графтон
eyck	эйк
kilimanxharo	килиманджаро
galić	галич
robyn	робин
plankton	планктон
rra	упал
rra	упала
enda	ванда
ahn	ан
compostela	компостела
kondicionuar	кондиционирование
tapiceri	гобелен
hain	хейн
herausgegeben	herausgegeben
pasurojë	обогатить
rendimentit	продуктивность
rendimentit	производительность
çmonin	мельк
fait	fait
fizioterapi	физиотерапии
fito	победить
fito	выиграть
fito	победа
namur	намюр
yuka	юка
epshi	похоть
slade	слэйд
determinizmi	детерминизм
pasa	преобразование
pasa	конверсии
corbin	корбин
shtatzania	беременности
shtatzania	беременность
pakujdesshëm	небрежно
diplomimin	выпускной
néstor	нестор
vexin	вексен
pemberton	пембертон
kros	кросс
kros	крест
kros	креста
egan	иган
gir	гир
keira	кира
trafalgar	трафальгарской
ogata	огата
holi	холли
holi	холи
tci	отк
gebiete	gebiete
aliene	пришелец
aliene	чужой
aliene	иностранец
sande	санде
eichmann	эйхмана
fulvius	фульвий
poi	poi
oeste	уэсти
mathis	матис
plakje	старения
plakje	старение
gjeologjikisht	геологически
paparashikuar	непредвиденных
paparashikuar	непредвиденные
debaton	прения
debaton	дебаты
varkat	катера
varkat	лодки
autostrade	автомагистрали
autostrade	шоссе
durueshme	терпимо
kapelen	бини
kapelen	шапочка
kapelen	шапка
kapelen	шляпу
kapelen	шляпа
einleitung	einleitung
gordian	гордиан
galsworthy	голсуорси
boye	бойе
gomë	шина
justifikime	оправдания
hennessy	хеннесси
showa	сёва
ëmbëlsia	сладость
pushtete	полномочия
ptt	ptt
muscat	мускат
tsinghua	цинхуа
arbitri	судья
arbitri	рефери
arbitri	арбитр
filmimet	кадры
flija	сон
flija	спать
flija	спи
gaforret	крабов
cigarja	сигарета
cigarja	сигарету
cigarja	сигареты
cigarja	сигары
google+	google+
estonez	эстонии
aluzione	аллюзии
fitil	предохранитель
gunter	гюнтер
schweitzer	швейцер
outdoor	открытый
korn	корн
perkthyes	переводчик
bourne	борн
ndalimet	задержания
nando	нандо
mors	морс
biskotat	печенье
biskotat	cookie
baghdad	багдад
baghdad	багдаде
gjek	джейка
gjek	джейк
fou	fou
vër	поставить
fried	жареные
mycenae	микен
nestorius	нестория
mbijetese	выживания
mbijetese	выживание
canonical	canonical
glück	glück
yevhen	евген
yrigoyen	иригойен
informatorët	информаторов
informatorët	информаторов
molibdeni	молибден
anakonda	анаконда
