और	and
क्रमबद्धता	chronologically
टीज़र	teaser
डार्विनवाद	darwinism
परिश्रवण	auscultation
ब्यूफोर्ट	beaufort
प्रूधों	proudhon
जिब्राल्टेरियन	gibraltarian
फ्रेम्स	frames
ज़ीनो	zeno
डायोफैंटीय	diophantine
पीडीएफ़	pdf
रोस्ट	roast
नकारात्मकता	negativity
क्लाइतज़र्स	clijsters
एनरिको	enrico
लेश	lesh
बार्ट	bart
लोम्बार्ड	lombard
अरंडी	castor
रोबो	robo
कस्टर्ड	custard
मोरा	mura
फहरा	assaulted
धांधली	rigged
धांधली	rigging
सक्शन	suction
कुहन	kuhn
लीज़ेल	liezel
स्टेक	stack
ठहराना	pause
ठहराना	applause
ठहराना	apple
इरतिश	irtysh
अमीटर	ammeter
एलिस्टेयर	alistair
दहेज़	dowry
प्रतीक्षित	awaited
रूखा	curt
सबमिशन	submission
मर्दानगी	masculinity
सूडानी	sudanese
राष्ट्रभक्ति	patriotism
घूंसे	punches
लुंगी	lungi
लेविट	levitt
तख्ती	inscription
सिंगापूर	lion
पर्यावरणविद	environmentalists
आरबीआई	rbi
सब्ज़ियाँ	vegetables
एनएचके	nhk
गालियाँ	abuses
रिसेप्शन	reception
अहद	ahad
कार्ला	carla
कार्ला	karla
कुलक	liquidating
गैसीकरण	gasification
एसेट	assets
एसेट	asset
मासूमियत	cuteness
वैश्या	prostitute
पिचर	pitcher
उरांव	oram
एल्स	els
एल्स	elsa
गाले	galle
हांक	hank
किरचॉफ	kirchhoff
चेम्बरलेन	chamberlain
हेज़	hayes
स्त्रीकेसर	stamens
नास	nas
रंगरूटों	recruits
राजपक्षे	rajapaksa
अयान	ayan
डेबी	debbie
बेतुका	incongruous
बेतुका	absurd
बेतुका	preposterous
संरक्षणवाद	protectionism
कुबलई	kublai
ग्रैंडमास्टर	grandmaster
हाउंड	hound
इल्ज़ाम	reproach
कोबे	kobe
सादिक़	sadiq
विश्वासघाती	treacherous
कोलम्बियाई	colombian
मत्त	matta
एलेक्सा	alexa
वेन्स	vance
आइनू	ainu
कालिख	soot
संवारने	grooming
एंटर	enter
सेबेस्तियन	sébastien
मम्मी	mummy
मम्मी	mommy
अष्टभुज	octopus
ब्रैडी	brady
बंगा	banga
स्क्यापारेल्ली	schiaparelli
लियाम	liam
पीटने	banging
स्केलेबल	scalable
स्पर्शज्या	tangent
शेड्यूल	schedule
खोलें	open
जानसन	jansen
वीज़्ली	weasley
बेल्स	bells
छींक	sneeze
गूदेदार	succulent
रोलर्स	rollers
डैटसन	datsun
टोस्ट	toast
टोस्ट	toasted
काव	kao
क्यूबिज़्म	cubism
एडना	edna
जीवाणुरोधी	antibacterial
जीनियस	genius
डेरिक	derrick
कोनराड	conrad
येल्तसिन	yeltsin
लेटा	laying
स्कॉटी	scotty
आइएएएफ	iaaf
लाइब्रेरियन	librarian
डिटेक्शन	detection
कैरोलीन	caroline
गूंगा	dumb
बेवजह	inexplicable
स्टोसुर	stosur
डेंटिस्ट	dentist
कंपाला	kampala
बेसाइड	bayside
स्तवन	eulogy
आद	aad
कवितायेँ	rhymes
प्रोमेथियस	prometheus
जेक्स	jakes
तोकुगावा	tokugawa
म्यूटेंट	mutant
पिसी	leek
पायथन	python
संवर	renovated
चितकबरा	pied
केडीई	kde
ड्राफ़्ट	draft
ड्राफ़्ट	drafts
महोगनी	mahogany
रोमी	romi
कोर्डोबा	córdoba
चिपकाया	pasted
टोरिनो	torino
दुभाषिया	bilingual
हेबेई	hebei
ब्लैडर	bladder
रेडब्रिज	redbridge
परवलयज	paraboloid
पूश्किन	pushkin
बजती	rings
शर्मीले	shy
अभिगम्य	inaccessible
कुट	kut
पेद्रो	pedro
क्विंसी	quincy
उपाख्यानों	anecdotes
कर्पूर	bowing
झोली	bag
कतारें	queues
उरु	uru
लौरिया	lauria
सर्गी	sergey
माकेमाके	makemake
पहलों	initiatives
हाइनान	hainan
छुपाना	hiding
विवरणिका	brochures
टुक	tuk
एफटीपी	ftp
चार्ल्सटन	charleston
क़ाबू	mastery
तमगा	insignia
पाकिस्तानियों	pakistanis
बिंदास	bold
देशीयकृत	naturalized
लुइगी	luigi
घुलनशीलता	solubility
सहे	tolerate
अचरज	wonder
फ़ेस्टिवल	festival
फिलीस्तीनी	palestinian
तकदीर	fate
बेजा	beja
दारू	alcohol
हस्तनिर्मित	handmade
पेटिट	petit
चिपकी	cling
विडाल	vidal
बिल्लियाँ	cats
सुअरों	pigs
ट्यूनर	tuner
बायपास	bypass
चौपायों	cattle
सीबीडी	cbd
फॉस	fos
समंदर	seas
समंदर	ocean
फ्लास्क	flask
बुर्जों	tower
सन्नाटा	silence
प्रेरणादायी	inspiring
मूंछ	moustache
मूंछ	mustache
कूचर	kutcher
रूज	rouge
जलंधर	jalandhar
नाओमी	naomi
टेस्को	tesco
दरवेश	dervish
माइमस	mimas
कारमेल	caramel
दुशान्बे	dushanbe
घूंघट	veil
ज्यावक्रीय	sinusoidal
सदक	southwark
योनी	cunt
धड़कता	beats
एप्लेट	applet
क्रोमा	chroma
मिस्सी	missy
मैरिज	marriage
स्क्वाड	squad
वेले	welle
मेज़ानाइन	mezzanine
लेटेक्स	latex
ब्रागा	braga
वाइडस्क्रीन	widescreen
व्यामोह	labyrinth
बटरवर्थ	butterworth
मिलीभगत	collusion
मिलीभगत	complicity
स्वचलित	swat
स्वचलित	automatic
काश्मीरी	kashmiri
वाउचर	voucher
वाउचर	vouchers
रेमी	remy
फ्लेक्स	flex
गुलेल	slingshot
क्लार्कसन	clarkson
वेस्टवुड	westwood
पैरोल	parole
कुवैती	kuwaiti
योह	yeoh
सन्निपात	typhus
क़ब्रिस्तान	necropolis
स्रेबोतनिक	srebotnik
अफ़वाह	buzz
बीएसडी	bsd
साइनाइड	cyanide
ब्रुश	brush
नेह	neh
स्पंजी	spongy
मर्ग	meadow
मितव्ययी	frugal
ज़ैदी	zaidi
चुंग	chung
बिकनी	bikini
कनिया	kania
ड्यूरा	dura
पेनिसिलियम	penicillium
साबिर	sabir
पर्यावरणवाद	environmentalism
कॉस्ट्यूम	costume
फाउंड्री	foundry
रणनीतिकार	strategist
अपहरणकर्ताओं	captors
क्रस्टेशिया	crustacean
ख़ाबारोव्स्क	khabarovsk
फ्लैशबैक	flashback
अंगुलियाँ	fingers
टीटो	tito
रूह	spirit
धुँआ	smoke
थिक	thicke
चिट	chit
आशाएं	hopes
मेइजी	meiji
अजवाइन	celery
समझो	understand
नटखट	naughty
लार्स	lars
भोगी	materialistic
चंगा	heal
चंगा	healed
जेनिंग्स	jennings
ट्यूटर	tutor
ट्यूटर	tutors
स्लीव	sleeve
एलिसिया	alicia
लिलि	lilium
जुमा	juma
ब्राउज़	browse
गुडविन	goodwin
खिलाते	captive
बोनसाई	bonsai
कार्ब्युरेटर	carburetor
डेविड्स	davids
कैरोलिन	carolyn
जीतें	conquer
बरोज़	broz
गेस्टापो	gestapo
सावो	tsavo
रंजकता	pigmentation
आइज़नहावर	eisenhower
कीवी	kiwi
अहो	aho
बातो	bato
चेचन्या	chechnya
ट्रांज़िट	transit
संहिताकरण	codification
वैनेसा	vanessa
बैसिलिका	candelaria
नृवंशविज्ञान	ethnography
आर्किया	archaea
छत्ता	hive
सहस्राब्दियों	millennia
ऑड्रे	audrey
केचप	ketchup
अलगाववाद	separatism
क्रॉफर्ड	crawford
बूंदे	drops
वील	veal
लुभावने	pastoral
क्लेम	clams
विवेकाधीन	discretionary
पेशवाओं	peshwa
घुंघरू	imitating
लील	lil
लूका	luka
मनहूस	jinx
आइक	ike
तरी	tari
सीएसकेए	cska
ह्यूमर	humor
ह्यूमर	humour
ईआरपी	erp
थैला	bag
लेनार्ड	lenard
इज्ज़त	honour
लहराया	waved
आइसलैंडिक	icelandic
असहिष्णु	intolerant
ओलम्पस	olympus
मोहताज	needy
