در	врата
غیور	љубоморна
استراوا	острава
پاموک	памук
تونز	песни
بادکنکی	измама
دوختن	шие
ماچادو	машадо
پرگامون	пергамон
برگسون	бергсон
عهدی	пакт
عهدی	пактот
فرمایشات	предлогот
فرمایشات	предлог
کهکشانها	галаксии
زودیاک	хороскопски
کاباردینو	кабардино
کنیاتا	кенијата
شدتی	тонови
هنکل	хенкел
موقعیتهای	положби
موقعیتهای	позиции
سپولترا	sepultura
مانلی	машки
پنکه	фан
پنکه	вентилатор
پنکه	обожавател
پنکه	навивач
سوئی	sui
هاربین	харбин
استافورد	стафорд
کلاهبردار	измама
کلاهبردار	измами
کلاهبردار	хаслер
گولاگ	гулаг
تاباسکو	табаско
دوجین	десетина
دوجین	десетици
دوجین	десетина
دوجین	дузина
جرویس	џарвис
لج	инает
دودمانهای	династии
کابوکی	кабуки
کاسپاروف	каспаров
انویدیا	nvidia
درایدن	драјден
فیثاغورث	питагора
کنعانی	канански
سرها	главите
سرها	глави
برتی	берти
ساعتها	часови
ساعتها	саати
ساعتها	часовници
ساعتها	часовниците
ساعتها	часовници
حسابرس	ревизор
پیچه	helix
بمانید	остани
یرموک	јармук
آرمینیوس	арминиј
کاردیومیوپاتی	кардиомиопатија
روانکاوان	психоанализа
بوکوفسکی	буковски
جوابهای	одговори
جوابهای	одговорил
لیندی	линди
خملنیتسکی	хмелницки
پامپلونا	памплона
کداح	кедах
میسا	миша
کلاریس	кларис
کلاریس	клариса
رتینوپاتی	ретинопатија
فرصتهای	можности
فرصتهای	можностите
مریت	мерит
سوختهای	горива
نوروود	норвуд
کولار	панцир
طاس	ќелави
طاس	ќелав
طاس	коцки
زبانشناس	лингвист
کونته	конте
امیکرون	омикрон
ورنه	варна
الگوریتمهای	алгоритми
زخمه	плектрум
ناشیانه	непријатно
ناشیانه	незгодно
ناشیانه	незгодни
ناشیانه	чудно
اوغوز	огуски
لانتان	лантан
گیسن	гисен
اوسوالدو	освалдо
پالمه	палме
لیمویی	лимон
نایسریا	neisseria
یونیفرم	униформи
یونیفرم	дрес
یونیفرم	униформи
یونیفرم	униформа
معدنچی	рудари
سناریوهای	сценарија
شکفته	разнесен
ژیلینا	жилина
تلاطم	турбуленции
تلاطم	турбуленција
ایلای	eli
ایلای	илај
میکروفن	микрофон
میکروفن	мик
بوبو	бобо
لیلیث	лилит
تینو	тино
کایت	змај
سرنیزه	бајонет
سرنیزه	бајонети
جدائی	разделбата
جدائی	разделба
سراشیبی	падина
داینامیک	динамична
داینامیک	динамика
داینامیک	динамичен
گالوپ	галуп
آیورودا	ајурведа
بوکسیت	боксит
زرشکی	виолетово
زرشکی	розева
زرشکی	виолетова
زرشکی	магента
پاتن	патен
زیرواحد	подединица
آگریجنتو	агриџенто
سوختگیری	полнење
سانیا	сања
مارگرت	маргарет
مارشا	марша
کوزکو	куско
آنتاناناریوو	антананариво
نمازگزاران	верниците
حیا	резервни
حیا	поштеди
تویتر	twitter
تویتر	твитер
ساکو	saku
محتاطانه	дискретно
محتاطانه	дискретни
محتاطانه	дискретен
محتاطانه	дискретно
محتاطانه	претпазливо
پاکو	пако
فینک	финк
نانتاکت	нантакет
عینتاب	газиантеп
افتراء	клеветата
کلاسها	класи
کلاسها	настава
کلاسها	часови
اسکوتر	скутер
ایستریا	истра
رانکین	ранкин
یلواستون	јелоустоун
رامایانا	рамајана
سرمازدگی	хипотермија
قدغن	забрани
قدغن	забрана
قدغن	бан
روکوکو	рококо
بلکی	блеки
ژوائو	жоао
گردر	гордер
استخوانها	коските
استخوانها	коски
هذلولی	хипербола
لکتر	лектер
لکتر	лектор
استاینبک	стајнбек
توندرا	тундра
فیومیچینو	fiumicino
بودریار	бодријар
تانر	танер
مانتی	монти
کلپتون	clapton
کلپتون	клептон
هولدر	носител
هولدر	претседавач
هولدر	носителот
ماریتا	мариета
استالینیسم	сталинизам
هافنیم	хафниум
بذل	ниски
تاسیتوس	tacitus
ذکاوت	талент
برندون	брендон
اسلامگرا	исламистички
اسلامگرا	исламски
بومرنگ	бумеранг
آکوئینو	акино
استراحتگاه	ложа
استراحتگاه	салонот
استراحتگاه	ресорт
استراحتگاه	одморалиште
سیسیلیا	сесилија
لیورمور	ливермор
سالیناس	салинас
ویزیت	полнења
ویزیت	рунди
ویزیت	круга
ویزیت	куршуми
ماناگوا	манагва
چرکاسی	черкаска
بازبودن	мултитаскинг
سوماترایی	суматрански
اینده	иднина
اشتری	камили
یالتا	јалта
گرامشی	грамши
رونالدینیو	роналдињо
آسپنسکی	ouspensky
پرسیوال	персивал
لزبین	лезбејка
لزبین	лезбејки
سندیکا	синдикат
فابر	фабер
توشیرو	тоширо
رانا	рана
کالکین	калкин
بنیه	издржливост
بنیه	кондиција
وایپر	змија
سمیع	sami
سمیع	сами
جوابگو	одговорни
جوابگو	одговорност
جوابگو	отчет
اوستروبوتنیای	остроботнија
متیسون	матесон
آراستن	разубави
بیلدربرگ	билдерберг
اختری	ѕвездена
هستینگز	хејстингс
یوکاریوت	еукариот
میورا	миура
سوانسون	свансон
متس	метс
کاماز	камаз
اشتات	штат
ماکاروف	макаров
کاندینسکی	кандински
برهوت	дивината
برهوت	дивина
رائو	рао
ملینا	мелина
درینگ	смел
گنادی	генадиј
خودسر	одметникот
خودسر	одмаздник
