το	the
μινώταυρο	minotaur
ρίντλεϊ	ridley
μορίν	morin
καρυκεύματα	začina
μεταφορέα	transporter
μεταφορέα	nosača
μεταφορέα	nosač
διεγερτικά	stimulansi
ίνγκε	inge
συντονιστή	moderator
συντονιστή	koordinator
κερδοσκοπία	špekulacije
κερδοσκοπία	špekulacija
μπουσέ	boucher
τσετσενία	čečenija
πάντμε	padme
σαε	psr
οχιά	viper
φιστίκια	peanuts
μετεωρολογικές	meteorološka
μετεωρολογικές	meteorološke
κλειδωμένη	zaključana
αλκοολικός	alkoholna
γκρόβερ	grover
νίβεν	niven
αγροικία	cottage
απούσα	odsutan
τούφες	tufts
καθαριστεί	cleaned
αντωνυμία	zamjenice
ναυτίλος	nautilus
βασόρα	basri
σκοπίμως	namjerno
τεταρτημόριο	quadrant
ακίνδυνος	bezopasan
μοτέτο	motet
διφθερίτιδας	difterije
πινέλο	brush
ανεξήγητο	neobjašnjive
ανεξήγητο	neobjašnjivog
ακίρα	akira
έφοδος	upada
βάλερι	valerie
κολέτ	colette
άσχημος	ružan
ουσιώδης	suštinska
ουσιώδης	osnovni
σαμψούντα	samsun
καταραμένη	prokleo
ανησυχιών	zabrinutosti
σαπούνια	sapun
ζητούνται	zatražio
ζητούνται	zatražila
ζητούνται	tražio
διορατικότητα	uvid
τυφλοί	slijepa
διεφθαρμένη	korumpiran
κάμπριο	kabriolet
φάρμες	farmi
φάρμες	farme
σέλινο	celer
δελφίνο	dauphin
αιμοκάθαρση	dijaliza
ενισχυμένα	ojačana
τραπεζογραμματίων	novčanice
τραπεζογραμματίων	novčanica
απασχολημένοι	zaposlen
απασχολημένοι	zauzeta
απασχολημένοι	zauzet
δυναμίτη	dinamit
γκάλι	gali
γιεν	jena
χόροβιτς	horowitz
βιώσιμο	održiv
βιώσιμο	održivi
σάνα	sana
μεταποίηση	obrade
μεταποίηση	obradu
μεταποίηση	obradi
φυλαχτό	hamajlije
φυλαχτό	talisman
φυλαχτό	šarma
μπρόνστεντ	brønsted
στιλέτο	bodež
ρούσο	rusko
επιφάνιο	epifanio
κρατούμενο	zatvorenik
γούντγουορντ	woodward
παθογόνο	patogen
νουέβα	nueva
χωνιάτης	honijat
κρύος	hladno
αιμάτωμα	hematom
μαριάν	marianne
άνφιλντ	anfield
ενεργοποιημένο	omogućena
ενεργοποιημένο	omogućio
ενεργοποιημένο	aktivirala
ενεργοποιημένο	aktiviran
ηλεκτροφόρηση	elektroforeza
μανίσα	manisa
γκαλ	gal
ναντίν	nadine
ματωμένη	krvavi
ματωμένη	krvave
μπενελούξ	beneluks
πάσος	passos
δότες	donatora
δότες	donatori
επιδότηση	subvencija
νεντ	neda
κάντι	cuddy
πόρσια	portija
μεσω	kroz
ζοσκέν	josquin
κλίφτον	clifton
πόλινγκ	pauling
διάμεση	tkivna
σπέτσια	spezia
ανεξήγητη	neobjašnjive
ανεξήγητη	neobjašnjivog
παραιτήσεις	ostavke
ζιγκ	zig
ινδουισμό	hinduizam
γκετς	goetz
εναλλασσόμενη	rotacije
καταραμένο	prokleo
εμβάθυνση	produbljivanje
μεντουχοτέπ	mentuhotep
δωροδοκίες	mita
τρόι	troja
λίρι	leary
μήτρογλου	mitroglou
ομοιογενές	homogene
τζένα	jenna
χίλι	healy
αγαθός	mensch
υποτιμητικό	ponižava
ξυλοδαρμό	pobijedivši
ξυλοδαρμό	porazivši
κλωστοϋφαντουργία	tekstil
κλωστοϋφαντουργία	tekstila
γονική	roditeljskih
μάταιο	besmisao
αντιπροσωπευτικές	zastupnik
αντιπροσωπευτικές	predstavnik
ανελέητα	nemilosrdno
ομορφότερη	najljepša
ομορφότερη	ljepša
όλμπανι	albany
τυραννόσαυρος	tyrannosaurus
τζοακίνο	gioachino
ορεγιάνα	orellana
εξομολογήσεις	priznanja
έιντζελ	anđeo
σπεσιαλιτέ	specijalitet
σπεσιαλιτέ	specials
εξημέρωση	domestikacija
γενίτσαρους	janičari
χιροχίτο	hirohito
μέτρημα	broji
μορέλ	morel
χιού	hugh
παλμοί	impulse
αρόγιο	arroyo
αγροικίες	kew
παράνοια	paranoja
παράνοια	ludilo
μπιγιονσέ	beyoncé
ντόνι	donnie
ντόνι	donny
τσιγγάνα	gipsy
μαχαγιάνα	mahayana
χούσερλ	husserl
στρατολογήσει	regrut
λούσυ	lucy
λίνφιλντ	linfield
στράτφορντ	stratford
νικοτίνη	nikotin
απάθεια	apatija
αλεξάντρου	alexandru
σπανάκι	špinat
διαβίβαση	prenos
σάρτζεντ	sargent
απειλητικά	prijeti
απειλητικά	prijete
τέο	theo
τέο	teo
χρωστάει	duguje
παρασκεύασμα	priprema
παρασκεύασμα	pripreme
συρανό	cyrano
λιθόσφαιρα	litosfera
κουρτίνες	zavjese
συνεργός	saučesnik
έξοδοι	izlaze
ντεμιρέλ	demirel
σέρβερ	servere
τζάρετ	jarrett
ααα	ahh
μόρτενσεν	mortensen
επισκεφθείτε	posjetu
επισκεφθείτε	posjeta
γουόν	osvojen
γουόν	pobijedio
γουόν	pobijedila
γουόν	osvojena
γουόν	pobjedio
μπεναζίρ	benazir
στράσερ	strasser
σάφολκ	suffolk
βιντίν	vidin
δεξιόστροφα	kazaljke
ξεναγήσεις	ture
γιανγκτσέ	yangtze
ξέφωτο	glade
μεταβολική	metabolizma
μίλοραντ	milorad
μακεμάκε	makemake
καραμπίνα	puška
εξαγωγέας	izvoznik
φιλονικία	svađa
οβίδιο	ovidije
ροζέτα	rosetta
αζκαμπάν	azkabana
ρέγιες	reyes
κατρίνα	katrina
καραβάνι	karavan
πονοκέφαλος	glavobolja
παραβιαστεί	kršio
παραβιαστεί	prekršila
πάροχοι	provajdera
φασμπέντερ	fassbender
κέντρικ	kendrick
φολς	pada
φολς	spada
φολς	vodopadi
εγκαταλειμμένο	napušten
εγκαταλειμμένο	napustio
εγκαταλειμμένο	napuštena
εγκαταλειμμένο	napuštene
λέρνερ	lerner
φυλακισμένη	zatvorenik
φυλακισμένη	zatočen
φυλακισμένη	zatvoreni
κατακρήμνιση	padavina
ζαπάτα	zapata
σάουνα	sauna
αναπάντεχο	neočekivano
πιρούνι	fork
νιβ	neve
αστραχάν	astrahan
λεσβία	lezbijka
λεσβία	dyke
ροζίτα	rosita
ορός	serum
αγωνες	igara
αγωνες	igre
αγωνες	igrama
αξιοπρεπές	pristojan
ράιμι	raimi
ρίλκε	rilke
λίντο	lido
καλίνιν	kalinin
σπρίντερ	sprintera
χορεύτριες	plesači
βίδες	screws
οκτάβιο	octavio
καρφίτσα	bros
καρφίτσα	pin
επιδημιολογία	epidemiologija
τύμβοι	mounds
εξόγκωμα	grude
εξόγκωμα	kvržica
εκτάριο	hektar
φρέγκε	frege
ψαλμός	psalm
γκάρεθ	gareth
αποθηκευμένες	spasio
τσίχλα	gum
ζηλεύει	ljubomoran
κορνηλία	cornelia
αεροναυτική	aeronautička
χόι	hoi
χόι	hoy
αλήτη	pank
άαλεν	aalen
σκυλάκι	doggie
δεκανέα	kaplar
σιγκούρνι	sigourney
κνουτ	knut
μπέινς	baines
υπόπτους	osumnjičeni
υπόπτους	osumnjičenih
υπόπτους	osumnjičene
αρουραίοι	pacova
τανγκό	tango
βαστίλη	bastille
μάνζαρεκ	manzarek
τέτοβο	tetovu
τέτοβο	tetova
χώκινς	hawkinsa
μανιτάρι	gljiva
πρόσδεσης	započeta
τυχεροί	lucky
ενέχυρο	obećanje
μπερναντέτ	bernadette
κεχρί	millet
αστόρια	astoria
κυπρίνου	carp
σαλπιγγίδης	salpingidis
χάρτφορντ	hartford
συζητηση	diskusija
ρέστα	promjena
ρέστα	izmjena
ρέστα	promjene
ρέστα	promjeni
ρέστα	promene
ρέστα	promena
ελίσα	elisha
ελίσα	elisa
ξαδέρφια	rođaci
σουζάν	susanne
σουζάν	suzanne
φεζ	fes
πάλμερστον	palmerston
επανένταξη	obnovu
μπράμπαμ	brabham
μάκο	mako
αντιξοότητες	nedaće
αρνιά	lambs
φεουδαρχία	feudalizam
διμερής	bilateralne
διμερής	bilateralnim
διμερής	bilateralni
χίντιγκ	hiddink
γιοσέμιτι	yosemite
φλόιντ	floyd
μιγιαζάκι	ayumi
λακάιγ	lacaille
πάδουα	padova
επιτρεπόμενο	dozvoljena
αλμοδόβαρ	almodóvar
μπαϊράμ	bajram
έζησα	živjela
έζησα	živjeli
έζησα	živio
φόρτος	teret
νοέλ	noel
υφές	teksture
έλεφσον	ellefson
αλιέων	ribari
κύκνοι	labudova
θολό	cloudy
τζιανκάρλο	giancarlo
ματίλντα	mathilda
ματίλντα	matilda
μπρέντφορντ	brentford
αναδρομικό	rekurzivni
απελπισμένος	očajne
θυμήσου	pamti
θυμήσου	se
παλαιοντολογίας	paleontologija
εακ	anc
αισιόδοξη	optimist
αποφεύγετε	izbjeći
αποφεύγετε	izbjegavati
αποφεύγετε	izbjegne
αποφεύγετε	izbjegavanja
σατανάς	šejtan
πολιτικη	politika
πιερλουίτζι	pierluigi
ταξιδιώτη	putnik
ταξιδιώτη	putopisac
βάγια	vaya
προσφυγές	apelacionog
στήβενς	stevens
ελεωνόρα	leonora
φονιάς	ubicu
φονιάς	ubica
μπάνγκορ	bangor
γιούκιο	yukio
φτυάρι	spade
νεκροψία	autopsija
μλάντεν	mladen
κρουαζιέρα	krstarenje
λαγκάδι	rivendel
έμεινα	ostala
έμεινα	ostao
έμεινα	boravio
θέλμα	thelma
κατάδικοι	osuđenicima
εξογκώματα	bumps
γκρούμπερ	gruber
φυτοφάρμακα	pesticidi
φεμινισμό	feminizam
οπλισμένη	naoružani
οπλισμένη	oružane
ορινόκο	orinoco
λίμπερτι	sloboda
μπέντερ	bender
αρσέν	arsene
όλσον	olson
σουνγκ	sung
σολζενίτσιν	solženjicin
ίκτερος	žutica
τσιουάουα	chihuahua
μπερτς	birch
υπογείως	underground
υπογείως	podzemni
υπογείως	podzemna
λιμ	lim
χυδαία	latina
υδρόλυσης	hidroliza
χυμούς	sokovi
αντιπροσωπειών	delegacije
μάι	mai
έντμοντ	edmund
διακεκομμένη	dotted
διακεκομμένη	dashed
ίθαν	ethan
κυστεΐνη	cistein
αλέγκρε	alegre
ιμάντες	pojasi
σωληνάριο	cijev
γκίμπον	gibbon
νιραρί	nirari
σάκος	kesa
σάκος	bag
σάκος	kesica
παστέλ	pastel
λιποταξία	dezerter
νευρολογία	neurologija
τακ	tak
μελίτα	melita
έθελ	ethel
φθηνότερα	jeftiniji
διακανονισμός	naselje
διακανονισμός	aranžman
τζόζεφσον	josephson
αστοχία	neuspjeh
ελλιπείς	izvršeno
ντέηβις	davis
ντέηβις	davies
γνωστικισμό	gnosticizam
ραούφ	rauf
προκαταρκτικό	preliminarni
προκαταρκτικό	preliminarne
προκαταρκτικό	preliminarna
σάμνερ	sumner
εργο	projekt
εργο	projekat
γουόλ	zid
κουένκα	cuenca
άρνο	arno
τοξίνη	toksin
ιμπραΐμοβιτς	ibrahimović
γκόλντι	goldie
ανεξήγητα	neobjašnjive
μπάμπι	babin
μπάμπι	bambi
πίνο	pino
φράχτες	ograda
χοκουσάι	hokusai
βίασε	silovao
συνονθύλευμα	patchwork
κάρλτον	carlton
γαστρεντερίτιδα	gastroenteritis
ουίγων	whig
μάκι	meki
μάκι	maki
διασκεδάσει	entertain
τράγος	koza
ανύπαντρη	neudate
μειωμένος	smanjen
μειωμένος	smanjena
σάσεξ	sussex
κυβερνοπάνκ	cyberpunk
γιοσίντα	yoshida
τίμοκ	timok
μελπομένη	melpomena
εργοδοτών	poslodavaca
ρόντι	roddy
μπριζίτ	brigitte
κίκερς	kickers
ισορροπημένο	uravnotežen
διαλογισμό	meditacije
σωματοφύλακα	bodyguard
αμαξοστοιχία	voz
μαύρισμα	tan
χοίροι	svinje
φυσαλίδα	mjehur
θωρακικό	grudi
μπούρσασπορ	bursaspor
σπα	banja
αντμίρα	admira
βάρβαρο	brutalnih
βάρβαρο	brutalnog
βάρβαρο	brutalni
βάρβαρο	brutalno
βάρβαρο	brutalna
βάρβαρο	barbari
μπάρμπι	barbie
φομαλώ	fomalhaut
φόνισσα	slayer
θάμνο	bush
απομιμήσεις	imitacije
δυσανεξία	netolerancije
δοξα	slava
γλυκός	slatko
σουλτς	schultz
σακκάρα	saqqara
δισκέτα	flopi
δισκέτα	diska
δισκέτα	disk
δισκέτα	disku
πρωτοσέλιδα	naslovi
οφηλία	ofelija
κατευθυντήρια	guideline
λιώσιμο	topljenja
λιώσιμο	topljenje
μπέσα	besa
κάνινγκ	canning
μπούντβα	budva
όμικρον	omicron
μοιρασιά	splitsko
μοιρασιά	split
μοιρασιά	splitska
λεξ	lex
λεξ	luks
φυλακτό	hamajlije
φυλακτό	talisman
επιδόρπιο	desert
κλαούντια	claudia
κλαούντια	klaudija
ντουλάπα	preparata
απλα	samo
δηλητηριάσεις	trovanja
χαντίθ	hadis
μίτσαμ	mitchum
σπαγγέτι	spaghetti
γλουταμινικό	glutaminska
χίλντεγκαρντ	hildegard
μονόπλευρη	jednostrana
μονόπλευρη	jednostrane
κατάνα	katana
κουστώ	cousteau
λουζόν	luzon
θυελλώδη	burne
τριήρους	trirema
ζάπα	zappa
παπάδες	sveštenici
καταχωρημένο	registrovan
καταχωρημένο	registrovana
σούσι	suši
παρατείνει	produže
παρατείνει	produžiti
κουρμπέ	courbet
δωροδόκησε	podmitio
σαράντον	sarandon
θρακιώτες	tračani
παιδια	deca
παιδια	djeca
παιδια	tipovi
παιδια	djece
παιδια	djecu
παιδια	djeca
βοσνιακή	bosanac
βοσνιακή	bosanski
χειροκροτήματα	aplauzom
χίλντα	hilda
άμπι	ebi
ξεκίνα	početak
ξεκίνα	start
ξεκίνα	početka
οξύρρυγχος	sturgeon
σόντερμπεργκ	soderbergh
γκίλφορντ	guildford
γαλήνια	miran
γαλήνια	mirne
γαλήνια	mirni
καλυμμένοι	pokriveni
καλυμμένοι	pokrivena
καλυμμένοι	pokrivene
απόλαυσε	uživaju
απόλαυσε	uživati
στέιθαμ	statham
σατί	sati
κουροσάβα	kurosawa
διακριτικός	diskretna
διακριτικός	diskretni
αφελή	naivne
γκερτ	gert
λόα	loa
μπραγκ	bragg
χαντάκι	jarak
μπάτα	bata
αυτοκινητόδρομους	autoputeva
στάιγκερ	steiger
μούτι	muti
ισοσκελές	jednakokraki
παμ	pam
παγιδευμένη	zarobljeni
παγιδευμένη	zarobljen
μπόλτσμαν	boltzmann
τζαμάλ	jamal
βιοντίζελ	biodizela
ρόκο	rocco
περιστασιακό	casual
μικροκύματα	mikrotalasa
μικροκύματα	mikrotalasno
ειρωνία	ironija
πάνθηρες	panthers
μένγκελε	mengele
τάνκερ	tanker
ρακούν	coon
υποθάλαμο	hipotalamus
καριέρες	karijere
ταγκόρ	tagore
σλέιτερ	slater
μπελίντα	belinda
ράφα	rafa
πηγες	izvori
πηγες	izvora
δυσφήμηση	klevetu
αντοφαγάστα	antofagasta
γουισκόνσιν	wisconsin
πενικιλίνη	penicilin
μάτσου	machu
φράουλες	jagoda
καμπρέρα	cabrera
μακί	maki
κράους	krauss
κράους	krause
καμ	cam
θορίου	torij
