年	イヤー
睡	眠る
睡	スリープ
溴	臭素
蛋糕	ケーキ
蛋糕	ケーキ
流出	流出
沙巴	サバーハ
對待	トリート
崇德	ウェルギリウス
崇德	ヴァージル
過期	期限切れ
過期	失効
恐慌	パニック
前輩	長老
海嘯	津波
海嘯	津波
旋風	オゾン
旋風	サイクロン
旋風	旋風
殘疾	無効
殘疾	障害
聖地牙哥	サンティアゴ
推定	推定
推定	推定
處決	処刑
處決	実行
處決	執行
自傳	自伝
自傳	伝記
哇	wow
病患	患者
病患	患者
漁業	漁業
漁業	漁業
漁業	釣り
漁業	魚釣り
硼	ホウ素
命中	ヒット
命中	hit
命中	ヒット
大野	小野
杜鵑	シャクナゲ
杜鵑	ツツジ
大理石	大理石
大理石	marble
撥款	割り当て
炭	木炭
炭	炭素
特效	エフェクト
特效	効果
特效	エフェクト
特效	効果
疑問	疑念
步驟	step
步驟	ステップ
步驟	歩数
步驟	手順
步驟	ステップ
大洲	大陸
大洲	大陸
救助	残存
救助	サルベージ
縮小	狭い
縮小	縮小
衡量	測定
衡量	測定
衡量	計測
衡量	測定
內陸	内陸
高興	ハッピー
高興	幸せ
電路	サーキット
電路	回路
墓園	墓地
間隔	音程
間隔	間隔
間隔	間隔
間隔	音程
間隔	インターバル
間隔	区間
間隔	間隔
海岸線	海岸
海岸線	海岸線
海岸線	海岸線
擢	ミュウ
善良	親切
善良	親切
流失	チャーン
正方形	正方形
正方形	四角
正方形	広場
保守派	保守
判刑	宣告
判刑	センテンス
判刑	文章
剪輯	編集
剪輯	クリップ
分級	格付
灶	ストーブ
灶	コンロ
灶	ストーブ
複數	複数
英勇	勇気
會所	クラブハウス
外貌	出演
外貌	外観
短缺	不足
短缺	不足
音節	音節
音節	音節
傻	バカ
傻	バカ
傻	愚か
跳躍	ジャンプ
跳躍	飛躍
測驗	テスト
測驗	テスト
測驗	テスト
測驗	クイズ
伯德	鳥類
伯德	バード
峽谷	渓谷
峽谷	峡谷
峽谷	峡谷
傳聞	伝聞
飼養	繁殖
吞吐量	スループット
氣壓	気圧
氣壓	圧力
戰區	演劇
戰區	劇場
液體	液体
液體	流体
液體	液体
回顧	まとめ
住宿	宿泊
住宿	宿泊
信念	信仰
信念	信念
信念	フェイス
槍擊	射撃
荷馬	ホーマー
落地	着陸
落地	上陸
墓碑	墓石
彈頭	弾頭
彈頭	弾丸
彈頭	銃弾
內心	インサイド
內心	内側
內心	インナー
內心	内面
新鮮	フレッシュ
沼澤	沼地
沼澤	ボグ
表情	表現
表情	expression
表情	絵文字
幻影	蜃気楼
遙遠	遠い
各式	詰め合わせ
各式	盛り合わせ
塑像	彫像
塑像	彫像
牛肉	ビーフ
牛肉	牛肉
樓梯	階段
樓梯	階段
狩獵	ハント
狩獵	狩り
狩獵	狩り
狩獵	ハンティング
狩獵	狩猟
等候	待ち
會費	会費
下屬	部下
下屬	配下
末日	ドゥームズデイ
動機	動機
動機	モチベーション
軌跡	トラック
軌跡	弾道
軌跡	トレイル
軌跡	軌跡
風景	風景
風景	景色
風景	横長
風景	風景
風景	横向き
滴	ドロップ
滴	点滴
滴	ドロップ
昏迷	昏睡
微型	ミニチュア
微型	マイクロ
海豹	アザラシ
海豹	封印
海豹	印章
海豹	シール
海豹	押印
樓上	二階
大廳	ホール
大廳	ロビー
神廟	テンプル
神廟	寺院
神廟	神殿
界限	境界
斯德哥爾摩	ストックホルム
岩手	岩手
日誌	ジャーナル
日誌	日記
日誌	ログ
日誌	log
喊	エール
喊	シャウト
喊	叫ぶ
基準	ベンチマーク
基準	ベンチマーク
基準	ベンチマーク
花瓣	花びら
花瓣	花弁
花瓣	花びら
蜥蜴	トカゲ
蜥蜴	トカゲ
袍	ローブ
總和	合計
總和	総和
熱心	熱意
安倍	安部
安倍	安倍
安倍	阿部
放射	放射能
放射	放射線
放射	放射
小熊	カブス
開支	費用
開支	経費
平板	スラブ
平板	錠剤
平板	タブレット
摩擦	摩擦
繁榮	繁栄
繁榮	ブーム
繁榮	栄え
輪胎	タイヤ
輪胎	タイヤ
輪胎	タイヤ
延期	拡張
延期	延長
延期	内線
蟬	セミ
肺炎	肺炎
波長	波長
親屬	親族
親屬	親戚
衍生物	デリバティブ
擴散	拡散
醬	ソース
二手	中古
珠寶	宝石
珠寶	ジュエリー
珠寶	宝石
珠寶	ジュエリー
尼加拉瓜	ニカラグア
焊接	ウェルド
焊接	溶接
焊接	溶接
國防軍	idf
偵查	偵察
偵查	偵察
視訊	ビデオ
視訊	動画
墳	墓所
墳	墓穴
資本主義	資本主義
辛苦	一生懸命
辛苦	ハード
辛苦	難しい
有毒	毒性
排水	排水
奇異	エキゾチック
雉	キジ
慢性	慢性
慢性	持病
馬達	モーター
光榮	栄光
光榮	グローリー
胡椒	ペッパー
胡椒	胡椒
胡椒	コショウ
自信	自信
自信	自信
自信	信頼
邊疆	フロンティア
寺廟	テンプル
寺廟	寺院
寺廟	神殿
寺廟	寺院
鈾	ウラン
伴侶	パートナー
伴侶	コンパニオン
電荷	チャージ
電荷	課金
電荷	充電
廚房	キッチン
廚房	台所
溫柔	テンダー
溫柔	柔らかい
溫柔	穏やか
溫柔	優しい
紳士	紳士
紳士	ジェントルマン
陀螺	ジャイロ
抒情	lyrical
愛麗絲	アリス
申訴	クレーム
申訴	苦情
申訴	苦情
申訴	クレーム
蔓延	広がる
蔓延	拡散
蔓延	スプレッド
燈塔	灯台
燈塔	ビーコン
燈塔	灯台
加勒比	カリブ
無名	無名
血腥	ブラッディ
粉碎	スマッシュ
醜聞	スキャンダル
醜聞	不祥事
插圖	挿絵
插圖	イラスト
經理人	店長
經理人	支配人
經理人	マネージャー
經理人	マネージャ
堡壘	bastion
堡壘	要塞
堡壘	フォート
堡壘	要塞
工資	給料
工資	俸給
工資	給与
工資	賃金
工資	賃金
工資	給与
犀牛	サイ
犀牛	サイ
犀牛	サイ
思想家	思想
思想家	思想家
乘車	乗る
乘車	配車
寂寞	孤独
寂寞	孤独
寂寞	寂しい
花卉	お花
庭院	中庭
庭院	ヤード
樞紐	ハブ
仙女	フェアリー
仙女	妖精
蘇維埃	ソビエト
煙花	花火
煙花	花火
安藤	安藤
和諧	ハーモニー
和諧	調和
撤消	撤回
撤消	取り消す
室外	アウトドア
室外	屋外
室外	アウトドア
室外	屋外
鵝	ガチョウ
鵝	ガチョウ
刺殺	暗殺
彈劾	弾劾
坐標	座標
坐標	座標
永恆	永遠
永恆	timeless
津貼	手当
破解	ひび割れ
破解	crack
破解	クラック
破解	クラッキング
卡車	トラック
卡車	トラック
阻力	ドラッグ
阻力	抵抗
阻力	レジスタンス
關懷	思いやり
沙拉	サラダ
熔岩	溶岩
啟發	インスパイア
盧森堡	ルクセンブルク
疼痛	痛み
疼痛	疼痛
疼痛	ペイン
佔有	占有
佔有	所持
獨家	独占
冥王星	冥王星
冥王星	プルート
停火	停戦
約束	制約
掩護	表紙
掩護	被覆
掩護	カバー
掩護	cover
復原	修復
復原	復元
復原	維新
復原	回復
復原	リカバリ
復原	回収
真主	アッラーフ
真主	アラー
清潔	清掃
清潔	クリーニング
清潔	洗浄
清潔	清掃
清潔	掃除
清潔	クリーン
清潔	きれい
長壽	長寿
友誼	友情
甜蜜	スウィート
甜蜜	甘い
瘦	スキニー
瘦	スリム
瘦	薄い
瘦	細い
甲烷	メタン
優質	品質
優質	クオリティ
優質	画質
優質	quality
書法	書道
船員	クルー
前衛	ヴァンガード
山羊	ヤギ
山羊	ヤギ
丟	投げる
雪梨	シドニー
財團	コンソーシアム
批量	バルク
消化	消化
消化	消化器
消化	ダイジェスト
成效	実効
樹木	ツリー
樹木	樹木
陶器	陶芸
陶器	陶器
租賃	レンタル
租賃	賃貸
租賃	貸す
租賃	賃貸借
凱撒	シーザー
馬達加斯加	マダガスカル
告別	別れ
胖	脂肪
狹窄	狭い
裁決	評決
裁決	支配
裁決	裁定
裁決	審判
節省	貯蓄
節省	貯金
節省	節約
節省	預金
節省	保存
磚	れんが
磚	レンガ
磚	煉瓦
磚	レンガ
磚	れんが
磚	煉瓦
利率	レート
利率	評価
高大	高い
水下	水中
撲	バッシング
意向	意図
壓制	抑圧
進度	プログレス
進度	経過
進度	進捗
指稱	主張
哺乳動物	哺乳類
哺乳動物	哺乳動物
哺乳動物	哺乳類
爺爺	おじいちゃん
突襲	raid
情侶	カップル
情侶	カップル
情侶	恋人
示範	モデル
示範	デモンストレーション
示範	実演
示範	デモ
示範	デモ
保全	保存
保全	保全
宮殿	宮殿
智力	知能
智力	知識人
羽田	羽田
渡口	フェリー
糾紛	紛争
糾紛	申し立て
發光	磨き
發光	発光
發光	輝き
發光	グロー
結盟	アライアンス
異議	異議
係數	係数
係數	係数
窮	かわいそう
投球	ピッチ
銀色	シルバー
武林	武林
訪談	面接
訪談	インタビュー
訪談	インタビュー
揚州	揚州
就職	発足
人性	人類
噴發	噴火
失誤	間違い
溶解	解散
溶解	溶かす
溶解	溶ける
主觀	主観
桃源	桃園
天平	スケール
天平	ウロコ
外國人	エイリアン
反感	嫌悪
反感	嫌悪
神仙	フェアリー
神仙	妖精
李子	スモモ
李子	プラム
李子	スモモ
腸	ソーセージ
鹼	アルカリ
石板	スレート
石板	タブレット
秋山	秋山
液晶	lcd
福爾摩斯	ホームズ
君主制	君主制
野心	野心
野心	野心
野心	野心
野心	野望
別墅	ヴィッラ
別墅	ヴィラ
別墅	ヴィラ
幅度	範囲
籠	ケージ
監管	監督
顯示器	ディスプレイ
顯示器	モニタ
銀河系	銀河
銀河系	銀河系
罰款	罰金
葡萄糖	グルコース
鋰	リチウム
千秋	ちあき
劍橋	ケンブリッジ
詛咒	呪い
達拉斯	ダラス
徒步	ハイキング
草莓	いちご
草莓	イチゴ
草莓	イチゴ
草莓	いちご
補償	補てん
補償	補償
補償	賠償
補償	弁償
補償	報酬
補償	賠償
蝙蝠俠	バットマン
輕微	わずか
肽	ペプチド
廁所	トイレ
廁所	便器
廁所	風呂
廁所	浴室
廁所	トイレ
葉子	葉っぱ
葉子	葉っぱ
葉子	洋子
葉子	ヨーコ
乙醇	エタノール
有罪	有罪
有罪	guilty
大塚	大塚
禮拜	崇拝
樣式	スタイル
樣式	スタイル
遷徙	移行
遷徙	移行
遷徙	移行
交響樂團	交響曲
交響樂團	シンフォニー
抄襲	盗作
海倫	エレーヌ
海倫	ヘレン
讀音	発音
聖殿	テンプル
聖殿	寺院
聖殿	神殿
空格	スペース
郵票	切手
郵票	スタンプ
郵票	切手
阿爾及利亞	アルジェリア
騷擾	嫌がらせ
騷擾	ハラスメント
騷擾	嫌がらせ
冷卻	冷却
攝影機	カメラ
拜訪	訪問
皇宮	宮殿
微小	タイニー
微小	ちっちゃい
微小	ちび
微小	小さい
出版商	出版
出版商	パブリッシャー
出版商	出版社
精美	絶妙
溫和	穏やか
溫和	優しい
溫和	中道
溫和	軽度
公升	リットル
公升	リットル
公升	リットル
對面	反対
香料	香辛料
香料	スパイス
香料	香辛料
香料	スパイス
悼念	朝貢
悼念	朝貢
辣椒	ペッパー
辣椒	胡椒
辣椒	コショウ
賭場	カジノ
賭場	カジノ
國徽	エンブレム
悲劇	悲惨
悲劇	悲劇
鎖定	ロック
鎖定	錠前
租金	レンタル
租金	レンタル
租金	レンタル
租金	家賃
租金	借りる
租金	レント
光輝	シャイニング
喀麥隆	カメルーン
誤解	誤解
彎曲	曲げる
溫暖	あったかい
溫暖	暖かい
溫暖	温かい
解剖	検死
手套	手袋
手套	グローブ
手套	手袋
硬幣	硬貨
硬幣	コイン
硬幣	硬貨
硬幣	コイン
纜車	ゴンドラ
朝代	王朝
你好	こんにちは
你好	ハロー
皂	石けん
皂	石鹸
皂	ソープ
皂	soap
承包商	請負人
草坪	芝生
編譯	コンパイル
編譯	編纂
編譯	コンパイル
編譯	コンパイル
鉛	リード
錐	円錐
錐	コーン
界定	定義
界定	define
界定	定義
氣溫	気温
氣溫	温度
彈性	フレキシブル
彈性	柔軟
彈性	柔軟性
彈性	弾性
彈性	flex
彈性	フレックス
長老	長老
長老	長老
特許	譲歩
盾牌	シールド
盾牌	シールド
走私	密輸
走私	密輸
走私	密輸
紀念館	追悼
紀念館	記念碑
戒指	リング
戒指	指輪
戒指	リング
戒指	指輪
祭司	司祭
握手	握手
酒井	酒井
酒井	坂井
乘法	乗算
乘法	乗法
繪圖	写像
繪圖	マッピング
繪圖	図面
繪圖	グラフィック
繪圖	グラフィックス
繪圖	図面
繪圖	描画
繪圖	ドローイング
乙酸	酢酸
大屠殺	虐殺
大屠殺	ホロコースト
食堂	カフェテリア
食堂	カフェテリア
劫持	ハイジャック
劫持	ハイジャック
誓	宣誓
基座	台座
損壞	被害
損壞	ダメージ
損壞	損傷
損壞	損害
損壞	ダメージ
損壞	損害賠償
專長	ニッチ
專長	名物
專長	特製
專長	専門
羅素	ラッセル
基底	基質
基底	地下
基底	地下室
骨架	スケルトン
骨架	骨格
骨架	フレーミング
更正	矯正
更正	補正
更正	修正
更正	補正
更正	訂正
特種部隊	swat
特種部隊	スワット
音速	ソニック
叻	lat
密西西比州	ミシシッピ
標語	スローガン
標語	スローガン
摩天大樓	摩天楼
迷失	ロスト
警務	警察官
警務	ポリス
警務	警察
仙女座	アンドロメダ
橘子	orange
橘子	オレンジ
橘子	オレンジ
川口	川口
歌聲	歌う
散射	散乱
散射	散布
症候群	症候群
布加勒斯特	ブカレスト
污水	下水
存款	預金
存款	デポジット
存款	預金
朝倉	朝倉
宮廷	宮殿
想象	イマジネーション
想象	想像
想象	想像力
想象	イマジン
祈禱	祈り
祈禱	祈る
祈禱	祈り
祈禱	礼拝
祈禱	祈祷
祈禱	祈り
祈禱	祈り
相容	互換性
廚師	シェフ
廚師	コック
廚師	クック
天王星	天王星
王冠	クラウン
營養	栄養
營養	栄養素
愛媛	愛媛
橡膠	ラバー
橡膠	ゴム
教義	信条
教義	教義
教義	教義
教義	ドクトリン
扳機	引き金
扳機	トリガー
探險	アドベンチャー
探險	冒険
探險	探検
探險	遠征
區塊	ブロック
區塊	ブロック
招牌	看板
亞熱帶	亜熱帯
地道	トンネル
地道	トンネル
所羅門	ソロモン
腕	手首
附上	添付
附上	取り付ける
機長	隊長
機長	キャプテン
聲援	連帯
核子	原子力
廢棄	廃棄
廢棄	放棄された
檢視	表示
檢視	見る
檢視	ビュー
學說	ドクトリン
學說	教義
學說	ドクトリン
大提琴	チェロ
加熱	ヒート
加熱	暖房
還原	復元
暴風	ストーム
華沙	ワルシャワ
誘惑	誘惑
掃描	スキャン
掃描	スキャン
法典	コデックス
壺	ポット
壺	やかん
電報	電報
電報	電報
蒸	蒸す
升降機	エレベーター
機密	機密
機密	内密
芭蕾舞	バレエ
諾曼	ノーマン
環礁	環礁
散布	散布
斐濟	フィジー
潛在	ポテンシャル
呼叫	通話
呼叫	コール
呼叫	コーリング
硝酸	硝酸
嵌入	組み込み
嵌入	組込み
出血	出血
烤	焼く
烤	ロースト
口腔	口頭
港灣	ハーバー
時鐘	クロック
時鐘	時計
滑翔	滑空
滑翔	グライド
論點	論証
論點	引数
論點	論証
菊池	菊地
菊池	菊池
左邊	左側
勇氣	勇気
喵	ニャー
喵	ニャン
天線	触角
天線	アンテナ
絕望	絶望
絕望	必死
摩納哥	モナコ
格言	標語
格言	マキシム
格言	マクシム
甘肅	甘粛
敵對	敵意
出處	原点
出處	語源
出處	由来
出處	起源
瘋	クレイジー
金子	gold
金子	ゴールド
贏	win
贏	勝利
贏	勝ち
贏	勝つ
開除	解任
開除	免職
開除	棄却
開除	解雇
開除	却下
災害	災害
災害	災害
持久	不朽
字元	文字
字元	性格
字元	キャラクター
字元	文字
字元	キャラクター
晚餐	ディナー
晚餐	夕食
晚餐	夜食
晚餐	夕食
豆腐	豆腐
捐助	募金
捐助	寄付
濕地	湿地
濕地	湿地
獵物	捕食
燕子	飲み込む
燕子	ツバメ
鄰居	近所
鄰居	隣人
鄰居	近所
會計師	会計士
會計師	会計士
橢圓	楕円
橢圓	楕円
追逐	追跡
追逐	追求
追逐	チェイス
美式足球	フットボール
天然氣	気体
天然氣	ガス
方塊	立方体
方塊	キューブ
