年	イヤー
禿頭	ハゲ
陰極	カソード
豪豬	山嵐
鐘擺	振り子
麥芽	麦芽
插頭	プラグ
批評家	評論家
批評家	評論家
批評家	批評家
雜草	雑草
雜草	雑草
男裝	メンズウェア
拘留所	拘禁
拘留所	勾留
拘留所	留置
拘留所	収容
水桶	バケツ
水桶	バケット
水桶	バケツ
共謀	陰謀
共謀	共犯
靜音	ミュート
納賽爾	ナーセル
寢室	学寮
抑鬱症	うつ病
草圖	スケッチ
草圖	スケッチ
人力車	人力車
蛆	ウジ
水泡	水疱
渦輪機	タービン
渦輪機	タービン
靈活性	フレキシブル
靈活性	柔軟
靈活性	柔軟性
沙丁魚	イワシ
沙丁魚	イワシ
輪盤	ルーレット
孕期	妊娠
領帶	引き分け
領帶	ネクタイ
領帶	ネクタイ
馬甲	ベスト
鋒利	シャープ
鋒利	鋭い
聲學	アコースティック
大腳	ビッグフット
避難所	シェルター
避難所	避難所
避難所	聖域
避難所	避難
雄偉	マジェスティック
鞭炮	爆竹
鞭炮	爆竹
疲憊	疲労
鮑魚	アワビ
哀愁	悲しみ
茶壺	急須
茶壺	ティーポット
頭獎	大当たり
疤	傷跡
白蘭地	ブランデー
軼事	逸話
亞麻	リネン
日暮	ひぐらし
適應性	適応
棍子	スティック
棍子	スティック
撞車	クラッシュ
撞車	クラッシュ
救星	救世主
耳環	イヤリング
耳環	イヤリング
洗滌	洗濯
洗滌	洗浄
難產	分娩
難產	出産
細則	規則
細則	ルール
細則	ルール
無花果	イチジク
無花果	イチジク
純淨	純度
櫃台	カウンタ
櫃台	カウンター
櫃台	カウンター
裝飾品	装飾
勘測	測量
地籍	地籍
買主	バイヤー
買主	買い手
失禁	失禁
匯款	送金
窘迫	当惑
巫婆	魔女
巫婆	ウィッチ
隱身	不可視
湯匙	スプーン
育兒	子育て
啄木鳥	キツツキ
常備	スタンディング
機油	石油
機油	オイル
藥草	ハーブ
藥草	ハーブ
訂正	改訂
孔隙	毛穴
旁觀者	観客
移民局	入国
移民局	移民
喪葬	埋葬
喪葬	葬式
喪葬	葬儀
護身符	お守り
陪審員	陪審制
陪審員	陪審員
陪審員	陪審員
味覺	味見
味覺	味覚
味覺	口蓋
壞死	壊死
瑪瑙	瑪瑙
瑪瑙	オニキス
紅木	マホガニー
懶惰	ナマケモノ
懶惰	だらだら
懶惰	怠け者
火種	スパーク
穀倉	バーン
穀倉	納屋
興奮劑	ドープ
興奮劑	ドーピング
才幹	タレント
泛舟	ラフティング
散熱器	ラジエーター
褻瀆	冒涜
稅金	租税
稅金	税金
老了	古い
老了	オールド
保證金	預金
保證金	デポジット
保證金	結合
保證金	ボンド
切口	切開
單軌鐵路	モノレール
癢	かゆい
盆景	盆栽
硝石	硝石
奎寧	キニーネ
尿布	おむつ
尿布	オムツ
尿布	おむつ
尿布	オムツ
曝露	照射
曝露	被曝
曝露	露出
藍莓	ブルーベリー
藍莓	ブルーベリー
截獲	インターセプト
鰻魚	ウナギ
鰻魚	うなぎ
買斷	買収
狹隘	狭い
限額	制限
限額	リミット
限額	限界
限額	quota
限額	制限
限額	リミット
限額	限界
甜瓜	ウリ
產生器	ジェネレータ
火爐	コンロ
火爐	ストーブ
火爐	暖炉
西宮市	西宮市
鐵匠	鍛冶屋
公雞	コック
公雞	雄鶏
請願書	請願
請願書	請願
傭人	召使
傭人	メイド
理髮師	理容師
理髮師	床屋
理髮師	美容師
樹懶	ナマケモノ
失竊	盗難
失竊	窃盗
跳動	鼓動
毛毯	毛布
毛毯	ブランケット
毛毯	毛布
上癮	中毒
痛風	痛風
克里姆林宮	クレムリン
床單	シート
床單	シーツ
牡蠣	牡蠣
牡蠣	カキ
牡蠣	オイスター
牡蠣	牡蠣
牡蠣	カキ
牡蠣	オイスター
噩夢	ナイトメア
噩夢	悪夢
牧草	牧草
伯爾尼	ベルン
拼湊	パッチワーク
寶塔	仏塔
農舍	農家
手提箱	スーツケース
污辱	侮蔑
污辱	侮辱
膠質	ゼラチン
半圓	半円
巴貝多	バルバドス
篡奪	簒奪
達喀爾	ダカール
拳手	ボクサー
拳手	ファイター
瘋了	クレイジー
純純	ピュア
純純	純粋
刺繡	刺繍
退款	払戻し
退款	払い戻し
退款	還付
退款	返金
退款	返金
退款	リベート
外傷	トラウマ
外傷	外傷
排卵	排卵
剽竊	盗作
藥水	elixir
獨眼龍	キュクロープス
藥劑師	薬剤師
魣	バラクーダ
魣	カマス
接住	キャッチ
接住	キャッチボール
鏽	サビ
墓誌銘	エピタフ
仇視	憎悪
結核病	結核
蜂鳥	ハチドリ
釤	サマリウム
胳膊	arm
爆米花	ポップコーン
瀋陽市	瀋陽市
騎樓	ベランダ
嚴酷	厳しい
送貨	配達
送貨	配送
送貨	配信
送貨	デリバリー
送貨	デリバリー
番紅花	サフラン
辮子	編み
吐司	トースト
膠帶	テープ
手肘	ひじ
富江	富江
滑輪	滑車
登革熱	デング熱
胎盤	胎盤
果凍	ゼリー
自助餐	ビュッフェ
面談	面接
面談	インタビュー
面談	インタビュー
油門	スロットル
鄰里	近所
鄰里	近隣
袖子	スリーブ
無神論者	無神論
無神論者	無神論者
酒保	バーテンダー
銪	ユウロピウム
撬	詮索
地心引力	グラビティ
地心引力	重力
沖洗	流す
沖洗	フラッシュ
胸骨	胸骨
織物	布地
織物	生地
織物	織物
織物	生地
附表	スケジュール
附表	日程
附表	スケジュール
無名氏	アノニマス
無名氏	匿名
魔羯座	カプリコーン
魔羯座	カプリコン
罪孽	シン
罪孽	sin
雜耍	ジャグリング
壹岐	壱岐
拐杖	松葉杖
拐杖	松葉杖
口紅	口紅
摩加迪沙	モガディシュ
拖拉機	トラクター
拖拉機	トラクター
腳跟	かかと
腳跟	かかと
腳跟	ヒール
海產	魚介類
海產	シーフード
鼬鼠	イタチ
沼澤地	沼地
夾克	ジャケット
近視	近視
降職	降格
證言	証言
押金	預金
押金	デポジット
押金	預金
阿婆	おばあさん
繃帶	包帯
繃帶	包帯
海鳥	海鳥
鑽探	掘削
裝束	服装
隔間	コンパートメント
焦油	タール
腫脹	腫れ
腫脹	腫れ
旗子	フラグ
旗子	国旗
旗子	フラグ
旗子	国旗
電子計算機	コンピューター
電子計算機	コンピュータ
沈默	サイレント
沈默	無音
沈默	サイレンス
沈默	無音
沈默	沈黙
空閒	アイドル
掩體	バンカー
腎上腺	副腎
輕浮	軽薄
貯存	ストレージ
比目魚	ヒラメ
比目魚	オヒョウ
弘樹	ヒロ
講課	レクチャー
講課	講義
講課	講演
講課	講義
講課	教本
講課	講演
房地	構内
房地	敷地
包租	チャーター
包租	憲章
包租	貸切
蓋世太保	ゲシュタポ
辯證	弁証法
釘子	ネイル
釘子	ネイル
手續費	手数料
手續費	料金
手續費	手数料
乳製品	酪農
洋娃娃	人形
洋娃娃	人形
劉海	前髪
欽佩	感嘆
欽佩	賞賛
飛盤	フリスビー
互助會	友愛
睡蓮	ユリ
紅利	ボーナス
紅利	配当
紅利	配当
電導	伝導
時髦	ファンキー
時髦	奇抜
離合器	クラッチ
鍀	テクネチウム
指尖	指先
邊線	副業
雲母	雲母
籃子	バスケット
籃子	かご
溶化	溶ける
銻	アンチモン
迷你裙	ミニスカート
馴鹿	トナカイ
馴鹿	トナカイ
包頭	包頭市
親屬關係	親族
創造性	創造性
創造性	創造力
創造性	クリエイティブ
三輪車	三輪車
親和	アフィニティ
海狸	ビーバー
錇	バークリウム
皮包	ハンドバッグ
皮包	財布
臥室	寝室
臥室	寝室
不健康	不健康
謙卑	謙虚
謙卑	謙遜
叛國罪	反逆
含羞草	ミモザ
皮帶	ベルト
謙虛	謙虚
信譽	評判
纖維素	セルロース
煎餅	ホットケーキ
煎餅	パンケーキ
煎餅	ホットケーキ
煎餅	パンケーキ
遊蕩	放浪
遊蕩	さまよう
遊蕩	たむろ
台階	step
台階	ステップ
菠菜	ほうれん草
煮沸	茹でる
煮沸	沸騰
煮沸	茹でる
煮沸	せつ
地契	証書
結腸	コロン
千里眼	透視
印染	染色
囊腫	嚢胞
薯條	チップス
薯條	チップ
臭鼬	スカンク
漿果	ベリー
漿果	ベリー
手淫	オナニー
睪丸	精巣
睪丸	睾丸
睪丸	精巣
申請書	出願
申請書	アプリケーション
申請書	アプリケーション
逝者	故人
潛水員	ダイバー
潛水員	ダイバー
隱約	漠然と
聚苯乙烯	ポリスチレン
宣洩	カタルシス
禁閉	監禁
禁閉	拘禁
框框	フレーム
荒淫	放蕩
楊柳	ヤナギ
科倫坡	コロンボ
責怪	責め
手藝	工芸
手藝	クラフト
最壞	最悪
保費	景品
保費	プレミアム
粗魯	無礼
嘟	ビープ
切線	タンジェント
聖詩	詩篇
純化	浄化
純化	浄化
耗散	散逸
面紗	ベール
面紗	ベール
跛	ぐったり
跛	ラメ
便秘	便秘
撫慰	慰め
誓詞	宣誓
木筏	いかだ
茶館	喫茶店
茶館	茶室
小菜	ディッシュ
彎彎	曲げる
米妮	ミニー
敗血症	敗血症
收據	レシート
收據	受領
腓骨	腓骨
釙	ポロニウム
域外	治外法権
謎語	なぞなぞ
謎語	なぞなぞ
碳化物	炭化
產婦	母方
產婦	マタニティ
逗號	コンマ
逗號	コンマ
解凍	雪解け
簧片	リード
沈沒	埋没
流離失所	変位
挑逗	からかう
挑逗	からかう
算盤	算盤
疏漏	省略
奈緒子	直子
蘆薈	アロエ
瓊脂	寒天
判斷力	判断
判斷力	審判
判斷力	判断
判斷力	判決
鼓聲	ドラム
鼓聲	太鼓
偏執	妄想
黃麻	ジュート
塌方	地すべり
貓王	エルヴィス
貓王	エルビス
勺子	スプーン
胡蘿蔔	ニンジン
胡蘿蔔	人参
胡蘿蔔	にんじん
胡蘿蔔	にんじん
胡蘿蔔	ニンジン
蛤蜊	ハマグリ
再審	再審
打賭	賭ける
打賭	ベット
打賭	賭け
電解質	電解質
營房	バラック
痴迷	こだわり
痴迷	執念
痴迷	執着
週數	週間
朱麗葉	ジュリエット
腳印	足跡
腳印	足跡
喜鵲	カササギ
草叢	grass
掃描器	スキャナー
掃描器	スキャナ
掃描器	スキャナ
瀰漫	拡散
鑽孔	掘削
鑽孔	ドリル
巨集	マクロ
頭皮	頭皮
船艙	キャビン
船艙	船室
整潔	tidy
整潔	ストレート
整潔	きちんと
獎杯	トロフィー
獎杯	トロフィー
神職	司祭
樹冠	天蓋
論斷	表明
論斷	主張
蔑視	軽蔑
增值稅	vat
咕嚕	ゴクリ
披肩	ショール
壓縮機	コンプレッサー
惡臭	悪臭
警徽	バッジ
污點	しみ
污點	しみ
污點	シミ
手風琴	アコーディオン
鈀	パラジウム
尺碼	サイズ
報應	報復
報應	カルマ
貧瘠	不妊
靈巧	器用
書包	リュックサック
書包	リュック
嗓子	咽喉
嗓子	ボイス
嗓子	音声
育種	繁殖
食慾	食欲
碧瑤	バギオ
孔徑	絞り
慢跑	ジョギング
嗎啡	モルヒネ
毛衣	セーター
女同志	レズビアン
回扣	リベート
皮疹	発疹
邊框	ボーダー
邊框	国境
安眠藥	睡眠薬
必需品	必需品
必需品	essentials
必需品	必需品
世仇	確執
新陳代謝	代謝
同謀	共犯
同謀	共犯
同謀	共犯
扭傷	捻挫
扳手	レンチ
傢具	家具
聖歌	聖歌
聖歌	チャント
齋戒	断食
站著	スタンド
脫衣舞	ストリップ
惡霸	いじめ
惡霸	いじめ
閒暇	レジャー
閒暇	余暇
可敬	尊者
尼科西亞	ニコシア
幫會	クラブ
幫會	棍棒
可讀性	可読性
損害賠償	ダメージ
損害賠償	損害賠償
絲襪	ストッキング
絲襪	ストッキング
採礦業	鉱業
辛勞	労苦
串列	シリアル
鼻涕	鼻水
鞦韆	スウィング
鞦韆	スイング
斷頭台	ギロチン
斷頭台	足場
硫酸鹽	硫酸
賴索托	レソト
托運	出荷
認領	債権
認領	主張
認領	取得
辛迪加	シンジケート
十項全能	十種競技
鼻炎	鼻炎
課外	課外
拂曉	明け方
拂曉	夜明け
拂曉	ドーン
掃帚	ほうき
累犯	累犯
洗浴	入浴
錄音機	レコーダー
靈敏度	感度
靈敏度	感受性
寄養	フォスター
還款	返済
脈搏	パルス
脈搏	脈拍
隱士	隠逸
隱士	隠者
鋨	オスミウム
藍芽	bluetooth
啞鈴	ダンベル
時辰	時間
華爾茲	ワルツ
紫羅蘭	バイオレット
紫羅蘭	スミレ
危難	遭難
拋光	研磨
水電站	ダム
東山再起	カムバック
卡其	カーキ
鋯	ジルコニウム
小氣	けち
赤足	裸足
胃口	食欲
太陽眼鏡	サングラス
伯利恆	ベツレヘム
分紅	配当
豬仔	ピギー
罐裝	缶詰
有機體	生物
傷疤	傷跡
魚兒	魚類
魚兒	フィッシュ
氣喘	ぜんそく
氣喘	喘息
紙漿	パルプ
酸味	酸っぱい
酸味	すっぱい
酸味	サワー
恍惚	トランス
峰峰	山頂
峰峰	ピーク
擔子	重荷
擔子	負担
輕蔑	軽蔑
鼓膜	鼓膜
決算	アカウント
跨國公司	tnc
臭蟲	バグ
臭蟲	不具合
臭蟲	bug
臭蟲	バグ
臭蟲	不具合
鉍	ビスマス
校准	校正
鯰魚	ナマズ
臟	汚い
臟	ダーティ
臟	ダーティー
腦炎	脳炎
罪過	シン
罪過	sin
泥巴	マッド
遇險	遭難
肚臍	へそ
忙著	忙しい
忙著	ビジー
蠱惑	強要
上訪	請願
白日夢	daydream
輸家	敗者
傳票	呼出
傳票	召喚
蛋黃	卵黄
越野賽	bmx
鐵鍊	チェイン
搖動	ロッキング
搖動	振る
搖動	シェイク
搖動	shake
拜拜	バイ
枯木	deadwood
探照燈	サーチライト
晴明	晴明
許諾	約束
許諾	promise
膚淺	浅い
膚淺	浅瀬
筆跡	筆跡
筆跡	手書き
薄餅	ホットケーキ
薄餅	パンケーキ
吸氣	吸入
做夢	ドリーム
做夢	dream
十誡	十戒
敬酒	トースト
隔膜	横隔膜
隔膜	ダイアフラム
試點	パイロット
手鐲	ブレスレット
手鐲	ブレスレット
注射器	注射器
神韻	ヴァーヴ
浮華	派手
度假勝地	リゾート
度假勝地	リゾート
熨斗	アイアンズ
鏷	プロトアクチニウム
政界人士	政治家
誦經	チャント
誦經	唱える
阿武	たけし
長袍	ローブ
糖蜜	糖蜜
公訴	公訴
吃醋	嫉妬
感傷	センチメンタル
支氣管	気管支
擔架	ストレッチャー
硝酸鹽	硝酸
打火機	ライター
食蟻獸	アリクイ
供詞	告白
桂皮	シナモン
菜花	カリフラワー
烤箱	オーブン
預付	予納
預付	プリペイド
塵土	ダスト
塵土	砂塵
塵土	ほこり
嚇人	怖い
鼴鼠	モグラ
鼴鼠	ほくろ
多才多藝	多芸
強迫性	強要
核可	承認
勢頭	運動量
勢頭	勢い
汽車旅館	モーテル
鴴	チドリ
充電器	充電器
充電器	チャージャー
鬥牛士	マタドール
美洲獅	クーガー
美洲獅	ピューマ
癱	麻痺
千卡	kcal
幻燈片	スライド
幻燈片	滑り台
幻燈片	スライド
貧民區	ゲットー
貧民區	スラム
壁爐	暖炉
船夫	船頭
製成品	製造業
開心果	ピスタチオ
姨媽	おばさん
姨媽	叔母
姨媽	おば
編目	カタログ
不倒翁	タンブラー
動蕩	乱れ
天鵝絨	ベルベット
批發商	卸売
批發商	卸売
筆觸	デコピン
糧倉	穀倉
袖章	腕章
臉紅	赤面
臉紅	ブラッシュ
戲服	コスチューム
戲服	衣装
戲服	装束
戲服	コスチューム
戲服	仮装
戲服	衣装
戲服	装束
戲服	服飾
箭號	矢印
箭號	アロー
偏轉	偏向
旅費	旅行
長生不老	不老不死
電鍍	めっき
越野車	suv
鞋匠	シューメーカー
冒號	コロン
定居點	決済
定居點	和解
定居點	集落
燕尾服	タキシード
女權主義	フェミニズム
女權主義	フェミニズム
女權主義	フェミニスト
薩那	サナ
巴馬科	バマコ
手工藝品	手芸
手工藝品	工芸
酸酸	酸っぱい
酸酸	すっぱい
酸酸	サワー
針織	ニット
針織	編み物
針織	編み物
鞋類	履物
最糟	最悪
連貫性	一貫性
點字	点字
排他性	独占
藥典	薬局方
篤志	atsushi
施肥	肥料
施肥	受精
手提包	ハンドバッグ
手提包	財布
手提包	ハンドバッグ
絕育	殺菌
公證	公証
桌布	テーブルクロス
武庫	アーセナル
武庫	工廠
乳液	ローション
毛蟲	ケムシ
雨衣	レインコート
稿子	原稿
稿子	写本
撥號	ダイアル
撥號	ダイヤル
品嘗	試飲
品嘗	テイスティング
品嘗	試食
陳設	調度
謬論	誤謬
溢價	プレミアム
血跡	血液
血跡	ブラッド
多氯聯苯	pcb
鴻溝	分ける
鴻溝	割る
鴻溝	除算
鴻溝	分ける
寒戰	寒気
寒戰	悪寒
閃擊	ブリッツ
飛行船	飛行船
籠子	ケージ
拭	綿棒
胡蘿蔔素	カロテン
被子	毛布
被子	ブランケット
被子	キルト
鋼絲	ワイヤ
鋼絲	針金
鋼絲	ワイヤー
電鋸	チェーンソー
晚飯	ディナー
晚飯	夕食
懦夫	臆病者
直腸	直腸
直腸	直腸
壁壘	障壁
沙沙	サーシャ
顫抖	震え
遞送	配達
遞送	配送
遞送	配信
遞送	デリバリー
焦急	不安
焦急	気がかり
示警	警告
皮層	皮質
蚱蜢	バッタ
蚱蜢	バッタ
創業者	起業
來世	来世
來世	あの世
唇膏	口紅
偽證	偽証
馬虎	ずさん
長處	利点
長處	長所
雞姦	ソドミー
鴨嘴獸	カモノハシ
毛額	グロス
頹廢	退廃
頹廢	デカダンス
把戲	トリック
帳單	紙幣
帳單	請求
萵苣	レタス
鏑	ジスプロシウム
蟲子	バグ
蟲子	不具合
髖	股関節
髖	ヒップ
數數	カウント
匯編	編纂
匯編	コンパイル
字跡	筆跡
字跡	手書き
項圈	首輪
鐿	イッテルビウム
燒酒	ソジュ
不均衡	段違い
伯母	おばさん
脾臟	脾臓
沾染	汚染
凝視	凝視
凝視	視線
凝視	凝視
車頭燈	ヘッドライト
閒話	ゴシップ
鋼筆	pen
鋼筆	ペン
