och	in
förfalskningar	ponaredki
förfalskningar	ponaredkov
förfalskningar	ponaredki
förfalskningar	ponarejanje
förfalskningar	ponarejeno
förfalskningar	ponarejeni
förfalskningar	ponarejena
förfalskningar	ponarejenih
förfalskningar	ponaredki
berusade	pijani
berusade	pijanec
berusade	pijan
berusade	pijana
gloster	gloster
ucayali	ucayali
förbrukas	porabljen
förbrukas	porabljena
förbrukas	porabljene
symbios	simbioza
belöna	nagrajevanje
belöna	nagrada
belöna	nagrado
dva	dva
fältspat	glinenec
carbo	karpo
hyrt	najel
hyrt	najeta
paj	pita
adriaan	adriaan
konfrontera	soočanje
olösta	nerešene
olösta	nerešenih
olösta	nerešenih
astrofysik	astrofizike
meri	meri
vikande	upadanja
marín	marín
collinson	collinson
primal	prvinski
gissningar	domneva
gissningar	domneve
gissningar	ugibanje
vivendi	vivendi
fordringsägare	upnik
fordringsägare	upniki
zan	zan
streep	streep
steinman	steinman
gegen	gegen
kurata	kurata
arévalo	arévalo
cirkulation	kroženje
cirkulation	obtok
cirkulation	obtoku
vergne	vergne
blindhet	slepoto
nånstans	nekje
nånstans	nekam
nånstans	nekam
harkness	harkness
indikator	kazalnik
indikator	indikator
indikator	kazalec
vegetarisk	vegetarijanec
vegetarisk	vegi
thaler	thaler
miscanthus	miscanthus
okunnig	nevedni
amma	bolničarka
amma	sestra
orf	orf
lacombe	lacombe
tesoro	tesoro
andover	andover
nekande	zanikanje
sångspel	spevoigra
borisov	borisov
punto	punto
iniesta	iniesta
dofter	dišave
dofter	vonjave
dofter	diši
grahame	grahame
flaubert	flaubert
soler	soler
illustrato	illustrato
schinkel	schinkel
fábio	fabio
comédie	comédie
intaget	zaužitje
intaget	vnos
jeannie	jeannie
komatsu	komatsu
speglade	odraža
speglade	zrcali
bellas	belle
fawr	fawr
tcp	tcp
målsättningar	cilji
målsättningar	cilji
leto	leto
kinetiska	kinetična
krapina	krapina
ryggrad	hrbtenico
ryggrad	hrbtenice
ryggrad	hrbtenica
ryggrad	hrbtenica
polismän	policisti
magellanska	magellanov
konverterar	pretvarjanje
myles	myles
nerverna	živce
nerverna	živci
nerverna	živcev
alar	alar
vodafone	vodafone
ollie	oli
ollie	ollie
shigeru	shigeru
ambrosio	ambrosio
francine	francine
urbanisering	urbanizacije
heroiska	junaški
heroiska	junaško
segra	zmaga
segra	zmage
segra	zmago
segra	prevladujejo
hiroyuki	hiroyuki
paulin	paulin
bera	bera
bordell	bordel
gaba	gaba
imax	imax
kodas	šifrirano
sinnena	čutila
sinnena	čute
sjöborrar	ježki
rimbaud	rimbaud
sötningsmedel	sladila
sötningsmedel	sladil
sötningsmedel	sladila
sötningsmedel	sladilo
wikimania	wikimania
lilli	lilli
aldridge	aldridge
burnaby	burnaby
domitianus	domicijan
hyatt	hyatt
beskyllningar	trditve
beskyllningar	obtožbe
boileau	boileau
hommes	hommes
beitrag	beitrag
prnjavor	prnjavor
låtsades	pretvarjanje
dyrbar	dragoceno
dyrbar	dragocena
dyrbar	dragocen
dyrbar	dragoceni
keystone	keystone
vegetabiliska	rastlinska
vegetabiliska	rastlinsko
vegetabiliska	zelenjava
pintado	pintado
ltu	ltu
stimulering	stimulacijo
stimulering	spodbujanje
giacomelli	giacomelli
mosca	mosca
bole	bole
eighth	osmi
eighth	osma
eighth	eighth
eighth	osmo
weiß	weiß
ayatollah	ajatola
ladislav	ladislav
liststyle	liststyle
piska	lash
piska	bič
piska	bič
bälten	pasove
bälten	pasovi
hydrozoer	trdoživnjaki
ärtor	grah
gollum	gollum
hulken	hulk
harburg	harburg
mccracken	mccracken
chelmsford	chelmsford
hjälmar	čelade
neum	neum
mcmaster	mcmaster
pertti	pertti
bie	bie
repressalier	viktimizacije
jesenice	jesenice
lesage	lesage
broglie	breuil
tomislav	tomislav
borgo	borgo
hinckley	hinckley
büchner	büchner
barberini	barberini
förolämpning	žaljivo
förolämpning	žalitev
stativ	stojalo
dollarn	dolarja
dollarn	dolar
condado	condado
boeuf	boeuf
banff	banff
vee	vee
beasley	beasley
landshut	landshut
partito	partito
linor	vrvi
linor	pramenov
hendrick	hendrick
sieg	sieg
panos	panos
juncker	juncker
neumarkt	neumarkt
häller	izliva
lillan	kratki
speyer	speyer
zdf	zdf
avskräcka	odvračajo
juntan	hunta
marchal	marchal
konkurrenskraft	konkurenčnost
matstrupen	požiralnika
matstrupen	požiralnik
amandus	amandus
sugiyama	sugiyama
härledning	izpeljavo
giljotin	giljotino
diez	diez
coldplay	coldplay
mrna	mrna
kontant	gotovino
kontant	gotovina
knepigt	zapleteno
knepigt	prebrisano
consuelo	consuelo
skyldige	krivec
piers	piers
pragmatiska	pragmatičen
wörterbuch	wörterbuch
douze	douze
sörjde	žaloval
morrill	morrill
attraherar	privlači
attraherar	privablja
insel	insel
ekipage	prevoz
ekipage	kočija
sammandragning	krčenje
auster	auster
waugh	waugh
targa	targa
adoptera	sprejeti
adoptera	posvojitve
adoptera	sprejetje
adoptera	posvojitev
dkk	dkk
tania	tanja
bredaste	najširši
neuman	neuman
flyktiga	minljivo
flyktiga	hlapnih
corot	corot
naylor	naylor
baume	baume
mccauley	mccauley
brevbärare	poštarja
brevbärare	poštar
brevbärare	poštar
aceton	aceton
cline	cline
circuito	circuito
awa	awe
spökar	preganja
spökar	straši
spökar	preganja
seefeld	seefeld
earhart	earhart
mejía	mejía
hausen	hausen
informatör	obveščevalec
informatör	ovaduh
fung	fung
noldor	noldor
agostini	agostini
hoppande	skakanje
hoppande	skoki
evenodd	evenodd
kool	kool
ockupanterna	okupatorji
snöre	vrvice
snöre	niz
snöre	vrvica
snöre	vrvico
snöre	vrvice
katayama	katajama
schenck	schenck
bayerische	bayerische
strukturerade	strukturiran
strukturerade	strukturiranih
sodom	sodoma
sasaki	sasaki
masao	masao
fahd	fahd
wilbert	wilbert
duggan	duggan
schule	schule
dewar	dewar
skallar	lobanje
enhetlighet	enotnost
enhetlighet	enotnosti
enhetlighet	skladnost
enhetlighet	usklajenost
enhetlighet	enotnosti
enhetlighet	doslednost
enhetlighet	skladnost
enhetlighet	usklajenost
cer	cer
cer	cer
indata	vhodna
indata	vnos
indata	vložek
indata	vložki
bautzen	bautzen
fsv	fsv
heini	heini
skarvar	kormorani
bobbie	bobbie
igelkott	jež
shams	šams
ahn	ahn
presidiet	predsedstvo
presidiet	urad
presidiet	biro
giselle	giselle
steinbeck	steinbeck
kuber	kocke
kuber	kock
asti	asti
diadem	diadem
bergson	bergson
winkel	winkel
hesketh	hesketh
aptit	apetit
aptit	tek
aptit	teka
chockade	šokiran
chockade	pretresen
chockade	šokirana
eskort	spremstvo
eskort	spremljevalec
maglaj	maglaj
saalfeld	saalfeld
incitament	spodbude
incitament	pobude
incitament	spodbuda
krakau	krakau
constantia	konstancija
soprano	soprano
haha	haha
oahu	oahu
pis	pi
chesapeake	chesapeake
sampras	sampras
verbala	verbalno
högljudd	glasna
högljudd	glasno
högljudd	glasen
högljudd	vokalni
högljudd	glasen
högljudd	hrupno
dosen	odmerka
dosen	odmerek
bankar	razbijanje
donahue	donahue
verdasco	verdasco
döv	gluhi
döv	gluha
döv	gluh
konstantinos	konstantinos
gehlen	gehlen
hardt	hardt
pujol	pujol
aborter	splav
aborter	splavov
idealen	ideale
wheaton	wheaton
salavat	salavat
giorgos	giorgos
petteri	petteri
ascari	ascari
emission	emisije
emission	emisija
emission	izdaja
emission	izdajanje
emission	izdaja
cervo	cervo
trut	galeb
medien	medien
roane	roane
ravinen	grape
ravinen	strugo
karla	karla
pécs	pécs
alternerande	izmenično
nordstrand	nordstrand
wikiquote	wikinavedek
smittar	nalezljiva
smittar	nalezljivo
saeed	saeed
baran	baran
zag	zag
joost	joost
passionerad	strastna
passionerad	strasten
passionerad	strastno
puskás	puskás
bevittna	priča
branson	branson
komprimerad	stisnjena
komprimerad	stisnjen
komprimerad	stisnjeni
travemünde	travemünde
dms	dms
rave	rave
golitsyn	golicin
tuvalu	tuvalu
seeberg	seeberg
mystica	mystica
gali	gali
destillation	destilacijo
nurmi	nurmi
chott	chott
pavillon	pavillon
fogh	fogh
corrado	corrado
radiosändare	oddajnik
herbarium	herbarij
albini	albini
rasistiskt	rasno
rasistiskt	rasistično
ullstein	ullstein
dianne	dianne
padda	krastača
sömmerska	šivilja
cactaceae	cactaceae
kuvert	ovojnice
kuvert	ovojnica
kuvert	ovojnice
ramus	ramus
bodensjön	bodensee
koenig	koenig
progressivt	napredno
progressivt	postopno
progressivt	napreden
broderick	broderick
levan	levan
doux	doux
drude	drude
vukovar	vukovar
formatering	oblikovanje
deschamps	deschamps
navigator	navigator
svängningar	nihanja
svängningar	nihanje
morfem	morfem
origine	origine
pank	zlomil
kuh	kuh
rondellen	krožišču
oändligheten	neskončnost
oändligheten	neskončno
oändligheten	neskončnosti
reinier	reinier
tutti	tutti
dany	dany
soe	soe
barnflicka	varuška
pawnee	pawnee
jaan	jaan
addera	dodajanje
addera	dodajanje
addera	dodaj
partiellt	delne
partiellt	delno
partiellt	delna
partiellt	delni
partiellt	delno
partiellt	deloma
rekryter	rekrute
turisterna	turiste
turisterna	turisti
rainier	rainier
lindemann	lindemann
interpol	interpol
ergebnisse	ergebnisse
klumpiga	neroden
klumpiga	nerodna
neuron	nevron
evakuerade	evakuirali
oönskad	nezaželene
krigsherre	vojskovodja
siffert	siffert
bunkrar	bunkerje
kidnappning	ugrabitev
kidnappning	ugrabitve
braddock	braddock
cooney	cooney
bjørndalen	bjørndalen
konfucius	konfucij
joo	joo
bunkern	bunker
nedåtgående	navzdol
virtuellt	virtualno
virtuellt	navidezni
virtuellt	navidezno
virtuellt	navidezna
virtuellt	virtualni
dedo	dedo
vesper	vesper
rektangel	pravokotnik
dessert	sladica
dessert	sladice
schall	schall
bonin	bonin
brieuc	brieuc
cuneo	cuneo
westlund	westlund
mångsidigt	vsestranski
ostron	ostrige
ostron	ostrige
ostron	oyster
alfie	alfie
övergångsperiod	prehodna
övergångsperiod	prehodne
övergångsperiod	prehodno
övergångsperiod	prehodni
maffia	mafija
maffia	drhal
maffia	mafija
maffia	mafijo
sheehan	sheehan
debattera	debata
debattera	razprava
burkar	kozarci
burkar	kante
burkar	pločevinke
utelämnade	izpuščena
kellerman	kellerman
näbbmus	rovka
balsamo	balsamo
router	usmerjevalnik
tolerant	strpni
svett	potenje
svett	znojenje
svett	znoj
kvantitativ	količinsko
kvantitativ	kvantitativne
kvantitativ	količinske
plåga	muke
kurd	kurd
soccerbase	soccerbase
curzon	curzon
megara	megara
pirro	pirro
rudyard	rudyard
virtuos	virtuoz
tisza	tisza
perle	perle
marcelino	marcelino
quenya	kvenja
notte	notte
garvin	garvin
preussarna	prusi
uppfostrade	vzgojila
uppfostrade	vzgojen
uppfostrade	vzgojena
uppfostrade	postavljeno
hyper	hiper
filtrering	filtriranje
filtrering	filtracijo
filtrering	filtriranje
patry	patry
tombe	nevstriji
förflyttad	prenesen
förflyttad	premeščen
förflyttad	prenesenih
förflyttad	preneseno
förflyttad	preneseni
scorpio	škorpijon
stengods	kamenine
lutheraner	luteranci
sabbat	šabat
parthenon	partenona
klassrummet	učilnici
koji	koji
mobbad	ustrahoval
valenciana	valenciana
fläckiga	lisasta
godard	godard
transatlantiska	čezatlantski
ammann	ammann
ledtråd	namig
ledtråd	namig
kunz	kunz
sterila	sterilne
sterila	sterilno
sterila	sterilna
hennessy	hennessy
tulln	tulln
pulserande	živahen
pulserande	živahno
topaz	topaz
durant	durant
bekymrad	zaskrbljena
bekymrad	zaskrbljeni
bekymrad	zaskrbljen
bekymrad	zaskrbljena
bekymrad	zaskrbljeni
bekymrad	zaskrbljen
bekymrad	težavna
bekymrad	težavni
mev	mev
brännare	gorilnik
rerum	rerum
soppor	juhe
glödlampa	žarnica
glödlampa	žarnico
dinan	dinan
handboken	priročnik
tufft	grobi
tufft	groba
tufft	grobo
tufft	težko
omnibus	omnibus
depailler	depailler
askar	škatle
stanislaw	stanislaw
vingård	vinograd
moshe	moše
falconer	falconer
anamma	objem
aktuarie	aktuar
caserta	caserti
knän	kolena
grymt	noro
grymt	super
ecole	ecole
kono	kono
levén	levén
trubbig	prirezan
saha	saha
sema	sema
kobra	kobra
stimulerande	stimulans
stimulerande	spodbudno
columbine	columbine
förseelser	kršitve
förseelser	prekrški
förseelser	prekrške
satoru	satoru
ponts	ponts
rökare	kajenje
rökare	kadilci
rökare	kadilec
matterhorn	matterhorn
savin	savin
slagg	žlindre
slagg	žlindre
traviata	traviata
förorenade	onesnažena
förorenade	okužena
förorenade	okuženo
förorenade	kontaminirana
tänd	prižgal
boardman	boardman
mário	mário
thaddeus	thaddeus
åtagande	zavezo
åtagande	zaveza
åtagande	zavezanost
nedrustning	razorožitev
meningsfull	smiselne
meningsfull	smiseln
absorption	absorpcija
obekväm	neprijetno
obekväm	neudobno
dann	dann
freund	freund
azevedo	azevedo
meteoriter	meteoriti
inkonsekvent	nepovezane
instagram	instagram
sakral	sakralni
klave	cifra
klave	repi
avrunda	roundup
avrunda	krog
avrunda	okrogla
avrunda	okrogle
avrunda	rundo
avrunda	okrogel
avrunda	okroglo
fientlighet	sovražnost
fientlighet	sovražnosti
sauvignon	sauvignon
quintero	quintero
förvisning	izgon
cate	cate
soffan	kavču
carduelis	carduelis
borghese	borghese
nonstop	nonstop
merz	merz
enkät	vprašalnik
enkät	anketa
enkät	anketa
enkät	anketo
enkät	raziskava
mcfarland	mcfarland
aubigny	aubigny
bardot	bardot
urbino	urbino
maran	maran
mccaffrey	mccaffrey
katif	katif
sua	sua
blatter	blatter
szabo	szabo
alkemi	alkimija
tveka	okleval
colibri	colibri
burchell	burchell
otillåtna	nedovoljene
diskotek	diskoteke
auflage	auflage
klaas	klaas
capone	capone
marbach	marbach
schild	schild
hasta	hasta
latent	latentno
hänsynslöst	nepremišljeno
hänsynslöst	brezobzirno
delorme	delorme
investerat	vloženega
investerat	vloženih
investerat	vloženi
investerat	vložil
investerat	vložen
vinodling	vinograd
vinodling	vinogradi
vinodling	vinogradov
vinodling	vinogradništvu
axl	axel
axl	axl
sagda	said
cze	cze
jordgubbar	jagoda
jordgubbar	jagodni
jordgubbar	jagod
jordgubbar	jagode
skeptiker	skeptik
skeptiker	skeptiki
lahn	lahn
varsamt	nežno
lilo	lili
skräddaren	krojač
rochus	rochus
bardo	bardo
oca	oca
milkins	milkins
syrebrist	hipoksija
sjevtjenko	shevchenko
magnificat	magnificat
raton	raton
biologer	biologi
sinnessjuk	noro
paton	paton
nebulosan	meglica
nebulosan	meglico
kollapsa	razpad
kollapsa	propada
kollapsa	propad
eth	eth
symphorien	symphorien
akustik	akustika
soffa	kavču
soffa	kavču
dragna	odvlekli
coria	coria
asymmetriska	asimetrične
asymmetriska	asimetrični
tillämpliga	uporabna
tillämpliga	veljavno
ledighet	dopust
ledighet	zapusti
hiro	hiro
medborgaren	državljan
medborgaren	meščan
blöta	mokre
blöta	mokro
blöta	mokra
blöta	mokri
blöta	moker
chennai	chennai
utelämna	izpusti
midja	pasu
midja	pas
midja	pasom
grazia	grazia
iallafall	kakorkoli
iallafall	itak
enver	enver
kragen	ovratnico
kragen	ovratnik
antropologiska	antropološko
klanerna	klani
lore	lore
wynne	wynne
winger	winger
leviathan	leviatan
empoli	empoli
earp	earp
missbildningar	malformacije
mamba	mamba
nakano	nakano
forsythe	forsythe
bålet	grmado
toluca	toluca
cosenza	cosenza
suetonius	svetonij
handleden	zapestja
handleden	zapestje
pensioner	pokojnine
leoni	leoni
automat	samodejno
automat	avtomatsko
automat	samodejni
automat	samodejna
cressida	kresida
karusellen	vrtiljak
soter	soter
germana	germana
bensen	benzen
obehindrat	neoviran
obehindrat	neovirano
padres	padres
undertrycka	zatreti
abram	abram
næss	næss
hyran	najemnino
hyran	najem
freebsd	freebsd
familiaris	familiaris
ainsworth	ainsworth
judeen	judeje
daniil	daniil
output	izhod
output	izpis
primetime	terminu
moschata	moschata
integrationen	povezovanje
integrationen	vključitev
integrationen	integracija
integrationen	vključevanje
loewe	löwe
scheibe	scheibe
mcnally	mcnally
terres	terres
armband	zapestnico
armband	zapestnice
korridorer	koridorjev
korridorer	hodnikih
safa	safa
ico	ico
överväganden	pomisleki
acoma	acoma
dueller	dvobojih
konjunktiv	sklanjatve
murbruk	malto
talisman	talisman
arbo	arbo
capa	capa
jovan	jovan
evita	evita
solenergi	sončna
solenergi	sončni
solenergi	sončne
solenergi	sončno
hispano	hispano
baudouin	baudouin
inviga	krstili
röhm	röhm
ansamling	kopičenja
ansamling	kopičenje
vala	vala
lenoir	lenoir
stängning	zaključek
stängning	zaprtje
stängning	zapiranje
stängning	zapiranje
stängning	zaprtje
polymeras	polimerazo
ärlighet	poštenost
ärlighet	odkritost
ärlighet	iskrenost
ärlighet	iskrenost
ärlighet	iskrenosti
pgc	pgc
ekonomier	gospodarstva
broschyren	brošuro
broschyren	brošura
asha	asha
windisch	windisch
skäms	sram
skäms	sramota
skäms	škoda
skäms	skoda
skäms	sram
massvis	tone
mcnaughton	mcnaughton
utile	utile
ärliga	iskren
dié	dié
miniatyrer	miniature
wabash	wabash
astraea	astreja
helighet	svetost
helighet	svetosti
helighet	svetost
helighet	svetosti
getz	getz
tsu	tsu
bevattning	izpiranje
bevattning	namakanje
mulla	mula
buffon	buffon
tarm	črevo
tarm	črevesje
tarm	črevo
tarm	črevesje
sågar	žage
sågar	žaganje
fada	fada
mikrobiologi	mikrobiologija
irriterade	razdraženo
klargör	pojasniti
klargör	pojasnitev
inavel	incesta
kas	kas
willd	willd
anaya	anaya
retade	dražil
anal	analno
brudgummen	ženin
graal	gral
genk	genk
merseyside	merseyside
skyddsåtgärder	varovala
besatthet	obsedenost
besatthet	obsedenosti
störda	moten
störda	motena
störda	moteno
teknologisk	tehnološke
teknologisk	tehnološka
teknologisk	tehnološko
teknologisk	tehnološki
filmat	snemal
filmat	posneli
filmat	posneti
filmat	posnel
sufi	sufi
gräsmattor	trate
motordrivna	pogon
populaire	populaire
whalley	whalley
pec	pec
koderna	kode
koderna	šifre
saffran	žafran
orozco	orozco
nötväcka	brglez
chomsky	chomsky
gälar	škrge
shaughnessy	shaughnessy
paweł	paweł
såser	omake
agi	agi
belge	belge
egoism	egoizem
latino	latino
hawaiian	havajski
evangelista	evangelista
hoskins	hoskins
halliwell	halliwell
nuovo	nuovo
biafra	biafra
chappuis	chappuis
brockhaus	brockhaus
menon	menon
nåtts	dosežen
nåtts	dosežena
nåtts	doseženo
nåtts	dosežene
nader	nader
greyhound	hrt
koi	koi
tumlare	pliskavke
kontrollanter	kontrolorji
kontrollanter	upravljavci
stöttar	podpira
znojmo	znojmo
västerlänningar	zahodnjaki
leite	leite
presse	presse
wightman	wightman
blau	blau
associera	sodelavka
associera	sodelavec
associera	družabnik
barfota	bosa
avledning	diverzijo
avledning	preusmeritev
osmond	osmond
grossman	grossman
culver	culver
nang	nang
locust	locust
mobutu	mobutu
morfologiskt	morfološko
oceanic	oceanic
allianz	allianz
yolanda	yolanda
häpnadsväckande	presenetljivo
häpnadsväckande	neverjetnih
häpnadsväckande	osupljiva
vaillancourt	vaillancourt
marton	marton
donato	donato
bagaget	prtljaga
bagaget	prtljago
bagaget	prtljažnik
bagaget	prtljažniku
bagaget	deblo
bagaget	prtljaga
bagaget	prtljago
kråkor	vrane
ståtlig	plemenite
ståtlig	plemenit
ståtlig	plemenito
ståtlig	plemenita
ståtlig	plemeniti
tvivelaktig	dvomljiva
fruktansvärd	grozna
fruktansvärd	grozen
fruktansvärd	grozno
fruktansvärd	grozna
fruktansvärd	grozno
fruktansvärd	grozen
chaucer	chaucer
förgifta	strup
klad	clade
neuen	neuen
roan	roan
falmouth	falmouth
moralist	moralist
foajén	preddverje
foajén	veži
trollformler	uroke
trollformler	uroki
delirium	delirij
minnelli	minnelli
herdar	pastirji
endymion	endymion
equal	enaka
equal	enaki
equal	enako
mottagarna	prejemniki
mottagarna	prejemnike
michajlovitj	mihajlovič
överlevare	preživelih
överlevare	preživele
överlevare	preživeli
överlevare	preživelih
överlevare	preživeli
bittorrent	bittorrent
beroendeframkallande	zasvojenost
gecko	gecko
gabor	gabor
valerio	valerio
bacharach	bacharach
vallon	vallon
speglas	odraža
ifpi	ifpi
roanne	roanne
terme	terme
ilinden	ilinden
fällan	past
prospekt	prospekt
augustana	augustana
pag	pag
blinkande	utripajoče
kolín	kolín
pukor	pavke
otillåten	nedovoljene
otillåten	nedovoljeno
sanktion	sankcije
miro	miro
ecce	ecce
cassavetes	cassavetes
molitor	molitor
abingdon	abingdon
márton	márton
cuéllar	cuéllar
makarios	makarios
förtrogne	zaupnik
kanagawa	kanagava
niigata	niigata
utnämnda	imenovan
utnämnda	imenovani
galante	galante
lilith	lilith
jagat	lovil
bellona	bellona
pathfinder	pathfinder
cri	cri
cimetière	cimetière
thurn	thurn
strukturera	strukturiranje
strukturera	strukturo
