और	and
दोस्ती	friendship
बम्बई	bombay
प्रेरक	motivational
पंप	pump
दाने	grains
एयरबस	airbus
सील	seal
आभासी	virtual
सलीम	salim
आश्वासन	solace
नक्काशी	engraving
नक्काशी	carving
विचलन	deviation
डबिंग	dubbing
डेविस	davis
होस्ट	host
होस्ट	hosts
जलाशय	basin
ऋणात्मक	negative
जवान	young
सूफी	sufi
अंदरूनी	aralia
डॉग	dog
टूल	tools
टैक्सी	taxi
टैक्सी	cab
टैक्सी	taxis
अचल	immovable
सूरा	chapter
सूरा	sura
पेरू	peru
परिणत	transforms
भूरा	brown
भूरा	browns
चलाता	executes
यूनिक्स	unix
गार्ड	guards
गार्ड	guard
गिना	counted
पाण्डेय	pandey
रेलमार्ग	railroad
गेहूं	wheat
ब्राह्मी	brahmi
बेसिक	basic
फेडरेशन	federation
रस्सी	rope
क्रीम	cream
परेड	parade
अलास्का	alaska
शुद्धता	chastity
शुद्धता	accuracy
रुद्र	rudra
रचनाकार	writer
शिशुओं	babies
अंगूर	grape
अंगूर	grapes
विश्वव्यापी	worldwide
लेनी	leni
देह	body
देह	deh
जौ	barley
खाई	ditch
युवावस्था	youth
स्टाइल	style
शिला	shillong
रेड्डी	reddy
गुरुकुल	seminary
लौटे	returned
कारखानों	factories
ढांचा	frames
ढांचा	frame
ढांचा	structure
मजदूरी	wage
मजदूरी	wages
विस्थापन	displacement
कठिनाइयों	difficulties
चैन	chan
चैन	chain
क्लान	klan
प्रतीकों	symbols
भ्रष्ट	corrupt
भ्रष्ट	corrupted
अभियान्त्रिकी	engineering
सामंजस्य	harmony
दामोदर	damodar
बंगला	bangla
पैक	packs
पैक	pack
छाल	bark
पिक्चर	picture
पिक्चर	pixar
इराक़	iraq
वाइन	wine
फारस	persia
शतरंज	chess
गर्भपात	abortion
छावनी	cantonment
प्रकोप	indignation
प्रकोप	wrath
ग्रीष्म	summers
ग्रीष्म	summer
बेल्ट	belts
बेल्ट	belt
पुजारी	priest
प्लेस	place
खां	khan
मीना	mina
एनीमेशन	animation
एनीमेशन	optimization
एनीमेशन	animations
ज्वार	sorghum
नॉन	non
समस्याएँ	problems
समस्याएँ	issues
एलिजाबेथ	elizabeth
डिएगो	diego
रांची	ranchi
पैट्रिक	patrick
विक्टर	victor
मित्रता	friendliness
मित्रता	amity
मित्रता	friendship
विश्वसनीयता	credibility
विश्वसनीयता	reliability
यूरेनियम	uranium
श्रद्धांजलि	tribute
श्रद्धांजलि	tributes
ढेर	piles
स्तुति	praise
ड्रीम	dream
कैप्टन	capt
कैप्टन	captain
वेधशाला	observatory
भारद्वाज	bhardwaj
कुत्ता	dog
रामचंद्र	ramachandra
तुरन्त	immediately
तुरन्त	instantly
क्लबों	club
छीन	snatched
जड़ें	roots
सरसों	mustard
इमाम	imam
वार्नर	warner
सिस्टम्स	systems
चलना	walking
चलना	walk
धुन	tune
समितियों	committees
मसाले	spices
लेबनान	lebanon
औचित्य	justification
भट्टाचार्य	bhattacharya
रूपक	metaphor
नौका	yacht
नौका	boat
साहनी	sahni
शैवाल	algae
निपटान	disposal
निपटान	settlement
प्रचारक	promoters
साईट	site
स्वीडिश	swedish
स्वीडिश	sweden
एडम्स	adams
अभिगम	access
मंत्रिमंडल	ministries
मंत्रिमंडल	cabinet
सिखों	sikh
सिखों	sikhs
पैतृक	paternal
लेट	late
तिल	sesame
ट्विटर	twitter
जेरी	jere
जेरी	jerry
पतला	skinny
पतला	slim
पतला	thin
पतला	slight
न्यूज	news
आइलैंड	island
कमला	kamala
कमर	waist
कमर	qamar
फौज	army
कैमरे	cameras
कमाल	awesome
निकास	exit
मुद्राओं	poses
मालिश	massages
मालिश	massage
कॉमिक	comic
आसवन	distillation
क्वार्टर	quarter
मॉनमाउथ	monmouth
लाइनों	lines
पाषाण	quarry
कवक	fungus
क्षतिपूर्ति	compensation
क्षतिपूर्ति	damages
क्षतिपूर्ति	retrieval
सूखा	dry
सूखा	drought
रहस्यमय	mysterious
इस्लामिक	islamic
रजिस्टर	register
सिंगल	single
सन्धि	treaty
अनूदित	translated
चमत्कार	miracles
चमत्कार	miracle
चमत्कार	wonders
गोला	sphere
उत्तेजना	excitement
अमृता	amrita
गेट्स	gates
विमानन	aviation
संचय	cache
डैनियल	daniel
वायरलेस	wireless
फिलाडेल्फिया	philadelphia
टुकड़ा	fragment
टुकड़ा	piece
टुकड़ा	slice
लेफ्टिनेंट	lieutenant
स्पैनिश	spanish
अपोलो	apollo
गोरखा	gurkha
एफबीआई	fbi
कैमरून	cameroon
हाइब्रिड	hybrids
हाइब्रिड	hybrid
बलात्कार	rape
संतोष	satisfaction
बस्तियों	localities
कथाएं	tales
रोलिंग	rolling
रोलिंग	rowling
सजावट	decoration
सजावट	decorations
टेरी	terry
हिमनद	glacier
कैफीन	caffeine
अस्थिर	giddy
अस्थिर	capricious
अस्थिर	unstable
राख	ashes
राख	ash
संकुचन	compression
संकुचन	contraction
पार्टियों	parties
इन्टरनेट	interrupt
इन्टरनेट	internet
जीवंत	vibrant
जीवंत	lively
उर्वरक	fertilizer
अनुवादक	translator
अनुवादक	translators
शोक	mourning
आरोपों	accusations
सउदी	saudis
उपसर्ग	prefix
दिलचस्प	interesting
संयम	restraint
संयम	sobriety
आँखें	eyes
कच्चा	raw
पुनर्गठन	reorganisation
शाप	curse
कैपिटल	capitals
कैपिटल	capitol
वैवाहिक	matrimonial
वैवाहिक	marital
बास	bass
घुटने	knee
कम्प्यूटिंग	computing
अपराधियों	culprits
अपराधियों	offenders
अपराधियों	criminals
डेस्कटॉप	desktop
जीती	won
जादुई	magical
पोर्टलैंड	portland
सितारे	stars
डीजल	diesel
तेरह	thirteen
स्पिन	spin
स्पिन	pints
फ्रैंकफर्ट	frankfurt
गिने	numbered
गिने	counted
स्टेज	stages
स्टेज	stage
निष्ठा	dedication
निष्ठा	sincerely
निष्ठा	devotion
अंतरण	spacing
इंटरफ़ेस	interface
ऑप्टिकल	optical
साँस	breathe
साँस	breath
साँस	breathing
स्विट्ज़रलैंड	switzerland
कैल्सियम	calcium
कथाकार	storyteller
दीप	deep
ग़लत	wrong
ग़लत	erroneous
निकालकर	removing
बंधक	hostage
बंधक	mortgage
एंटीबॉडी	antibody
पटल	panel
प्रत्यारोपण	implant
प्रत्यारोपण	transplantation
प्रत्यारोपण	transplant
कर्मियों	personnel
साठ	sixty
लैंड	land
वियना	vienna
नाइट्रेट	nitrate
ज़रूर	sure
कॉमन्स	commons
व्यवसायी	businessman
उपनिषद्	upanishads
