年	рік
遊牧	кочовий
遊牧	nomad
漂白	відбілювання
漂白	bleach
聖誕老人	санта
禿	лиса
禿	лисий
親善	благословенням
罐子	банки
隱喻	метафора
陽台	балкон
陽台	тераса
陽台	балкон
陽台	балкону
要麼	або
盤旋	наведення
旱災	посухи
旱災	засухи
導管	акведук
漁夫	рибалки
漁夫	рибалок
漁夫	рибалка
鹵	галогени
豆子	смаки
受賄	хабарництво
歐姆	ом
敵視	ворожість
敵視	ворожих
襪子	дівчинку
襪子	шкарпетки
襪子	шкарпетки
水槽	потопити
罌粟	маків
餘弦	косинус
凝結	конденсація
鬃毛	mane
酒類	алкоголю
酒類	настоянка
酒類	алкоголю
酒類	алкоголь
酒類	спирт
輪值	обертання
輪值	поворот
當量	порції
當量	прибуток
滅火器	вогнегасник
恩人	благодійників
麻疹	кір
羨慕	заздрість
鮮血	кров
鮮血	blood
憐憫	мерсі
憐憫	милосердя
劊子手	кат
貧血	анемія
魔杖	паличок
魔杖	паличка
偶而	місцями
播種	поширення
誘拐	погоня
烘烤	пекти
烘烤	випікання
小公主	принцеса
小公主	princess
輕量級	легке
輕量級	легкого
合歡	акація
米飯	рис
米飯	рису
隱私權	приватність
隱私權	конфіденційність
隱私權	конфіденційності
票券	квитки
捕撈	рибалку
捕撈	рибалити
捕撈	тунця
雷鳥	thunderbird
家俱	меблі
國稅局	irs
冰塊	лід
袋子	мішок
袋子	сумка
隔熱	ізоляції
隔熱	облаштовано
機智	дотепний
機智	розуму
外甥女	племінниця
盜竊	крадіжка
盜竊	крадіжки
彈跳	відбиваючись
彈跳	пружні
灰塵	пил
羊群	зграї
最難	найважче
回音	echo
回音	ехо
回音	відлуння
地峽	перешийок
性病	std
行李箱	багаж
行李箱	клади
行李箱	валізи
行李箱	багажу
行李箱	кейс
行李箱	валіза
香菇	гриби
香菇	гриб
香菇	гриби
蚯蚓	черви
中篇小說	повість
座右銘	девіз
拍戲	зйомки
拍戲	знімати
拍戲	доходить
拍戲	знімаю
想象力	уява
澡堂	лазні
淡褐色	хейзел
眨眼	думкою
眨眼	рефлекс
眨眼	blink
伊甸園	elysium
伊甸園	едем
四邊形	чотирикутник
玫瑰花	рози
玫瑰花	троянди
淋浴	душі
淋浴	душ
淋浴	зливи
淋浴	злива
阿司匹林	аспірин
基調	тонус
基調	тон
基調	тоне
害蟲	пешт
害蟲	шкідники
醍醐	дайґо
異構體	ізомери
抑鬱	депресії
抑鬱	депресія
抑鬱	депресія
長頸鹿	жирафа
雙倍	дабл
雙倍	двічі
雙倍	дубль
雙倍	подвійна
雙倍	подвійний
雙倍	подвійне
烴	вуглеводні
肉瘤	саркома
乳白色	молочний
駕照	ліцензію
駕照	ліцензія
駕照	ліцензії
聾	глухі
聾	глухий
無可避免	неминучі
無可避免	неминуче
山賊	бандити
納稅	податкова
納稅	податки
納稅	податок
潰瘍	виразка
來信	лист
來信	літера
來信	листі
球鞋	кросівки
僵硬	жорстка
詩句	вірші
詩句	вірш
釷	торій
肖像畫	портрети
剪影	силует
打劫	пограбування
洗衣店	пральні
洗衣店	прання
修辭	риторика
修辭	риторичне
橫幅	банери
橫幅	стяг
橫幅	банер
餃子	їжа
禮節	етикет
獨白	монолог
朗誦	декламація
交貨	доставку
交貨	доставка
生菜	салат
典當	пішак
鎘	кадмій
膠片	фільм
膠片	плівка
包包	мішок
包包	сумка
包包	валізи
包包	сумки
轉角	кутку
轉角	куточок
轉角	куті
無意識	підсвідомості
觸動	дотик
星號	зірочки
星號	зірочка
剪裁	пошиття
層層	шари
層層	шарів
煉獄	чистилище
豹子	леопарди
豹子	пантера
碟片	диск
碟片	диску
碟片	диск
定額	квоти
定額	квоти
定額	надійніше
洗牌	перемішати
驗收	визнання
噴嘴	лаваля
帶子	стрічку
帶子	стрічка
帶子	плівка
帶子	стрічки
掌聲	оплески
水療	spa
水療	спа
輸血	переливання
冰霜	мороз
短褲	шорти
刀鋒	лезо
刀鋒	клинок
刀鋒	клинків
托兒所	ясла
托兒所	садочок
托兒所	креш
童子軍	розвідник
迷惘	плутанини
喉部	гортань
皇陵	мавзолей
緩衝區	буфер
青霉素	пеніцилін
縫隙	тріщини
反饋	відгук
反饋	відгуки
餵食	годують
餵食	годування
挖苦	сарказм
香爐	казан
決斷	вирішують
決斷	вирішити
討論會	семінарів
討論會	семінар
糖漿	сироп
槍支	зброї
槍支	зброя
槍支	зброю
槍支	рушниця
槍支	гармата
槍支	пістолет
白鷺	intermedia
腐爛	рот
腐爛	гниль
憲兵隊	жандармерія
栓塞	артерії
多瑙	дунаї
大拇指	палець
推銷員	продавець
推銷員	продавцем
標緻	peugeot
稅款	податки
異教	жалюгідні
疏離	передумова
凶猛	дике
凶猛	люті
濃密	густі
情慾	lust
情慾	erotic
情慾	еротика
爪子	кіготь
爪子	кігті
淚水	сльозогінний
淚水	цінують
淚水	сльози
磷酸鹽	амонію
各單位	одиниці
債權	копальні
債權	стверджують
債權	вимагати
債權	володарі
債權	заявляє
債權	стверджує
披薩	піца
焦糖	карамель
留用	збереглося
氬	аргон
錸	реній
燙	гаряча
燙	hot
燙	гарячий
燙	гаряче
燙	гарячі
窗簾	завіса
窗簾	штори
窗簾	завіси
窗簾	штори
就職典禮	інавгурація
磨擦	тертя
聚乙烯	поліетилен
潤滑	секреція
大麥	ячменю
初學者	початківці
初學者	початківців
初學者	початківця
邀請函	запрошення
鬱金香	тюльпанів
鬱金香	тюльпан
手銬	наручники
手銬	наручники
刺針	плюси
允諾	обіцянок
允諾	обіцянки
允諾	обіцяла
允諾	обіцяв
允諾	пообіцяв
同儕	вузол
同儕	декларацій
同儕	вузлів
同儕	вузли
睫毛	вія
睫毛	вії
門廊	ґанок
致癌物	канцерогени
苦苦	гіркі
苦苦	гіркий
苦苦	гірко
軸承	курс
化油器	карбюратор
伏特加	горілка
伏特加	горілку
鉬	молібден
巴西利亞	бразиліа
鮮花	квіти
孔洞	ями
孔洞	лунка
孔洞	дірка
孔洞	діра
孔洞	дірки
孔洞	отвори
孔洞	дір
排定	заплановану
排定	заплановані
排定	заплановано
排定	запланований
敬禮	салют
鴨子	качки
鴨子	качок
鴨子	качки
鴨子	качка
魚叉	гарпун
顫音	trill
芳香族	запашна
米開朗基羅	мікеланджело
瞎子	blind
瞎子	осліп
瞎子	сліпий
瞎子	сліпих
瞎子	сліпим
釩	ванадій
鞭子	батіг
會眾	прихожан
會眾	згромадження
畫畫	малювання
畫畫	картина
畫畫	живопис
畫畫	креслення
畫畫	малюнок
畫畫	малювання
幣值	валюта
幣值	валюту
幣值	валюти
重復	повторювати
重復	повторити
重復	повторюю
重復	повторення
捅	стаб
不孕	безпліддя
藐視	зневага
藐視	зневага
藐視	виклик
抽樣	зразки
抽樣	зразок
抽樣	приклад
抽樣	зразка
