και	in
αγροτικές	podeželje
αγροτικές	podeželske
αγροτικές	podeželska
συλλογική	kolektivna
συλλογική	kolektivno
συλλογική	kolektiv
προστάτης	zaščitnik
προστάτης	prostate
προστάτης	prostato
προστάτης	pokrovitelj
λειψία	leipzig
αντιγόνη	antigona
κατάστημα	prodajalna
κατάστημα	shop
κατάστημα	trgovino
κατάστημα	trgovina
κατάστημα	prodajalna
κατάστημα	trgovina
σι	cee
συντονισμού	koordinacija
συντονισμού	usklajevanje
λιβύης	libijski
λιβύης	libijo
λιβύης	libija
απεικονίσεις	upodobitve
απεικονίσεις	ilustracije
τσάρος	car
νότιος	južna
νότιος	južno
νότιος	južni
μπασίστα	basist
ξένοι	tujca
ξένοι	neznanci
ξένοι	tujci
ξένοι	tujci
ξένοι	tujce
ξένοι	tujci
ξένοι	tujcev
χούντα	hunta
ξεκάθαρα	jasno
παραγγελία	naročanje
παραγγελία	naročila
παραγγελία	naroči
παραγγελία	red
παραγγελία	naročilo
αγαθά	dobrine
αγαθά	blaga
αγαθά	blago
απειλές	grožnje
εχθρό	sovražnik
εχθρό	sovražniki
περίοδοι	dobe
περίοδοι	obdobja
σκληρά	trde
σκληρά	težko
σκληρά	trdo
φιλοξένησε	gostil
φιλοξένησε	gostila
πόρτες	vrata
αυτοβιογραφία	avtobiografijo
τζέιν	jane
ούρα	urin
ούρα	urina
ούρα	urinom
πυρηνική	jedrska
πυρηνική	jedrski
ανάμνηση	pomnilnik
ανάμνηση	spomini
ανάμνηση	spomin
ανάμνηση	spomina
υπολογιστής	kalkulator
υπολογιστής	računalnik
υπολογιστής	računalniško
υπολογιστής	računalniška
δαβίδ	david
εγγραφή	evidentiranje
εγγραφή	zapisovanje
εγγραφή	snemanje
εγγραφή	registracija
εγγραφή	evidentiranje
απέδειξε	dokazala
απέδειξε	dokazano
απέδειξε	izkazal
απέδειξε	dokazal
απέδειξε	dokazal
ταχεία	pospešeno
σιμόν	simone
σιμόν	simon
σιμόν	simona
άιρες	airesu
μπουν	boon
μπουν	boone
ολυμπία	olimpija
εξωτερικός	zunanji
εξωτερικός	zunanja
εξωτερικός	zunanje
άξονας	os
άξονας	osi
άξονας	os
προφήτης	prerok
φαινόταν	zdele
συμεών	simeon
ανώνυμος	anonimno
ανώνυμος	anonimni
ανώνυμος	anonimen
ανώνυμος	anonimna
παρατήρησε	opazuj
παρατήρησε	opazovati
αντιπρόσωπος	zastopnik
αντιπρόσωπος	reprezentativno
αντιπρόσωπος	reprezentativni
αντιπρόσωπος	predstavnik
αντιπρόσωπος	pooblaščenec
πεν	penn
πεν	pen
πεν	pero
ζωντανό	živa
ζωντανό	živega
ζωντανό	živ
αναγνωρίσει	prepoznal
αναγνωρίσει	prepoznati
εισαγωγής	uvoz
εισαγωγής	uvozi
νιγηρία	nigeriji
λούις	lewis
λούις	louis
λούις	ludvik
σταθερές	konstante
ντουέτο	duet
ντουέτο	duet
ντουέτο	duo
βακτήρια	bakterija
βακτήρια	bakterije
κακώς	slabo
επιτροπές	komisij
επιτροπές	provizije
επιτροπές	odbori
επηρεάστηκε	vplival
διαβάζει	bere
διαβάζει	prebere
πλοκή	zarota
πλοκή	zaroto
καρκίνος	raku
καρκίνος	rak
καρκίνος	raka
μπανγκλαντές	bangladešu
ονοματολογία	nomenklatura
ονοματολογία	nomenklaturo
πρόσφερε	ponujena
πρόσφερε	ponujenih
πρόσφερε	ponujene
πρόσφερε	ponujeni
πρόσφερε	ponujeno
πρόσφερε	ponudil
πιλότος	pilotni
πιλότος	pilot
σόφια	sofija
σόφια	sofia
αμβούργο	hamburg
αυτοκρατορικό	cesarski
αυτοκρατορικό	carski
αυτοκρατορικό	imperial
στόχοι	cilji
στόχοι	cilji
στόχοι	tarče
στόχοι	cilji
ψηλότερο	višji
ψηλότερο	višja
εκτελεστική	izvršni
εκτελεστική	izvršilni
κάθριν	kathryn
κάθριν	katherine
κάθριν	katarina
κάθριν	catherine
κάθριν	katarina
απαιτούσε	zahteval
ισχύς	jakost
ισχύς	trdnost
ισχύς	moč
ισχύς	veljavnost
ισχύς	power
ισχύς	moč
νομοθετικό	zakonodajno
νομοθετικό	zakonodajna
υπεύθυνο	odgovorno
υπεύθυνο	odgovornega
υπεύθυνο	odgovoren
υπεύθυνο	odgovorni
υπεύθυνο	odgovorna
οροπέδιο	plato
εκδίκηση	povračilo
εκδίκηση	maščevanje
εκδίκηση	maščevanje
εκδίκηση	maščevanje
στρατηγοί	generali
στρατηγοί	generalov
οδύσσεια	odiseja
οδύσσεια	odisej
αποθήκευσης	skladiščenje
αποθήκευσης	skladišče
αποθήκευσης	shranjevanje
ταξιδεύει	potuje
ταξιδεύει	potuje
ταξιδεύει	potovanje
άντριου	andrej
άντριου	andreja
άντριου	andrew
πράγα	praga
πράγα	pragi
πράγα	prage
μάθημα	lekcija
μάθημα	poduk
μάθημα	razred
μάθημα	pouk
χιούστον	houston
ρητά	izrecno
ρητά	izrecno
ερασιτεχνικό	amater
ερασιτεχνικό	amatersko
ερασιτεχνικό	amaterski
παράθυρο	okence
παράθυρο	okno
προτεραιότητα	prednost
προτεραιότητα	prednostno
κατοικούν	naseljujejo
μαδαγασκάρη	madagaskar
εισάγει	uvaja
γλύπτες	kiparjev
γυμνό	gola
γυμνό	nag
γυμνό	goli
γυμνό	golo
γυμνό	golote
γυμνό	goli
γυμνό	gola
γυμνό	golo
ουράνια	nebeško
ουράνια	nebeški
ουράνια	nebesni
δέκατο	deseto
δέκατο	deseti
δέκατο	deseta
αποκαλύφθηκε	razkril
αποκαλύφθηκε	pokazala
αποκαλύφθηκε	razkrili
αποκαλύφθηκε	razkrita
αποκαλύφθηκε	razkrila
δημιουργού	stvarnika
δημιουργού	ustvarjalec
δημιουργού	stvarnik
μετα	po
ορίζοντα	obzorje
ορίζοντα	obzorja
ινδική	indijansko
ινδική	indijsko
ινδική	indijski
ινδική	indijanec
ινδική	indijska
κινηματογράφος	kino
αδελφές	sestre
αδελφές	sestri
απλός	preprost
απλός	preprosta
απλός	enostavno
απλός	preprosto
πουλί	tič
πουλί	petelin
πουλί	ptica
πουλί	ptiček
πουλί	bird
πουλί	ptič
επανειλημμένα	večkrat
πάγκο	števec
πάγκο	klopi
πάγκο	klop
αγαπημένη	priljubljeni
αγαπημένη	priljubljeno
αγαπημένη	najljubša
αγαπημένη	najljubši
αγαπημένη	ljubljeni
αγαπημένη	ljubljena
γιανγκ	jang
γιανγκ	yang
μορίων	molekul
μορίων	molekule
δωμάτια	sobe
δωμάτια	sob
πύργους	stolpi
πύργους	stolpa
προστάτη	zaščitnik
προστάτη	prostate
προστάτη	prostato
ζήτηση	povpraševanje
ιθαγενείς	domačini
ιθαγενείς	domorodci
λείπουν	pogrešana
λείπουν	manjkajoče
λείπουν	pogrešan
λείπουν	manjka
λείπουν	manjkajo
προτεινόμενη	predlagane
προτεινόμενη	predlagan
προτεινόμενη	predlagano
προτεινόμενη	predlagani
προτεινόμενη	predlagana
προτεινόμενη	priporočamo
προτεινόμενη	priporočena
προτεινόμενη	priporočeno
προτεινόμενη	priporočeni
προτεινόμενη	priporočljivo
προτεινόμενη	predlagano
προτεινόμενη	predlagani
προτεινόμενη	predlagane
προτεινόμενη	predlagan
προτεινόμενη	predlagana
προτεινόμενη	predlaganih
ιππείς	jezdeci
ιππείς	jezdeci
κυριαρχεί	prevladuje
δοκίμιο	spis
δοκίμιο	esej
τοίχους	stene
τοίχους	zidovi
τοίχους	sten
τοίχους	obzidje
τοίχους	zidov
οδηγοί	vozniki
οδηγοί	strojevodje
οδηγοί	voznikov
οδηγοί	vodniki
μισή	pol
μισή	polovica
μισή	polovico
ιδρυτές	ustanovitelji
πάρκα	parke
πάρκα	parki
πάρκα	parkov
σταθερότητα	obstojnost
σταθερότητα	stabilnost
μίνι	mini
μίνι	minnie
άρχοντα	gospod
αυτοκτονία	samomor
πολυάριθμες	številni
πολυάριθμες	številne
καταλυτική	katalitsko
ευαγγέλιο	evangelij
νεότερο	najnovejši
νεότερο	najnovejše
νεότερο	najnovejša
νεότερο	novejše
νεότερο	novejši
βέρμαχτ	wehrmacht
διορίζεται	imenovan
διορίζεται	imenovani
γύρους	krogov
γύρους	kroge
γύρους	nabojev
φραντσέσκο	francesco
αιχμαλωσία	zajetje
αιχμαλωσία	zajeti
αιχμαλωσία	zajemanje
αιχμαλωσία	ujetništvu
χέπμπορν	hepburn
περιστατικά	incidentov
περιστατικά	nezgode
γραμμάρια	gramih
γραμμάρια	gramih
γραμμάρια	gramov
γραμμάρια	grama
υποστηρικτής	zagovornik
πολιτιστικός	kulturno
πολιτιστικός	kulturne
πολιτιστικός	kulturni
πολιτιστικός	kulturna
ικανός	usposobljenih
ικανός	zmožen
ικανός	sposobni
ικανός	sposobne
ικανός	sposoben
λεωφόρος	boulevard
λεωφόρος	avenijo
λεωφόρος	avenue
λεωφόρος	avenija
λεωφόρος	avtocesto
λεωφόρος	avtocesta
βίο	bio
άπειρο	neskončne
άπειρο	neskončno
άπειρο	neskončna
άπειρο	neskončen
άπειρο	neskončnost
άπειρο	neskončno
άπειρο	neskončnosti
λευκός	bel
λευκός	bela
λευκός	belo
λευκός	beli
λευκός	bele
καταστραφεί	uničena
καταστραφεί	uničeni
καταστραφεί	uničene
καταστραφεί	uničen
καταστραφεί	uničeno
παππού	dedi
παππού	deda
παππού	ded
παππού	dedek
παππού	deda
παππού	ded
παππού	dedek
αιθιοπία	etiopiji
ζωγράφισε	naslikal
περσία	perzije
ξένη	tuje
ξένη	tuja
ξένη	tuji
τακτικό	taktične
τακτικό	taktično
τακτικό	taktična
τακτικό	taktični
κοσμήματα	dragulji
κοσμήματα	nakit
κοσμήματα	draguljev
κοσμήματα	dragulje
κοσμήματα	nakit
κοσμήματα	nakit
γυμναστικής	gimnastična
δεκτή	sprejeta
δεκτή	sprejete
δεκτή	sprejet
δεκτή	sprejeto
στολή	kostum
στολή	obleka
στολή	uniforma
στολή	enotna
στολή	uniformo
ομοσπονδίες	federacij
χάρης	haris
ενισχύσεις	pomoč
ενισχύσεις	pomoči
έντυπα	oblike
έντυπα	obrazci
έντυπα	obrazca
διπλά	podvoji
διπλά	dvojni
διπλά	dvakrat
διπλά	dvojno
διπλά	dvojna
υποστηρίζοντας	prepir
περιορισμένο	omejena
περιορισμένο	omejene
περιορισμένο	omejen
περιορισμένο	omejeno
περιορισμένο	omejeni
περιορισμένο	omejen
περιορισμένο	omejena
περιορισμένο	omejeno
περιορισμένο	omejeni
μαχητής	borka
μαχητής	borca
μαχητής	borec
στου	stu
αποθέματα	zaloge
αποθέματα	zalog
αποθέματα	zaloga
αποθέματα	rezerve
οξείδωση	oksidacije
αλεξάνδρα	alexandra
αλεξάνδρα	aleksandra
πεποιθήσεις	prepričanja
πεποιθήσεις	obsodbe
πεποιθήσεις	prepričanja
πεποιθήσεις	prepričanj
πεποιθήσεις	verovanja
όποτε	kadarkoli
ντάγκλας	douglas
άγκυρα	ankari
άγκυρα	sidro
μορφολογία	morfologijo
περιθώριο	robovi
κατασκευάζονται	proizvedeno
κατασκευάζονται	proizveden
κατασκευάζονται	izdelano
κατασκευάζονται	izdelan
κατασκευάζονται	izdelane
αξιόπιστη	zanesljiva
αξιόπιστη	zanesljivi
αξιόπιστη	zanesljivo
αξιόπιστη	zanesljiv
σήμανση	označevanje
σήμανση	označevanje
γειτονιά	soseski
γειτονιά	soseska
γειτονιά	sosedska
γειτονιά	soseska
φοιτητής	dijak
φοιτητής	študent
φοιτητής	učenec
φοιτητής	študentka
φοιτητής	učenka
προσανατολισμό	usmerjenost
προσανατολισμό	usmerjenosti
προσανατολισμό	usmeritev
ρόλων	vloge
ρόλων	vlog
άρχοντες	lordi
ουρουγουάη	urugvaj
περιστέρι	golob
περιστέρι	golobica
περιστέρι	goloba
περιστέρι	golob
ξένα	tuje
ξένα	tuja
ξένα	tuji
φράνκο	franco
φράνκο	franko
βάγκνερ	wagner
κάμπο	cabo
κάμπο	campo
σαφής	jasna
σαφής	počisti
σαφής	jasno
γκρι	gray
γκρι	siv
γκρι	siva
γκρι	sivo
γκρι	sivi
γκρι	sive
γκρι	sivo
γκρι	sivi
γκρι	grey
γκρι	siva
φαινομένων	pojavi
φαινομένων	pojave
σέρβος	srb
σέρβος	srbski
σέρβος	srb
σέρβος	srbsko
έβδομη	sedmi
έβδομη	sedma
έβδομη	seventh
έβδομη	sedmo
έβδομη	sedmega
συναισθήματα	čustva
συναισθήματα	čustev
συναισθήματα	občutki
συναισθήματα	čustev
συναισθήματα	čustva
συναισθήματα	občutke
πράγας	praga
πράγας	pragi
πράγας	prage
παραμένοντας	preostali
παραμένοντας	preostale
παραμένοντας	preostalo
φούτμπολ	football
φούτμπολ	nogomet
φούτμπολ	fuzbal
ναυπηγεία	ladjedelnica
ναυπηγεία	ladjedelnic
ναυπηγεία	ladjedelnice
ναυπηγεία	ladjedelništvu
μακροχρόνια	dolgoročna
πρέσβης	veleposlanik
πρέσβης	ambasador
ύδρα	hydra
σλοβακίας	slovaška
λίστες	seznami
λίστες	sezname
διαιτητής	sodnik
διαιτητής	sodnik
διαιτητής	sklic
σωτηρία	rešitev
σωτηρία	odrešitev
λάμψη	sparkle
λάμψη	flash
λάμψη	blisk
λάμψη	sijaj
έκτο	šesti
έκτο	šesta
έκτο	šesto
προσθέτει	doda
σαουδική	saudova
αϊνστάιν	einstein
έκπληξη	presenečenje
βρέφος	dojenček
παραμέτρους	parametre
παραμέτρους	parametra
παραμέτρους	parametri
αγωνιστικό	dirkalnik
κύτταρο	celico
κύτταρο	celice
κύτταρο	celic
κύτταρο	celica
άστρα	zvezde
άστρα	zvezdice
άστρα	zvezd
απόγονος	potomcev
απόγονος	potomec
απόγονος	potomce
