மற்றும்	and
கான்ஸ்டன்ஸ்	constance
மீட்கவும்	restore
அப்படியிருந்தும்	yet
இன்சூரன்ஸ்	insurance
ஹொக்	hogg
நியா	nia
குயினோன்	quinone
வோடபோன்	vodafone
ரோசி	rossi
கம்மிங்	cumming
துர்க்மெனிஸ்தான்	turkmenistan
ஹிங்கிஸ்	hingis
லூட்ஸ்	lutz
சுற்றறிக்கை	circular
அடுக்கேற்றம்	exponentiation
லெனினியம்	leninist
தொடர்க	continue
மெலிண்டா	melinda
மெலனீசியா	melanesia
மார்ஃபீன்	morphine
வெம்பிளி	wembley
முறியும்	courtship
ஃபிரேம்	frame
சோசர்	saussure
அட்ரா	adra
வெஸ்டின்	westin
ஒதுக்கு	assign
லஹரி	lahiri
கிளியே	way
நிம்மதியாக	relieved
நிம்மதியாக	relaxed
கண்மூடித்தனமாக	blindly
ரிங்கர்	ringer
பாராட்டத்தக்கது	commendable
மேசா	meza
வுட்ஸ்	woods
பாபேஜ்	babbage
ஈர்க்கக்கூடிய	impressive
அமுங்குமை	compressibility
குளுக்கோனேட்டு	gluconate
பத்திரிக்கையாளர்கள்	journalists
ஹில்டா	hilda
இமைகள்	eyelashes
வீசல்	weasel
எலீ	elie
கூர்கா	gorkha
வில்னியஸ்	vilnius
ஜாலி	joly
ஜாலி	jolly
உதயசூரியன்	rising
ஜீரண	digestive
கிராஃபோர்ட்	crawford
புத்திசாலி	clever
புத்திசாலி	smart
வந்தனா	vandana
தோய்த்து	soaked
கொரி	corrie
பீட்டி	beattie
வெட்டுக்கள்	cuts
டென்ட்	dent
ஹோல்டன்	holden
கேத்தா	goethe
பிச்சைக்காரர்கள்	beggars
உருட்டு	roll
டூத்	tooth
நசுங்கி	trampled
வாழ்த்துக்களைத்	wishes
விஸ்	wiz
கார்ல்டன்	carlton
பாட்டில்கள்	bottles
தொடருங்கள்	continue
அன்சாக்	anzac
ரெஜினா	regina
அணைத்துக்	hugging
சோல்ஸ்	soles
நாச்சி	nachi
துருவ்	dhruv
ஹிரோ	hiro
கிழிந்து	torn
எபிநெப்ரின்	epinephrine
பசியோடு	hungry
ராய்ஸ்	royce
முரட்டுத்தனமாக	rude
மனாட்	manat
ஓய்வாக	relaxed
ஓய்வாக	relaxing
மாந்தவுருவகம்	anthropomorphism
மனோபாவம்	attitude
லோனி	lonnie
லெப்டோஸ்பிரோசிஸ்	leptospirosis
அலாங்	alang
ரிங்கோ	ringo
தையோனைல்	thionyl
தைக்கப்பட்ட	stitched
பிரம்மாண்டம்	magnificent
தொடங்கு	start
மங்களகரமான	auspicious
சுதந்திரங்கள்	freedoms
தாண்ட்	thant
தெம்பினிஸ்	tampines
பணிவான	humble
ஹாம்லெட்	hamlet
தல்லி	dalli
கலபிரியா	calabria
சலேர்னோ	salerno
திமிங்கல	whaler
ஷு	shu
அழிப்பான்	eraser
விளம்பரப்படுத்துதல்	advertising
விளம்பரப்படுத்துதல்	promotion
விளம்பரப்படுத்துதல்	boost
கோப்பைகளும்	trophies
ஜனரஞ்சக	populist
அசுன்சியோன்	asunción
பிரமைகள்	hallucinations
நீச்சலுடை	swimsuit
கிர்பி	kirby
சீருறாத்	amorphous
பொறுத்தல்	fixing
கோப்திய	coptic
சம்மர்ஸ்லாம்	summerslam
வருகைகள்	visits
ஆக்கிரமிப்பாளர்கள்	invaders
அசௌகரியம்	discomfort
கெச்சுவா	quechua
ஸ்மேக்டவுன்	smackdown
கேக்குகள்	cakes
தசைப்பிடிப்பு	cramps
தொலைதூரத்தில்	remotely
மச்சி	machi
ஹாப்மன்	hofmann
தர்ஷன்	darshan
நிகழ்விடம்	venue
ஹெய்லி	hailey
யூலியா	yulia
புவன	buona
ஃபிஸ்ட்	fist
பணப்பை	purse
ஹேவார்ட்	hayward
நெஞ்சத்தை	breast
ஹப்பிள்	hubble
ரூபிக்	rubik
சேட்டை	naughty
அபத்தம்	blah
ஹெர்மான்	herrmann
இட்சா	itza
உறங்க	sleeping
ஒளிபுகா	opacity
டிரான்	tran
லாட்டரி	lottery
பைக்குகள்	bikes
பதிலாள்	proxy
கேம்கள்	games
கார்பரேட்	corporate
ரேசர்	racer
லில்லியன்	lillian
ஊஞ்சலாடுகிறது	swinging
லோவ்	lowe
உள்ளாடை	underwear
லார்வா	larvae
மாவியம்	cellulose
பீச்சர்	beecher
கனமாக	heavy
அடிக்கோடு	underline
கரந்தடி	guerrilla
சறுக்கல்	skid
அயம்	ayam
டோரஸ்	torres
ரொமான்ஸ்	romance
ஆச்சர்யம்	surprise
ஆச்சர்யம்	wow
கானோ	kano
குரிசில்	guri
டராசு	tarrasch
பெரென்	perrin
கவ்வி	wrench
ஸ்மூட்	smoot
டெஸ்மண்ட்	desmond
டோரோ	toro
உத்வேகத்துடன்	ruthlessly
சுவான்சாங்	xuanzang
இவ்வுலகின்	desires
கோம்போசுதேலா	compostela
பிளையர்	flyer
விவி	vivi
பயமும்	fear
எதிர்பார்ப்பும்	expectation
துவங்கு	start
துவங்கு	resume
ஸ்டண்ட்	stunt
அனுப்பு	send
டிரிப்டோபான்	tryptophan
பிணங்கள்	bodies
அந்நியர்கள்	strangers
சுருக்கவியலாப்	irreducible
பிஸ்தா	pistachio
பிராகி	brahe
சிதறடிக்கும்	shredding
காசாபிளாங்கா	casablanca
டியூடர்	tudor
வாட்கின்ஸ்	watkins
கேள்விக்கும்	question
பனோரமா	panorama
ஈலிச்	illich
குத்தினார்	stab
நசுக்கி	crushed
முத்தமிடும்	kissing
களிப்பாறை	shale
இறால்கள்	prawns
மெர்சர்	mercer
கடத்தல்காரர்கள்	traffickers
பாகையா	bahia
அலிம்	alim
அமர்னா	amarna
எவெரெட்	everett
மாசிடோனியா	macedonia
ஆக்டேன்	octane
புறப்பட	takeoff
ஏவியேட்டர்	aviator
தவறவிட்ட	missed
மார்டினி	martini
எரோடோட்டசு	herodotus
பிரியம்	priam
குரூகர்	kruger
லேப்டாப்	laptops
லேப்டாப்	laptop
ஃபாசோ	faso
டிரக்குகள்	trucks
ஈர்ப்புகள்	attractions
படுக்கையறைகள்	bedrooms
ஹெப்டோ	hebdo
அமெரிகோ	amerigo
பங்கே	banke
மாயத்தோற்றம்	hallucination
ஊழியர்களுக்கான	personnel
விற்கிறார்கள்	beater
பக்லி	buckley
மானிட்டோபா	manitoba
சங்கடம்	embarrassed
என்கோர்	encore
பிலோ	larissa
சான்செஸ்	sanchez
ரெம்பிரான்ட்	rembrandt
குத்தல்	stabbing
பூக்னர்	buchner
உலுக்	ulugh
கொல்கிறது	kills
பிளெண்டர்	blender
எரிப்பதற்கு	efficiently
போத்தா	botha
ஹிஸ்டிடின்	histidine
#ஒரே	#one
முற்காப்பு	prophylaxis
ஒளிவீச்சு	flares
மேய்ப்பர்கள்	shepherds
பிளான்ட்	bland
கில்லா	killa
வசீகரம்	charm
குட்பை	goodbye
ரீகல்	regal
டாக்டர்கள்	drs
மன்னிப்பை	forgiveness
பெட்ரா	petra
மீனவன்	fisherman
சமாரா	samara
ஆபர்ன்	auburn
கெலி	geli
உடைத்தது	broke
ஒப்பந்ததாரர்	contractor
ராக்கெட்டுகள்	rockets
மகிக்	magik
மதிப்பிடவும்	rate
ஹான்சன்	hansen
பென்டகன்	pentagon
நெருடா	neruda
நுபீடியா	nupedia
பயத்தில்	scary
ஃகிச்சின்சு	hitchens
முடங்கி	paralyzed
டாரியஸ்	darius
ஆராதனா	baroda
வாட	rentals
வினைச்சொற்கள்	verbs
வெல்லஸ்லி	wellesley
பெருந்தன்மை	generosity
புட்டின்	putin
ஜிகா	zika
செலாசி	selassie
ஆதரவுகள்	endorsements
யோகோ	yoko
வாலிஸ்	wallis
கூப்	coup
கூப்	coop
டிங்	ding
டிங்	ting
டைனமைட்	dynamite
சயிட்	zaid
சொக்கப்பனை	bonfire
உச்சாடனம்	recitation
வேலைவாய்ப்புகள்	openings
வேலைவாய்ப்புகள்	jobs
ஆர்ட்டெமிஸ்	artemis
பரிணாமத்தை	stance
நோக்	nok
பெர்கின்ஸ்	perkins
பிளவாத்ஸ்கி	blavatsky
